行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,城南里,138,398,516,1052,10,1062,0,1062,710,1772,59.93
,城北里,286,688,1384,2358,46,2404,0,2404,1756,4160,57.79
,城西里,154,432,704,1290,16,1306,0,1306,868,2174,60.07
,山腳里,472,1326,2388,4186,36,4222,0,4222,3640,7862,53.7
,網紗里,378,896,1814,3088,36,3124,0,3124,2578,5702,54.79
,仁壽里,128,210,548,886,10,896,0,896,738,1634,54.83
,茄湖里,40,92,398,530,6,536,0,536,460,996,53.82
,頭溝里,22,134,320,476,12,488,0,488,404,892,54.71
,四溝里,86,198,692,976,26,1002,0,1002,902,1904,52.63
,德和里,92,196,634,922,16,938,0,938,776,1714,54.73
,龍水里,126,284,662,1072,14,1086,0,1086,924,2010,54.03
,山海里,110,320,1208,1638,34,1672,0,1672,1414,3086,54.18
,大光里,250,658,1150,2058,38,2096,0,2096,2098,4194,49.98
,水泉里,92,372,970,1434,24,1458,0,1458,1246,2704,53.92
,南灣里,234,414,978,1626,36,1662,0,1662,1626,3288,50.55
,墾丁里,206,420,956,1582,16,1598,0,1598,888,2486,64.28
,鵝鑾里,124,286,804,1214,16,1230,0,1230,974,2204,55.81
,總計,2938,7324,16126,26388,392,26780,0,26780,22002,48782,54.9
萬丹鄉,,4772,14084,40694,59550,964,60514,0,60514,23222,83736,72.27
,萬安村,88,234,544,866,10,876,0,876,294,1170,74.87
,萬惠村,128,342,702,1172,14,1186,0,1186,428,1614,73.48
,萬全村,382,1358,2966,4706,78,4784,0,4784,1966,6750,70.87
,萬後村,82,174,664,920,22,942,0,942,406,1348,69.88
,萬生村,180,526,1246,1952,48,2000,0,2000,758,2758,72.52
,寶厝村,290,852,1968,3110,44,3154,0,3154,1162,4316,73.08
,四維村,224,546,1794,2564,48,2612,0,2612,1186,3798,68.77
,竹林村,188,468,1668,2324,34,2358,0,2358,952,3310,71.24
,廣安村,254,656,2214,3124,50,3174,0,3174,1112,4286,74.06
,田厝村,98,218,1102,1418,26,1444,0,1444,480,1924,75.05
,崙頂村,212,536,1790,2538,50,2588,0,2588,1042,3630,71.29
,厦北村,92,416,1672,2180,30,2210,0,2210,790,3000,73.67
,厦南村,148,444,1310,1902,22,1924,0,1924,854,2778,69.26
,上村村,64,272,808,1144,18,1162,0,1162,350,1512,76.85
,加興村,130,320,1344,1794,26,1820,0,1820,554,2374,76.66
,社口村,180,518,1168,1866,36,1902,0,1902,732,2634,72.21
,磚寮村,134,292,914,1340,30,1370,0,1370,526,1896,72.26
,社皮村,192,630,1980,2802,32,2834,0,2834,1024,3858,73.46
,社上村,184,466,1580,2230,30,2260,0,2260,898,3158,71.56
,社中村,166,424,1714,2304,32,2336,0,2336,830,3166,73.78
,水泉村,204,508,1576,2288,60,2348,0,2348,894,3242,72.42
,新庄村,210,724,1896,2830,30,2860,0,2860,1090,3950,72.41
,香社村,180,518,1372,2070,40,2110,0,2110,804,2914,72.41
,後村村,86,384,1026,1496,24,1520,0,1520,536,2056,73.93
,新鐘村,246,892,1582,2720,38,2758,0,2758,1122,3880,71.08
,灣內村,112,366,1448,1926,22,1948,0,1948,726,2674,72.85
,興全村,110,454,1024,1588,28,1616,0,1616,618,2234,72.34
,興安村,94,226,848,1168,18,1186,0,1186,512,1698,69.85
,水仙村,66,210,440,716,16,732,0,732,304,1036,70.66
,甘棠村,48,110,334,492,8,500,0,500,272,772,64.77
,總計,4772,14084,40694,59550,964,60514,0,60514,23222,83736,72.27
長治鄉,,2638,8560,21880,33078,384,33462,0,33462,17202,50664,66.05
,進興村,276,806,2186,3268,28,3296,0,3296,1766,5062,65.11
,新潭村,404,1338,2612,4354,36,4390,0,4390,2304,6694,65.58
,潭頭村,194,686,1654,2534,24,2558,0,2558,1224,3782,67.64
,香楊村,264,950,1952,3166,54,3220,0,3220,1574,4794,67.17
,長興村,138,428,836,1402,8,1410,0,1410,698,2108,66.89
,德成村,82,332,774,1188,16,1204,0,1204,564,1768,68.1
,德協村,78,332,1090,1500,18,1518,0,1518,622,2140,70.93
,復興村,162,468,1266,1896,16,1912,0,1912,940,2852,67.04
,崙上村,148,510,1522,2180,20,2200,0,2200,1094,3294,66.79
,德榮村,150,334,1100,1584,20,1604,0,1604,762,2366,67.79
,德和村,64,122,738,924,12,936,0,936,582,1518,61.66
,繁華村,182,604,2236,3022,36,3058,0,3058,1582,4640,65.91
,繁昌村,186,436,1552,2174,30,2204,0,2204,1236,3440,64.07
,繁榮村,94,380,1222,1696,34,1730,0,1730,1002,2732,63.32
,繁隆村,88,418,890,1396,20,1416,0,1416,774,2190,64.66
,榮華村,128,416,250,794,12,806,0,806,478,1284,62.77
,總計,2638,8560,21880,33078,384,33462,0,33462,17202,50664,66.05
麟洛鄉,,1216,3176,9750,14142,124,14266,0,14266,5204,19470,73.27
,新田村,238,696,2062,2996,32,3028,0,3028,1098,4126,73.39
,麟頂村,130,348,896,1374,16,1390,0,1390,456,1846,75.3
,麟蹄村,180,462,1600,2242,18,2260,0,2260,874,3134,72.11
,麟趾村,334,772,2446,3552,26,3578,0,3578,1362,4940,72.43
,田中村,156,396,1216,1768,14,1782,0,1782,612,2394,74.44
,田心村,94,306,812,1212,10,1222,0,1222,460,1682,72.65
,田道村,84,196,718,998,8,1006,0,1006,342,1348,74.63
,總計,1216,3176,9750,14142,124,14266,0,14266,5204,19470,73.27
九如鄉,,1776,4288,18792,24856,216,25072,0,25072,11178,36250,69.16
,九清村,110,286,1626,2022,12,2034,0,2034,878,2912,69.85
,九塊村,150,316,1362,1828,14,1842,0,1842,760,2602,70.79
,九明村,146,342,1582,2070,16,2086,0,2086,970,3056,68.26
,玉水村,94,318,1316,1728,18,1746,0,1746,776,2522,69.23
,大坵村,118,254,1062,1434,8,1442,0,1442,708,2150,67.07
,三塊村,148,262,1564,1974,20,1994,0,1994,962,2956,67.46
,後庄村,144,376,2014,2534,18,2552,0,2552,966,3518,72.54
,耆老村,94,308,1284,1686,16,1702,0,1702,698,2400,70.92
,洽興村,118,392,1388,1898,24,1922,0,1922,858,2780,69.14
,東寧村,452,1048,4154,5654,46,5700,0,5700,2646,8346,68.3
,玉泉村,202,386,1440,2028,24,2052,0,2052,956,3008,68.22
,總計,1776,4288,18792,24856,216,25072,0,25072,11178,36250,69.16
里港鄉,,2386,5594,21396,29376,298,29674,0,29674,13774,43448,68.3
,玉田村,352,660,2856,3868,38,3906,0,3906,1824,5730,68.17
,大平村,176,362,1028,1566,8,1574,0,1574,674,2248,70.02
,永春村,136,206,802,1144,6,1150,0,1150,518,1668,68.94
,春林村,136,282,1306,1724,14,1738,0,1738,792,2530,68.7
,過江村,266,468,1766,2500,22,2522,0,2522,1398,3920,64.34
,鐵店村,190,340,1340,1870,26,1896,0,1896,860,2756,68.8
,塔樓村,114,306,1642,2062,24,2086,0,2086,936,3022,69.03
,潮厝村,170,256,1626,2052,12,2064,0,2064,994,3058,67.5
,茄苳村,118,366,1822,2306,22,2328,0,2328,894,3222,72.25
,載興村,204,488,2616,3308,40,3348,0,3348,1448,4796,69.81
,土庫村,182,930,1504,2616,32,2648,0,2648,1390,4038,65.58
,三廍村,206,508,1726,2440,38,2478,0,2478,1132,3610,68.64
,中和村,112,290,808,1210,10,1220,0,1220,638,1858,65.66
,瀰力村,24,132,554,710,6,716,0,716,276,992,72.18
,總計,2386,5594,21396,29376,298,29674,0,29674,13774,43448,68.3
鹽埔鄉,,2480,7386,17688,27554,330,27884,0,27884,15736,43620,63.92
,新圍村,330,638,2922,3890,44,3934,0,3934,2190,6124,64.24
,高朗村,284,812,2344,3440,30,3470,0,3470,2046,5516,62.91
,鹽北村,212,766,1296,2274,12,2286,0,2286,1338,3624,63.08
,鹽中村,314,852,1724,2890,18,2908,0,2908,1788,4696,61.93
,鹽南村,238,700,1128,2066,28,2094,0,2094,1224,3318,63.11
,仕絨村,116,456,646,1218,20,1238,0,1238,750,1988,62.27
,振興村,154,586,1468,2208,34,2242,0,2242,1412,3654,61.36
,永隆村,66,124,520,710,10,720,0,720,398,1118,64.4
,久愛村,98,354,730,1182,24,1206,0,1206,628,1834,65.76
,洛陽村,174,544,1374,2092,24,2116,0,2116,1018,3134,67.52
,新二村,384,1208,2688,4280,50,4330,0,4330,2398,6728,64.36
,彭厝村,110,346,848,1304,36,1340,0,1340,546,1886,71.05
,總計,2480,7386,17688,27554,330,27884,0,27884,15736,43620,63.92
高樹鄉,,1736,4908,20880,27524,346,27870,0,27870,15016,42886,64.99
,高樹村,172,436,2192,2800,28,2828,0,2828,1408,4236,66.76
,長榮村,72,210,1408,1690,24,1714,0,1714,796,2510,68.29
,東興村,68,124,874,1066,10,1076,0,1076,436,1512,71.16
,東振村,56,166,574,796,20,816,0,816,416,1232,66.23
,源泉村,140,212,936,1288,14,1302,0,1302,692,1994,65.3
,建興村,104,170,1178,1452,14,1466,0,1466,828,2294,63.91
,大埔村,48,172,534,754,6,760,0,760,422,1182,64.3
,菜寮村,50,126,928,1104,16,1120,0,1120,470,1590,70.44
,司馬村,64,246,526,836,18,854,0,854,466,1320,64.7
,舊寮村,72,382,1122,1576,16,1592,0,1592,882,2474,64.35
,新豐村,120,346,1314,1780,24,1804,0,1804,1124,2928,61.61
,泰山村,126,458,1572,2156,30,2186,0,2186,1432,3618,60.42
,南華村,78,292,1196,1566,22,1588,0,1588,844,2432,65.3
,廣福村,104,230,1026,1360,12,1372,0,1372,636,2008,68.33
,廣興村,112,192,1010,1314,16,1330,0,1330,822,2152,61.8
,舊庄村,46,214,966,1226,14,1240,0,1240,720,1960,63.27
,田子村,68,210,1004,1282,12,1294,0,1294,790,2084,62.09
,鹽樹村,122,400,1092,1614,34,1648,0,1648,812,2460,66.99
,新南村,114,322,1428,1864,16,1880,0,1880,1020,2900,64.83
,總計,1736,4908,20880,27524,346,27870,0,27870,15016,42886,64.99
萬巒鄉,,1416,4792,16546,22754,250,23004,0,23004,11826,34830,66.05
,萬巒村,72,332,1250,1654,8,1662,0,1662,820,2482,66.96
,萬全村,42,202,700,944,14,958,0,958,524,1482,64.64
,萬和村,90,490,1566,2146,24,2170,0,2170,1006,3176,68.32
,鹿寮村,72,228,878,1178,14,1192,0,1192,584,1776,67.12
,硫黃村,44,114,556,714,8,722,0,722,332,1054,68.5
,泗溝村,86,304,1016,1406,20,1426,0,1426,780,2206,64.64
,五溝村,110,306,958,1374,18,1392,0,1392,686,2078,66.99
,成德村,88,426,1310,1824,20,1844,0,1844,950,2794,66.0
,萬金村,168,518,1974,2660,44,2704,0,2704,1230,3934,68.73
,赤山村,154,412,1316,1882,8,1890,0,1890,1372,3262,57.94
,佳佐村,118,308,1624,2050,28,2078,0,2078,1060,3138,66.22
,佳和村,124,562,1208,1894,14,1908,0,1908,928,2836,67.28
,新厝村,98,242,1226,1566,18,1584,0,1584,724,2308,68.63
,新置村,150,348,964,1462,12,1474,0,1474,830,2304,63.98
,總計,1416,4792,16546,22754,250,23004,0,23004,11826,34830,66.05
內埔鄉,,4854,13940,39974,58768,664,59432,0,59432,32982,92414,64.31
,內埔村,446,1210,2996,4652,54,4706,0,4706,2804,7510,62.66
,內田村,264,988,2492,3744,22,3766,0,3766,2248,6014,62.62
,興南村,134,342,1354,1830,28,1858,0,1858,742,2600,71.46
,義亭村,28,148,566,742,8,750,0,750,370,1120,66.96
,美和村,222,728,1850,2800,28,2828,0,2828,1528,4356,64.92
,和興村,288,876,2202,3366,34,3400,0,3400,1734,5134,66.23
,東寧村,498,1316,3824,5638,66,5704,0,5704,2978,8682,65.7
,豐田村,280,754,2400,3434,28,3462,0,3462,1938,5400,64.11
,振豐村,174,538,1508,2220,26,2246,0,2246,1048,3294,68.18
,富田村,184,456,1834,2474,32,2506,0,2506,1236,3742,66.97
,竹圍村,184,414,1670,2268,28,2296,0,2296,1242,3538,64.9
,東勢村,260,656,2924,3840,46,3886,0,3886,1948,5834,66.61
,東片村,98,246,962,1306,18,1324,0,1324,564,1888,70.13
,上樹村,82,222,1080,1384,12,1396,0,1396,750,2146,65.05
,老埤村,192,552,2038,2782,30,2812,0,2812,1824,4636,60.66
,中林村,130,262,1426,1818,24,1842,0,1842,1206,3048,60.43
,龍泉村,276,920,1700,2896,28,2924,0,2924,1770,4694,62.29
,龍潭村,320,1190,1438,2948,46,2994,0,2994,1754,4748,63.06
,建興村,72,320,658,1050,16,1066,0,1066,722,1788,59.62
,大新村,168,546,1440,2154,24,2178,0,2178,1256,3434,63.42
,黎明村,244,580,2134,2958,30,2988,0,2988,1724,4712,63.41
,隘寮村,180,366,928,1474,24,1498,0,1498,1000,2498,59.97
,水門村,130,310,550,990,12,1002,0,1002,596,1598,62.7
,總計,4854,13940,39974,58768,664,59432,0,59432,32982,92414,64.31
竹田鄉,,1364,4772,14480,20616,184,20800,0,20800,9308,30108,69.08
,竹田村,142,496,1354,1992,14,2006,0,2006,982,2988,67.14
,竹南村,86,202,948,1236,8,1244,0,1244,504,1748,71.17
,糶糴村,56,246,710,1012,4,1016,0,1016,362,1378,73.73
,履豐村,38,182,658,878,6,884,0,884,320,1204,73.42
,頭崙村,112,364,1306,1782,16,1798,0,1798,768,2566,70.07
,二崙村,88,336,962,1386,10,1396,0,1396,558,1954,71.44
,美崙村,52,230,696,978,10,988,0,988,292,1280,77.19
,南勢村,40,136,540,716,8,724,0,724,218,942,76.86
,西勢村,260,780,2276,3316,34,3350,0,3350,1600,4950,67.68
,福田村,42,140,526,708,4,712,0,712,242,954,74.63
,永豐村,76,232,674,982,16,998,0,998,718,1716,58.16
,六巷村,70,198,770,1038,10,1048,0,1048,482,1530,68.5
,泗洲村,118,318,940,1376,14,1390,0,1390,850,2240,62.05
,大湖村,86,444,1144,1674,16,1690,0,1690,702,2392,70.65
,鳳明村,98,468,976,1542,14,1556,0,1556,710,2266,68.67
,總計,1364,4772,14480,20616,184,20800,0,20800,9308,30108,69.08
新埤鄉,,1034,2758,7424,11216,136,11352,0,11352,6048,17400,65.24
,新埤村,206,666,1658,2530,28,2558,0,2558,1374,3932,65.06
,建功村,126,364,1036,1526,16,1542,0,1542,610,2152,71.65
,打鐵村,90,370,840,1300,16,1316,0,1316,582,1898,69.34
,南豐村,74,262,606,942,8,950,0,950,490,1440,65.97
,萬隆村,220,552,1324,2096,30,2126,0,2126,1150,3276,64.9
,箕湖村,148,318,802,1268,12,1280,0,1280,864,2144,59.7
,餉潭村,170,226,1158,1554,26,1580,0,1580,978,2558,61.77
,總計,1034,2758,7424,11216,136,11352,0,11352,6048,17400,65.24
枋寮鄉,,2104,6482,17386,25972,384,26356,0,26356,15752,42108,62.59
,枋寮村,152,498,798,1448,14,1462,0,1462,918,2380,61.43
,新龍村,130,416,490,1036,24,1060,0,1060,670,1730,61.27
,保生村,80,286,858,1224,16,1240,0,1240,710,1950,63.59
,中寮村,58,152,520,730,12,742,0,742,444,1186,62.56
,安樂村,182,432,1422,2036,24,2060,0,2060,1140,3200,64.38
,隆山村,370,984,3530,4884,70,4954,0,4954,3096,8050,61.54
,天時村,176,518,1768,2462,34,2496,0,2496,1402,3898,64.03
,地利村,140,524,1278,1942,14,1956,0,1956,1014,2970,65.86
,人和村,296,590,1794,2680,36,2716,0,2716,1568,4284,63.4
,內寮村,38,118,646,802,14,816,0,816,574,1390,58.71
,新開村,74,264,576,914,16,930,0,930,782,1712,54.32
,太源村,64,342,660,1066,16,1082,0,1082,770,1852,58.42
,玉泉村,42,146,356,544,12,556,0,556,308,864,64.35
,東海村,242,1006,2142,3390,66,3456,0,3456,1958,5414,63.83
,大庄村,60,206,548,814,16,830,0,830,398,1228,67.59
,總計,2104,6482,17386,25972,384,26356,0,26356,15752,42108,62.59
新園鄉,,3238,7326,30404,40968,544,41512,0,41512,18282,59794,69.43
,瓦磘村,124,394,1708,2226,32,2258,0,2258,970,3228,69.95
,仙吉村,256,620,2258,3134,32,3166,0,3166,1714,4880,64.88
,田洋村,182,446,2160,2788,36,2824,0,2824,1272,4096,68.95
,港墘村,68,208,802,1078,18,1096,0,1096,472,1568,69.9
,內庄村,82,256,794,1132,16,1148,0,1148,448,1596,71.93
,新東村,224,694,2058,2976,60,3036,0,3036,1420,4456,68.13
,新園村,298,576,2014,2888,32,2920,0,2920,1498,4418,66.09
,烏龍村,124,292,1334,1750,20,1770,0,1770,718,2488,71.14
,興龍村,238,420,2418,3076,28,3104,0,3104,1196,4300,72.19
,中洲村,114,296,1896,2306,18,2324,0,2324,846,3170,73.31
,南龍村,130,272,1526,1928,28,1956,0,1956,826,2782,70.31
,港西村,264,694,2002,2960,40,3000,0,3000,1274,4274,70.19
,五房村,338,814,2502,3654,40,3694,0,3694,1796,5490,67.29
,鹽埔村,526,860,4514,5900,76,5976,0,5976,2544,8520,70.14
,共和村,270,484,2418,3172,68,3240,0,3240,1288,4528,71.55
,總計,3238,7326,30404,40968,544,41512,0,41512,18282,59794,69.43
崁頂鄉,,1144,3188,11440,15772,198,15970,0,15970,7902,23872,66.9
,崁頂村,222,746,1876,2844,30,2874,0,2874,1470,4344,66.16
,園寮村,244,554,1734,2532,38,2570,0,2570,1260,3830,67.1
,圍內村,108,374,1172,1654,26,1680,0,1680,810,2490,67.47
,力社村,116,306,1260,1682,22,1704,0,1704,844,2548,66.88
,洲子村,94,248,954,1296,16,1312,0,1312,668,1980,66.26
,北勢村,98,334,1538,1970,30,2000,0,2000,1104,3104,64.43
,越溪村,120,238,930,1288,14,1302,0,1302,546,1848,70.45
,港東村,142,388,1976,2506,22,2528,0,2528,1200,3728,67.81
,總計,1144,3188,11440,15772,198,15970,0,15970,7902,23872,66.9
林邊鄉,,1336,4754,14536,20626,332,20958,0,20958,10730,31688,66.14
,林邊村,102,394,1414,1910,26,1936,0,1936,910,2846,68.03
,光林村,170,444,1412,2026,30,2056,0,2056,1068,3124,65.81
,仁和村,132,400,1508,2040,32,2072,0,2072,1108,3180,65.16
,中林村,60,248,682,990,16,1006,0,1006,478,1484,67.79
,永樂村,278,954,3140,4372,58,4430,0,4430,1856,6286,70.47
,水利村,136,590,1544,2270,46,2316,0,2316,1416,3732,62.06
,崎峯村,120,298,1114,1532,26,1558,0,1558,992,2550,61.1
,田厝村,50,300,838,1188,16,1204,0,1204,594,1798,66.96
,竹林村,194,812,1770,2776,44,2820,0,2820,1598,4418,63.83
,鎮安村,94,314,1114,1522,38,1560,0,1560,710,2270,68.72
,總計,1336,4754,14536,20626,332,20958,0,20958,10730,31688,66.14
南州鄉,,1044,2926,8584,12554,178,12732,0,12732,5896,18628,68.35
,溪洲村,144,524,1470,2138,24,2162,0,2162,1180,3342,64.69
,溪南村,114,328,830,1272,14,1286,0,1286,578,1864,68.99
,仁里村,54,160,438,652,16,668,0,668,248,916,72.93
,溪北村,118,382,440,940,22,962,0,962,414,1376,69.91
,七塊村,142,332,910,1384,20,1404,0,1404,636,2040,68.82
,萬華村,104,300,944,1348,20,1368,0,1368,596,1964,69.65
,米崙村,112,386,902,1400,18,1418,0,1418,664,2082,68.11
,壽元村,72,164,1146,1382,20,1402,0,1402,694,2096,66.89
,同安村,108,244,950,1302,16,1318,0,1318,556,1874,70.33
