行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,廖厝里,788,1474,2832,5094,102,5196,0,5196,2488,7684,67.62
,溝墘里,1018,1578,2840,5436,100,5536,0,5536,2348,7884,70.22
,草中里,498,1478,2144,4120,86,4206,0,4206,1874,6080,69.18
,頭南里,408,912,1416,2736,54,2790,0,2790,1318,4108,67.92
,山崙里,444,1118,2626,4188,98,4286,0,4286,1632,5918,72.42
,海埔里,664,1002,2714,4380,112,4492,0,4492,2186,6678,67.27
,詔安里,292,662,1500,2454,58,2512,0,2512,1162,3674,68.37
,洋厝里,542,824,2006,3372,62,3434,0,3434,1266,4700,73.06
,永安里,762,1568,3662,5992,112,6104,0,6104,2500,8604,70.94
,總計,12736,24050,54750,91536,1796,93332,0,93332,40436,133768,69.77
和美鎮,,14840,27332,52638,94810,1668,96478,0,96478,46942,143420,67.27
,竹營里,1136,2154,4022,7312,142,7454,0,7454,3872,11326,65.81
,和東里,828,1650,2954,5432,102,5534,0,5534,2498,8032,68.9
,和南里,92,214,318,624,12,636,0,636,212,848,75.0
,和北里,406,722,1186,2314,38,2352,0,2352,1158,3510,67.01
,和西里,586,1370,2194,4150,72,4222,0,4222,1980,6202,68.07
,四張里,542,998,1988,3528,64,3592,0,3592,1696,5288,67.93
,頭前里,324,626,1088,2038,30,2068,0,2068,1054,3122,66.24
,還社里,138,378,636,1152,16,1168,0,1168,462,1630,71.66
,面前里,400,816,1504,2720,54,2774,0,2774,1302,4076,68.06
,鎮平里,570,1032,2206,3808,70,3878,0,3878,1632,5510,70.38
,大霞里,342,572,860,1774,32,1806,0,1806,896,2702,66.84
,源埤里,320,632,1162,2114,48,2162,0,2162,1360,3522,61.39
,南佃里,420,768,1590,2778,46,2824,0,2824,1384,4208,67.11
,雅溝里,276,402,1052,1730,38,1768,0,1768,866,2634,67.12
,山犁里,940,1988,3592,6520,102,6622,0,6622,2900,9522,69.54
,嘉犁里,470,738,1222,2430,48,2478,0,2478,1168,3646,67.96
,鐵山里,574,980,1938,3492,36,3528,0,3528,1596,5124,68.85
,詔安里,418,644,1388,2450,50,2500,0,2500,1374,3874,64.53
,柑井里,698,1196,2396,4290,76,4366,0,4366,2084,6450,67.69
,竹園里,126,310,810,1246,18,1264,0,1264,442,1706,74.09
,新庄里,416,1016,1746,3178,54,3232,0,3232,1396,4628,69.84
,犁盛里,498,838,1764,3100,70,3170,0,3170,1452,4622,68.59
,中寮里,192,308,880,1380,40,1420,0,1420,740,2160,65.74
,中圍里,520,854,2136,3510,62,3572,0,3572,2010,5582,63.99
,糖友里,878,1670,2618,5166,64,5230,0,5230,2516,7746,67.52
,塗厝里,394,628,1050,2072,28,2100,0,2100,1258,3358,62.54
,地潭里,182,384,556,1122,34,1156,0,1156,644,1800,64.22
,湖內里,230,292,1158,1680,30,1710,0,1710,718,2428,70.43
,嘉寶里,362,606,1450,2418,38,2456,0,2456,1332,3788,64.84
,月眉里,568,1056,2282,3906,78,3984,0,3984,1982,5966,66.78
,好修里,372,530,1224,2126,30,2156,0,2156,1112,3268,65.97
,仁愛里,622,960,1668,3250,46,3296,0,3296,1846,5142,64.1
,總計,14840,27332,52638,94810,1668,96478,0,96478,46942,143420,67.27
線西鄉,,3338,5670,8428,17436,372,17808,0,17808,9190,26998,65.96
,線西村,590,1024,1252,2866,60,2926,0,2926,1376,4302,68.01
,頂庄村,358,566,706,1630,20,1650,0,1650,826,2476,66.64
,寓埔村,482,858,1400,2740,58,2798,0,2798,1606,4404,63.53
,塭仔村,266,548,798,1612,40,1652,0,1652,810,2462,67.1
,溝內村,316,442,674,1432,30,1462,0,1462,796,2258,64.75
,下犁村,436,692,1292,2420,60,2480,0,2480,1276,3756,66.03
,頂犁村,636,922,1414,2972,58,3030,0,3030,1738,4768,63.55
,德興村,254,618,892,1764,46,1810,0,1810,762,2572,70.37
,總計,3338,5670,8428,17436,372,17808,0,17808,9190,26998,65.96
伸港鄉,,5962,11268,19736,36966,672,37638,0,37638,19112,56750,66.32
,曾家村,326,604,1198,2128,46,2174,0,2174,1144,3318,65.52
,蚵寮村,132,258,1152,1542,26,1568,0,1568,670,2238,70.06
,埤墘村,252,394,906,1552,28,1580,0,1580,846,2426,65.13
,溪底村,378,620,1366,2364,52,2416,0,2416,1138,3554,67.98
,泉州村,520,810,1224,2554,50,2604,0,2604,1228,3832,67.95
,泉厝村,254,470,906,1630,18,1648,0,1648,740,2388,69.01
,海尾村,370,696,1320,2386,32,2418,0,2418,1120,3538,68.34
,全興村,420,870,886,2176,42,2218,0,2218,1054,3272,67.79
,定興村,526,990,1620,3136,70,3206,0,3206,1938,5144,62.33
,新港村,964,1992,3384,6340,112,6452,0,6452,3422,9874,65.34
,什股村,396,772,974,2142,32,2174,0,2174,1460,3634,59.82
,大同村,424,700,1446,2570,40,2610,0,2610,1194,3804,68.61
,七嘉村,556,1208,1874,3638,60,3698,0,3698,1780,5478,67.51
,汴頭村,444,884,1480,2808,64,2872,0,2872,1378,4250,67.58
,總計,5962,11268,19736,36966,672,37638,0,37638,19112,56750,66.32
福興鄉,,7226,13048,30254,50528,1044,51572,0,51572,24488,76060,67.8
,番社村,182,304,1406,1892,46,1938,0,1938,770,2708,71.57
,社尾村,270,376,1098,1744,52,1796,0,1796,906,2702,66.47
,大崙村,250,436,964,1650,32,1682,0,1682,778,2460,68.37
,外埔村,224,428,1152,1804,44,1848,0,1848,922,2770,66.71
,外中村,194,330,1048,1572,22,1594,0,1594,688,2282,69.85
,元中村,210,486,902,1598,46,1644,0,1644,744,2388,68.84
,三汴村,210,478,1232,1920,36,1956,0,1956,732,2688,72.77
,萬豐村,174,314,646,1134,24,1158,0,1158,442,1600,72.38
,番婆村,380,868,1748,2996,54,3050,0,3050,1502,4552,67.0
,橋頭村,460,952,1970,3382,72,3454,0,3454,1704,5158,66.96
,秀厝村,510,774,2010,3294,50,3344,0,3344,1372,4716,70.91
,鎮平村,234,372,778,1384,30,1414,0,1414,812,2226,63.52
,三和村,166,302,1080,1548,32,1580,0,1580,518,2098,75.31
,麥厝村,422,580,1760,2762,40,2802,0,2802,1590,4392,63.8
,廈粘村,394,728,1364,2486,56,2542,0,2542,1266,3808,66.75
,頂粘村,488,910,1466,2864,76,2940,0,2940,1538,4478,65.65
,福寶村,318,492,750,1560,50,1610,0,1610,884,2494,64.55
,二港村,300,486,936,1722,40,1762,0,1762,786,2548,69.15
,福興村,600,1204,2798,4602,58,4660,0,4660,2176,6836,68.17
,福南村,432,816,1784,3032,72,3104,0,3104,1748,4852,63.97
,同安村,398,714,1842,2954,62,3016,0,3016,1502,4518,66.76
,西勢村,410,698,1520,2628,50,2678,0,2678,1108,3786,70.73
,總計,7226,13048,30254,50528,1044,51572,0,51572,24488,76060,67.8
秀水鄉,,5946,11646,24202,41794,750,42544,0,42544,18736,61280,69.43
,秀水村,286,612,1370,2268,30,2298,0,2298,1004,3302,69.59
,安溪村,428,624,1636,2688,64,2752,0,2752,1128,3880,70.93
,莊雅村,498,1148,1822,3468,46,3514,0,3514,1490,5004,70.22
,金興村,390,738,1314,2442,46,2488,0,2488,1156,3644,68.28
,陝西村,274,540,972,1786,22,1808,0,1808,800,2608,69.33
,安東村,644,1532,2834,5010,82,5092,0,5092,2348,7440,68.44
,鶴鳴村,606,1030,2388,4024,76,4100,0,4100,1908,6008,68.24
,馬興村,480,696,1790,2966,68,3034,0,3034,1320,4354,69.68
,義興村,262,456,994,1712,30,1742,0,1742,864,2606,66.85
,福安村,882,1598,3094,5574,108,5682,0,5682,2738,8420,67.48
,埔崙村,306,760,1552,2618,62,2680,0,2680,1022,3702,72.39
,曾厝村,242,710,1268,2220,42,2262,0,2262,918,3180,71.13
,金陵村,292,466,1486,2244,32,2276,0,2276,888,3164,71.93
,下崙村,356,736,1682,2774,42,2816,0,2816,1152,3968,70.97
,總計,5946,11646,24202,41794,750,42544,0,42544,18736,61280,69.43
花壇鄉,,7692,15454,26616,49762,752,50514,0,50514,23630,74144,68.13
,花壇村,666,1328,2300,4294,78,4372,0,4372,1906,6278,69.64
,金墩村,346,742,1316,2404,28,2432,0,2432,1138,3570,68.12
,中庄村,460,1150,1674,3284,38,3322,0,3322,1404,4726,70.29
,劉厝村,164,350,936,1450,30,1480,0,1480,538,2018,73.34
,崙雅村,214,542,1204,1960,24,1984,0,1984,784,2768,71.68
,南口村,308,720,1260,2288,36,2324,0,2324,1058,3382,68.72
,中口村,130,276,538,944,16,960,0,960,392,1352,71.01
,北口村,332,730,1268,2330,44,2374,0,2374,1094,3468,68.45
,長沙村,848,2218,3284,6350,100,6450,0,6450,2988,9438,68.34
,文德村,786,1046,2082,3914,44,3958,0,3958,1716,5674,69.76
,白沙村,926,1808,3020,5754,78,5832,0,5832,2926,8758,66.59
,岩竹村,220,502,960,1682,36,1718,0,1718,828,2546,67.48
,橋頭村,696,1360,2176,4232,84,4316,0,4316,2072,6388,67.56
,灣雅村,248,334,552,1134,18,1152,0,1152,574,1726,66.74
,灣東村,222,328,698,1248,12,1260,0,1260,590,1850,68.11
,三春村,398,686,1274,2358,30,2388,0,2388,1204,3592,66.48
,永春村,434,728,1028,2190,34,2224,0,2224,1322,3546,62.72
,長春村,294,606,1046,1946,22,1968,0,1968,1096,3064,64.23
,總計,7692,15454,26616,49762,752,50514,0,50514,23630,74144,68.13
芬園鄉,,4312,6694,16288,27294,482,27776,0,27776,11972,39748,69.88
,舊社村,356,610,1308,2274,28,2302,0,2302,1184,3486,66.04
,大埔村,352,566,996,1914,44,1958,0,1958,786,2744,71.36
,竹林村,462,594,1308,2364,52,2416,0,2416,950,3366,71.78
,社口村,572,942,1752,3266,60,3326,0,3326,1378,4704,70.71
,茄荖村,456,794,1852,3102,62,3164,0,3164,1442,4606,68.69
,嘉興村,356,632,1278,2266,36,2302,0,2302,834,3136,73.41
,芬園村,226,270,742,1238,24,1262,0,1262,508,1770,71.3
,縣庄村,206,252,1060,1518,18,1536,0,1536,668,2204,69.69
,圳墘村,110,180,618,908,16,924,0,924,390,1314,70.32
,溪頭村,330,478,1430,2238,16,2254,0,2254,962,3216,70.09
,進芬村,168,376,792,1336,28,1364,0,1364,558,1922,70.97
,同安村,162,348,1052,1562,18,1580,0,1580,784,2364,66.84
,中崙村,184,232,764,1180,28,1208,0,1208,602,1810,66.74
,大竹村,208,234,864,1306,38,1344,0,1344,624,1968,68.29
,楓坑村,164,186,472,822,14,836,0,836,302,1138,73.46
,總計,4312,6694,16288,27294,482,27776,0,27776,11972,39748,69.88
員林市,,18808,38636,69964,127408,1842,129250,0,129250,64974,194224,66.55
,東和里,250,468,610,1328,10,1338,0,1338,734,2072,64.58
,民生里,582,1096,1846,3524,34,3558,0,3558,1822,5380,66.13
,中正里,642,1382,2050,4074,50,4124,0,4124,2090,6214,66.37
,仁美里,494,1128,1790,3412,56,3468,0,3468,1672,5140,67.47
,新興里,144,344,520,1008,12,1020,0,1020,414,1434,71.13
,和平里,464,1162,1974,3600,20,3620,0,3620,1912,5532,65.44
,光明里,180,386,638,1204,14,1218,0,1218,482,1700,71.65
,中山里,88,284,524,896,14,910,0,910,308,1218,74.71
,黎明里,386,744,1254,2384,36,2420,0,2420,1152,3572,67.75
,惠來里,1108,2110,3870,7088,88,7176,0,7176,3430,10606,67.66
,三義里,518,882,1712,3112,46,3158,0,3158,1644,4802,65.76
,新生里,746,1598,3008,5352,54,5406,0,5406,2516,7922,68.24
,南平里,906,1808,3354,6068,88,6156,0,6156,2922,9078,67.81
,南興里,760,1936,2858,5554,62,5616,0,5616,2966,8582,65.44
,源潭里,334,570,1308,2212,44,2256,0,2256,1000,3256,69.29
,大埔里,362,716,1530,2608,44,2652,0,2652,1428,4080,65.0
,三條里,416,1004,1746,3166,62,3228,0,3228,1614,4842,66.67
,三和里,1026,2362,4032,7420,110,7530,0,7530,4242,11772,63.97
,三橋里,528,1176,1938,3642,60,3702,0,3702,1714,5416,68.35
,中央里,398,642,1420,2460,36,2496,0,2496,1212,3708,67.31
,溝皂里,446,800,1616,2862,40,2902,0,2902,1244,4146,70.0
,大饒里,558,1206,2144,3908,48,3956,0,3956,1946,5902,67.03
,大明里,428,758,1824,3010,48,3058,0,3058,1562,4620,66.19
,萬年里,674,1388,2350,4412,52,4464,0,4464,2206,6670,66.93
,崙雅里,432,1194,1468,3094,70,3164,0,3164,1526,4690,67.46
,振興里,516,1028,1664,3208,54,3262,0,3262,1784,5046,64.65
,林厝里,472,842,2004,3318,74,3392,0,3392,1880,5272,64.34
,出水里,256,516,1352,2124,34,2158,0,2158,1206,3364,64.15
,湖水里,172,310,1006,1488,24,1512,0,1512,852,2364,63.96
,大峯里,170,290,444,904,18,922,0,922,494,1416,65.11
,鎮興里,332,694,1412,2438,44,2482,0,2482,1378,3860,64.3
,浮圳里,442,806,1520,2768,16,2784,0,2784,1444,4228,65.85
,西東里,364,468,1610,2442,32,2474,0,2474,1304,3778,65.48
,南東里,346,580,1280,2206,42,2248,0,2248,1218,3466,64.86
,中東里,350,574,1148,2072,28,2100,0,2100,1316,3416,61.48
,東北里,476,760,1676,2912,56,2968,0,2968,1614,4582,64.78
,三愛里,530,1096,1934,3560,68,3628,0,3628,1778,5406,67.11
,三信里,406,1018,1530,2954,52,3006,0,3006,1310,4316,69.65
,三多里,462,882,1620,2964,26,2990,0,2990,1422,4412,67.77
,仁愛里,268,658,950,1876,32,1908,0,1908,788,2696,70.77
,忠孝里,376,970,1430,2776,44,2820,0,2820,1428,4248,66.38
,總計,18808,38636,69964,127408,1842,129250,0,129250,64974,194224,66.55
溪湖鎮,,8878,16512,30600,55990,760,56750,0,56750,29244,85994,65.99
,光平里,186,574,876,1636,26,1662,0,1662,726,2388,69.6
,平和里,104,312,506,922,10,932,0,932,314,1246,74.8
,太平里,366,762,1144,2272,24,2296,0,2296,1090,3386,67.81
,光華里,94,232,302,628,6,634,0,634,272,906,69.98
,東寮里,680,1324,1930,3934,50,3984,0,3984,2280,6264,63.6
,西寮里,484,802,1344,2630,34,2664,0,2664,1430,4094,65.07
,大突里,732,1198,2092,4022,68,4090,0,4090,2096,6186,66.12
,北勢里,282,460,1000,1742,52,1794,0,1794,832,2626,68.32
,汴頭里,510,1048,2054,3612,42,3654,0,3654,1772,5426,67.34
,大竹里,468,990,1706,3164,46,3210,0,3210,1680,4890,65.64
,湖西里,448,918,1406,2772,24,2796,0,2796,1420,4216,66.32
,田中里,150,284,628,1062,18,1080,0,1080,582,1662,64.98
,河東里,390,568,1262,2220,22,2242,0,2242,1206,3448,65.02
,中山里,440,864,1648,2952,44,2996,0,2996,1546,4542,65.96
,中竹里,202,310,618,1130,16,1146,0,1146,566,1712,66.94
,東溪里,192,350,1184,1726,24,1750,0,1750,826,2576,67.93
,西溪里,358,746,1272,2376,20,2396,0,2396,1208,3604,66.48
,湖東里,862,1638,3152,5652,74,5726,0,5726,3004,8730,65.59
,頂庄里,134,188,462,784,12,796,0,796,484,1280,62.19
,忠覺里,254,566,848,1668,20,1688,0,1688,840,2528,66.77
,湳底里,206,246,548,1000,18,1018,0,1018,464,1482,68.69
,大庭里,308,540,836,1684,22,1706,0,1706,988,2694,63.33
,媽厝里,196,446,1022,1664,18,1682,0,1682,860,2542,66.17
,西勢里,446,626,1572,2644,42,2686,0,2686,1616,4302,62.44
,番婆里,386,520,1188,2094,28,2122,0,2122,1142,3264,65.01
,總計,8878,16512,30600,55990,760,56750,0,56750,29244,85994,65.99
田中鎮,,5404,13160,24176,42740,630,43370,0,43370,25528,68898,62.95
,香山里,144,272,606,1022,12,1034,0,1034,612,1646,62.82
,碧峰里,164,546,582,1292,40,1332,0,1332,1160,2492,53.45
,東源里,104,288,472,864,14,878,0,878,528,1406,62.45
,復興里,238,622,952,1812,34,1846,0,1846,1292,3138,58.83
,平和里,242,630,918,1790,28,1818,0,1818,1182,3000,60.6
,頂潭里,176,518,952,1646,28,1674,0,1674,882,2556,65.49
,中潭里,278,662,1210,2150,18,2168,0,2168,1332,3500,61.94
,龍潭里,88,200,540,828,4,832,0,832,382,1214,68.53
,北路里,506,1424,2140,4070,38,4108,0,4108,2362,6470,63.49
,西路里,318,908,1688,2914,36,2950,0,2950,1532,4482,65.82
,東路里,172,388,776,1336,20,1356,0,1356,690,2046,66.28
,南路里,228,426,872,1526,30,1556,0,1556,764,2320,67.07
,中路里,348,858,1310,2516,34,2550,0,2550,1314,3864,65.99
,新庄里,346,884,1634,2864,46,2910,0,2910,1574,4484,64.9
,三安里,206,466,1232,1904,24,1928,0,1928,1270,3198,60.29
,大崙里,240,362,978,1580,20,1600,0,1600,1030,2630,60.84
,沙崙里,316,568,1216,2100,28,2128,0,2128,1276,3404,62.51
,新民里,702,1534,2744,4980,78,5058,0,5058,2920,7978,63.4
,梅州里,140,396,936,1472,34,1506,0,1506,946,2452,61.42
,三民里,208,590,976,1774,28,1802,0,1802,1250,3052,59.04
,三光里,122,332,740,1194,18,1212,0,1212,602,1814,66.81
,大社里,118,286,702,1106,18,1124,0,1124,628,1752,64.16
,總計,5404,13160,24176,42740,630,43370,0,43370,25528,68898,62.95
大村鄉,,5490,10628,21724,37842,536,38378,0,38378,21224,59602,64.39
,大村村,530,1128,2110,3768,44,3812,0,3812,1922,5734,66.48
,茄苳村,252,594,1220,2066,30,2096,0,2096,928,3024,69.31
,南勢村,248,468,1014,1730,18,1748,0,1748,902,2650,65.96
,田洋村,170,364,726,1260,24,1284,0,1284,824,2108,60.91
,新興村,208,296,866,1370,22,1392,0,1392,818,2210,62.99
,過溝村,506,1050,1688,3244,38,3282,0,3282,1724,5006,65.56
,美港村,492,1098,2158,3748,56,3804,0,3804,2040,5844,65.09
,平和村,420,736,1842,2998,62,3060,0,3060,1820,4880,62.7
,貢旗村,288,508,1024,1820,22,1842,0,1842,1022,2864,64.32
,加錫村,328,432,1062,1822,20,1842,0,1842,942,2784,66.16
,村上村,216,530,982,1728,20,1748,0,1748,914,2662,65.66
,大橋村,362,830,1274,2466,28,2494,0,2494,1352,3846,64.85
,大崙村,260,518,1130,1908,34,1942,0,1942,1066,3008,64.56
,擺塘村,464,838,1804,3106,34,3140,0,3140,1716,4856,64.66
,黃厝村,426,660,1370,2456,46,2502,0,2502,1652,4154,60.23
,福興村,320,578,1454,2352,38,2390,0,2390,1582,3972,60.17
,總計,5490,10628,21724,37842,536,38378,0,38378,21224,59602,64.39
埔鹽鄉,,5264,11510,17750,34524,638,35162,0,35162,18746,53908,65.23
,埔鹽村,374,616,1104,2094,36,2130,0,2130,1130,3260,65.34
,埔南村,290,630,1110,2030,42,2072,0,2072,928,3000,69.07
,廍子村,290,602,730,1622,34,1656,0,1656,798,2454,67.48
,出水村,170,404,560,1134,16,1150,0,1150,600,1750,65.71
,南港村,480,556,1220,2256,48,2304,0,2304,990,3294,69.95
,打廉村,220,264,712,1196,20,1216,0,1216,606,1822,66.74
,豐澤村,176,520,952,1648,36,1684,0,1684,900,2584,65.17
,崑崙村,194,482,790,1466,12,1478,0,1478,680,2158,68.49
,角樹村,148,326,502,976,22,998,0,998,372,1370,72.85
,瓦磘村,284,398,812,1494,30,1524,0,1524,836,2360,64.58
,好修村,360,778,908,2046,46,2092,0,2092,1248,3340,62.63
,西湖村,310,902,1256,2468,52,2520,0,2520,1484,4004,62.94
,大有村,232,422,876,1530,22,1552,0,1552,836,2388,64.99
,新興村,62,252,240,554,4,558,0,558,218,776,71.91
,永平村,172,462,636,1270,18,1288,0,1288,848,2136,60.3
,永樂村,140,336,616,1092,18,1110,0,1110,560,1670,66.47
,石埤村,222,368,1088,1678,62,1740,0,1740,1020,2760,63.04
,天盛村,124,416,520,1060,16,1076,0,1076,614,1690,63.67
,太平村,302,620,924,1846,36,1882,0,1882,1114,2996,62.82
,新水村,236,906,674,1816,20,1836,0,1836,1064,2900,63.31
,三省村,188,590,834,1612,24,1636,0,1636,1042,2678,61.09
,南新村,290,660,686,1636,24,1660,0,1660,858,2518,65.93
,總計,5264,11510,17750,34524,638,35162,0,35162,18746,53908,65.23
埔心鄉,,5214,9058,22392,36664,484,37148,0,37148,19664,56812,65.39
,東門村,718,1106,2610,4434,54,4488,0,4488,2254,6742,66.57
,埔心村,258,368,1040,1666,16,1682,0,1682,774,2456,68.49
,義民村,242,662,1102,2006,22,2028,0,2028,1044,3072,66.02
,油車村,216,432,862,1510,30,1540,0,1540,874,2414,63.79
,瓦北村,294,502,1380,2176,24,2200,0,2200,1086,3286,66.95
,瓦中村,306,612,1466,2384,44,2428,0,2428,1288,3716,65.34
,瓦南村,284,434,1180,1898,30,1928,0,1928,908,2836,67.98
,太平村,340,546,1592,2478,24,2502,0,2502,1392,3894,64.25
