縣市,行政區別,鄰里,區域別代碼,縣市長候選人1＿候選人名稱,縣市長候選人1＿黨籍,縣市長候選人1_得票數,縣市長候選人2＿候選人名稱,縣市長候選人2＿黨籍,縣市長候選人2_得票數,縣市長有效票數A,縣市長無效票數B,縣市長投票數C,縣市長選舉人數G,鄉鎮市長候選人1＿候選人名稱,鄉鎮市長候選人1＿黨籍,鄉鎮市長候選人1_得票數,鄉鎮市長候選人2＿候選人名稱,鄉鎮市長候選人2＿黨籍,鄉鎮市長候選人2_得票數,鄉鎮市長有效票數A,鄉鎮市長無效票數B,鄉鎮市長候選人1＿候選人名稱,區域縣市議員候選人1＿黨籍,區域縣市議員候選人1_得票數,區域縣市議員候選人2＿候選人名稱,區域縣市議員候選人2＿黨籍,區域縣市議員候選人2_得票數,區域縣市議員有效票數A,區域縣市議員無效票數B,區域縣市議員選舉人數G,平原縣市議員候選人1＿黨籍,平原縣市議員候選人1_得票數,平原縣市議員候選人2＿候選人名稱,平原縣市議員候選人2＿黨籍,平原縣市議員候選人2_得票數,平原縣市議員有效票數A,平原縣市議員有效票數A,平原縣市議員無效票數B,平原縣市議員選舉人數G,山原縣市議員候選人1＿黨籍,山原縣市議員候選人1_得票數,山原縣市議員候選人2＿候選人名稱,山原縣市議員候選人2＿黨籍,山原縣市議員候選人2_得票數,山原縣市議員有效票數A,山原縣市議員有效票數A,山原縣市議員無效票數B,山原縣市議員選舉人數G
花蓮縣,花蓮市,民立里,10015010001,傅崐萁,無黨籍,558,徐榛蔚,國民黨,62,1412,108,1520,2818,金淑敏,無黨籍,536,呂必賢Biung．Istasipal,無黨籍,896,1432,76,朱秀平,國民黨,120,林貽祥,國民黨,46,1338,40,2526,羅名材Halu‧Lihang,國民黨,6,余夏夫,國民黨,36,104,4,218,許淑銀Otiam  Cirig,,22,田韻馨,,6,30,0,60
