行政區別,村里別,投開票所別,1_候選人,2_候選人,3_候選人,4_候選人,5_候選人,6_候選人,7_候選人,8_候選人,9_候選人,10_候選人,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
總計,,0nan,816.0,1470.0,174.0,132.0,2238.0,420.0,272.0,4540.0,4410.0,1848.0,16320.0,288.0,16608.0,0,16608.0,8968.0,25576.0,64.94
,,0nan,816.0,1470.0,174.0,132.0,2238.0,420.0,272.0,4540.0,4410.0,1848.0,16320.0,288.0,16608.0,0,16608.0,8968.0,25576.0,64.94
,神農里,0000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,4.0,2.0,16.0,1.0,17.0,0,17.0,10.0,27.0,62.96
,神農里,0000,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,12.0,0.0,12.0,0,12.0,12.0,24.0,50.0
,神農里,0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,神農里,0024,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0,4.0,5.0,9.0,44.44
,神農里,0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,2.0,3.0,33.33
,神農里,0025,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0,4.0,3.0,7.0,57.14
,神農里,0026,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,4.0,2.0,15.0,1.0,16.0,0,16.0,8.0,24.0,66.67
,神農里,0026,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0,4.0,4.0,8.0,50.0
,民權里,0000,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,9.0,0.0,9.0,0,9.0,9.0,18.0,50.0
,民權里,0000,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,3.0,4.0,7.0,42.86
,民權里,0022,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,8.0,0.0,8.0,0,8.0,8.0,16.0,50.0
,民權里,0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,4.0,0.0
,民權里,0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,1.0,2.0,50.0
,民權里,0023,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,3.0,0.0,3.0,100.0
,進士里,0000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,0,4.0,7.0,11.0,36.36
,進士里,0000,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,0,5.0,4.0,9.0,55.56
,進士里,0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1.0,2.0,3.0,33.33
,進士里,0030,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,4.0,6.0,33.33
,進士里,0031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0,3.0,5.0,8.0,37.5
,進士里,0031,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0,3.0,0.0,3.0,100.0
,南橋里,0000,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0,4.0,0.0,4.0,100.0
,南橋里,0000,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0,3.0,0.0,3.0,100.0
,南橋里,0032,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0,4.0,0.0,4.0,100.0
,南橋里,0032,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0,3.0,0.0,3.0,100.0
,建業里,0000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,5.0,0,5.0,2.0,7.0,71.43
,建業里,0000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0,3.0,0.0,3.0,100.0
,建業里,0036,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,5.0,0,5.0,1.0,6.0,83.33
,建業里,0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,100.0
,建業里,0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0
,建業里,0037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0,2.0,0.0,2.0,100.0
,南津里,0000,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,13.0,0.0,13.0,0,13.0,0.0,13.0,100.0
,南津里,0000,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,6.0,0,6.0,2.0,8.0,75.0
