縣市,行政區別,鄰里,區域別代碼,縣市長候選人1＿候選人名稱,縣市長候選人1＿黨籍,縣市長候選人1_得票數,縣市長候選人2＿候選人名稱,縣市長候選人2＿黨籍,縣市長候選人2_得票數,縣市長候選人3＿候選人名稱,縣市長候選人3＿黨籍,縣市長候選人3_得票數,縣市長候選人4＿候選人名稱,縣市長候選人4＿黨籍,縣市長候選人4_得票數,縣市長候選人5＿候選人名稱,縣市長候選人5＿黨籍,縣市長候選人5_得票數,縣市長候選人6＿候選人名稱,縣市長候選人6＿黨籍,縣市長候選人6_得票數,縣市長候選人7＿候選人名稱,縣市長候選人7＿黨籍,縣市長候選人7_得票數,縣市長候選人8＿候選人名稱,縣市長候選人8＿黨籍,縣市長候選人8_得票數,縣市長候選人9＿候選人名稱,縣市長候選人9＿黨籍,縣市長候選人9_得票數,縣市長候選人10＿候選人名稱,縣市長候選人10＿黨籍,縣市長候選人10_得票數,縣市長有效票數A,縣市長無效票數B,縣市長投票數C,縣市長選舉人數G,鄉鎮市長候選人1＿候選人名稱,鄉鎮市長候選人1＿黨籍,鄉鎮市長候選人1_得票數,鄉鎮市長候選人2＿候選人名稱,鄉鎮市長候選人2＿黨籍,鄉鎮市長候選人2_得票數,鄉鎮市長候選人3＿候選人名稱,鄉鎮市長候選人3＿黨籍,鄉鎮市長候選人3_得票數,鄉鎮市長候選人4＿候選人名稱,鄉鎮市長候選人4＿黨籍,鄉鎮市長候選人4_得票數,鄉鎮市長候選人5＿候選人名稱,鄉鎮市長候選人5＿黨籍,鄉鎮市長候選人5_得票數,鄉鎮市長候選人6＿候選人名稱,鄉鎮市長候選人6＿黨籍,鄉鎮市長候選人6_得票數,鄉鎮市長候選人7＿候選人名稱,鄉鎮市長候選人7＿黨籍,鄉鎮市長候選人7_得票數,鄉鎮市長候選人8＿候選人名稱,鄉鎮市長候選人8＿黨籍,鄉鎮市長候選人8_得票數,鄉鎮市長候選人9＿候選人名稱,鄉鎮市長候選人9＿黨籍,鄉鎮市長候選人9_得票數,鄉鎮市長候選人10＿候選人名稱,鄉鎮市長候選人10＿黨籍,鄉鎮市長候選人10_得票數,鄉鎮市長有效票數A,鄉鎮市長無效票數B,鄉鎮市長投票數C,鄉鎮市長選舉人數G,區域縣市議員候選人1＿候選人名稱,區域縣市議員候選人1＿黨籍,區域縣市議員候選人1_得票數,區域縣市議員候選人2＿候選人名稱,區域縣市議員候選人2＿黨籍,區域縣市議員候選人2_得票數,區域縣市議員候選人3＿候選人名稱,區域縣市議員候選人3＿黨籍,區域縣市議員候選人3_得票數,區域縣市議員候選人4＿候選人名稱,區域縣市議員候選人4＿黨籍,區域縣市議員候選人4_得票數,區域縣市議員候選人5＿候選人名稱,區域縣市議員候選人5＿黨籍,區域縣市議員候選人5_得票數,區域縣市議員候選人6＿候選人名稱,區域縣市議員候選人6＿黨籍,區域縣市議員候選人6_得票數,區域縣市議員候選人7＿候選人名稱,區域縣市議員候選人7＿黨籍,區域縣市議員候選人7_得票數,區域縣市議員候選人8＿候選人名稱,區域縣市議員候選人8＿黨籍,區域縣市議員候選人8_得票數,區域縣市議員候選人9＿候選人名稱,區域縣市議員候選人9＿黨籍,區域縣市議員候選人9_得票數,區域縣市議員候選人10＿候選人名稱,區域縣市議員候選人10＿黨籍,區域縣市議員候選人10_得票數,區域縣市議員候選人11＿候選人名稱,區域縣市議員候選人11＿黨籍,區域縣市議員候選人11_得票數,區域縣市議員候選人12＿候選人名稱,區域縣市議員候選人12＿黨籍,區域縣市議員候選人12_得票數,區域縣市議員候選人13＿候選人名稱,區域縣市議員候選人13＿黨籍,區域縣市議員候選人13_得票數,區域縣市議員候選人14＿候選人名稱,區域縣市議員候選人14＿黨籍,區域縣市議員候選人14_得票數,區域縣市議員候選人15＿候選人名稱,區域縣市議員候選人15＿黨籍,區域縣市議員候選人15_得票數,區域縣市議員候選人16＿候選人名稱,區域縣市議員候選人16＿黨籍,區域縣市議員候選人16_得票數,區域縣市議員候選人17＿候選人名稱,區域縣市議員候選人17＿黨籍,區域縣市議員候選人17_得票數,區域縣市議員有效票數A,區域縣市議員無效票數B,區域縣市議員投票數C,區域縣市議員選舉人數G,平原縣市議員候選人1＿候選人名稱,平原縣市議員候選人1＿黨籍,平原縣市議員候選人1_得票數,平原縣市議員候選人2＿候選人名稱,平原縣市議員候選人2＿黨籍,平原縣市議員候選人2_得票數,平原縣市議員候選人3＿候選人名稱,平原縣市議員候選人3＿黨籍,平原縣市議員候選人3_得票數,平原縣市議員候選人4＿候選人名稱,平原縣市議員候選人4＿黨籍,平原縣市議員候選人4_得票數,平原縣市議員候選人5＿候選人名稱,平原縣市議員候選人5＿黨籍,平原縣市議員候選人5_得票數,平原縣市議員候選人6＿候選人名稱,平原縣市議員候選人6＿黨籍,平原縣市議員候選人6_得票數,平原縣市議員候選人7＿候選人名稱,平原縣市議員候選人7＿黨籍,平原縣市議員候選人7_得票數,平原縣市議員候選人8＿候選人名稱,平原縣市議員候選人8＿黨籍,平原縣市議員候選人8_得票數,平原縣市議員候選人9＿候選人名稱,平原縣市議員候選人9＿黨籍,平原縣市議員候選人9_得票數,平原縣市議員候選人10＿候選人名稱,平原縣市議員候選人10＿黨籍,平原縣市議員候選人10_得票數,平原縣市議員有效票數A,平原縣市議員無效票數B,平原縣市議員投票數C,平原縣市議員選舉人數G,山原縣市議員候選人1＿候選人名稱,山原縣市議員候選人1＿黨籍,山原縣市議員候選人1_得票數,山原縣市議員候選人2＿候選人名稱,山原縣市議員候選人2＿黨籍,山原縣市議員候選人2_得票數,山原縣市議員候選人3＿候選人名稱,山原縣市議員候選人3＿黨籍,山原縣市議員候選人3_得票數,山原縣市議員候選人4＿候選人名稱,山原縣市議員候選人4＿黨籍,山原縣市議員候選人4_得票數,山原縣市議員候選人5＿候選人名稱,山原縣市議員候選人5＿黨籍,山原縣市議員候選人5_得票數,山原縣市議員候選人6＿候選人名稱,山原縣市議員候選人6＿黨籍,山原縣市議員候選人6_得票數,山原縣市議員候選人7＿候選人名稱,山原縣市議員候選人7＿黨籍,山原縣市議員候選人7_得票數,山原縣市議員候選人8＿候選人名稱,山原縣市議員候選人8＿黨籍,山原縣市議員候選人8_得票數,山原縣市議員候選人9＿候選人名稱,山原縣市議員候選人9＿黨籍,山原縣市議員候選人9_得票數,山原縣市議員候選人10＿候選人名稱,山原縣市議員候選人10＿黨籍,山原縣市議員候選人10_得票數,山原縣市議員有效票數A,山原縣市議員無效票數B,山原縣市議員投票數C,山原縣市議員選舉人數G,鄉鎮市民代表候選人1＿候選人名稱,鄉鎮市民代表候選人1＿黨籍,鄉鎮市民代表候選人1_得票數,鄉鎮市民代表候選人2＿候選人名稱,鄉鎮市民代表候選人2＿黨籍,鄉鎮市民代表候選人2_得票數,鄉鎮市民代表候選人3＿候選人名稱,鄉鎮市民代表候選人3＿黨籍,鄉鎮市民代表候選人3_得票數,鄉鎮市民代表候選人4＿候選人名稱,鄉鎮市民代表候選人4＿黨籍,鄉鎮市民代表候選人4_得票數,鄉鎮市民代表候選人5＿候選人名稱,鄉鎮市民代表候選人5＿黨籍,鄉鎮市民代表候選人5_得票數,鄉鎮市民代表候選人6＿候選人名稱,鄉鎮市民代表候選人6＿黨籍,鄉鎮市民代表候選人6_得票數,鄉鎮市民代表候選人7＿候選人名稱,鄉鎮市民代表候選人7＿黨籍,鄉鎮市民代表候選人7_得票數,鄉鎮市民代表候選人8＿候選人名稱,鄉鎮市民代表候選人8＿黨籍,鄉鎮市民代表候選人8_得票數,鄉鎮市民代表候選人9＿候選人名稱,鄉鎮市民代表候選人9＿黨籍,鄉鎮市民代表候選人9_得票數,鄉鎮市民代表候選人10＿候選人名稱,鄉鎮市民代表候選人10＿黨籍,鄉鎮市民代表候選人10_得票數,鄉鎮市民代表候選人11＿候選人名稱,鄉鎮市民代表候選人11＿黨籍,鄉鎮市民代表候選人11_得票數,鄉鎮市民代表候選人12＿候選人名稱,鄉鎮市民代表候選人12＿黨籍,鄉鎮市民代表候選人12_得票數,鄉鎮市民代表候選人13＿候選人名稱,鄉鎮市民代表候選人13＿黨籍,鄉鎮市民代表候選人13_得票數,鄉鎮市民代表候選人14＿候選人名稱,鄉鎮市民代表候選人14＿黨籍,鄉鎮市民代表候選人14_得票數,鄉鎮市民代表候選人15＿候選人名稱,鄉鎮市民代表候選人15＿黨籍,鄉鎮市民代表候選人15_得票數,鄉鎮市民代表候選人16＿候選人名稱,鄉鎮市民代表候選人16＿黨籍,鄉鎮市民代表候選人16_得票數,鄉鎮市民代表候選人17＿候選人名稱,鄉鎮市民代表候選人17＿黨籍,鄉鎮市民代表候選人17_得票數,鄉鎮市民代表候選人18＿候選人名稱,鄉鎮市民代表候選人18＿黨籍,鄉鎮市民代表候選人18_得票數,鄉鎮市民代表候選人19＿候選人名稱,鄉鎮市民代表候選人19＿黨籍,鄉鎮市民代表候選人19_得票數,鄉鎮市民代表候選人20＿候選人名稱,鄉鎮市民代表候選人20＿黨籍,鄉鎮市民代表候選人20_得票數,鄉鎮市民代表候選人21＿候選人名稱,鄉鎮市民代表候選人21＿黨籍,鄉鎮市民代表候選人21_得票數,鄉鎮市民代表候選人22＿候選人名稱,鄉鎮市民代表候選人22＿黨籍,鄉鎮市民代表候選人22_得票數,鄉鎮市民代表候選人23＿候選人名稱,鄉鎮市民代表候選人23＿黨籍,鄉鎮市民代表候選人23_得票數,鄉鎮市民代表候選人24＿候選人名稱,鄉鎮市民代表候選人24＿黨籍,鄉鎮市民代表候選人24_得票數,鄉鎮市民代表候選人25＿候選人名稱,鄉鎮市民代表候選人25＿黨籍,鄉鎮市民代表候選人25_得票數,鄉鎮市民代表候選人26＿候選人名稱,鄉鎮市民代表候選人26＿黨籍,鄉鎮市民代表候選人26_得票數,鄉鎮市民代表候選人27＿候選人名稱,鄉鎮市民代表候選人27＿黨籍,鄉鎮市民代表候選人27_得票數,鄉鎮市民代表候選人28＿候選人名稱,鄉鎮市民代表候選人28＿黨籍,鄉鎮市民代表候選人28_得票數,鄉鎮市民代表有效票數A,鄉鎮市民代表無效票數B,鄉鎮市民代表投票數C,鄉鎮市民代表選舉人數G
花蓮縣,瑞穗鄉,富源村,0900009,徐榛蔚,中國國民黨,373,劉曉玫,民主進步黨,103,黄師鵬,無黨籍,14,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許德志,無黨籍,236,陳進光,中國國民黨,260,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳銘文,無黨籍,30,黃文成,中國國民黨,114,蘇金勝,中國國民黨,71,黃玲蘭,中國國民黨,21,潘月霞,中國國民黨,67,王燕美,無黨籍,41,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,林聖明,中國國民黨,11,哈尼．噶照Hani  Kacaw,無黨籍,47,林高捷,無黨籍,1,陳建忠,中國國民黨,16,陳英妹,中國國民黨,70,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳秋英,中國國民黨,2,簡智隆,無黨籍,0,陳長明,中國國民黨,1,伍興明,無黨籍,1,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳志明,無黨籍,52,賴柄佑,無黨籍,52,鍾明秋,無黨籍,90,楊錦添,無黨籍,90,陳飛廷,無黨籍,100,周玉梅,無黨籍,100,黃建華,無黨籍,112,鍾湧春,中國國民黨,112,陳國政,無黨籍,0,羅文騰,無黨籍,0,陳廖安,中國國民黨,0,林玉梅,無黨籍,0,簡德淵,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,瑞穗鄉,富興村,0900011,徐榛蔚,中國國民黨,296,劉曉玫,民主進步黨,115,黄師鵬,無黨籍,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許德志,無黨籍,196,陳進光,中國國民黨,203,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳銘文,無黨籍,19,黃文成,中國國民黨,51,蘇金勝,中國國民黨,58,黃玲蘭,中國國民黨,15,潘月霞,中國國民黨,33,王燕美,無黨籍,67,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,林聖明,中國國民黨,2,哈尼．噶照Hani  Kacaw,無黨籍,46,林高捷,無黨籍,2,陳建忠,中國國民黨,4,陳英妹,中國國民黨,105,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳秋英,中國國民黨,0,簡智隆,無黨籍,0,陳長明,中國國民黨,1,伍興明,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳志明,無黨籍,36,賴柄佑,無黨籍,36,鍾明秋,無黨籍,59,楊錦添,無黨籍,59,陳飛廷,無黨籍,37,周玉梅,無黨籍,37,黃建華,無黨籍,127,鍾湧春,中國國民黨,127,陳國政,無黨籍,0,羅文騰,無黨籍,0,陳廖安,中國國民黨,0,林玉梅,無黨籍,0,簡德淵,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,瑞穗鄉,瑞北村,0900005,徐榛蔚,中國國民黨,300,劉曉玫,民主進步黨,61,黄師鵬,無黨籍,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許德志,無黨籍,183,陳進光,中國國民黨,176,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳銘文,無黨籍,38,黃文成,中國國民黨,40,蘇金勝,中國國民黨,23,黃玲蘭,中國國民黨,21,潘月霞,中國國民黨,64,王燕美,無黨籍,12,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,林聖明,中國國民黨,17,哈尼．噶照Hani  Kacaw,無黨籍,83,林高捷,無黨籍,6,陳建忠,中國國民黨,15,陳英妹,中國國民黨,20,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳秋英,中國國民黨,0,簡智隆,無黨籍,8,陳長明,中國國民黨,6,伍興明,無黨籍,3,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳志明,無黨籍,2,賴柄佑,無黨籍,2,鍾明秋,無黨籍,31,楊錦添,無黨籍,31,陳飛廷,無黨籍,12,周玉梅,無黨籍,12,黃建華,無黨籍,23,鍾湧春,中國國民黨,23,陳國政,無黨籍,12,羅文騰,無黨籍,37,陳廖安,中國國民黨,57,林玉梅,無黨籍,32,簡德淵,無黨籍,15,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,瑞穗鄉,瑞祥村,0900004,徐榛蔚,中國國民黨,452,劉曉玫,民主進步黨,188,黄師鵬,無黨籍,12,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許德志,無黨籍,333,陳進光,中國國民黨,307,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳銘文,無黨籍,102,黃文成,中國國民黨,48,蘇金勝,中國國民黨,58,黃玲蘭,中國國民黨,51,潘月霞,中國國民黨,171,王燕美,無黨籍,72,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,林聖明,中國國民黨,6,哈尼．噶照Hani  Kacaw,無黨籍,34,林高捷,無黨籍,31,陳建忠,中國國民黨,11,陳英妹,中國國民黨,14,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳秋英,中國國民黨,8,簡智隆,無黨籍,21,陳長明,中國國民黨,6,伍興明,無黨籍,12,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳志明,無黨籍,18,賴柄佑,無黨籍,18,鍾明秋,無黨籍,61,楊錦添,無黨籍,61,陳飛廷,無黨籍,38,周玉梅,無黨籍,38,黃建華,無黨籍,113,鍾湧春,中國國民黨,113,陳國政,無黨籍,78,羅文騰,無黨籍,45,陳廖安,中國國民黨,61,林玉梅,無黨籍,46,簡德淵,無黨籍,94,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,瑞穗鄉,瑞穗村,0900001,徐榛蔚,中國國民黨,874,劉曉玫,民主進步黨,337,黄師鵬,無黨籍,32,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許德志,無黨籍,556,陳進光,中國國民黨,660,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳銘文,無黨籍,228,黃文成,中國國民黨,184,蘇金勝,中國國民黨,243,黃玲蘭,中國國民黨,92,潘月霞,中國國民黨,236,王燕美,無黨籍,106,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,林聖明,中國國民黨,10,哈尼．噶照Hani  Kacaw,無黨籍,30,林高捷,無黨籍,6,陳建忠,中國國民黨,15,陳英妹,中國國民黨,55,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳秋英,中國國民黨,5,簡智隆,無黨籍,12,陳長明,中國國民黨,2,伍興明,無黨籍,5,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳志明,無黨籍,34,賴柄佑,無黨籍,34,鍾明秋,無黨籍,115,楊錦添,無黨籍,115,陳飛廷,無黨籍,74,周玉梅,無黨籍,74,黃建華,無黨籍,86,鍾湧春,中國國民黨,86,陳國政,無黨籍,152,羅文騰,無黨籍,186,陳廖安,中國國民黨,181,林玉梅,無黨籍,236,簡德淵,無黨籍,57,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,瑞穗鄉,瑞美村,0900002,徐榛蔚,中國國民黨,855,劉曉玫,民主進步黨,310,黄師鵬,無黨籍,18,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許德志,無黨籍,507,陳進光,中國國民黨,641,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳銘文,無黨籍,222,黃文成,中國國民黨,134,蘇金勝,中國國民黨,271,黃玲蘭,中國國民黨,71,潘月霞,中國國民黨,188,王燕美,無黨籍,68,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,林聖明,中國國民黨,17,哈尼．噶照Hani  Kacaw,無黨籍,80,林高捷,無黨籍,14,陳建忠,中國國民黨,37,陳英妹,中國國民黨,37,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳秋英,中國國民黨,3,簡智隆,無黨籍,12,陳長明,中國國民黨,2,伍興明,無黨籍,5,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳志明,無黨籍,32,賴柄佑,無黨籍,32,鍾明秋,無黨籍,108,楊錦添,無黨籍,108,陳飛廷,無黨籍,50,周玉梅,無黨籍,50,黃建華,無黨籍,86,鍾湧春,中國國民黨,86,陳國政,無黨籍,92,羅文騰,無黨籍,162,陳廖安,中國國民黨,163,林玉梅,無黨籍,235,簡德淵,無黨籍,66,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,瑞穗鄉,瑞良村,0900003,徐榛蔚,中國國民黨,274,劉曉玫,民主進步黨,97,黄師鵬,無黨籍,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許德志,無黨籍,155,陳進光,中國國民黨,224,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳銘文,無黨籍,66,黃文成,中國國民黨,32,蘇金勝,中國國民黨,49,黃玲蘭,中國國民黨,24,潘月霞,中國國民黨,49,王燕美,無黨籍,36,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,林聖明,中國國民黨,6,哈尼．噶照Hani  Kacaw,無黨籍,30,林高捷,無黨籍,3,陳建忠,中國國民黨,27,陳英妹,中國國民黨,57,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳秋英,中國國民黨,0,簡智隆,無黨籍,1,陳長明,中國國民黨,1,伍興明,無黨籍,2,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳志明,無黨籍,5,賴柄佑,無黨籍,5,鍾明秋,無黨籍,37,楊錦添,無黨籍,37,陳飛廷,無黨籍,8,周玉梅,無黨籍,8,黃建華,無黨籍,31,鍾湧春,中國國民黨,31,陳國政,無黨籍,22,羅文騰,無黨籍,49,陳廖安,中國國民黨,42,林玉梅,無黨籍,50,簡德淵,無黨籍,15,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,瑞穗鄉,舞鶴村,0900006,徐榛蔚,中國國民黨,473,劉曉玫,民主進步黨,129,黄師鵬,無黨籍,13,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許德志,無黨籍,206,陳進光,中國國民黨,393,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳銘文,無黨籍,27,黃文成,中國國民黨,58,蘇金勝,中國國民黨,36,黃玲蘭,中國國民黨,69,潘月霞,中國國民黨,39,王燕美,無黨籍,29,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,林聖明,中國國民黨,35,哈尼．噶照Hani  Kacaw,無黨籍,142,林高捷,無黨籍,23,陳建忠,中國國民黨,42,陳英妹,中國國民黨,86,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳秋英,中國國民黨,11,簡智隆,無黨籍,10,陳長明,中國國民黨,2,伍興明,無黨籍,8,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳志明,無黨籍,2,賴柄佑,無黨籍,2,鍾明秋,無黨籍,41,楊錦添,無黨籍,41,陳飛廷,無黨籍,9,周玉梅,無黨籍,9,黃建華,無黨籍,18,鍾湧春,中國國民黨,18,陳國政,無黨籍,45,羅文騰,無黨籍,64,陳廖安,中國國民黨,52,林玉梅,無黨籍,39,簡德淵,無黨籍,16,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,瑞穗鄉,鶴岡村,0900007,徐榛蔚,中國國民黨,473,劉曉玫,民主進步黨,78,黄師鵬,無黨籍,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許德志,無黨籍,181,陳進光,中國國民黨,377,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳銘文,無黨籍,22,黃文成,中國國民黨,31,蘇金勝,中國國民黨,37,黃玲蘭,中國國民黨,24,潘月霞,中國國民黨,33,王燕美,無黨籍,13,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,林聖明,中國國民黨,65,哈尼．噶照Hani  Kacaw,無黨籍,157,林高捷,無黨籍,8,陳建忠,中國國民黨,57,陳英妹,中國國民黨,110,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳秋英,中國國民黨,0,簡智隆,無黨籍,0,陳長明,中國國民黨,0,伍興明,無黨籍,1,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳志明,無黨籍,6,賴柄佑,無黨籍,6,鍾明秋,無黨籍,27,楊錦添,無黨籍,27,陳飛廷,無黨籍,3,周玉梅,無黨籍,3,黃建華,無黨籍,23,鍾湧春,中國國民黨,23,陳國政,無黨籍,11,羅文騰,無黨籍,30,陳廖安,中國國民黨,26,林玉梅,無黨籍,21,簡德淵,無黨籍,8,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,秀林鄉,佳民村,1100008,徐榛蔚,中國國民黨,573,劉曉玫,民主進步黨,93,黄師鵬,無黨籍,11,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王玫瑰Sitang Yuci,中國國民黨,300,蔡瑞光 Taki  Masang,中國國民黨,242,田韻馨,無黨籍,127,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,錢自立,中國國民黨,36,游象蓁,無黨籍,9,邱光明,中國國民黨,16,鄭寶秀,無黨籍,19,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝東穎,民主進步黨,10,笛布斯‧顗賚,無黨籍,16,羅名材Halu．Lihang,中國國民黨,5,李正文,中國國民黨,27,林聖富,無黨籍,9,余夏夫,中國國民黨,10,周駿宥,中國國民黨,6,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam Cirig,無黨籍,252,高毓真,無黨籍,50,林素美,無黨籍,197,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,郭新勇,無黨籍,45,游照春,中國國民黨,45,葉清賢,無黨籍,45,林義裕Sigi Mari,無黨籍,0,潘健雄,無黨籍,0,鍾華玉,無黨籍,0,王清高,無黨籍,0,田明正,無黨籍,181,林智勇,無黨籍,181,邱惠英,無黨籍,181,白世義,無黨籍,283,林俊雄,無黨籍,283,鍾民祥 Rakaw．Didi,無黨籍,283,連美惠Yuli．Taki,無黨籍,44,金云湘,無黨籍,44,吳信義,無黨籍,44,陳龍,無黨籍,101,林一郎,無黨籍,101,蔡培火,中國國民黨,101,王則元,無黨籍,15,巫佳霓,中國國民黨,15,林騰熒,無黨籍,15,連一龍,無黨籍,0,賴偉翔,無黨籍,0,賴俊傑,無黨籍,0,李明嵐,無黨籍,0,程美蓮,無黨籍,0,賴惠美 Masay  Lawking,無黨籍,0,0,0,0,0
花蓮縣,秀林鄉,和平村,1100009,徐榛蔚,中國國民黨,805,劉曉玫,民主進步黨,233,黄師鵬,無黨籍,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王玫瑰Sitang Yuci,中國國民黨,388,蔡瑞光 Taki  Masang,中國國民黨,282,田韻馨,無黨籍,379,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,錢自立,中國國民黨,29,游象蓁,無黨籍,19,邱光明,中國國民黨,98,鄭寶秀,無黨籍,122,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝東穎,民主進步黨,2,笛布斯‧顗賚,無黨籍,12,羅名材Halu．Lihang,中國國民黨,3,李正文,中國國民黨,11,林聖富,無黨籍,1,余夏夫,中國國民黨,7,周駿宥,中國國民黨,9,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam Cirig,無黨籍,450,高毓真,無黨籍,77,林素美,無黨籍,186,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,郭新勇,無黨籍,17,游照春,中國國民黨,17,葉清賢,無黨籍,17,林義裕Sigi Mari,無黨籍,3,潘健雄,無黨籍,7,鍾華玉,無黨籍,96,王清高,無黨籍,149,田明正,無黨籍,16,林智勇,無黨籍,16,邱惠英,無黨籍,16,白世義,無黨籍,11,林俊雄,無黨籍,11,鍾民祥 Rakaw．Didi,無黨籍,11,連美惠Yuli．Taki,無黨籍,7,金云湘,無黨籍,7,吳信義,無黨籍,7,陳龍,無黨籍,8,林一郎,無黨籍,8,蔡培火,中國國民黨,8,王則元,無黨籍,285,巫佳霓,中國國民黨,285,林騰熒,無黨籍,285,連一龍,無黨籍,122,賴偉翔,無黨籍,122,賴俊傑,無黨籍,169,李明嵐,無黨籍,169,程美蓮,無黨籍,161,賴惠美 Masay  Lawking,無黨籍,161,0,0,0,0
