縣市,行政區別,鄰里,區域別代碼,縣市長候選人1＿候選人名稱,縣市長候選人1＿黨籍,縣市長候選人1_得票數,縣市長候選人2＿候選人名稱,縣市長候選人2＿黨籍,縣市長候選人2_得票數,縣市長候選人3＿候選人名稱,縣市長候選人3＿黨籍,縣市長候選人3_得票數,縣市長候選人4＿候選人名稱,縣市長候選人4＿黨籍,縣市長候選人4_得票數,縣市長候選人5＿候選人名稱,縣市長候選人5＿黨籍,縣市長候選人5_得票數,縣市長候選人6＿候選人名稱,縣市長候選人6＿黨籍,縣市長候選人6_得票數,縣市長候選人7＿候選人名稱,縣市長候選人7＿黨籍,縣市長候選人7_得票數,縣市長候選人8＿候選人名稱,縣市長候選人8＿黨籍,縣市長候選人8_得票數,縣市長候選人9＿候選人名稱,縣市長候選人9＿黨籍,縣市長候選人9_得票數,縣市長候選人10＿候選人名稱,縣市長候選人10＿黨籍,縣市長候選人10_得票數,縣市長有效票數A,縣市長無效票數B,縣市長投票數C,縣市長選舉人數G,鄉鎮市長候選人1＿候選人名稱,鄉鎮市長候選人1＿黨籍,鄉鎮市長候選人1_得票數,鄉鎮市長候選人2＿候選人名稱,鄉鎮市長候選人2＿黨籍,鄉鎮市長候選人2_得票數,鄉鎮市長候選人3＿候選人名稱,鄉鎮市長候選人3＿黨籍,鄉鎮市長候選人3_得票數,鄉鎮市長候選人4＿候選人名稱,鄉鎮市長候選人4＿黨籍,鄉鎮市長候選人4_得票數,鄉鎮市長候選人5＿候選人名稱,鄉鎮市長候選人5＿黨籍,鄉鎮市長候選人5_得票數,鄉鎮市長候選人6＿候選人名稱,鄉鎮市長候選人6＿黨籍,鄉鎮市長候選人6_得票數,鄉鎮市長候選人7＿候選人名稱,鄉鎮市長候選人7＿黨籍,鄉鎮市長候選人7_得票數,鄉鎮市長候選人8＿候選人名稱,鄉鎮市長候選人8＿黨籍,鄉鎮市長候選人8_得票數,鄉鎮市長候選人9＿候選人名稱,鄉鎮市長候選人9＿黨籍,鄉鎮市長候選人9_得票數,鄉鎮市長候選人10＿候選人名稱,鄉鎮市長候選人10＿黨籍,鄉鎮市長候選人10_得票數,鄉鎮市長有效票數A,鄉鎮市長無效票數B,鄉鎮市長投票數C,鄉鎮市長選舉人數G,區域縣市議員候選人1＿候選人名稱,區域縣市議員候選人1＿黨籍,區域縣市議員候選人1_得票數,區域縣市議員候選人2＿候選人名稱,區域縣市議員候選人2＿黨籍,區域縣市議員候選人2_得票數,區域縣市議員候選人3＿候選人名稱,區域縣市議員候選人3＿黨籍,區域縣市議員候選人3_得票數,區域縣市議員候選人4＿候選人名稱,區域縣市議員候選人4＿黨籍,區域縣市議員候選人4_得票數,區域縣市議員候選人5＿候選人名稱,區域縣市議員候選人5＿黨籍,區域縣市議員候選人5_得票數,區域縣市議員候選人6＿候選人名稱,區域縣市議員候選人6＿黨籍,區域縣市議員候選人6_得票數,區域縣市議員候選人7＿候選人名稱,區域縣市議員候選人7＿黨籍,區域縣市議員候選人7_得票數,區域縣市議員候選人8＿候選人名稱,區域縣市議員候選人8＿黨籍,區域縣市議員候選人8_得票數,區域縣市議員候選人9＿候選人名稱,區域縣市議員候選人9＿黨籍,區域縣市議員候選人9_得票數,區域縣市議員候選人10＿候選人名稱,區域縣市議員候選人10＿黨籍,區域縣市議員候選人10_得票數,區域縣市議員候選人11＿候選人名稱,區域縣市議員候選人11＿黨籍,區域縣市議員候選人11_得票數,區域縣市議員候選人12＿候選人名稱,區域縣市議員候選人12＿黨籍,區域縣市議員候選人12_得票數,區域縣市議員候選人13＿候選人名稱,區域縣市議員候選人13＿黨籍,區域縣市議員候選人13_得票數,區域縣市議員候選人14＿候選人名稱,區域縣市議員候選人14＿黨籍,區域縣市議員候選人14_得票數,區域縣市議員候選人15＿候選人名稱,區域縣市議員候選人15＿黨籍,區域縣市議員候選人15_得票數,區域縣市議員候選人16＿候選人名稱,區域縣市議員候選人16＿黨籍,區域縣市議員候選人16_得票數,區域縣市議員候選人17＿候選人名稱,區域縣市議員候選人17＿黨籍,區域縣市議員候選人17_得票數,區域縣市議員有效票數A,區域縣市議員無效票數B,區域縣市議員投票數C,區域縣市議員選舉人數G,平原縣市議員候選人1＿候選人名稱,平原縣市議員候選人1＿黨籍,平原縣市議員候選人1_得票數,平原縣市議員候選人2＿候選人名稱,平原縣市議員候選人2＿黨籍,平原縣市議員候選人2_得票數,平原縣市議員候選人3＿候選人名稱,平原縣市議員候選人3＿黨籍,平原縣市議員候選人3_得票數,平原縣市議員候選人4＿候選人名稱,平原縣市議員候選人4＿黨籍,平原縣市議員候選人4_得票數,平原縣市議員候選人5＿候選人名稱,平原縣市議員候選人5＿黨籍,平原縣市議員候選人5_得票數,平原縣市議員候選人6＿候選人名稱,平原縣市議員候選人6＿黨籍,平原縣市議員候選人6_得票數,平原縣市議員候選人7＿候選人名稱,平原縣市議員候選人7＿黨籍,平原縣市議員候選人7_得票數,平原縣市議員候選人8＿候選人名稱,平原縣市議員候選人8＿黨籍,平原縣市議員候選人8_得票數,平原縣市議員候選人9＿候選人名稱,平原縣市議員候選人9＿黨籍,平原縣市議員候選人9_得票數,平原縣市議員候選人10＿候選人名稱,平原縣市議員候選人10＿黨籍,平原縣市議員候選人10_得票數,平原縣市議員有效票數A,平原縣市議員無效票數B,平原縣市議員投票數C,平原縣市議員選舉人數G,山原縣市議員候選人1＿候選人名稱,山原縣市議員候選人1＿黨籍,山原縣市議員候選人1_得票數,山原縣市議員候選人2＿候選人名稱,山原縣市議員候選人2＿黨籍,山原縣市議員候選人2_得票數,山原縣市議員候選人3＿候選人名稱,山原縣市議員候選人3＿黨籍,山原縣市議員候選人3_得票數,山原縣市議員候選人4＿候選人名稱,山原縣市議員候選人4＿黨籍,山原縣市議員候選人4_得票數,山原縣市議員候選人5＿候選人名稱,山原縣市議員候選人5＿黨籍,山原縣市議員候選人5_得票數,山原縣市議員候選人6＿候選人名稱,山原縣市議員候選人6＿黨籍,山原縣市議員候選人6_得票數,山原縣市議員候選人7＿候選人名稱,山原縣市議員候選人7＿黨籍,山原縣市議員候選人7_得票數,山原縣市議員候選人8＿候選人名稱,山原縣市議員候選人8＿黨籍,山原縣市議員候選人8_得票數,山原縣市議員候選人9＿候選人名稱,山原縣市議員候選人9＿黨籍,山原縣市議員候選人9_得票數,山原縣市議員候選人10＿候選人名稱,山原縣市議員候選人10＿黨籍,山原縣市議員候選人10_得票數,山原縣市議員有效票數A,山原縣市議員無效票數B,山原縣市議員投票數C,山原縣市議員選舉人數G,鄉鎮市民代表候選人1＿候選人名稱,鄉鎮市民代表候選人1＿黨籍,鄉鎮市民代表候選人1_得票數,鄉鎮市民代表候選人2＿候選人名稱,鄉鎮市民代表候選人2＿黨籍,鄉鎮市民代表候選人2_得票數,鄉鎮市民代表候選人3＿候選人名稱,鄉鎮市民代表候選人3＿黨籍,鄉鎮市民代表候選人3_得票數,鄉鎮市民代表候選人4＿候選人名稱,鄉鎮市民代表候選人4＿黨籍,鄉鎮市民代表候選人4_得票數,鄉鎮市民代表候選人5＿候選人名稱,鄉鎮市民代表候選人5＿黨籍,鄉鎮市民代表候選人5_得票數,鄉鎮市民代表候選人6＿候選人名稱,鄉鎮市民代表候選人6＿黨籍,鄉鎮市民代表候選人6_得票數,鄉鎮市民代表候選人7＿候選人名稱,鄉鎮市民代表候選人7＿黨籍,鄉鎮市民代表候選人7_得票數,鄉鎮市民代表候選人8＿候選人名稱,鄉鎮市民代表候選人8＿黨籍,鄉鎮市民代表候選人8_得票數,鄉鎮市民代表候選人9＿候選人名稱,鄉鎮市民代表候選人9＿黨籍,鄉鎮市民代表候選人9_得票數,鄉鎮市民代表候選人10＿候選人名稱,鄉鎮市民代表候選人10＿黨籍,鄉鎮市民代表候選人10_得票數,鄉鎮市民代表候選人11＿候選人名稱,鄉鎮市民代表候選人11＿黨籍,鄉鎮市民代表候選人11_得票數,鄉鎮市民代表候選人12＿候選人名稱,鄉鎮市民代表候選人12＿黨籍,鄉鎮市民代表候選人12_得票數,鄉鎮市民代表候選人13＿候選人名稱,鄉鎮市民代表候選人13＿黨籍,鄉鎮市民代表候選人13_得票數,鄉鎮市民代表候選人14＿候選人名稱,鄉鎮市民代表候選人14＿黨籍,鄉鎮市民代表候選人14_得票數,鄉鎮市民代表候選人15＿候選人名稱,鄉鎮市民代表候選人15＿黨籍,鄉鎮市民代表候選人15_得票數,鄉鎮市民代表候選人16＿候選人名稱,鄉鎮市民代表候選人16＿黨籍,鄉鎮市民代表候選人16_得票數,鄉鎮市民代表候選人17＿候選人名稱,鄉鎮市民代表候選人17＿黨籍,鄉鎮市民代表候選人17_得票數,鄉鎮市民代表候選人18＿候選人名稱,鄉鎮市民代表候選人18＿黨籍,鄉鎮市民代表候選人18_得票數,鄉鎮市民代表候選人19＿候選人名稱,鄉鎮市民代表候選人19＿黨籍,鄉鎮市民代表候選人19_得票數,鄉鎮市民代表候選人20＿候選人名稱,鄉鎮市民代表候選人20＿黨籍,鄉鎮市民代表候選人20_得票數,鄉鎮市民代表候選人21＿候選人名稱,鄉鎮市民代表候選人21＿黨籍,鄉鎮市民代表候選人21_得票數,鄉鎮市民代表候選人22＿候選人名稱,鄉鎮市民代表候選人22＿黨籍,鄉鎮市民代表候選人22_得票數,鄉鎮市民代表候選人23＿候選人名稱,鄉鎮市民代表候選人23＿黨籍,鄉鎮市民代表候選人23_得票數,鄉鎮市民代表候選人24＿候選人名稱,鄉鎮市民代表候選人24＿黨籍,鄉鎮市民代表候選人24_得票數,鄉鎮市民代表候選人25＿候選人名稱,鄉鎮市民代表候選人25＿黨籍,鄉鎮市民代表候選人25_得票數,鄉鎮市民代表候選人26＿候選人名稱,鄉鎮市民代表候選人26＿黨籍,鄉鎮市民代表候選人26_得票數,鄉鎮市民代表候選人27＿候選人名稱,鄉鎮市民代表候選人27＿黨籍,鄉鎮市民代表候選人27_得票數,鄉鎮市民代表候選人28＿候選人名稱,鄉鎮市民代表候選人28＿黨籍,鄉鎮市民代表候選人28_得票數,鄉鎮市民代表有效票數A,鄉鎮市民代表無效票數B,鄉鎮市民代表投票數C,鄉鎮市民代表選舉人數G
花蓮縣,壽豐鄉,樹湖村,0600001,徐榛蔚,中國國民黨,180,劉曉玫,民主進步黨,58,黄師鵬,無黨籍,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,中國國民黨,216,謝如哲,無黨籍,12,沈昌輝,無黨籍,14,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,張正治,中國國民黨,13,莊建威,無黨籍,0,葉鯤璟,中國國民黨,75,陳棟樑,無黨籍,2,林源富,無黨籍,2,徐雪玉,中國國民黨,22,游美雲,民主進步黨,9,張峻,中國國民黨,6,吳建志,中國國民黨,2,黃馨,中國國民黨,2,王能昌,無黨籍,1,沈君茹,中國國民黨,3,黃振富,民主進步黨,8,張懷文,中國國民黨,62,,,0,,,0,,,0,0,0,0,0,萬榮財Lafi‧Mayaw,中國國民黨,12,曾志德,民主進步黨,2,賴國祥O‧SENG‧KATI,無黨籍,2,林正福,中國國民黨,8,蔡依靜Lamen‧Panay,無黨籍,4,林莉芳,無黨籍,0,吳國民,無黨籍,1,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam Cirig,無黨籍,3,高毓真,無黨籍,1,林素美,無黨籍,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,黃水龍,中國國民黨,60,張仁俊,中國國民黨,60,龔志冠,中國國民黨,60,陳進和,無黨籍,74,周欽南,中國國民黨,74,張旗福,無黨籍,74,許凱彬,中國國民黨,65,李錦福,中國國民黨,65,𡍼寶貴,中國國民黨,0,趙書琴,無黨籍,0,鄭美香,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,水璉村,0600014,徐榛蔚,中國國民黨,379,劉曉玫,民主進步黨,110,黄師鵬,無黨籍,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,中國國民黨,431,謝如哲,無黨籍,19,沈昌輝,無黨籍,32,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,張正治,中國國民黨,12,莊建威,無黨籍,3,葉鯤璟,中國國民黨,28,陳棟樑,無黨籍,2,林源富,無黨籍,7,徐雪玉,中國國民黨,47,游美雲,民主進步黨,2,張峻,中國國民黨,0,吳建志,中國國民黨,2,黃馨,中國國民黨,21,王能昌,無黨籍,2,沈君茹,中國國民黨,1,黃振富,民主進步黨,7,張懷文,中國國民黨,58,,,0,,,0,,,0,0,0,0,0,萬榮財Lafi‧Mayaw,中國國民黨,31,曾志德,民主進步黨,6,賴國祥O‧SENG‧KATI,無黨籍,25,林正福,中國國民黨,83,蔡依靜Lamen‧Panay,無黨籍,33,林莉芳,無黨籍,15,吳國民,無黨籍,86,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam Cirig,無黨籍,11,高毓真,無黨籍,3,林素美,無黨籍,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,黃水龍,中國國民黨,84,張仁俊,中國國民黨,84,龔志冠,中國國民黨,84,陳進和,無黨籍,116,周欽南,中國國民黨,116,張旗福,無黨籍,116,許凱彬,中國國民黨,0,李錦福,中國國民黨,0,𡍼寶貴,中國國民黨,0,趙書琴,無黨籍,0,鄭美香,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,池南村,0600009,徐榛蔚,中國國民黨,358,劉曉玫,民主進步黨,122,黄師鵬,無黨籍,19,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,中國國民黨,448,謝如哲,無黨籍,19,沈昌輝,無黨籍,27,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,張正治,中國國民黨,15,莊建威,無黨籍,4,葉鯤璟,中國國民黨,36,陳棟樑,無黨籍,5,林源富,無黨籍,12,徐雪玉,中國國民黨,51,游美雲,民主進步黨,8,張峻,中國國民黨,11,吳建志,中國國民黨,3,黃馨,中國國民黨,5,王能昌,無黨籍,3,沈君茹,中國國民黨,6,黃振富,民主進步黨,14,張懷文,中國國民黨,101,,,0,,,0,,,0,0,0,0,0,萬榮財Lafi‧Mayaw,中國國民黨,53,曾志德,民主進步黨,6,賴國祥O‧SENG‧KATI,無黨籍,9,林正福,中國國民黨,103,蔡依靜Lamen‧Panay,無黨籍,21,林莉芳,無黨籍,2,吳國民,無黨籍,4,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam Cirig,無黨籍,14,高毓真,無黨籍,4,林素美,無黨籍,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,黃水龍,中國國民黨,39,張仁俊,中國國民黨,39,龔志冠,中國國民黨,39,陳進和,無黨籍,51,周欽南,中國國民黨,51,張旗福,無黨籍,51,許凱彬,中國國民黨,57,李錦福,中國國民黨,57,𡍼寶貴,中國國民黨,65,趙書琴,無黨籍,12,鄭美香,中國國民黨,68,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,溪口村,0600002,徐榛蔚,中國國民黨,483,劉曉玫,民主進步黨,146,黄師鵬,無黨籍,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,中國國民黨,586,謝如哲,無黨籍,17,沈昌輝,無黨籍,22,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,張正治,中國國民黨,7,莊建威,無黨籍,2,葉鯤璟,中國國民黨,34,陳棟樑,無黨籍,7,林源富,無黨籍,6,徐雪玉,中國國民黨,62,游美雲,民主進步黨,10,張峻,中國國民黨,32,吳建志,中國國民黨,4,黃馨,中國國民黨,3,王能昌,無黨籍,2,沈君茹,中國國民黨,2,黃振富,民主進步黨,17,張懷文,中國國民黨,179,,,0,,,0,,,0,0,0,0,0,萬榮財Lafi‧Mayaw,中國國民黨,28,曾志德,民主進步黨,1,賴國祥O‧SENG‧KATI,無黨籍,15,林正福,中國國民黨,135,蔡依靜Lamen‧Panay,無黨籍,49,林莉芳,無黨籍,13,吳國民,無黨籍,12,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam Cirig,無黨籍,7,高毓真,無黨籍,0,林素美,無黨籍,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,黃水龍,中國國民黨,251,張仁俊,中國國民黨,251,龔志冠,中國國民黨,251,陳進和,無黨籍,60,周欽南,中國國民黨,60,張旗福,無黨籍,60,許凱彬,中國國民黨,55,李錦福,中國國民黨,55,𡍼寶貴,中國國民黨,0,趙書琴,無黨籍,0,鄭美香,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,米棧村,0600012,徐榛蔚,中國國民黨,154,劉曉玫,民主進步黨,31,黄師鵬,無黨籍,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,中國國民黨,177,謝如哲,無黨籍,2,沈昌輝,無黨籍,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,張正治,中國國民黨,33,莊建威,無黨籍,1,葉鯤璟,中國國民黨,10,陳棟樑,無黨籍,0,林源富,無黨籍,1,徐雪玉,中國國民黨,10,游美雲,民主進步黨,3,張峻,中國國民黨,1,吳建志,中國國民黨,3,黃馨,中國國民黨,1,王能昌,無黨籍,0,沈君茹,中國國民黨,0,黃振富,民主進步黨,3,張懷文,中國國民黨,37,,,0,,,0,,,0,0,0,0,0,萬榮財Lafi‧Mayaw,中國國民黨,16,曾志德,民主進步黨,1,賴國祥O‧SENG‧KATI,無黨籍,12,林正福,中國國民黨,32,蔡依靜Lamen‧Panay,無黨籍,14,林莉芳,無黨籍,6,吳國民,無黨籍,8,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam Cirig,無黨籍,1,高毓真,無黨籍,0,林素美,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,黃水龍,中國國民黨,43,張仁俊,中國國民黨,43,龔志冠,中國國民黨,43,陳進和,無黨籍,30,周欽南,中國國民黨,30,張旗福,無黨籍,30,許凱彬,中國國民黨,27,李錦福,中國國民黨,27,𡍼寶貴,中國國民黨,0,趙書琴,無黨籍,0,鄭美香,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,豐坪村,0600005,徐榛蔚,中國國民黨,445,劉曉玫,民主進步黨,114,黄師鵬,無黨籍,17,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,中國國民黨,508,謝如哲,無黨籍,14,沈昌輝,無黨籍,47,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,張正治,中國國民黨,13,莊建威,無黨籍,4,葉鯤璟,中國國民黨,59,陳棟樑,無黨籍,2,林源富,無黨籍,9,徐雪玉,中國國民黨,102,游美雲,民主進步黨,21,張峻,中國國民黨,9,吳建志,中國國民黨,10,黃馨,中國國民黨,10,王能昌,無黨籍,2,沈君茹,中國國民黨,4,黃振富,民主進步黨,12,張懷文,中國國民黨,197,,,0,,,0,,,0,0,0,0,0,萬榮財Lafi‧Mayaw,中國國民黨,13,曾志德,民主進步黨,0,賴國祥O‧SENG‧KATI,無黨籍,3,林正福,中國國民黨,49,蔡依靜Lamen‧Panay,無黨籍,29,林莉芳,無黨籍,23,吳國民,無黨籍,3,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam Cirig,無黨籍,0,高毓真,無黨籍,1,林素美,無黨籍,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,黃水龍,中國國民黨,63,張仁俊,中國國民黨,63,龔志冠,中國國民黨,63,陳進和,無黨籍,166,周欽南,中國國民黨,166,張旗福,無黨籍,166,許凱彬,中國國民黨,210,李錦福,中國國民黨,210,𡍼寶貴,中國國民黨,0,趙書琴,無黨籍,0,鄭美香,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,豐山村,0600003,徐榛蔚,中國國民黨,849,劉曉玫,民主進步黨,361,黄師鵬,無黨籍,23,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,中國國民黨,1003,謝如哲,無黨籍,43,沈昌輝,無黨籍,165,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,張正治,中國國民黨,40,莊建威,無黨籍,7,葉鯤璟,中國國民黨,228,陳棟樑,無黨籍,16,林源富,無黨籍,31,徐雪玉,中國國民黨,192,游美雲,民主進步黨,38,張峻,中國國民黨,52,吳建志,中國國民黨,13,黃馨,中國國民黨,23,王能昌,無黨籍,2,沈君茹,中國國民黨,14,黃振富,民主進步黨,25,張懷文,中國國民黨,438,,,0,,,0,,,0,0,0,0,0,萬榮財Lafi‧Mayaw,中國國民黨,39,曾志德,民主進步黨,4,賴國祥O‧SENG‧KATI,無黨籍,7,林正福,中國國民黨,18,蔡依靜Lamen‧Panay,無黨籍,27,林莉芳,無黨籍,3,吳國民,無黨籍,0,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam Cirig,無黨籍,6,高毓真,無黨籍,0,林素美,無黨籍,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,黃水龍,中國國民黨,202,張仁俊,中國國民黨,202,龔志冠,中國國民黨,202,陳進和,無黨籍,556,周欽南,中國國民黨,556,張旗福,無黨籍,556,許凱彬,中國國民黨,324,李錦福,中國國民黨,324,𡍼寶貴,中國國民黨,0,趙書琴,無黨籍,0,鄭美香,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,豐裡村,0600004,徐榛蔚,中國國民黨,680,劉曉玫,民主進步黨,231,黄師鵬,無黨籍,22,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,中國國民黨,766,謝如哲,無黨籍,52,沈昌輝,無黨籍,90,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,張正治,中國國民黨,17,莊建威,無黨籍,4,葉鯤璟,中國國民黨,127,陳棟樑,無黨籍,16,林源富,無黨籍,17,徐雪玉,中國國民黨,179,游美雲,民主進步黨,14,張峻,中國國民黨,16,吳建志,中國國民黨,8,黃馨,中國國民黨,14,王能昌,無黨籍,3,沈君茹,中國國民黨,8,黃振富,民主進步黨,22,張懷文,中國國民黨,352,,,0,,,0,,,0,0,0,0,0,萬榮財Lafi‧Mayaw,中國國民黨,39,曾志德,民主進步黨,1,賴國祥O‧SENG‧KATI,無黨籍,14,林正福,中國國民黨,43,蔡依靜Lamen‧Panay,無黨籍,20,林莉芳,無黨籍,0,吳國民,無黨籍,2,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam Cirig,無黨籍,6,高毓真,無黨籍,3,林素美,無黨籍,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,黃水龍,中國國民黨,149,張仁俊,中國國民黨,149,龔志冠,中國國民黨,149,陳進和,無黨籍,310,周欽南,中國國民黨,310,張旗福,無黨籍,310,許凱彬,中國國民黨,312,李錦福,中國國民黨,312,𡍼寶貴,中國國民黨,0,趙書琴,無黨籍,0,鄭美香,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,鹽寮村,0600015,徐榛蔚,中國國民黨,228,劉曉玫,民主進步黨,103,黄師鵬,無黨籍,8,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,中國國民黨,286,謝如哲,無黨籍,13,沈昌輝,無黨籍,32,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,張正治,中國國民黨,11,莊建威,無黨籍,7,葉鯤璟,中國國民黨,2,陳棟樑,無黨籍,5,林源富,無黨籍,9,徐雪玉,中國國民黨,40,游美雲,民主進步黨,2,張峻,中國國民黨,7,吳建志,中國國民黨,23,黃馨,中國國民黨,19,王能昌,無黨籍,0,沈君茹,中國國民黨,6,黃振富,民主進步黨,20,張懷文,中國國民黨,59,,,0,,,0,,,0,0,0,0,0,萬榮財Lafi‧Mayaw,中國國民黨,19,曾志德,民主進步黨,5,賴國祥O‧SENG‧KATI,無黨籍,19,林正福,中國國民黨,26,蔡依靜Lamen‧Panay,無黨籍,14,林莉芳,無黨籍,5,吳國民,無黨籍,26,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam Cirig,無黨籍,6,高毓真,無黨籍,1,林素美,無黨籍,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,黃水龍,中國國民黨,170,張仁俊,中國國民黨,170,龔志冠,中國國民黨,170,陳進和,無黨籍,41,周欽南,中國國民黨,41,張旗福,無黨籍,41,許凱彬,中國國民黨,0,李錦福,中國國民黨,0,𡍼寶貴,中國國民黨,0,趙書琴,無黨籍,0,鄭美香,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,富里鄉,吳江村,1000001,徐榛蔚,中國國民黨,235,劉曉玫,民主進步黨,60,黄師鵬,無黨籍,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,張智冠,中國國民黨,121,陳榮聰,中國國民黨,178,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,陳銘文,無黨籍,10,黃文成,中國國民黨,48,蘇金勝,中國國民黨,28,黃玲蘭,中國國民黨,89,潘月霞,中國國民黨,39,王燕美,無黨籍,27,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,林聖明,中國國民黨,16,哈尼．噶照Hani  Kacaw,無黨籍,9,林高捷,無黨籍,0,陳建忠,中國國民黨,11,陳英妹,中國國民黨,5,,,0,,,0,,,0,,,0,,,0,0,0,0,0,蘇忠亮,中國國民黨,8,高小成Qaisul‧Tamapima,無黨籍,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,潘武雄,無黨籍,52,張玉麗,無黨籍,52,蕭文龍,無黨籍,25,杜金模,無黨籍,25,林夢柔,中國國民黨,62,詹金富,中國國民黨,62,蘇琦芝,無黨籍,29,何貴香,中國國民黨,29,徐秀枝,無黨籍,42,簡明志,無黨籍,42,葉家鴻,無黨籍,50,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
