縣市,行政區別,鄰里,區域別代碼,縣市長候選人1＿候選人名稱,縣市長候選人1＿黨籍,縣市長候選人1_得票數,縣市長候選人2＿候選人名稱,縣市長候選人2＿黨籍,縣市長候選人2_得票數,縣市長候選人3＿候選人名稱,縣市長候選人3＿黨籍,縣市長候選人3_得票數,縣市長候選人4＿候選人名稱,縣市長候選人4＿黨籍,縣市長候選人4_得票數,縣市長候選人5＿候選人名稱,縣市長候選人5＿黨籍,縣市長候選人5_得票數,縣市長候選人6＿候選人名稱,縣市長候選人6＿黨籍,縣市長候選人6_得票數,縣市長候選人7＿候選人名稱,縣市長候選人7＿黨籍,縣市長候選人7_得票數,縣市長候選人8＿候選人名稱,縣市長候選人8＿黨籍,縣市長候選人8_得票數,縣市長候選人9＿候選人名稱,縣市長候選人9＿黨籍,縣市長候選人9_得票數,縣市長候選人10＿候選人名稱,縣市長候選人10＿黨籍,縣市長候選人10_得票數,縣市長有效票數A,縣市長無效票數B,縣市長投票數C,縣市長選舉人數G,區域縣市議員候選人1＿候選人名稱,區域縣市議員候選人1＿黨籍,區域縣市議員候選人1_得票數,區域縣市議員候選人2＿候選人名稱,區域縣市議員候選人2＿黨籍,區域縣市議員候選人2_得票數,區域縣市議員候選人3＿候選人名稱,區域縣市議員候選人3＿黨籍,區域縣市議員候選人3_得票數,區域縣市議員候選人4＿候選人名稱,區域縣市議員候選人4＿黨籍,區域縣市議員候選人4_得票數,區域縣市議員候選人5＿候選人名稱,區域縣市議員候選人5＿黨籍,區域縣市議員候選人5_得票數,區域縣市議員候選人6＿候選人名稱,區域縣市議員候選人6＿黨籍,區域縣市議員候選人6_得票數,區域縣市議員候選人7＿候選人名稱,區域縣市議員候選人7＿黨籍,區域縣市議員候選人7_得票數,區域縣市議員候選人8＿候選人名稱,區域縣市議員候選人8＿黨籍,區域縣市議員候選人8_得票數,區域縣市議員候選人9＿候選人名稱,區域縣市議員候選人9＿黨籍,區域縣市議員候選人9_得票數,區域縣市議員候選人10＿候選人名稱,區域縣市議員候選人10＿黨籍,區域縣市議員候選人10_得票數,區域縣市議員候選人11＿候選人名稱,區域縣市議員候選人11＿黨籍,區域縣市議員候選人11_得票數,區域縣市議員候選人12＿候選人名稱,區域縣市議員候選人12＿黨籍,區域縣市議員候選人12_得票數,區域縣市議員候選人13＿候選人名稱,區域縣市議員候選人13＿黨籍,區域縣市議員候選人13_得票數,區域縣市議員候選人14＿候選人名稱,區域縣市議員候選人14＿黨籍,區域縣市議員候選人14_得票數,區域縣市議員候選人15＿候選人名稱,區域縣市議員候選人15＿黨籍,區域縣市議員候選人15_得票數,區域縣市議員有效票數A,區域縣市議員無效票數B,區域縣市議員投票數C,區域縣市議員選舉人數G,平原縣市議員候選人1＿候選人名稱,平原縣市議員候選人1＿黨籍,平原縣市議員候選人1_得票數,平原縣市議員候選人2＿候選人名稱,平原縣市議員候選人2＿黨籍,平原縣市議員候選人2_得票數,平原縣市議員候選人3＿候選人名稱,平原縣市議員候選人3＿黨籍,平原縣市議員候選人3_得票數,平原縣市議員候選人4＿候選人名稱,平原縣市議員候選人4＿黨籍,平原縣市議員候選人4_得票數,平原縣市議員候選人5＿候選人名稱,平原縣市議員候選人5＿黨籍,平原縣市議員候選人5_得票數,平原縣市議員候選人6＿候選人名稱,平原縣市議員候選人6＿黨籍,平原縣市議員候選人6_得票數,平原縣市議員候選人7＿候選人名稱,平原縣市議員候選人7＿黨籍,平原縣市議員候選人7_得票數,平原縣市議員候選人8＿候選人名稱,平原縣市議員候選人8＿黨籍,平原縣市議員候選人8_得票數,平原縣市議員候選人9＿候選人名稱,平原縣市議員候選人9＿黨籍,平原縣市議員候選人9_得票數,平原縣市議員候選人10＿候選人名稱,平原縣市議員候選人10＿黨籍,平原縣市議員候選人10_得票數,平原縣市議員有效票數A,平原縣市議員無效票數B,平原縣市議員投票數C,平原縣市議員選舉人數G,山原縣市議員候選人1＿候選人名稱,山原縣市議員候選人1＿黨籍,山原縣市議員候選人1_得票數,山原縣市議員候選人2＿候選人名稱,山原縣市議員候選人2＿黨籍,山原縣市議員候選人2_得票數,山原縣市議員候選人3＿候選人名稱,山原縣市議員候選人3＿黨籍,山原縣市議員候選人3_得票數,山原縣市議員候選人4＿候選人名稱,山原縣市議員候選人4＿黨籍,山原縣市議員候選人4_得票數,山原縣市議員候選人5＿候選人名稱,山原縣市議員候選人5＿黨籍,山原縣市議員候選人5_得票數,山原縣市議員候選人6＿候選人名稱,山原縣市議員候選人6＿黨籍,山原縣市議員候選人6_得票數,山原縣市議員候選人7＿候選人名稱,山原縣市議員候選人7＿黨籍,山原縣市議員候選人7_得票數,山原縣市議員候選人8＿候選人名稱,山原縣市議員候選人8＿黨籍,山原縣市議員候選人8_得票數,山原縣市議員候選人9＿候選人名稱,山原縣市議員候選人9＿黨籍,山原縣市議員候選人9_得票數,山原縣市議員候選人10＿候選人名稱,山原縣市議員候選人10＿黨籍,山原縣市議員候選人10_得票數,山原縣市議員有效票數A,山原縣市議員無效票數B,山原縣市議員投票數C,山原縣市議員選舉人數G,鄉鎮市民代表候選人1＿候選人名稱,鄉鎮市民代表候選人1＿黨籍,鄉鎮市民代表候選人1_得票數,鄉鎮市民代表候選人2＿候選人名稱,鄉鎮市民代表候選人2＿黨籍,鄉鎮市民代表候選人2_得票數,鄉鎮市民代表候選人3＿候選人名稱,鄉鎮市民代表候選人3＿黨籍,鄉鎮市民代表候選人3_得票數,鄉鎮市民代表候選人4＿候選人名稱,鄉鎮市民代表候選人4＿黨籍,鄉鎮市民代表候選人4_得票數,鄉鎮市民代表候選人5＿候選人名稱,鄉鎮市民代表候選人5＿黨籍,鄉鎮市民代表候選人5_得票數,鄉鎮市民代表候選人6＿候選人名稱,鄉鎮市民代表候選人6＿黨籍,鄉鎮市民代表候選人6_得票數,鄉鎮市民代表候選人7＿候選人名稱,鄉鎮市民代表候選人7＿黨籍,鄉鎮市民代表候選人7_得票數,鄉鎮市民代表候選人8＿候選人名稱,鄉鎮市民代表候選人8＿黨籍,鄉鎮市民代表候選人8_得票數,鄉鎮市民代表候選人9＿候選人名稱,鄉鎮市民代表候選人9＿黨籍,鄉鎮市民代表候選人9_得票數,鄉鎮市民代表候選人10＿候選人名稱,鄉鎮市民代表候選人10＿黨籍,鄉鎮市民代表候選人10_得票數,鄉鎮市民代表候選人11＿候選人名稱,鄉鎮市民代表候選人11＿黨籍,鄉鎮市民代表候選人11_得票數,鄉鎮市民代表候選人12＿候選人名稱,鄉鎮市民代表候選人12＿黨籍,鄉鎮市民代表候選人12_得票數,鄉鎮市民代表候選人13＿候選人名稱,鄉鎮市民代表候選人13＿黨籍,鄉鎮市民代表候選人13_得票數,鄉鎮市民代表候選人14＿候選人名稱,鄉鎮市民代表候選人14＿黨籍,鄉鎮市民代表候選人14_得票數,鄉鎮市民代表候選人15＿候選人名稱,鄉鎮市民代表候選人15＿黨籍,鄉鎮市民代表候選人15_得票數,鄉鎮市民代表候選人16＿候選人名稱,鄉鎮市民代表候選人16＿黨籍,鄉鎮市民代表候選人16_得票數,鄉鎮市民代表候選人17＿候選人名稱,鄉鎮市民代表候選人17＿黨籍,鄉鎮市民代表候選人17_得票數,鄉鎮市民代表候選人18＿候選人名稱,鄉鎮市民代表候選人18＿黨籍,鄉鎮市民代表候選人18_得票數,鄉鎮市民代表候選人19＿候選人名稱,鄉鎮市民代表候選人19＿黨籍,鄉鎮市民代表候選人19_得票數,鄉鎮市民代表候選人20＿候選人名稱,鄉鎮市民代表候選人20＿黨籍,鄉鎮市民代表候選人20_得票數,鄉鎮市民代表候選人21＿候選人名稱,鄉鎮市民代表候選人21＿黨籍,鄉鎮市民代表候選人21_得票數,鄉鎮市民代表候選人22＿候選人名稱,鄉鎮市民代表候選人22＿黨籍,鄉鎮市民代表候選人22_得票數,鄉鎮市民代表候選人23＿候選人名稱,鄉鎮市民代表候選人23＿黨籍,鄉鎮市民代表候選人23_得票數,鄉鎮市民代表候選人24＿候選人名稱,鄉鎮市民代表候選人24＿黨籍,鄉鎮市民代表候選人24_得票數,鄉鎮市民代表候選人25＿候選人名稱,鄉鎮市民代表候選人25＿黨籍,鄉鎮市民代表候選人25_得票數,鄉鎮市民代表候選人26＿候選人名稱,鄉鎮市民代表候選人26＿黨籍,鄉鎮市民代表候選人26_得票數,鄉鎮市民代表候選人27＿候選人名稱,鄉鎮市民代表候選人27＿黨籍,鄉鎮市民代表候選人27_得票數,鄉鎮市民代表候選人28＿候選人名稱,鄉鎮市民代表候選人28＿黨籍,鄉鎮市民代表候選人28_得票數,鄉鎮市民代表有效票數A,鄉鎮市民代表無效票數B,鄉鎮市民代表投票數C,鄉鎮市民代表選舉人數G
花蓮縣,壽豐鄉,平和村,0600010,徐榛蔚,中國國民黨,155,黄師鵬,無黨籍,9,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,70,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,828,25,1,林則葹,民主進步黨,19,王能昌,無黨籍,13,鄭乾龍,無黨籍,2,張正治,中國國民黨,0,黃馨,中國國民黨,9,沈君茹,無黨籍,0,林源富,無黨籍,21,林品仰,中國國民黨,64,徐雪玉,中國國民黨,66,吳建志,中國國民黨,5,陳慶元,無黨籍,4,張峻,無黨籍,8,潘璿安,無黨籍,3,王格致,民主進步黨,0,蔡文隆,中國國民黨,0,0,661,14,11,何進雄 Kin Cian．Ri Pun,中國國民黨,3,林正福,中國國民黨,12,賴國祥 O‧Seng‧Kati,無黨籍,1,蔡依靜 Lamen．Panay,無黨籍,3,,,0,,,0,,,0,,,0,,,0,,,0,0,158,5,3,連一龍,無黨籍,3,田韻馨,無黨籍,1,程美蓮,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,12,0,1,許凱彬,中國國民黨,19,李錦福,中國國民黨,19,林瑞國,無黨籍,19,黃水龍,中國國民黨,39,張仁俊,中國國民黨,39,鄭美香,中國國民黨,99,吳靖雯,無黨籍,99,諶武成,無黨籍,30,周欽南,無黨籍,30,寶貴,中國國民黨,28,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,671,16,3
花蓮縣,壽豐鄉,志學村,0600011,徐榛蔚,中國國民黨,265,黄師鵬,無黨籍,11,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,142,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1540,38,1,林則葹,民主進步黨,24,王能昌,無黨籍,11,鄭乾龍,無黨籍,10,張正治,中國國民黨,14,黃馨,中國國民黨,5,沈君茹,無黨籍,6,林源富,無黨籍,16,林品仰,中國國民黨,82,徐雪玉,中國國民黨,114,吳建志,中國國民黨,15,陳慶元,無黨籍,12,張峻,無黨籍,4,潘璿安,無黨籍,2,王格致,民主進步黨,16,蔡文隆,中國國民黨,8,0,1291,55,11,何進雄 Kin Cian．Ri Pun,中國國民黨,4,林正福,中國國民黨,28,賴國祥 O‧Seng‧Kati,無黨籍,4,蔡依靜 Lamen．Panay,無黨籍,7,,,0,,,0,,,0,,,0,,,0,,,0,0,165,9,3,連一龍,無黨籍,14,田韻馨,無黨籍,11,程美蓮,中國國民黨,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,51,2,1,許凱彬,中國國民黨,51,李錦福,中國國民黨,51,林瑞國,無黨籍,51,黃水龍,中國國民黨,129,張仁俊,中國國民黨,129,鄭美香,中國國民黨,102,吳靖雯,無黨籍,102,諶武成,無黨籍,26,周欽南,無黨籍,26,寶貴,中國國民黨,56,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1331,65,3
花蓮縣,壽豐鄉,月眉村,0600013,徐榛蔚,中國國民黨,376,黄師鵬,無黨籍,9,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,156,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,541,9,1,林則葹,民主進步黨,15,王能昌,無黨籍,0,鄭乾龍,無黨籍,4,張正治,中國國民黨,7,黃馨,中國國民黨,3,沈君茹,無黨籍,5,林源富,無黨籍,3,林品仰,中國國民黨,46,徐雪玉,中國國民黨,59,吳建志,中國國民黨,0,陳慶元,無黨籍,1,張峻,無黨籍,0,潘璿安,無黨籍,0,王格致,民主進步黨,1,蔡文隆,中國國民黨,0,0,144,5,11,何進雄 Kin Cian．Ri Pun,中國國民黨,3,林正福,中國國民黨,253,賴國祥 O‧Seng‧Kati,無黨籍,55,蔡依靜 Lamen．Panay,無黨籍,64,,,0,,,0,,,0,,,0,,,0,,,0,0,375,14,3,連一龍,無黨籍,1,田韻馨,無黨籍,5,程美蓮,中國國民黨,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,11,0,1,許凱彬,中國國民黨,13,李錦福,中國國民黨,13,林瑞國,無黨籍,13,黃水龍,中國國民黨,23,張仁俊,中國國民黨,23,鄭美香,中國國民黨,78,吳靖雯,無黨籍,78,諶武成,無黨籍,19,周欽南,無黨籍,19,寶貴,中國國民黨,23,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,156,3,3
花蓮縣,壽豐鄉,樹湖村,0600001,徐榛蔚,中國國民黨,123,黄師鵬,無黨籍,1,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,69,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,193,7,1,林則葹,民主進步黨,7,王能昌,無黨籍,2,鄭乾龍,無黨籍,7,張正治,中國國民黨,4,黃馨,中國國民黨,3,沈君茹,無黨籍,2,林源富,無黨籍,10,林品仰,中國國民黨,66,徐雪玉,中國國民黨,45,吳建志,中國國民黨,9,陳慶元,無黨籍,3,張峻,無黨籍,7,潘璿安,無黨籍,1,王格致,民主進步黨,3,蔡文隆,中國國民黨,1,0,170,5,11,何進雄 Kin Cian．Ri Pun,中國國民黨,0,林正福,中國國民黨,16,賴國祥 O‧Seng‧Kati,無黨籍,0,蔡依靜 Lamen．Panay,無黨籍,4,,,0,,,0,,,0,,,0,,,0,,,0,0,20,3,3,連一龍,無黨籍,0,田韻馨,無黨籍,1,程美蓮,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,2,0,1,許凱彬,中國國民黨,58,李錦福,中國國民黨,58,林瑞國,無黨籍,58,黃水龍,中國國民黨,30,張仁俊,中國國民黨,30,鄭美香,中國國民黨,49,吳靖雯,無黨籍,49,諶武成,無黨籍,31,周欽南,無黨籍,31,寶貴,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,168,9,3
花蓮縣,壽豐鄉,水璉村,0600014,徐榛蔚,中國國民黨,290,黄師鵬,無黨籍,8,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,107,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,405,17,1,林則葹,民主進步黨,13,王能昌,無黨籍,3,鄭乾龍,無黨籍,3,張正治,中國國民黨,4,黃馨,中國國民黨,10,沈君茹,無黨籍,7,林源富,無黨籍,20,林品仰,中國國民黨,48,徐雪玉,中國國民黨,30,吳建志,中國國民黨,2,陳慶元,無黨籍,0,張峻,無黨籍,2,潘璿安,無黨籍,2,王格致,民主進步黨,4,蔡文隆,中國國民黨,0,0,148,12,11,何進雄 Kin Cian．Ri Pun,中國國民黨,8,林正福,中國國民黨,163,賴國祥 O‧Seng‧Kati,無黨籍,17,蔡依靜 Lamen．Panay,無黨籍,52,,,0,,,0,,,0,,,0,,,0,,,0,0,240,12,3,連一龍,無黨籍,1,田韻馨,無黨籍,4,程美蓮,中國國民黨,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,8,1,1,許凱彬,中國國民黨,126,李錦福,中國國民黨,126,林瑞國,無黨籍,126,黃水龍,中國國民黨,0,張仁俊,中國國民黨,0,鄭美香,中國國民黨,0,吳靖雯,無黨籍,0,諶武成,無黨籍,0,周欽南,無黨籍,0,寶貴,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,126,44,1
花蓮縣,壽豐鄉,池南村,0600009,徐榛蔚,中國國民黨,276,黄師鵬,無黨籍,16,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,176,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,468,19,1,林則葹,民主進步黨,23,王能昌,無黨籍,6,鄭乾龍,無黨籍,19,張正治,中國國民黨,9,黃馨,中國國民黨,7,沈君茹,無黨籍,14,林源富,無黨籍,10,林品仰,中國國民黨,83,徐雪玉,中國國民黨,44,吳建志,中國國民黨,5,陳慶元,無黨籍,2,張峻,無黨籍,20,潘璿安,無黨籍,1,王格致,民主進步黨,6,蔡文隆,中國國民黨,4,0,253,15,11,何進雄 Kin Cian．Ri Pun,中國國民黨,1,林正福,中國國民黨,154,賴國祥 O‧Seng‧Kati,無黨籍,6,蔡依靜 Lamen．Panay,無黨籍,28,,,0,,,0,,,0,,,0,,,0,,,0,0,189,7,3,連一龍,無黨籍,3,田韻馨,無黨籍,3,程美蓮,中國國民黨,11,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,17,6,1,許凱彬,中國國民黨,36,李錦福,中國國民黨,36,林瑞國,無黨籍,36,黃水龍,中國國民黨,32,張仁俊,中國國民黨,32,鄭美香,中國國民黨,86,吳靖雯,無黨籍,86,諶武成,無黨籍,75,周欽南,無黨籍,75,寶貴,中國國民黨,45,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,274,18,3
花蓮縣,壽豐鄉,溪口村,0600002,徐榛蔚,中國國民黨,384,黄師鵬,無黨籍,11,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,207,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,602,11,1,林則葹,民主進步黨,22,王能昌,無黨籍,11,鄭乾龍,無黨籍,10,張正治,中國國民黨,8,黃馨,中國國民黨,1,沈君茹,無黨籍,1,林源富,無黨籍,4,林品仰,中國國民黨,145,徐雪玉,中國國民黨,84,吳建志,中國國民黨,11,陳慶元,無黨籍,5,張峻,無黨籍,29,潘璿安,無黨籍,1,王格致,民主進步黨,17,蔡文隆,中國國民黨,3,0,352,9,11,何進雄 Kin Cian．Ri Pun,中國國民黨,3,林正福,中國國民黨,170,賴國祥 O‧Seng‧Kati,無黨籍,13,蔡依靜 Lamen．Panay,無黨籍,52,,,0,,,0,,,0,,,0,,,0,,,0,0,238,3,3,連一龍,無黨籍,3,田韻馨,無黨籍,7,程美蓮,中國國民黨,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,12,0,1,許凱彬,中國國民黨,46,李錦福,中國國民黨,46,林瑞國,無黨籍,46,黃水龍,中國國民黨,176,張仁俊,中國國民黨,176,鄭美香,中國國民黨,101,吳靖雯,無黨籍,101,諶武成,無黨籍,32,周欽南,無黨籍,32,寶貴,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,355,17,3
花蓮縣,壽豐鄉,米棧村,0600012,徐榛蔚,中國國民黨,131,黄師鵬,無黨籍,6,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,188,9,1,林則葹,民主進步黨,9,王能昌,無黨籍,0,鄭乾龍,無黨籍,0,張正治,中國國民黨,25,黃馨,中國國民黨,2,沈君茹,無黨籍,0,林源富,無黨籍,1,林品仰,中國國民黨,30,徐雪玉,中國國民黨,20,吳建志,中國國民黨,4,陳慶元,無黨籍,0,張峻,無黨籍,1,潘璿安,無黨籍,2,王格致,民主進步黨,1,蔡文隆,中國國民黨,0,0,95,6,11,何進雄 Kin Cian．Ri Pun,中國國民黨,2,林正福,中國國民黨,57,賴國祥 O‧Seng‧Kati,無黨籍,4,蔡依靜 Lamen．Panay,無黨籍,28,,,0,,,0,,,0,,,0,,,0,,,0,0,91,4,3,連一龍,無黨籍,0,田韻馨,無黨籍,1,程美蓮,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1,0,1,許凱彬,中國國民黨,36,李錦福,中國國民黨,36,林瑞國,無黨籍,36,黃水龍,中國國民黨,26,張仁俊,中國國民黨,26,鄭美香,中國國民黨,21,吳靖雯,無黨籍,21,諶武成,無黨籍,7,周欽南,無黨籍,7,寶貴,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,90,12,3
花蓮縣,壽豐鄉,豐坪村,0600005,徐榛蔚,中國國民黨,358,黄師鵬,無黨籍,15,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,131,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,504,12,1,林則葹,民主進步黨,17,王能昌,無黨籍,2,鄭乾龍,無黨籍,22,張正治,中國國民黨,5,黃馨,中國國民黨,10,沈君茹,無黨籍,4,林源富,無黨籍,15,林品仰,中國國民黨,182,徐雪玉,中國國民黨,97,吳建志,中國國民黨,6,陳慶元,無黨籍,8,張峻,無黨籍,12,潘璿安,無黨籍,7,王格致,民主進步黨,13,蔡文隆,中國國民黨,6,0,406,8,11,何進雄 Kin Cian．Ri Pun,中國國民黨,0,林正福,中國國民黨,48,賴國祥 O‧Seng‧Kati,無黨籍,3,蔡依靜 Lamen．Panay,無黨籍,42,,,0,,,0,,,0,,,0,,,0,,,0,0,93,5,3,連一龍,無黨籍,1,田韻馨,無黨籍,2,程美蓮,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,3,0,1,許凱彬,中國國民黨,204,李錦福,中國國民黨,204,林瑞國,無黨籍,204,黃水龍,中國國民黨,86,張仁俊,中國國民黨,86,鄭美香,中國國民黨,50,吳靖雯,無黨籍,50,諶武成,無黨籍,64,周欽南,無黨籍,64,寶貴,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,404,13,3
花蓮縣,壽豐鄉,豐山村,0600003,徐榛蔚,中國國民黨,374,黄師鵬,無黨籍,17,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,192,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1168,26,1,林則葹,民主進步黨,16,王能昌,無黨籍,5,鄭乾龍,無黨籍,21,張正治,中國國民黨,7,黃馨,中國國民黨,1,沈君茹,無黨籍,10,林源富,無黨籍,64,林品仰,中國國民黨,214,徐雪玉,中國國民黨,132,吳建志,中國國民黨,18,陳慶元,無黨籍,9,張峻,無黨籍,12,潘璿安,無黨籍,3,王格致,民主進步黨,14,蔡文隆,中國國民黨,3,0,1040,28,11,何進雄 Kin Cian．Ri Pun,中國國民黨,1,林正福,中國國民黨,23,賴國祥 O‧Seng‧Kati,無黨籍,4,蔡依靜 Lamen．Panay,無黨籍,13,,,0,,,0,,,0,,,0,,,0,,,0,0,98,7,3,連一龍,無黨籍,2,田韻馨,無黨籍,2,程美蓮,中國國民黨,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,18,1,1,許凱彬,中國國民黨,182,李錦福,中國國民黨,182,林瑞國,無黨籍,182,黃水龍,中國國民黨,96,張仁俊,中國國民黨,96,鄭美香,中國國民黨,74,吳靖雯,無黨籍,74,諶武成,無黨籍,171,周欽南,無黨籍,171,寶貴,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1044,33,3
花蓮縣,壽豐鄉,豐裡村,0600004,徐榛蔚,中國國民黨,278,黄師鵬,無黨籍,10,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,95,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,765,23,1,林則葹,民主進步黨,10,王能昌,無黨籍,0,鄭乾龍,無黨籍,21,張正治,中國國民黨,3,黃馨,中國國民黨,6,沈君茹,無黨籍,8,林源富,無黨籍,19,林品仰,中國國民黨,114,徐雪玉,中國國民黨,85,吳建志,中國國民黨,11,陳慶元,無黨籍,3,張峻,無黨籍,17,潘璿安,無黨籍,5,王格致,民主進步黨,6,蔡文隆,中國國民黨,4,0,656,19,11,何進雄 Kin Cian．Ri Pun,中國國民黨,0,林正福,中國國民黨,39,賴國祥 O‧Seng‧Kati,無黨籍,12,蔡依靜 Lamen．Panay,無黨籍,8,,,0,,,0,,,0,,,0,,,0,,,0,0,94,6,3,連一龍,無黨籍,3,田韻馨,無黨籍,1,程美蓮,中國國民黨,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,14,1,1,許凱彬,中國國民黨,155,李錦福,中國國民黨,155,林瑞國,無黨籍,155,黃水龍,中國國民黨,47,張仁俊,中國國民黨,47,鄭美香,中國國民黨,51,吳靖雯,無黨籍,51,諶武成,無黨籍,63,周欽南,無黨籍,63,寶貴,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,660,26,3
花蓮縣,壽豐鄉,鹽寮村,0600015,徐榛蔚,中國國民黨,195,黄師鵬,無黨籍,18,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,125,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,338,12,1,林則葹,民主進步黨,23,王能昌,無黨籍,2,鄭乾龍,無黨籍,9,張正治,中國國民黨,13,黃馨,中國國民黨,21,沈君茹,無黨籍,9,林源富,無黨籍,8,林品仰,中國國民黨,42,徐雪玉,中國國民黨,22,吳建志,中國國民黨,8,陳慶元,無黨籍,10,張峻,無黨籍,13,潘璿安,無黨籍,2,王格致,民主進步黨,5,蔡文隆,中國國民黨,8,0,195,7,11,何進雄 Kin Cian．Ri Pun,中國國民黨,9,林正福,中國國民黨,60,賴國祥 O‧Seng‧Kati,無黨籍,23,蔡依靜 Lamen．Panay,無黨籍,36,,,0,,,0,,,0,,,0,,,0,,,0,0,128,8,3,連一龍,無黨籍,1,田韻馨,無黨籍,7,程美蓮,中國國民黨,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,12,0,1,許凱彬,中國國民黨,173,李錦福,中國國民黨,173,林瑞國,無黨籍,173,黃水龍,中國國民黨,0,張仁俊,中國國民黨,0,鄭美香,中國國民黨,0,吳靖雯,無黨籍,0,諶武成,無黨籍,0,周欽南,無黨籍,0,寶貴,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,173,41,1
