縣市,行政區別,鄰里,區域別代碼,縣市長候選人1＿候選人名稱,縣市長候選人1＿黨籍,縣市長候選人1_得票數,縣市長候選人2＿候選人名稱,縣市長候選人2＿黨籍,縣市長候選人2_得票數,縣市長候選人3＿候選人名稱,縣市長候選人3＿黨籍,縣市長候選人3_得票數,縣市長候選人4＿候選人名稱,縣市長候選人4＿黨籍,縣市長候選人4_得票數,縣市長候選人5＿候選人名稱,縣市長候選人5＿黨籍,縣市長候選人5_得票數,縣市長候選人6＿候選人名稱,縣市長候選人6＿黨籍,縣市長候選人6_得票數,縣市長候選人7＿候選人名稱,縣市長候選人7＿黨籍,縣市長候選人7_得票數,縣市長候選人8＿候選人名稱,縣市長候選人8＿黨籍,縣市長候選人8_得票數,縣市長候選人9＿候選人名稱,縣市長候選人9＿黨籍,縣市長候選人9_得票數,縣市長候選人10＿候選人名稱,縣市長候選人10＿黨籍,縣市長候選人10_得票數,縣市長有效票數A,縣市長無效票數B,縣市長投票數C,縣市長選舉人數G,區域縣市議員候選人1＿候選人名稱,區域縣市議員候選人1＿黨籍,區域縣市議員候選人1_得票數,區域縣市議員候選人2＿候選人名稱,區域縣市議員候選人2＿黨籍,區域縣市議員候選人2_得票數,區域縣市議員候選人3＿候選人名稱,區域縣市議員候選人3＿黨籍,區域縣市議員候選人3_得票數,區域縣市議員候選人4＿候選人名稱,區域縣市議員候選人4＿黨籍,區域縣市議員候選人4_得票數,區域縣市議員候選人5＿候選人名稱,區域縣市議員候選人5＿黨籍,區域縣市議員候選人5_得票數,區域縣市議員候選人6＿候選人名稱,區域縣市議員候選人6＿黨籍,區域縣市議員候選人6_得票數,區域縣市議員候選人7＿候選人名稱,區域縣市議員候選人7＿黨籍,區域縣市議員候選人7_得票數,區域縣市議員候選人8＿候選人名稱,區域縣市議員候選人8＿黨籍,區域縣市議員候選人8_得票數,區域縣市議員候選人9＿候選人名稱,區域縣市議員候選人9＿黨籍,區域縣市議員候選人9_得票數,區域縣市議員候選人10＿候選人名稱,區域縣市議員候選人10＿黨籍,區域縣市議員候選人10_得票數,區域縣市議員候選人11＿候選人名稱,區域縣市議員候選人11＿黨籍,區域縣市議員候選人11_得票數,區域縣市議員候選人12＿候選人名稱,區域縣市議員候選人12＿黨籍,區域縣市議員候選人12_得票數,區域縣市議員候選人13＿候選人名稱,區域縣市議員候選人13＿黨籍,區域縣市議員候選人13_得票數,區域縣市議員候選人14＿候選人名稱,區域縣市議員候選人14＿黨籍,區域縣市議員候選人14_得票數,區域縣市議員候選人15＿候選人名稱,區域縣市議員候選人15＿黨籍,區域縣市議員候選人15_得票數,區域縣市議員有效票數A,區域縣市議員無效票數B,區域縣市議員投票數C,區域縣市議員選舉人數G,平原縣市議員候選人1＿候選人名稱,平原縣市議員候選人1＿黨籍,平原縣市議員候選人1_得票數,平原縣市議員候選人2＿候選人名稱,平原縣市議員候選人2＿黨籍,平原縣市議員候選人2_得票數,平原縣市議員候選人3＿候選人名稱,平原縣市議員候選人3＿黨籍,平原縣市議員候選人3_得票數,平原縣市議員候選人4＿候選人名稱,平原縣市議員候選人4＿黨籍,平原縣市議員候選人4_得票數,平原縣市議員候選人5＿候選人名稱,平原縣市議員候選人5＿黨籍,平原縣市議員候選人5_得票數,平原縣市議員候選人6＿候選人名稱,平原縣市議員候選人6＿黨籍,平原縣市議員候選人6_得票數,平原縣市議員候選人7＿候選人名稱,平原縣市議員候選人7＿黨籍,平原縣市議員候選人7_得票數,平原縣市議員候選人8＿候選人名稱,平原縣市議員候選人8＿黨籍,平原縣市議員候選人8_得票數,平原縣市議員候選人9＿候選人名稱,平原縣市議員候選人9＿黨籍,平原縣市議員候選人9_得票數,平原縣市議員候選人10＿候選人名稱,平原縣市議員候選人10＿黨籍,平原縣市議員候選人10_得票數,平原縣市議員有效票數A,平原縣市議員無效票數B,平原縣市議員投票數C,平原縣市議員選舉人數G,山原縣市議員候選人1＿候選人名稱,山原縣市議員候選人1＿黨籍,山原縣市議員候選人1_得票數,山原縣市議員候選人2＿候選人名稱,山原縣市議員候選人2＿黨籍,山原縣市議員候選人2_得票數,山原縣市議員候選人3＿候選人名稱,山原縣市議員候選人3＿黨籍,山原縣市議員候選人3_得票數,山原縣市議員候選人4＿候選人名稱,山原縣市議員候選人4＿黨籍,山原縣市議員候選人4_得票數,山原縣市議員候選人5＿候選人名稱,山原縣市議員候選人5＿黨籍,山原縣市議員候選人5_得票數,山原縣市議員候選人6＿候選人名稱,山原縣市議員候選人6＿黨籍,山原縣市議員候選人6_得票數,山原縣市議員候選人7＿候選人名稱,山原縣市議員候選人7＿黨籍,山原縣市議員候選人7_得票數,山原縣市議員候選人8＿候選人名稱,山原縣市議員候選人8＿黨籍,山原縣市議員候選人8_得票數,山原縣市議員候選人9＿候選人名稱,山原縣市議員候選人9＿黨籍,山原縣市議員候選人9_得票數,山原縣市議員候選人10＿候選人名稱,山原縣市議員候選人10＿黨籍,山原縣市議員候選人10_得票數,山原縣市議員有效票數A,山原縣市議員無效票數B,山原縣市議員投票數C,山原縣市議員選舉人數G,鄉鎮市民代表候選人1＿候選人名稱,鄉鎮市民代表候選人1＿黨籍,鄉鎮市民代表候選人1_得票數,鄉鎮市民代表候選人2＿候選人名稱,鄉鎮市民代表候選人2＿黨籍,鄉鎮市民代表候選人2_得票數,鄉鎮市民代表候選人3＿候選人名稱,鄉鎮市民代表候選人3＿黨籍,鄉鎮市民代表候選人3_得票數,鄉鎮市民代表候選人4＿候選人名稱,鄉鎮市民代表候選人4＿黨籍,鄉鎮市民代表候選人4_得票數,鄉鎮市民代表候選人5＿候選人名稱,鄉鎮市民代表候選人5＿黨籍,鄉鎮市民代表候選人5_得票數,鄉鎮市民代表候選人6＿候選人名稱,鄉鎮市民代表候選人6＿黨籍,鄉鎮市民代表候選人6_得票數,鄉鎮市民代表候選人7＿候選人名稱,鄉鎮市民代表候選人7＿黨籍,鄉鎮市民代表候選人7_得票數,鄉鎮市民代表候選人8＿候選人名稱,鄉鎮市民代表候選人8＿黨籍,鄉鎮市民代表候選人8_得票數,鄉鎮市民代表候選人9＿候選人名稱,鄉鎮市民代表候選人9＿黨籍,鄉鎮市民代表候選人9_得票數,鄉鎮市民代表候選人10＿候選人名稱,鄉鎮市民代表候選人10＿黨籍,鄉鎮市民代表候選人10_得票數,鄉鎮市民代表候選人11＿候選人名稱,鄉鎮市民代表候選人11＿黨籍,鄉鎮市民代表候選人11_得票數,鄉鎮市民代表候選人12＿候選人名稱,鄉鎮市民代表候選人12＿黨籍,鄉鎮市民代表候選人12_得票數,鄉鎮市民代表候選人13＿候選人名稱,鄉鎮市民代表候選人13＿黨籍,鄉鎮市民代表候選人13_得票數,鄉鎮市民代表候選人14＿候選人名稱,鄉鎮市民代表候選人14＿黨籍,鄉鎮市民代表候選人14_得票數,鄉鎮市民代表候選人15＿候選人名稱,鄉鎮市民代表候選人15＿黨籍,鄉鎮市民代表候選人15_得票數,鄉鎮市民代表候選人16＿候選人名稱,鄉鎮市民代表候選人16＿黨籍,鄉鎮市民代表候選人16_得票數,鄉鎮市民代表候選人17＿候選人名稱,鄉鎮市民代表候選人17＿黨籍,鄉鎮市民代表候選人17_得票數,鄉鎮市民代表候選人18＿候選人名稱,鄉鎮市民代表候選人18＿黨籍,鄉鎮市民代表候選人18_得票數,鄉鎮市民代表候選人19＿候選人名稱,鄉鎮市民代表候選人19＿黨籍,鄉鎮市民代表候選人19_得票數,鄉鎮市民代表候選人20＿候選人名稱,鄉鎮市民代表候選人20＿黨籍,鄉鎮市民代表候選人20_得票數,鄉鎮市民代表候選人21＿候選人名稱,鄉鎮市民代表候選人21＿黨籍,鄉鎮市民代表候選人21_得票數,鄉鎮市民代表候選人22＿候選人名稱,鄉鎮市民代表候選人22＿黨籍,鄉鎮市民代表候選人22_得票數,鄉鎮市民代表候選人23＿候選人名稱,鄉鎮市民代表候選人23＿黨籍,鄉鎮市民代表候選人23_得票數,鄉鎮市民代表候選人24＿候選人名稱,鄉鎮市民代表候選人24＿黨籍,鄉鎮市民代表候選人24_得票數,鄉鎮市民代表候選人25＿候選人名稱,鄉鎮市民代表候選人25＿黨籍,鄉鎮市民代表候選人25_得票數,鄉鎮市民代表候選人26＿候選人名稱,鄉鎮市民代表候選人26＿黨籍,鄉鎮市民代表候選人26_得票數,鄉鎮市民代表候選人27＿候選人名稱,鄉鎮市民代表候選人27＿黨籍,鄉鎮市民代表候選人27_得票數,鄉鎮市民代表候選人28＿候選人名稱,鄉鎮市民代表候選人28＿黨籍,鄉鎮市民代表候選人28_得票數,鄉鎮市民代表有效票數A,鄉鎮市民代表無效票數B,鄉鎮市民代表投票數C,鄉鎮市民代表選舉人數G
花蓮縣,瑞穗鄉,舞鶴村,0900006,徐榛蔚,中國國民黨,398,黄師鵬,無黨籍,10,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,157,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,565,12,1,陳志明,無黨籍,85,黃玲蘭,無黨籍,45,鍾素政,中國國民黨,40,詹金富,中國國民黨,27,陳飛廷,民主進步黨,34,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,231,16,3,林玉芬,中國國民黨,121,陳德仁,無黨籍,10,陳建忠,中國國民黨,27,葉微琪,無黨籍,42,哈尼．噶照 Hani Kacaw,無黨籍,91,,,0,,,0,,,0,,,0,,,0,0,291,16,3,吳香蘭 Hisa‧Sakay,中國國民黨,15,簡智隆,無黨籍,8,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,23,0,1,鍾順成,無黨籍,24,鍾湧春,中國國民黨,24,羅文騰,無黨籍,54,賴柄佑,無黨籍,54,陳國政,無黨籍,39,陳志明,無黨籍,6,林佳和,無黨籍,9,黃建華,無黨籍,16,鍾明秋,無黨籍,40,陳進光,中國國民黨,26,林玉梅,無黨籍,33,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,247,9,7
花蓮縣,瑞穗鄉,鶴岡村,0900007,徐榛蔚,中國國民黨,412,黄師鵬,無黨籍,5,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,154,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,571,17,1,陳志明,無黨籍,24,黃玲蘭,無黨籍,19,鍾素政,中國國民黨,19,詹金富,中國國民黨,71,陳飛廷,民主進步黨,22,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,155,9,3,林玉芬,中國國民黨,184,陳德仁,無黨籍,12,陳建忠,中國國民黨,38,葉微琪,無黨籍,61,哈尼．噶照 Hani Kacaw,無黨籍,108,,,0,,,0,,,0,,,0,,,0,0,403,13,3,吳香蘭 Hisa‧Sakay,中國國民黨,6,簡智隆,無黨籍,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,7,1,1,鍾順成,無黨籍,14,鍾湧春,中國國民黨,14,羅文騰,無黨籍,19,賴柄佑,無黨籍,19,陳國政,無黨籍,21,陳志明,無黨籍,9,林佳和,無黨籍,11,黃建華,無黨籍,20,鍾明秋,無黨籍,30,陳進光,中國國民黨,22,林玉梅,無黨籍,19,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,165,6,7
花蓮縣,秀林鄉,佳民村,1100008,徐榛蔚,中國國民黨,543,黄師鵬,無黨籍,9,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,175,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,727,9,1,邱光明,中國國民黨,24,鄭寶秀,中國國民黨,31,陳財能,民主進步黨,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,61,4,2,笛布斯．顗賚,無黨籍,34,葉志豪,無黨籍,2,督固．撒耘,中國國民黨,8,周駿宥,中國國民黨,20,李正文,無黨籍,30,陳進德,中國國民黨,7,林資斌,民主進步黨,5,,,0,,,0,,,0,0,106,2,6,連一龍,無黨籍,182,田韻馨,無黨籍,186,程美蓮,中國國民黨,170,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,538,7,1,夏義松,中國國民黨,55,高維寧 Tapang·Cinsi,無黨籍,55,邱惠英,無黨籍,55,胡瑞祥,無黨籍,0,拉比馬沙 Labi．Masa,無黨籍,0,賴俊傑,中國國民黨,0,鍾華玉,無黨籍,0,郭新勇,無黨籍,0,白靜文,無黨籍,0,林義裕 Sigi Mari,無黨籍,84,金云湘,無黨籍,84,賴偉翔,無黨籍,84,白世義,中國國民黨,29,巫佳霓,無黨籍,29,梁文孝,無黨籍,29,卓明義,中國國民黨,124,駱燕玲,無黨籍,124,賴惠美 Masay Lawking,無黨籍,124,陳實誠 Mincung Sigibu,無黨籍,167,林俊雄,無黨籍,167,丁麗芳,中國國民黨,167,潘正盈,無黨籍,146,游青龍,無黨籍,146,蔡培火,中國國民黨,146,王則元,無黨籍,0,王沈剛竹,中國國民黨,0,高毓真,中國國民黨,0,白秀娟,無黨籍,0,0,605,8,2
花蓮縣,秀林鄉,和平村,1100009,徐榛蔚,中國國民黨,317,黄師鵬,無黨籍,2,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,144,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1147,24,1,邱光明,中國國民黨,21,鄭寶秀,中國國民黨,19,陳財能,民主進步黨,15,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,314,8,2,笛布斯．顗賚,無黨籍,7,葉志豪,無黨籍,1,督固．撒耘,中國國民黨,4,周駿宥,中國國民黨,13,李正文,無黨籍,4,陳進德,中國國民黨,0,林資斌,民主進步黨,2,,,0,,,0,,,0,0,60,5,6,連一龍,無黨籍,169,田韻馨,無黨籍,46,程美蓮,中國國民黨,155,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,759,26,1,夏義松,中國國民黨,39,高維寧 Tapang·Cinsi,無黨籍,39,邱惠英,無黨籍,39,胡瑞祥,無黨籍,164,拉比馬沙 Labi．Masa,無黨籍,2,賴俊傑,中國國民黨,29,鍾華玉,無黨籍,45,郭新勇,無黨籍,10,白靜文,無黨籍,13,林義裕 Sigi Mari,無黨籍,1,金云湘,無黨籍,1,賴偉翔,無黨籍,1,白世義,中國國民黨,14,巫佳霓,無黨籍,14,梁文孝,無黨籍,14,卓明義,中國國民黨,10,駱燕玲,無黨籍,10,賴惠美 Masay Lawking,無黨籍,10,陳實誠 Mincung Sigibu,無黨籍,11,林俊雄,無黨籍,11,丁麗芳,中國國民黨,11,潘正盈,無黨籍,4,游青龍,無黨籍,4,蔡培火,中國國民黨,4,王則元,無黨籍,84,王沈剛竹,中國國民黨,84,高毓真,中國國民黨,0,白秀娟,無黨籍,4,0,1081,22,11
花蓮縣,秀林鄉,富世村,1100002,徐榛蔚,中國國民黨,72,黄師鵬,無黨籍,1,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,22,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1329,31,1,邱光明,中國國民黨,19,鄭寶秀,中國國民黨,12,陳財能,民主進步黨,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,157,5,2,笛布斯．顗賚,無黨籍,0,葉志豪,無黨籍,0,督固．撒耘,中國國民黨,7,周駿宥,中國國民黨,2,李正文,無黨籍,4,陳進德,中國國民黨,0,林資斌,民主進步黨,0,,,0,,,0,,,0,0,54,3,6,連一龍,無黨籍,28,田韻馨,無黨籍,7,程美蓮,中國國民黨,8,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1108,32,1,夏義松,中國國民黨,6,高維寧 Tapang·Cinsi,無黨籍,6,邱惠英,無黨籍,6,胡瑞祥,無黨籍,3,拉比馬沙 Labi．Masa,無黨籍,1,賴俊傑,中國國民黨,6,鍾華玉,無黨籍,8,郭新勇,無黨籍,17,白靜文,無黨籍,8,林義裕 Sigi Mari,無黨籍,0,金云湘,無黨籍,0,賴偉翔,無黨籍,0,白世義,中國國民黨,9,巫佳霓,無黨籍,9,梁文孝,無黨籍,9,卓明義,中國國民黨,8,駱燕玲,無黨籍,8,賴惠美 Masay Lawking,無黨籍,8,陳實誠 Mincung Sigibu,無黨籍,3,林俊雄,無黨籍,3,丁麗芳,中國國民黨,3,潘正盈,無黨籍,2,游青龍,無黨籍,2,蔡培火,中國國民黨,2,王則元,無黨籍,1,王沈剛竹,中國國民黨,1,高毓真,中國國民黨,1,白秀娟,無黨籍,6,0,1268,31,11
花蓮縣,秀林鄉,崇德村,1100001,徐榛蔚,中國國民黨,347,黄師鵬,無黨籍,7,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,88,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,983,26,1,邱光明,中國國民黨,70,鄭寶秀,中國國民黨,60,陳財能,民主進步黨,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,171,4,2,笛布斯．顗賚,無黨籍,8,葉志豪,無黨籍,2,督固．撒耘,中國國民黨,2,周駿宥,中國國民黨,1,李正文,無黨籍,1,陳進德,中國國民黨,7,林資斌,民主進步黨,1,,,0,,,0,,,0,0,37,3,6,連一龍,無黨籍,82,田韻馨,無黨籍,65,程美蓮,中國國民黨,138,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,779,14,1,夏義松,中國國民黨,15,高維寧 Tapang·Cinsi,無黨籍,15,邱惠英,無黨籍,15,胡瑞祥,無黨籍,10,拉比馬沙 Labi．Masa,無黨籍,5,賴俊傑,中國國民黨,74,鍾華玉,無黨籍,2,郭新勇,無黨籍,25,白靜文,無黨籍,27,林義裕 Sigi Mari,無黨籍,82,金云湘,無黨籍,82,賴偉翔,無黨籍,82,白世義,中國國民黨,25,巫佳霓,無黨籍,25,梁文孝,無黨籍,25,卓明義,中國國民黨,95,駱燕玲,無黨籍,95,賴惠美 Masay Lawking,無黨籍,95,陳實誠 Mincung Sigibu,無黨籍,11,林俊雄,無黨籍,11,丁麗芳,中國國民黨,11,潘正盈,無黨籍,10,游青龍,無黨籍,10,蔡培火,中國國民黨,10,王則元,無黨籍,19,王沈剛竹,中國國民黨,19,高毓真,中國國民黨,9,白秀娟,無黨籍,12,0,946,19,11
花蓮縣,秀林鄉,文蘭村,1100006,徐榛蔚,中國國民黨,154,黄師鵬,無黨籍,0,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,59,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,839,12,1,邱光明,中國國民黨,4,鄭寶秀,中國國民黨,3,陳財能,民主進步黨,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,58,4,2,笛布斯．顗賚,無黨籍,5,葉志豪,無黨籍,0,督固．撒耘,中國國民黨,0,周駿宥,中國國民黨,1,李正文,無黨籍,0,陳進德,中國國民黨,1,林資斌,民主進步黨,0,,,0,,,0,,,0,0,30,2,6,連一龍,無黨籍,58,田韻馨,無黨籍,66,程美蓮,中國國民黨,67,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,731,25,1,夏義松,中國國民黨,4,高維寧 Tapang·Cinsi,無黨籍,4,邱惠英,無黨籍,4,胡瑞祥,無黨籍,0,拉比馬沙 Labi．Masa,無黨籍,0,賴俊傑,中國國民黨,0,鍾華玉,無黨籍,0,郭新勇,無黨籍,0,白靜文,無黨籍,0,林義裕 Sigi Mari,無黨籍,48,金云湘,無黨籍,48,賴偉翔,無黨籍,48,白世義,中國國民黨,23,巫佳霓,無黨籍,23,梁文孝,無黨籍,23,卓明義,中國國民黨,17,駱燕玲,無黨籍,17,賴惠美 Masay Lawking,無黨籍,17,陳實誠 Mincung Sigibu,無黨籍,25,林俊雄,無黨籍,25,丁麗芳,中國國民黨,25,潘正盈,無黨籍,62,游青龍,無黨籍,62,蔡培火,中國國民黨,62,王則元,無黨籍,23,王沈剛竹,中國國民黨,23,高毓真,中國國民黨,0,白秀娟,無黨籍,0,0,798,20,4
花蓮縣,秀林鄉,景美村,1100007,徐榛蔚,中國國民黨,319,黄師鵬,無黨籍,6,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,156,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1237,37,1,邱光明,中國國民黨,12,鄭寶秀,中國國民黨,17,陳財能,民主進步黨,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,83,7,2,笛布斯．顗賚,無黨籍,4,葉志豪,無黨籍,3,督固．撒耘,中國國民黨,2,周駿宥,中國國民黨,8,李正文,無黨籍,0,陳進德,中國國民黨,3,林資斌,民主進步黨,1,,,0,,,0,,,0,0,79,1,6,連一龍,無黨籍,139,田韻馨,無黨籍,72,程美蓮,中國國民黨,207,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1057,47,1,夏義松,中國國民黨,37,高維寧 Tapang·Cinsi,無黨籍,37,邱惠英,無黨籍,37,胡瑞祥,無黨籍,0,拉比馬沙 Labi．Masa,無黨籍,0,賴俊傑,中國國民黨,0,鍾華玉,無黨籍,0,郭新勇,無黨籍,0,白靜文,無黨籍,0,林義裕 Sigi Mari,無黨籍,32,金云湘,無黨籍,32,賴偉翔,無黨籍,32,白世義,中國國民黨,8,巫佳霓,無黨籍,8,梁文孝,無黨籍,8,卓明義,中國國民黨,129,駱燕玲,無黨籍,129,賴惠美 Masay Lawking,無黨籍,129,陳實誠 Mincung Sigibu,無黨籍,8,林俊雄,無黨籍,8,丁麗芳,中國國民黨,8,潘正盈,無黨籍,254,游青龍,無黨籍,254,蔡培火,中國國民黨,254,王則元,無黨籍,0,王沈剛竹,中國國民黨,0,高毓真,中國國民黨,0,白秀娟,無黨籍,0,0,1163,30,2
花蓮縣,秀林鄉,水源村,1100004,徐榛蔚,中國國民黨,672,黄師鵬,無黨籍,11,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,218,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,901,25,1,邱光明,中國國民黨,18,鄭寶秀,中國國民黨,41,陳財能,民主進步黨,12,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,71,10,2,笛布斯．顗賚,無黨籍,9,葉志豪,無黨籍,0,督固．撒耘,中國國民黨,9,周駿宥,中國國民黨,3,李正文,無黨籍,3,陳進德,中國國民黨,6,林資斌,民主進步黨,4,,,0,,,0,,,0,0,34,3,6,連一龍,無黨籍,264,田韻馨,無黨籍,228,程美蓮,中國國民黨,278,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,770,39,1,夏義松,中國國民黨,197,高維寧 Tapang·Cinsi,無黨籍,197,邱惠英,無黨籍,197,胡瑞祥,無黨籍,0,拉比馬沙 Labi．Masa,無黨籍,0,賴俊傑,中國國民黨,0,鍾華玉,無黨籍,0,郭新勇,無黨籍,0,白靜文,無黨籍,0,林義裕 Sigi Mari,無黨籍,37,金云湘,無黨籍,37,賴偉翔,無黨籍,37,白世義,中國國民黨,5,巫佳霓,無黨籍,5,梁文孝,無黨籍,5,卓明義,中國國民黨,18,駱燕玲,無黨籍,18,賴惠美 Masay Lawking,無黨籍,18,陳實誠 Mincung Sigibu,無黨籍,401,林俊雄,無黨籍,401,丁麗芳,中國國民黨,401,潘正盈,無黨籍,8,游青龍,無黨籍,8,蔡培火,中國國民黨,8,王則元,無黨籍,201,王沈剛竹,中國國民黨,201,高毓真,中國國民黨,0,白秀娟,無黨籍,0,0,867,20,4
花蓮縣,秀林鄉,秀林村,1100003,徐榛蔚,中國國民黨,367,黄師鵬,無黨籍,5,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,198,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1173,33,1,邱光明,中國國民黨,6,鄭寶秀,中國國民黨,12,陳財能,民主進步黨,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,53,2,2,笛布斯．顗賚,無黨籍,5,葉志豪,無黨籍,0,督固．撒耘,中國國民黨,7,周駿宥,中國國民黨,3,李正文,無黨籍,4,陳進德,中國國民黨,1,林資斌,民主進步黨,4,,,0,,,0,,,0,0,57,0,6,連一龍,無黨籍,242,田韻馨,無黨籍,69,程美蓮,中國國民黨,210,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1059,34,1,夏義松,中國國民黨,56,高維寧 Tapang·Cinsi,無黨籍,56,邱惠英,無黨籍,56,胡瑞祥,無黨籍,21,拉比馬沙 Labi．Masa,無黨籍,34,賴俊傑,中國國民黨,23,鍾華玉,無黨籍,45,郭新勇,無黨籍,52,白靜文,無黨籍,31,林義裕 Sigi Mari,無黨籍,8,金云湘,無黨籍,8,賴偉翔,無黨籍,8,白世義,中國國民黨,45,巫佳霓,無黨籍,45,梁文孝,無黨籍,45,卓明義,中國國民黨,36,駱燕玲,無黨籍,36,賴惠美 Masay Lawking,無黨籍,36,陳實誠 Mincung Sigibu,無黨籍,74,林俊雄,無黨籍,74,丁麗芳,中國國民黨,74,潘正盈,無黨籍,16,游青龍,無黨籍,16,蔡培火,中國國民黨,16,王則元,無黨籍,31,王沈剛竹,中國國民黨,31,高毓真,中國國民黨,39,白秀娟,無黨籍,40,0,1120,26,11
花蓮縣,秀林鄉,銅門村,1100005,徐榛蔚,中國國民黨,287,黄師鵬,無黨籍,5,谷辣斯．尤達卡 Kolas Yotaka,民主進步黨,68,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,870,19,1,邱光明,中國國民黨,0,鄭寶秀,中國國民黨,11,陳財能,民主進步黨,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,37,6,2,笛布斯．顗賚,無黨籍,7,葉志豪,無黨籍,3,督固．撒耘,中國國民黨,0,周駿宥,中國國民黨,4,李正文,無黨籍,0,陳進德,中國國民黨,4,林資斌,民主進步黨,0,,,0,,,0,,,0,0,37,2,6,連一龍,無黨籍,122,田韻馨,無黨籍,101,程美蓮,中國國民黨,91,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,769,37,1,夏義松,中國國民黨,7,高維寧 Tapang·Cinsi,無黨籍,7,邱惠英,無黨籍,7,胡瑞祥,無黨籍,0,拉比馬沙 Labi．Masa,無黨籍,0,賴俊傑,中國國民黨,0,鍾華玉,無黨籍,0,郭新勇,無黨籍,0,白靜文,無黨籍,0,林義裕 Sigi Mari,無黨籍,65,金云湘,無黨籍,65,賴偉翔,無黨籍,65,白世義,中國國民黨,28,巫佳霓,無黨籍,28,梁文孝,無黨籍,28,卓明義,中國國民黨,119,駱燕玲,無黨籍,119,賴惠美 Masay Lawking,無黨籍,119,陳實誠 Mincung Sigibu,無黨籍,39,林俊雄,無黨籍,39,丁麗芳,中國國民黨,39,潘正盈,無黨籍,8,游青龍,無黨籍,8,蔡培火,中國國民黨,8,王則元,無黨籍,77,王沈剛竹,中國國民黨,77,高毓真,中國國民黨,0,白秀娟,無黨籍,0,0,833,14,4
