縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,合一行動聯盟,一邊一國行動黨,勞動黨,綠黨,宗教聯盟,民主進步黨,台灣民眾黨,台灣維新,台澎黨,國會政黨聯盟,台灣團結聯盟,中華統一促進黨,親民黨,安定力量,台灣基進,時代力量,新黨,喜樂島聯盟,中國國民黨,不分區政黨有效票數A,區域立委候選人1＿黨籍,區域立委候選人1_得票數,區域立委候選人2＿候選人名稱,區域立委候選人2＿黨籍,區域立委候選人2_得票數,區域立委候選人3＿候選人名稱,區域立委候選人3＿黨籍,區域立委候選人3_得票數,區域立委候選人4＿候選人名稱,區域立委候選人4＿黨籍,區域立委候選人4_得票數,區域立委候選人5＿候選人名稱,區域立委候選人5＿黨籍,區域立委候選人5_得票數,區域立委候選人6＿候選人名稱,區域立委候選人6＿黨籍,區域立委候選人6_得票數,平原立委候選人1＿黨籍,平原立委候選人1_得票數,平原立委候選人2＿候選人名稱,平原立委候選人2＿黨籍,平原立委候選人2_得票數,平原立委候選人3＿候選人名稱,平原立委候選人3＿黨籍,平原立委候選人3_得票數,平原立委候選人4＿候選人名稱,平原立委候選人4＿黨籍,平原立委候選人4_得票數,平原立委候選人5＿候選人名稱,平原立委候選人5＿黨籍,平原立委候選人5_得票數,平原立委候選人6＿候選人名稱,平原立委候選人6＿黨籍,平原立委候選人6_得票數,平原立委候選人7＿候選人名稱,平原立委候選人7＿黨籍,平原立委候選人7_得票數,平原立委候選人8＿候選人名稱,平原立委候選人8＿黨籍,平原立委候選人8_得票數,平原立委候選人9＿候選人名稱,平原立委候選人9＿黨籍,平原立委候選人9_得票數,平原立委候選人10＿候選人名稱,平原立委候選人10＿黨籍,平原立委候選人10_得票數,山原立委候選人1＿黨籍,山原立委候選人1_得票數,山原立委候選人2＿候選人名稱,山原立委候選人2＿黨籍,山原立委候選人2_得票數,山原立委候選人3＿候選人名稱,山原立委候選人3＿黨籍,山原立委候選人3_得票數,山原立委候選人4＿候選人名稱,山原立委候選人4＿黨籍,山原立委候選人4_得票數,山原立委候選人5＿候選人名稱,山原立委候選人5＿黨籍,山原立委候選人5_得票數,山原立委候選人6＿候選人名稱,山原立委候選人6＿黨籍,山原立委候選人6_得票數,山原立委候選人7＿候選人名稱,山原立委候選人7＿黨籍,山原立委候選人7_得票數,山原立委候選人8＿候選人名稱,山原立委候選人8＿黨籍,山原立委候選人8_得票數,山原立委候選人9＿候選人名稱,山原立委候選人9＿黨籍,山原立委候選人9_得票數,山原立委候選人10＿候選人名稱,山原立委候選人10＿黨籍,山原立委候選人10_得票數,山原立委候選人11＿候選人名稱,山原立委候選人11＿黨籍,山原立委候選人11_得票數
花蓮縣,壽豐鄉,月眉村,10015043517,宋楚瑜/余湘,645,韓國瑜/張善政,12,蔡英文/賴清德,1046,1046,12,1058,1600,2,6,0,6,0,134,40,0,0,2,2,6,22,4,8,32,2,4,770,1040,無黨籍及未經政黨推薦,168,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,104,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,24,喜樂島聯盟,4,廖國棟Sufin．Siluko,中國國民黨,42,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,6,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,562,陳瑩,民主進步黨,34,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,26,黃仁,中國國民黨,48,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,2,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,16
花蓮縣,壽豐鄉,樹湖村,10015044334,宋楚瑜/余湘,594,韓國瑜/張善政,12,蔡英文/賴清德,486,486,10,496,698,0,4,4,6,4,124,26,4,2,2,6,0,10,0,8,24,4,0,246,474,無黨籍及未經政黨推薦,214,曹純明,無黨籍及未經政黨推薦,2,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,172,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,26,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,10,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,4,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,30,陳瑩,民主進步黨,4,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,4,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,4,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,10
花蓮縣,壽豐鄉,水璉村,10015044217,宋楚瑜/余湘,651,韓國瑜/張善政,12,蔡英文/賴清德,940,940,10,950,1438,8,2,0,2,2,174,20,0,0,0,4,10,18,8,8,30,10,2,572,870,無黨籍及未經政黨推薦,190,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,4,蕭美琴,民主進步黨,148,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,46,喜樂島聯盟,4,廖國棟Sufin．Siluko,中國國民黨,20,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,6,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,344,陳瑩,民主進步黨,80,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,26,黃仁,中國國民黨,22,無黨籍及未經政黨推薦,2,伍麗華Saidhai．Tahovecahe,民主進步黨,8,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,6,錢宥均,無黨籍及未經政黨推薦,2,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,12
花蓮縣,壽豐鄉,池南村,10015047351,宋楚瑜/余湘,624,韓國瑜/張善政,12,蔡英文/賴清德,1052,1052,16,1068,1502,0,0,0,12,2,272,56,6,2,2,6,2,42,8,8,34,6,0,556,1014,無黨籍及未經政黨推薦,268,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,282,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,64,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,12,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,10,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,284,陳瑩,民主進步黨,38,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,28,黃仁,中國國民黨,12,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,16,孔文吉,中國國民黨,6,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,24
花蓮縣,壽豐鄉,溪口村,10015047917,宋楚瑜/余湘,591,韓國瑜/張善政,12,蔡英文/賴清德,1330,1330,18,1348,2054,6,2,4,6,6,272,62,8,0,2,10,18,24,24,14,54,8,10,764,1294,無黨籍及未經政黨推薦,394,曹純明,無黨籍及未經政黨推薦,2,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,308,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,104,喜樂島聯盟,4,廖國棟Sufin．Siluko,中國國民黨,18,張寶美Ungo．Panay,無黨籍及未經政黨推薦,2,曾美華,無黨籍及未經政黨推薦,10,楊進福,無黨籍及未經政黨推薦,8,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,372,陳瑩,民主進步黨,42,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,24,黃仁,中國國民黨,12,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,6,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,12
花蓮縣,壽豐鄉,米棧村,10015042870,宋楚瑜/余湘,642,韓國瑜/張善政,12,蔡英文/賴清德,358,358,6,364,536,0,4,0,4,0,62,4,0,0,0,2,2,2,6,4,10,2,2,238,342,無黨籍及未經政黨推薦,130,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,54,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,14,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,20,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,10,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,104,陳瑩,民主進步黨,14,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,10,黃仁,中國國民黨,2,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,2,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,0
花蓮縣,壽豐鄉,豐坪村,10015045642,宋楚瑜/余湘,609,韓國瑜/張善政,12,蔡英文/賴清德,1144,1144,14,1158,1702,2,2,2,20,0,214,82,2,0,6,14,10,44,2,10,50,16,2,640,1118,無黨籍及未經政黨推薦,512,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,294,許願神,無黨籍及未經政黨推薦,4,黃啓嘉,中國國民黨,88,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,20,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,26,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,120,陳瑩,民主進步黨,18,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,22,黃仁,中國國民黨,20,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,2,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,4
花蓮縣,壽豐鄉,豐山村,10015048825,宋楚瑜/余湘,1197,韓國瑜/張善政,18,蔡英文/賴清德,2410,2410,32,2442,3668,10,10,6,30,6,634,152,4,6,2,12,4,50,10,32,94,24,6,1242,2334,無黨籍及未經政黨推薦,1136,曹純明,無黨籍及未經政黨推薦,2,蕭嘉豪,無黨籍及未經政黨推薦,4,蕭美琴,民主進步黨,852,許願神,無黨籍及未經政黨推薦,10,黃啓嘉,中國國民黨,190,喜樂島聯盟,6,廖國棟Sufin．Siluko,中國國民黨,20,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,12,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,78,陳瑩,民主進步黨,32,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,32,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,8,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,2,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,10
花蓮縣,壽豐鄉,豐裡村,10015045351,宋楚瑜/余湘,1209,韓國瑜/張善政,18,蔡英文/賴清德,1828,1828,38,1866,2712,0,6,2,18,2,408,116,2,0,16,8,12,60,12,26,106,20,2,984,1800,無黨籍及未經政黨推薦,808,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,8,蕭美琴,民主進步黨,622,許願神,無黨籍及未經政黨推薦,6,黃啓嘉,中國國民黨,128,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,20,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,4,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,164,陳瑩,民主進步黨,20,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,16,黃仁,中國國民黨,12,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,8,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,18
花蓮縣,壽豐鄉,鹽寮村,10015045656,宋楚瑜/余湘,648,韓國瑜/張善政,12,蔡英文/賴清德,676,676,2,678,1000,0,0,4,8,2,132,26,0,0,0,0,6,38,2,12,38,12,0,368,648,無黨籍及未經政黨推薦,178,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,8,蕭美琴,民主進步黨,186,許願神,無黨籍及未經政黨推薦,4,黃啓嘉,中國國民黨,40,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,20,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,2,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,2,鄭天財Sra．Kacaw,中國國民黨,148,陳瑩,民主進步黨,36,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,8,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,10,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,2,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,2,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,4
花蓮縣,富里鄉,吳江村,10015170624,宋楚瑜/余湘,906,韓國瑜/張善政,12,蔡英文/賴清德,514,514,12,526,924,0,2,2,2,2,100,28,2,0,0,10,4,12,0,4,6,2,2,316,494,無黨籍及未經政黨推薦,270,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,110,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,28,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,6,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,6,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,30,陳瑩,民主進步黨,28,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,4,無黨籍及未經政黨推薦,6,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,2,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,6,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,12
花蓮縣,富里鄉,學田村,10015176769,宋楚瑜/余湘,942,韓國瑜/張善政,12,蔡英文/賴清德,778,778,18,796,1216,6,0,0,6,4,238,40,0,2,8,6,2,12,2,8,16,6,2,410,768,無黨籍及未經政黨推薦,288,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,6,蕭美琴,民主進步黨,306,許願神,無黨籍及未經政黨推薦,2,黃啓嘉,中國國民黨,72,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,2,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,4,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,62,陳瑩,民主進步黨,20,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,6,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,2,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,8
花蓮縣,富里鄉,富南村,10015173133,宋楚瑜/余湘,939,韓國瑜/張善政,12,蔡英文/賴清德,556,556,6,562,976,0,0,4,4,0,150,26,2,0,0,10,2,14,2,12,8,6,0,288,528,無黨籍及未經政黨推薦,240,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,176,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,56,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,2,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,0,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,26,陳瑩,民主進步黨,26,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,2,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,2
花蓮縣,富里鄉,富里村,10015171786,宋楚瑜/余湘,930,韓國瑜/張善政,12,蔡英文/賴清德,1606,1606,14,1620,2604,2,8,0,20,0,380,78,18,6,8,8,16,52,4,42,52,10,0,844,1548,無黨籍及未經政黨推薦,780,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,6,蕭美琴,民主進步黨,524,許願神,無黨籍及未經政黨推薦,8,黃啓嘉,中國國民黨,190,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,10,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,0,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,16,陳瑩,民主進步黨,22,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,0,無黨籍及未經政黨推薦,2,伍麗華Saidhai．Tahovecahe,民主進步黨,4,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,2,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,2,高金素梅,無黨籍及未經政黨推薦,22
花蓮縣,富里鄉,新興村,10015176678,宋楚瑜/余湘,915,韓國瑜/張善政,12,蔡英文/賴清德,582,582,14,596,1150,4,0,2,6,2,128,22,2,0,4,6,2,10,6,6,16,2,2,330,550,無黨籍及未經政黨推薦,268,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,132,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,58,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,4,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,2,楊進福,無黨籍及未經政黨推薦,2,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,52,陳瑩,民主進步黨,52,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,0,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,2,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,2,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,0,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,4
花蓮縣,富里鄉,明里村,10015178192,宋楚瑜/余湘,927,韓國瑜/張善政,12,蔡英文/賴清德,428,428,6,434,688,2,0,0,4,0,80,18,16,0,2,2,2,6,2,2,16,4,2,244,402,無黨籍及未經政黨推薦,232,曹純明,無黨籍及未經政黨推薦,0,蕭嘉豪,無黨籍及未經政黨推薦,2,蕭美琴,民主進步黨,108,許願神,無黨籍及未經政黨推薦,0,黃啓嘉,中國國民黨,62,喜樂島聯盟,0,廖國棟Sufin．Siluko,中國國民黨,8,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,0,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,10,陳瑩,民主進步黨,0,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,0,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,2,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,2,高金素梅,無黨籍及未經政黨推薦,4
花蓮縣,富里鄉,東里村,10015171031,宋楚瑜/余湘,909,韓國瑜/張善政,12,蔡英文/賴清德,1020,1020,18,1038,1992,0,2,2,18,6,228,70,16,0,0,8,8,46,4,8,40,14,0,490,960,無黨籍及未經政黨推薦,470,曹純明,無黨籍及未經政黨推薦,2,蕭嘉豪,無黨籍及未經政黨推薦,0,蕭美琴,民主進步黨,306,許願神,無黨籍及未經政黨推薦,4,黃啓嘉,中國國民黨,80,喜樂島聯盟,2,廖國棟Sufin．Siluko,中國國民黨,8,張寶美Ungo．Panay,無黨籍及未經政黨推薦,0,曾美華,無黨籍及未經政黨推薦,0,楊進福,無黨籍及未經政黨推薦,28,達佶祐．卡造Takiyo．Kacaw,無黨籍及未經政黨推薦,0,鄭天財Sra．Kacaw,中國國民黨,56,陳瑩,民主進步黨,38,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,0,無黨籍及未經政黨推薦,0,伍麗華Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,6,張曜羣Lawpaw Buya,無黨籍及未經政黨推薦,0,撒卡伊,無黨籍及未經政黨推薦,0,林信義,無黨籍及未經政黨推薦,0,林曉婷,無黨籍及未經政黨推薦,0,章正輝Lemaljiz．Kusaza,中國國民黨,2,錢宥均,無黨籍及未經政黨推薦,0,高畹芯,喜樂島聯盟,0,高金素梅,無黨籍及未經政黨推薦,8
