縣市,行政區別,鄰里,區域別代碼,縣市長候選人1＿候選人名稱,縣市長候選人1＿黨籍,縣市長候選人1_得票數,縣市長候選人2＿候選人名稱,縣市長候選人2＿黨籍,縣市長候選人2_得票數,縣市長候選人3＿候選人名稱,縣市長候選人3＿黨籍,縣市長候選人3_得票數,縣市長候選人4＿候選人名稱,縣市長候選人4＿黨籍,縣市長候選人4_得票數,縣市長候選人5＿候選人名稱,縣市長候選人5＿黨籍,縣市長候選人5_得票數,縣市長候選人6＿候選人名稱,縣市長候選人6＿黨籍,縣市長候選人6_得票數,縣市長候選人7＿候選人名稱,縣市長候選人7＿黨籍,縣市長候選人7_得票數,縣市長候選人8＿候選人名稱,縣市長候選人8＿黨籍,縣市長候選人8_得票數,縣市長候選人9＿候選人名稱,縣市長候選人9＿黨籍,縣市長候選人9_得票數,縣市長候選人10＿候選人名稱,縣市長候選人10＿黨籍,縣市長候選人10_得票數,縣市長有效票數A,縣市長無效票數B,縣市長投票數C,縣市長選舉人數G,鄉鎮市長候選人1＿候選人名稱,鄉鎮市長候選人1＿黨籍,鄉鎮市長候選人1_得票數,鄉鎮市長候選人2＿候選人名稱,鄉鎮市長候選人2＿黨籍,鄉鎮市長候選人2_得票數,鄉鎮市長候選人3＿候選人名稱,鄉鎮市長候選人3＿黨籍,鄉鎮市長候選人3_得票數,鄉鎮市長候選人4＿候選人名稱,鄉鎮市長候選人4＿黨籍,鄉鎮市長候選人4_得票數,鄉鎮市長候選人5＿候選人名稱,鄉鎮市長候選人5＿黨籍,鄉鎮市長候選人5_得票數,鄉鎮市長候選人6＿候選人名稱,鄉鎮市長候選人6＿黨籍,鄉鎮市長候選人6_得票數,鄉鎮市長候選人7＿候選人名稱,鄉鎮市長候選人7＿黨籍,鄉鎮市長候選人7_得票數,鄉鎮市長候選人8＿候選人名稱,鄉鎮市長候選人8＿黨籍,鄉鎮市長候選人8_得票數,鄉鎮市長候選人9＿候選人名稱,鄉鎮市長候選人9＿黨籍,鄉鎮市長候選人9_得票數,鄉鎮市長候選人10＿候選人名稱,鄉鎮市長候選人10＿黨籍,鄉鎮市長候選人10_得票數,鄉鎮市長有效票數A,鄉鎮市長無效票數B,鄉鎮市長投票數C,鄉鎮市長選舉人數G,區域縣市議員候選人1＿候選人名稱,區域縣市議員候選人1＿黨籍,區域縣市議員候選人1_得票數,區域縣市議員候選人2＿候選人名稱,區域縣市議員候選人2＿黨籍,區域縣市議員候選人2_得票數,區域縣市議員候選人3＿候選人名稱,區域縣市議員候選人3＿黨籍,區域縣市議員候選人3_得票數,區域縣市議員候選人4＿候選人名稱,區域縣市議員候選人4＿黨籍,區域縣市議員候選人4_得票數,區域縣市議員候選人5＿候選人名稱,區域縣市議員候選人5＿黨籍,區域縣市議員候選人5_得票數,區域縣市議員候選人6＿候選人名稱,區域縣市議員候選人6＿黨籍,區域縣市議員候選人6_得票數,區域縣市議員候選人7＿候選人名稱,區域縣市議員候選人7＿黨籍,區域縣市議員候選人7_得票數,區域縣市議員候選人8＿候選人名稱,區域縣市議員候選人8＿黨籍,區域縣市議員候選人8_得票數,區域縣市議員候選人9＿候選人名稱,區域縣市議員候選人9＿黨籍,區域縣市議員候選人9_得票數,區域縣市議員候選人10＿候選人名稱,區域縣市議員候選人10＿黨籍,區域縣市議員候選人10_得票數,區域縣市議員候選人11＿候選人名稱,區域縣市議員候選人11＿黨籍,區域縣市議員候選人11_得票數,區域縣市議員候選人12＿候選人名稱,區域縣市議員候選人12＿黨籍,區域縣市議員候選人12_得票數,區域縣市議員候選人13＿候選人名稱,區域縣市議員候選人13＿黨籍,區域縣市議員候選人13_得票數,區域縣市議員候選人14＿候選人名稱,區域縣市議員候選人14＿黨籍,區域縣市議員候選人14_得票數,區域縣市議員有效票數A,區域縣市議員無效票數B,區域縣市議員投票數C,區域縣市議員選舉人數G,平原縣市議員候選人1＿候選人名稱,平原縣市議員候選人1＿黨籍,平原縣市議員候選人1_得票數,平原縣市議員候選人2＿候選人名稱,平原縣市議員候選人2＿黨籍,平原縣市議員候選人2_得票數,平原縣市議員候選人3＿候選人名稱,平原縣市議員候選人3＿黨籍,平原縣市議員候選人3_得票數,平原縣市議員候選人4＿候選人名稱,平原縣市議員候選人4＿黨籍,平原縣市議員候選人4_得票數,平原縣市議員候選人5＿候選人名稱,平原縣市議員候選人5＿黨籍,平原縣市議員候選人5_得票數,平原縣市議員候選人6＿候選人名稱,平原縣市議員候選人6＿黨籍,平原縣市議員候選人6_得票數,平原縣市議員候選人7＿候選人名稱,平原縣市議員候選人7＿黨籍,平原縣市議員候選人7_得票數,平原縣市議員候選人8＿候選人名稱,平原縣市議員候選人8＿黨籍,平原縣市議員候選人8_得票數,平原縣市議員候選人9＿候選人名稱,平原縣市議員候選人9＿黨籍,平原縣市議員候選人9_得票數,平原縣市議員候選人10＿候選人名稱,平原縣市議員候選人10＿黨籍,平原縣市議員候選人10_得票數,平原縣市議員有效票數A,平原縣市議員無效票數B,平原縣市議員投票數C,平原縣市議員選舉人數G,山原縣市議員候選人1＿候選人名稱,山原縣市議員候選人1＿黨籍,山原縣市議員候選人1_得票數,山原縣市議員候選人2＿候選人名稱,山原縣市議員候選人2＿黨籍,山原縣市議員候選人2_得票數,山原縣市議員候選人3＿候選人名稱,山原縣市議員候選人3＿黨籍,山原縣市議員候選人3_得票數,山原縣市議員候選人4＿候選人名稱,山原縣市議員候選人4＿黨籍,山原縣市議員候選人4_得票數,山原縣市議員候選人5＿候選人名稱,山原縣市議員候選人5＿黨籍,山原縣市議員候選人5_得票數,山原縣市議員候選人6＿候選人名稱,山原縣市議員候選人6＿黨籍,山原縣市議員候選人6_得票數,山原縣市議員候選人7＿候選人名稱,山原縣市議員候選人7＿黨籍,山原縣市議員候選人7_得票數,山原縣市議員候選人8＿候選人名稱,山原縣市議員候選人8＿黨籍,山原縣市議員候選人8_得票數,山原縣市議員候選人9＿候選人名稱,山原縣市議員候選人9＿黨籍,山原縣市議員候選人9_得票數,山原縣市議員候選人10＿候選人名稱,山原縣市議員候選人10＿黨籍,山原縣市議員候選人10_得票數,山原縣市議員有效票數A,山原縣市議員無效票數B,山原縣市議員投票數C,山原縣市議員選舉人數G,鄉鎮市民代表候選人1＿候選人名稱,鄉鎮市民代表候選人1＿黨籍,鄉鎮市民代表候選人1_得票數,鄉鎮市民代表候選人2＿候選人名稱,鄉鎮市民代表候選人2＿黨籍,鄉鎮市民代表候選人2_得票數,鄉鎮市民代表候選人3＿候選人名稱,鄉鎮市民代表候選人3＿黨籍,鄉鎮市民代表候選人3_得票數,鄉鎮市民代表候選人4＿候選人名稱,鄉鎮市民代表候選人4＿黨籍,鄉鎮市民代表候選人4_得票數,鄉鎮市民代表候選人5＿候選人名稱,鄉鎮市民代表候選人5＿黨籍,鄉鎮市民代表候選人5_得票數,鄉鎮市民代表候選人6＿候選人名稱,鄉鎮市民代表候選人6＿黨籍,鄉鎮市民代表候選人6_得票數,鄉鎮市民代表候選人7＿候選人名稱,鄉鎮市民代表候選人7＿黨籍,鄉鎮市民代表候選人7_得票數,鄉鎮市民代表候選人8＿候選人名稱,鄉鎮市民代表候選人8＿黨籍,鄉鎮市民代表候選人8_得票數,鄉鎮市民代表候選人9＿候選人名稱,鄉鎮市民代表候選人9＿黨籍,鄉鎮市民代表候選人9_得票數,鄉鎮市民代表候選人10＿候選人名稱,鄉鎮市民代表候選人10＿黨籍,鄉鎮市民代表候選人10_得票數,鄉鎮市民代表候選人11＿候選人名稱,鄉鎮市民代表候選人11＿黨籍,鄉鎮市民代表候選人11_得票數,鄉鎮市民代表候選人12＿候選人名稱,鄉鎮市民代表候選人12＿黨籍,鄉鎮市民代表候選人12_得票數,鄉鎮市民代表候選人13＿候選人名稱,鄉鎮市民代表候選人13＿黨籍,鄉鎮市民代表候選人13_得票數,鄉鎮市民代表候選人14＿候選人名稱,鄉鎮市民代表候選人14＿黨籍,鄉鎮市民代表候選人14_得票數,鄉鎮市民代表候選人15＿候選人名稱,鄉鎮市民代表候選人15＿黨籍,鄉鎮市民代表候選人15_得票數,鄉鎮市民代表候選人16＿候選人名稱,鄉鎮市民代表候選人16＿黨籍,鄉鎮市民代表候選人16_得票數,鄉鎮市民代表候選人17＿候選人名稱,鄉鎮市民代表候選人17＿黨籍,鄉鎮市民代表候選人17_得票數,鄉鎮市民代表候選人18＿候選人名稱,鄉鎮市民代表候選人18＿黨籍,鄉鎮市民代表候選人18_得票數,鄉鎮市民代表候選人19＿候選人名稱,鄉鎮市民代表候選人19＿黨籍,鄉鎮市民代表候選人19_得票數,鄉鎮市民代表候選人20＿候選人名稱,鄉鎮市民代表候選人20＿黨籍,鄉鎮市民代表候選人20_得票數,鄉鎮市民代表候選人21＿候選人名稱,鄉鎮市民代表候選人21＿黨籍,鄉鎮市民代表候選人21_得票數,鄉鎮市民代表候選人22＿候選人名稱,鄉鎮市民代表候選人22＿黨籍,鄉鎮市民代表候選人22_得票數,鄉鎮市民代表有效票數A,鄉鎮市民代表無效票數B,鄉鎮市民代表投票數C,鄉鎮市民代表選舉人數G
花蓮縣,壽豐鄉,光榮村,10015060008,傅崐萁,無黨籍,300,徐榛蔚,無黨籍,20,黄師鵬,無黨籍,5,柯賜海,無黨籍,69,朱國華,無黨籍,2,蔡啟塔,中國國民黨,146,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,無黨籍,330,張懷文,中國國民黨,220,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,游美雲,民主進步黨,4,吳建志,中國國民黨,3,謝明圳,無黨籍,0,徐雪玉,中國國民黨,30,康木樹,無黨籍,0,張正治,中國國民黨,10,游淑貞,無黨籍,3,葉鯤璟,無黨籍,16,黃振富,民主進步黨,3,張峻,中國國民黨,0,鄭乾龍,民主進步黨,1,林殷全,無黨籍,1,邱永双,中國國民黨,5,黃晨霖,中國國民黨,1,0,0,0,0,孫永昌,中國國民黨,64,萬榮財Lafi‧Mayaw,無黨籍,213,楊德金Kati‧Payo,中國國民黨,92,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,無黨籍,84,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam  Cirig,中國國民黨,5,田韻馨,無黨籍,0,張文成,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝如哲,無黨籍,5,林啟明,無黨籍,5,林瑞國,中國國民黨,5,許凱彬,無黨籍,10,李錦福,中國國民黨,10,張旗福,中國國民黨,10,邱美淑,無黨籍,10,周欽南,無黨籍,10,黃水龍,中國國民黨,15,張仁俊,無黨籍,15,塗寶貴,中國國民黨,26,鄭美香,中國國民黨,11,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,共和村,10015060006,傅崐萁,無黨籍,278,徐榛蔚,無黨籍,14,黄師鵬,無黨籍,5,柯賜海,無黨籍,34,朱國華,無黨籍,3,蔡啟塔,中國國民黨,57,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,無黨籍,192,張懷文,中國國民黨,210,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,游美雲,民主進步黨,5,吳建志,中國國民黨,15,謝明圳,無黨籍,0,徐雪玉,中國國民黨,109,康木樹,無黨籍,7,張正治,中國國民黨,30,游淑貞,無黨籍,10,葉鯤璟,無黨籍,102,黃振富,民主進步黨,9,張峻,中國國民黨,6,鄭乾龍,民主進步黨,15,林殷全,無黨籍,0,邱永双,中國國民黨,5,黃晨霖,中國國民黨,1,0,0,0,0,孫永昌,中國國民黨,9,萬榮財Lafi‧Mayaw,無黨籍,24,楊德金Kati‧Payo,中國國民黨,14,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,無黨籍,32,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam  Cirig,中國國民黨,3,田韻馨,無黨籍,0,張文成,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝如哲,無黨籍,2,林啟明,無黨籍,2,林瑞國,中國國民黨,2,許凱彬,無黨籍,79,李錦福,中國國民黨,79,張旗福,中國國民黨,79,邱美淑,無黨籍,18,周欽南,無黨籍,18,黃水龍,中國國民黨,71,張仁俊,無黨籍,71,塗寶貴,中國國民黨,123,鄭美香,中國國民黨,22,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,壽豐村,10015060007,傅崐萁,無黨籍,666,徐榛蔚,無黨籍,44,黄師鵬,無黨籍,11,柯賜海,無黨籍,101,朱國華,無黨籍,12,蔡啟塔,中國國民黨,218,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,無黨籍,467,張懷文,中國國民黨,591,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,游美雲,民主進步黨,25,吳建志,中國國民黨,21,謝明圳,無黨籍,0,徐雪玉,中國國民黨,209,康木樹,無黨籍,11,張正治,中國國民黨,102,游淑貞,無黨籍,37,葉鯤璟,無黨籍,194,黃振富,民主進步黨,43,張峻,中國國民黨,14,鄭乾龍,民主進步黨,19,林殷全,無黨籍,1,邱永双,中國國民黨,30,黃晨霖,中國國民黨,9,0,0,0,0,孫永昌,中國國民黨,40,萬榮財Lafi‧Mayaw,無黨籍,121,楊德金Kati‧Payo,中國國民黨,101,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,無黨籍,63,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam  Cirig,中國國民黨,3,田韻馨,無黨籍,3,張文成,無黨籍,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝如哲,無黨籍,24,林啟明,無黨籍,24,林瑞國,中國國民黨,24,許凱彬,無黨籍,167,李錦福,中國國民黨,167,張旗福,中國國民黨,167,邱美淑,無黨籍,49,周欽南,無黨籍,49,黃水龍,中國國民黨,87,張仁俊,無黨籍,87,塗寶貴,中國國民黨,298,鄭美香,中國國民黨,98,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,平和村,10015060010,傅崐萁,無黨籍,586,徐榛蔚,無黨籍,35,黄師鵬,無黨籍,9,柯賜海,無黨籍,104,朱國華,無黨籍,12,蔡啟塔,中國國民黨,172,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,無黨籍,422,張懷文,中國國民黨,494,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,游美雲,民主進步黨,39,吳建志,中國國民黨,29,謝明圳,無黨籍,0,徐雪玉,中國國民黨,276,康木樹,無黨籍,12,張正治,中國國民黨,82,游淑貞,無黨籍,18,葉鯤璟,無黨籍,154,黃振富,民主進步黨,42,張峻,中國國民黨,3,鄭乾龍,民主進步黨,28,林殷全,無黨籍,2,邱永双,中國國民黨,10,黃晨霖,中國國民黨,23,0,0,0,0,孫永昌,中國國民黨,26,萬榮財Lafi‧Mayaw,無黨籍,45,楊德金Kati‧Payo,中國國民黨,39,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,無黨籍,58,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam  Cirig,中國國民黨,6,田韻馨,無黨籍,6,張文成,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝如哲,無黨籍,44,林啟明,無黨籍,44,林瑞國,中國國民黨,44,許凱彬,無黨籍,251,李錦福,中國國民黨,251,張旗福,中國國民黨,251,邱美淑,無黨籍,43,周欽南,無黨籍,43,黃水龍,中國國民黨,137,張仁俊,無黨籍,137,塗寶貴,中國國民黨,111,鄭美香,中國國民黨,136,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,志學村,10015060011,傅崐萁,無黨籍,881,徐榛蔚,無黨籍,54,黄師鵬,無黨籍,26,柯賜海,無黨籍,226,朱國華,無黨籍,31,蔡啟塔,中國國民黨,314,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,無黨籍,845,張懷文,中國國民黨,702,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,游美雲,民主進步黨,65,吳建志,中國國民黨,80,謝明圳,無黨籍,64,徐雪玉,中國國民黨,567,康木樹,無黨籍,24,張正治,中國國民黨,84,游淑貞,無黨籍,68,葉鯤璟,無黨籍,185,黃振富,民主進步黨,69,張峻,中國國民黨,18,鄭乾龍,民主進步黨,76,林殷全,無黨籍,4,邱永双,中國國民黨,19,黃晨霖,中國國民黨,17,0,0,0,0,孫永昌,中國國民黨,21,萬榮財Lafi‧Mayaw,無黨籍,47,楊德金Kati‧Payo,中國國民黨,34,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,無黨籍,48,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam  Cirig,中國國民黨,27,田韻馨,無黨籍,10,張文成,無黨籍,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝如哲,無黨籍,42,林啟明,無黨籍,42,林瑞國,中國國民黨,42,許凱彬,無黨籍,111,李錦福,中國國民黨,111,張旗福,中國國民黨,111,邱美淑,無黨籍,93,周欽南,無黨籍,93,黃水龍,中國國民黨,558,張仁俊,無黨籍,558,塗寶貴,中國國民黨,177,鄭美香,中國國民黨,360,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,月眉村,10015060013,傅崐萁,無黨籍,365,徐榛蔚,無黨籍,19,黄師鵬,無黨籍,3,柯賜海,無黨籍,35,朱國華,無黨籍,3,蔡啟塔,中國國民黨,131,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,無黨籍,305,張懷文,中國國民黨,252,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,游美雲,民主進步黨,5,吳建志,中國國民黨,4,謝明圳,無黨籍,0,徐雪玉,中國國民黨,64,康木樹,無黨籍,5,張正治,中國國民黨,13,游淑貞,無黨籍,6,葉鯤璟,無黨籍,24,黃振富,民主進步黨,3,張峻,中國國民黨,3,鄭乾龍,民主進步黨,8,林殷全,無黨籍,0,邱永双,中國國民黨,6,黃晨霖,中國國民黨,6,0,0,0,0,孫永昌,中國國民黨,145,萬榮財Lafi‧Mayaw,無黨籍,102,楊德金Kati‧Payo,中國國民黨,85,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,無黨籍,61,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam  Cirig,中國國民黨,7,田韻馨,無黨籍,7,張文成,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝如哲,無黨籍,7,林啟明,無黨籍,7,林瑞國,中國國民黨,7,許凱彬,無黨籍,20,李錦福,中國國民黨,20,張旗福,中國國民黨,20,邱美淑,無黨籍,10,周欽南,無黨籍,10,黃水龍,中國國民黨,26,張仁俊,無黨籍,26,塗寶貴,中國國民黨,37,鄭美香,中國國民黨,62,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,樹湖村,10015060001,傅崐萁,無黨籍,167,徐榛蔚,無黨籍,11,黄師鵬,無黨籍,0,柯賜海,無黨籍,9,朱國華,無黨籍,4,蔡啟塔,中國國民黨,26,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,無黨籍,77,張懷文,中國國民黨,148,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,游美雲,民主進步黨,3,吳建志,中國國民黨,6,謝明圳,無黨籍,0,徐雪玉,中國國民黨,54,康木樹,無黨籍,0,張正治,中國國民黨,23,游淑貞,無黨籍,8,葉鯤璟,無黨籍,72,黃振富,民主進步黨,1,張峻,中國國民黨,2,鄭乾龍,民主進步黨,7,林殷全,無黨籍,0,邱永双,中國國民黨,13,黃晨霖,中國國民黨,2,0,0,0,0,孫永昌,中國國民黨,5,萬榮財Lafi‧Mayaw,無黨籍,2,楊德金Kati‧Payo,中國國民黨,6,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,無黨籍,8,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam  Cirig,中國國民黨,3,田韻馨,無黨籍,0,張文成,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝如哲,無黨籍,43,林啟明,無黨籍,43,林瑞國,中國國民黨,43,許凱彬,無黨籍,67,李錦福,中國國民黨,67,張旗福,中國國民黨,67,邱美淑,無黨籍,50,周欽南,無黨籍,50,黃水龍,中國國民黨,33,張仁俊,無黨籍,33,塗寶貴,中國國民黨,0,鄭美香,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,水璉村,10015060014,傅崐萁,無黨籍,342,徐榛蔚,無黨籍,25,黄師鵬,無黨籍,5,柯賜海,無黨籍,49,朱國華,無黨籍,5,蔡啟塔,中國國民黨,110,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,無黨籍,226,張懷文,中國國民黨,321,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,游美雲,民主進步黨,13,吳建志,中國國民黨,15,謝明圳,無黨籍,1,徐雪玉,中國國民黨,75,康木樹,無黨籍,2,張正治,中國國民黨,7,游淑貞,無黨籍,34,葉鯤璟,無黨籍,22,黃振富,民主進步黨,19,張峻,中國國民黨,8,鄭乾龍,民主進步黨,8,林殷全,無黨籍,0,邱永双,中國國民黨,6,黃晨霖,中國國民黨,30,0,0,0,0,孫永昌,中國國民黨,60,萬榮財Lafi‧Mayaw,無黨籍,51,楊德金Kati‧Payo,中國國民黨,46,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,無黨籍,119,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam  Cirig,中國國民黨,10,田韻馨,無黨籍,4,張文成,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝如哲,無黨籍,95,林啟明,無黨籍,95,林瑞國,中國國民黨,95,許凱彬,無黨籍,168,李錦福,中國國民黨,168,張旗福,中國國民黨,168,邱美淑,無黨籍,0,周欽南,無黨籍,0,黃水龍,中國國民黨,0,張仁俊,無黨籍,0,塗寶貴,中國國民黨,0,鄭美香,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,池南村,10015060009,傅崐萁,無黨籍,309,徐榛蔚,無黨籍,23,黄師鵬,無黨籍,17,柯賜海,無黨籍,73,朱國華,無黨籍,5,蔡啟塔,中國國民黨,122,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,無黨籍,317,張懷文,中國國民黨,236,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,游美雲,民主進步黨,16,吳建志,中國國民黨,12,謝明圳,無黨籍,2,徐雪玉,中國國民黨,65,康木樹,無黨籍,13,張正治,中國國民黨,20,游淑貞,無黨籍,27,葉鯤璟,無黨籍,52,黃振富,民主進步黨,18,張峻,中國國民黨,7,鄭乾龍,民主進步黨,28,林殷全,無黨籍,3,邱永双,中國國民黨,23,黃晨霖,中國國民黨,11,0,0,0,0,孫永昌,中國國民黨,30,萬榮財Lafi‧Mayaw,無黨籍,74,楊德金Kati‧Payo,中國國民黨,44,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,無黨籍,70,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam  Cirig,中國國民黨,15,田韻馨,無黨籍,8,張文成,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝如哲,無黨籍,29,林啟明,無黨籍,29,林瑞國,中國國民黨,29,許凱彬,無黨籍,92,李錦福,中國國民黨,92,張旗福,中國國民黨,92,邱美淑,無黨籍,27,周欽南,無黨籍,27,黃水龍,中國國民黨,46,張仁俊,無黨籍,46,塗寶貴,中國國民黨,82,鄭美香,中國國民黨,38,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
花蓮縣,壽豐鄉,溪口村,10015060002,傅崐萁,無黨籍,458,徐榛蔚,無黨籍,17,黄師鵬,無黨籍,6,柯賜海,無黨籍,53,朱國華,無黨籍,4,蔡啟塔,中國國民黨,125,,,0,,,0,,,0,,,0,0,0,0,0,曾淑懿,無黨籍,317,張懷文,中國國民黨,358,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,游美雲,民主進步黨,18,吳建志,中國國民黨,19,謝明圳,無黨籍,0,徐雪玉,中國國民黨,122,康木樹,無黨籍,4,張正治,中國國民黨,27,游淑貞,無黨籍,7,葉鯤璟,無黨籍,82,黃振富,民主進步黨,33,張峻,中國國民黨,34,鄭乾龍,民主進步黨,64,林殷全,無黨籍,2,邱永双,中國國民黨,9,黃晨霖,中國國民黨,7,0,0,0,0,孫永昌,中國國民黨,59,萬榮財Lafi‧Mayaw,無黨籍,53,楊德金Kati‧Payo,中國國民黨,50,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,無黨籍,67,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,許淑銀Otiam  Cirig,中國國民黨,5,田韻馨,無黨籍,3,張文成,無黨籍,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,謝如哲,無黨籍,47,林啟明,無黨籍,47,林瑞國,中國國民黨,47,許凱彬,無黨籍,80,李錦福,中國國民黨,80,張旗福,中國國民黨,80,邱美淑,無黨籍,80,周欽南,無黨籍,80,黃水龍,中國國民黨,222,張仁俊,無黨籍,222,塗寶貴,中國國民黨,0,鄭美香,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
