行政區別,村里別,1_宋楚瑜/余湘,10-014_1_黨籍,2_韓國瑜/張善政,10-014_2_黨籍,3_蔡英文/賴清德,10-014_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
東河鄉,都蘭村,96,親民黨,1616,中國國民黨,966,民主進步黨,2678,18,2696,0,2696,1446,4142,65.09
長濱鄉,樟原村,18,親民黨,452,中國國民黨,218,民主進步黨,688,6,694,0,694,502,1196,58.03
長濱鄉,三間村,42,親民黨,948,中國國民黨,268,民主進步黨,1258,10,1268,0,1268,1040,2308,54.94
長濱鄉,忠勇村,22,親民黨,296,中國國民黨,198,民主進步黨,516,6,522,0,522,520,1042,50.1
長濱鄉,長濱村,66,親民黨,1368,中國國民黨,718,民主進步黨,2152,36,2188,0,2188,1664,3852,56.8
長濱鄉,竹湖村,32,親民黨,618,中國國民黨,296,民主進步黨,946,8,954,0,954,808,1762,54.14
長濱鄉,寧埔村,32,親民黨,932,中國國民黨,322,民主進步黨,1286,12,1298,0,1298,1046,2344,55.38
太麻里鄉,美和村,50,親民黨,772,中國國民黨,788,民主進步黨,1610,22,1632,0,1632,902,2534,64.4
太麻里鄉,三和村,30,親民黨,322,中國國民黨,414,民主進步黨,766,6,772,0,772,410,1182,65.31
太麻里鄉,華源村,40,親民黨,290,中國國民黨,436,民主進步黨,766,16,782,0,782,398,1180,66.27
太麻里鄉,北里村,26,親民黨,376,中國國民黨,318,民主進步黨,720,8,728,0,728,386,1114,65.35
太麻里鄉,泰和村,56,親民黨,1088,中國國民黨,758,民主進步黨,1902,10,1912,0,1912,820,2732,69.99
太麻里鄉,大王村,52,親民黨,1332,中國國民黨,876,民主進步黨,2260,26,2286,0,2286,1138,3424,66.76
太麻里鄉,香蘭村,28,親民黨,546,中國國民黨,380,民主進步黨,954,10,964,0,964,598,1562,61.72
太麻里鄉,金崙村,72,親民黨,1690,中國國民黨,410,民主進步黨,2172,12,2184,0,2184,1110,3294,66.3
太麻里鄉,多良村,38,親民黨,848,中國國民黨,176,民主進步黨,1062,12,1074,0,1074,690,1764,60.88
大武鄉,大竹村,24,親民黨,712,中國國民黨,130,民主進步黨,866,14,880,0,880,580,1460,60.27
大武鄉,大鳥村,36,親民黨,1056,中國國民黨,226,民主進步黨,1318,8,1326,0,1326,810,2136,62.08
大武鄉,大武村,34,親民黨,924,中國國民黨,492,民主進步黨,1450,8,1458,0,1458,1050,2508,58.13
大武鄉,尚武村,40,親民黨,692,中國國民黨,678,民主進步黨,1410,16,1426,0,1426,1330,2756,51.74
大武鄉,南興村,16,親民黨,472,中國國民黨,184,民主進步黨,672,6,678,0,678,374,1052,64.45
綠島鄉,公舘村,26,親民黨,664,中國國民黨,282,民主進步黨,972,16,988,0,988,914,1902,51.95
綠島鄉,中寮村,34,親民黨,674,中國國民黨,292,民主進步黨,1000,16,1016,0,1016,1000,2016,50.4
綠島鄉,南寮村,38,親民黨,1040,中國國民黨,480,民主進步黨,1558,6,1564,0,1564,1322,2886,54.19
海端鄉,廣原村,18,親民黨,614,中國國民黨,162,民主進步黨,794,4,798,0,798,608,1406,56.76
海端鄉,霧鹿村,8,親民黨,248,中國國民黨,66,民主進步黨,322,8,330,0,330,168,498,66.27
海端鄉,利稻村,12,親民黨,206,中國國民黨,98,民主進步黨,316,2,318,0,318,166,484,65.7
海端鄉,海端村,48,親民黨,782,中國國民黨,226,民主進步黨,1056,10,1066,0,1066,782,1848,57.68
海端鄉,崁頂村,20,親民黨,568,中國國民黨,138,民主進步黨,726,2,728,0,728,358,1086,67.03
海端鄉,加拿村,20,親民黨,460,中國國民黨,104,民主進步黨,584,4,588,0,588,344,932,63.09
延平鄉,武陵村,22,親民黨,558,中國國民黨,138,民主進步黨,718,12,730,0,730,372,1102,66.24
延平鄉,永康村,12,親民黨,334,中國國民黨,46,民主進步黨,392,4,396,0,396,190,586,67.58
延平鄉,紅葉村,18,親民黨,406,中國國民黨,114,民主進步黨,538,8,546,0,546,264,810,67.41
延平鄉,鸞山村,20,親民黨,542,中國國民黨,124,民主進步黨,686,12,698,0,698,428,1126,61.99
延平鄉,桃源村,26,親民黨,856,中國國民黨,390,民主進步黨,1272,16,1288,0,1288,652,1940,66.39
金峰鄉,新興村,8,親民黨,648,中國國民黨,142,民主進步黨,798,6,804,0,804,184,988,81.38
金峰鄉,正興村,34,親民黨,730,中國國民黨,130,民主進步黨,894,2,896,0,896,264,1160,77.24
金峰鄉,嘉蘭村,44,親民黨,1358,中國國民黨,312,民主進步黨,1714,6,1720,0,1720,650,2370,72.57
金峰鄉,賓茂村,16,親民黨,426,中國國民黨,50,民主進步黨,492,4,496,0,496,132,628,78.98
金峰鄉,歷坵村,14,親民黨,408,中國國民黨,48,民主進步黨,470,6,476,0,476,152,628,75.8
達仁鄉,台坂村,22,親民黨,626,中國國民黨,116,民主進步黨,764,8,772,0,772,392,1164,66.32
達仁鄉,土坂村,34,親民黨,828,中國國民黨,184,民主進步黨,1046,8,1054,0,1054,630,1684,62.59
達仁鄉,新化村,10,親民黨,354,中國國民黨,82,民主進步黨,446,2,448,0,448,194,642,69.78
達仁鄉,安朔村,34,親民黨,570,中國國民黨,122,民主進步黨,726,0,726,0,726,390,1116,65.05
達仁鄉,森永村,12,親民黨,370,中國國民黨,110,民主進步黨,492,2,494,0,494,260,754,65.52
達仁鄉,南田村,10,親民黨,272,中國國民黨,90,民主進步黨,372,2,374,0,374,188,562,66.55
蘭嶼鄉,東清村,96,親民黨,552,中國國民黨,292,民主進步黨,940,8,948,0,948,1462,2410,39.34
蘭嶼鄉,朗島村,100,親民黨,248,中國國民黨,238,民主進步黨,586,6,592,0,592,872,1464,40.44
蘭嶼鄉,紅頭村,66,親民黨,670,中國國民黨,326,民主進步黨,1062,8,1070,0,1070,1360,2430,44.03
蘭嶼鄉,椰油村,48,親民黨,546,中國國民黨,188,民主進步黨,782,6,788,0,788,1042,1830,43.06
