省市代碼,縣市代碼,選區代碼,鄉鎮市區代碼,村里代碼,tbox_no,候選人號次,得票數,得票率,當選註記,ris_prv_code,ris_city_code,ris_area_code,ris_dept_code,區域名稱,cand_id,候選人姓名,性別,出生年,學歷,party_code,政黨,現任,副手,選舉年份,資料層級,當選
00,000,00,000,0000,0000,1,3813365,31.04, ,00,000,00,000,全國,8071,朱立倫,男,1961,博士,1,中國國民黨,否,否,2016,N,否
00,000,00,000,0000,0000,1,3813365,31.04,,00,000,00,000,全國,8072,王如玄,女,1961,碩士,1,中國國民黨,否,是,2016,N,否
00,000,00,000,0000,0000,2,6894744,56.12,*,00,000,00,000,全國,8073,蔡英文,女,1956,博士,16,民主進步黨,否,否,2016,N,是
00,000,00,000,0000,0000,2,6894744,56.12,,00,000,00,000,全國,8074,陳建仁,男,1951,博士,16,民主進步黨,否,是,2016,N,否
00,000,00,000,0000,0000,3,1576861,12.83, ,00,000,00,000,全國,8075,宋楚瑜,男,1942,博士,90,親民黨,否,否,2016,N,否
00,000,00,000,0000,0000,3,1576861,12.83,,00,000,00,000,全國,8076,徐欣瑩,女,1972,博士,90,親民黨,否,是,2016,N,否
