省市代碼,縣市代碼,選區代碼,鄉鎮市區代碼,村里代碼,tbox_no,候選人號次,得票數,得票率,當選註記,ris_prv_code,ris_city_code,ris_area_code,ris_dept_code,區域名稱,cand_id,候選人姓名,性別,出生年,學歷,party_code,政黨,現任,副手,選舉年份,資料層級,當選
00,000,00,000,0000,0000,1,608590,4.26, ,00,000,00,000,全國,8077,宋楚瑜,男,1942,博士,90,親民黨,否,否,2020,N,否
00,000,00,000,0000,0000,1,608590,4.26, ,00,000,00,000,全國,8078,余湘,女,1959,專科,90,親民黨,否,是,2020,N,否
00,000,00,000,0000,0000,2,5522119,38.61, ,00,000,00,000,全國,8079,韓國瑜,男,1957,碩士,1,中國國民黨,否,否,2020,N,否
00,000,00,000,0000,0000,2,5522119,38.61, ,00,000,00,000,全國,8080,張善政,男,1954,博士,1,中國國民黨,否,是,2020,N,否
00,000,00,000,0000,0000,3,8170231,57.13,*,00,000,00,000,全國,8081,蔡英文,女,1956,博士,16,民主進步黨,是,否,2020,N,是
00,000,00,000,0000,0000,3,8170231,57.13, ,00,000,00,000,全國,8082,賴清德,男,1959,碩士,16,民主進步黨,否,是,2020,N,否
