省市代碼,縣市代碼,選區代碼,鄉鎮市區代碼,村里代碼,tbox_no,候選人號次,得票數,得票率,當選註記,ris_prv_code,ris_city_code,ris_area_code,ris_dept_code,區域名稱,cand_id,候選人姓名,性別,出生年,學歷,party_code,政黨,現任,副手,選舉年份,資料層級,當選
00,000,00,000,0000,0000,1,3690466,26.46, ,00,000,00,000,全國,203249,柯文哲,男,1959,博士,350,台灣民眾黨,否,否,2024,N,否
00,000,00,000,0000,0000,1,3690466,26.46, ,00,000,00,000,全國,203250,吳欣盈,女,1978,碩士,350,台灣民眾黨,否,是,2024,N,否
00,000,00,000,0000,0000,2,5586019,40.05,*,00,000,00,000,全國,203251,賴清德,男,1959,碩士,16,民主進步黨,是,否,2024,N,是
00,000,00,000,0000,0000,2,5586019,40.05, ,00,000,00,000,全國,203252,蕭美琴,女,1971,碩士,16,民主進步黨,否,是,2024,N,否
00,000,00,000,0000,0000,3,4671021,33.49, ,00,000,00,000,全國,203253,侯友宜,男,1957,博士,1,中國國民黨,否,否,2024,N,否
00,000,00,000,0000,0000,3,4671021,33.49, ,00,000,00,000,全國,203254,趙少康,男,1950,碩士,1,中國國民黨,否,是,2024,N,否
