行政區別,村里別,1_宋楚瑜/余湘,10-020_1_黨籍,2_韓國瑜/張善政,10-020_2_黨籍,3_蔡英文/賴清德,10-020_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
東區,荖藤里,312,親民黨,1922,中國國民黨,4158,民主進步黨,6392,48,6440,0,6440,2156,8596,74.92
東區,後湖里,244,親民黨,1646,中國國民黨,3040,民主進步黨,4930,52,4982,0,4982,1534,6516,76.46
東區,仁義里,194,親民黨,1490,中國國民黨,2408,民主進步黨,4092,30,4122,0,4122,1334,5456,75.55
東區,中庄里,230,親民黨,1648,中國國民黨,2786,民主進步黨,4664,56,4720,0,4720,1448,6168,76.52
東區,頂庄里,144,親民黨,1170,中國國民黨,1902,民主進步黨,3216,32,3248,0,3248,988,4236,76.68
東區,圳頭里,228,親民黨,2844,中國國民黨,3104,民主進步黨,6176,52,6228,0,6228,1982,8210,75.86
東區,新店里,252,親民黨,2428,中國國民黨,3444,民主進步黨,6124,88,6212,0,6212,1798,8010,77.55
東區,後庄里,218,親民黨,2366,中國國民黨,3262,民主進步黨,5846,74,5920,0,5920,1738,7658,77.3
東區,王田里,116,親民黨,1496,中國國民黨,1800,民主進步黨,3412,50,3462,0,3462,986,4448,77.83
東區,東川里,94,親民黨,1132,中國國民黨,1452,民主進步黨,2678,28,2706,0,2706,732,3438,78.71
東區,太平里,290,親民黨,2578,中國國民黨,3348,民主進步黨,6216,90,6306,0,6306,1822,8128,77.58
東區,盧厝里,108,親民黨,962,中國國民黨,1680,民主進步黨,2750,44,2794,0,2794,790,3584,77.96
東區,鹿寮里,54,親民黨,442,中國國民黨,922,民主進步黨,1418,12,1430,0,1430,566,1996,71.64
東區,長竹里,158,親民黨,1634,中國國民黨,2542,民主進步黨,4334,40,4374,0,4374,1166,5540,78.95
東區,短竹里,112,親民黨,1366,中國國民黨,1954,民主進步黨,3432,28,3460,0,3460,1054,4514,76.65
東區,新開里,150,親民黨,1062,中國國民黨,1678,民主進步黨,2890,40,2930,0,2930,956,3886,75.4
東區,宣信里,58,親民黨,586,中國國民黨,1202,民主進步黨,1846,30,1876,0,1876,718,2594,72.32
東區,興南里,86,親民黨,726,中國國民黨,1482,民主進步黨,2294,30,2324,0,2324,832,3156,73.64
東區,豐年里,56,親民黨,592,中國國民黨,1172,民主進步黨,1820,28,1848,0,1848,590,2438,75.8
東區,芳草里,158,親民黨,1688,中國國民黨,2922,民主進步黨,4768,60,4828,0,4828,1776,6604,73.11
東區,芳安里,136,親民黨,1150,中國國民黨,1876,民主進步黨,3162,36,3198,0,3198,954,4152,77.02
東區,頂寮里,126,親民黨,1216,中國國民黨,2374,民主進步黨,3716,56,3772,0,3772,1078,4850,77.77
東區,安寮里,150,親民黨,1364,中國國民黨,2372,民主進步黨,3886,32,3918,0,3918,1368,5286,74.12
東區,興安里,156,親民黨,1390,中國國民黨,2308,民主進步黨,3854,48,3902,0,3902,1210,5112,76.33
東區,興村里,240,親民黨,1956,中國國民黨,3490,民主進步黨,5686,42,5728,0,5728,1792,7520,76.17
東區,興仁里,208,親民黨,2034,中國國民黨,3148,民主進步黨,5390,40,5430,0,5430,1686,7116,76.31
東區,過溝里,82,親民黨,1032,中國國民黨,1932,民主進步黨,3046,30,3076,0,3076,988,4064,75.69
東區,民族里,60,親民黨,846,中國國民黨,1410,民主進步黨,2316,26,2342,0,2342,1112,3454,67.81
東區,朝陽里,90,親民黨,1024,中國國民黨,1820,民主進步黨,2934,20,2954,0,2954,922,3876,76.21
東區,華南里,76,親民黨,1016,中國國民黨,1756,民主進步黨,2848,24,2872,0,2872,956,3828,75.03
東區,東興里,78,親民黨,1040,中國國民黨,1692,民主進步黨,2810,30,2840,0,2840,788,3628,78.28
東區,中山里,114,親民黨,1138,中國國民黨,1520,民主進步黨,2772,30,2802,0,2802,808,3610,77.62
