行政區別,村里別,周可盛,柯文哲,楊秋興,連勝文,陳永昌,陳菊,馮光遠,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,林泉里,14,0,958,0,0,1242,0,2214,38,2252,0,2252,1322,3574,63.01
,林南里,52,0,1442,0,0,2036,0,3530,28,3558,0,3558,2044,5602,63.51
,中正里,38,0,1252,0,0,2132,0,3422,48,3470,0,3470,1878,5348,64.88
,尚義里,20,0,742,0,0,1010,0,1772,24,1796,0,1796,1062,2858,62.84
,同慶里,50,0,1142,0,0,1624,0,2816,46,2862,0,2862,1504,4366,65.55
,凱旋里,36,0,1238,0,0,1570,0,2844,48,2892,0,2892,1152,4044,71.51
,安祥里,12,0,1072,0,0,1564,0,2648,38,2686,0,2686,1778,4464,60.17
,奏捷里,32,0,830,0,0,1256,0,2118,46,2164,0,2164,910,3074,70.4
,福壽里,16,0,452,0,0,1498,0,1966,36,2002,0,2002,934,2936,68.19
,福南里,36,0,588,0,0,1802,0,2426,48,2474,0,2474,1198,3672,67.37
,五權里,42,0,936,0,0,1684,0,2662,64,2726,0,2726,1292,4018,67.84
,民主里,46,0,1602,0,0,2830,0,4478,48,4526,0,4526,2986,7512,60.25
,林德里,16,0,734,0,0,1402,0,2152,26,2178,0,2178,1320,3498,62.26
,林貴里,14,0,736,0,0,1430,0,2180,50,2230,0,2230,1270,3500,63.71
,林榮里,74,0,1668,0,0,3128,0,4870,68,4938,0,4938,2936,7874,62.71
,英明里,40,0,714,0,0,1958,0,2712,38,2750,0,2750,1086,3836,71.69
,林靖里,24,0,982,0,0,1102,0,2108,38,2146,0,2146,932,3078,69.72
,朝陽里,38,0,612,0,0,1382,0,2032,32,2064,0,2064,840,2904,71.07
,福隆里,32,0,1154,0,0,2480,0,3666,60,3726,0,3726,1362,5088,73.23
,福祥里,22,0,528,0,0,1014,0,1564,32,1596,0,1596,832,2428,65.73
,福海里,16,0,658,0,0,806,0,1480,30,1510,0,1510,614,2124,71.09
,福康里,38,0,648,0,0,2092,0,2778,26,2804,0,2804,988,3792,73.95
,福人里,42,0,900,0,0,1994,0,2936,62,2998,0,2998,1028,4026,74.47
,福地里,64,0,1054,0,0,2266,0,3384,54,3438,0,3438,1984,5422,63.41
,福居里,42,0,1070,0,0,2836,0,3948,74,4022,0,4022,1326,5348,75.21
,福東里,36,0,1092,0,0,2322,0,3450,42,3492,0,3492,1650,5142,67.91
,福西里,40,0,542,0,0,1750,0,2332,36,2368,0,2368,1166,3534,67.01
,永康里,28,0,1152,0,0,1896,0,3076,60,3136,0,3136,1334,4470,70.16
,正文里,30,0,804,0,0,1636,0,2470,14,2484,0,2484,1366,3850,64.52
,正言里,18,0,1024,0,0,2316,0,3358,80,3438,0,3438,2096,5534,62.13
,正大里,38,0,2040,0,0,3328,0,5406,70,5476,0,5476,4122,9598,57.05
,五福里,56,0,1704,0,0,3122,0,4882,78,4960,0,4960,2482,7442,66.65
,正心里,26,0,1648,0,0,2876,0,4550,86,4636,0,4636,2438,7074,65.54
,正道里,48,0,1702,0,0,3468,0,5218,88,5306,0,5306,2814,8120,65.34
,正義里,30,0,896,0,0,2124,0,3050,56,3106,0,3106,1702,4808,64.6
,正仁里,34,0,1226,0,0,1996,0,3256,44,3300,0,3300,1776,5076,65.01
,文昌里,84,0,1630,0,0,3738,0,5452,92,5544,0,5544,2024,7568,73.26
,建軍里,32,0,834,0,0,1962,0,2828,44,2872,0,2872,1056,3928,73.12
,衛武里,34,0,954,0,0,1572,0,2560,40,2600,0,2600,1566,4166,62.41
,總計,2124,0,62374,0,0,121858,0,186356,2938,189294,0,189294,101878,291172,65.01
前鎮區,,1994,0,57510,0,0,144274,0,203778,3224,207002,0,207002,107972,314974,65.72
,草衙里,90,0,2172,0,0,8434,0,10696,138,10834,0,10834,6762,17596,61.57
,明孝里,20,0,550,0,0,2516,0,3086,78,3164,0,3164,1556,4720,67.03
,明正里,66,0,1562,0,0,5128,0,6756,132,6888,0,6888,2640,9528,72.29
,明義里,22,0,688,0,0,2388,0,3098,52,3150,0,3150,1322,4472,70.44
,仁愛里,14,0,370,0,0,1472,0,1856,22,1878,0,1878,698,2576,72.9
,德昌里,24,0,714,0,0,1646,0,2384,32,2416,0,2416,1408,3824,63.18
,平等里,6,0,482,0,0,1814,0,2302,48,2350,0,2350,2816,5166,45.49
,平昌里,8,0,144,0,0,812,0,964,30,994,0,994,324,1318,75.42
,明禮里,10,0,322,0,0,1854,0,2186,40,2226,0,2226,768,2994,74.35
,信義里,42,0,424,0,0,1804,0,2270,52,2322,0,2322,634,2956,78.55
,信德里,32,0,730,0,0,2422,0,3184,46,3230,0,3230,1292,4522,71.43
,明道里,4,0,262,0,0,1214,0,1480,28,1508,0,1508,686,2194,68.73
,興化里,6,0,190,0,0,922,0,1118,30,1148,0,1148,340,1488,77.15
,興仁里,8,0,176,0,0,872,0,1056,12,1068,0,1068,442,1510,70.73
,前鎮里,30,0,468,0,0,1674,0,2172,34,2206,0,2206,538,2744,80.39
,鎮東里,16,0,430,0,0,1998,0,2444,42,2486,0,2486,1082,3568,69.67
,鎮榮里,30,0,650,0,0,2622,0,3302,56,3358,0,3358,1064,4422,75.94
,鎮昌里,28,0,622,0,0,2466,0,3116,58,3174,0,3174,1024,4198,75.61
,鎮海里,58,0,1340,0,0,3850,0,5248,78,5326,0,5326,2524,7850,67.85
,鎮陽里,12,0,350,0,0,976,0,1338,36,1374,0,1374,614,1988,69.11
,興邦里,24,0,978,0,0,2174,0,3176,64,3240,0,3240,1884,5124,63.23
,鎮中里,10,0,232,0,0,824,0,1066,20,1086,0,1086,512,1598,67.96
,鎮北里,16,0,376,0,0,1176,0,1568,40,1608,0,1608,502,2110,76.21
,忠純里,56,0,3766,0,0,2174,0,5996,130,6126,0,6126,3406,9532,64.27
,忠誠里,30,0,1906,0,0,654,0,2590,76,2666,0,2666,1522,4188,63.66
,西山里,46,0,1652,0,0,2812,0,4510,62,4572,0,4572,2250,6822,67.02
,民權里,68,0,2058,0,0,3140,0,5266,64,5330,0,5330,2542,7872,67.71
,建隆里,18,0,468,0,0,880,0,1366,12,1378,0,1378,854,2232,61.74
,振興里,26,0,926,0,0,1848,0,2800,50,2850,0,2850,1354,4204,67.79
,良和里,50,0,1284,0,0,1886,0,3220,44,3264,0,3264,2186,5450,59.89
,西甲里,6,0,620,0,0,1754,0,2380,36,2416,0,2416,1454,3870,62.43
,盛興里,40,0,1196,0,0,1986,0,3222,46,3268,0,3268,1974,5242,62.34
,盛豐里,42,0,1124,0,0,2352,0,3518,74,3592,0,3592,2148,5740,62.58
,興中里,36,0,1152,0,0,2364,0,3552,62,3614,0,3614,2536,6150,58.76
,興東里,60,0,2128,0,0,4098,0,6286,102,6388,0,6388,3632,10020,63.75
,忠孝里,34,0,1186,0,0,1850,0,3070,42,3112,0,3112,2134,5246,59.32
,復國里,62,0,1104,0,0,2554,0,3720,50,3770,0,3770,1742,5512,68.4
,竹內里,62,0,914,0,0,2664,0,3640,56,3696,0,3696,1608,5304,69.68
,竹東里,44,0,852,0,0,1824,0,2720,50,2770,0,2770,1636,4406,62.87
,竹南里,108,0,2356,0,0,5250,0,7714,86,7800,0,7800,4814,12614,61.84
,竹北里,28,0,884,0,0,1866,0,2778,50,2828,0,2828,1336,4164,67.92
,竹西里,38,0,1662,0,0,3354,0,5054,60,5114,0,5114,2810,7924,64.54
,竹中里,58,0,1388,0,0,3068,0,4514,66,4580,0,4580,1866,6446,71.05
,瑞竹里,28,0,492,0,0,1696,0,2216,42,2258,0,2258,916,3174,71.14
,瑞南里,44,0,1414,0,0,4048,0,5506,88,5594,0,5594,3228,8822,63.41
,瑞豐里,34,0,918,0,0,2744,0,3696,74,3770,0,3770,1516,5286,71.32
,瑞祥里,44,0,1612,0,0,4110,0,5766,78,5844,0,5844,3152,8996,64.96
,瑞東里,22,0,646,0,0,2250,0,2918,20,2938,0,2938,1494,4432,66.29
,瑞和里,24,0,592,0,0,2012,0,2628,58,2686,0,2686,1100,3786,70.95
,瑞平里,46,0,1178,0,0,3398,0,4622,72,4694,0,4694,2496,7190,65.29
,瑞隆里,26,0,1036,0,0,3066,0,4128,32,4160,0,4160,2578,6738,61.74
,瑞北里,30,0,852,0,0,2840,0,3722,58,3780,0,3780,2068,5848,64.64
,瑞西里,32,0,760,0,0,2956,0,3748,42,3790,0,3790,1410,5200,72.88
,瑞崗里,24,0,752,0,0,2516,0,3292,64,3356,0,3356,1640,4996,67.17
,瑞興里,24,0,676,0,0,2460,0,3160,34,3194,0,3194,1872,5066,63.05
,瑞誠里,26,0,830,0,0,2338,0,3194,34,3228,0,3228,1900,5128,62.95
,瑞文里,22,0,592,0,0,2184,0,2798,42,2840,0,2840,1836,4676,60.74
,瑞華里,48,0,1552,0,0,3566,0,5166,54,5220,0,5220,3266,8486,61.51
,瑞昌里,32,0,750,0,0,2654,0,3436,46,3482,0,3482,2264,5746,60.6
,總計,1994,0,57510,0,0,144274,0,203778,3224,207002,0,207002,107972,314974,65.72
旗津區,,422,0,6498,0,0,25550,0,32470,692,33162,0,33162,14398,47560,69.73
,旗下里,14,0,308,0,0,1106,0,1428,22,1450,0,1450,784,2234,64.91
,永安里,28,0,268,0,0,1112,0,1408,22,1430,0,1430,742,2172,65.84
,振興里,38,0,498,0,0,1628,0,2164,56,2220,0,2220,970,3190,69.59
,慈愛里,44,0,586,0,0,2538,0,3168,68,3236,0,3236,1212,4448,72.75
,復興里,66,0,968,0,0,2676,0,3710,100,3810,0,3810,1700,5510,69.15
,中華里,30,0,374,0,0,1736,0,2140,34,2174,0,2174,640,2814,77.26
,實踐里,32,0,816,0,0,908,0,1756,56,1812,0,1812,876,2688,67.41
,北汕里,34,0,588,0,0,2418,0,3040,64,3104,0,3104,1880,4984,62.28
,南汕里,26,0,410,0,0,1894,0,2330,36,2366,0,2366,1436,3802,62.23
,上竹里,40,0,584,0,0,3394,0,4018,68,4086,0,4086,1366,5452,74.94
,中洲里,14,0,346,0,0,1816,0,2176,48,2224,0,2224,1240,3464,64.2
,安順里,4,0,126,0,0,892,0,1022,10,1032,0,1032,646,1678,61.5
,中興里,52,0,626,0,0,3432,0,4110,108,4218,0,4218,906,5124,82.32
,總計,422,0,6498,0,0,25550,0,32470,692,33162,0,33162,14398,47560,69.73
小港區,,1640,0,44432,0,0,121262,0,167334,2822,170156,0,170156,77400,247556,68.73
,小港里,34,0,818,0,0,2544,0,3396,54,3450,0,3450,902,4352,79.27
,港口里,40,0,1534,0,0,2496,0,4070,58,4128,0,4128,2270,6398,64.52
,港正里,30,0,1254,0,0,2084,0,3368,48,3416,0,3416,1680,5096,67.03
,港墘里,8,0,640,0,0,1600,0,2248,38,2286,0,2286,1164,3450,66.26
,港明里,42,0,1002,0,0,3094,0,4138,78,4216,0,4216,2150,6366,66.23
,港后里,42,0,788,0,0,2424,0,3254,58,3312,0,3312,1280,4592,72.13
,港南里,36,0,694,0,0,1936,0,2666,54,2720,0,2720,1826,4546,59.83
,港興里,14,0,856,0,0,2306,0,3176,42,3218,0,3218,1268,4486,71.73
,鳳宮里,10,0,606,0,0,2078,0,2694,30,2724,0,2724,1628,4352,62.59
,店鎮里,84,0,2026,0,0,5620,0,7730,114,7844,0,7844,3250,11094,70.7
,大苓里,36,0,950,0,0,2568,0,3554,58,3612,0,3612,1374,4986,72.44
,二苓里,26,0,1068,0,0,3394,0,4488,80,4568,0,4568,2808,7376,61.93
,三苓里,46,0,1126,0,0,2854,0,4026,64,4090,0,4090,1442,5532,73.93
,正苓里,46,0,1450,0,0,3382,0,4878,112,4990,0,4990,2918,7908,63.1
,順苓里,36,0,1366,0,0,3482,0,4884,76,4960,0,4960,3286,8246,60.15
,六苓里,22,0,930,0,0,2238,0,3190,60,3250,0,3250,1694,4944,65.74
,宏亮里,36,0,1108,0,0,3020,0,4164,66,4230,0,4230,2092,6322,66.91
,山東里,36,0,1492,0,0,2406,0,3934,62,3996,0,3996,1686,5682,70.33
,青島里,38,0,1482,0,0,1410,0,2930,50,2980,0,2980,1524,4504,66.16
,濟南里,32,0,1884,0,0,2930,0,4846,76,4922,0,4922,2562,7484,65.77
,泰山里,24,0,1044,0,0,2782,0,3850,30,3880,0,3880,2142,6022,64.43
,山明里,122,0,3048,0,0,10154,0,13324,222,13546,0,13546,6264,19810,68.38
,高松里,66,0,1274,0,0,4200,0,5540,114,5654,0,5654,1672,7326,77.18
,松金里,34,0,856,0,0,2516,0,3406,46,3452,0,3452,1514,4966,69.51
,松山里,46,0,1114,0,0,3056,0,4216,62,4278,0,4278,1584,5862,72.98
,大坪里,36,0,822,0,0,2784,0,3642,62,3704,0,3704,1024,4728,78.34
,坪頂里,56,0,1394,0,0,5238,0,6688,82,6770,0,6770,2898,9668,70.02
,孔宅里,56,0,1420,0,0,3680,0,5156,68,5224,0,5224,2606,7830,66.72
,廈莊里,38,0,922,0,0,2578,0,3538,50,3588,0,3588,1644,5232,68.58
,合作里,34,0,902,0,0,2868,0,3804,60,3864,0,3864,1120,4984,77.53
,桂林里,84,0,2338,0,0,7400,0,9822,160,9982,0,9982,4438,14420,69.22
,中厝里,24,0,980,0,0,3318,0,4322,52,4374,0,4374,1978,6352,68.86
,鳳鳴里,88,0,1150,0,0,2994,0,4232,124,4356,0,4356,1482,5838,74.61
,龍鳳里,44,0,884,0,0,2520,0,3448,80,3528,0,3528,2096,5624,62.73
,鳳森里,40,0,670,0,0,2096,0,2806,66,2872,0,2872,1272,4144,69.31
,鳳林里,58,0,868,0,0,3024,0,3950,82,4032,0,4032,1606,5638,71.51
,鳳興里,32,0,660,0,0,2372,0,3064,68,3132,0,3132,1468,4600,68.09
,鳳源里,64,0,1012,0,0,3816,0,4892,116,5008,0,5008,1788,6796,73.69
,總計,1640,0,44432,0,0,121262,0,167334,2822,170156,0,170156,77400,247556,68.73
鳳山區,,3354,0,124066,0,0,230600,0,358020,5232,363252,0,363252,196710,559962,64.87
,縣口里,10,0,260,0,0,340,0,610,2,612,0,612,232,844,72.51
,成功里,6,0,334,0,0,532,0,872,6,878,0,878,412,1290,68.06
,光明里,16,0,604,0,0,1118,0,1738,22,1760,0,1760,890,2650,66.42
,興中里,8,0,468,0,0,714,0,1190,24,1214,0,1214,476,1690,71.83
,南興里,8,0,506,0,0,818,0,1332,22,1354,0,1354,494,1848,73.27
,和德里,32,0,1002,0,0,1608,0,2642,44,2686,0,2686,1092,3778,71.1
,鳳崗里,22,0,730,0,0,792,0,1544,22,1566,0,1566,710,2276,68.8
,中和里,46,0,2018,0,0,2364,0,4428,94,4522,0,4522,2122,6644,68.06
,鎮北里,74,0,2138,0,0,4952,0,7164,100,7264,0,7264,4580,11844,61.33
,縣衙里,12,0,474,0,0,536,0,1022,22,1044,0,1044,600,1644,63.5
,文英里,24,0,1414,0,0,2616,0,4054,56,4110,0,4110,2166,6276,65.49
,鎮西里,48,0,2278,0,0,4066,0,6392,100,6492,0,6492,3336,9828,66.06
,鎮東里,26,0,1104,0,0,1756,0,2886,58,2944,0,2944,1566,4510,65.28
,埤頂里,78,0,3108,0,0,4256,0,7442,134,7576,0,7576,3784,11360,66.69
,中正里,64,0,3898,0,0,1084,0,5046,80,5126,0,5126,2258,7384,69.42
,鎮南里,62,0,1606,0,0,4336,0,6004,110,6114,0,6114,2814,8928,68.48
,老爺里,66,0,2168,0,0,6028,0,8262,110,8372,0,8372,4558,12930,64.75
,瑞竹里,64,0,2612,0,0,3476,0,6152,120,6272,0,6272,3312,9584,65.44
,忠義里,50,0,2162,0,0,3320,0,5532,62,5594,0,5594,2904,8498,65.83
,誠義里,28,0,1844,0,0,2466,0,4338,60,4398,0,4398,2262,6660,66.04
,新興里,30,0,736,0,0,1348,0,2114,44,2158,0,2158,2740,4898,44.06
,海光里,22,0,1902,0,0,1702,0,3626,60,3686,0,3686,2380,6066,60.76
,忠誠里,38,0,1150,0,0,2930,0,4118,76,4194,0,4194,1910,6104,68.71
,新甲里,20,0,1016,0,0,2496,0,3532,42,3574,0,3574,2004,5578,64.07
,武漢里,52,0,1798,0,0,4214,0,6064,78,6142,0,6142,2826,8968,68.49
,正義里,86,0,1988,0,0,6000,0,8074,98,8172,0,8172,3612,11784,69.35
,一甲里,34,0,964,0,0,3070,0,4068,82,4150,0,4150,2188,6338,65.48
,福興里,62,0,1940,0,0,5504,0,7506,90,7596,0,7596,3478,11074,68.59
,東門里,60,0,3098,0,0,3306,0,6464,122,6586,0,6586,4000,10586,62.21
,瑞興里,42,0,2452,0,0,2908,0,5402,88,5490,0,5490,3330,8820,62.24
,天興里,34,0,1104,0,0,3210,0,4348,64,4412,0,4412,2378,6790,64.98
,新強里,58,0,1970,0,0,4364,0,6392,74,6466,0,6466,3184,9650,67.01
,國泰里,70,0,1810,0,0,3096,0,4976,84,5060,0,5060,2548,7608,66.51
,鳳東里,40,0,2478,0,0,4214,0,6732,112,6844,0,6844,3894,10738,63.74
,新富里,60,0,1670,0,0,3734,0,5464,80,5544,0,5544,2444,7988,69.4
,國光里,44,0,1638,0,0,2666,0,4348,58,4406,0,4406,2228,6634,66.42
,國隆里,20,0,822,0,0,2250,0,3092,34,3126,0,3126,1930,5056,61.83
,文德里,88,0,3628,0,0,5506,0,9222,90,9312,0,9312,6338,15650,59.5
,過埤里,116,0,3622,0,0,8598,0,12336,150,12486,0,12486,8192,20678,60.38
,曹公里,28,0,910,0,0,1454,0,2392,28,2420,0,2420,1600,4020,60.2
,興仁里,54,0,1848,0,0,2576,0,4478,68,4546,0,4546,2434,6980,65.13
,五福里,18,0,1014,0,0,2806,0,3838,48,3886,0,3886,1988,5874,66.16
,忠孝里,74,0,2698,0,0,4020,0,6792,112,6904,0,6904,4042,10946,63.07
,生明里,42,0,1394,0,0,1406,0,2842,64,2906,0,2906,1022,3928,73.98
,和興里,66,0,2324,0,0,3870,0,6260,94,6354,0,6354,3164,9518,66.76
,協和里,46,0,2168,0,0,2530,0,4744,96,4840,0,4840,2234,7074,68.42
,文山里,80,0,2162,0,0,5234,0,7476,92,7568,0,7568,3958,11526,65.66
,福誠里,44,0,1038,0,0,3202,0,4284,58,4342,0,4342,2524,6866,63.24
,誠德里,26,0,1530,0,0,1438,0,2994,46,3040,0,3040,1188,4228,71.9
,三民里,22,0,556,0,0,810,0,1388,22,1410,0,1410,618,2028,69.53
,北門里,42,0,1846,0,0,3330,0,5218,80,5298,0,5298,2666,7964,66.52
,富甲里,18,0,606,0,0,1562,0,2186,58,2244,0,2244,2474,4718,47.56
,南成里,96,0,2156,0,0,7072,0,9324,124,9448,0,9448,4358,13806,68.43
,文華里,88,0,4368,0,0,4912,0,9368,166,9534,0,9534,6156,15690,60.76
,大德里,42,0,1268,0,0,3898,0,5208,84,5292,0,5292,2924,8216,64.41
,武松里,34,0,1048,0,0,2236,0,3318,48,3366,0,3366,1866,5232,64.33
,文衡里,40,0,1624,0,0,2652,0,4316,62,4378,0,4378,3070,7448,58.78
,文福里,132,0,3872,0,0,6096,0,10100,114,10214,0,10214,6584,16798,60.8
,誠信里,20,0,1320,0,0,920,0,2260,42,2302,0,2302,1408,3710,62.05
,誠智里,14,0,1526,0,0,1554,0,3094,64,3158,0,3158,1978,5136,61.49
,國富里,42,0,1242,0,0,2086,0,3370,68,3438,0,3438,1438,4876,70.51
,武慶里,20,0,870,0,0,2090,0,2980,24,3004,0,3004,1592,4596,65.36
,海洋里,52,0,1554,0,0,3178,0,4784,58,4842,0,4842,2280,7122,67.99
,新武里,30,0,880,0,0,2108,0,3018,46,3064,0,3064,1274,4338,70.63
,新樂里,44,0,1658,0,0,3368,0,5070,70,5140,0,5140,3028,8168,62.93
,新泰里,46,0,1488,0,0,3022,0,4556,46,4602,0,4602,2790,7392,62.26
,中崙里,36,0,1084,0,0,1996,0,3116,58,3174,0,3174,1522,4696,67.59
,中榮里,38,0,1796,0,0,3784,0,5618,96,5714,0,5714,2718,8432,67.77
,中民里,32,0,1430,0,0,3756,0,5218,50,5268,0,5268,3094,8362,63.0
,二甲里,66,0,1514,0,0,4364,0,5944,62,6006,0,6006,2596,8602,69.82
,龍成里,32,0,890,0,0,2748,0,3670,32,3702,0,3702,1808,5510,67.19
,富榮里,22,0,846,0,0,2202,0,3070,38,3108,0,3108,1524,4632,67.1
,善美里,36,0,1554,0,0,4244,0,5834,84,5918,0,5918,4268,10186,58.1
,南和里,36,0,920,0,0,2534,0,3490,38,3528,0,3528,1590,5118,68.93
,福祥里,28,0,698,0,0,2530,0,3256,38,3294,0,3294,1964,5258,62.65
,保安里,48,0,1852,0,0,4718,0,6618,80,6698,0,6698,2796,9494,70.55
,總計,3354,0,124066,0,0,230600,0,358020,5232,363252,0,363252,196710,559962,64.87
林園區,,1118,0,17620,0,0,60940,0,79678,1490,81168,0,81168,30440,111608,72.73
,東林里,50,0,894,0,0,2698,0,3642,82,3724,0,3724,1602,5326,69.92
,林園里,60,0,1096,0,0,2954,0,4110,66,4176,0,4176,2032,6208,67.27
,溪州里,88,0,1242,0,0,4438,0,5768,104,5872,0,5872,1590,7462,78.69
,潭頭里,60,0,968,0,0,2440,0,3468,76,3544,0,3544,1640,5184,68.36
,中厝里,40,0,1242,0,0,2804,0,4086,84,4170,0,4170,1488,5658,73.7
,中門里,36,0,648,0,0,2334,0,3018,66,3084,0,3084,1536,4620,66.75
,頂厝里,56,0,1126,0,0,4560,0,5742,88,5830,0,5830,2394,8224,70.89
,港埔里,34,0,418,0,0,2142,0,2594,40,2634,0,2634,744,3378,77.98
,西溪里,74,0,804,0,0,4072,0,4950,74,5024,0,5024,1476,6500,77.29
,港嘴里,28,0,362,0,0,2002,0,2392,50,2442,0,2442,712,3154,77.43
,北汕里,38,0,564,0,0,1406,0,2008,36,2044,0,2044,1118,3162,64.64
,林內里,10,0,890,0,0,1342,0,2242,48,2290,0,2290,1246,3536,64.76
,王公里,70,0,1194,0,0,3328,0,4592,76,4668,0,4668,2464,7132,65.45
,林家里,38,0,464,0,0,1516,0,2018,28,2046,0,2046,440,2486,82.3
,龔厝里,40,0,628,0,0,1970,0,2638,48,2686,0,2686,746,3432,78.26
,鳳芸里,48,0,456,0,0,2238,0,2742,36,2778,0,2778,732,3510,79.15
,中芸里,54,0,448,0,0,2190,0,2692,60,2752,0,2752,846,3598,76.49
,東汕里,20,0,254,0,0,916,0,1190,38,1228,0,1228,582,1810,67.85
,西汕里,14,0,130,0,0,804,0,948,24,972,0,972,502,1474,65.94
,仁愛里,44,0,962,0,0,2952,0,3958,58,4016,0,4016,1520,5536,72.54
,文賢里,60,0,792,0,0,2240,0,3092,68,3160,0,3160,1278,4438,71.2
,廣應里,76,0,980,0,0,3704,0,4760,104,4864,0,4864,1572,6436,75.57
,五福里,38,0,702,0,0,3160,0,3900,74,3974,0,3974,890,4864,81.7
,中汕里,42,0,356,0,0,2730,0,3128,62,3190,0,3190,1290,4480,71.21
,總計,1118,0,17620,0,0,60940,0,79678,1490,81168,0,81168,30440,111608,72.73
大寮區,,1122,0,34540,0,0,84656,0,120318,1730,122048,0,122048,59794,181842,67.12
,拷潭里,18,0,332,0,0,1394,0,1744,32,1776,0,1776,994,2770,64.12
,內坑里,78,0,1660,0,0,4458,0,6196,84,6280,0,6280,4066,10346,60.7
,大寮里,102,0,1944,0,0,6030,0,8076,104,8180,0,8180,4366,12546,65.2
,上寮里,20,0,576,0,0,2432,0,3028,44,3072,0,3072,1354,4426,69.41
,三隆里,64,0,1572,0,0,4420,0,6056,96,6152,0,6152,2548,8700,70.71
,琉球里,64,0,1296,0,0,4574,0,5934,58,5992,0,5992,2124,8116,73.83
,翁園里,34,0,788,0,0,3842,0,4664,56,4720,0,4720,2274,6994,67.49
,前庄里,16,0,910,0,0,2012,0,2938,42,2980,0,2980,1460,4440,67.12
,中庄里,86,0,3568,0,0,8670,0,12324,214,12538,0,12538,7298,19836,63.21
,後庄里,72,0,2844,0,0,6176,0,9092,112,9204,0,9204,4688,13892,66.25
,義仁里,44,0,658,0,0,2056,0,2758,60,2818,0,2818,770,3588,78.54
,新厝里,18,0,424,0,0,1768,0,2210,48,2258,0,2258,804,3062,73.74
,過溪里,38,0,918,0,0,2608,0,3564,52,3616,0,3616,1066,4682,77.23
,潮寮里,26,0,822,0,0,3362,0,4210,64,4274,0,4274,1478,5752,74.3
,會結里,28,0,550,0,0,1824,0,2402,30,2432,0,2432,606,3038,80.05
,會社里,58,0,2352,0,0,4174,0,6584,100,6684,0,6684,4810,11494,58.15
,山頂里,68,0,3458,0,0,5242,0,8768,134,8902,0,8902,5012,13914,63.98
,忠義里,6,0,396,0,0,308,0,710,18,728,0,728,412,1140,63.86
,永芳里,72,0,2266,0,0,5656,0,7994,110,8104,0,8104,4758,12862,63.01
,義和里,18,0,656,0,0,2242,0,2916,38,2954,0,2954,958,3912,75.51
,溪寮里,36,0,476,0,0,1862,0,2374,30,2404,0,2404,500,2904,82.78
,江山里,16,0,648,0,0,1974,0,2638,44,2682,0,2682,824,3506,76.5
,昭明里,46,0,922,0,0,3836,0,4804,60,4864,0,4864,1966,6830,71.22
,光武里,4,0,186,0,0,96,0,286,8,294,0,294,96,390,75.38
,中興里,90,0,4318,0,0,3640,0,8048,92,8140,0,8140,4562,12702,64.08
,總計,1122,0,34540,0,0,84656,0,120318,1730,122048,0,122048,59794,181842,67.12
大樹區,,400,0,13336,0,0,36462,0,50198,746,50944,0,50944,19534,70478,72.28
,竹寮里,40,0,1200,0,0,2420,0,3660,40,3700,0,3700,1352,5052,73.24
,九曲里,56,0,2060,0,0,3980,0,6096,102,6198,0,6198,2776,8974,69.07
,久堂里,26,0,2164,0,0,3534,0,5724,76,5800,0,5800,1976,7776,74.59
,水安里,14,0,778,0,0,2384,0,3176,56,3232,0,3232,1352,4584,70.51
,水寮里,36,0,858,0,0,2594,0,3488,40,3528,0,3528,930,4458,79.14
,檨腳里,40,0,1244,0,0,3396,0,4680,74,4754,0,4754,2286,7040,67.53
,興山里,18,0,322,0,0,1486,0,1826,22,1848,0,1848,352,2200,84.0
,和山里,14,0,266,0,0,1142,0,1422,32,1454,0,1454,508,1962,74.11
,姑山里,6,0,298,0,0,1016,0,1320,30,1350,0,1350,542,1892,71.35
,大坑里,8,0,468,0,0,1440,0,1916,26,1942,0,1942,818,2760,70.36
,井腳里,30,0,376,0,0,1744,0,2150,42,2192,0,2192,870,3062,71.59
,小坪里,14,0,470,0,0,1400,0,1884,20,1904,0,1904,588,2492,76.4
,龍目里,22,0,354,0,0,1930,0,2306,42,2348,0,2348,848,3196,73.47
,大樹里,30,0,816,0,0,2546,0,3392,48,3440,0,3440,1262,4702,73.16
,三和里,6,0,346,0,0,816,0,1168,6,1174,0,1174,738,1912,61.4
,溪埔里,18,0,522,0,0,1658,0,2198,34,2232,0,2232,878,3110,71.77
,興田里,6,0,608,0,0,2002,0,2616,34,2650,0,2650,1234,3884,68.23
,統嶺里,16,0,186,0,0,974,0,1176,22,1198,0,1198,224,1422,84.25
,總計,400,0,13336,0,0,36462,0,50198,746,50944,0,50944,19534,70478,72.28
大社區,,422,0,10434,0,0,28674,0,39530,764,40294,0,40294,15944,56238,71.65
,嘉誠里,10,0,374,0,0,1114,0,1498,40,1538,0,1538,436,1974,77.91
,保社里,30,0,1014,0,0,2514,0,3558,64,3622,0,3622,1722,5344,67.78
,大社里,84,0,1832,0,0,4704,0,6620,104,6724,0,6724,2686,9410,71.46
,翠屏里,22,0,622,0,0,1900,0,2544,58,2602,0,2602,690,3292,79.04
,三奶里,30,0,994,0,0,2778,0,3802,72,3874,0,3874,1272,5146,75.28
,觀音里,76,0,1694,0,0,5172,0,6942,164,7106,0,7106,3076,10182,69.79
,神農里,84,0,1688,0,0,4382,0,6154,108,6262,0,6262,2516,8778,71.34
