行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,尾北里,464,1156,2664,4284,40,4324,0,4324,2124,6448,67.06
,屏山里,330,1302,700,2332,28,2360,0,2360,1224,3584,65.85
,祥和里,40,412,88,540,22,562,0,562,182,744,75.54
,永清里,190,456,212,858,18,876,0,876,592,1468,59.67
,莒光里,262,1054,906,2222,28,2250,0,2250,1152,3402,66.14
,光輝里,344,1210,1628,3182,36,3218,0,3218,1520,4738,67.92
,合群里,410,2640,234,3284,40,3324,0,3324,1414,4738,70.16
,明建里,210,532,270,1012,18,1030,0,1030,524,1554,66.28
,頂西里,86,238,1042,1366,8,1374,0,1374,576,1950,70.46
,聖后里,76,202,814,1092,14,1106,0,1106,426,1532,72.19
,聖西里,34,88,392,514,2,516,0,516,178,694,74.35
,聖南里,52,128,518,698,4,702,0,702,316,1018,68.96
,城南里,42,154,514,710,8,718,0,718,302,1020,70.39
,路東里,70,214,732,1016,10,1026,0,1026,400,1426,71.95
,廍北里,48,88,520,656,10,666,0,666,224,890,74.83
,廍南里,68,178,608,854,14,868,0,868,364,1232,70.45
,埤西里,110,372,782,1264,12,1276,0,1276,602,1878,67.94
,埤北里,188,866,660,1714,36,1750,0,1750,914,2664,65.69
,埤東里,228,638,916,1782,28,1810,0,1810,1022,2832,63.91
,海勝里,984,5180,1390,7554,126,7680,0,7680,3512,11192,68.62
,崇實里,648,1386,1730,3764,32,3796,0,3796,2078,5874,64.62
,自助里,52,248,192,492,6,498,0,498,268,766,65.01
,果貿里,472,2226,848,3546,78,3624,0,3624,1770,5394,67.19
,果惠里,250,1256,542,2048,38,2086,0,2086,954,3040,68.62
,果峰里,270,1430,420,2120,38,2158,0,2158,1088,3246,66.48
,新下里,1862,5190,8806,15858,166,16024,0,16024,7684,23708,67.59
,新上里,3274,8792,18720,30786,358,31144,0,31144,15386,46530,66.93
,新中里,598,1362,4770,6730,82,6812,0,6812,2826,9638,70.68
,新光里,1838,4682,9050,15570,160,15730,0,15730,7966,23696,66.38
,菜公里,4058,9724,18942,32724,372,33096,0,33096,16936,50032,66.15
,福山里,5414,11796,21232,38442,396,38838,0,38838,21922,60760,63.92
,總計,23676,67180,107684,198540,2352,200892,0,200892,102298,303190,66.26
楠梓區,,21132,53634,114568,189334,2166,191500,0,191500,92296,283796,67.48
,清豐里,2784,5506,15984,24274,268,24542,0,24542,11902,36444,67.34
,東寧里,724,1412,3000,5136,68,5204,0,5204,2886,8090,64.33
,五常里,784,1428,4708,6920,82,7002,0,7002,3686,10688,65.51
,享平里,402,800,2596,3798,48,3846,0,3846,1894,5740,67.0
,中陽里,372,610,2742,3724,38,3762,0,3762,1492,5254,71.6
,惠楠里,366,854,2142,3362,46,3408,0,3408,2518,5926,57.51
,惠民里,580,1288,3206,5074,52,5126,0,5126,2164,7290,70.32
,惠豐里,746,1830,3182,5758,56,5814,0,5814,2828,8642,67.28
,錦屏里,330,744,3552,4626,50,4676,0,4676,1824,6500,71.94
,玉屏里,212,372,2774,3358,28,3386,0,3386,1170,4556,74.32
,金田里,362,672,3432,4466,44,4510,0,4510,1790,6300,71.59
,稔田里,156,222,1780,2158,26,2184,0,2184,858,3042,71.79
,瑞屏里,564,1158,3214,4936,48,4984,0,4984,2368,7352,67.79
,翠屏里,2398,6038,8950,17386,200,17586,0,17586,10108,27694,63.5
,宏南里,158,876,742,1776,52,1828,0,1828,678,2506,72.94
,宏毅里,298,1004,2258,3560,46,3606,0,3606,1386,4992,72.24
,宏榮里,500,1506,1812,3818,54,3872,0,3872,1950,5822,66.51
,廣昌里,390,1344,2400,4134,72,4206,0,4206,1598,5804,72.47
,久昌里,372,1038,1780,3190,30,3220,0,3220,1706,4926,65.37
,大昌里,276,982,1456,2714,52,2766,0,2766,1334,4100,67.46
,福昌里,254,748,1750,2752,24,2776,0,2776,1106,3882,71.51
,盛昌里,716,2306,3624,6646,74,6720,0,6720,3244,9964,67.44
,泰昌里,136,546,1172,1854,28,1882,0,1882,912,2794,67.36
,興昌里,548,1542,3262,5352,66,5418,0,5418,2546,7964,68.03
,建昌里,554,1502,2060,4116,46,4162,0,4162,2196,6358,65.46
,宏昌里,486,1266,2088,3840,44,3884,0,3884,1804,5688,68.28
,和昌里,254,998,1546,2798,28,2826,0,2826,1204,4030,70.12
,慶昌里,426,1580,2326,4332,58,4390,0,4390,1766,6156,71.31
,隆昌里,458,1538,2434,4430,48,4478,0,4478,2114,6592,67.93
,秀昌里,272,1012,1434,2718,38,2756,0,2756,1284,4040,68.22
,裕昌里,510,1402,3314,5226,60,5286,0,5286,2408,7694,68.7
,國昌里,526,1154,2670,4350,38,4388,0,4388,2028,6416,68.39
,加昌里,1266,3566,5062,9894,80,9974,0,9974,5338,15312,65.14
,仁昌里,710,1874,3014,5598,56,5654,0,5654,3350,9004,62.79
,藍田里,816,1970,3774,6560,76,6636,0,6636,2974,9610,69.05
,中興里,192,432,1456,2080,14,2094,0,2094,748,2842,73.68
,中和里,234,514,1872,2620,28,2648,0,2648,1134,3782,70.02
,總計,21132,53634,114568,189334,2166,191500,0,191500,92296,283796,67.48
三民區,,38906,98978,245336,383220,4186,387406,0,387406,175308,562714,68.85
,鼎金里,496,1160,3460,5116,42,5158,0,5158,2606,7764,66.43
,鼎盛里,1076,2556,5942,9574,120,9694,0,9694,4526,14220,68.17
,鼎強里,440,1132,3680,5252,60,5312,0,5312,2276,7588,70.01
,鼎力里,442,1158,3172,4772,54,4826,0,4826,2020,6846,70.49
,鼎西里,968,2096,6266,9330,90,9420,0,9420,4256,13676,68.88
,鼎中里,468,1064,3260,4792,32,4824,0,4824,1638,6462,74.65
,鼎泰里,3006,7990,14818,25814,268,26082,0,26082,11634,37716,69.15
,本館里,1152,2838,7410,11400,118,11518,0,11518,4744,16262,70.83
,本和里,1114,2496,5702,9312,116,9428,0,9428,3946,13374,70.49
,本文里,250,734,1858,2842,36,2878,0,2878,1008,3886,74.06
,本武里,186,488,1632,2306,22,2328,0,2328,914,3242,71.81
,本元里,736,1858,4336,6930,86,7016,0,7016,2920,9936,70.61
,本安里,664,1814,3584,6062,66,6128,0,6128,2408,8536,71.79
,本上里,688,1766,3606,6060,60,6120,0,6120,2696,8816,69.42
,本揚里,1008,2688,6082,9778,74,9852,0,9852,4042,13894,70.91
,寶獅里,472,1232,3088,4792,52,4844,0,4844,2132,6976,69.44
,寶德里,604,1608,4142,6354,78,6432,0,6432,3056,9488,67.79
,寶泰里,612,1220,3088,4920,52,4972,0,4972,2594,7566,65.72
,寶興里,926,2178,5410,8514,98,8612,0,8612,3684,12296,70.04
,寶中里,432,930,2750,4112,44,4156,0,4156,1688,5844,71.12
,寶華里,414,1264,2316,3994,46,4040,0,4040,1918,5958,67.81
,寶國里,1104,2824,5964,9892,126,10018,0,10018,4718,14736,67.98
,寶民里,420,1098,2432,3950,32,3982,0,3982,1912,5894,67.56
,寶慶里,304,822,2230,3356,48,3404,0,3404,1668,5072,67.11
,寶業里,636,1812,3992,6440,44,6484,0,6484,2988,9472,68.45
,寶盛里,696,1870,3982,6548,64,6612,0,6612,2760,9372,70.55
,寶安里,1018,2558,5328,8904,90,8994,0,8994,4250,13244,67.91
,寶龍里,550,1468,3546,5564,82,5646,0,5646,2328,7974,70.81
,寶珠里,640,1764,4370,6774,76,6850,0,6850,5650,12500,54.8
,寶玉里,1278,2806,6490,10574,144,10718,0,10718,4992,15710,68.22
,灣子里,544,1244,2970,4758,58,4816,0,4816,2416,7232,66.59
,灣愛里,376,838,2492,3706,56,3762,0,3762,2180,5942,63.31
,灣中里,644,1570,4498,6712,86,6798,0,6798,3516,10314,65.91
,灣華里,342,770,2234,3346,28,3374,0,3374,1808,5182,65.11
,灣勝里,186,514,1922,2622,38,2660,0,2660,1080,3740,71.12
,灣利里,328,908,3176,4412,52,4464,0,4464,1686,6150,72.59
,灣復里,458,978,2924,4360,36,4396,0,4396,2644,7040,62.44
,正興里,1714,3908,8554,14176,176,14352,0,14352,7382,21734,66.03
,正順里,522,1398,3374,5294,50,5344,0,5344,2128,7472,71.52
,灣興里,284,606,1598,2488,24,2512,0,2512,1036,3548,70.8
,灣成里,308,824,2002,3134,34,3168,0,3168,1336,4504,70.34
,安康里,340,800,2584,3724,48,3772,0,3772,1860,5632,66.97
,安寧里,236,496,1720,2452,36,2488,0,2488,1174,3662,67.94
,安吉里,626,1580,3654,5860,56,5916,0,5916,3176,9092,65.07
,安發里,676,1748,3732,6156,50,6206,0,6206,2982,9188,67.54
,安東里,340,1048,2664,4052,46,4098,0,4098,1530,5628,72.81
,安和里,322,752,2514,3588,42,3630,0,3630,1306,4936,73.54
,達德里,162,392,1414,1968,20,1988,0,1988,638,2626,75.7
,達明里,154,516,1406,2076,14,2090,0,2090,856,2946,70.94
,達仁里,228,518,1420,2166,12,2178,0,2178,774,2952,73.78
,達勇里,104,382,864,1350,18,1368,0,1368,590,1958,69.87
,同德里,350,882,2516,3748,48,3796,0,3796,1598,5394,70.37
,德智里,278,862,2072,3212,32,3244,0,3244,1210,4454,72.83
,德仁里,206,650,1696,2552,28,2580,0,2580,1250,3830,67.36
,安生里,194,388,1454,2036,28,2064,0,2064,732,2796,73.82
,德東里,90,246,800,1136,16,1152,0,1152,414,1566,73.56
,德行里,114,360,1156,1630,22,1652,0,1652,516,2168,76.2
,精華里,178,588,1382,2148,24,2172,0,2172,808,2980,72.89
,民享里,282,720,2016,3018,16,3034,0,3034,1378,4412,68.77
,安宜里,438,980,3062,4480,36,4516,0,4516,1496,6012,75.12
,安泰里,486,1262,3436,5184,44,5228,0,5228,2354,7582,68.95
,安邦里,356,1180,3304,4840,46,4886,0,4886,2698,7584,64.43
,十全里,150,444,1566,2160,24,2184,0,2184,882,3066,71.23
,十美里,186,614,1648,2448,20,2468,0,2468,1160,3628,68.03
,德北里,228,582,1684,2494,28,2522,0,2522,1190,3712,67.94
,立誠里,64,250,730,1044,12,1056,0,1056,414,1470,71.84
,立業里,140,268,928,1336,8,1344,0,1344,590,1934,69.49
,港東里,162,416,1298,1876,16,1892,0,1892,926,2818,67.14
,港新里,198,520,1160,1878,24,1902,0,1902,854,2756,69.01
,港西里,90,252,594,936,8,944,0,944,558,1502,62.85
,博愛里,160,470,1030,1660,26,1686,0,1686,762,2448,68.87
,博惠里,528,1438,3436,5402,58,5460,0,5460,2480,7940,68.77
,長明里,130,420,844,1394,24,1418,0,1418,708,2126,66.7
,建東里,160,380,862,1402,18,1420,0,1420,954,2374,59.81
,興德里,206,626,1456,2288,30,2318,0,2318,1102,3420,67.78
,鳳南里,94,290,942,1326,16,1342,0,1342,478,1820,73.74
,鳳北里,152,452,1384,1988,18,2006,0,2006,710,2716,73.86
,德西里,112,308,684,1104,36,1140,0,1140,492,1632,69.85
,豐裕里,352,790,2272,3414,30,3444,0,3444,1542,4986,69.07
,川東里,126,446,1112,1684,24,1708,0,1708,726,2434,70.17
,裕民里,196,430,1052,1678,26,1704,0,1704,740,2444,69.72
,力行里,128,442,1142,1712,18,1730,0,1730,498,2228,77.65
,千歲里,144,434,1044,1622,26,1648,0,1648,606,2254,73.11
,立德里,188,446,1004,1638,22,1660,0,1660,604,2264,73.32
,千北里,134,374,988,1496,8,1504,0,1504,594,2098,71.69
,千秋里,212,686,1930,2828,26,2854,0,2854,1214,4068,70.16
,總計,38906,98978,245336,383220,4186,387406,0,387406,175308,562714,68.85
新興區,,5802,16692,35864,58358,710,59068,0,59068,28528,87596,67.43
,浩然里,274,808,1332,2414,32,2446,0,2446,1102,3548,68.94
,振成里,150,418,818,1386,14,1400,0,1400,782,2182,64.16
,德生里,460,1180,2138,3778,52,3830,0,3830,1898,5728,66.86
,振華里,154,460,858,1472,18,1490,0,1490,720,2210,67.42
,正氣里,208,612,1080,1900,28,1928,0,1928,856,2784,69.25
,德政里,106,290,566,962,14,976,0,976,390,1366,71.45
,仁聲里,148,320,736,1204,18,1222,0,1222,750,1972,61.97
,德望里,232,784,1522,2538,34,2572,0,2572,1316,3888,66.15
,華聲里,112,368,828,1308,14,1322,0,1322,600,1922,68.78
,蕉園里,100,312,668,1080,12,1092,0,1092,372,1464,74.59
,永寧里,206,510,1072,1788,26,1814,0,1814,888,2702,67.14
,玉衡里,112,282,726,1120,10,1130,0,1130,546,1676,67.42
,順昌里,236,668,1602,2506,34,2540,0,2540,1066,3606,70.44
,文昌里,308,1046,1968,3322,40,3362,0,3362,1540,4902,68.58
,光耀里,334,946,1768,3048,36,3084,0,3084,1380,4464,69.09
,興昌里,210,796,1398,2404,18,2422,0,2422,1176,3598,67.32
,開平里,304,1384,2744,4432,30,4462,0,4462,1986,6448,69.2
,成功里,154,526,814,1494,22,1516,0,1516,728,2244,67.56
,新江里,130,338,994,1462,18,1480,0,1480,734,2214,66.85
,黎明里,112,258,738,1108,12,1120,0,1120,548,1668,67.15
,愛平里,132,346,760,1238,14,1252,0,1252,690,1942,64.47
,南港里,258,618,1884,2760,28,2788,0,2788,1004,3792,73.52
,中東里,396,868,1786,3050,44,3094,0,3094,2306,5400,57.3
,明莊里,74,228,624,926,18,944,0,944,454,1398,67.53
,大明里,132,370,948,1450,10,1460,0,1460,688,2148,67.97
,秋山里,92,236,700,1028,4,1032,0,1032,598,1630,63.31
,長驛里,110,258,816,1184,12,1196,0,1196,656,1852,64.58
,建興里,100,312,800,1212,14,1226,0,1226,618,1844,66.49
,建華里,108,234,748,1090,22,1112,0,1112,552,1664,66.83
,漢民里,88,212,720,1020,28,1048,0,1048,372,1420,73.8
,榮治里,106,296,582,984,14,998,0,998,486,1484,67.25
,東坡里,156,408,1126,1690,20,1710,0,1710,726,2436,70.2
,總計,5802,16692,35864,58358,710,59068,0,59068,28528,87596,67.43
前金區,,3138,9062,19052,31252,392,31644,0,31644,15844,47488,66.64
,三川里,86,198,690,974,12,986,0,986,380,1366,72.18
,草江里,154,416,784,1354,8,1362,0,1362,674,2036,66.9
,長城里,176,362,1270,1808,30,1838,0,1838,846,2684,68.48
,北金里,96,316,764,1176,16,1192,0,1192,548,1740,68.51
,東金里,110,326,856,1292,16,1308,0,1308,612,1920,68.12
,新生里,478,1450,2568,4496,34,4530,0,4530,2280,6810,66.52
,後金里,94,312,588,994,10,1004,0,1004,462,1466,68.49
,長興里,164,386,862,1412,26,1438,0,1438,758,2196,65.48
,青山里,174,600,1244,2018,34,2052,0,2052,1072,3124,65.69
,民生里,100,288,644,1032,8,1040,0,1040,588,1628,63.88
,復元里,114,412,780,1306,8,1314,0,1314,640,1954,67.25
,林投里,118,248,724,1090,8,1098,0,1098,914,2012,54.57
,國民里,124,360,778,1262,26,1288,0,1288,642,1930,66.74
,社東里,206,692,1128,2026,22,2048,0,2048,1022,3070,66.71
,社西里,150,396,738,1284,18,1302,0,1302,754,2056,63.33
,博孝里,128,346,768,1242,22,1264,0,1264,582,1846,68.47
,長生里,248,710,1242,2200,32,2232,0,2232,1104,3336,66.91
,榮復里,142,414,914,1470,20,1490,0,1490,676,2166,68.79
,文西里,118,356,796,1270,18,1288,0,1288,508,1796,71.71
,文東里,158,474,914,1546,24,1570,0,1570,782,2352,66.75
,總計,3138,9062,19052,31252,392,31644,0,31644,15844,47488,66.64
苓雅區,,20038,56528,119396,195962,2604,198566,0,198566,92586,291152,68.2
,博仁里,128,304,546,978,12,990,0,990,398,1388,71.33
,苓洲里,196,610,1126,1932,30,1962,0,1962,956,2918,67.24
,苓昇里,176,416,1080,1672,26,1698,0,1698,724,2422,70.11
,苓中里,200,516,1454,2170,32,2202,0,2202,978,3180,69.25
,苓雅里,208,670,1158,2036,36,2072,0,2072,814,2886,71.79
,苓東里,164,470,1230,1864,22,1886,0,1886,1048,2934,64.28
,城北里,184,528,1116,1828,28,1856,0,1856,996,2852,65.08
,城西里,140,232,612,984,8,992,0,992,544,1536,64.58
,城東里,238,558,1502,2298,28,2326,0,2326,1426,3752,61.99
,意誠里,524,1218,2432,4174,42,4216,0,4216,2778,6994,60.28
,鼓中里,150,358,898,1406,16,1422,0,1422,516,1938,73.37
,田西里,162,502,1120,1784,32,1816,0,1816,768,2584,70.28
,人和里,218,628,1478,2324,20,2344,0,2344,1166,3510,66.78
,仁政里,180,524,968,1672,6,1678,0,1678,776,2454,68.38
,廣澤里,178,646,1646,2470,56,2526,0,2526,1032,3558,70.99
,美田里,222,462,888,1572,42,1614,0,1614,678,2292,70.42
,華堂里,400,1076,2514,3990,42,4032,0,4032,1958,5990,67.31
,日中里,244,766,1766,2776,34,2810,0,2810,1464,4274,65.75
,普照里,436,1092,2386,3914,50,3964,0,3964,1864,5828,68.02
,和煦里,284,814,1654,2752,42,2794,0,2794,1152,3946,70.81
,晴朗里,136,472,1010,1618,22,1640,0,1640,2446,4086,40.14
,普天里,388,1210,2540,4138,46,4184,0,4184,1910,6094,68.66
,林富里,258,742,1432,2432,42,2474,0,2474,1106,3580,69.11
,林圍里,330,1070,1646,3046,38,3084,0,3084,1448,4532,68.05
,林安里,236,708,1088,2032,24,2056,0,2056,814,2870,71.64
,光華里,84,218,698,1000,16,1016,0,1016,348,1364,74.49
,林興里,174,388,1260,1822,16,1838,0,1838,820,2658,69.15
,林華里,360,1016,2482,3858,36,3894,0,3894,1608,5502,70.77
,林西里,204,552,1292,2048,14,2062,0,2062,1072,3134,65.79
,林中里,338,1112,2434,3884,60,3944,0,3944,1812,5756,68.52
,林泉里,236,916,1376,2528,30,2558,0,2558,1016,3574,71.57
,林南里,372,1364,2142,3878,68,3946,0,3946,1710,5656,69.77
,中正里,348,1110,2100,3558,46,3604,0,3604,1680,5284,68.21
,尚義里,198,662,1098,1958,30,1988,0,1988,866,2854,69.66
,同慶里,290,1004,1558,2852,44,2896,0,2896,1410,4306,67.25
,凱旋里,352,1056,1372,2780,38,2818,0,2818,1240,4058,69.44
,安祥里,278,1048,1724,3050,50,3100,0,3100,1342,4442,69.79
,奏捷里,180,718,1184,2082,36,2118,0,2118,886,3004,70.51
,福壽里,174,434,1488,2096,42,2138,0,2138,784,2922,73.17
,福南里,240,524,1748,2512,36,2548,0,2548,980,3528,72.22
,五權里,300,824,1716,2840,38,2878,0,2878,1136,4014,71.7
,民主里,486,1558,3046,5090,78,5168,0,5168,2380,7548,68.47
,林德里,198,814,1386,2398,48,2446,0,2446,1074,3520,69.49
,林貴里,232,694,1416,2342,28,2370,0,2370,1104,3474,68.22
,林榮里,652,1616,3028,5296,64,5360,0,5360,2466,7826,68.49
,英明里,256,642,1732,2630,20,2650,0,2650,1166,3816,69.44
,林靖里,200,898,996,2094,52,2146,0,2146,916,3062,70.08
,朝陽里,208,522,1262,1992,30,2022,0,2022,874,2896,69.82
,福隆里,350,956,2274,3580,38,3618,0,3618,1402,5020,72.07
,福祥里,144,510,982,1636,44,1680,0,1680,724,2404,69.88
,福海里,156,472,800,1428,12,1440,0,1440,640,2080,69.23
,福康里,210,590,1850,2650,18,2668,0,2668,1054,3722,71.68
,福人里,258,810,1716,2784,50,2834,0,2834,1248,4082,69.43
,福地里,460,934,2224,3618,60,3678,0,3678,1708,5386,68.29
,福居里,340,850,2494,3684,54,3738,0,3738,1566,5304,70.48
,福東里,392,934,2214,3540,26,3566,0,3566,1536,5102,69.89
,福西里,232,498,1688,2418,30,2448,0,2448,1090,3538,69.19
,永康里,338,926,1738,3002,46,3048,0,3048,1346,4394,69.37
,正文里,254,712,1638,2604,22,2626,0,2626,1252,3878,67.72
,正言里,412,1024,2402,3838,40,3878,0,3878,2042,5920,65.51
,正大里,662,1824,3638,6124,106,6230,0,6230,3464,9694,64.27
,五福里,550,1492,2928,4970,54,5024,0,5024,2342,7366,68.21
,正心里,444,1432,2874,4750,54,4804,0,4804,2290,7094,67.72
,正道里,534,1588,3224,5346,60,5406,0,5406,2784,8190,66.01
,正義里,360,910,2230,3500,38,3538,0,3538,1328,4866,72.71
,正仁里,386,1022,2014,3422,34,3456,0,3456,1654,5110,67.63
,文昌里,574,1256,3318,5148,52,5200,0,5200,2288,7488,69.44
,建軍里,314,660,1826,2800,38,2838,0,2838,1060,3898,72.81
,衛武里,328,846,1496,2670,32,2702,0,2702,1318,4020,67.21
,總計,20038,56528,119396,195962,2604,198566,0,198566,92586,291152,68.2
前鎮區,,21634,54090,137486,213210,2454,215664,0,215664,100240,315904,68.27
,草衙里,1216,2214,8242,11672,112,11784,0,11784,5952,17736,66.44
,明孝里,296,646,2386,3328,28,3356,0,3356,1688,5044,66.53
,明正里,642,1252,4690,6584,50,6634,0,6634,2882,9516,69.71
,明義里,322,614,2140,3076,62,3138,0,3138,1174,4312,72.77
,仁愛里,178,314,1272,1764,26,1790,0,1790,822,2612,68.53
,德昌里,202,630,1492,2324,30,2354,0,2354,1240,3594,65.5
,平等里,242,444,1780,2466,32,2498,0,2498,2686,5184,48.19
,平昌里,80,94,664,838,6,844,0,844,414,1258,67.09
,明禮里,160,272,1560,1992,34,2026,0,2026,914,2940,68.91
,信義里,168,302,1492,1962,22,1984,0,1984,806,2790,71.11
,信德里,296,578,2136,3010,44,3054,0,3054,1366,4420,69.1
,明道里,110,222,1170,1502,12,1514,0,1514,700,2214,68.38
,興化里,66,160,818,1044,16,1060,0,1060,342,1402,75.61
,興仁里,76,124,802,1002,10,1012,0,1012,474,1486,68.1
,前鎮里,186,326,1412,1924,20,1944,0,1944,758,2702,71.95
,鎮東里,186,422,1904,2512,34,2546,0,2546,978,3524,72.25
,鎮榮里,252,532,2186,2970,30,3000,0,3000,1290,4290,69.93
,鎮昌里,244,492,2016,2752,38,2790,0,2790,1126,3916,71.25
,鎮海里,542,1272,3530,5344,60,5404,0,5404,2400,7804,69.25
,鎮陽里,112,322,874,1308,18,1326,0,1326,622,1948,68.07
,興邦里,488,1196,2298,3982,52,4034,0,4034,2142,6176,65.32
,鎮中里,76,234,776,1086,4,1090,0,1090,498,1588,68.64
,鎮北里,134,388,1052,1574,20,1594,0,1594,530,2124,75.05
,忠純里,868,3558,1902,6328,122,6450,0,6450,3138,9588,67.27
,忠誠里,472,1662,554,2688,44,2732,0,2732,1418,4150,65.83
,西山里,452,1468,2708,4628,58,4686,0,4686,2084,6770,69.22
,民權里,612,1882,2970,5464,46,5510,0,5510,2256,7766,70.95
,建隆里,146,476,910,1532,10,1542,0,1542,730,2272,67.87
,振興里,270,870,1750,2890,26,2916,0,2916,1356,4272,68.26
,良和里,442,1356,1992,3790,48,3838,0,3838,1690,5528,69.43
