行政區別,村里別,1_宋楚瑜/余湘,10-015_1_黨籍,2_韓國瑜/張善政,10-015_2_黨籍,3_蔡英文/賴清德,10-015_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
花蓮市,民立里,106,親民黨,1160,中國國民黨,834,民主進步黨,2100,28,2128,0,2128,872,3000,70.93
花蓮市,民運里,124,親民黨,1598,中國國民黨,1074,民主進步黨,2796,30,2826,0,2826,1086,3912,72.24
花蓮市,民族里,24,親民黨,362,中國國民黨,274,民主進步黨,660,2,662,0,662,224,886,74.72
花蓮市,主信里,34,親民黨,426,中國國民黨,386,民主進步黨,846,18,864,0,864,306,1170,73.85
花蓮市,主睦里,38,親民黨,390,中國國民黨,350,民主進步黨,778,2,780,0,780,298,1078,72.36
花蓮市,主和里,182,親民黨,2242,中國國民黨,1808,民主進步黨,4232,44,4276,0,4276,1486,5762,74.21
花蓮市,國威里,70,親民黨,1060,中國國民黨,930,民主進步黨,2060,30,2090,0,2090,1394,3484,59.99
花蓮市,國風里,190,親民黨,2564,中國國民黨,1896,民主進步黨,4650,48,4698,0,4698,1566,6264,75.0
花蓮市,民德里,92,親民黨,1262,中國國民黨,892,民主進步黨,2246,26,2272,0,2272,684,2956,76.86
花蓮市,民意里,106,親民黨,1950,中國國民黨,676,民主進步黨,2732,32,2764,0,2764,1158,3922,70.47
花蓮市,主義里,30,親民黨,382,中國國民黨,274,民主進步黨,686,8,694,0,694,192,886,78.33
花蓮市,主工里,36,親民黨,408,中國國民黨,344,民主進步黨,788,16,804,0,804,230,1034,77.76
花蓮市,主農里,206,親民黨,2748,中國國民黨,2070,民主進步黨,5024,60,5084,0,5084,1706,6790,74.87
花蓮市,國治里,40,親民黨,696,中國國民黨,492,民主進步黨,1228,16,1244,0,1244,438,1682,73.96
花蓮市,國富里,280,親民黨,3912,中國國民黨,2872,民主進步黨,7064,64,7128,0,7128,2674,9802,72.72
花蓮市,民政里,170,親民黨,3168,中國國民黨,1910,民主進步黨,5248,46,5294,0,5294,1710,7004,75.59
花蓮市,民勤里,188,親民黨,2800,中國國民黨,1558,民主進步黨,4546,42,4588,0,4588,1458,6046,75.88
花蓮市,民生里,58,親民黨,786,中國國民黨,706,民主進步黨,1550,16,1566,0,1566,596,2162,72.43
花蓮市,主商里,34,親民黨,406,中國國民黨,410,民主進步黨,850,10,860,0,860,260,1120,76.79
花蓮市,主學里,112,親民黨,1386,中國國民黨,1112,民主進步黨,2610,20,2630,0,2630,946,3576,73.55
花蓮市,國光里,64,親民黨,902,中國國民黨,694,民主進步黨,1660,22,1682,0,1682,682,2364,71.15
花蓮市,國聯里,106,親民黨,2058,中國國民黨,1668,民主進步黨,3832,34,3866,0,3866,1526,5392,71.7
花蓮市,國強里,90,親民黨,1412,中國國民黨,942,民主進步黨,2444,36,2480,0,2480,874,3354,73.94
花蓮市,民心里,50,親民黨,752,中國國民黨,504,民主進步黨,1306,10,1316,0,1316,476,1792,73.44
花蓮市,民樂里,32,親民黨,494,中國國民黨,346,民主進步黨,872,6,878,0,878,310,1188,73.91
花蓮市,民主里,32,親民黨,482,中國國民黨,290,民主進步黨,804,6,810,0,810,314,1124,72.06
花蓮市,主勤里,50,親民黨,574,中國國民黨,532,民主進步黨,1156,10,1166,0,1166,424,1590,73.33
花蓮市,主力里,176,親民黨,1982,中國國民黨,1664,民主進步黨,3822,42,3864,0,3864,1358,5222,73.99
花蓮市,國安里,48,親民黨,486,中國國民黨,338,民主進步黨,872,4,876,0,876,214,1090,80.37
花蓮市,國魂里,94,親民黨,1422,中國國民黨,1162,民主進步黨,2678,40,2718,0,2718,990,3708,73.3
花蓮市,國慶里,52,親民黨,820,中國國民黨,718,民主進步黨,1590,18,1608,0,1608,488,2096,76.72
花蓮市,民享里,180,親民黨,2672,中國國民黨,1380,民主進步黨,4232,28,4260,0,4260,1528,5788,73.6
花蓮市,民有里,36,親民黨,440,中國國民黨,396,民主進步黨,872,10,882,0,882,316,1198,73.62
花蓮市,民權里,20,親民黨,338,中國國民黨,206,民主進步黨,564,6,570,0,570,218,788,72.34
花蓮市,主計里,34,親民黨,582,中國國民黨,444,民主進步黨,1060,20,1080,0,1080,468,1548,69.77
花蓮市,主權里,318,親民黨,4140,中國國民黨,2890,民主進步黨,7348,68,7416,0,7416,2706,10122,73.27
花蓮市,國華里,116,親民黨,1750,中國國民黨,1394,民主進步黨,3260,46,3306,0,3306,970,4276,77.32
花蓮市,國防里,46,親民黨,624,中國國民黨,476,民主進步黨,1146,16,1162,0,1162,434,1596,72.81
花蓮市,國福里,90,親民黨,1152,中國國民黨,688,民主進步黨,1930,14,1944,0,1944,958,2902,66.99
花蓮市,國裕里,198,親民黨,3442,中國國民黨,2246,民主進步黨,5886,92,5978,0,5978,2202,8180,73.08
花蓮市,主安里,160,親民黨,1932,中國國民黨,1318,民主進步黨,3410,30,3440,0,3440,1320,4760,72.27
