行政區別,村里別,1_柯文哲/吳欣盈,10-015_1_黨籍,2_賴清德/蕭美琴,10-015_2_黨籍,3_侯友宜/趙少康,10-015_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
花蓮市,民立里,456,無黨籍及未經政黨推薦,532,民主進步黨,960,中國國民黨,1948,8,1956,0,1956,1110,3066,63.8
花蓮市,民運里,624,無黨籍及未經政黨推薦,702,民主進步黨,1290,中國國民黨,2616,26,2642,0,2642,1232,3874,68.2
花蓮市,民族里,132,無黨籍及未經政黨推薦,158,民主進步黨,230,中國國民黨,520,8,528,0,528,236,764,69.11
花蓮市,主信里,272,無黨籍及未經政黨推薦,274,民主進步黨,366,中國國民黨,912,8,920,0,920,330,1250,73.6
花蓮市,主睦里,202,無黨籍及未經政黨推薦,230,民主進步黨,288,中國國民黨,720,6,726,0,726,342,1068,67.98
花蓮市,主和里,920,無黨籍及未經政黨推薦,1106,民主進步黨,1680,中國國民黨,3706,32,3738,0,3738,1794,5532,67.57
花蓮市,國威里,470,無黨籍及未經政黨推薦,632,民主進步黨,714,中國國民黨,1816,16,1832,0,1832,1446,3278,55.89
花蓮市,國風里,992,無黨籍及未經政黨推薦,1240,民主進步黨,1932,中國國民黨,4164,56,4220,0,4220,1742,5962,70.78
花蓮市,民德里,558,無黨籍及未經政黨推薦,606,民主進步黨,914,中國國民黨,2078,16,2094,0,2094,764,2858,73.27
花蓮市,民意里,494,無黨籍及未經政黨推薦,420,民主進步黨,1574,中國國民黨,2488,30,2518,0,2518,1278,3796,66.33
花蓮市,主義里,142,無黨籍及未經政黨推薦,174,民主進步黨,304,中國國民黨,620,6,626,0,626,230,856,73.13
花蓮市,主工里,172,無黨籍及未經政黨推薦,230,民主進步黨,306,中國國民黨,708,6,714,0,714,252,966,73.91
花蓮市,主農里,1268,無黨籍及未經政黨推薦,1292,民主進步黨,2168,中國國民黨,4728,36,4764,0,4764,1960,6724,70.85
花蓮市,國治里,272,無黨籍及未經政黨推薦,320,民主進步黨,486,中國國民黨,1078,6,1084,0,1084,502,1586,68.35
花蓮市,國富里,1576,無黨籍及未經政黨推薦,1840,民主進步黨,3128,中國國民黨,6544,62,6606,0,6606,2814,9420,70.13
花蓮市,民政里,1278,無黨籍及未經政黨推薦,1258,民主進步黨,2516,中國國民黨,5052,36,5088,0,5088,2052,7140,71.26
花蓮市,民勤里,1132,無黨籍及未經政黨推薦,926,民主進步黨,1966,中國國民黨,4024,58,4082,0,4082,1668,5750,70.99
花蓮市,民生里,288,無黨籍及未經政黨推薦,498,民主進步黨,550,中國國民黨,1336,22,1358,0,1358,644,2002,67.83
花蓮市,主商里,204,無黨籍及未經政黨推薦,284,民主進步黨,258,中國國民黨,746,10,756,0,756,254,1010,74.85
花蓮市,主學里,682,無黨籍及未經政黨推薦,732,民主進步黨,1040,中國國民黨,2454,14,2468,0,2468,1108,3576,69.02
花蓮市,國光里,334,無黨籍及未經政黨推薦,426,民主進步黨,736,中國國民黨,1496,6,1502,0,1502,776,2278,65.94
花蓮市,國聯里,976,無黨籍及未經政黨推薦,1162,民主進步黨,1554,中國國民黨,3692,40,3732,0,3732,1694,5426,68.78
花蓮市,國強里,678,無黨籍及未經政黨推薦,608,民主進步黨,1148,中國國民黨,2434,22,2456,0,2456,1082,3538,69.42
花蓮市,民心里,318,無黨籍及未經政黨推薦,326,民主進步黨,582,中國國民黨,1226,12,1238,0,1238,626,1864,66.42
花蓮市,民樂里,220,無黨籍及未經政黨推薦,224,民主進步黨,398,中國國民黨,842,12,854,0,854,368,1222,69.89
花蓮市,民主里,164,無黨籍及未經政黨推薦,180,民主進步黨,356,中國國民黨,700,6,706,0,706,366,1072,65.86
花蓮市,主勤里,214,無黨籍及未經政黨推薦,328,民主進步黨,458,中國國民黨,1000,10,1010,0,1010,460,1470,68.71
花蓮市,主力里,884,無黨籍及未經政黨推薦,1050,民主進步黨,1506,中國國民黨,3440,44,3484,0,3484,1426,4910,70.96
花蓮市,國安里,164,無黨籍及未經政黨推薦,192,民主進步黨,332,中國國民黨,688,4,692,0,692,240,932,74.25
花蓮市,國魂里,574,無黨籍及未經政黨推薦,752,民主進步黨,1102,中國國民黨,2428,30,2458,0,2458,1042,3500,70.23
花蓮市,國慶里,422,無黨籍及未經政黨推薦,472,民主進步黨,614,中國國民黨,1508,16,1524,0,1524,596,2120,71.89
花蓮市,民享里,1084,無黨籍及未經政黨推薦,894,民主進步黨,2092,中國國民黨,4070,38,4108,0,4108,1842,5950,69.04
花蓮市,民有里,190,無黨籍及未經政黨推薦,244,民主進步黨,320,中國國民黨,754,6,760,0,760,330,1090,69.72
花蓮市,民權里,160,無黨籍及未經政黨推薦,126,民主進步黨,264,中國國民黨,550,2,552,0,552,232,784,70.41
花蓮市,主計里,236,無黨籍及未經政黨推薦,286,民主進步黨,484,中國國民黨,1006,20,1026,0,1026,526,1552,66.11
花蓮市,主權里,1868,無黨籍及未經政黨推薦,1890,民主進步黨,3218,中國國民黨,6976,82,7058,0,7058,2948,10006,70.54
花蓮市,國華里,748,無黨籍及未經政黨推薦,868,民主進步黨,1284,中國國民黨,2900,24,2924,0,2924,1176,4100,71.32
花蓮市,國防里,294,無黨籍及未經政黨推薦,324,民主進步黨,488,中國國民黨,1106,6,1112,0,1112,464,1576,70.56
花蓮市,國福里,430,無黨籍及未經政黨推薦,424,民主進步黨,852,中國國民黨,1706,22,1728,0,1728,1090,2818,61.32
花蓮市,國裕里,1442,無黨籍及未經政黨推薦,1458,民主進步黨,2794,中國國民黨,5694,38,5732,0,5732,2548,8280,69.23
花蓮市,主安里,866,無黨籍及未經政黨推薦,840,民主進步黨,1408,中國國民黨,3114,22,3136,0,3136,1488,4624,67.82
花蓮市,國盛里,1262,無黨籍及未經政黨推薦,1126,民主進步黨,2114,中國國民黨,4502,28,4530,0,4530,2646,7176,63.13
花蓮市,國興里,1500,無黨籍及未經政黨推薦,1450,民主進步黨,2788,中國國民黨,5738,58,5796,0,5796,2550,8346,69.45
花蓮市,民孝里,1070,無黨籍及未經政黨推薦,936,民主進步黨,2430,中國國民黨,4436,40,4476,0,4476,1982,6458,69.31
鳳林鎮,鳳仁里,320,無黨籍及未經政黨推薦,436,民主進步黨,832,中國國民黨,1588,14,1602,0,1602,682,2284,70.14
鳳林鎮,鳳義里,164,無黨籍及未經政黨推薦,160,民主進步黨,476,中國國民黨,800,10,810,0,810,354,1164,69.59
鳳林鎮,鳳禮里,172,無黨籍及未經政黨推薦,226,民主進步黨,404,中國國民黨,802,2,804,0,804,256,1060,75.85
鳳林鎮,鳳智里,308,無黨籍及未經政黨推薦,274,民主進步黨,772,中國國民黨,1354,6,1360,0,1360,610,1970,69.04
鳳林鎮,鳳信里,358,無黨籍及未經政黨推薦,322,民主進步黨,988,中國國民黨,1668,12,1680,0,1680,920,2600,64.62
鳳林鎮,山興里,134,無黨籍及未經政黨推薦,102,民主進步黨,424,中國國民黨,660,12,672,0,672,414,1086,61.88
鳳林鎮,大榮里,350,無黨籍及未經政黨推薦,448,民主進步黨,716,中國國民黨,1514,16,1530,0,1530,880,2410,63.49
鳳林鎮,北林里,166,無黨籍及未經政黨推薦,276,民主進步黨,302,中國國民黨,744,14,758,0,758,284,1042,72.74
鳳林鎮,南平里,66,無黨籍及未經政黨推薦,226,民主進步黨,340,中國國民黨,632,8,640,0,640,380,1020,62.75
鳳林鎮,林榮里,196,無黨籍及未經政黨推薦,250,民主進步黨,598,中國國民黨,1044,4,1048,0,1048,476,1524,68.77
鳳林鎮,長橋里,222,無黨籍及未經政黨推薦,304,民主進步黨,598,中國國民黨,1124,16,1140,0,1140,670,1810,62.98
鳳林鎮,森榮里,14,無黨籍及未經政黨推薦,12,民主進步黨,86,中國國民黨,112,0,112,0,112,52,164,68.29
玉里鎮,中城里,1418,無黨籍及未經政黨推薦,1674,民主進步黨,3090,中國國民黨,6182,104,6286,0,6286,3444,9730,64.6
玉里鎮,啟模里,384,無黨籍及未經政黨推薦,414,民主進步黨,886,中國國民黨,1684,20,1704,0,1704,1252,2956,57.65
玉里鎮,永昌里,232,無黨籍及未經政黨推薦,284,民主進步黨,638,中國國民黨,1154,14,1168,0,1168,1152,2320,50.34
玉里鎮,泰昌里,266,無黨籍及未經政黨推薦,238,民主進步黨,596,中國國民黨,1100,10,1110,0,1110,1320,2430,45.68
玉里鎮,國武里,282,無黨籍及未經政黨推薦,422,民主進步黨,682,中國國民黨,1386,18,1404,0,1404,716,2120,66.23
玉里鎮,源城里,320,無黨籍及未經政黨推薦,380,民主進步黨,712,中國國民黨,1412,20,1432,0,1432,904,2336,61.3
玉里鎮,長良里,130,無黨籍及未經政黨推薦,118,民主進步黨,344,中國國民黨,592,6,598,0,598,552,1150,52.0
玉里鎮,樂合里,150,無黨籍及未經政黨推薦,160,民主進步黨,658,中國國民黨,968,20,988,0,988,842,1830,53.99
玉里鎮,東豐里,156,無黨籍及未經政黨推薦,90,民主進步黨,312,中國國民黨,558,4,562,0,562,430,992,56.65
玉里鎮,觀音里,282,無黨籍及未經政黨推薦,366,民主進步黨,894,中國國民黨,1542,44,1586,0,1586,1348,2934,54.06
玉里鎮,松浦里,252,無黨籍及未經政黨推薦,262,民主進步黨,696,中國國民黨,1210,22,1232,0,1232,1462,2694,45.73
玉里鎮,春日里,172,無黨籍及未經政黨推薦,228,民主進步黨,500,中國國民黨,900,4,904,0,904,704,1608,56.22
玉里鎮,德武里,194,無黨籍及未經政黨推薦,80,民主進步黨,546,中國國民黨,820,12,832,0,832,620,1452,57.3
玉里鎮,三民里,152,無黨籍及未經政黨推薦,306,民主進步黨,426,中國國民黨,884,2,886,0,886,752,1638,54.09
玉里鎮,大禹里,294,無黨籍及未經政黨推薦,238,民主進步黨,630,中國國民黨,1162,4,1166,0,1166,788,1954,59.67
新城鄉,新城村,358,無黨籍及未經政黨推薦,526,民主進步黨,716,中國國民黨,1600,18,1618,0,1618,726,2344,69.03
新城鄉,順安村,286,無黨籍及未經政黨推薦,454,民主進步黨,386,中國國民黨,1126,2,1128,0,1128,586,1714,65.81
新城鄉,康樂村,720,無黨籍及未經政黨推薦,778,民主進步黨,1514,中國國民黨,3012,32,3044,0,3044,1570,4614,65.97
新城鄉,北埔村,1152,無黨籍及未經政黨推薦,956,民主進步黨,1836,中國國民黨,3944,46,3990,0,3990,2192,6182,64.54
新城鄉,佳林村,340,無黨籍及未經政黨推薦,322,民主進步黨,630,中國國民黨,1292,14,1306,0,1306,588,1894,68.95
新城鄉,嘉里村,1480,無黨籍及未經政黨推薦,1020,民主進步黨,2322,中國國民黨,4822,50,4872,0,4872,2456,7328,66.48
新城鄉,嘉新村,350,無黨籍及未經政黨推薦,256,民主進步黨,846,中國國民黨,1452,26,1478,0,1478,902,2380,62.1
新城鄉,大漢村,922,無黨籍及未經政黨推薦,590,民主進步黨,1604,中國國民黨,3116,56,3172,0,3172,1692,4864,65.21
新城鄉,新秀村,728,無黨籍及未經政黨推薦,400,民主進步黨,992,中國國民黨,2120,26,2146,0,2146,1074,3220,66.65
吉安鄉,北昌村,2468,無黨籍及未經政黨推薦,2726,民主進步黨,4468,中國國民黨,9662,90,9752,0,9752,4086,13838,70.47
吉安鄉,勝安村,1796,無黨籍及未經政黨推薦,2030,民主進步黨,3238,中國國民黨,7064,54,7118,0,7118,2788,9906,71.86
吉安鄉,太昌村,1146,無黨籍及未經政黨推薦,1346,民主進步黨,2124,中國國民黨,4616,50,4666,0,4666,2578,7244,64.41
吉安鄉,永安村,1400,無黨籍及未經政黨推薦,1522,民主進步黨,2770,中國國民黨,5692,70,5762,0,5762,2644,8406,68.55
吉安鄉,慶豐村,2492,無黨籍及未經政黨推薦,2664,民主進步黨,4370,中國國民黨,9526,94,9620,0,9620,4128,13748,69.97
吉安鄉,吉安村,1804,無黨籍及未經政黨推薦,1764,民主進步黨,3480,中國國民黨,7048,76,7124,0,7124,3404,10528,67.67
吉安鄉,福興村,1106,無黨籍及未經政黨推薦,1164,民主進步黨,1780,中國國民黨,4050,72,4122,0,4122,1662,5784,71.27
吉安鄉,南華村,430,無黨籍及未經政黨推薦,686,民主進步黨,906,中國國民黨,2022,24,2046,0,2046,1040,3086,66.3
吉安鄉,干城村,298,無黨籍及未經政黨推薦,246,民主進步黨,874,中國國民黨,1418,12,1430,0,1430,1056,2486,57.52
吉安鄉,永興村,1014,無黨籍及未經政黨推薦,882,民主進步黨,1912,中國國民黨,3808,38,3846,0,3846,1982,5828,65.99
吉安鄉,稻香村,1096,無黨籍及未經政黨推薦,1058,民主進步黨,2206,中國國民黨,4360,60,4420,0,4420,1848,6268,70.52
吉安鄉,南昌村,1564,無黨籍及未經政黨推薦,1210,民主進步黨,2772,中國國民黨,5546,38,5584,0,5584,2490,8074,69.16
吉安鄉,宜昌村,1422,無黨籍及未經政黨推薦,1424,民主進步黨,2510,中國國民黨,5356,32,5388,0,5388,2328,7716,69.83
吉安鄉,仁里村,1990,無黨籍及未經政黨推薦,1994,民主進步黨,4088,中國國民黨,8072,58,8130,0,8130,3616,11746,69.22
吉安鄉,東昌村,1872,無黨籍及未經政黨推薦,1600,民主進步黨,3798,中國國民黨,7270,70,7340,0,7340,3352,10692,68.65
吉安鄉,仁安村,840,無黨籍及未經政黨推薦,780,民主進步黨,1310,中國國民黨,2930,24,2954,0,2954,1714,4668,63.28
吉安鄉,仁和村,1684,無黨籍及未經政黨推薦,1392,民主進步黨,2690,中國國民黨,5766,46,5812,0,5812,3052,8864,65.57
吉安鄉,光華村,618,無黨籍及未經政黨推薦,496,民主進步黨,1420,中國國民黨,2534,56,2590,0,2590,1344,3934,65.84
壽豐鄉,樹湖村,104,無黨籍及未經政黨推薦,120,民主進步黨,192,中國國民黨,416,12,428,0,428,228,656,65.24
壽豐鄉,溪口村,284,無黨籍及未經政黨推薦,314,民主進步黨,618,中國國民黨,1216,10,1226,0,1226,744,1970,62.23
壽豐鄉,豐山村,570,無黨籍及未經政黨推薦,630,民主進步黨,1040,中國國民黨,2240,22,2262,0,2262,1318,3580,63.18
壽豐鄉,豐裡村,446,無黨籍及未經政黨推薦,422,民主進步黨,774,中國國民黨,1642,22,1664,0,1664,826,2490,66.83
壽豐鄉,豐坪村,232,無黨籍及未經政黨推薦,266,民主進步黨,538,中國國民黨,1036,12,1048,0,1048,654,1702,61.57
壽豐鄉,共和村,200,無黨籍及未經政黨推薦,278,民主進步黨,500,中國國民黨,978,8,986,0,986,454,1440,68.47
壽豐鄉,壽豐村,484,無黨籍及未經政黨推薦,560,民主進步黨,1008,中國國民黨,2052,26,2078,0,2078,1010,3088,67.29
壽豐鄉,光榮村,258,無黨籍及未經政黨推薦,190,民主進步黨,576,中國國民黨,1024,2,1026,0,1026,496,1522,67.41
壽豐鄉,池南村,176,無黨籍及未經政黨推薦,266,民主進步黨,468,中國國民黨,910,20,930,0,930,444,1374,67.69
壽豐鄉,平和村,410,無黨籍及未經政黨推薦,586,民主進步黨,778,中國國民黨,1774,16,1790,0,1790,920,2710,66.05
壽豐鄉,志學村,876,無黨籍及未經政黨推薦,1076,民主進步黨,1424,中國國民黨,3376,28,3404,0,3404,1566,4970,68.49
壽豐鄉,米棧村,56,無黨籍及未經政黨推薦,82,民主進步黨,212,中國國民黨,350,2,352,0,352,162,514,68.48
壽豐鄉,月眉村,210,無黨籍及未經政黨推薦,122,民主進步黨,634,中國國民黨,966,16,982,0,982,620,1602,61.3
壽豐鄉,水璉村,158,無黨籍及未經政黨推薦,206,民主進步黨,448,中國國民黨,812,18,830,0,830,496,1326,62.59
壽豐鄉,鹽寮村,148,無黨籍及未經政黨推薦,142,民主進步黨,318,中國國民黨,608,4,612,0,612,334,946,64.69
光復鄉,大安村,224,無黨籍及未經政黨推薦,302,民主進步黨,498,中國國民黨,1024,2,1026,0,1026,500,1526,67.23
光復鄉,大華村,270,無黨籍及未經政黨推薦,462,民主進步黨,744,中國國民黨,1476,24,1500,0,1500,878,2378,63.08
光復鄉,大平村,170,無黨籍及未經政黨推薦,218,民主進步黨,702,中國國民黨,1090,12,1102,0,1102,678,1780,61.91
光復鄉,大馬村,198,無黨籍及未經政黨推薦,188,民主進步黨,660,中國國民黨,1046,18,1064,0,1064,832,1896,56.12
光復鄉,大同村,242,無黨籍及未經政黨推薦,308,民主進步黨,650,中國國民黨,1200,24,1224,0,1224,746,1970,62.13
光復鄉,大進村,94,無黨籍及未經政黨推薦,112,民主進步黨,322,中國國民黨,528,12,540,0,540,266,806,67.0
光復鄉,大全村,132,無黨籍及未經政黨推薦,264,民主進步黨,454,中國國民黨,850,8,858,0,858,616,1474,58.21
光復鄉,大興村,80,無黨籍及未經政黨推薦,90,民主進步黨,304,中國國民黨,474,6,480,0,480,376,856,56.07
光復鄉,大富村,66,無黨籍及未經政黨推薦,116,民主進步黨,164,中國國民黨,346,6,352,0,352,222,574,61.32
光復鄉,大豐村,78,無黨籍及未經政黨推薦,164,民主進步黨,220,中國國民黨,462,8,470,0,470,310,780,60.26
