prv_code,city_code,area_code,dept_code,li_code,tbox_no,cand_no,ticket_num,ticket_percent,is_victor,ris_prv_code,ris_city_code,ris_area_code,ris_dept_code,area_name,cand_id,cand_name,cand_sex,cand_birthyear,cand_edu,party_code,party_name,is_current,is_vice,election_year,data_level
63,000,00,000,0000,0000,1,366854,23.79, ,63,000,00,000,臺北市,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
63,000,00,000,0000,0000,1,366854,23.79, ,63,000,00,000,臺北市,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
63,000,00,000,0000,0000,2,587899,38.13,*,63,000,00,000,臺北市,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
63,000,00,000,0000,0000,2,587899,38.13, ,63,000,00,000,臺北市,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
63,000,00,000,0000,0000,3,587258,38.08, ,63,000,00,000,臺北市,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
63,000,00,000,0000,0000,3,587258,38.08, ,63,000,00,000,臺北市,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
65,000,00,000,0000,0000,1,645105,26.24, ,65,000,00,000,新北市,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
65,000,00,000,0000,0000,1,645105,26.24, ,65,000,00,000,新北市,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
65,000,00,000,0000,0000,2,948818,38.59,*,65,000,00,000,新北市,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
65,000,00,000,0000,0000,2,948818,38.59, ,65,000,00,000,新北市,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
65,000,00,000,0000,0000,3,864557,35.17, ,65,000,00,000,新北市,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
65,000,00,000,0000,0000,3,864557,35.17, ,65,000,00,000,新北市,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
68,000,00,000,0000,0000,1,413528,30.61, ,68,000,00,000,桃園市,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
68,000,00,000,0000,0000,1,413528,30.61, ,68,000,00,000,桃園市,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
68,000,00,000,0000,0000,2,476441,35.27,*,68,000,00,000,桃園市,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
68,000,00,000,0000,0000,2,476441,35.27, ,68,000,00,000,桃園市,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
68,000,00,000,0000,0000,3,460823,34.12, ,68,000,00,000,桃園市,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
68,000,00,000,0000,0000,3,460823,34.12, ,68,000,00,000,桃園市,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
66,000,00,000,0000,0000,1,513025,30.05, ,66,000,00,000,臺中市,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
66,000,00,000,0000,0000,1,513025,30.05, ,66,000,00,000,臺中市,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
66,000,00,000,0000,0000,2,641622,37.58,*,66,000,00,000,臺中市,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
66,000,00,000,0000,0000,2,641622,37.58, ,66,000,00,000,臺中市,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
66,000,00,000,0000,0000,3,552556,32.37, ,66,000,00,000,臺中市,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
66,000,00,000,0000,0000,3,552556,32.37, ,66,000,00,000,臺中市,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
67,000,00,000,0000,0000,1,262560,23.44, ,67,000,00,000,臺南市,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
67,000,00,000,0000,0000,1,262560,23.44, ,67,000,00,000,臺南市,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
67,000,00,000,0000,0000,2,570811,50.95,*,67,000,00,000,臺南市,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
67,000,00,000,0000,0000,2,570811,50.95, ,67,000,00,000,臺南市,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
67,000,00,000,0000,0000,3,286867,25.61, ,67,000,00,000,臺南市,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
67,000,00,000,0000,0000,3,286867,25.61, ,67,000,00,000,臺南市,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
64,000,00,000,0000,0000,1,358096,21.88, ,64,000,00,000,高雄市,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
64,000,00,000,0000,0000,1,358096,21.88, ,64,000,00,000,高雄市,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
64,000,00,000,0000,0000,2,800390,48.89,*,64,000,00,000,高雄市,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
64,000,00,000,0000,0000,2,800390,48.89, ,64,000,00,000,高雄市,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
64,000,00,000,0000,0000,3,478476,29.23, ,64,000,00,000,高雄市,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
64,000,00,000,0000,0000,3,478476,29.23, ,64,000,00,000,高雄市,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,002,00,000,0000,0000,1,70171,26.27, ,10,002,00,000,宜蘭縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,002,00,000,0000,0000,1,70171,26.27, ,10,002,00,000,宜蘭縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,002,00,000,0000,0000,2,119517,44.74,*,10,002,00,000,宜蘭縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,002,00,000,0000,0000,2,119517,44.74, ,10,002,00,000,宜蘭縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,002,00,000,0000,0000,3,77441,28.99, ,10,002,00,000,宜蘭縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,002,00,000,0000,0000,3,77441,28.99, ,10,002,00,000,宜蘭縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,004,00,000,0000,0000,1,120985,35.55, ,10,004,00,000,新竹縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,004,00,000,0000,0000,1,120985,35.55, ,10,004,00,000,新竹縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,004,00,000,0000,0000,2,93309,27.42,*,10,004,00,000,新竹縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,004,00,000,0000,0000,2,93309,27.42, ,10,004,00,000,新竹縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,004,00,000,0000,0000,3,126016,37.03, ,10,004,00,000,新竹縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,004,00,000,0000,0000,3,126016,37.03, ,10,004,00,000,新竹縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,005,00,000,0000,0000,1,95637,30.01, ,10,005,00,000,苗栗縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,005,00,000,0000,0000,1,95637,30.01, ,10,005,00,000,苗栗縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,005,00,000,0000,0000,2,91798,28.81,*,10,005,00,000,苗栗縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,005,00,000,0000,0000,2,91798,28.81, ,10,005,00,000,苗栗縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,005,00,000,0000,0000,3,131230,41.18, ,10,005,00,000,苗栗縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,005,00,000,0000,0000,3,131230,41.18, ,10,005,00,000,苗栗縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,007,00,000,0000,0000,1,214714,28.96, ,10,007,00,000,彰化縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,007,00,000,0000,0000,1,214714,28.96, ,10,007,00,000,彰化縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,007,00,000,0000,0000,2,282514,38.11,*,10,007,00,000,彰化縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,007,00,000,0000,0000,2,282514,38.11, ,10,007,00,000,彰化縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,007,00,000,0000,0000,3,244140,32.93, ,10,007,00,000,彰化縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,007,00,000,0000,0000,3,244140,32.93, ,10,007,00,000,彰化縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,008,00,000,0000,0000,1,74854,26.05, ,10,008,00,000,南投縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,008,00,000,0000,0000,1,74854,26.05, ,10,008,00,000,南投縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,008,00,000,0000,0000,2,103279,35.95,*,10,008,00,000,南投縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,008,00,000,0000,0000,2,103279,35.95, ,10,008,00,000,南投縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,008,00,000,0000,0000,3,109163,38.0, ,10,008,00,000,南投縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,008,00,000,0000,0000,3,109163,38.0, ,10,008,00,000,南投縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,009,00,000,0000,0000,1,99470,26.13, ,10,009,00,000,雲林縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,009,00,000,0000,0000,1,99470,26.13, ,10,009,00,000,雲林縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,009,00,000,0000,0000,2,169516,44.54,*,10,009,00,000,雲林縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,009,00,000,0000,0000,2,169516,44.54, ,10,009,00,000,雲林縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,009,00,000,0000,0000,3,111633,29.33, ,10,009,00,000,雲林縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,009,00,000,0000,0000,3,111633,29.33, ,10,009,00,000,雲林縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,010,00,000,0000,0000,1,67382,23.03, ,10,010,00,000,嘉義縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,010,00,000,0000,0000,1,67382,23.03, ,10,010,00,000,嘉義縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,010,00,000,0000,0000,2,139510,47.69,*,10,010,00,000,嘉義縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,010,00,000,0000,0000,2,139510,47.69, ,10,010,00,000,嘉義縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,010,00,000,0000,0000,3,85642,29.28, ,10,010,00,000,嘉義縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,010,00,000,0000,0000,3,85642,29.28, ,10,010,00,000,嘉義縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,013,00,000,0000,0000,1,103028,21.65, ,10,013,00,000,屏東縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,013,00,000,0000,0000,1,103028,21.65, ,10,013,00,000,屏東縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,013,00,000,0000,0000,2,226110,47.51,*,10,013,00,000,屏東縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,013,00,000,0000,0000,2,226110,47.51, ,10,013,00,000,屏東縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,013,00,000,0000,0000,3,146789,30.84, ,10,013,00,000,屏東縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,013,00,000,0000,0000,3,146789,30.84, ,10,013,00,000,屏東縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,014,00,000,0000,0000,1,25590,23.28, ,10,014,00,000,臺東縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,014,00,000,0000,0000,1,25590,23.28, ,10,014,00,000,臺東縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,014,00,000,0000,0000,2,30131,27.41,*,10,014,00,000,臺東縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,014,00,000,0000,0000,2,30131,27.41, ,10,014,00,000,臺東縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,014,00,000,0000,0000,3,54220,49.32, ,10,014,00,000,臺東縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,014,00,000,0000,0000,3,54220,49.32, ,10,014,00,000,臺東縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,015,00,000,0000,0000,1,43047,24.72, ,10,015,00,000,花蓮縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
10,015,00,000,0000,0000,1,43047,24.72, ,10,015,00,000,花蓮縣,203250,吳欣盈,2,1978,碩士,350,台灣民眾黨,N,Y,2024,C
10,015,00,000,0000,0000,2,43157,24.78,*,10,015,00,000,花蓮縣,203251,賴清德,1,1959,碩士,16,民主進步黨,Y, ,2024,C
10,015,00,000,0000,0000,2,43157,24.78, ,10,015,00,000,花蓮縣,203252,蕭美琴,2,1971,碩士,16,民主進步黨,N,Y,2024,C
10,015,00,000,0000,0000,3,87953,50.5, ,10,015,00,000,花蓮縣,203253,侯友宜,1,1957,博士,1,中國國民黨,N, ,2024,C
10,015,00,000,0000,0000,3,87953,50.5, ,10,015,00,000,花蓮縣,203254,趙少康,1,1950,碩士,1,中國國民黨,N,Y,2024,C
10,016,00,000,0000,0000,1,12202,24.76, ,10,016,00,000,澎湖縣,203249,柯文哲,1,1959,博士,350,台灣民眾黨,N, ,2024,C
