prv_code,city_code,area_code,dept_code,li_code,tbox_no,cand_no,ticket_num,ticket_percent,is_victor,ris_prv_code,ris_city_code,ris_area_code,ris_dept_code,area_name,cand_id,cand_name,cand_sex,cand_birthyear,cand_edu,party_code,party_name,is_current,is_vice,election_year,data_level
63,000,00,000,0000,0000,1,546491,37.49,,63,000,00,000,臺北市,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
63,000,00,000,0000,0000,1,546491,37.49, ,63,000,00,000,臺北市,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
63,000,00,000,0000,0000,2,757383,51.95,,63,000,00,000,臺北市,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
63,000,00,000,0000,0000,2,757383,51.95,*,63,000,00,000,臺北市,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
63,000,00,000,0000,0000,3,153804,10.55,,63,000,00,000,臺北市,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
63,000,00,000,0000,0000,3,153804,10.55, ,63,000,00,000,臺北市,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
65,000,00,000,0000,0000,1,709374,33.33, ,65,000,00,000,新北市,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
65,000,00,000,0000,0000,1,709374,33.33,,65,000,00,000,新北市,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
65,000,00,000,0000,0000,2,1165888,54.79,,65,000,00,000,新北市,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
65,000,00,000,0000,0000,2,1165888,54.79,*,65,000,00,000,新北市,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
65,000,00,000,0000,0000,3,252486,11.86,,65,000,00,000,新北市,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
65,000,00,000,0000,0000,3,252486,11.86, ,65,000,00,000,新北市,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
68,000,00,000,0000,0000,1,369013,34.38,,68,000,00,000,桃園市,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
68,000,00,000,0000,0000,1,369013,34.38, ,68,000,00,000,桃園市,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
68,000,00,000,0000,0000,2,547573,51.02,*,68,000,00,000,桃園市,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
68,000,00,000,0000,0000,2,547573,51.02,,68,000,00,000,桃園市,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
68,000,00,000,0000,0000,3,156518,14.58,,68,000,00,000,桃園市,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
68,000,00,000,0000,0000,3,156518,14.58, ,68,000,00,000,桃園市,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
66,000,00,000,0000,0000,1,430005,29.81, ,66,000,00,000,臺中市,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
66,000,00,000,0000,0000,1,430005,29.81,,66,000,00,000,臺中市,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
66,000,00,000,0000,0000,2,793281,55.0,,66,000,00,000,臺中市,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
66,000,00,000,0000,0000,2,793281,55.0,*,66,000,00,000,臺中市,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
66,000,00,000,0000,0000,3,218810,15.17,,66,000,00,000,臺中市,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
66,000,00,000,0000,0000,3,218810,15.17, ,66,000,00,000,臺中市,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
67,000,00,000,0000,0000,1,219196,22.06,,67,000,00,000,臺南市,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
67,000,00,000,0000,0000,1,219196,22.06, ,67,000,00,000,臺南市,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
67,000,00,000,0000,0000,2,670608,67.51,,67,000,00,000,臺南市,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
67,000,00,000,0000,0000,2,670608,67.51,*,67,000,00,000,臺南市,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
67,000,00,000,0000,0000,3,103432,10.41,,67,000,00,000,臺南市,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
67,000,00,000,0000,0000,3,103432,10.41, ,67,000,00,000,臺南市,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
64,000,00,000,0000,0000,1,391823,26.0,,64,000,00,000,高雄市,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
64,000,00,000,0000,0000,1,391823,26.0, ,64,000,00,000,高雄市,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
64,000,00,000,0000,0000,2,955168,63.39,*,64,000,00,000,高雄市,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
64,000,00,000,0000,0000,2,955168,63.39,,64,000,00,000,高雄市,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
64,000,00,000,0000,0000,3,159765,10.6,,64,000,00,000,高雄市,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
