prv_code,city_code,area_code,dept_code,li_code,tbox_no,cand_no,ticket_num,ticket_percent,is_victor,ris_prv_code,ris_city_code,ris_area_code,ris_dept_code,area_name,cand_id,cand_name,cand_sex,cand_birthyear,cand_edu,party_code,party_name,is_current,is_vice,election_year,data_level
64,000,00,000,0000,0000,3,159765,10.6, ,64,000,00,000,高雄市,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,002,00,000,0000,0000,1,59216,25.38, ,10,002,00,000,宜蘭縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,002,00,000,0000,0000,1,59216,25.38,,10,002,00,000,宜蘭縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,002,00,000,0000,0000,2,144798,62.06,,10,002,00,000,宜蘭縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,002,00,000,0000,0000,2,144798,62.06,*,10,002,00,000,宜蘭縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,002,00,000,0000,0000,3,29288,12.55,,10,002,00,000,宜蘭縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,002,00,000,0000,0000,3,29288,12.55, ,10,002,00,000,宜蘭縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,004,00,000,0000,0000,1,94603,35.28, ,10,004,00,000,新竹縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,004,00,000,0000,0000,1,94603,35.28,,10,004,00,000,新竹縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,004,00,000,0000,0000,2,114023,42.52,*,10,004,00,000,新竹縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,004,00,000,0000,0000,2,114023,42.52,,10,004,00,000,新竹縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,004,00,000,0000,0000,3,59510,22.19, ,10,004,00,000,新竹縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,004,00,000,0000,0000,3,59510,22.19,,10,004,00,000,新竹縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,005,00,000,0000,0000,1,107779,37.54,,10,005,00,000,苗栗縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,005,00,000,0000,0000,1,107779,37.54, ,10,005,00,000,苗栗縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,005,00,000,0000,0000,2,130461,45.45,*,10,005,00,000,苗栗縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,005,00,000,0000,0000,2,130461,45.45,,10,005,00,000,苗栗縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,005,00,000,0000,0000,3,48788,16.99, ,10,005,00,000,苗栗縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,005,00,000,0000,0000,3,48788,16.99,,10,005,00,000,苗栗縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,007,00,000,0000,0000,1,193117,28.79,,10,007,00,000,彰化縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,007,00,000,0000,0000,1,193117,28.79, ,10,007,00,000,彰化縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,007,00,000,0000,0000,2,378736,56.47,*,10,007,00,000,彰化縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,007,00,000,0000,0000,2,378736,56.47,,10,007,00,000,彰化縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,007,00,000,0000,0000,3,98807,14.73, ,10,007,00,000,彰化縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,007,00,000,0000,0000,3,98807,14.73,,10,007,00,000,彰化縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,008,00,000,0000,0000,1,83604,32.08, ,10,008,00,000,南投縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,008,00,000,0000,0000,1,83604,32.08,,10,008,00,000,南投縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,008,00,000,0000,0000,2,136104,52.23,*,10,008,00,000,南投縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,008,00,000,0000,0000,2,136104,52.23,,10,008,00,000,南投縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,008,00,000,0000,0000,3,40868,15.68, ,10,008,00,000,南投縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,008,00,000,0000,0000,3,40868,15.68,,10,008,00,000,南投縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,009,00,000,0000,0000,1,86047,24.93,,10,009,00,000,雲林縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,009,00,000,0000,0000,1,86047,24.93, ,10,009,00,000,雲林縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,009,00,000,0000,0000,2,218842,63.4,,10,009,00,000,雲林縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,009,00,000,0000,0000,2,218842,63.4,*,10,009,00,000,雲林縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,009,00,000,0000,0000,3,40236,11.65,,10,009,00,000,雲林縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,009,00,000,0000,0000,3,40236,11.65, ,10,009,00,000,雲林縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,010,00,000,0000,0000,1,65425,23.38,,10,010,00,000,嘉義縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,010,00,000,0000,0000,1,65425,23.38, ,10,010,00,000,嘉義縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,010,00,000,0000,0000,2,182913,65.37,,10,010,00,000,嘉義縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,010,00,000,0000,0000,2,182913,65.37,*,10,010,00,000,嘉義縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,010,00,000,0000,0000,3,31469,11.24, ,10,010,00,000,嘉義縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,010,00,000,0000,0000,3,31469,11.24,,10,010,00,000,嘉義縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,013,00,000,0000,0000,1,121291,26.99, ,10,013,00,000,屏東縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,013,00,000,0000,0000,1,121291,26.99,,10,013,00,000,屏東縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,013,00,000,0000,0000,2,285297,63.49,*,10,013,00,000,屏東縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,013,00,000,0000,0000,2,285297,63.49,,10,013,00,000,屏東縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,013,00,000,0000,0000,3,42768,9.51, ,10,013,00,000,屏東縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,013,00,000,0000,0000,3,42768,9.51,,10,013,00,000,屏東縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,014,00,000,0000,0000,1,43581,44.62, ,10,014,00,000,臺東縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,014,00,000,0000,0000,1,43581,44.62,,10,014,00,000,臺東縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,014,00,000,0000,0000,2,37517,38.41,*,10,014,00,000,臺東縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,014,00,000,0000,0000,2,37517,38.41,,10,014,00,000,臺東縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,014,00,000,0000,0000,3,16565,16.96,,10,014,00,000,臺東縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,014,00,000,0000,0000,3,16565,16.96, ,10,014,00,000,臺東縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,015,00,000,0000,0000,1,73894,47.72,,10,015,00,000,花蓮縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,015,00,000,0000,0000,1,73894,47.72, ,10,015,00,000,花蓮縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,015,00,000,0000,0000,2,57198,36.93,*,10,015,00,000,花蓮縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,015,00,000,0000,0000,2,57198,36.93,,10,015,00,000,花蓮縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,015,00,000,0000,0000,3,23751,15.33, ,10,015,00,000,花蓮縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,015,00,000,0000,0000,3,23751,15.33,,10,015,00,000,花蓮縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,016,00,000,0000,0000,1,12564,29.47, ,10,016,00,000,澎湖縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,016,00,000,0000,0000,1,12564,29.47,,10,016,00,000,澎湖縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,016,00,000,0000,0000,2,21658,50.81,*,10,016,00,000,澎湖縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,016,00,000,0000,0000,2,21658,50.81,,10,016,00,000,澎湖縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,016,00,000,0000,0000,3,8401,19.71, ,10,016,00,000,澎湖縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,016,00,000,0000,0000,3,8401,19.71,,10,016,00,000,澎湖縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
09,007,00,000,0000,0000,1,3065,68.59,,09,007,00,000,連江縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
09,007,00,000,0000,0000,1,3065,68.59, ,09,007,00,000,連江縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
09,007,00,000,0000,0000,2,739,16.53,*,09,007,00,000,連江縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
09,007,00,000,0000,0000,2,739,16.53,,09,007,00,000,連江縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
09,007,00,000,0000,0000,3,664,14.86, ,09,007,00,000,連江縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
09,007,00,000,0000,0000,3,664,14.86,,09,007,00,000,連江縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
09,020,00,000,0000,0000,1,24327,66.09, ,09,020,00,000,金門縣,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
09,020,00,000,0000,0000,1,24327,66.09,,09,020,00,000,金門縣,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
09,020,00,000,0000,0000,2,6626,18.0,*,09,020,00,000,金門縣,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
09,020,00,000,0000,0000,2,6626,18.0,,09,020,00,000,金門縣,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
09,020,00,000,0000,0000,3,5852,15.9, ,09,020,00,000,金門縣,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
09,020,00,000,0000,0000,3,5852,15.9,,09,020,00,000,金門縣,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,017,00,000,0000,0000,1,68357,35.28, ,10,017,00,000,基隆市,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,017,00,000,0000,0000,1,68357,35.28,,10,017,00,000,基隆市,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,017,00,000,0000,0000,2,93402,48.21,,10,017,00,000,基隆市,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,017,00,000,0000,0000,2,93402,48.21,*,10,017,00,000,基隆市,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,017,00,000,0000,0000,3,31955,16.49,,10,017,00,000,基隆市,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,017,00,000,0000,0000,3,31955,16.49, ,10,017,00,000,基隆市,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,018,00,000,0000,0000,1,71771,32.42,,10,018,00,000,新竹市,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,018,00,000,0000,0000,1,71771,32.42, ,10,018,00,000,新竹市,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,018,00,000,0000,0000,2,113386,51.22,,10,018,00,000,新竹市,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,018,00,000,0000,0000,2,113386,51.22,*,10,018,00,000,新竹市,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,018,00,000,0000,0000,3,36198,16.35,,10,018,00,000,新竹市,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,018,00,000,0000,0000,3,36198,16.35, ,10,018,00,000,新竹市,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
10,020,00,000,0000,0000,1,38822,27.95,,10,020,00,000,嘉義市,8072,王如玄,2,1961,碩士,1,中國國民黨,N,Y,2016,C
10,020,00,000,0000,0000,1,38822,27.95, ,10,020,00,000,嘉義市,8071,朱立倫,1,1961,博士,1,中國國民黨,N, ,2016,C
10,020,00,000,0000,0000,2,83143,59.86,,10,020,00,000,嘉義市,8074,陳建仁,1,1951,博士,16,民主進步黨,N,Y,2016,C
10,020,00,000,0000,0000,2,83143,59.86,*,10,020,00,000,嘉義市,8073,蔡英文,2,1956,博士,16,民主進步黨,N, ,2016,C
10,020,00,000,0000,0000,3,16926,12.18,,10,020,00,000,嘉義市,8076,徐欣瑩,2,1972,博士,90,親民黨,N,Y,2016,C
10,020,00,000,0000,0000,3,16926,12.18, ,10,020,00,000,嘉義市,8075,宋楚瑜,1,1942,博士,90,親民黨,N, ,2016,C
