prv_code,city_code,area_code,dept_code,li_code,tbox_no,cand_no,ticket_num,ticket_percent,is_victor,ris_prv_code,ris_city_code,ris_area_code,ris_dept_code,area_name,cand_id,cand_name,cand_sex,cand_birthyear,cand_edu,party_code,party_name,is_current,is_vice,election_year,data_level
63,000,00,000,0000,0000,1,70769,4.34, ,63,000,00,000,臺北市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
63,000,00,000,0000,0000,1,70769,4.34, ,63,000,00,000,臺北市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
63,000,00,000,0000,0000,2,685830,42.01, ,63,000,00,000,臺北市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
63,000,00,000,0000,0000,2,685830,42.01, ,63,000,00,000,臺北市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
63,000,00,000,0000,0000,3,875854,53.65,*,63,000,00,000,臺北市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
63,000,00,000,0000,0000,3,875854,53.65, ,63,000,00,000,臺北市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
65,000,00,000,0000,0000,1,112620,4.57, ,65,000,00,000,新北市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
65,000,00,000,0000,0000,1,112620,4.57, ,65,000,00,000,新北市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
65,000,00,000,0000,0000,2,959631,38.91, ,65,000,00,000,新北市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
65,000,00,000,0000,0000,2,959631,38.91, ,65,000,00,000,新北市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
65,000,00,000,0000,0000,3,1393936,56.52,*,65,000,00,000,新北市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
65,000,00,000,0000,0000,3,1393936,56.52, ,65,000,00,000,新北市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
68,000,00,000,0000,0000,1,63132,4.82, ,68,000,00,000,桃園市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
68,000,00,000,0000,0000,1,63132,4.82, ,68,000,00,000,桃園市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
68,000,00,000,0000,0000,2,529749,40.4, ,68,000,00,000,桃園市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
68,000,00,000,0000,0000,2,529749,40.4, ,68,000,00,000,桃園市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
68,000,00,000,0000,0000,3,718260,54.78,*,68,000,00,000,桃園市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
68,000,00,000,0000,0000,3,718260,54.78, ,68,000,00,000,桃園市,8082,賴清德,1,1959,碩士,16,民主進步黨,N,Y,2020,C
66,000,00,000,0000,0000,1,84800,4.99, ,66,000,00,000,臺中市,8077,宋楚瑜,1,1942,博士,90,親民黨,N, ,2020,C
66,000,00,000,0000,0000,1,84800,4.99, ,66,000,00,000,臺中市,8078,余湘,2,1959,專科,90,親民黨,N,Y,2020,C
66,000,00,000,0000,0000,2,646366,38.06, ,66,000,00,000,臺中市,8079,韓國瑜,1,1957,碩士,1,中國國民黨,N, ,2020,C
66,000,00,000,0000,0000,2,646366,38.06, ,66,000,00,000,臺中市,8080,張善政,1,1954,博士,1,中國國民黨,N,Y,2020,C
66,000,00,000,0000,0000,3,967304,56.95,*,66,000,00,000,臺中市,8081,蔡英文,2,1956,博士,16,民主進步黨,Y, ,2020,C
