行政區別,村里別,丁勇智,冼義哲,劉建國,劉文忠,劉文雄,劉櫂豪,劉泳君,卓恩宗,古文發,吳威志,吳子維,吳宜臻,吳成典,吳旭智,吳淑敏,吳紹文,周書涵,孫博萮,張中法,張佳偉,張兆陽,張宏陸,張春寶,徐志榮,戴文祥,曾耀澂,李宗華,李志鏞,林于玲,林國春,林國正,林宗彥,林家宇,林為洲,林獻山,林金官,柯建銘,楊悟空,楊曜,楊石城,楊鎮浯,歐崇敬,汪婷萱,洪宗熠,洪志恒,温國銘,王廷升,王榮德,王煒婷,范振揆,莊瑞雄,蔡媽福,蔡煌瑯,蔡適應,蔣乃辛,蕭美琴,蘇柏豪,蘇雯英,許智傑,許淑華,許謹如,賴瑞隆,賴競民,邱錫奎,邱靖雅,邱顯智,郝龍斌,郭儒釗,鄭正鈐,鄭永金,陳仲立,陳建閣,陳德輝,陳明文,陳歐珀,陳滄江,陳雙全,陳雪生,馬凱妮,高丹樺,魏揚,黃昭展,黃源甫,黃漢東,黃秀龍,黄師鵬,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
總計,,0,0,0,0,0,0,0,0,0,0,1890,0,0,0,0,21460,0,14378,0,0,0,0,0,0,0,0,0,126734,0,0,0,0,0,0,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39922,0,0,0,2124,0,0,0,0,0,0,240786,0,0,0,0,0,0,0,0,0,0,0,448562,9926,458488,0,458488,255666,714154,64.2
,,0,0,0,0,0,0,0,0,0,0,1890,0,0,0,0,21460,0,14378,0,0,0,0,0,0,0,0,0,126734,0,0,0,0,0,0,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39922,0,0,0,2124,0,0,0,0,0,0,240786,0,0,0,0,0,0,0,0,0,0,0,448562,9926,458488,0,458488,255666,714154,64.2
,神農里,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,226,0,110,0,0,0,0,0,0,0,0,0,1084,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,34,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,3124,102,3226,0,3226,1850,5076,63.55
,民權里,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,104,0,86,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,10,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,1802,56,1858,0,1858,1536,3394,54.74
,進士里,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,234,0,92,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,22,0,0,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,2594,68,2662,0,2662,1254,3916,67.98
,南橋里,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,130,0,42,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,1454,46,1500,0,1500,716,2216,67.69
,建業里,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,180,0,84,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,6,0,0,0,0,0,0,958,0,0,0,0,0,0,0,0,0,0,0,1944,38,1982,0,1982,986,2968,66.78
,南津里,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,144,0,98,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,8,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,2320,64,2384,0,2384,1316,3700,64.43
,凱旋里,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,70,0,64,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,6,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,1456,24,1480,0,1480,866,2346,63.09
,黎明里,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,160,0,76,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,20,0,0,0,0,0,0,1076,0,0,0,0,0,0,0,0,0,0,0,2154,54,2208,0,2208,1186,3394,65.06
,東村里,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,162,0,88,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,18,0,0,0,0,0,0,1262,0,0,0,0,0,0,0,0,0,0,0,2506,94,2600,0,2600,1412,4012,64.81
,延平里,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,256,0,146,0,0,0,0,0,0,0,0,0,1098,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,40,0,0,0,0,0,0,1586,0,0,0,0,0,0,0,0,0,0,0,3496,92,3588,0,3588,1962,5550,64.65
