行政區別,村里別,1_宋楚瑜/余湘,10-002_1_黨籍,2_韓國瑜/張善政,10-002_2_黨籍,3_蔡英文/賴清德,10-002_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
宜蘭市,神農里,152,親民黨,1580,中國國民黨,2044,民主進步黨,3776,54,3830,0,3830,1256,5086,75.3
宜蘭市,民權里,78,親民黨,930,中國國民黨,1092,民主進步黨,2100,34,2134,0,2134,1302,3436,62.11
宜蘭市,進士里,144,親民黨,1216,中國國民黨,1770,民主進步黨,3130,34,3164,0,3164,946,4110,76.98
宜蘭市,南橋里,60,親民黨,592,中國國民黨,1150,民主進步黨,1802,22,1824,0,1824,556,2380,76.64
宜蘭市,建業里,114,親民黨,850,中國國民黨,1592,民主進步黨,2556,34,2590,0,2590,780,3370,76.85
宜蘭市,南津里,104,親民黨,1408,中國國民黨,1472,民主進步黨,2984,42,3026,0,3026,974,4000,75.65
宜蘭市,凱旋里,70,親民黨,568,中國國民黨,1234,民主進步黨,1872,18,1890,0,1890,612,2502,75.54
宜蘭市,黎明里,110,親民黨,836,中國國民黨,1710,民主進步黨,2656,28,2684,0,2684,844,3528,76.08
宜蘭市,東村里,142,親民黨,1148,中國國民黨,2004,民主進步黨,3294,34,3328,0,3328,926,4254,78.23
宜蘭市,延平里,230,親民黨,1768,中國國民黨,2786,民主進步黨,4784,48,4832,0,4832,1432,6264,77.14
宜蘭市,七張里,82,親民黨,568,中國國民黨,1480,民主進步黨,2130,18,2148,0,2148,720,2868,74.9
宜蘭市,慈安里,122,親民黨,844,中國國民黨,1454,民主進步黨,2420,16,2436,0,2436,1070,3506,69.48
宜蘭市,新民里,106,親民黨,748,中國國民黨,1396,民主進步黨,2250,24,2274,0,2274,712,2986,76.16
宜蘭市,東門里,52,親民黨,442,中國國民黨,902,民主進步黨,1396,18,1414,0,1414,432,1846,76.6
宜蘭市,小東里,92,親民黨,860,中國國民黨,1482,民主進步黨,2434,16,2450,0,2450,696,3146,77.88
