行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,三奇村,92,202,824,1118,22,1140,0,1140,612,1752,65.07
,大興村,102,218,882,1202,22,1224,0,1224,604,1828,66.96
,東城村,226,378,1292,1896,28,1924,0,1924,836,2760,69.71
,香和村,374,720,2376,3470,56,3526,0,3526,1978,5504,64.06
,南興村,432,772,2430,3634,56,3690,0,3690,1712,5402,68.31
,冬山村,110,186,636,932,16,948,0,948,662,1610,58.88
,安平村,42,136,680,858,12,870,0,870,504,1374,63.32
,太和村,150,388,1396,1934,26,1960,0,1960,882,2842,68.97
,八寶村,104,162,854,1120,16,1136,0,1136,548,1684,67.46
,丸山村,148,308,1282,1738,16,1754,0,1754,986,2740,64.01
,中山村,54,100,496,650,12,662,0,662,298,960,68.96
,順安村,662,1132,4156,5950,104,6054,0,6054,3736,9790,61.84
,永美村,394,776,2584,3754,32,3786,0,3786,1856,5642,67.1
,群英村,652,1378,3900,5930,78,6008,0,6008,3094,9102,66.01
,清溝村,518,1020,3118,4656,76,4732,0,4732,2358,7090,66.74
,鹿埔村,292,530,2142,2964,44,3008,0,3008,1534,4542,66.23
,得安村,132,326,800,1258,18,1276,0,1276,872,2148,59.4
,廣興村,310,662,2134,3106,44,3150,0,3150,1830,4980,63.25
,廣安村,240,462,1420,2122,36,2158,0,2158,1006,3164,68.2
,柯林村,178,440,1394,2012,28,2040,0,2040,1068,3108,65.64
,大進村,94,148,786,1028,16,1044,0,1044,518,1562,66.84
,總計,5874,11320,39142,56336,840,57176,0,57176,29960,87136,65.62
五結鄉,,4758,8848,28700,42306,536,42842,0,42842,23326,66168,64.75
,三興村,220,432,1832,2484,30,2514,0,2514,1284,3798,66.19
,二結村,282,640,1444,2366,10,2376,0,2376,1102,3478,68.32
,鎮安村,318,636,2094,3048,40,3088,0,3088,1584,4672,66.1
,上四村,272,478,1252,2002,28,2030,0,2030,1110,3140,64.65
,中興村,222,350,1076,1648,24,1672,0,1672,862,2534,65.98
,四結村,304,834,1938,3076,64,3140,0,3140,1570,4710,66.67
,福興村,282,482,1510,2274,32,2306,0,2306,1144,3450,66.84
,五結村,554,938,2772,4264,42,4306,0,4306,2488,6794,63.38
,大吉村,546,870,2828,4244,52,4296,0,4296,2358,6654,64.56
,協和村,374,770,2644,3788,40,3828,0,3828,2118,5946,64.38
,孝威村,168,312,1254,1734,18,1752,0,1752,1040,2792,62.75
,錦眾村,210,358,1264,1832,26,1858,0,1858,1004,2862,64.92
,利澤村,296,486,1696,2478,36,2514,0,2514,1538,4052,62.04
,成興村,396,634,2704,3734,56,3790,0,3790,2004,5794,65.41
,季新村,314,628,2392,3334,38,3372,0,3372,2120,5492,61.4
,總計,4758,8848,28700,42306,536,42842,0,42842,23326,66168,64.75
三星鄉,,2650,5396,15774,23820,410,24230,0,24230,12246,36476,66.43
,員山村,58,58,162,278,8,286,0,286,174,460,62.17
,天山村,80,194,412,686,10,696,0,696,372,1068,65.17
,天福村,130,212,622,964,14,978,0,978,484,1462,66.89
,雙賢村,82,176,504,762,12,774,0,774,404,1178,65.7
,人和村,82,206,342,630,20,650,0,650,230,880,73.86
,義德村,184,504,842,1530,26,1556,0,1556,796,2352,66.16
,集慶村,190,384,994,1568,18,1586,0,1586,744,2330,68.07
,月眉村,146,324,704,1174,10,1184,0,1184,500,1684,70.31
,拱照村,134,292,974,1400,18,1418,0,1418,1106,2524,56.18
,大隱村,626,1148,3362,5136,92,5228,0,5228,2696,7924,65.98
,行健村,136,192,772,1100,22,1122,0,1122,496,1618,69.34
,萬德村,84,192,452,728,18,746,0,746,444,1190,62.69
,貴林村,76,176,304,556,10,566,0,566,376,942,60.08
,萬富村,98,208,602,908,26,934,0,934,506,1440,64.86
,大義村,134,262,1132,1528,28,1556,0,1556,752,2308,67.42
,尚武村,96,188,730,1014,8,1022,0,1022,488,1510,67.68
,大洲村,158,366,1512,2036,42,2078,0,2078,860,2938,70.73
,尾塹村,156,314,1352,1822,28,1850,0,1850,818,2668,69.34
,總計,2650,5396,15774,23820,410,24230,0,24230,12246,36476,66.43
大同鄉,,2136,2310,1250,5696,62,5758,0,5758,3312,9070,63.48
,寒溪村,464,488,138,1090,16,1106,0,1106,552,1658,66.71
,崙埤村,292,318,92,702,10,712,0,712,366,1078,66.05
,松羅村,238,256,242,736,8,744,0,744,510,1254,59.33
,復興村,72,126,144,342,4,346,0,346,178,524,66.03
,英士村,134,142,94,370,10,380,0,380,256,636,59.75
,樂水村,234,162,78,474,4,478,0,478,268,746,64.08
,太平村,14,28,44,86,0,86,0,86,76,162,53.09
,四季村,332,448,94,874,0,874,0,874,542,1416,61.72
,南山村,292,226,280,798,6,804,0,804,422,1226,65.58
,茂安村,64,116,44,224,4,228,0,228,142,370,61.62
,總計,2136,2310,1250,5696,62,5758,0,5758,3312,9070,63.48
南澳鄉,,1824,2722,814,5360,58,5418,0,5418,3272,8690,62.35
,南澳村,390,798,220,1408,16,1424,0,1424,846,2270,62.73
,碧候村,384,528,136,1048,14,1062,0,1062,686,1748,60.76
,東岳村,198,314,82,594,2,596,0,596,266,862,69.14
,金岳村,108,250,68,426,6,432,0,432,324,756,57.14
,武塔村,180,242,130,552,4,556,0,556,290,846,65.72
,金洋村,222,230,94,546,8,554,0,554,344,898,61.69
,澳花村,342,360,84,786,8,794,0,794,516,1310,60.61
,總計,1824,2722,814,5360,58,5418,0,5418,3272,8690,62.35
