行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,龍昌里,1200,2854,2596,6650,64,6714,0,6714,3274,9988,67.22
,仁德里,692,1782,1374,3848,44,3892,0,3892,1972,5864,66.37
,永興里,204,410,636,1250,10,1260,0,1260,552,1812,69.54
,內壢里,400,1138,1096,2634,28,2662,0,2662,1446,4108,64.8
,成功里,778,1928,2252,4958,80,5038,0,5038,2834,7872,64.0
,光明里,1042,2686,3250,6978,72,7050,0,7050,3166,10216,69.01
,自立里,1080,4560,1008,6648,80,6728,0,6728,3076,9804,68.63
,自強里,650,1938,1644,4232,50,4282,0,4282,1986,6268,68.32
,中堅里,718,2200,1512,4430,54,4484,0,4484,2386,6870,65.27
,龍興里,774,2016,2576,5366,58,5424,0,5424,2430,7854,69.06
,仁美里,1064,2726,2728,6518,82,6600,0,6600,3498,10098,65.36
,仁愛里,636,1336,1666,3638,32,3670,0,3670,1698,5368,68.37
,新街里,366,906,1252,2524,36,2560,0,2560,1262,3822,66.98
,中央里,650,1688,2316,4654,64,4718,0,4718,1990,6708,70.33
,普仁里,784,1774,2406,4964,66,5030,0,5030,2716,7746,64.94
,普義里,762,1736,1980,4478,62,4540,0,4540,5882,10422,43.56
,忠義里,572,1358,1940,3870,30,3900,0,3900,1986,5886,66.26
,中正里,1016,2446,2058,5520,46,5566,0,5566,3102,8668,64.21
,興仁里,658,1684,1592,3934,34,3968,0,3968,2240,6208,63.92
,東興里,572,1270,2166,4008,44,4052,0,4052,1950,6002,67.51
,洽溪里,360,940,2052,3352,34,3386,0,3386,1686,5072,66.76
,篤行里,446,1140,1206,2792,32,2824,0,2824,1632,4456,63.38
,新明里,636,1522,2790,4948,44,4992,0,4992,2266,7258,68.78
,新興里,716,1620,2280,4616,58,4674,0,4674,2314,6988,66.89
,中原里,678,1856,2330,4864,34,4898,0,4898,2238,7136,68.64
,內定里,1170,2160,4874,8204,80,8284,0,8284,3724,12008,68.99
,中壢里,108,352,530,990,10,1000,0,1000,418,1418,70.52
,龍岡里,946,2828,2118,5892,68,5960,0,5960,2582,8542,69.77
,仁祥里,556,1772,1248,3576,54,3630,0,3630,1786,5416,67.02
,水尾里,680,1378,2688,4746,34,4780,0,4780,2036,6816,70.13
,青埔里,428,858,1624,2910,56,2966,0,2966,1508,4474,66.29
,復興里,1640,3620,4594,9854,84,9938,0,9938,5668,15606,63.68
,文化里,1746,3574,5382,10702,128,10830,0,10830,5218,16048,67.49
,興國里,372,790,1378,2540,34,2574,0,2574,1196,3770,68.28
,忠福里,1472,3176,4832,9480,106,9586,0,9586,4240,13826,69.33
,信義里,818,2136,2618,5572,36,5608,0,5608,2478,8086,69.35
,石頭里,288,726,1154,2168,16,2184,0,2184,1118,3302,66.14
,龍東里,994,3580,1502,6076,94,6170,0,6170,2848,9018,68.42
,中建里,186,368,818,1372,14,1386,0,1386,558,1944,71.3
,興南里,524,1340,1748,3612,38,3650,0,3650,1998,5648,64.62
,後寮里,956,1866,2490,5312,56,5368,0,5368,3084,8452,63.51
,過嶺里,752,1620,3262,5634,64,5698,0,5698,2864,8562,66.55
,五權里,1030,2230,4298,7558,92,7650,0,7650,3592,11242,68.05
,舊明里,296,632,1310,2238,34,2272,0,2272,744,3016,75.33
,芝芭里,384,948,2434,3766,28,3794,0,3794,1582,5376,70.57
,月眉里,658,1108,4032,5798,54,5852,0,5852,2666,8518,68.7
,三民里,514,1048,2594,4156,38,4194,0,4194,1758,5952,70.46
,山東里,534,968,3332,4834,58,4892,0,4892,1898,6790,72.05
,中榮里,120,386,630,1136,16,1152,0,1152,550,1702,67.69
,內厝里,668,1416,3850,5934,44,5978,0,5978,2514,8492,70.4
,振興里,1066,2202,2704,5972,50,6022,0,6022,2680,8702,69.2
,普慶里,516,1302,1684,3502,38,3540,0,3540,1392,4932,71.78
,興和里,526,1158,2376,4060,42,4102,0,4102,1464,5566,73.7
,永光里,890,2126,3474,6490,74,6564,0,6564,3346,9910,66.24
,復華里,962,2414,2998,6374,50,6424,0,6424,2968,9392,68.4
,忠孝里,802,2030,2322,5154,74,5228,0,5228,2806,8034,65.07
,福德里,528,1398,1584,3510,38,3548,0,3548,1582,5130,69.16
,和平里,450,1332,1554,3336,34,3370,0,3370,1450,4820,69.92
,普忠里,602,1474,1890,3966,38,4004,0,4004,1908,5912,67.73
,普強里,822,1856,2018,4696,52,4748,0,4748,2160,6908,68.73
,明德里,890,2066,2954,5910,70,5980,0,5980,2478,8458,70.7
,至善里,700,1902,1472,4074,42,4116,0,4116,2532,6648,61.91
,五福里,658,1350,2696,4704,34,4738,0,4738,1982,6720,70.51
,龍德里,812,2146,2096,5054,48,5102,0,5102,2262,7364,69.28
,正義里,866,1820,2776,5462,60,5522,0,5522,2500,8022,68.84
,龍安里,506,1780,680,2966,24,2990,0,2990,1128,4118,72.61
,中山里,992,2248,2040,5280,48,5328,0,5328,3084,8412,63.34
,德義里,524,1308,1710,3542,40,3582,0,3582,1558,5140,69.69
,仁義里,784,1406,2342,4532,42,4574,0,4574,2324,6898,66.31
,華勛里,546,2122,1150,3818,42,3860,0,3860,1812,5672,68.05
,仁福里,884,2638,2080,5602,62,5664,0,5664,3124,8788,64.45
,幸福里,1080,2356,3774,7210,64,7274,0,7274,3422,10696,68.01
,永福里,1000,2240,3824,7064,56,7120,0,7120,3124,10244,69.5
,仁和里,746,1854,1742,4342,58,4400,0,4400,2254,6654,66.13
,華愛里,696,1900,1500,4096,34,4130,0,4130,2068,6198,66.63
,莊敬里,688,2690,1058,4436,58,4494,0,4494,1942,6436,69.83
,自治里,724,2430,1028,4182,60,4242,0,4242,2014,6256,67.81
,健行里,902,2030,2734,5666,72,5738,0,5738,2624,8362,68.62
,興平里,362,1030,2076,3468,28,3496,0,3496,1186,4682,74.67
,中興里,704,1584,1420,3708,34,3742,0,3742,2026,5768,64.88
,龍慈里,1048,2252,2030,5330,58,5388,0,5388,3098,8486,63.49
,自信里,1184,2712,2398,6294,72,6366,0,6366,3116,9482,67.14
,林森里,756,1644,2264,4664,38,4702,0,4702,2318,7020,66.98
,金華里,676,2134,2036,4846,78,4924,0,4924,2160,7084,69.51
,總計,61760,153692,187486,402938,4330,407268,0,407268,197878,605146,67.3
大溪區,,12020,31338,53918,97276,1062,98338,0,98338,47924,146262,67.23
,興和里,188,558,1408,2154,28,2182,0,2182,854,3036,71.87
,福仁里,92,276,950,1318,14,1332,0,1332,534,1866,71.38
,一心里,634,1598,3580,5812,42,5854,0,5854,3020,8874,65.97
,一德里,802,1678,4214,6694,76,6770,0,6770,3566,10336,65.5
,月眉里,164,326,1140,1630,12,1642,0,1642,702,2344,70.05
,永福里,90,256,914,1260,14,1274,0,1274,624,1898,67.12
,美華里,352,838,2806,3996,48,4044,0,4044,1732,5776,70.01
,福安里,282,630,2076,2988,26,3014,0,3014,1356,4370,68.97
,復興里,134,230,804,1168,16,1184,0,1184,614,1798,65.85
,新峰里,112,258,732,1102,10,1112,0,1112,480,1592,69.85
,康安里,164,334,1222,1720,16,1736,0,1736,700,2436,71.26
,義和里,210,480,1668,2358,16,2374,0,2374,1060,3434,69.13
,瑞興里,442,912,2138,3492,46,3538,0,3538,1576,5114,69.18
,中新里,162,490,1488,2140,22,2162,0,2162,806,2968,72.84
,仁義里,492,2088,954,3534,54,3588,0,3588,1872,5460,65.71
,僑愛里,442,2212,612,3266,42,3308,0,3308,1538,4846,68.26
,仁善里,1134,2770,4100,8004,96,8100,0,8100,4292,12392,65.36
,仁愛里,922,1908,3060,5890,74,5964,0,5964,2922,8886,67.12
,仁武里,584,1314,1816,3714,32,3746,0,3746,1884,5630,66.54
,員林里,194,710,908,1812,28,1840,0,1840,1014,2854,64.47
,南興里,690,1668,3624,5982,44,6026,0,6026,3266,9292,64.85
,瑞源里,620,1438,2614,4672,68,4740,0,4740,2324,7064,67.1
,光明里,432,1420,1062,2914,38,2952,0,2952,1652,4604,64.12
,三元里,516,1924,1244,3684,36,3720,0,3720,1726,5446,68.31
,田心里,628,1442,3760,5830,68,5898,0,5898,2752,8650,68.18
,仁文里,694,1610,2228,4532,48,4580,0,4580,2408,6988,65.54
,仁和里,844,1970,2796,5610,48,5658,0,5658,2650,8308,68.1
,總計,12020,31338,53918,97276,1062,98338,0,98338,47924,146262,67.23
楊梅區,,27138,57494,75824,160456,1768,162224,0,162224,85248,247472,65.55
,楊梅里,782,1812,2092,4686,60,4746,0,4746,2154,6900,68.78
,楊江里,178,634,650,1462,20,1482,0,1482,668,2150,68.93
,紅梅里,534,1282,1592,3408,34,3442,0,3442,1632,5074,67.84
,永寧里,1194,2422,3486,7102,66,7168,0,7168,5030,12198,58.76
,大平里,574,1610,1910,4094,44,4138,0,4138,2112,6250,66.21
,東流里,494,970,1862,3326,48,3374,0,3374,1828,5202,64.86
,水美里,842,1772,2520,5134,46,5180,0,5180,2518,7698,67.29
,上田里,504,912,1888,3304,24,3328,0,3328,1576,4904,67.86
,梅新里,408,1018,1184,2610,26,2636,0,2636,1168,3804,69.3
,大同里,610,1684,1942,4236,40,4276,0,4276,1866,6142,69.62
,埔心里,208,686,1168,2062,22,2084,0,2084,762,2846,73.23
,金龍里,272,744,362,1378,20,1398,0,1398,696,2094,66.76
,瑞塘里,866,1932,2874,5672,58,5730,0,5730,2998,8728,65.65
,四維里,860,1958,2164,4982,66,5048,0,5048,2446,7494,67.36
,梅溪里,704,1482,1640,3826,32,3858,0,3858,2526,6384,60.43
,高山里,778,1522,1896,4196,58,4254,0,4254,2530,6784,62.71
,高榮里,566,1190,2366,4122,44,4166,0,4166,1796,5962,69.88
,仁美里,762,2034,2346,5142,78,5220,0,5220,2370,7590,68.77
,光華里,626,1890,1618,4134,56,4190,0,4190,1994,6184,67.76
,富岡里,344,912,1142,2398,42,2440,0,2440,1074,3514,69.44
,豐野里,700,1572,2436,4708,44,4752,0,4752,2268,7020,67.69
,員本里,538,994,1746,3278,48,3326,0,3326,1556,4882,68.13
,瑞原里,752,1580,2314,4646,38,4684,0,4684,2538,7222,64.86
,三湖里,506,1040,1726,3272,26,3298,0,3298,1678,4976,66.28
,上湖里,1204,1760,2846,5810,60,5870,0,5870,3506,9376,62.61
,中山里,608,1352,1568,3528,32,3560,0,3560,1830,5390,66.05
,楊明里,1148,2276,2584,6008,52,6060,0,6060,3162,9222,65.71
,金溪里,828,1692,1786,4306,32,4338,0,4338,2084,6422,67.55
,裕成里,730,1616,1460,3806,36,3842,0,3842,1958,5800,66.24
,秀才里,658,1430,2150,4238,52,4290,0,4290,1852,6142,69.85
,青山里,692,1444,1716,3852,40,3892,0,3892,2926,6818,57.08
,新榮里,660,1492,2290,4442,54,4496,0,4496,1968,6464,69.55
,雙榮里,580,1290,2032,3902,42,3944,0,3944,1696,5640,69.93
,瑞坪里,1212,2358,2482,6052,90,6142,0,6142,3804,9946,61.75
,永平里,430,744,980,2154,18,2172,0,2172,1266,3438,63.18
,瑞溪里,638,1228,1640,3506,42,3548,0,3548,2220,5768,61.51
,高上里,642,994,1718,3354,40,3394,0,3394,1530,4924,68.93
,富豐里,598,996,1846,3440,32,3472,0,3472,1906,5378,64.56
,裕新里,476,832,922,2230,18,2248,0,2248,1676,3924,57.29
,三民里,756,1388,1482,3626,40,3666,0,3666,2292,5958,61.53
,頭湖里,676,950,1398,3024,48,3072,0,3072,1788,4860,63.21
,總計,27138,57494,75824,160456,1768,162224,0,162224,85248,247472,65.55
蘆竹區,,20374,45126,87054,152554,1772,154326,0,154326,75888,230214,67.04
,新興里,416,824,2804,4044,46,4090,0,4090,1480,5570,73.43
,中福里,508,932,3240,4680,42,4722,0,4722,1814,6536,72.25
,新莊里,690,1406,3552,5648,56,5704,0,5704,2682,8386,68.02
,大竹里,700,1648,2872,5220,46,5266,0,5266,2348,7614,69.16
,蘆竹里,494,1146,3896,5536,56,5592,0,5592,2068,7660,73.0
,南崁里,488,1446,2318,4252,56,4308,0,4308,1998,6306,68.32
,錦興里,634,1374,2676,4684,60,4744,0,4744,2140,6884,68.91
,五福里,454,934,1434,2822,36,2858,0,2858,1494,4352,65.67
,內厝里,320,816,1880,3016,32,3048,0,3048,1742,4790,63.63
,山鼻里,298,672,1488,2458,26,2484,0,2484,1092,3576,69.46
,山腳里,592,1148,3124,4864,70,4934,0,4934,1936,6870,71.82
,外社里,196,378,1546,2120,44,2164,0,2164,608,2772,78.07
,坑子里,202,392,1764,2358,34,2392,0,2392,856,3248,73.65
,坑口里,296,734,2296,3326,30,3356,0,3356,1220,4576,73.34
,海湖里,868,1916,3702,6486,88,6574,0,6574,3352,9926,66.23
,南榮里,498,1232,2024,3754,50,3804,0,3804,2006,5810,65.47
,南興里,836,1986,2738,5560,58,5618,0,5618,3002,8620,65.17
,長興里,456,758,1682,2896,40,2936,0,2936,1918,4854,60.49
,錦中里,528,1234,2174,3936,30,3966,0,3966,1880,5846,67.84
,富竹里,202,292,1386,1880,16,1896,0,1896,622,2518,75.3
,上竹里,574,1268,2468,4310,52,4362,0,4362,1892,6254,69.75
,宏竹里,432,920,2584,3936,46,3982,0,3982,1588,5570,71.49
,瓦窯里,470,1228,1552,3250,42,3292,0,3292,1934,5226,62.99
,營盤里,798,1672,2526,4996,66,5062,0,5062,2890,7952,63.66
,羊稠里,634,1668,2572,4874,68,4942,0,4942,2552,7494,65.95
,順興里,578,1174,1890,3642,34,3676,0,3676,2278,5954,61.74
,福昌里,824,1860,2760,5444,66,5510,0,5510,3248,8758,62.91
,福興里,1320,2592,4254,8166,92,8258,0,8258,5304,13562,60.89
,蘆興里,264,650,1320,2234,32,2266,0,2266,814,3080,73.57
,長壽里,1048,2282,2876,6206,70,6276,0,6276,3210,9486,66.16
,吉祥里,596,1452,1988,4036,62,4098,0,4098,1916,6014,68.14
,中山里,522,1070,1492,3084,44,3128,0,3128,2046,5174,60.46
,福祿里,514,1092,1882,3488,38,3526,0,3526,2024,5550,63.53
,興榮里,394,1254,1594,3242,34,3276,0,3276,1616,4892,66.97
,中興里,678,1354,2570,4602,38,4640,0,4640,2594,7234,64.14
,上興里,540,1186,2256,3982,42,4024,0,4024,1746,5770,69.74
,營福里,512,1136,1874,3522,30,3552,0,3552,1978,5530,64.23
,總計,20374,45126,87054,152554,1772,154326,0,154326,75888,230214,67.04
大園區,,11600,24512,51240,87352,1038,88390,0,88390,44158,132548,66.69
,大園里,1012,2312,4360,7684,68,7752,0,7752,3754,11506,67.37
,田心里,928,2062,4470,7460,58,7518,0,7518,3756,11274,66.68
,溪海里,672,1402,3226,5300,66,5366,0,5366,3066,8432,63.64
,和平里,152,496,1480,2128,28,2156,0,2156,930,3086,69.86
,橫峰里,1494,3028,5568,10090,136,10226,0,10226,5080,15306,66.81
,五權里,678,1452,4086,6216,82,6298,0,6298,2550,8848,71.18
,埔心里,860,1964,4408,7232,66,7298,0,7298,3906,11204,65.14
,大海里,292,774,1030,2096,22,2118,0,2118,930,3048,69.49
,三石里,472,984,2366,3822,62,3884,0,3884,1570,5454,71.21
,菓林里,1094,2194,4800,8088,112,8200,0,8200,4418,12618,64.99
,竹圍里,502,1294,2218,4014,50,4064,0,4064,1854,5918,68.67
,海口里,378,698,1204,2280,32,2312,0,2312,1052,3364,68.73
,沙崙里,458,1034,1782,3274,48,3322,0,3322,1846,5168,64.28
,後厝里,454,886,1760,3100,50,3150,0,3150,1448,4598,68.51
,圳頭里,398,876,1944,3218,32,3250,0,3250,1498,4748,68.45
,內海里,358,740,1682,2780,48,2828,0,2828,1318,4146,68.21
,北港里,476,764,1952,3192,28,3220,0,3220,1646,4866,66.17
,南港里,922,1552,2904,5378,50,5428,0,5428,3536,8964,60.55
,總計,11600,24512,51240,87352,1038,88390,0,88390,44158,132548,66.69
龜山區,,20586,48868,78990,148444,1748,150192,0,150192,78494,228686,65.68
,楓樹里,1018,2048,4178,7244,80,7324,0,7324,2908,10232,71.58
,龜山里,1052,2600,4492,8144,66,8210,0,8210,4206,12416,66.12
,兔坑里,796,1528,2612,4936,54,4990,0,4990,2912,7902,63.15
,大同里,832,2248,3688,6768,122,6890,0,6890,3638,10528,65.44
,山福里,484,1290,2162,3936,52,3988,0,3988,1960,5948,67.05
,山頂里,950,2138,3290,6378,54,6432,0,6432,3646,10078,63.82
,陸光里,792,3546,522,4860,54,4914,0,4914,2074,6988,70.32
,精忠里,1044,3348,2512,6904,102,7006,0,7006,3526,10532,66.52
,公西里,176,608,796,1580,22,1602,0,1602,622,2224,72.03
,樂善里,622,1132,2358,4112,54,4166,0,4166,2406,6572,63.39
,南上里,338,614,1438,2390,40,2430,0,2430,1002,3432,70.8
,大坑里,256,628,1534,2418,36,2454,0,2454,1102,3556,69.01
,中興里,836,1842,3180,5858,66,5924,0,5924,3042,8966,66.07
,山德里,718,2020,3458,6196,70,6266,0,6266,3188,9454,66.28
,新路里,1000,2238,3938,7176,94,7270,0,7270,3160,10430,69.7
,嶺頂里,560,1226,2876,4662,62,4724,0,4724,2676,7400,63.84
,龍壽里,218,458,1556,2232,22,2254,0,2254,1030,3284,68.64
,舊路里,380,894,2012,3286,28,3314,0,3314,1282,4596,72.11
,大崗里,576,1432,2536,4544,60,4604,0,4604,2330,6934,66.4
,文化里,942,2096,3782,6820,68,6888,0,6888,3680,10568,65.18
,南美里,332,908,1574,2814,24,2838,0,2838,1364,4202,67.54
,幸福里,950,1822,2886,5658,82,5740,0,5740,3900,9640,59.54
,福源里,378,838,1244,2460,20,2480,0,2480,1370,3850,64.42
,龍華里,490,1202,2258,3950,60,4010,0,4010,2032,6042,66.37
,迴龍里,804,2016,3702,6522,100,6622,0,6622,3584,10206,64.88
,新嶺里,646,1316,2626,4588,54,4642,0,4642,2732,7374,62.95
,大湖里,842,1820,2926,5588,56,5644,0,5644,3220,8864,63.67
,大華里,1564,2758,5190,9512,82,9594,0,9594,5170,14764,64.98
,長庚里,602,958,2578,4138,30,4168,0,4168,2042,6210,67.12
,新興里,388,1296,1086,2770,34,2804,0,2804,2690,5494,51.04
,總計,20586,48868,78990,148444,1748,150192,0,150192,78494,228686,65.68
八德區,,27982,71930,95416,195328,2236,197564,0,197564,97690,295254,66.91
,興仁里,800,2024,2794,5618,52,5670,0,5670,4762,10432,54.35
,福興里,1032,2314,3436,6782,72,6854,0,6854,3962,10816,63.37
,瑞豐里,472,1166,1374,3012,46,3058,0,3058,1788,4846,63.1
,瑞發里,584,1792,1816,4192,58,4250,0,4250,1968,6218,68.35
,瑞德里,634,2112,1634,4380,28,4408,0,4408,2324,6732,65.48
,瑞祥里,608,2080,1484,4172,66,4238,0,4238,2034,6272,67.57
,廣興里,526,1294,2164,3984,36,4020,0,4020,2178,6198,64.86
,廣隆里,766,2114,2660,5540,62,5602,0,5602,2340,7942,70.54
,竹園里,732,1450,2216,4398,56,4454,0,4454,1932,6386,69.75
,霄裡里,348,748,1372,2468,34,2502,0,2502,1426,3928,63.7
,茄苳里,504,926,1850,3280,26,3306,0,3306,1450,4756,69.51
,高明里,694,1448,2386,4528,52,4580,0,4580,2506,7086,64.63
,白鷺里,546,1176,2182,3904,50,3954,0,3954,1938,5892,67.11
,大湳里,608,1348,2666,4622,56,4678,0,4678,2558,7236,64.65
,大安里,612,1106,2308,4026,28,4054,0,4054,1850,5904,68.67
,大興里,568,1484,2246,4298,34,4332,0,4332,2006,6338,68.35
,大和里,1098,3342,3112,7552,104,7656,0,7656,4294,11950,64.07
,大同里,196,634,1090,1920,22,1942,0,1942,916,2858,67.95
,大成里,528,1534,2324,4386,54,4440,0,4440,1770,6210,71.5
,大義里,604,1860,2008,4472,58,4530,0,4530,2408,6938,65.29
,大忠里,294,882,994,2170,34,2204,0,2204,1064,3268,67.44
,大福里,926,2212,3420,6558,76,6634,0,6634,2734,9368,70.82
,大勇里,678,1670,2712,5060,62,5122,0,5122,2142,7264,70.51
,大信里,564,2262,1868,4694,90,4784,0,4784,2508,7292,65.61
,大華里,444,1232,1494,3170,32,3202,0,3202,1416,4618,69.34
,大仁里,754,1454,3168,5376,52,5428,0,5428,2370,7798,69.61
,大智里,636,2090,1820,4546,46,4592,0,4592,2146,6738,68.15
,瑞泰里,748,1716,2620,5084,52,5136,0,5136,2696,7832,65.58
,大昌里,516,1362,1822,3700,36,3736,0,3736,1652,5388,69.34
,大正里,680,1802,2384,4866,44,4910,0,4910,2548,7458,65.84
,大強里,594,1146,2396,4136,42,4178,0,4178,1530,5708,73.2
,大發里,346,634,1492,2472,26,2498,0,2498,1294,3792,65.88
,大明里,584,1214,2538,4336,50,4386,0,4386,2168,6554,66.92
,大竹里,296,536,1208,2040,18,2058,0,2058,812,2870,71.71
,大慶里,286,658,890,1834,16,1850,0,1850,890,2740,67.52
,大千里,430,1066,1182,2678,34,2712,0,2712,1300,4012,67.6
,大榮里,334,820,1258,2412,24,2436,0,2436,1220,3656,66.63
,茄明里,894,1622,2496,5012,58,5070,0,5070,3030,8100,62.59
,高城里,606,1332,1918,3856,52,3908,0,3908,1912,5820,67.15
,瑞興里,448,1086,1938,3472,38,3510,0,3510,1388,4898,71.66
,大愛里,468,1196,1408,3072,54,3126,0,3126,1494,4620,67.66
,大宏里,534,1622,1980,4136,34,4170,0,4170,1662,5832,71.5
,大漢里,720,1712,1986,4418,40,4458,0,4458,2420,6878,64.82
,廣德里,464,1040,1912,3416,26,3442,0,3442,1588,5030,68.43
,龍友里,462,1786,702,2950,52,3002,0,3002,1208,4210,71.31
,陸光里,812,3676,1016,5504,86,5590,0,5590,2624,8214,68.05
,永豐里,512,1116,1972,3600,42,3642,0,3642,1726,5368,67.85
