行政區別,村里別,伊斯坦大‧貝雅夫‧正福Istanda‧Paingav,俄鄧‧殷艾Eteng‧Ingay,吳春芳,唐惠美,李美素,林志強,洪金福,温建華,王義雄,范織欽Pasulang‧Tomatalate,蘇志強,陳天斯,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,永興里,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0,4.0,4.0,8.0,50.0
,內壢里,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0,4.0,10.0,14.0,28.57
,內壢里,0.0,2.0,4.0,0.0,6.0,0.0,2.0,0.0,24.0,0.0,0.0,8.0,46.0,0.0,46.0,0,46.0,18.0,64.0,71.88
,成功里,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,46.0,0.0,46.0,0,46.0,46.0,92.0,50.0
,成功里,0.0,6.0,4.0,0.0,8.0,0.0,4.0,0.0,26.0,0.0,0.0,4.0,52.0,2.0,54.0,0,54.0,76.0,130.0,41.54
,光明里,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,14.0,0,14.0,8.0,22.0,63.64
,光明里,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0,8.0,20.0,28.0,28.57
,自立里,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,48.0,2.0,50.0,0,50.0,40.0,90.0,55.56
,自立里,0.0,2.0,4.0,0.0,10.0,6.0,4.0,0.0,40.0,0.0,0.0,2.0,68.0,2.0,70.0,0,70.0,50.0,120.0,58.33
,自強里,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,10.0,0.0,10.0,0,10.0,26.0,36.0,27.78
,自強里,0.0,0.0,8.0,0.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,20.0,2.0,22.0,0,22.0,42.0,64.0,34.38
,中堅里,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,28.0,2.0,30.0,0,30.0,42.0,72.0,41.67
,中堅里,0.0,0.0,4.0,0.0,2.0,10.0,0.0,0.0,14.0,0.0,0.0,6.0,36.0,0.0,36.0,0,36.0,52.0,88.0,40.91
,龍興里,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,20.0,2.0,22.0,0,22.0,18.0,40.0,55.0
,龍興里,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,12.0,0,12.0,34.0,46.0,26.09
,仁美里,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,44.0,0.0,44.0,0,44.0,48.0,92.0,47.83
,仁美里,0.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,20.0,0.0,0.0,6.0,36.0,2.0,38.0,0,38.0,52.0,90.0,42.22
,仁愛里,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,38.0,6.0,44.0,0,44.0,18.0,62.0,70.97
,仁愛里,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,16.0,0.0,16.0,0,16.0,22.0,38.0,42.11
,新街里,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,8.0,0,8.0,6.0,14.0,57.14
,新街里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,2.0,14.0,16.0,12.5
,中央里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,8.0,0.0
,中央里,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0,8.0,2.0,10.0,80.0
,普仁里,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0,10.0,6.0,16.0,62.5
,普仁里,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,10.0,0.0,10.0,0,10.0,16.0,26.0,38.46
,普義里,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,16.0,2.0,18.0,0,18.0,62.0,80.0,22.5
,普義里,0.0,8.0,2.0,0.0,6.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,36.0,0.0,36.0,0,36.0,90.0,126.0,28.57
,忠義里,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,8.0,0,8.0,8.0,16.0,50.0
,忠義里,0.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,12.0,0,12.0,10.0,22.0,54.55
,中正里,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,34.0,0.0,66.0,6.0,72.0,0,72.0,76.0,148.0,48.65
,中正里,0.0,2.0,6.0,0.0,12.0,12.0,16.0,4.0,36.0,0.0,0.0,2.0,90.0,0.0,90.0,0,90.0,102.0,192.0,46.88
,興仁里,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,18.0,0.0,18.0,0,18.0,20.0,38.0,47.37
,興仁里,0.0,16.0,8.0,0.0,6.0,2.0,8.0,0.0,26.0,0.0,0.0,2.0,68.0,2.0,70.0,0,70.0,46.0,116.0,60.34
,東興里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0,4.0,6.0,10.0,40.0
,東興里,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,6.0,0,6.0,14.0,20.0,30.0
,洽溪里,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0,4.0,2.0,6.0,66.67
,洽溪里,0.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,4.0,20.0,0.0,20.0,0,20.0,26.0,46.0,43.48
,篤行里,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,12.0,0.0,12.0,0,12.0,14.0,26.0,46.15
,篤行里,0.0,0.0,2.0,0.0,4.0,4.0,8.0,0.0,6.0,0.0,0.0,4.0,28.0,2.0,30.0,0,30.0,60.0,90.0,33.33
,新明里,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,20.0,0,20.0,10.0,30.0,66.67
,新明里,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.0,12.0,0,12.0,22.0,34.0,35.29
,新興里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0,4.0,20.0,24.0,16.67
,新興里,0.0,0.0,4.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,24.0,0.0,24.0,0,24.0,40.0,64.0,37.5
,中原里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,8.0,0.0,8.0,0,8.0,18.0,26.0,30.77
,中原里,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,14.0,0,14.0,30.0,44.0,31.82
,內定里,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,22.0,2.0,24.0,0,24.0,38.0,62.0,38.71
,內定里,0.0,8.0,14.0,0.0,8.0,8.0,6.0,0.0,22.0,0.0,0.0,12.0,78.0,0.0,78.0,0,78.0,68.0,146.0,53.42
,中壢里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,中壢里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,龍岡里,40.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,58.0,2.0,60.0,0,60.0,48.0,108.0,55.56
,龍岡里,0.0,2.0,4.0,0.0,16.0,18.0,0.0,0.0,18.0,0.0,0.0,10.0,68.0,0.0,68.0,0,68.0,94.0,162.0,41.98
,仁祥里,4.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,36.0,0.0,36.0,0,36.0,40.0,76.0,47.37
,仁祥里,0.0,2.0,10.0,0.0,2.0,6.0,0.0,4.0,18.0,0.0,0.0,10.0,52.0,0.0,52.0,0,52.0,32.0,84.0,61.9
,水尾里,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,10.0,0,10.0,2.0,12.0,83.33
,水尾里,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,12.0,0,12.0,6.0,18.0,66.67
,青埔里,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,14.0,0,14.0,6.0,20.0,70.0
,青埔里,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,2.0,16.0,0,16.0,16.0,32.0,50.0
,復興里,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,0.0,66.0,6.0,72.0,0,72.0,142.0,214.0,33.64
,復興里,0.0,40.0,6.0,0.0,12.0,6.0,22.0,0.0,104.0,0.0,0.0,12.0,202.0,4.0,206.0,0,206.0,160.0,366.0,56.28
,文化里,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,46.0,0.0,46.0,0,46.0,56.0,102.0,45.1
,文化里,0.0,8.0,12.0,0.0,16.0,20.0,22.0,2.0,30.0,0.0,0.0,2.0,112.0,0.0,112.0,0,112.0,122.0,234.0,47.86
,興國里,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,2.0,4.0,50.0
,興國里,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,4.0,14.0,18.0,22.22
,忠福里,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,14.0,2.0,16.0,0,16.0,14.0,30.0,53.33
,忠福里,0.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,0.0,0.0,26.0,0.0,26.0,0,26.0,46.0,72.0,36.11
,信義里,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,18.0,0.0,18.0,0,18.0,18.0,36.0,50.0
,信義里,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,10.0,0,10.0,22.0,32.0,31.25
,石頭里,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,4.0,4.0,8.0,50.0
,石頭里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,0.0,2.0,100.0
,龍東里,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,44.0,2.0,46.0,0,46.0,32.0,78.0,58.97
,龍東里,0.0,4.0,14.0,0.0,0.0,8.0,4.0,0.0,6.0,0.0,0.0,6.0,42.0,0.0,42.0,0,42.0,52.0,94.0,44.68
,中建里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,中建里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,興南里,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0,12.0,22.0,34.0,35.29
,興南里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,22.0,24.0,8.33
,後寮里,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,36.0,4.0,40.0,0,40.0,46.0,86.0,46.51
,後寮里,0.0,2.0,2.0,0.0,4.0,4.0,2.0,2.0,6.0,0.0,0.0,0.0,22.0,2.0,24.0,0,24.0,46.0,70.0,34.29
,過嶺里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20.0,20.0,0.0
,過嶺里,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0,6.0,16.0,22.0,27.27
,五權里,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,0.0,8.0,0,8.0,8.0,16.0,50.0
,五權里,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0,4.0,6.0,10.0,40.0
,舊明里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,舊明里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,0.0,2.0,100.0
,芝芭里,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0,6.0,2.0,8.0,75.0
,芝芭里,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0,6.0,12.0,18.0,33.33
,月眉里,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,22.0,2.0,24.0,0,24.0,6.0,30.0,80.0
,月眉里,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,8.0,0.0,0.0,4.0,22.0,0.0,22.0,0,22.0,26.0,48.0,45.83
,三民里,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0,6.0,8.0,14.0,42.86
,三民里,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,2.0,4.0,50.0
,山東里,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,2.0,4.0,50.0
,山東里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,0,6.0,18.0,24.0,25.0
,中榮里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,中榮里,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,0.0,2.0,100.0
,內厝里,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,2.0,8.0,0,8.0,6.0,14.0,57.14
,內厝里,0.0,0.0,10.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,20.0,0,20.0,24.0,44.0,45.45
,振興里,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,36.0,0.0,36.0,0,36.0,28.0,64.0,56.25
,振興里,0.0,0.0,6.0,0.0,0.0,8.0,4.0,0.0,12.0,0.0,0.0,0.0,30.0,0.0,30.0,0,30.0,40.0,70.0,42.86
,普慶里,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,10.0,0,10.0,10.0,20.0,50.0
,普慶里,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,2.0,16.0,0,16.0,24.0,40.0,40.0
,興和里,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0,4.0,6.0,10.0,40.0
,興和里,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,6.0,16.0,0.0,16.0,0,16.0,10.0,26.0,61.54
,永光里,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,16.0,0.0,16.0,0,16.0,14.0,30.0,53.33
,永光里,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,12.0,2.0,14.0,0,14.0,28.0,42.0,33.33
,復華里,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,0.0,46.0,2.0,48.0,0,48.0,46.0,94.0,51.06
,復華里,0.0,12.0,8.0,0.0,4.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,64.0,0.0,64.0,0,64.0,60.0,124.0,51.61
,忠孝里,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,20.0,0.0,20.0,0,20.0,24.0,44.0,45.45
,忠孝里,0.0,0.0,4.0,0.0,6.0,2.0,6.0,0.0,20.0,0.0,0.0,0.0,38.0,2.0,40.0,0,40.0,96.0,136.0,29.41
,福德里,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,14.0,0,14.0,22.0,36.0,38.89
,福德里,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0,8.0,8.0,16.0,50.0
,和平里,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,10.0,0.0,10.0,0,10.0,16.0,26.0,38.46
,和平里,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,30.0,0.0,30.0,0,30.0,18.0,48.0,62.5
,普忠里,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,4.0,4.0,8.0,50.0
,普忠里,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,8.0,0,8.0,6.0,14.0,57.14
,普強里,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,18.0,0.0,18.0,0,18.0,16.0,34.0,52.94
,普強里,0.0,0.0,4.0,0.0,10.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,26.0,0.0,26.0,0,26.0,38.0,64.0,40.62
,明德里,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,8.0,0,8.0,10.0,18.0,44.44
,明德里,0.0,2.0,2.0,0.0,2.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,22.0,2.0,24.0,0,24.0,20.0,44.0,54.55
,至善里,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,30.0,0.0,30.0,0,30.0,26.0,56.0,53.57
,至善里,0.0,8.0,16.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,38.0,0.0,38.0,0,38.0,64.0,102.0,37.25
,五福里,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,4.0,4.0,8.0,50.0
,五福里,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0,4.0,6.0,10.0,40.0
,龍德里,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,24.0,2.0,26.0,0,26.0,28.0,54.0,48.15
,龍德里,0.0,6.0,4.0,0.0,8.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,32.0,0.0,32.0,0,32.0,50.0,82.0,39.02
,正義里,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,28.0,0.0,28.0,0,28.0,12.0,40.0,70.0
,正義里,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,26.0,0.0,26.0,0,26.0,22.0,48.0,54.17
,龍安里,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,36.0,0.0,36.0,0,36.0,4.0,40.0,90.0
,龍安里,0.0,0.0,4.0,0.0,8.0,2.0,10.0,2.0,12.0,0.0,0.0,2.0,40.0,2.0,42.0,0,42.0,10.0,52.0,80.77
,中山里,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,26.0,0.0,26.0,0,26.0,64.0,90.0,28.89
,中山里,0.0,6.0,4.0,0.0,0.0,2.0,10.0,0.0,30.0,0.0,0.0,2.0,54.0,0.0,54.0,0,54.0,84.0,138.0,39.13
,德義里,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0,4.0,6.0,10.0,40.0
,德義里,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,8.0,0,8.0,10.0,18.0,44.44
,仁義里,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,12.0,0.0,12.0,0,12.0,12.0,24.0,50.0
,仁義里,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,10.0,0,10.0,22.0,32.0,31.25
,華勛里,6.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,42.0,0.0,42.0,0,42.0,50.0,92.0,45.65
,華勛里,0.0,4.0,12.0,0.0,4.0,2.0,0.0,0.0,28.0,0.0,0.0,2.0,52.0,4.0,56.0,0,56.0,50.0,106.0,52.83
,仁福里,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,0.0,62.0,0.0,62.0,0,62.0,80.0,142.0,43.66
,仁福里,0.0,4.0,6.0,0.0,6.0,8.0,2.0,0.0,10.0,0.0,0.0,0.0,36.0,2.0,38.0,0,38.0,72.0,110.0,34.55
,幸福里,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,22.0,2.0,24.0,0,24.0,12.0,36.0,66.67
,幸福里,0.0,0.0,10.0,0.0,6.0,0.0,6.0,2.0,24.0,0.0,0.0,0.0,48.0,0.0,48.0,0,48.0,48.0,96.0,50.0
,永福里,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,26.0,0.0,26.0,0,26.0,30.0,56.0,46.43
,永福里,0.0,4.0,0.0,0.0,6.0,0.0,12.0,0.0,8.0,0.0,0.0,2.0,32.0,8.0,40.0,0,40.0,38.0,78.0,51.28
,仁和里,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,0.0,70.0,0.0,70.0,0,70.0,48.0,118.0,59.32
,仁和里,0.0,10.0,2.0,0.0,18.0,14.0,22.0,0.0,26.0,0.0,0.0,4.0,96.0,0.0,96.0,0,96.0,100.0,196.0,48.98
,華愛里,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,0.0,50.0,2.0,52.0,0,52.0,44.0,96.0,54.17
,華愛里,0.0,2.0,14.0,0.0,0.0,4.0,16.0,0.0,26.0,0.0,0.0,0.0,62.0,0.0,62.0,0,62.0,66.0,128.0,48.44
,莊敬里,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,30.0,0.0,30.0,0,30.0,22.0,52.0,57.69
,莊敬里,0.0,10.0,16.0,0.0,2.0,8.0,28.0,0.0,26.0,0.0,0.0,0.0,90.0,2.0,92.0,0,92.0,46.0,138.0,66.67
,自治里,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,36.0,0.0,36.0,0,36.0,52.0,88.0,40.91
,自治里,0.0,8.0,8.0,0.0,8.0,6.0,28.0,0.0,44.0,0.0,0.0,0.0,102.0,0.0,102.0,0,102.0,46.0,148.0,68.92
,健行里,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,22.0,0.0,22.0,0,22.0,20.0,42.0,52.38
,健行里,0.0,2.0,6.0,0.0,8.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,26.0,0.0,26.0,0,26.0,28.0,54.0,48.15
,興平里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0,2.0,2.0,4.0,50.0
,興平里,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,10.0,0,10.0,4.0,14.0,71.43
,中興里,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,24.0,0.0,24.0,0,24.0,30.0,54.0,44.44
,中興里,0.0,4.0,8.0,0.0,10.0,14.0,12.0,0.0,58.0,0.0,0.0,2.0,108.0,2.0,110.0,0,110.0,96.0,206.0,53.4
,龍慈里,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,56.0,0.0,56.0,0,56.0,56.0,112.0,50.0
,龍慈里,0.0,0.0,4.0,0.0,14.0,10.0,4.0,2.0,20.0,0.0,0.0,6.0,60.0,4.0,64.0,0,64.0,60.0,124.0,51.61
,自信里,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,30.0,2.0,32.0,0,32.0,56.0,88.0,36.36
,自信里,0.0,12.0,12.0,0.0,8.0,4.0,20.0,0.0,40.0,0.0,0.0,0.0,96.0,4.0,100.0,0,100.0,74.0,174.0,57.47
,林森里,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,20.0,0.0,20.0,0,20.0,24.0,44.0,45.45
,林森里,0.0,0.0,2.0,0.0,6.0,10.0,4.0,0.0,6.0,0.0,0.0,0.0,28.0,0.0,28.0,0,28.0,26.0,54.0,51.85
,金華里,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,10.0,0,10.0,6.0,16.0,62.5
,金華里,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,8.0,0,8.0,8.0,16.0,50.0
,興和里,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0,14.0,26.0,40.0,35.0
,興和里,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0,8.0,4.0,12.0,66.67
