行政區別,村里別,俄鄧．殷艾 Eteng．Ingay,吳春芳,唐惠美,李惠民,林偕文,林志強,林欽明,江愛珍,王仙蓮,王義雄,范織欽 Pasulang．Tomatalate,蔣正仁,蘇佐揚,詹金福,陳姿伶 Amuy ．Muwakay,陳幸富,陳榮基,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,忠義里,10.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,2.0,28.0,0,28.0,42.0,70.0,40.0
,會稽里,0.0,0.0,6.0,22.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,4.0,64.0,4.0,68.0,0,68.0,64.0,132.0,51.52
,會稽里,18.0,4.0,0.0,0.0,4.0,8.0,0.0,8.0,10.0,4.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,74.0,4.0,78.0,0,78.0,142.0,220.0,35.45
,長美里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0,2.0,0.0,2.0,100.0
,長美里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,4.0,2.0,6.0,66.67
,民生里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,6.0,0,6.0,6.0,12.0,50.0
,民生里,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,6.0,8.0,25.0
,永興里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.0,12.0,0.0
,永興里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,0,6.0,10.0,16.0,37.5
,汴洲里,0.0,0.0,12.0,26.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,56.0,0.0,56.0,0,56.0,34.0,90.0,62.22
,汴洲里,8.0,4.0,0.0,0.0,6.0,6.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,50.0,2.0,52.0,0,52.0,42.0,94.0,55.32
,永安里,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,8.0,0,8.0,18.0,26.0,30.77
,永安里,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,4.0,10.0,0,10.0,20.0,30.0,33.33
,東埔里,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,18.0,0.0,18.0,0,18.0,20.0,38.0,47.37
,東埔里,2.0,2.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,26.0,0.0,26.0,0,26.0,12.0,38.0,68.42
,東門里,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,10.0,0,10.0,12.0,22.0,45.45
,東門里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,20.0,0.0,20.0,0,20.0,14.0,34.0,58.82
,東山里,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,10.0,0,10.0,4.0,14.0,71.43
,東山里,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0,10.0,10.0,20.0,50.0
,萬壽里,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,8.0,0,8.0,8.0,16.0,50.0
,萬壽里,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0,12.0,14.0,26.0,46.15
,長安里,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,14.0,0.0,14.0,0,14.0,8.0,22.0,63.64
,長安里,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,8.0,0,8.0,10.0,18.0,44.44
,中埔里,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0,14.0,6.0,20.0,70.0
,中埔里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,2.0,4.0,50.0
,西埔里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6.0,0.0
,西埔里,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,6.0,0,6.0,22.0,28.0,21.43
,西門里,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,4.0,6.0,33.33
,西門里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0,2.0,6.0,8.0,25.0
,中和里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,2.0,4.0,50.0
,中和里,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0,6.0,4.0,10.0,60.0
,文昌里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,文昌里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,0.0
,新埔里,0.0,0.0,6.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,18.0,4.0,62.0,4.0,66.0,0,66.0,36.0,102.0,64.71
,新埔里,6.0,4.0,0.0,0.0,6.0,6.0,0.0,10.0,18.0,2.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,66.0,2.0,68.0,0,68.0,70.0,138.0,49.28
,中山里,0.0,0.0,8.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,26.0,4.0,30.0,0,30.0,30.0,60.0,50.0
,中山里,6.0,14.0,0.0,0.0,0.0,6.0,0.0,4.0,12.0,20.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,72.0,2.0,74.0,0,74.0,62.0,136.0,54.41
,慈文里,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,26.0,0.0,26.0,0,26.0,26.0,52.0,50.0
,慈文里,6.0,8.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,44.0,0.0,44.0,0,44.0,60.0,104.0,42.31
,西湖里,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0,6.0,4.0,10.0,60.0
,西湖里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,2.0,4.0,50.0
,南門里,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,0.0,10.0,0,10.0,28.0,38.0,26.32
,南門里,6.0,6.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0,28.0,18.0,46.0,60.87
,南華里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,6.0,0,6.0,2.0,8.0,75.0
,南華里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,6.0,8.0,25.0
,玉山里,0.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,20.0,0.0,20.0,0,20.0,18.0,38.0,52.63
,玉山里,4.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0,12.0,32.0,44.0,27.27
,中成里,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,26.0,0.0,26.0,0,26.0,16.0,42.0,61.9
,中成里,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0,8.0,16.0,24.0,33.33
,中正里,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,2.0,24.0,2.0,26.0,0,26.0,24.0,50.0,52.0
,中正里,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,32.0,0.0,32.0,0,32.0,40.0,72.0,44.44
,北門里,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,8.0,0,8.0,4.0,12.0,66.67
,北門里,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,10.0,0,10.0,4.0,14.0,71.43
,雲林里,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,20.0,0.0,20.0,0,20.0,46.0,66.0,30.3
,雲林里,4.0,0.0,0.0,0.0,4.0,8.0,0.0,6.0,4.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,46.0,2.0,48.0,0,48.0,94.0,142.0,33.8
,福林里,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,18.0,20.0,10.0
,福林里,12.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,26.0,0.0,26.0,0,26.0,52.0,78.0,33.33
,光興里,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,8.0,0,8.0,2.0,10.0,80.0
,光興里,2.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,18.0,0,18.0,10.0,28.0,64.29
,龍山里,0.0,0.0,6.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,2.0,48.0,0.0,48.0,0,48.0,22.0,70.0,68.57
,龍山里,4.0,2.0,0.0,0.0,2.0,6.0,0.0,4.0,22.0,2.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,68.0,4.0,72.0,0,72.0,56.0,128.0,56.25
,龍岡里,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,24.0,4.0,28.0,0,28.0,20.0,48.0,58.33
,龍岡里,16.0,6.0,0.0,0.0,0.0,16.0,0.0,10.0,8.0,8.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,88.0,2.0,90.0,0,90.0,72.0,162.0,55.56
,成功里,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,12.0,0,12.0,8.0,20.0,60.0
,成功里,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,14.0,0,14.0,26.0,40.0,35.0
,青溪里,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,14.0,2.0,16.0,0,16.0,10.0,26.0,61.54
,青溪里,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,24.0,2.0,26.0,0,26.0,24.0,50.0,52.0
,朝陽里,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,6.0,8.0,25.0
,朝陽里,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,6.0,0,6.0,12.0,18.0,33.33
,中興里,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,14.0,2.0,16.0,0,16.0,10.0,26.0,61.54
,中興里,4.0,8.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,24.0,0,24.0,42.0,66.0,36.36
,豐林里,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,26.0,0,26.0,44.0,70.0,37.14
,豐林里,8.0,14.0,0.0,0.0,8.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,48.0,2.0,50.0,0,50.0,70.0,120.0,41.67
,建國里,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,10.0,0,10.0,20.0,30.0,33.33
,建國里,10.0,26.0,0.0,0.0,2.0,4.0,0.0,2.0,18.0,2.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,82.0,2.0,84.0,0,84.0,44.0,128.0,65.62
,大豐里,0.0,0.0,8.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,0.0,42.0,0.0,42.0,0,42.0,38.0,80.0,52.5
,大豐里,26.0,6.0,0.0,0.0,0.0,22.0,0.0,8.0,44.0,2.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,126.0,2.0,128.0,0,128.0,102.0,230.0,55.65
,福安里,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,18.0,0.0,18.0,0,18.0,22.0,40.0,45.0
,福安里,14.0,6.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,36.0,0.0,36.0,0,36.0,42.0,78.0,46.15
,三民里,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,16.0,2.0,18.0,0,18.0,8.0,26.0,69.23
,三民里,8.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,28.0,0.0,28.0,0,28.0,36.0,64.0,43.75
,大興里,0.0,0.0,6.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,32.0,2.0,34.0,0,34.0,32.0,66.0,51.52
,大興里,6.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,38.0,0.0,38.0,0,38.0,52.0,90.0,42.22
,春日里,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,2.0,24.0,0.0,24.0,0,24.0,20.0,44.0,54.55
,春日里,12.0,2.0,0.0,0.0,4.0,6.0,0.0,6.0,8.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,56.0,2.0,58.0,0,58.0,86.0,144.0,40.28
,信光里,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,8.0,32.0,0.0,32.0,0,32.0,36.0,68.0,47.06
,信光里,12.0,6.0,0.0,0.0,2.0,8.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,56.0,0.0,56.0,0,56.0,70.0,126.0,44.44
,中寧里,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,16.0,0.0,16.0,0,16.0,18.0,34.0,47.06
,中寧里,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,30.0,2.0,32.0,0,32.0,44.0,76.0,42.11
,同安里,0.0,0.0,8.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,2.0,46.0,0.0,46.0,0,46.0,46.0,92.0,50.0
,同安里,16.0,0.0,0.0,0.0,6.0,20.0,0.0,12.0,10.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,76.0,2.0,78.0,0,78.0,84.0,162.0,48.15
,莊敬里,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,16.0,0.0,16.0,0,16.0,36.0,52.0,30.77
,莊敬里,14.0,10.0,0.0,0.0,0.0,12.0,0.0,6.0,28.0,4.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,82.0,4.0,86.0,0,86.0,94.0,180.0,47.78
,文中里,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,6.0,0,6.0,8.0,14.0,42.86
,文中里,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,14.0,0,14.0,16.0,30.0,46.67
,泰山里,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,10.0,0,10.0,6.0,16.0,62.5
,泰山里,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,12.0,0,12.0,4.0,16.0,75.0
,中路里,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,30.0,0.0,30.0,0,30.0,26.0,56.0,53.57
,中路里,16.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,42.0,0.0,42.0,0,42.0,62.0,104.0,40.38
,中德里,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,44.0,2.0,46.0,0,46.0,34.0,80.0,57.5
,中德里,28.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,52.0,2.0,54.0,0,54.0,44.0,98.0,55.1
,龍祥里,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,8.0,14.0,2.0,16.0,0,16.0,24.0,40.0,40.0
,龍祥里,10.0,2.0,0.0,0.0,4.0,14.0,0.0,4.0,12.0,10.0,0.0,0.0,0.0,22.0,14.0,0.0,0.0,92.0,0.0,92.0,0,92.0,106.0,198.0,46.46
,大有里,0.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,4.0,42.0,0.0,42.0,0,42.0,38.0,80.0,52.5
,大有里,8.0,4.0,0.0,0.0,4.0,6.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,50.0,4.0,54.0,0,54.0,134.0,188.0,28.72
,寶山里,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,4.0,36.0,2.0,38.0,0,38.0,30.0,68.0,55.88
,寶山里,22.0,10.0,0.0,0.0,4.0,22.0,0.0,6.0,14.0,14.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,104.0,2.0,106.0,0,106.0,114.0,220.0,48.18
,龍鳳里,0.0,0.0,10.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,2.0,34.0,2.0,36.0,0,36.0,90.0,126.0,28.57
,龍鳳里,30.0,2.0,0.0,0.0,2.0,20.0,0.0,28.0,12.0,24.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,148.0,2.0,150.0,0,150.0,190.0,340.0,44.12
,龍安里,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,16.0,2.0,18.0,0,18.0,24.0,42.0,42.86
,龍安里,14.0,8.0,0.0,0.0,2.0,6.0,0.0,14.0,10.0,10.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,88.0,0.0,88.0,0,88.0,92.0,180.0,48.89
,自強里,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,4.0,32.0,2.0,34.0,0,34.0,46.0,80.0,42.5
,自強里,8.0,4.0,0.0,0.0,2.0,10.0,0.0,4.0,16.0,12.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,70.0,0.0,70.0,0,70.0,56.0,126.0,55.56
,中信里,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,0.0,22.0,0,22.0,44.0,66.0,33.33
,中信里,14.0,4.0,0.0,0.0,4.0,16.0,0.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,58.0,0.0,58.0,0,58.0,80.0,138.0,42.03
,長德里,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,0.0,14.0,0,14.0,16.0,30.0,46.67
,長德里,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,16.0,18.0,11.11
,中平里,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,10.0,2.0,32.0,0.0,32.0,0,32.0,20.0,52.0,61.54
,中平里,12.0,4.0,0.0,0.0,0.0,6.0,0.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,48.0,4.0,52.0,0,52.0,38.0,90.0,57.78
,中原里,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,2.0,0.0,30.0,0.0,30.0,0,30.0,24.0,54.0,55.56
