行政區別,村里別,1_柯文哲/吳欣盈,68_1_黨籍,2_賴清德/蕭美琴,68_2_黨籍,3_侯友宜/趙少康,68_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
桃園市桃園區,文化里,448,無黨籍及未經政黨推薦,656,民主進步黨,526,中國國民黨,1630,6,1636,0,1636,490,2126,76.95
桃園市桃園區,文明里,554,無黨籍及未經政黨推薦,860,民主進步黨,760,中國國民黨,2174,20,2194,0,2194,788,2982,73.57
桃園市桃園區,武陵里,550,無黨籍及未經政黨推薦,844,民主進步黨,732,中國國民黨,2126,18,2144,0,2144,1192,3336,64.27
桃園市桃園區,大林里,3234,無黨籍及未經政黨推薦,3688,民主進步黨,2884,中國國民黨,9806,44,9850,0,9850,3818,13668,72.07
桃園市桃園區,忠義里,1520,無黨籍及未經政黨推薦,1586,民主進步黨,1774,中國國民黨,4880,26,4906,0,4906,2104,7010,69.99
桃園市桃園區,會稽里,1604,無黨籍及未經政黨推薦,1704,民主進步黨,1924,中國國民黨,5232,34,5266,0,5266,2186,7452,70.67
桃園市桃園區,長美里,302,無黨籍及未經政黨推薦,710,民主進步黨,378,中國國民黨,1390,12,1402,0,1402,582,1984,70.67
桃園市桃園區,民生里,628,無黨籍及未經政黨推薦,1016,民主進步黨,818,中國國民黨,2462,8,2470,0,2470,916,3386,72.95
桃園市桃園區,永興里,654,無黨籍及未經政黨推薦,1162,民主進步黨,686,中國國民黨,2502,12,2514,0,2514,1082,3596,69.91
桃園市桃園區,汴洲里,3632,無黨籍及未經政黨推薦,3946,民主進步黨,2834,中國國民黨,10412,64,10476,0,10476,3900,14376,72.87
桃園市桃園區,永安里,1878,無黨籍及未經政黨推薦,2868,民主進步黨,1756,中國國民黨,6502,38,6540,0,6540,2350,8890,73.57
桃園市桃園區,東埔里,1894,無黨籍及未經政黨推薦,2740,民主進步黨,2002,中國國民黨,6636,40,6676,0,6676,2616,9292,71.85
桃園市桃園區,東門里,1126,無黨籍及未經政黨推薦,1666,民主進步黨,1500,中國國民黨,4292,22,4314,0,4314,1680,5994,71.97
桃園市桃園區,東山里,756,無黨籍及未經政黨推薦,1008,民主進步黨,920,中國國民黨,2684,16,2700,0,2700,1098,3798,71.09
桃園市桃園區,萬壽里,288,無黨籍及未經政黨推薦,600,民主進步黨,354,中國國民黨,1242,14,1256,0,1256,558,1814,69.24
桃園市桃園區,長安里,1440,無黨籍及未經政黨推薦,2106,民主進步黨,1468,中國國民黨,5014,20,5034,0,5034,1752,6786,74.18
桃園市桃園區,中埔里,1658,無黨籍及未經政黨推薦,2080,民主進步黨,1340,中國國民黨,5078,40,5118,0,5118,1704,6822,75.02
桃園市桃園區,西埔里,1266,無黨籍及未經政黨推薦,2058,民主進步黨,1160,中國國民黨,4484,46,4530,0,4530,1496,6026,75.17
桃園市桃園區,西門里,656,無黨籍及未經政黨推薦,970,民主進步黨,776,中國國民黨,2402,14,2416,0,2416,1078,3494,69.15
桃園市桃園區,中和里,470,無黨籍及未經政黨推薦,832,民主進步黨,560,中國國民黨,1862,14,1876,0,1876,678,2554,73.45
桃園市桃園區,文昌里,238,無黨籍及未經政黨推薦,574,民主進步黨,298,中國國民黨,1110,8,1118,0,1118,342,1460,76.58
桃園市桃園區,新埔里,2064,無黨籍及未經政黨推薦,2498,民主進步黨,2590,中國國民黨,7152,28,7180,0,7180,2340,9520,75.42
桃園市桃園區,中山里,3054,無黨籍及未經政黨推薦,3526,民主進步黨,3280,中國國民黨,9860,34,9894,0,9894,3318,13212,74.89
桃園市桃園區,慈文里,2744,無黨籍及未經政黨推薦,3414,民主進步黨,2816,中國國民黨,8974,74,9048,0,9048,3606,12654,71.5
桃園市桃園區,西湖里,430,無黨籍及未經政黨推薦,836,民主進步黨,730,中國國民黨,1996,14,2010,0,2010,724,2734,73.52
桃園市桃園區,南門里,2494,無黨籍及未經政黨推薦,3116,民主進步黨,2698,中國國民黨,8308,42,8350,0,8350,3144,11494,72.65
桃園市桃園區,南華里,420,無黨籍及未經政黨推薦,872,民主進步黨,554,中國國民黨,1846,18,1864,0,1864,740,2604,71.58
桃園市桃園區,玉山里,1840,無黨籍及未經政黨推薦,2864,民主進步黨,2168,中國國民黨,6872,40,6912,0,6912,2552,9464,73.03
桃園市桃園區,中成里,3090,無黨籍及未經政黨推薦,3656,民主進步黨,2966,中國國民黨,9712,52,9764,0,9764,3430,13194,74.0
桃園市桃園區,中正里,3462,無黨籍及未經政黨推薦,3786,民主進步黨,3556,中國國民黨,10804,58,10862,0,10862,3792,14654,74.12
桃園市桃園區,北門里,562,無黨籍及未經政黨推薦,1122,民主進步黨,736,中國國民黨,2420,14,2434,0,2434,918,3352,72.61
桃園市桃園區,雲林里,2528,無黨籍及未經政黨推薦,3200,民主進步黨,3016,中國國民黨,8744,42,8786,0,8786,2994,11780,74.58
桃園市桃園區,福林里,2348,無黨籍及未經政黨推薦,3362,民主進步黨,2996,中國國民黨,8706,40,8746,0,8746,2904,11650,75.07
桃園市桃園區,光興里,1636,無黨籍及未經政黨推薦,2824,民主進步黨,2026,中國國民黨,6486,38,6524,0,6524,2170,8694,75.04
桃園市桃園區,龍山里,1360,無黨籍及未經政黨推薦,1574,民主進步黨,1632,中國國民黨,4566,30,4596,0,4596,2186,6782,67.77
桃園市桃園區,龍岡里,2458,無黨籍及未經政黨推薦,2640,民主進步黨,3020,中國國民黨,8118,66,8184,0,8184,3176,11360,72.04
桃園市桃園區,成功里,1482,無黨籍及未經政黨推薦,2138,民主進步黨,2022,中國國民黨,5642,18,5660,0,5660,1984,7644,74.05
