行政區別,村里別,1_宋楚瑜/余湘,10-005_1_黨籍,2_韓國瑜/張善政,10-005_2_黨籍,3_蔡英文/賴清德,10-005_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
苗栗市,中苗里,74,親民黨,934,中國國民黨,608,民主進步黨,1616,32,1648,0,1648,520,2168,76.01
苗栗市,建功里,274,親民黨,3474,中國國民黨,2264,民主進步黨,6012,70,6082,0,6082,1848,7930,76.7
苗栗市,青苗里,70,親民黨,832,中國國民黨,550,民主進步黨,1452,14,1466,0,1466,526,1992,73.59
苗栗市,玉清里,144,親民黨,1970,中國國民黨,1162,民主進步黨,3276,32,3308,0,3308,1018,4326,76.47
苗栗市,玉華里,260,親民黨,3242,中國國民黨,1856,民主進步黨,5358,60,5418,0,5418,1690,7108,76.22
苗栗市,維新里,250,親民黨,3114,中國國民黨,1936,民主進步黨,5300,44,5344,0,5344,1780,7124,75.01
苗栗市,維祥里,216,親民黨,2848,中國國民黨,1680,民主進步黨,4744,36,4780,0,4780,1664,6444,74.18
苗栗市,綠苗里,46,親民黨,726,中國國民黨,468,民主進步黨,1240,16,1256,0,1256,402,1658,75.75
苗栗市,高苗里,188,親民黨,2550,中國國民黨,1718,民主進步黨,4456,42,4498,0,4498,1714,6212,72.41
苗栗市,玉苗里,42,親民黨,704,中國國民黨,536,民主進步黨,1282,10,1292,0,1292,450,1742,74.17
苗栗市,大同里,40,親民黨,434,中國國民黨,286,民主進步黨,760,14,774,0,774,244,1018,76.03
苗栗市,新苗里,86,親民黨,670,中國國民黨,528,民主進步黨,1284,8,1292,0,1292,412,1704,75.82
苗栗市,勝利里,218,親民黨,3194,中國國民黨,2318,民主進步黨,5730,36,5766,0,5766,1848,7614,75.73
苗栗市,恭敬里,86,親民黨,1098,中國國民黨,808,民主進步黨,1992,26,2018,0,2018,634,2652,76.09
苗栗市,上苗里,100,親民黨,1212,中國國民黨,988,民主進步黨,2300,20,2320,0,2320,738,3058,75.87
苗栗市,北苗里,308,親民黨,4164,中國國民黨,2888,民主進步黨,7360,94,7454,0,7454,2422,9876,75.48
苗栗市,清華里,200,親民黨,2550,中國國民黨,1836,民主進步黨,4586,52,4638,0,4638,1482,6120,75.78
苗栗市,嘉盛里,260,親民黨,2838,中國國民黨,1860,民主進步黨,4958,62,5020,0,5020,1718,6738,74.5
苗栗市,福星里,252,親民黨,3248,中國國民黨,2336,民主進步黨,5836,70,5906,0,5906,2142,8048,73.38
苗栗市,新川里,50,親民黨,840,中國國民黨,662,民主進步黨,1552,18,1570,0,1570,690,2260,69.47
苗栗市,文山里,254,親民黨,3038,中國國民黨,2176,民主進步黨,5468,40,5508,0,5508,1702,7210,76.39
苗栗市,福麗里,354,親民黨,4306,中國國民黨,2782,民主進步黨,7442,78,7520,0,7520,2860,10380,72.45
苗栗市,水源里,136,親民黨,2020,中國國民黨,1400,民主進步黨,3556,36,3592,0,3592,1238,4830,74.37
苗栗市,新英里,92,親民黨,1258,中國國民黨,886,民主進步黨,2236,28,2264,0,2264,958,3222,70.27
苗栗市,福安里,214,親民黨,2654,中國國民黨,1948,民主進步黨,4816,58,4874,0,4874,1734,6608,73.76
苗栗市,嘉新里,174,親民黨,2482,中國國民黨,1614,民主進步黨,4270,34,4304,0,4304,1268,5572,77.24
苗栗市,南勢里,106,親民黨,1500,中國國民黨,1062,民主進步黨,2668,28,2696,0,2696,1128,3824,70.5
