行政區別,村里別,1_柯文哲/吳欣盈,64_1_黨籍,2_賴清德/蕭美琴,64_2_黨籍,3_侯友宜/趙少康,64_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
高雄市鼓山區,惠安里,252,無黨籍及未經政黨推薦,836,民主進步黨,346,中國國民黨,1434,8,1442,0,1442,610,2052,70.27
高雄市鼓山區,壽山里,274,無黨籍及未經政黨推薦,1008,民主進步黨,358,中國國民黨,1640,20,1660,0,1660,794,2454,67.64
高雄市鼓山區,哨船頭里,226,無黨籍及未經政黨推薦,662,民主進步黨,414,中國國民黨,1302,6,1308,0,1308,538,1846,70.86
高雄市鼓山區,桃源里,132,無黨籍及未經政黨推薦,406,民主進步黨,188,中國國民黨,726,6,732,0,732,248,980,74.69
高雄市左營區,進學里,364,無黨籍及未經政黨推薦,914,民主進步黨,836,中國國民黨,2114,12,2126,0,2126,2944,5070,41.93
高雄市左營區,尾西里,254,無黨籍及未經政黨推薦,786,民主進步黨,340,中國國民黨,1380,10,1390,0,1390,444,1834,75.79
高雄市左營區,頂北里,126,無黨籍及未經政黨推薦,420,民主進步黨,204,中國國民黨,750,4,754,0,754,242,996,75.7
高雄市左營區,中北里,92,無黨籍及未經政黨推薦,500,民主進步黨,210,中國國民黨,802,8,810,0,810,276,1086,74.59
高雄市左營區,中南里,80,無黨籍及未經政黨推薦,426,民主進步黨,126,中國國民黨,632,4,636,0,636,284,920,69.13
高雄市左營區,廟東里,140,無黨籍及未經政黨推薦,794,民主進步黨,184,中國國民黨,1118,6,1124,0,1124,406,1530,73.46
高雄市左營區,廟北里,156,無黨籍及未經政黨推薦,730,民主進步黨,240,中國國民黨,1126,6,1132,0,1132,438,1570,72.1
高雄市左營區,尾南里,144,無黨籍及未經政黨推薦,594,民主進步黨,178,中國國民黨,916,12,928,0,928,382,1310,70.84
高雄市左營區,尾北里,864,無黨籍及未經政黨推薦,2286,民主進步黨,1220,中國國民黨,4370,24,4394,0,4394,1704,6098,72.06
高雄市左營區,屏山里,302,無黨籍及未經政黨推薦,488,民主進步黨,1096,中國國民黨,1886,12,1898,0,1898,916,2814,67.45
高雄市左營區,祥和里,258,無黨籍及未經政黨推薦,112,民主進步黨,514,中國國民黨,884,2,886,0,886,400,1286,68.9
高雄市左營區,永清里,406,無黨籍及未經政黨推薦,224,民主進步黨,344,中國國民黨,974,0,974,0,974,556,1530,63.66
高雄市左營區,莒光里,348,無黨籍及未經政黨推薦,748,民主進步黨,1032,中國國民黨,2128,10,2138,0,2138,1096,3234,66.11
高雄市左營區,光輝里,648,無黨籍及未經政黨推薦,1336,民主進步黨,1308,中國國民黨,3292,20,3312,0,3312,1298,4610,71.84
高雄市左營區,合群里,646,無黨籍及未經政黨推薦,390,民主進步黨,2450,中國國民黨,3486,10,3496,0,3496,1228,4724,74.01
高雄市左營區,明建里,354,無黨籍及未經政黨推薦,342,民主進步黨,424,中國國民黨,1120,6,1126,0,1126,370,1496,75.27
高雄市左營區,頂西里,192,無黨籍及未經政黨推薦,834,民主進步黨,236,中國國民黨,1262,4,1266,0,1266,416,1682,75.27
高雄市左營區,聖后里,162,無黨籍及未經政黨推薦,638,民主進步黨,248,中國國民黨,1048,0,1048,0,1048,316,1364,76.83
高雄市左營區,聖西里,204,無黨籍及未經政黨推薦,326,民主進步黨,356,中國國民黨,886,8,894,0,894,438,1332,67.12
高雄市左營區,聖南里,134,無黨籍及未經政黨推薦,426,民主進步黨,130,中國國民黨,690,6,696,0,696,264,960,72.5
高雄市左營區,城南里,96,無黨籍及未經政黨推薦,386,民主進步黨,132,中國國民黨,614,2,616,0,616,270,886,69.53
高雄市左營區,路東里,138,無黨籍及未經政黨推薦,576,民主進步黨,260,中國國民黨,974,4,978,0,978,314,1292,75.7
高雄市左營區,廍北里,110,無黨籍及未經政黨推薦,374,民主進步黨,98,中國國民黨,582,2,584,0,584,178,762,76.64
高雄市左營區,廍南里,100,無黨籍及未經政黨推薦,466,民主進步黨,200,中國國民黨,766,8,774,0,774,294,1068,72.47
高雄市左營區,埤西里,186,無黨籍及未經政黨推薦,586,民主進步黨,376,中國國民黨,1148,0,1148,0,1148,458,1606,71.48
高雄市左營區,埤北里,264,無黨籍及未經政黨推薦,494,民主進步黨,820,中國國民黨,1578,10,1588,0,1588,720,2308,68.8
高雄市左營區,埤東里,166,無黨籍及未經政黨推薦,632,民主進步黨,428,中國國民黨,1226,12,1238,0,1238,460,1698,72.91
高雄市左營區,海勝里,1462,無黨籍及未經政黨推薦,1352,民主進步黨,4840,中國國民黨,7654,40,7694,0,7694,2892,10586,72.68
高雄市左營區,崇實里,1188,無黨籍及未經政黨推薦,1632,民主進步黨,1798,中國國民黨,4618,16,4634,0,4634,1656,6290,73.67
高雄市左營區,自助里,984,無黨籍及未經政黨推薦,922,民主進步黨,772,中國國民黨,2678,12,2690,0,2690,1158,3848,69.91
高雄市左營區,果貿里,680,無黨籍及未經政黨推薦,680,民主進步黨,2252,中國國民黨,3612,24,3636,0,3636,1480,5116,71.07
高雄市左營區,果惠里,342,無黨籍及未經政黨推薦,410,民主進步黨,1180,中國國民黨,1932,6,1938,0,1938,754,2692,71.99
高雄市左營區,果峰里,348,無黨籍及未經政黨推薦,360,民主進步黨,1252,中國國民黨,1960,6,1966,0,1966,860,2826,69.57
高雄市左營區,新下里,4516,無黨籍及未經政黨推薦,8266,民主進步黨,6806,中國國民黨,19588,98,19686,0,19686,7400,27086,72.68
高雄市左營區,新上里,7768,無黨籍及未經政黨推薦,16672,民主進步黨,11272,中國國民黨,35712,230,35942,0,35942,13312,49254,72.97
高雄市左營區,新中里,1334,無黨籍及未經政黨推薦,3884,民主進步黨,1682,中國國民黨,6900,56,6956,0,6956,2670,9626,72.26
高雄市左營區,新光里,4314,無黨籍及未經政黨推薦,8472,民主進步黨,6184,中國國民黨,18970,114,19084,0,19084,7282,26366,72.38
高雄市左營區,菜公里,9588,無黨籍及未經政黨推薦,17634,民主進步黨,12700,中國國民黨,39922,212,40134,0,40134,15422,55556,72.24
高雄市左營區,福山里,13218,無黨籍及未經政黨推薦,20470,民主進步黨,15892,中國國民黨,49580,242,49822,0,49822,20602,70424,70.75
高雄市楠梓區,清豐里,7900,無黨籍及未經政黨推薦,15068,民主進步黨,8030,中國國民黨,30998,164,31162,0,31162,11960,43122,72.26
高雄市楠梓區,東寧里,1804,無黨籍及未經政黨推薦,3094,民主進步黨,1658,中國國民黨,6556,30,6586,0,6586,2440,9026,72.97
高雄市楠梓區,五常里,2162,無黨籍及未經政黨推薦,4120,民主進步黨,2020,中國國民黨,8302,48,8350,0,8350,3970,12320,67.78
高雄市楠梓區,享平里,932,無黨籍及未經政黨推薦,2164,民主進步黨,1090,中國國民黨,4186,32,4218,0,4218,1850,6068,69.51
高雄市楠梓區,中陽里,1088,無黨籍及未經政黨推薦,2474,民主進步黨,930,中國國民黨,4492,32,4524,0,4524,1878,6402,70.67
高雄市楠梓區,惠楠里,1100,無黨籍及未經政黨推薦,1822,民主進步黨,1298,中國國民黨,4220,28,4248,0,4248,3226,7474,56.84
高雄市楠梓區,惠民里,1564,無黨籍及未經政黨推薦,3014,民主進步黨,1668,中國國民黨,6246,38,6284,0,6284,2468,8752,71.8
高雄市楠梓區,惠豐里,1524,無黨籍及未經政黨推薦,2754,民主進步黨,2180,中國國民黨,6458,30,6488,0,6488,2528,9016,71.96
高雄市楠梓區,錦屏里,866,無黨籍及未經政黨推薦,2718,民主進步黨,1074,中國國民黨,4658,26,4684,0,4684,1678,6362,73.62
高雄市楠梓區,玉屏里,514,無黨籍及未經政黨推薦,1928,民主進步黨,484,中國國民黨,2926,30,2956,0,2956,900,3856,76.66
高雄市楠梓區,金田里,1396,無黨籍及未經政黨推薦,3260,民主進步黨,1142,中國國民黨,5798,34,5832,0,5832,2220,8052,72.43
高雄市楠梓區,稔田里,378,無黨籍及未經政黨推薦,1430,民主進步黨,386,中國國民黨,2194,22,2216,0,2216,714,2930,75.63
高雄市楠梓區,瑞屏里,966,無黨籍及未經政黨推薦,2342,民主進步黨,1270,中國國民黨,4578,22,4600,0,4600,1918,6518,70.57
高雄市楠梓區,翠屏里,5590,無黨籍及未經政黨推薦,8246,民主進步黨,7322,中國國民黨,21158,104,21262,0,21262,9710,30972,68.65
高雄市楠梓區,宏南里,160,無黨籍及未經政黨推薦,372,民主進步黨,410,中國國民黨,942,2,944,0,944,330,1274,74.1
高雄市楠梓區,宏毅里,540,無黨籍及未經政黨推薦,1402,民主進步黨,942,中國國民黨,2884,24,2908,0,2908,964,3872,75.1
高雄市楠梓區,宏榮里,718,無黨籍及未經政黨推薦,1434,民主進步黨,1274,中國國民黨,3426,26,3452,0,3452,1246,4698,73.48
高雄市楠梓區,廣昌里,754,無黨籍及未經政黨推薦,1866,民主進步黨,1366,中國國民黨,3986,28,4014,0,4014,1522,5536,72.51
高雄市楠梓區,久昌里,970,無黨籍及未經政黨推薦,1586,民主進步黨,1150,中國國民黨,3706,32,3738,0,3738,1640,5378,69.51
高雄市楠梓區,大昌里,590,無黨籍及未經政黨推薦,1168,民主進步黨,946,中國國民黨,2704,16,2720,0,2720,1174,3894,69.85
高雄市楠梓區,福昌里,546,無黨籍及未經政黨推薦,1642,民主進步黨,822,中國國民黨,3010,8,3018,0,3018,926,3944,76.52
高雄市楠梓區,盛昌里,1638,無黨籍及未經政黨推薦,3174,民主進步黨,2770,中國國民黨,7582,46,7628,0,7628,2764,10392,73.4
高雄市楠梓區,泰昌里,358,無黨籍及未經政黨推薦,876,民主進步黨,600,中國國民黨,1834,14,1848,0,1848,774,2622,70.48
高雄市楠梓區,興昌里,1300,無黨籍及未經政黨推薦,2838,民主進步黨,1760,中國國民黨,5898,34,5932,0,5932,2266,8198,72.36
高雄市楠梓區,建昌里,702,無黨籍及未經政黨推薦,1496,民主進步黨,1154,中國國民黨,3352,28,3380,0,3380,1410,4790,70.56
高雄市楠梓區,宏昌里,940,無黨籍及未經政黨推薦,1940,民主進步黨,1498,中國國民黨,4378,34,4412,0,4412,1724,6136,71.9
高雄市楠梓區,和昌里,494,無黨籍及未經政黨推薦,1194,民主進步黨,1020,中國國民黨,2708,16,2724,0,2724,1020,3744,72.76
高雄市楠梓區,慶昌里,784,無黨籍及未經政黨推薦,1984,民主進步黨,1596,中國國民黨,4364,18,4382,0,4382,1522,5904,74.22
高雄市楠梓區,隆昌里,1082,無黨籍及未經政黨推薦,2008,民主進步黨,1846,中國國民黨,4936,30,4966,0,4966,2176,7142,69.53
高雄市楠梓區,秀昌里,572,無黨籍及未經政黨推薦,1190,民主進步黨,1098,中國國民黨,2860,14,2874,0,2874,1006,3880,74.07
高雄市楠梓區,裕昌里,1568,無黨籍及未經政黨推薦,2946,民主進步黨,1884,中國國民黨,6398,38,6436,0,6436,2552,8988,71.61
高雄市楠梓區,國昌里,1188,無黨籍及未經政黨推薦,2236,民主進步黨,1630,中國國民黨,5054,28,5082,0,5082,2172,7254,70.06
高雄市楠梓區,加昌里,2616,無黨籍及未經政黨推薦,4314,民主進步黨,4038,中國國民黨,10968,70,11038,0,11038,4664,15702,70.3
高雄市楠梓區,仁昌里,1844,無黨籍及未經政黨推薦,2576,民主進步黨,2288,中國國民黨,6708,38,6746,0,6746,2934,9680,69.69
高雄市楠梓區,藍田里,3712,無黨籍及未經政黨推薦,5112,民主進步黨,3134,中國國民黨,11958,38,11996,0,11996,4212,16208,74.01
高雄市楠梓區,中興里,784,無黨籍及未經政黨推薦,1632,民主進步黨,670,中國國民黨,3086,16,3102,0,3102,1178,4280,72.48
高雄市楠梓區,中和里,2294,無黨籍及未經政黨推薦,3216,民主進步黨,1358,中國國民黨,6868,42,6910,0,6910,2940,9850,70.15
高雄市三民區,鼎金里,1082,無黨籍及未經政黨推薦,2588,民主進步黨,1390,中國國民黨,5060,26,5086,0,5086,2308,7394,68.79
高雄市三民區,鼎盛里,2430,無黨籍及未經政黨推薦,4814,民主進步黨,2820,中國國民黨,10064,52,10116,0,10116,4122,14238,71.05
高雄市三民區,鼎強里,1238,無黨籍及未經政黨推薦,2864,民主進步黨,1500,中國國民黨,5602,26,5628,0,5628,2306,7934,70.94
高雄市三民區,鼎力里,1160,無黨籍及未經政黨推薦,2782,民主進步黨,1416,中國國民黨,5358,28,5386,0,5386,2068,7454,72.26
高雄市三民區,鼎西里,2250,無黨籍及未經政黨推薦,4814,民主進步黨,2486,中國國民黨,9550,42,9592,0,9592,3930,13522,70.94
高雄市三民區,鼎中里,1134,無黨籍及未經政黨推薦,2828,民主進步黨,1274,中國國民黨,5236,26,5262,0,5262,1830,7092,74.2
高雄市三民區,鼎泰里,6598,無黨籍及未經政黨推薦,13170,民主進步黨,9792,中國國民黨,29560,162,29722,0,29722,11058,40780,72.88
高雄市三民區,本館里,2576,無黨籍及未經政黨推薦,5768,民主進步黨,3380,中國國民黨,11724,62,11786,0,11786,4490,16276,72.41
高雄市三民區,本和里,2232,無黨籍及未經政黨推薦,4730,民主進步黨,2960,中國國民黨,9922,52,9974,0,9974,3706,13680,72.91
高雄市三民區,本文里,644,無黨籍及未經政黨推薦,1410,民主進步黨,824,中國國民黨,2878,18,2896,0,2896,1080,3976,72.84
高雄市三民區,本武里,468,無黨籍及未經政黨推薦,1236,民主進步黨,574,中國國民黨,2278,12,2290,0,2290,806,3096,73.97
高雄市三民區,本元里,1618,無黨籍及未經政黨推薦,3496,民主進步黨,2102,中國國民黨,7216,42,7258,0,7258,2424,9682,74.96
高雄市三民區,本安里,1436,無黨籍及未經政黨推薦,2810,民主進步黨,1860,中國國民黨,6106,36,6142,0,6142,2096,8238,74.56
高雄市三民區,本上里,1394,無黨籍及未經政黨推薦,3012,民主進步黨,2034,中國國民黨,6440,24,6464,0,6464,2212,8676,74.5
高雄市三民區,本揚里,2146,無黨籍及未經政黨推薦,5014,民主進步黨,3218,中國國民黨,10378,54,10432,0,10432,3468,13900,75.05
高雄市三民區,寶獅里,1036,無黨籍及未經政黨推薦,2378,民主進步黨,1406,中國國民黨,4820,20,4840,0,4840,1750,6590,73.44
高雄市三民區,寶德里,1456,無黨籍及未經政黨推薦,3376,民主進步黨,1872,中國國民黨,6704,46,6750,0,6750,2638,9388,71.9
高雄市三民區,寶泰里,1300,無黨籍及未經政黨推薦,2616,民主進步黨,1582,中國國民黨,5498,32,5530,0,5530,2398,7928,69.75
高雄市三民區,寶興里,1940,無黨籍及未經政黨推薦,4572,民主進步黨,2630,中國國民黨,9142,54,9196,0,9196,3350,12546,73.3
高雄市三民區,寶中里,774,無黨籍及未經政黨推薦,2022,民主進步黨,1034,中國國民黨,3830,28,3858,0,3858,1400,5258,73.37
高雄市三民區,寶華里,964,無黨籍及未經政黨推薦,1918,民主進步黨,1396,中國國民黨,4278,8,4286,0,4286,1536,5822,73.62
高雄市三民區,寶國里,2456,無黨籍及未經政黨推薦,4988,民主進步黨,3008,中國國民黨,10452,42,10494,0,10494,4014,14508,72.33
高雄市三民區,寶民里,890,無黨籍及未經政黨推薦,2000,民主進步黨,1240,中國國民黨,4130,40,4170,0,4170,1674,5844,71.36
高雄市三民區,寶慶里,754,無黨籍及未經政黨推薦,1784,民主進步黨,1020,中國國民黨,3558,28,3586,0,3586,1442,5028,71.32
高雄市三民區,寶業里,1986,無黨籍及未經政黨推薦,3878,民主進步黨,2456,中國國民黨,8320,52,8372,0,8372,2838,11210,74.68
高雄市三民區,寶盛里,1458,無黨籍及未經政黨推薦,3210,民主進步黨,2078,中國國民黨,6746,38,6784,0,6784,2336,9120,74.39
高雄市三民區,寶安里,2014,無黨籍及未經政黨推薦,4346,民主進步黨,3054,中國國民黨,9414,58,9472,0,9472,3770,13242,71.53
高雄市三民區,寶龍里,1116,無黨籍及未經政黨推薦,2828,民主進步黨,1718,中國國民黨,5662,24,5686,0,5686,1948,7634,74.48
高雄市三民區,寶珠里,1444,無黨籍及未經政黨推薦,3492,民主進步黨,2018,中國國民黨,6954,30,6984,0,6984,5992,12976,53.82
高雄市三民區,寶玉里,2636,無黨籍及未經政黨推薦,5254,民主進步黨,3224,中國國民黨,11114,66,11180,0,11180,4132,15312,73.01
高雄市三民區,灣子里,1110,無黨籍及未經政黨推薦,2592,民主進步黨,1586,中國國民黨,5288,16,5304,0,5304,2214,7518,70.55
高雄市三民區,灣愛里,810,無黨籍及未經政黨推薦,1892,民主進步黨,920,中國國民黨,3622,30,3652,0,3652,1888,5540,65.92
高雄市三民區,灣中里,1480,無黨籍及未經政黨推薦,3550,民主進步黨,1862,中國國民黨,6892,30,6922,0,6922,3288,10210,67.8
高雄市三民區,灣華里,798,無黨籍及未經政黨推薦,1712,民主進步黨,936,中國國民黨,3446,14,3460,0,3460,1420,4880,70.9
高雄市三民區,灣勝里,400,無黨籍及未經政黨推薦,1482,民主進步黨,586,中國國民黨,2468,16,2484,0,2484,958,3442,72.17
高雄市三民區,灣利里,674,無黨籍及未經政黨推薦,2530,民主進步黨,948,中國國民黨,4152,30,4182,0,4182,1568,5750,72.73
高雄市三民區,灣復里,1070,無黨籍及未經政黨推薦,2352,民主進步黨,1288,中國國民黨,4710,34,4744,0,4744,1944,6688,70.93
高雄市三民區,正興里,4026,無黨籍及未經政黨推薦,7384,民主進步黨,4834,中國國民黨,16244,96,16340,0,16340,6832,23172,70.52
高雄市三民區,正順里,1162,無黨籍及未經政黨推薦,2572,民主進步黨,1468,中國國民黨,5202,28,5230,0,5230,1892,7122,73.43
高雄市三民區,灣興里,502,無黨籍及未經政黨推薦,1374,民主進步黨,690,中國國民黨,2566,4,2570,0,2570,874,3444,74.62
高雄市三民區,灣成里,940,無黨籍及未經政黨推薦,1816,民主進步黨,950,中國國民黨,3706,28,3734,0,3734,1654,5388,69.3
高雄市三民區,安康里,808,無黨籍及未經政黨推薦,1798,民主進步黨,1004,中國國民黨,3610,38,3648,0,3648,1930,5578,65.4
高雄市三民區,安寧里,422,無黨籍及未經政黨推薦,1222,民主進步黨,556,中國國民黨,2200,16,2216,0,2216,1078,3294,67.27
高雄市三民區,安吉里,1536,無黨籍及未經政黨推薦,3010,民主進步黨,1808,中國國民黨,6354,34,6388,0,6388,2470,8858,72.12
高雄市三民區,安發里,1144,無黨籍及未經政黨推薦,2948,民主進步黨,1720,中國國民黨,5812,28,5840,0,5840,2302,8142,71.73
高雄市三民區,安東里,928,無黨籍及未經政黨推薦,2360,民主進步黨,1226,中國國民黨,4514,24,4538,0,4538,1382,5920,76.66
高雄市三民區,安和里,774,無黨籍及未經政黨推薦,1950,民主進步黨,888,中國國民黨,3612,30,3642,0,3642,1178,4820,75.56
高雄市三民區,達德里,312,無黨籍及未經政黨推薦,1096,民主進步黨,398,中國國民黨,1806,6,1812,0,1812,558,2370,76.46
高雄市三民區,達明里,352,無黨籍及未經政黨推薦,1196,民主進步黨,542,中國國民黨,2090,22,2112,0,2112,786,2898,72.88
高雄市三民區,達仁里,416,無黨籍及未經政黨推薦,1080,民主進步黨,458,中國國民黨,1954,12,1966,0,1966,664,2630,74.75
高雄市三民區,達勇里,206,無黨籍及未經政黨推薦,652,民主進步黨,340,中國國民黨,1198,18,1216,0,1216,484,1700,71.53
高雄市三民區,同德里,654,無黨籍及未經政黨推薦,2058,民主進步黨,1064,中國國民黨,3776,22,3798,0,3798,1226,5024,75.6
高雄市三民區,德智里,554,無黨籍及未經政黨推薦,1582,民主進步黨,868,中國國民黨,3004,12,3016,0,3016,920,3936,76.63
高雄市三民區,德仁里,506,無黨籍及未經政黨推薦,1328,民主進步黨,678,中國國民黨,2512,20,2532,0,2532,960,3492,72.51
