行政區別,村里別,1_宋楚瑜/余湘,10-008_1_黨籍,2_韓國瑜/張善政,10-008_2_黨籍,3_蔡英文/賴清德,10-008_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
南投市,龍泉里,52,親民黨,482,中國國民黨,782,民主進步黨,1316,16,1332,0,1332,456,1788,74.5
南投市,康壽里,110,親民黨,910,中國國民黨,1144,民主進步黨,2164,24,2188,0,2188,564,2752,79.51
南投市,三民里,44,親民黨,552,中國國民黨,630,民主進步黨,1226,16,1242,0,1242,308,1550,80.13
南投市,仁和里,52,親民黨,288,中國國民黨,476,民主進步黨,816,10,826,0,826,166,992,83.27
南投市,南投里,30,親民黨,342,中國國民黨,476,民主進步黨,848,8,856,0,856,258,1114,76.84
南投市,彰仁里,26,親民黨,184,中國國民黨,342,民主進步黨,552,14,566,0,566,138,704,80.4
南投市,崇文里,76,親民黨,566,中國國民黨,746,民主進步黨,1388,20,1408,0,1408,450,1858,75.78
南投市,漳興里,166,親民黨,1506,中國國民黨,2156,民主進步黨,3828,28,3856,0,3856,1234,5090,75.76
南投市,漳和里,452,親民黨,4334,中國國民黨,5324,民主進步黨,10110,116,10226,0,10226,3394,13620,75.08
南投市,軍功里,338,親民黨,2682,中國國民黨,3474,民主進步黨,6494,76,6570,0,6570,2308,8878,74.0
南投市,東山里,36,親民黨,218,中國國民黨,300,民主進步黨,554,12,566,0,566,180,746,75.87
南投市,平和里,416,親民黨,3704,中國國民黨,4330,民主進步黨,8450,78,8528,0,8528,3178,11706,72.85
南投市,振興里,116,親民黨,1030,中國國民黨,1816,民主進步黨,2962,38,3000,0,3000,1024,4024,74.55
南投市,千秋里,62,親民黨,544,中國國民黨,838,民主進步黨,1444,8,1452,0,1452,526,1978,73.41
南投市,三興里,342,親民黨,3596,中國國民黨,3830,民主進步黨,7768,122,7890,0,7890,2626,10516,75.03
南投市,三和里,208,親民黨,1804,中國國民黨,2128,民主進步黨,4140,42,4182,0,4182,1160,5342,78.29
南投市,嘉興里,132,親民黨,962,中國國民黨,1826,民主進步黨,2920,52,2972,0,2972,1152,4124,72.07
南投市,嘉和里,342,親民黨,2510,中國國民黨,3348,民主進步黨,6200,68,6268,0,6268,2286,8554,73.28
南投市,福山里,126,親民黨,1096,中國國民黨,1466,民主進步黨,2688,36,2724,0,2724,996,3720,73.23
南投市,永興里,40,親民黨,440,中國國民黨,564,民主進步黨,1044,20,1064,0,1064,442,1506,70.65
南投市,鳳鳴里,40,親民黨,216,中國國民黨,574,民主進步黨,830,10,840,0,840,394,1234,68.07
南投市,鳳山里,84,親民黨,398,中國國民黨,988,民主進步黨,1470,30,1500,0,1500,654,2154,69.64
南投市,平山里,374,親民黨,3090,中國國民黨,3930,民主進步黨,7394,64,7458,0,7458,2890,10348,72.07
南投市,新興里,358,親民黨,2656,中國國民黨,3786,民主進步黨,6800,76,6876,0,6876,2826,9702,70.87
南投市,永豐里,210,親民黨,1506,中國國民黨,2322,民主進步黨,4038,42,4080,0,4080,1400,5480,74.45
南投市,福興里,254,親民黨,1644,中國國民黨,2412,民主進步黨,4310,48,4358,0,4358,1608,5966,73.05
南投市,營北里,502,親民黨,5192,中國國民黨,3420,民主進步黨,9114,86,9200,0,9200,2226,11426,80.52
南投市,營南里,230,親民黨,1598,中國國民黨,1738,民主進步黨,3566,24,3590,0,3590,1020,4610,77.87
南投市,內興里,550,親民黨,4850,中國國民黨,4400,民主進步黨,9800,118,9918,0,9918,2882,12800,77.48
南投市,內新里,138,親民黨,808,中國國民黨,1110,民主進步黨,2056,32,2088,0,2088,658,2746,76.04
南投市,光華里,68,親民黨,890,中國國民黨,236,民主進步黨,1194,10,1204,0,1204,412,1616,74.5
南投市,光榮里,72,親民黨,1152,中國國民黨,326,民主進步黨,1550,20,1570,0,1570,522,2092,75.05
南投市,光明里,58,親民黨,1182,中國國民黨,242,民主進步黨,1482,18,1500,0,1500,452,1952,76.84
南投市,光輝里,50,親民黨,448,中國國民黨,340,民主進步黨,838,4,842,0,842,176,1018,82.71
埔里鎮,東門里,186,親民黨,1792,中國國民黨,1760,民主進步黨,3738,40,3778,0,3778,1352,5130,73.65
埔里鎮,南門里,46,親民黨,530,中國國民黨,640,民主進步黨,1216,10,1226,0,1226,358,1584,77.4
埔里鎮,西門里,160,親民黨,1970,中國國民黨,2138,民主進步黨,4268,56,4324,0,4324,1584,5908,73.19
埔里鎮,北門里,168,親民黨,1580,中國國民黨,1550,民主進步黨,3298,36,3334,0,3334,1498,4832,69.0
埔里鎮,同聲里,188,親民黨,1474,中國國民黨,1482,民主進步黨,3144,46,3190,0,3190,1130,4320,73.84
埔里鎮,薰化里,64,親民黨,684,中國國民黨,730,民主進步黨,1478,18,1496,0,1496,458,1954,76.56
埔里鎮,清新里,214,親民黨,2464,中國國民黨,2442,民主進步黨,5120,68,5188,0,5188,1956,7144,72.62
埔里鎮,大城里,346,親民黨,3966,中國國民黨,3730,民主進步黨,8042,110,8152,0,8152,3022,11174,72.96
埔里鎮,籃城里,66,親民黨,530,中國國民黨,818,民主進步黨,1414,28,1442,0,1442,422,1864,77.36
埔里鎮,枇杷里,394,親民黨,5116,中國國民黨,4692,民主進步黨,10202,164,10366,0,10366,4108,14474,71.62
埔里鎮,水頭里,282,親民黨,2262,中國國民黨,2610,民主進步黨,5154,88,5242,0,5242,2176,7418,70.67
埔里鎮,麒麟里,40,親民黨,654,中國國民黨,628,民主進步黨,1322,2,1324,0,1324,680,2004,66.07
埔里鎮,珠格里,56,親民黨,730,中國國民黨,768,民主進步黨,1554,22,1576,0,1576,580,2156,73.1
埔里鎮,溪南里,84,親民黨,820,中國國民黨,682,民主進步黨,1586,22,1608,0,1608,556,2164,74.31
埔里鎮,桃米里,78,親民黨,698,中國國民黨,628,民主進步黨,1404,12,1416,0,1416,608,2024,69.96
埔里鎮,成功里,12,親民黨,206,中國國民黨,180,民主進步黨,398,6,404,0,404,184,588,68.71
埔里鎮,南村里,74,親民黨,888,中國國民黨,850,民主進步黨,1812,20,1832,0,1832,776,2608,70.25
埔里鎮,愛蘭里,92,親民黨,1022,中國國民黨,902,民主進步黨,2016,26,2042,0,2042,748,2790,73.19
埔里鎮,鐵山里,112,親民黨,1078,中國國民黨,1128,民主進步黨,2318,28,2346,0,2346,954,3300,71.09
埔里鎮,房里里,86,親民黨,944,中國國民黨,878,民主進步黨,1908,18,1926,0,1926,728,2654,72.57
埔里鎮,向善里,62,親民黨,434,中國國民黨,454,民主進步黨,950,14,964,0,964,362,1326,72.7
埔里鎮,一新里,44,親民黨,958,中國國民黨,504,民主進步黨,1506,12,1518,0,1518,440,1958,77.53
埔里鎮,廣成里,64,親民黨,774,中國國民黨,732,民主進步黨,1570,14,1584,0,1584,692,2276,69.6
埔里鎮,史港里,38,親民黨,488,中國國民黨,366,民主進步黨,892,10,902,0,902,278,1180,76.44
埔里鎮,福興里,42,親民黨,472,中國國民黨,812,民主進步黨,1326,14,1340,0,1340,556,1896,70.68
