行政區別,村里別,1_柯文哲/吳欣盈,10-018_1_黨籍,2_賴清德/蕭美琴,10-018_2_黨籍,3_侯友宜/趙少康,10-018_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
東區,南門里,288,無黨籍及未經政黨推薦,460,民主進步黨,298,中國國民黨,1046,8,1054,0,1054,338,1392,75.72
東區,福德里,646,無黨籍及未經政黨推薦,754,民主進步黨,740,中國國民黨,2140,22,2162,0,2162,664,2826,76.5
東區,南市里,292,無黨籍及未經政黨推薦,586,民主進步黨,292,中國國民黨,1170,8,1178,0,1178,472,1650,71.39
東區,關帝里,174,無黨籍及未經政黨推薦,330,民主進步黨,170,中國國民黨,674,14,688,0,688,226,914,75.27
東區,東門里,220,無黨籍及未經政黨推薦,364,民主進步黨,206,中國國民黨,790,6,796,0,796,224,1020,78.04
東區,榮光里,58,無黨籍及未經政黨推薦,184,民主進步黨,102,中國國民黨,344,2,346,0,346,196,542,63.84
東區,成功里,212,無黨籍及未經政黨推薦,362,民主進步黨,232,中國國民黨,806,6,812,0,812,286,1098,73.95
東區,下竹里,198,無黨籍及未經政黨推薦,220,民主進步黨,214,中國國民黨,632,4,636,0,636,206,842,75.53
東區,竹蓮里,262,無黨籍及未經政黨推薦,436,民主進步黨,272,中國國民黨,970,0,970,0,970,398,1368,70.91
東區,寺前里,334,無黨籍及未經政黨推薦,460,民主進步黨,294,中國國民黨,1088,2,1090,0,1090,388,1478,73.75
東區,育賢里,486,無黨籍及未經政黨推薦,550,民主進步黨,478,中國國民黨,1514,12,1526,0,1526,1836,3362,45.39
東區,中正里,262,無黨籍及未經政黨推薦,316,民主進步黨,212,中國國民黨,790,4,794,0,794,266,1060,74.91
東區,公園里,1608,無黨籍及未經政黨推薦,1402,民主進步黨,1592,中國國民黨,4602,30,4632,0,4632,1614,6246,74.16
東區,頂竹里,1284,無黨籍及未經政黨推薦,1596,民主進步黨,1170,中國國民黨,4050,40,4090,0,4090,1276,5366,76.22
東區,南大里,602,無黨籍及未經政黨推薦,804,民主進步黨,532,中國國民黨,1938,22,1960,0,1960,680,2640,74.24
東區,振興里,2666,無黨籍及未經政黨推薦,2652,民主進步黨,2554,中國國民黨,7872,46,7918,0,7918,2820,10738,73.74
東區,親仁里,820,無黨籍及未經政黨推薦,810,民主進步黨,1124,中國國民黨,2754,8,2762,0,2762,832,3594,76.85
東區,文華里,2184,無黨籍及未經政黨推薦,2328,民主進步黨,2136,中國國民黨,6648,34,6682,0,6682,2120,8802,75.91
東區,復中里,1704,無黨籍及未經政黨推薦,2100,民主進步黨,2054,中國國民黨,5858,32,5890,0,5890,2022,7912,74.44
東區,三民里,2254,無黨籍及未經政黨推薦,2498,民主進步黨,2052,中國國民黨,6804,36,6840,0,6840,2144,8984,76.14
東區,東園里,3380,無黨籍及未經政黨推薦,3124,民主進步黨,2518,中國國民黨,9022,32,9054,0,9054,2424,11478,78.88
東區,東勢里,2636,無黨籍及未經政黨推薦,2168,民主進步黨,1482,中國國民黨,6286,40,6326,0,6326,1414,7740,81.73
東區,光復里,1450,無黨籍及未經政黨推薦,1570,民主進步黨,1256,中國國民黨,4276,18,4294,0,4294,1276,5570,77.09
東區,豐功里,1882,無黨籍及未經政黨推薦,2134,民主進步黨,2580,中國國民黨,6596,54,6650,0,6650,2014,8664,76.75
