行政區別,村里別,1_柯文哲/吳欣盈,10-020_1_黨籍,2_賴清德/蕭美琴,10-020_2_黨籍,3_侯友宜/趙少康,10-020_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
東區,荖藤里,1982,無黨籍及未經政黨推薦,2716,民主進步黨,1710,中國國民黨,6408,28,6436,0,6436,2474,8910,72.23
東區,後湖里,1350,無黨籍及未經政黨推薦,2076,民主進步黨,1474,中國國民黨,4900,22,4922,0,4922,1756,6678,73.7
東區,仁義里,1088,無黨籍及未經政黨推薦,1564,民主進步黨,1324,中國國民黨,3976,20,3996,0,3996,1374,5370,74.41
東區,中庄里,1136,無黨籍及未經政黨推薦,1918,民主進步黨,1418,中國國民黨,4472,28,4500,0,4500,1678,6178,72.84
東區,頂庄里,814,無黨籍及未經政黨推薦,1140,民主進步黨,1052,中國國民黨,3006,20,3026,0,3026,1074,4100,73.8
東區,圳頭里,1468,無黨籍及未經政黨推薦,2164,民主進步黨,2448,中國國民黨,6080,44,6124,0,6124,2188,8312,73.68
東區,新店里,1386,無黨籍及未經政黨推薦,2360,民主進步黨,2096,中國國民黨,5842,54,5896,0,5896,2144,8040,73.33
東區,後庄里,1458,無黨籍及未經政黨推薦,2178,民主進步黨,2048,中國國民黨,5684,26,5710,0,5710,1966,7676,74.39
東區,王田里,670,無黨籍及未經政黨推薦,1294,民主進步黨,1314,中國國民黨,3278,10,3288,0,3288,1190,4478,73.43
東區,東川里,526,無黨籍及未經政黨推薦,940,民主進步黨,970,中國國民黨,2436,10,2446,0,2446,894,3340,73.23
東區,太平里,1538,無黨籍及未經政黨推薦,2224,民主進步黨,2202,中國國民黨,5964,34,5998,0,5998,2112,8110,73.96
東區,盧厝里,788,無黨籍及未經政黨推薦,1294,民主進步黨,844,中國國民黨,2926,14,2940,0,2940,928,3868,76.01
東區,鹿寮里,342,無黨籍及未經政黨推薦,666,民主進步黨,338,中國國民黨,1346,14,1360,0,1360,670,2030,67.0
東區,長竹里,948,無黨籍及未經政黨推薦,1708,民主進步黨,1504,中國國民黨,4160,16,4176,0,4176,1452,5628,74.2
東區,短竹里,754,無黨籍及未經政黨推薦,1424,民主進步黨,1284,中國國民黨,3462,26,3488,0,3488,1202,4690,74.37
東區,新開里,612,無黨籍及未經政黨推薦,1116,民主進步黨,934,中國國民黨,2662,6,2668,0,2668,1110,3778,70.62
東區,宣信里,358,無黨籍及未經政黨推薦,800,民主進步黨,508,中國國民黨,1666,10,1676,0,1676,704,2380,70.42
東區,興南里,418,無黨籍及未經政黨推薦,1136,民主進步黨,670,中國國民黨,2224,22,2246,0,2246,846,3092,72.64
東區,豐年里,348,無黨籍及未經政黨推薦,830,民主進步黨,512,中國國民黨,1690,16,1706,0,1706,632,2338,72.97
東區,芳草里,1148,無黨籍及未經政黨推薦,1970,民主進步黨,1488,中國國民黨,4606,30,4636,0,4636,2082,6718,69.01
東區,芳安里,712,無黨籍及未經政黨推薦,1304,民主進步黨,978,中國國民黨,2994,14,3008,0,3008,1150,4158,72.34
東區,頂寮里,878,無黨籍及未經政黨推薦,1602,民主進步黨,1066,中國國民黨,3546,26,3572,0,3572,1236,4808,74.29
東區,安寮里,904,無黨籍及未經政黨推薦,1592,民主進步黨,1140,中國國民黨,3636,26,3662,0,3662,1608,5270,69.49
東區,興安里,1456,無黨籍及未經政黨推薦,1922,民主進步黨,1410,中國國民黨,4788,40,4828,0,4828,1750,6578,73.4
東區,興村里,1510,無黨籍及未經政黨推薦,2228,民主進步黨,1798,中國國民黨,5536,36,5572,0,5572,2028,7600,73.32
東區,興仁里,1304,無黨籍及未經政黨推薦,2078,民主進步黨,1660,中國國民黨,5042,26,5068,0,5068,1922,6990,72.5
東區,過溝里,592,無黨籍及未經政黨推薦,1276,民主進步黨,846,中國國民黨,2714,14,2728,0,2728,1038,3766,72.44
東區,民族里,460,無黨籍及未經政黨推薦,960,民主進步黨,714,中國國民黨,2134,6,2140,0,2140,1174,3314,64.57
東區,朝陽里,516,無黨籍及未經政黨推薦,1258,民主進步黨,782,中國國民黨,2556,14,2570,0,2570,1018,3588,71.63
東區,華南里,528,無黨籍及未經政黨推薦,1216,民主進步黨,814,中國國民黨,2558,18,2576,0,2576,1044,3620,71.16
東區,東興里,484,無黨籍及未經政黨推薦,1226,民主進步黨,810,中國國民黨,2520,24,2544,0,2544,892,3436,74.04
東區,中山里,536,無黨籍及未經政黨推薦,1080,民主進步黨,1010,中國國民黨,2626,24,2650,0,2650,868,3518,75.33
東區,中央里,590,無黨籍及未經政黨推薦,1564,民主進步黨,858,中國國民黨,3012,22,3034,0,3034,1010,4044,75.02
東區,林森里,822,無黨籍及未經政黨推薦,1400,民主進步黨,964,中國國民黨,3186,12,3198,0,3198,1046,4244,75.35
東區,北門里,616,無黨籍及未經政黨推薦,1398,民主進步黨,792,中國國民黨,2806,20,2826,0,2826,1018,3844,73.52
東區,蘭潭里,800,無黨籍及未經政黨推薦,1228,民主進步黨,1114,中國國民黨,3142,14,3156,0,3156,1300,4456,70.83
東區,文雅里,1370,無黨籍及未經政黨推薦,2086,民主進步黨,1932,中國國民黨,5388,20,5408,0,5408,1844,7252,74.57
東區,安業里,658,無黨籍及未經政黨推薦,1140,民主進步黨,922,中國國民黨,2720,22,2742,0,2742,1126,3868,70.89
東區,義教里,914,無黨籍及未經政黨推薦,1566,民主進步黨,1182,中國國民黨,3662,32,3694,0,3694,1564,5258,70.25
東區,各里平地、山地原住民,192,無黨籍及未經政黨推薦,160,民主進步黨,220,中國國民黨,572,6,578,0,578,372,950,60.84
西區,香湖里,290,無黨籍及未經政黨推薦,448,民主進步黨,338,中國國民黨,1076,0,1076,0,1076,482,1558,69.06
西區,湖邊里,768,無黨籍及未經政黨推薦,1472,民主進步黨,730,中國國民黨,2970,22,2992,0,2992,1062,4054,73.8
西區,北榮里,730,無黨籍及未經政黨推薦,1558,民主進步黨,906,中國國民黨,3194,28,3222,0,3222,1084,4306,74.83
西區,重興里,664,無黨籍及未經政黨推薦,1298,民主進步黨,726,中國國民黨,2688,36,2724,0,2724,1126,3850,70.75
西區,竹圍里,1746,無黨籍及未經政黨推薦,2810,民主進步黨,1904,中國國民黨,6460,52,6512,0,6512,2564,9076,71.75
西區,新厝里,1522,無黨籍及未經政黨推薦,2998,民主進步黨,1514,中國國民黨,6034,38,6072,0,6072,2060,8132,74.67
西區,保安里,1226,無黨籍及未經政黨推薦,2048,民主進步黨,1386,中國國民黨,4660,32,4692,0,4692,1728,6420,73.08
西區,北湖里,1168,無黨籍及未經政黨推薦,1868,民主進步黨,1248,中國國民黨,4284,38,4322,0,4322,1494,5816,74.31
西區,下埤里,650,無黨籍及未經政黨推薦,974,民主進步黨,620,中國國民黨,2244,12,2256,0,2256,898,3154,71.53
西區,竹村里,418,無黨籍及未經政黨推薦,732,民主進步黨,416,中國國民黨,1566,14,1580,0,1580,576,2156,73.28
西區,大溪里,776,無黨籍及未經政黨推薦,1606,民主進步黨,782,中國國民黨,3164,16,3180,0,3180,1172,4352,73.07
