行政區別,村里別,1_宋楚瑜/余湘,10-013_1_黨籍,2_韓國瑜/張善政,10-013_2_黨籍,3_蔡英文/賴清德,10-013_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
屏東市,維新里,136,親民黨,1256,中國國民黨,2450,民主進步黨,3842,46,3888,0,3888,1370,5258,73.94
屏東市,橋南里,56,親民黨,794,中國國民黨,1370,民主進步黨,2220,22,2242,0,2242,786,3028,74.04
屏東市,橋北里,30,親民黨,460,中國國民黨,758,民主進步黨,1248,22,1270,0,1270,412,1682,75.51
屏東市,長春里,88,親民黨,1048,中國國民黨,1604,民主進步黨,2740,38,2778,0,2778,866,3644,76.23
屏東市,豐榮里,114,親民黨,1492,中國國民黨,2282,民主進步黨,3888,26,3914,0,3914,992,4906,79.78
屏東市,豐源里,152,親民黨,2316,中國國民黨,2862,民主進步黨,5330,68,5398,0,5398,1478,6876,78.5
屏東市,豐田里,222,親民黨,2330,中國國民黨,3272,民主進步黨,5824,60,5884,0,5884,1914,7798,75.46
屏東市,大連里,512,親民黨,6082,中國國民黨,7404,民主進步黨,13998,148,14146,0,14146,3808,17954,78.79
屏東市,湖西里,38,親民黨,520,中國國民黨,1724,民主進步黨,2282,28,2310,0,2310,674,2984,77.41
屏東市,湖南里,40,親民黨,328,中國國民黨,1210,民主進步黨,1578,10,1588,0,1588,448,2036,78.0
屏東市,歸心里,50,親民黨,326,中國國民黨,1246,民主進步黨,1622,8,1630,0,1630,536,2166,75.25
屏東市,瑞光里,370,親民黨,4178,中國國民黨,5860,民主進步黨,10408,116,10524,0,10524,3498,14022,75.05
屏東市,新生里,260,親民黨,2906,中國國民黨,4854,民主進步黨,8020,92,8112,0,8112,2488,10600,76.53
屏東市,頂宅里,30,親民黨,160,中國國民黨,576,民主進步黨,766,6,772,0,772,232,1004,76.89
屏東市,厚生里,102,親民黨,1214,中國國民黨,2822,民主進步黨,4138,52,4190,0,4190,1378,5568,75.25
屏東市,擇仁里,14,親民黨,374,中國國民黨,778,民主進步黨,1166,10,1176,0,1176,464,1640,71.71
屏東市,建國里,44,親民黨,530,中國國民黨,732,民主進步黨,1306,6,1312,0,1312,454,1766,74.29
屏東市,一心里,66,親民黨,760,中國國民黨,948,民主進步黨,1774,18,1792,0,1792,512,2304,77.78
屏東市,萬年里,32,親民黨,290,中國國民黨,648,民主進步黨,970,12,982,0,982,362,1344,73.07
屏東市,義勇里,64,親民黨,844,中國國民黨,824,民主進步黨,1732,16,1748,0,1748,420,2168,80.63
屏東市,光華里,48,親民黨,304,中國國民黨,570,民主進步黨,922,8,930,0,930,400,1330,69.92
屏東市,永安里,330,親民黨,3716,中國國民黨,6362,民主進步黨,10408,96,10504,0,10504,3420,13924,75.44
屏東市,新興里,124,親民黨,1044,中國國民黨,2582,民主進步黨,3750,18,3768,0,3768,1036,4804,78.43
屏東市,公館里,70,親民黨,596,中國國民黨,1612,民主進步黨,2278,28,2306,0,2306,656,2962,77.85
屏東市,龍華里,82,親民黨,964,中國國民黨,2264,民主進步黨,3310,46,3356,0,3356,1072,4428,75.79
屏東市,玉成里,42,親民黨,468,中國國民黨,1722,民主進步黨,2232,34,2266,0,2266,584,2850,79.51
屏東市,頂柳里,40,親民黨,412,中國國民黨,1166,民主進步黨,1618,26,1644,0,1644,516,2160,76.11
屏東市,大湖里,72,親民黨,704,中國國民黨,1754,民主進步黨,2530,40,2570,0,2570,900,3470,74.06
屏東市,安鎮里,78,親民黨,772,中國國民黨,2062,民主進步黨,2912,38,2950,0,2950,956,3906,75.52
屏東市,永光里,34,親民黨,530,中國國民黨,970,民主進步黨,1534,10,1544,0,1544,484,2028,76.13
屏東市,大洲里,42,親民黨,382,中國國民黨,1384,民主進步黨,1808,22,1830,0,1830,488,2318,78.95
屏東市,大武里,356,親民黨,4564,中國國民黨,6920,民主進步黨,11840,94,11934,0,11934,3918,15852,75.28
屏東市,前進里,138,親民黨,1230,中國國民黨,2918,民主進步黨,4286,32,4318,0,4318,1374,5692,75.86
屏東市,清溪里,190,親民黨,2326,中國國民黨,3430,民主進步黨,5946,40,5986,0,5986,1848,7834,76.41
屏東市,長安里,106,親民黨,744,中國國民黨,1884,民主進步黨,2734,24,2758,0,2758,986,3744,73.66
屏東市,斯文里,90,親民黨,1054,中國國民黨,1334,民主進步黨,2478,22,2500,0,2500,750,3250,76.92
屏東市,華山里,218,親民黨,3154,中國國民黨,3818,民主進步黨,7190,70,7260,0,7260,2050,9310,77.98
屏東市,興樂里,24,親民黨,462,中國國民黨,630,民主進步黨,1116,10,1126,0,1126,324,1450,77.66
屏東市,明正里,30,親民黨,404,中國國民黨,542,民主進步黨,976,12,988,0,988,330,1318,74.96
屏東市,太平里,26,親民黨,394,中國國民黨,566,民主進步黨,986,10,996,0,996,292,1288,77.33
屏東市,中正里,266,親民黨,2920,中國國民黨,3618,民主進步黨,6804,78,6882,0,6882,2058,8940,76.98
屏東市,勝利里,266,親民黨,3298,中國國民黨,3724,民主進步黨,7288,56,7344,0,7344,3414,10758,68.27
屏東市,永城里,80,親民黨,1098,中國國民黨,1558,民主進步黨,2736,40,2776,0,2776,1028,3804,72.98
屏東市,溝美里,90,親民黨,1318,中國國民黨,1800,民主進步黨,3208,34,3242,0,3242,1190,4432,73.15
屏東市,北勢里,106,親民黨,1296,中國國民黨,2080,民主進步黨,3482,24,3506,0,3506,1034,4540,77.22
屏東市,北興里,304,親民黨,3684,中國國民黨,4876,民主進步黨,8864,98,8962,0,8962,2768,11730,76.4
屏東市,仁愛里,98,親民黨,1230,中國國民黨,1892,民主進步黨,3220,30,3250,0,3250,956,4206,77.27
屏東市,廣興里,96,親民黨,1172,中國國民黨,1854,民主進步黨,3122,18,3140,0,3140,976,4116,76.29
屏東市,崇蘭里,646,親民黨,8456,中國國民黨,8766,民主進步黨,17868,180,18048,0,18048,5340,23388,77.17
屏東市,空翔里,82,親民黨,1586,中國國民黨,832,民主進步黨,2500,18,2518,0,2518,822,3340,75.39
屏東市,潭墘里,508,親民黨,8090,中國國民黨,7814,民主進步黨,16412,164,16576,0,16576,5936,22512,73.63
屏東市,三山里,40,親民黨,578,中國國民黨,1388,民主進步黨,2006,4,2010,0,2010,594,2604,77.19
屏東市,海豐里,32,親民黨,350,中國國民黨,976,民主進步黨,1358,4,1362,0,1362,310,1672,81.46
屏東市,仁義里,34,親民黨,448,中國國民黨,1112,民主進步黨,1594,14,1608,0,1608,546,2154,74.65
屏東市,和興里,32,親民黨,340,中國國民黨,992,民主進步黨,1364,20,1384,0,1384,468,1852,74.73
屏東市,信和里,60,親民黨,522,中國國民黨,1682,民主進步黨,2264,34,2298,0,2298,726,3024,75.99
屏東市,崇武里,178,親民黨,2696,中國國民黨,1332,民主進步黨,4206,38,4244,0,4244,1376,5620,75.52
屏東市,光榮里、民權里,58,親民黨,636,中國國民黨,1206,民主進步黨,1900,28,1928,0,1928,600,2528,76.27
屏東市,文明里、泰安里,30,親民黨,458,中國國民黨,528,民主進步黨,1016,6,1022,0,1022,314,1336,76.5
屏東市,武廟里、大同里、端正里,48,親民黨,438,中國國民黨,1072,民主進步黨,1558,18,1576,0,1576,538,2114,74.55
屏東市,大埔里、必信里,62,親民黨,546,中國國民黨,1284,民主進步黨,1892,14,1906,0,1906,602,2508,76.0
屏東市,崇智里、崇禮里,40,親民黨,304,中國國民黨,704,民主進步黨,1048,8,1056,0,1056,288,1344,78.57
屏東市,安樂里、平和里,62,親民黨,524,中國國民黨,1082,民主進步黨,1668,8,1676,0,1676,470,2146,78.1
屏東市,楠樹里、扶風里、慶春里,44,親民黨,586,中國國民黨,1272,民主進步黨,1902,14,1916,0,1916,478,2394,80.03
屏東市,金泉里、勝豐里,48,親民黨,478,中國國民黨,1092,民主進步黨,1618,22,1640,0,1640,416,2056,79.77
屏東市,凌雲里、鵬程里,24,親民黨,338,中國國民黨,482,民主進步黨,844,4,848,0,848,314,1162,72.98
屏東市,永順里、永昌里,32,親民黨,330,中國國民黨,410,民主進步黨,772,10,782,0,782,250,1032,75.78
潮州鎮,潮州里,24,親民黨,304,中國國民黨,398,民主進步黨,726,10,736,0,736,230,966,76.19
潮州鎮,同榮里,14,親民黨,282,中國國民黨,654,民主進步黨,950,6,956,0,956,206,1162,82.27
潮州鎮,新榮里,32,親民黨,646,中國國民黨,1184,民主進步黨,1862,20,1882,0,1882,560,2442,77.07
潮州鎮,新生里,40,親民黨,484,中國國民黨,930,民主進步黨,1454,8,1462,0,1462,474,1936,75.52
潮州鎮,光華里,212,親民黨,2456,中國國民黨,4020,民主進步黨,6688,60,6748,0,6748,2470,9218,73.2
潮州鎮,彭城里,26,親民黨,324,中國國民黨,982,民主進步黨,1332,6,1338,0,1338,378,1716,77.97
潮州鎮,三星里,220,親民黨,3058,中國國民黨,4572,民主進步黨,7850,94,7944,0,7944,2414,10358,76.69
潮州鎮,三共里,284,親民黨,3430,中國國民黨,5790,民主進步黨,9504,90,9594,0,9594,2982,12576,76.29
潮州鎮,三和里,94,親民黨,1188,中國國民黨,1770,民主進步黨,3052,36,3088,0,3088,1004,4092,75.46
潮州鎮,五魁里,76,親民黨,648,中國國民黨,1274,民主進步黨,1998,10,2008,0,2008,692,2700,74.37
潮州鎮,蓬萊里,80,親民黨,1062,中國國民黨,2280,民主進步黨,3422,22,3444,0,3444,1144,4588,75.07
潮州鎮,八爺里,82,親民黨,1158,中國國民黨,2094,民主進步黨,3334,30,3364,0,3364,1194,4558,73.8
潮州鎮,永春里,320,親民黨,3594,中國國民黨,6224,民主進步黨,10138,92,10230,0,10230,3468,13698,74.68
潮州鎮,富春里,46,親民黨,670,中國國民黨,976,民主進步黨,1692,8,1700,0,1700,604,2304,73.78
潮州鎮,光春里,62,親民黨,646,中國國民黨,1326,民主進步黨,2034,10,2044,0,2044,718,2762,74.0
潮州鎮,興美里,32,親民黨,376,中國國民黨,886,民主進步黨,1294,4,1298,0,1298,426,1724,75.29
潮州鎮,檨子里,22,親民黨,188,中國國民黨,370,民主進步黨,580,2,582,0,582,300,882,65.99
潮州鎮,九塊里,66,親民黨,596,中國國民黨,1684,民主進步黨,2346,16,2362,0,2362,864,3226,73.22
潮州鎮,泗林里,58,親民黨,710,中國國民黨,1696,民主進步黨,2464,32,2496,0,2496,698,3194,78.15
潮州鎮,四春里,48,親民黨,676,中國國民黨,1806,民主進步黨,2530,26,2556,0,2556,816,3372,75.8
潮州鎮,崙東里,62,親民黨,590,中國國民黨,1470,民主進步黨,2122,30,2152,0,2152,822,2974,72.36
東港鎮,新勝里,96,親民黨,892,中國國民黨,2124,民主進步黨,3112,28,3140,0,3140,800,3940,79.7
東港鎮,頂新里,20,親民黨,242,中國國民黨,478,民主進步黨,740,4,744,0,744,204,948,78.48
東港鎮,頂中里,18,親民黨,164,中國國民黨,422,民主進步黨,604,12,616,0,616,140,756,81.48
東港鎮,東和里,28,親民黨,296,中國國民黨,598,民主進步黨,922,8,930,0,930,324,1254,74.16
東港鎮,興台里,24,親民黨,230,中國國民黨,508,民主進步黨,762,10,772,0,772,214,986,78.3
東港鎮,中興里,30,親民黨,324,中國國民黨,644,民主進步黨,998,12,1010,0,1010,296,1306,77.34
東港鎮,朝安里,58,親民黨,588,中國國民黨,1730,民主進步黨,2376,10,2386,0,2386,752,3138,76.04
東港鎮,八德里,28,親民黨,334,中國國民黨,782,民主進步黨,1144,14,1158,0,1158,384,1542,75.1
東港鎮,東隆里,48,親民黨,460,中國國民黨,1144,民主進步黨,1652,32,1684,0,1684,606,2290,73.54
東港鎮,豐漁里,20,親民黨,228,中國國民黨,642,民主進步黨,890,10,900,0,900,248,1148,78.4
東港鎮,盛漁里,46,親民黨,404,中國國民黨,1424,民主進步黨,1874,18,1892,0,1892,724,2616,72.32
東港鎮,興漁里,88,親民黨,578,中國國民黨,1970,民主進步黨,2636,34,2670,0,2670,864,3534,75.55
東港鎮,鎮海里,94,親民黨,910,中國國民黨,3118,民主進步黨,4122,40,4162,0,4162,1300,5462,76.2
東港鎮,嘉蓮里,56,親民黨,670,中國國民黨,1742,民主進步黨,2468,18,2486,0,2486,830,3316,74.97
東港鎮,南平里,34,親民黨,872,中國國民黨,1450,民主進步黨,2356,22,2378,0,2378,764,3142,75.68
東港鎮,船頭里,196,親民黨,2336,中國國民黨,5278,民主進步黨,7810,76,7886,0,7886,2506,10392,75.89
東港鎮,下廍里,52,親民黨,528,中國國民黨,2354,民主進步黨,2934,30,2964,0,2964,880,3844,77.11
