行政區別,村里別,1_宋楚瑜/余湘,10-017_1_黨籍,2_韓國瑜/張善政,10-017_2_黨籍,3_蔡英文/賴清德,10-017_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
中正區,新富里,374,親民黨,3074,中國國民黨,3250,民主進步黨,6698,60,6758,0,6758,3080,9838,68.69
七堵區,長興里,300,親民黨,2326,中國國民黨,2648,民主進步黨,5274,62,5336,0,5336,1914,7250,73.6
七堵區,正光里,172,親民黨,1496,中國國民黨,1784,民主進步黨,3452,34,3486,0,3486,1396,4882,71.41
七堵區,富民里,302,親民黨,2414,中國國民黨,2398,民主進步黨,5114,80,5194,0,5194,1650,6844,75.89
七堵區,永平里,138,親民黨,1266,中國國民黨,1420,民主進步黨,2824,18,2842,0,2842,844,3686,77.1
七堵區,永安里,216,親民黨,1426,中國國民黨,1582,民主進步黨,3224,18,3242,0,3242,1036,4278,75.78
七堵區,八德里,130,親民黨,824,中國國民黨,1128,民主進步黨,2082,16,2098,0,2098,842,2940,71.36
七堵區,自強里,100,親民黨,686,中國國民黨,800,民主進步黨,1586,26,1612,0,1612,606,2218,72.68
七堵區,六堵里,188,親民黨,1382,中國國民黨,1776,民主進步黨,3346,44,3390,0,3390,1086,4476,75.74
七堵區,泰安里,386,親民黨,2450,中國國民黨,3174,民主進步黨,6010,70,6080,0,6080,2278,8358,72.74
七堵區,堵北里,270,親民黨,1782,中國國民黨,3036,民主進步黨,5088,50,5138,0,5138,1754,6892,74.55
七堵區,堵南里,122,親民黨,1040,中國國民黨,1580,民主進步黨,2742,24,2766,0,2766,1200,3966,69.74
七堵區,瑪南里,48,親民黨,212,中國國民黨,346,民主進步黨,606,6,612,0,612,194,806,75.93
七堵區,瑪東里,16,親民黨,200,中國國民黨,252,民主進步黨,468,10,478,0,478,180,658,72.64
七堵區,瑪西里,20,親民黨,204,中國國民黨,282,民主進步黨,506,6,512,0,512,168,680,75.29
七堵區,友一里,134,親民黨,1422,中國國民黨,1280,民主進步黨,2836,26,2862,0,2862,890,3752,76.28
七堵區,友二里,10,親民黨,268,中國國民黨,388,民主進步黨,666,10,676,0,676,208,884,76.47
七堵區,正明里,160,親民黨,1162,中國國民黨,1484,民主進步黨,2806,26,2832,0,2832,878,3710,76.33
七堵區,百福里,474,親民黨,3204,中國國民黨,4880,民主進步黨,8558,62,8620,0,8620,3060,11680,73.8
七堵區,實踐里,288,親民黨,2068,中國國民黨,2968,民主進步黨,5324,56,5380,0,5380,2036,7416,72.55
七堵區,長安里,156,親民黨,1404,中國國民黨,1826,民主進步黨,3386,30,3416,0,3416,1442,4858,70.32
暖暖區,八西里,102,親民黨,816,中國國民黨,1052,民主進步黨,1970,14,1984,0,1984,776,2760,71.88
暖暖區,八堵里,38,親民黨,376,中國國民黨,542,民主進步黨,956,8,964,0,964,316,1280,75.31
暖暖區,八南里,38,親民黨,398,中國國民黨,590,民主進步黨,1026,16,1042,0,1042,424,1466,71.08
暖暖區,過港里,298,親民黨,2388,中國國民黨,2468,民主進步黨,5154,70,5224,0,5224,1912,7136,73.21
暖暖區,碇內里,204,親民黨,1832,中國國民黨,1782,民主進步黨,3818,32,3850,0,3850,1294,5144,74.84
暖暖區,碇和里,194,親民黨,2308,中國國民黨,1730,民主進步黨,4232,36,4268,0,4268,1374,5642,75.65
暖暖區,暖同里,174,親民黨,1594,中國國民黨,1632,民主進步黨,3400,48,3448,0,3448,1546,4994,69.04
暖暖區,暖暖里,200,親民黨,1622,中國國民黨,1928,民主進步黨,3750,70,3820,0,3820,1270,5090,75.05
暖暖區,暖東里,26,親民黨,230,中國國民黨,310,民主進步黨,566,8,574,0,574,238,812,70.69
暖暖區,暖西里,344,親民黨,2842,中國國民黨,3462,民主進步黨,6648,92,6740,0,6740,2248,8988,74.99
暖暖區,八中里,36,親民黨,238,中國國民黨,346,民主進步黨,620,2,622,0,622,262,884,70.36
暖暖區,碇安里,446,親民黨,3022,中國國民黨,3496,民主進步黨,6964,80,7044,0,7044,2374,9418,74.79
暖暖區,碇祥里,512,親民黨,3654,中國國民黨,3736,民主進步黨,7902,76,7978,0,7978,3290,11268,70.8
仁愛區,林泉里,154,親民黨,954,中國國民黨,1284,民主進步黨,2392,30,2422,0,2422,1014,3436,70.49
仁愛區,花崗里,66,親民黨,630,中國國民黨,850,民主進步黨,1546,18,1564,0,1564,478,2042,76.59
仁愛區,虹橋里,116,親民黨,992,中國國民黨,1074,民主進步黨,2182,24,2206,0,2206,804,3010,73.29
仁愛區,水錦里,126,親民黨,1122,中國國民黨,1138,民主進步黨,2386,22,2408,0,2408,954,3362,71.62
仁愛區,智仁里,142,親民黨,1454,中國國民黨,1720,民主進步黨,3316,30,3346,0,3346,1208,4554,73.47
仁愛區,和明里,164,親民黨,1046,中國國民黨,1202,民主進步黨,2412,32,2444,0,2444,810,3254,75.11
仁愛區,忠勇里,56,親民黨,538,中國國民黨,740,民主進步黨,1334,12,1346,0,1346,466,1812,74.28
仁愛區,玉田里,52,親民黨,568,中國國民黨,802,民主進步黨,1422,8,1430,0,1430,478,1908,74.95
仁愛區,仁德里,66,親民黨,498,中國國民黨,734,民主進步黨,1298,12,1310,0,1310,414,1724,75.99
仁愛區,博愛里,112,親民黨,898,中國國民黨,1188,民主進步黨,2198,30,2228,0,2228,650,2878,77.41
仁愛區,福仁里,52,親民黨,394,中國國民黨,668,民主進步黨,1114,14,1128,0,1128,358,1486,75.91
仁愛區,誠仁里,78,親民黨,498,中國國民黨,794,民主進步黨,1370,12,1382,0,1382,458,1840,75.11
仁愛區,吉仁里,190,親民黨,1390,中國國民黨,1978,民主進步黨,3558,42,3600,0,3600,1540,5140,70.04
仁愛區,育仁里,42,親民黨,332,中國國民黨,662,民主進步黨,1036,4,1040,0,1040,436,1476,70.46
仁愛區,英仁里,100,親民黨,702,中國國民黨,1004,民主進步黨,1806,8,1814,0,1814,714,2528,71.76
仁愛區,龍門里,64,親民黨,368,中國國民黨,694,民主進步黨,1126,8,1134,0,1134,384,1518,74.7
仁愛區,德厚里,156,親民黨,1056,中國國民黨,1258,民主進步黨,2470,40,2510,0,2510,848,3358,74.75
仁愛區,曲水里,52,親民黨,422,中國國民黨,672,民主進步黨,1146,12,1158,0,1158,454,1612,71.84
仁愛區,崇文里,80,親民黨,506,中國國民黨,678,民主進步黨,1264,14,1278,0,1278,386,1664,76.8
仁愛區,文安里,26,親民黨,482,中國國民黨,668,民主進步黨,1176,14,1190,0,1190,466,1656,71.86
仁愛區,兆連里,54,親民黨,490,中國國民黨,482,民主進步黨,1026,10,1036,0,1036,324,1360,76.18
仁愛區,獅球里,84,親民黨,590,中國國民黨,710,民主進步黨,1384,14,1398,0,1398,536,1934,72.29
仁愛區,書院里,76,親民黨,584,中國國民黨,792,民主進步黨,1452,28,1480,0,1480,596,2076,71.29
仁愛區,朝棟里,188,親民黨,2056,中國國民黨,1668,民主進步黨,3912,42,3954,0,3954,1366,5320,74.32
仁愛區,明德里,50,親民黨,420,中國國民黨,534,民主進步黨,1004,12,1016,0,1016,364,1380,73.62
仁愛區,同風里,38,親民黨,326,中國國民黨,490,民主進步黨,854,6,860,0,860,254,1114,77.2
仁愛區,文昌里,54,親民黨,362,中國國民黨,700,民主進步黨,1116,12,1128,0,1128,360,1488,75.81
仁愛區,新店里,26,親民黨,372,中國國民黨,472,民主進步黨,870,6,876,0,876,296,1172,74.74
仁愛區,光華里,146,親民黨,1434,中國國民黨,1746,民主進步黨,3326,30,3356,0,3356,1482,4838,69.37
中山區,新建里,54,親民黨,450,中國國民黨,630,民主進步黨,1134,12,1146,0,1146,432,1578,72.62
中山區,安民里,78,親民黨,658,中國國民黨,842,民主進步黨,1578,22,1600,0,1600,426,2026,78.97
中山區,安平里,76,親民黨,444,中國國民黨,578,民主進步黨,1098,20,1118,0,1118,364,1482,75.44
中山區,中山里,68,親民黨,482,中國國民黨,810,民主進步黨,1360,36,1396,0,1396,484,1880,74.26
中山區,民治里,56,親民黨,542,中國國民黨,572,民主進步黨,1170,18,1188,0,1188,354,1542,77.04
中山區,中興里,74,親民黨,892,中國國民黨,868,民主進步黨,1834,30,1864,0,1864,596,2460,75.77
中山區,仁正里,68,親民黨,488,中國國民黨,538,民主進步黨,1094,18,1112,0,1112,404,1516,73.35
中山區,健民里,78,親民黨,678,中國國民黨,868,民主進步黨,1624,16,1640,0,1640,632,2272,72.18
中山區,通化里,88,親民黨,680,中國國民黨,618,民主進步黨,1386,20,1406,0,1406,524,1930,72.85
中山區,居仁里,124,親民黨,812,中國國民黨,810,民主進步黨,1746,34,1780,0,1780,794,2574,69.15
中山區,通明里,126,親民黨,1016,中國國民黨,1334,民主進步黨,2476,26,2502,0,2502,910,3412,73.33
中山區,協和里,136,親民黨,828,中國國民黨,1120,民主進步黨,2084,20,2104,0,2104,940,3044,69.12
中山區,文化里,76,親民黨,586,中國國民黨,748,民主進步黨,1410,12,1422,0,1422,1086,2508,56.7
中山區,仙洞里,30,親民黨,344,中國國民黨,420,民主進步黨,794,6,800,0,800,312,1112,71.94
中山區,太白里,80,親民黨,492,中國國民黨,600,民主進步黨,1172,20,1192,0,1192,512,1704,69.95
中山區,西榮里,54,親民黨,358,中國國民黨,570,民主進步黨,982,6,988,0,988,374,1362,72.54
中山區,西華里,64,親民黨,478,中國國民黨,690,民主進步黨,1232,10,1242,0,1242,408,1650,75.27
中山區,西定里,66,親民黨,492,中國國民黨,706,民主進步黨,1264,8,1272,0,1272,530,1802,70.59
中山區,西康里,134,親民黨,866,中國國民黨,1192,民主進步黨,2192,12,2204,0,2204,952,3156,69.84
中山區,德和里,432,親民黨,3682,中國國民黨,3904,民主進步黨,8018,78,8096,0,8096,2312,10408,77.79
中山區,中和里,394,親民黨,3564,中國國民黨,3770,民主進步黨,7728,92,7820,0,7820,2930,10750,72.74
中山區,德安里,240,親民黨,2190,中國國民黨,2920,民主進步黨,5350,56,5406,0,5406,2024,7430,72.76
中山區,和平里,20,親民黨,346,中國國民黨,278,民主進步黨,644,12,656,0,656,226,882,74.38
中山區,和慶里,542,親民黨,3568,中國國民黨,4678,民主進步黨,8788,120,8908,0,8908,3632,12540,71.04
安樂區,西川里,76,親民黨,758,中國國民黨,778,民主進步黨,1612,14,1626,0,1626,716,2342,69.43
安樂區,定國里,78,親民黨,594,中國國民黨,758,民主進步黨,1430,12,1442,0,1442,556,1998,72.17
安樂區,新西里,110,親民黨,798,中國國民黨,940,民主進步黨,1848,28,1876,0,1876,784,2660,70.53
安樂區,定邦里,70,親民黨,660,中國國民黨,756,民主進步黨,1486,28,1514,0,1514,440,1954,77.48
安樂區,慈仁里,58,親民黨,440,中國國民黨,800,民主進步黨,1298,16,1314,0,1314,456,1770,74.24
安樂區,干城里,132,親民黨,1154,中國國民黨,1442,民主進步黨,2728,20,2748,0,2748,1222,3970,69.22
安樂區,永康里,120,親民黨,1016,中國國民黨,1526,民主進步黨,2662,36,2698,0,2698,1090,3788,71.22
安樂區,嘉仁里,232,親民黨,1660,中國國民黨,2666,民主進步黨,4558,56,4614,0,4614,1670,6284,73.42
安樂區,安和里,52,親民黨,438,中國國民黨,784,民主進步黨,1274,14,1288,0,1288,368,1656,77.78
安樂區,樂一里,50,親民黨,292,中國國民黨,472,民主進步黨,814,8,822,0,822,290,1112,73.92
安樂區,外寮里,248,親民黨,2334,中國國民黨,2832,民主進步黨,5414,40,5454,0,5454,2088,7542,72.32
安樂區,中崙里,106,親民黨,984,中國國民黨,1302,民主進步黨,2392,26,2418,0,2418,830,3248,74.45
安樂區,內寮里,366,親民黨,3188,中國國民黨,3816,民主進步黨,7370,74,7444,0,7444,2870,10314,72.17
安樂區,新崙里,272,親民黨,2378,中國國民黨,2910,民主進步黨,5560,58,5618,0,5618,2120,7738,72.6
安樂區,三民里,200,親民黨,1702,中國國民黨,1684,民主進步黨,3586,36,3622,0,3622,1308,4930,73.47
安樂區,四維里,398,親民黨,3130,中國國民黨,3562,民主進步黨,7090,72,7162,0,7162,2048,9210,77.76
安樂區,五福里,268,親民黨,2224,中國國民黨,2540,民主進步黨,5032,46,5078,0,5078,1648,6726,75.5
安樂區,六合里,310,親民黨,2766,中國國民黨,2894,民主進步黨,5970,48,6018,0,6018,1708,7726,77.89
安樂區,七賢里,176,親民黨,1572,中國國民黨,1878,民主進步黨,3626,32,3658,0,3658,1210,4868,75.14
安樂區,鶯歌里,148,親民黨,1716,中國國民黨,1906,民主進步黨,3770,28,3798,0,3798,1996,5794,65.55
安樂區,武崙里,378,親民黨,2996,中國國民黨,3512,民主進步黨,6886,52,6938,0,6938,2212,9150,75.83
安樂區,長樂里,284,親民黨,2410,中國國民黨,2338,民主進步黨,5032,68,5100,0,5100,1294,6394,79.76
安樂區,興寮里,318,親民黨,2904,中國國民黨,3322,民主進步黨,6544,60,6604,0,6604,2500,9104,72.54
安樂區,鶯安里,376,親民黨,3342,中國國民黨,3218,民主進步黨,6936,86,7022,0,7022,2160,9182,76.48
安樂區,壯觀里,294,親民黨,2944,中國國民黨,2834,民主進步黨,6072,60,6132,0,6132,1844,7976,76.88
信義區,仁壽里,78,親民黨,678,中國國民黨,818,民主進步黨,1574,24,1598,0,1598,474,2072,77.12
信義區,仁義里,90,親民黨,968,中國國民黨,838,民主進步黨,1896,20,1916,0,1916,466,2382,80.44
信義區,義昭里,54,親民黨,842,中國國民黨,836,民主進步黨,1732,32,1764,0,1764,550,2314,76.23
信義區,義幸里,140,親民黨,1754,中國國民黨,1560,民主進步黨,3454,38,3492,0,3492,1028,4520,77.26
信義區,義民里,40,親民黨,480,中國國民黨,568,民主進步黨,1088,6,1094,0,1094,314,1408,77.7
信義區,義和里,102,親民黨,922,中國國民黨,764,民主進步黨,1788,6,1794,0,1794,1136,2930,61.23
信義區,智慧里,90,親民黨,470,中國國民黨,504,民主進步黨,1064,26,1090,0,1090,322,1412,77.2
信義區,智誠里,104,親民黨,832,中國國民黨,1178,民主進步黨,2114,32,2146,0,2146,838,2984,71.92
信義區,禮儀里,122,親民黨,1144,中國國民黨,1118,民主進步黨,2384,22,2406,0,2406,746,3152,76.33
信義區,禮東里,118,親民黨,1106,中國國民黨,988,民主進步黨,2212,38,2250,0,2250,680,2930,76.79
信義區,信綠里,150,親民黨,1410,中國國民黨,1468,民主進步黨,3028,18,3046,0,3046,1008,4054,75.14
信義區,東光里,118,親民黨,1240,中國國民黨,1242,民主進步黨,2600,22,2622,0,2622,850,3472,75.52
信義區,東明里,264,親民黨,2598,中國國民黨,2260,民主進步黨,5122,40,5162,0,5162,1692,6854,75.31
信義區,東安里,174,親民黨,1960,中國國民黨,1874,民主進步黨,4008,42,4050,0,4050,1374,5424,74.67
信義區,孝岡里,98,親民黨,828,中國國民黨,986,民主進步黨,1912,18,1930,0,1930,632,2562,75.33
信義區,東信里,310,親民黨,3096,中國國民黨,2782,民主進步黨,6188,60,6248,0,6248,1868,8116,76.98
信義區,孝深里,296,親民黨,2460,中國國民黨,2824,民主進步黨,5580,40,5620,0,5620,2456,8076,69.59
信義區,孝賢里,278,親民黨,2526,中國國民黨,2322,民主進步黨,5126,56,5182,0,5182,1504,6686,77.51
信義區,孝德里,148,親民黨,1528,中國國民黨,1720,民主進步黨,3396,32,3428,0,3428,1422,4850,70.68
信義區,孝忠里,616,親民黨,4728,中國國民黨,5160,民主進步黨,10504,84,10588,0,10588,3518,14106,75.06
