行政區別,村里別,投開票所別,1_候選人,2_候選人,3_候選人,4_候選人,5_候選人,6_候選人,7_候選人,8_候選人,9_候選人,10_候選人,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,維新里,0151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,維新里,0152,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,7.0,0.0,7.0,0,7.0,3.0,10.0,70.0
,維新里,0152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0,3.0,0.0,3.0,100.0
,楠樹里,0000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,4.0,0,4.0,1.0,5.0,80.0
,楠樹里,0000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,100.0
,楠樹里,0153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0,2.0,0.0,2.0,100.0
,楠樹里,0153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,100.0
,楠樹里,0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0,2.0,1.0,3.0,66.67
,楠樹里,0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,金泉里,0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,100.0
,金泉里,0000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0,2.0,0.0,2.0,100.0
,金泉里,0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,100.0
,金泉里,0155,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0,2.0,0.0,2.0,100.0
,橋南里,0000,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,11.0,0,11.0,5.0,16.0,68.75
,橋南里,0000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0,3.0,4.0,7.0,42.86
,橋南里,0156,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,11.0,0,11.0,5.0,16.0,68.75
,橋南里,0156,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0,3.0,4.0,7.0,42.86
,橋北里,0000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,6.0,0,6.0,2.0,8.0,75.0
,橋北里,0000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0,4.0,2.0,6.0,66.67
,橋北里,0157,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,6.0,0,6.0,2.0,8.0,75.0
,橋北里,0157,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0,4.0,2.0,6.0,66.67
,長春里,0000,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,23.0,0.0,23.0,0,23.0,10.0,33.0,69.7
,長春里,0000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0,3.0,3.0,6.0,50.0
,長春里,0173,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,15.0,0.0,15.0,0,15.0,8.0,23.0,65.22
,長春里,0173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,1.0,2.0,50.0
,長春里,0174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,0.0,8.0,0,8.0,2.0,10.0,80.0
,長春里,0174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0,2.0,2.0,4.0,50.0
,豐榮里,0000,1.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,23.0,0.0,23.0,0,23.0,12.0,35.0,65.71
,豐榮里,0000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,5.0,0,5.0,0.0,5.0,100.0
,豐榮里,0168,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,9.0,0,9.0,5.0,14.0,64.29
,豐榮里,0168,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,5.0,0,5.0,0.0,5.0,100.0
,豐榮里,0169,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,14.0,0.0,14.0,0,14.0,7.0,21.0,66.67
,豐榮里,0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,豐源里,0000,0.0,0.0,17.0,0.0,1.0,1.0,0.0,12.0,0.0,14.0,45.0,0.0,45.0,0,45.0,18.0,63.0,71.43
,豐源里,0000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,0,5.0,5.0,10.0,50.0
,豐源里,0170,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,16.0,0.0,16.0,0,16.0,6.0,22.0,72.73
,豐源里,0170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0,4.0,3.0,7.0,57.14
,豐源里,0171,0.0,0.0,7.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,14.0,0.0,14.0,0,14.0,7.0,21.0,66.67
,豐源里,0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,豐源里,0172,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,15.0,0.0,15.0,0,15.0,5.0,20.0,75.0
,豐源里,0172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,2.0,3.0,33.33
,豐田里,0000,0.0,1.0,20.0,0.0,1.0,0.0,0.0,5.0,1.0,14.0,42.0,1.0,43.0,0,43.0,26.0,69.0,62.32
,豐田里,0000,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,9.0,0.0,16.0,0.0,16.0,0,16.0,3.0,19.0,84.21
,豐田里,0165,0.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,17.0,0.0,17.0,0,17.0,12.0,29.0,58.62
,豐田里,0165,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,9.0,0,9.0,1.0,10.0,90.0
,豐田里,0166,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,9.0,0.0,9.0,0,9.0,6.0,15.0,60.0
,豐田里,0166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0,2.0,2.0,4.0,50.0
,豐田里,0167,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,16.0,1.0,17.0,0,17.0,8.0,25.0,68.0
,豐田里,0167,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,5.0,0,5.0,0.0,5.0,100.0
,大連里,0000,5.0,3.0,24.0,0.0,0.0,4.0,1.0,7.0,3.0,27.0,74.0,3.0,77.0,0,77.0,19.0,96.0,80.21
,大連里,0000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,0,5.0,3.0,8.0,62.5
,大連里,0158,0.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,20.0,1.0,21.0,0,21.0,8.0,29.0,72.41
,大連里,0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,1.0,2.0,50.0
,大連里,0159,2.0,1.0,9.0,0.0,0.0,2.0,1.0,2.0,1.0,13.0,31.0,1.0,32.0,0,32.0,7.0,39.0,82.05
,大連里,0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,1.0,2.0,50.0
,大連里,0160,3.0,0.0,8.0,0.0,0.0,2.0,0.0,4.0,1.0,5.0,23.0,1.0,24.0,0,24.0,4.0,28.0,85.71
,大連里,0160,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0,3.0,1.0,4.0,75.0
,湖西里,0000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,6.0,0.0,6.0,0,6.0,0.0,6.0,100.0
,湖西里,0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,湖西里,0182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,6.0,0.0,6.0,0,6.0,0.0,6.0,100.0
,湖西里,0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,湖南里,0000,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,6.0,0,6.0,3.0,9.0,66.67
,湖南里,0000,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,1.0,3.0,66.67
,湖南里,0181,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,6.0,0,6.0,3.0,9.0,66.67
,湖南里,0181,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,1.0,3.0,66.67
,歸心里,0000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,4.0,0,4.0,1.0,5.0,80.0
,歸心里,0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,1.0,2.0,50.0
,歸心里,0183,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,4.0,0,4.0,1.0,5.0,80.0
,歸心里,0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,1.0,2.0,50.0
,瑞光里,0000,2.0,7.0,66.0,0.0,0.0,2.0,0.0,24.0,3.0,40.0,144.0,2.0,146.0,0,146.0,50.0,196.0,74.49
,瑞光里,0000,1.0,8.0,0.0,4.0,0.0,2.0,5.0,0.0,14.0,0.0,34.0,1.0,35.0,0,35.0,13.0,48.0,72.92
,瑞光里,0175,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,25.0,0.0,25.0,0,25.0,11.0,36.0,69.44
,瑞光里,0175,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,0.0,8.0,0,8.0,2.0,10.0,80.0
,瑞光里,0176,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,14.0,1.0,15.0,0,15.0,10.0,25.0,60.0
,瑞光里,0176,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,8.0,0,8.0,1.0,9.0,88.89
,瑞光里,0177,1.0,3.0,11.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,26.0,0.0,26.0,0,26.0,12.0,38.0,68.42
,瑞光里,0177,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,6.0,0,6.0,0.0,6.0,100.0
,瑞光里,0178,0.0,3.0,27.0,0.0,0.0,1.0,0.0,6.0,1.0,10.0,48.0,1.0,49.0,0,49.0,9.0,58.0,84.48
,瑞光里,0178,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0,3.0,2.0,5.0,60.0
,瑞光里,0179,1.0,0.0,11.0,0.0,0.0,1.0,0.0,5.0,0.0,8.0,26.0,0.0,26.0,0,26.0,6.0,32.0,81.25
,瑞光里,0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,4.0,0,4.0,8.0,12.0,33.33
,瑞光里,0180,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,5.0,0,5.0,2.0,7.0,71.43
,瑞光里,0180,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,6.0,0.0,6.0,0,6.0,0.0,6.0,100.0
,新生里,0000,0.0,0.0,16.0,0.0,0.0,2.0,0.0,7.0,1.0,15.0,41.0,0.0,41.0,0,41.0,14.0,55.0,74.55
,新生里,0000,3.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,16.0,0.0,16.0,0,16.0,9.0,25.0,64.0
,新生里,0207,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,7.0,0,7.0,5.0,12.0,58.33
,新生里,0207,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,5.0,0,5.0,2.0,7.0,71.43
,新生里,0208,0.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,15.0,0.0,15.0,0,15.0,4.0,19.0,78.95
,新生里,0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,新生里,0209,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,9.0,0.0,9.0,0,9.0,2.0,11.0,81.82
,新生里,0209,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,0,6.0,2.0,8.0,75.0
,新生里,0210,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,10.0,0.0,10.0,0,10.0,3.0,13.0,76.92
,新生里,0210,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,0,5.0,5.0,10.0,50.0
,頂宅里,0000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,100.0
,頂宅里,0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,頂宅里,0211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,100.0
,頂宅里,0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,厚生里,0000,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,12.0,0.0,12.0,0,12.0,2.0,14.0,85.71
,厚生里,0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,100.0
,厚生里,0220,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,4.0,0,4.0,1.0,5.0,80.0
,厚生里,0220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,厚生里,0221,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,0,6.0,0.0,6.0,100.0
,厚生里,0221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,厚生里,0222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0,2.0,1.0,3.0,66.67
,厚生里,0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,100.0
,建國里,0000,0.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,1.0,3.0,14.0,1.0,15.0,0,15.0,6.0,21.0,71.43
,建國里,0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0
,建國里,0218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0,3.0,1.0,4.0,75.0
,建國里,0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0
,建國里,0219,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,11.0,1.0,12.0,0,12.0,5.0,17.0,70.59
,建國里,0219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,一心里,0000,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,10.0,0,10.0,9.0,19.0,52.63
,一心里,0000,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0,6.0,1.0,7.0,85.71
,一心里,0223,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,6.0,0,6.0,7.0,13.0,46.15
,一心里,0223,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,3.0,0.0,3.0,100.0
,一心里,0224,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,4.0,2.0,6.0,66.67
,一心里,0224,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,3.0,1.0,4.0,75.0
,義勇里,0000,1.0,3.0,6.0,0.0,1.0,0.0,0.0,4.0,2.0,7.0,24.0,0.0,24.0,0,24.0,4.0,28.0,85.71
,義勇里,0000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,100.0
,義勇里,0225,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,8.0,0,8.0,1.0,9.0,88.89
,義勇里,0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,義勇里,0226,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,16.0,0.0,16.0,0,16.0,3.0,19.0,84.21
,義勇里,0226,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,1.0,100.0
,永安里,0000,1.0,2.0,9.0,0.0,2.0,1.0,0.0,7.0,2.0,11.0,35.0,0.0,35.0,0,35.0,18.0,53.0,66.04
,永安里,0000,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,8.0,0,8.0,10.0,18.0,44.44
,永安里,0227,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,8.0,0.0,8.0,0,8.0,4.0,12.0,66.67
,永安里,0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,永安里,0228,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,10.0,0.0,10.0,0,10.0,8.0,18.0,55.56
,永安里,0228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,4.0,5.0,20.0
,永安里,0229,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,5.0,0,5.0,5.0,10.0,50.0
,永安里,0229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0,3.0,1.0,4.0,75.0
,永安里,0230,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0,7.0,0.0,7.0,100.0
,永安里,0230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,0.0
,永安里,0231,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,5.0,0,5.0,1.0,6.0,83.33
,永安里,0231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0,4.0,3.0,7.0,57.14
,新興里,0000,5.0,1.0,7.0,0.0,1.0,1.0,0.0,10.0,0.0,14.0,39.0,0.0,39.0,0,39.0,7.0,46.0,84.78
,新興里,0000,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,9.0,0,9.0,5.0,14.0,64.29
,新興里,0205,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0,5.0,1.0,6.0,83.33
,新興里,0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
,新興里,0206,2.0,1.0,7.0,0.0,1.0,1.0,0.0,10.0,0.0,12.0,34.0,0.0,34.0,0,34.0,6.0,40.0,85.0
,新興里,0206,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,9.0,0,9.0,5.0,14.0,64.29
,公館里,0000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0,2.0,0.0,2.0,100.0
,公館里,0000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,0,4.0,1.0,5.0,80.0
,公館里,0204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0,2.0,0.0,2.0,100.0
,公館里,0204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,0,4.0,1.0,5.0,80.0
,龍華里,0000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0,3.0,4.0,7.0,42.86
,龍華里,0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,1.0,2.0,50.0
,龍華里,0215,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,1.0,3.0,66.67
,龍華里,0215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,1.0,2.0,50.0
,龍華里,0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,3.0,4.0,25.0
,龍華里,0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
