行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,薰化里,190,502,770,1462,6,1468,0,1468,626,2094,70.11
,清新里,650,1466,2064,4180,34,4214,0,4214,2894,7108,59.29
,大城里,1132,2492,3166,6790,70,6860,0,6860,4312,11172,61.4
,籃城里,122,352,768,1242,20,1262,0,1262,588,1850,68.22
,枇杷里,1444,2640,3922,8006,100,8106,0,8106,6060,14166,57.22
,水頭里,710,1140,2202,4052,56,4108,0,4108,3082,7190,57.13
,麒麟里,222,328,582,1132,16,1148,0,1148,918,2066,55.57
,珠格里,192,386,722,1300,10,1310,0,1310,824,2134,61.39
,溪南里,212,522,598,1332,12,1344,0,1344,794,2138,62.86
,桃米里,164,412,592,1168,26,1194,0,1194,822,2016,59.23
,成功里,54,138,172,364,2,366,0,366,294,660,55.45
,南村里,284,442,756,1482,22,1504,0,1504,1102,2606,57.71
,愛蘭里,332,632,762,1726,38,1764,0,1764,1002,2766,63.77
,鐵山里,394,606,900,1900,40,1940,0,1940,1300,3240,59.88
,房里里,346,452,808,1606,28,1634,0,1634,964,2598,62.89
,向善里,104,296,398,798,14,812,0,812,468,1280,63.44
,一新里,100,852,478,1430,16,1446,0,1446,564,2010,71.94
,廣成里,136,526,726,1388,38,1426,0,1426,852,2278,62.6
,史港里,112,300,344,756,4,760,0,760,450,1210,62.81
,福興里,138,322,774,1234,20,1254,0,1254,700,1954,64.18
,牛眠里,502,852,2040,3394,40,3434,0,3434,2042,5476,62.71
,大湳里,302,516,1034,1852,34,1886,0,1886,1070,2956,63.8
,蜈蚣里,424,930,1496,2850,32,2882,0,2882,2260,5142,56.05
,合成里,284,598,1142,2024,42,2066,0,2066,1100,3166,65.26
,北安里,644,1434,1808,3886,58,3944,0,3944,2246,6190,63.72
,杷城里,510,1008,1600,3118,28,3146,0,3146,1918,5064,62.12
,北梅里,614,1264,1722,3600,50,3650,0,3650,2312,5962,61.22
,泰安里,444,984,1184,2612,36,2648,0,2648,1538,4186,63.26
,總計,12824,27274,40220,80318,1078,81396,0,81396,51528,132924,61.23
草屯鎮,,16448,31608,55712,103768,1380,105148,0,105148,54496,159644,65.86
,玉峰里,436,988,1438,2862,26,2888,0,2888,1338,4226,68.34
,炎峰里,376,904,1454,2734,58,2792,0,2792,1334,4126,67.67
,和平里,230,456,886,1572,16,1588,0,1588,722,2310,68.74
,敦和里,1302,2562,4100,7964,94,8058,0,8058,4312,12370,65.14
,山腳里,1776,3512,4210,9498,116,9614,0,9614,4622,14236,67.53
,富寮里,1140,2174,4114,7428,92,7520,0,7520,4548,12068,62.31
,御史里,1196,2180,4072,7448,128,7576,0,7576,4188,11764,64.4
,新豐里,654,1534,3008,5196,54,5250,0,5250,2446,7696,68.22
,碧峰里,882,1472,2870,5224,78,5302,0,5302,3050,8352,63.48
,碧洲里,628,884,1486,2998,24,3022,0,3022,1440,4462,67.73
,復興里,528,1000,2082,3610,52,3662,0,3662,2028,5690,64.36
,上林里,716,1350,1960,4026,54,4080,0,4080,1866,5946,68.62
,新庄里,786,1320,2212,4318,64,4382,0,4382,2342,6724,65.17
,北投里,598,776,2142,3516,48,3564,0,3564,1896,5460,65.27
,石川里,282,550,1066,1898,30,1928,0,1928,1022,2950,65.36
,加老里,372,744,1806,2922,38,2960,0,2960,1394,4354,67.98
,北勢里,316,644,1534,2494,22,2516,0,2516,1352,3868,65.05
,中原里,260,686,1682,2628,34,2662,0,2662,1334,3996,66.62
,南埔里,826,1338,3060,5224,58,5282,0,5282,2670,7952,66.42
,土城里,254,680,1138,2072,26,2098,0,2098,1162,3260,64.36
,坪頂里,202,420,764,1386,24,1410,0,1410,610,2020,69.8
,雙冬里,470,642,1504,2616,42,2658,0,2658,1802,4460,59.6
,平林里,210,426,660,1296,42,1338,0,1338,784,2122,63.05
,中正里,138,328,458,924,12,936,0,936,398,1334,70.16
,中山里,412,994,1652,3058,36,3094,0,3094,1390,4484,69.0
,明正里,852,1570,2380,4802,58,4860,0,4860,2624,7484,64.94
,新厝里,606,1474,1974,4054,54,4108,0,4108,1822,5930,69.27
,總計,16448,31608,55712,103768,1380,105148,0,105148,54496,159644,65.86
竹山鎮,,7318,16980,33576,57874,808,58682,0,58682,33264,91946,63.82
,竹山里,252,964,1484,2700,44,2744,0,2744,1272,4016,68.33
,中正里,84,300,440,824,28,852,0,852,390,1242,68.6
,中山里,662,1754,3186,5602,58,5660,0,5660,3148,8808,64.26
,雲林里,608,1414,2396,4418,52,4470,0,4470,2380,6850,65.26
,硘磘里,280,556,1238,2074,28,2102,0,2102,1226,3328,63.16
,下坪里,182,474,812,1468,12,1480,0,1480,828,2308,64.12
,桂林里,606,1266,2588,4460,76,4536,0,4536,2628,7164,63.32
,中和里,104,216,910,1230,20,1250,0,1250,674,1924,64.97
,中崎里,182,538,952,1672,14,1686,0,1686,976,2662,63.34
,德興里,134,388,726,1248,8,1256,0,1256,544,1800,69.78
,延平里,536,894,2126,3556,50,3606,0,3606,2124,5730,62.93
,延正里,266,574,1238,2078,42,2120,0,2120,1214,3334,63.59
,延山里,128,296,608,1032,10,1042,0,1042,658,1700,61.29
,延和里,822,1788,3274,5884,88,5972,0,5972,3342,9314,64.12
,山崇里,338,558,1342,2238,26,2264,0,2264,1394,3658,61.89
,社寮里,232,430,988,1650,16,1666,0,1666,786,2452,67.94
,中央里,168,376,1012,1556,12,1568,0,1568,904,2472,63.43
,富州里,116,230,468,814,16,830,0,830,424,1254,66.19
,大鞍里,32,170,290,492,6,498,0,498,360,858,58.04
,田子里,96,190,406,692,20,712,0,712,508,1220,58.36
,福興里,118,266,352,736,8,744,0,744,414,1158,64.25
,鯉魚里,106,274,562,942,6,948,0,948,776,1724,54.99
,瑞竹里,74,202,448,724,10,734,0,734,472,1206,60.86
,坪頂里,68,160,314,542,10,552,0,552,334,886,62.3
,桶頭里,122,292,696,1110,24,1134,0,1134,706,1840,61.63
,秀林里,94,232,594,920,16,936,0,936,456,1392,67.24
,延祥里,596,1178,2564,4338,66,4404,0,4404,2612,7016,62.77
,竹圍里,312,1000,1562,2874,42,2916,0,2916,1714,4630,62.98
,總計,7318,16980,33576,57874,808,58682,0,58682,33264,91946,63.82
集集鎮,,1844,3638,6242,11724,232,11956,0,11956,6970,18926,63.17
,集集里,216,454,632,1302,32,1334,0,1334,732,2066,64.57
,和平里,182,342,574,1098,26,1124,0,1124,650,1774,63.36
,林尾里,102,212,420,734,20,754,0,754,356,1110,67.93
,田寮里,244,400,790,1434,30,1464,0,1464,886,2350,62.3
,隘寮里,102,134,358,594,14,608,0,608,446,1054,57.69
,玉映里,112,164,328,604,12,616,0,616,384,1000,61.6
,吳厝里,194,414,606,1214,10,1224,0,1224,594,1818,67.33
,八張里,308,528,982,1818,32,1850,0,1850,996,2846,65.0
,永昌里,138,382,658,1178,28,1206,0,1206,676,1882,64.08
,富山里,112,218,332,662,16,678,0,678,478,1156,58.65
,廣明里,134,390,562,1086,12,1098,0,1098,772,1870,58.72
,總計,1844,3638,6242,11724,232,11956,0,11956,6970,18926,63.17
名間鄉,,5224,10718,26676,42618,670,43288,0,43288,22286,65574,66.01
,南雅村,198,394,738,1330,20,1350,0,1350,702,2052,65.79
,中正村,536,1156,2474,4166,70,4236,0,4236,2338,6574,64.44
,中山村,440,766,1624,2830,42,2872,0,2872,1534,4406,65.18
,濁水村,220,514,1132,1866,34,1900,0,1900,1210,3110,61.09
,炭寮村,146,338,808,1292,8,1300,0,1300,682,1982,65.59
,新民村,210,294,778,1282,12,1294,0,1294,632,1926,67.19
,新街村,680,1320,3342,5342,82,5424,0,5424,2734,8158,66.49
,東湖村,262,502,1314,2078,54,2132,0,2132,1032,3164,67.38
,萬丹村,144,246,810,1200,22,1222,0,1222,668,1890,64.66
,田仔村,170,366,1078,1614,32,1646,0,1646,842,2488,66.16
,大庄村,248,460,1808,2516,36,2552,0,2552,1078,3630,70.3
,廍下村,146,290,712,1148,12,1160,0,1160,632,1792,64.73
,大坑村,118,194,654,966,14,980,0,980,516,1496,65.51
,竹圍村,98,286,862,1246,28,1274,0,1274,582,1856,68.64
,赤水村,138,408,1100,1646,20,1666,0,1666,758,2424,68.73
,三崙村,248,480,1270,1998,30,2028,0,2028,1022,3050,66.49
,松山村,240,506,1214,1960,36,1996,0,1996,1062,3058,65.27
,松柏村,194,294,1038,1526,18,1544,0,1544,756,2300,67.13
,埔中村,112,270,766,1148,20,1168,0,1168,580,1748,66.82
,崁腳村,174,390,598,1162,22,1184,0,1184,526,1710,69.24
,新厝村,138,284,608,1030,14,1044,0,1044,534,1578,66.16
,新光村,274,526,1388,2188,24,2212,0,2212,1214,3426,64.57
,仁和村,90,434,560,1084,20,1104,0,1104,652,1756,62.87
,總計,5224,10718,26676,42618,670,43288,0,43288,22286,65574,66.01
鹿谷鄉,,2946,6090,10380,19416,274,19690,0,19690,11766,31456,62.6
,鹿谷村,300,776,1218,2294,14,2308,0,2308,1324,3632,63.55
,初鄉村,262,548,966,1776,30,1806,0,1806,1124,2930,61.64
,彰雅村,284,508,834,1626,26,1652,0,1652,838,2490,66.35
,廣興村,468,844,1124,2436,40,2476,0,2476,1332,3808,65.02
,內湖村,190,344,680,1214,22,1236,0,1236,834,2070,59.71
,竹林村,238,658,904,1800,32,1832,0,1832,1188,3020,60.66
,竹豐村,162,462,548,1172,8,1180,0,1180,662,1842,64.06
,和雅村,148,280,364,792,12,804,0,804,402,1206,66.67
,鳳凰村,216,466,1040,1722,26,1748,0,1748,1008,2756,63.43
,永隆村,274,530,1124,1928,26,1954,0,1954,1208,3162,61.8
,秀峰村,90,270,536,896,10,906,0,906,738,1644,55.11
,清水村,108,246,546,900,18,918,0,918,526,1444,63.57
,瑞田村,206,158,496,860,10,870,0,870,582,1452,59.92
,總計,2946,6090,10380,19416,274,19690,0,19690,11766,31456,62.6
中寮鄉,,2250,4536,8992,15778,220,15998,0,15998,10074,26072,61.36
,廣興村,120,234,686,1040,24,1064,0,1064,562,1626,65.44
,崁頂村,98,146,324,568,4,572,0,572,400,972,58.85
,八仙村,124,270,512,906,12,918,0,918,638,1556,59.0
,和興村,98,202,436,736,8,744,0,744,578,1322,56.28
,福盛村,112,276,506,894,20,914,0,914,552,1466,62.35
,永平村,300,624,1046,1970,26,1996,0,1996,1402,3398,58.74
,復興村,66,88,196,350,2,352,0,352,232,584,60.27
,中寮村,92,264,378,734,10,744,0,744,580,1324,56.19
,廣福村,78,144,456,678,14,692,0,692,322,1014,68.24
,永福村,224,510,796,1530,18,1548,0,1548,1018,2566,60.33
,義和村,186,376,814,1376,16,1392,0,1392,662,2054,67.77
,清水村,158,306,532,996,8,1004,0,1004,682,1686,59.55
,龍安村,116,196,570,882,18,900,0,900,488,1388,64.84
,龍岩村,132,206,462,800,8,808,0,808,460,1268,63.72
,永和村,102,196,388,686,6,692,0,692,368,1060,65.28
,內城村,66,174,280,520,14,534,0,534,382,916,58.3
,永芳村,88,160,296,544,4,548,0,548,374,922,59.44
,爽文村,90,164,314,568,8,576,0,576,374,950,60.63
,總計,2250,4536,8992,15778,220,15998,0,15998,10074,26072,61.36
魚池鄉,,2102,4724,8962,15788,248,16036,0,16036,11378,27414,58.5
,東池村,200,540,954,1694,28,1722,0,1722,1362,3084,55.84
,魚池村,298,768,1214,2280,40,2320,0,2320,1670,3990,58.15
,中明村,142,308,632,1082,20,1102,0,1102,870,1972,55.88
,新城村,208,462,914,1584,28,1612,0,1612,1030,2642,61.01
,大林村,164,280,796,1240,18,1258,0,1258,864,2122,59.28
,東光村,154,290,856,1300,32,1332,0,1332,1062,2394,55.64
,共和村,58,204,346,608,8,616,0,616,364,980,62.86
,大雁村,88,230,484,802,6,808,0,808,546,1354,59.68
,五城村,106,254,530,890,16,906,0,906,594,1500,60.4
,水社村,190,378,472,1040,12,1052,0,1052,562,1614,65.18
,頭社村,124,282,550,956,6,962,0,962,862,1824,52.74
,武登村,98,242,302,642,14,656,0,656,536,1192,55.03
,日月村,158,290,542,990,8,998,0,998,646,1644,60.71
,共和村、新城村,114,196,370,680,12,692,0,692,410,1102,62.79
,總計,2102,4724,8962,15788,248,16036,0,16036,11378,27414,58.5
國姓鄉,,3448,6470,9844,19762,284,20046,0,20046,13036,33082,60.59
,國姓村,304,660,1084,2048,22,2070,0,2070,1216,3286,62.99
,石門村,376,638,1008,2022,26,2048,0,2048,1298,3346,61.21
,大旗村,116,246,484,846,14,860,0,860,540,1400,61.43
,北港村,446,612,1140,2198,30,2228,0,2228,1550,3778,58.97
,長流村,274,606,788,1668,32,1700,0,1700,1076,2776,61.24
,長福村,96,306,384,786,18,804,0,804,592,1396,57.59
,福龜村,412,808,1026,2246,34,2280,0,2280,1360,3640,62.64
,乾溝村,142,342,536,1020,14,1034,0,1034,654,1688,61.26
,柑林村,242,466,692,1400,22,1422,0,1422,866,2288,62.15
,北山村,372,504,974,1850,28,1878,0,1878,1194,3072,61.13
,南港村,348,676,880,1904,24,1928,0,1928,1456,3384,56.97
,大石村,200,252,486,938,6,944,0,944,566,1510,62.52
,長豐村,120,354,362,836,14,850,0,850,668,1518,55.99
,總計,3448,6470,9844,19762,284,20046,0,20046,13036,33082,60.59
水里鄉,,3074,6040,9542,18656,286,18942,0,18942,12068,31010,61.08
,水里村,168,324,384,876,12,888,0,888,608,1496,59.36
,農富村,100,254,308,662,8,670,0,670,286,956,70.08
,新城村,288,538,958,1784,24,1808,0,1808,1310,3118,57.99
,中央村,118,322,360,800,8,808,0,808,442,1250,64.64
,城中村,184,392,488,1064,12,1076,0,1076,674,1750,61.49
,北埔村,184,434,574,1192,4,1196,0,1196,778,1974,60.59
,鉅工村,240,424,620,1284,6,1290,0,1290,662,1952,66.09
,永豐村,312,510,902,1724,18,1742,0,1742,1024,2766,62.98
,頂崁村,236,432,662,1330,28,1358,0,1358,1056,2414,56.26
,車埕村,156,186,226,568,10,578,0,578,348,926,62.42
,新興村,124,248,308,680,10,690,0,690,566,1256,54.94
,新山村,28,74,142,244,4,248,0,248,188,436,56.88
,郡坑村,86,144,178,408,8,416,0,416,254,670,62.09
,上安村,184,412,604,1200,26,1226,0,1226,990,2216,55.32
,民和村,122,278,692,1092,32,1124,0,1124,696,1820,61.76
,永興村,64,118,254,436,14,450,0,450,238,688,65.41
,玉峰村,146,196,706,1048,22,1070,0,1070,610,1680,63.69
,興隆村,46,88,196,330,8,338,0,338,256,594,56.9
,南光村,288,666,980,1934,32,1966,0,1966,1082,3048,64.5
,總計,3074,6040,9542,18656,286,18942,0,18942,12068,31010,61.08
信義鄉,,2432,6578,5714,14724,278,15002,0,15002,10580,25582,58.64
,人和村,272,634,312,1218,28,1246,0,1246,1042,2288,54.46
,地利村,166,566,220,952,22,974,0,974,704,1678,58.05
,潭南村,134,382,76,592,8,600,0,600,444,1044,57.47
,明德村,194,772,756,1722,26,1748,0,1748,1262,3010,58.07
,愛國村,112,188,312,612,16,628,0,628,422,1050,59.81
,自強村,188,264,436,888,14,902,0,902,618,1520,59.34
,羅娜村,234,880,414,1528,22,1550,0,1550,1048,2598,59.66
,望美村,258,704,700,1662,38,1700,0,1700,1136,2836,59.94
,同富村,244,416,992,1652,36,1688,0,1688,1124,2812,60.03
,神木村,166,212,308,686,10,696,0,696,554,1250,55.68
,東埔村,158,576,426,1160,34,1194,0,1194,788,1982,60.24
,雙龍村,94,368,228,690,6,696,0,696,476,1172,59.39
,新鄉村,96,398,154,648,4,652,0,652,432,1084,60.15
,豐丘村,116,218,380,714,14,728,0,728,530,1258,57.87
,總計,2432,6578,5714,14724,278,15002,0,15002,10580,25582,58.64
仁愛鄉,,3498,6848,3012,13358,114,13472,0,13472,10418,23890,56.39
,法治村,144,474,128,746,8,754,0,754,694,1448,52.07
,中正村,198,568,156,922,12,934,0,934,728,1662,56.2
,互助村,504,616,188,1308,4,1312,0,1312,752,2064,63.57
,新生村,146,348,68,562,0,562,0,562,204,766,73.37
,力行村,118,268,114,500,12,512,0,512,434,946,54.12
,發祥村,198,394,142,734,4,738,0,738,736,1474,50.07
,合作村,94,340,136,570,6,576,0,576,550,1126,51.15
,親愛村,474,556,206,1236,10,1246,0,1246,940,2186,57.0
,大同村,396,870,560,1826,12,1838,0,1838,1308,3146,58.42
,南豐村,504,502,512,1518,8,1526,0,1526,852,2378,64.17
,春陽村,276,518,228,1022,8,1030,0,1030,768,1798,57.29
,精英村,174,420,226,820,6,826,0,826,496,1322,62.48
,萬豐村,100,414,124,638,8,646,0,646,568,1214,53.21
,榮興村,20,24,16,60,2,62,0,62,92,154,40.26
,翠華村,66,184,124,374,8,382,0,382,626,1008,37.9
,都達村,86,352,84,522,6,528,0,528,670,1198,44.07
,總計,3498,6848,3012,13358,114,13472,0,13472,10418,23890,56.39
