行政區別,村里別,1_柯文哲/吳欣盈,63_1_黨籍,2_賴清德/蕭美琴,63_2_黨籍,3_侯友宜/趙少康,63_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
臺北市信義區,敦厚里,1448,無黨籍及未經政黨推薦,2254,民主進步黨,2376,中國國民黨,6078,32,6110,0,6110,2178,8288,73.72
臺北市信義區,廣居里,2076,無黨籍及未經政黨推薦,3136,民主進步黨,3840,中國國民黨,9052,60,9112,0,9112,2870,11982,76.05
臺北市信義區,安康里,2710,無黨籍及未經政黨推薦,4422,民主進步黨,5106,中國國民黨,12238,94,12332,0,12332,4272,16604,74.27
臺北市信義區,六藝里,1090,無黨籍及未經政黨推薦,1824,民主進步黨,1570,中國國民黨,4484,52,4536,0,4536,1450,5986,75.78
臺北市信義區,雅祥里,1522,無黨籍及未經政黨推薦,2414,民主進步黨,2272,中國國民黨,6208,34,6242,0,6242,2108,8350,74.75
臺北市信義區,五常里,1134,無黨籍及未經政黨推薦,1688,民主進步黨,1744,中國國民黨,4566,60,4626,0,4626,1466,6092,75.94
臺北市信義區,五全里,1494,無黨籍及未經政黨推薦,2564,民主進步黨,2052,中國國民黨,6110,46,6156,0,6156,1878,8034,76.62
臺北市信義區,永吉里,1158,無黨籍及未經政黨推薦,2046,民主進步黨,1340,中國國民黨,4544,28,4572,0,4572,1750,6322,72.32
臺北市信義區,長春里,1256,無黨籍及未經政黨推薦,2026,民主進步黨,1866,中國國民黨,5148,30,5178,0,5178,1792,6970,74.29
臺北市信義區,四育里,1500,無黨籍及未經政黨推薦,2936,民主進步黨,2480,中國國民黨,6916,62,6978,0,6978,2058,9036,77.22
臺北市信義區,四維里,1462,無黨籍及未經政黨推薦,2244,民主進步黨,2652,中國國民黨,6358,38,6396,0,6396,2114,8510,75.16
臺北市信義區,永春里,1376,無黨籍及未經政黨推薦,2388,民主進步黨,2240,中國國民黨,6004,36,6040,0,6040,2088,8128,74.31
臺北市信義區,富台里,1288,無黨籍及未經政黨推薦,1708,民主進步黨,2668,中國國民黨,5664,36,5700,0,5700,1986,7686,74.16
臺北市信義區,國業里,2110,無黨籍及未經政黨推薦,3086,民主進步黨,3542,中國國民黨,8738,56,8794,0,8794,2976,11770,74.72
臺北市信義區,松隆里,606,無黨籍及未經政黨推薦,930,民主進步黨,1030,中國國民黨,2566,26,2592,0,2592,1028,3620,71.6
臺北市信義區,松友里,1948,無黨籍及未經政黨推薦,2816,民主進步黨,3166,中國國民黨,7930,56,7986,0,7986,2662,10648,75.0
臺北市信義區,松光里,1268,無黨籍及未經政黨推薦,2428,民主進步黨,2278,中國國民黨,5974,30,6004,0,6004,2130,8134,73.81
臺北市信義區,中坡里,1322,無黨籍及未經政黨推薦,2084,民主進步黨,2084,中國國民黨,5490,32,5522,0,5522,1660,7182,76.89
臺北市信義區,中行里,2332,無黨籍及未經政黨推薦,3850,民主進步黨,3304,中國國民黨,9486,64,9550,0,9550,3244,12794,74.64
臺北市信義區,大道里,1672,無黨籍及未經政黨推薦,2960,民主進步黨,2798,中國國民黨,7430,58,7488,0,7488,2488,9976,75.06
臺北市信義區,大仁里,2256,無黨籍及未經政黨推薦,2752,民主進步黨,2616,中國國民黨,7624,50,7674,0,7674,4514,12188,62.96
臺北市信義區,景新里,1246,無黨籍及未經政黨推薦,2104,民主進步黨,2836,中國國民黨,6186,60,6246,0,6246,2108,8354,74.77
臺北市信義區,惠安里,1944,無黨籍及未經政黨推薦,2466,民主進步黨,3404,中國國民黨,7814,34,7848,0,7848,2698,10546,74.42
臺北市信義區,三張里,2358,無黨籍及未經政黨推薦,3646,民主進步黨,4662,中國國民黨,10666,66,10732,0,10732,3546,14278,75.16
臺北市信義區,三犁里,1360,無黨籍及未經政黨推薦,2174,民主進步黨,2748,中國國民黨,6282,54,6336,0,6336,2360,8696,72.86
臺北市信義區,六合里,1852,無黨籍及未經政黨推薦,2518,民主進步黨,3752,中國國民黨,8122,64,8186,0,8186,3118,11304,72.42
臺北市信義區,泰和里,2210,無黨籍及未經政黨推薦,3178,民主進步黨,3664,中國國民黨,9052,80,9132,0,9132,3626,12758,71.58
臺北市信義區,景聯里,1264,無黨籍及未經政黨推薦,1972,民主進步黨,2326,中國國民黨,5562,36,5598,0,5598,1872,7470,74.94
臺北市信義區,景勤里,982,無黨籍及未經政黨推薦,1642,民主進步黨,2036,中國國民黨,4660,48,4708,0,4708,1700,6408,73.47
臺北市信義區,雙和里,2158,無黨籍及未經政黨推薦,3006,民主進步黨,3778,中國國民黨,8942,52,8994,0,8994,2732,11726,76.7
臺北市信義區,嘉興里,882,無黨籍及未經政黨推薦,1462,民主進步黨,1492,中國國民黨,3836,28,3864,0,3864,1370,5234,73.82
臺北市信義區,黎順里,1046,無黨籍及未經政黨推薦,1690,民主進步黨,2104,中國國民黨,4840,28,4868,0,4868,1812,6680,72.87
臺北市信義區,黎平里,1934,無黨籍及未經政黨推薦,2964,民主進步黨,3766,中國國民黨,8664,44,8708,0,8708,2748,11456,76.01
臺北市信義區,黎忠里,1398,無黨籍及未經政黨推薦,2042,民主進步黨,2500,中國國民黨,5940,44,5984,0,5984,2018,8002,74.78
臺北市信義區,黎安里,424,無黨籍及未經政黨推薦,646,民主進步黨,1138,中國國民黨,2208,20,2228,0,2228,938,3166,70.37
臺北市大安區,德安里,1212,無黨籍及未經政黨推薦,2206,民主進步黨,2996,中國國民黨,6414,44,6458,0,6458,2524,8982,71.9
臺北市大安區,仁慈里,1246,無黨籍及未經政黨推薦,2726,民主進步黨,2408,中國國民黨,6380,56,6436,0,6436,2058,8494,75.77
臺北市大安區,和安里,1788,無黨籍及未經政黨推薦,2812,民主進步黨,3268,中國國民黨,7868,52,7920,0,7920,2556,10476,75.6
臺北市大安區,民炤里,1826,無黨籍及未經政黨推薦,3902,民主進步黨,3570,中國國民黨,9298,70,9368,0,9368,3530,12898,72.63
臺北市大安區,仁愛里,812,無黨籍及未經政黨推薦,2232,民主進步黨,2424,中國國民黨,5468,28,5496,0,5496,2630,8126,67.63
臺北市大安區,義村里,1248,無黨籍及未經政黨推薦,1990,民主進步黨,3458,中國國民黨,6696,40,6736,0,6736,2358,9094,74.07
臺北市大安區,民輝里,1612,無黨籍及未經政黨推薦,3126,民主進步黨,3138,中國國民黨,7876,44,7920,0,7920,3074,10994,72.04
臺北市大安區,昌隆里,614,無黨籍及未經政黨推薦,1594,民主進步黨,1464,中國國民黨,3672,20,3692,0,3692,1508,5200,71.0
臺北市大安區,誠安里,824,無黨籍及未經政黨推薦,1886,民主進步黨,1886,中國國民黨,4596,32,4628,0,4628,1904,6532,70.85
臺北市大安區,光武里,1582,無黨籍及未經政黨推薦,3340,民主進步黨,3618,中國國民黨,8540,76,8616,0,8616,3594,12210,70.57
臺北市大安區,龍坡里,1396,無黨籍及未經政黨推薦,2528,民主進步黨,2682,中國國民黨,6606,62,6668,0,6668,2358,9026,73.88
臺北市大安區,龍泉里,1306,無黨籍及未經政黨推薦,2308,民主進步黨,2284,中國國民黨,5898,18,5916,0,5916,1976,7892,74.96
臺北市大安區,古風里,1110,無黨籍及未經政黨推薦,1898,民主進步黨,1968,中國國民黨,4976,28,5004,0,5004,1734,6738,74.27
臺北市大安區,古莊里,2110,無黨籍及未經政黨推薦,3252,民主進步黨,3460,中國國民黨,8822,56,8878,0,8878,3178,12056,73.64
臺北市大安區,龍安里,1686,無黨籍及未經政黨推薦,2876,民主進步黨,2970,中國國民黨,7532,58,7590,0,7590,4970,12560,60.43
臺北市大安區,錦安里,1568,無黨籍及未經政黨推薦,2700,民主進步黨,2770,中國國民黨,7038,28,7066,0,7066,2320,9386,75.28
臺北市大安區,福住里,1542,無黨籍及未經政黨推薦,2828,民主進步黨,2724,中國國民黨,7094,52,7146,0,7146,2566,9712,73.58
臺北市大安區,永康里,976,無黨籍及未經政黨推薦,1468,民主進步黨,1784,中國國民黨,4228,20,4248,0,4248,1528,5776,73.55
臺北市大安區,光明里,1198,無黨籍及未經政黨推薦,1618,民主進步黨,1560,中國國民黨,4376,18,4394,0,4394,1436,5830,75.37
臺北市大安區,錦泰里,1024,無黨籍及未經政黨推薦,1538,民主進步黨,1826,中國國民黨,4388,38,4426,0,4426,1442,5868,75.43
臺北市大安區,錦華里,1644,無黨籍及未經政黨推薦,2450,民主進步黨,2902,中國國民黨,6996,32,7028,0,7028,2028,9056,77.61
臺北市大安區,龍圖里,1704,無黨籍及未經政黨推薦,2752,民主進步黨,3544,中國國民黨,8000,52,8052,0,8052,2912,10964,73.44
臺北市大安區,新龍里,1924,無黨籍及未經政黨推薦,2274,民主進步黨,4150,中國國民黨,8348,40,8388,0,8388,2488,10876,77.12
臺北市大安區,龍陣里,830,無黨籍及未經政黨推薦,1604,民主進步黨,1808,中國國民黨,4242,38,4280,0,4280,1400,5680,75.35
臺北市大安區,龍雲里,1014,無黨籍及未經政黨推薦,2038,民主進步黨,2402,中國國民黨,5454,54,5508,0,5508,2052,7560,72.86
臺北市大安區,龍生里,1792,無黨籍及未經政黨推薦,2772,民主進步黨,3366,中國國民黨,7930,38,7968,0,7968,2488,10456,76.21
臺北市大安區,住安里,1208,無黨籍及未經政黨推薦,1994,民主進步黨,2694,中國國民黨,5896,48,5944,0,5944,2316,8260,71.96
臺北市大安區,義安里,1136,無黨籍及未經政黨推薦,2222,民主進步黨,2910,中國國民黨,6268,42,6310,0,6310,2444,8754,72.08
臺北市大安區,通化里,1688,無黨籍及未經政黨推薦,2842,民主進步黨,2690,中國國民黨,7220,64,7284,0,7284,2734,10018,72.71
臺北市大安區,通安里,1402,無黨籍及未經政黨推薦,2416,民主進步黨,2676,中國國民黨,6494,60,6554,0,6554,2318,8872,73.87
臺北市大安區,臨江里,1158,無黨籍及未經政黨推薦,1842,民主進步黨,1982,中國國民黨,4982,36,5018,0,5018,1864,6882,72.91
臺北市大安區,法治里,1218,無黨籍及未經政黨推薦,1714,民主進步黨,2578,中國國民黨,5510,32,5542,0,5542,1852,7394,74.95
臺北市大安區,全安里,998,無黨籍及未經政黨推薦,1746,民主進步黨,2392,中國國民黨,5136,38,5174,0,5174,1962,7136,72.51
臺北市大安區,群賢里,1330,無黨籍及未經政黨推薦,2188,民主進步黨,3254,中國國民黨,6772,42,6814,0,6814,2442,9256,73.62
臺北市大安區,群英里,1860,無黨籍及未經政黨推薦,1956,民主進步黨,4772,中國國民黨,8588,58,8646,0,8646,2896,11542,74.91
臺北市大安區,虎嘯里,970,無黨籍及未經政黨推薦,1584,民主進步黨,1980,中國國民黨,4534,52,4586,0,4586,1518,6104,75.13
臺北市大安區,臥龍里,584,無黨籍及未經政黨推薦,834,民主進步黨,1078,中國國民黨,2496,16,2512,0,2512,740,3252,77.24
臺北市大安區,龍淵里,2396,無黨籍及未經政黨推薦,4030,民主進步黨,4330,中國國民黨,10756,70,10826,0,10826,3544,14370,75.34
臺北市大安區,龍門里,990,無黨籍及未經政黨推薦,1946,民主進步黨,2018,中國國民黨,4954,30,4984,0,4984,1784,6768,73.64
臺北市大安區,大學里,2176,無黨籍及未經政黨推薦,3830,民主進步黨,4216,中國國民黨,10222,98,10320,0,10320,3460,13780,74.89
臺北市大安區,芳和里,1408,無黨籍及未經政黨推薦,2460,民主進步黨,3036,中國國民黨,6904,66,6970,0,6970,2440,9410,74.07
臺北市大安區,黎元里,1598,無黨籍及未經政黨推薦,2450,民主進步黨,2710,中國國民黨,6758,36,6794,0,6794,2220,9014,75.37
臺北市大安區,黎孝里,2226,無黨籍及未經政黨推薦,3394,民主進步黨,3966,中國國民黨,9586,66,9652,0,9652,3012,12664,76.22
臺北市大安區,黎和里,1410,無黨籍及未經政黨推薦,1950,民主進步黨,2644,中國國民黨,6004,40,6044,0,6044,1858,7902,76.49
臺北市大安區,建安里,1038,無黨籍及未經政黨推薦,2054,民主進步黨,2350,中國國民黨,5442,34,5476,0,5476,2248,7724,70.9
臺北市大安區,建倫里,1108,無黨籍及未經政黨推薦,2600,民主進步黨,3090,中國國民黨,6798,56,6854,0,6854,2932,9786,70.04
臺北市大安區,敦安里,1324,無黨籍及未經政黨推薦,2724,民主進步黨,2910,中國國民黨,6958,48,7006,0,7006,2784,9790,71.56
臺北市大安區,正聲里,1060,無黨籍及未經政黨推薦,1838,民主進步黨,2358,中國國民黨,5256,32,5288,0,5288,2048,7336,72.08
臺北市大安區,敦煌里,1384,無黨籍及未經政黨推薦,2774,民主進步黨,2828,中國國民黨,6986,38,7024,0,7024,2614,9638,72.88
臺北市大安區,華聲里,950,無黨籍及未經政黨推薦,1742,民主進步黨,2054,中國國民黨,4746,32,4778,0,4778,1914,6692,71.4
臺北市大安區,車層里,1340,無黨籍及未經政黨推薦,2784,民主進步黨,3000,中國國民黨,7124,36,7160,0,7160,2838,9998,71.61
臺北市大安區,光信里,1688,無黨籍及未經政黨推薦,3236,民主進步黨,3696,中國國民黨,8620,56,8676,0,8676,3058,11734,73.94
臺北市大安區,學府里,582,無黨籍及未經政黨推薦,894,民主進步黨,1266,中國國民黨,2742,22,2764,0,2764,1106,3870,71.42
臺北市中山區,正守里,928,無黨籍及未經政黨推薦,1658,民主進步黨,1488,中國國民黨,4074,48,4122,0,4122,1434,5556,74.19
臺北市中山區,正義里,1452,無黨籍及未經政黨推薦,2352,民主進步黨,2382,中國國民黨,6186,38,6224,0,6224,2776,9000,69.16
臺北市中山區,正得里,1006,無黨籍及未經政黨推薦,1748,民主進步黨,1686,中國國民黨,4440,50,4490,0,4490,1896,6386,70.31
臺北市中山區,民安里,1180,無黨籍及未經政黨推薦,2438,民主進步黨,1808,中國國民黨,5426,36,5462,0,5462,1950,7412,73.69
臺北市中山區,康樂里,660,無黨籍及未經政黨推薦,1260,民主進步黨,1320,中國國民黨,3240,10,3250,0,3250,1324,4574,71.05
臺北市中山區,中山里,2074,無黨籍及未經政黨推薦,3344,民主進步黨,2944,中國國民黨,8362,56,8418,0,8418,3562,11980,70.27
臺北市中山區,聚盛里,1110,無黨籍及未經政黨推薦,1766,民主進步黨,1846,中國國民黨,4722,42,4764,0,4764,2360,7124,66.87
臺北市中山區,集英里,2024,無黨籍及未經政黨推薦,3750,民主進步黨,2522,中國國民黨,8296,72,8368,0,8368,3144,11512,72.69
臺北市中山區,聚葉里,1114,無黨籍及未經政黨推薦,1962,民主進步黨,1692,中國國民黨,4768,40,4808,0,4808,1952,6760,71.12
臺北市中山區,恆安里,1526,無黨籍及未經政黨推薦,2408,民主進步黨,2244,中國國民黨,6178,50,6228,0,6228,2438,8666,71.87
臺北市中山區,晴光里,1546,無黨籍及未經政黨推薦,2484,民主進步黨,2508,中國國民黨,6538,48,6586,0,6586,2804,9390,70.14
臺北市中山區,圓山里,1174,無黨籍及未經政黨推薦,2134,民主進步黨,1684,中國國民黨,4992,46,5038,0,5038,1928,6966,72.32
臺北市中山區,劍潭里,964,無黨籍及未經政黨推薦,842,民主進步黨,2614,中國國民黨,4420,34,4454,0,4454,1550,6004,74.18
臺北市中山區,大直里,2364,無黨籍及未經政黨推薦,3890,民主進步黨,4354,中國國民黨,10608,46,10654,0,10654,3364,14018,76.0
臺北市中山區,成功里,1508,無黨籍及未經政黨推薦,3122,民主進步黨,2932,中國國民黨,7562,44,7606,0,7606,2658,10264,74.1
臺北市中山區,永安里,2444,無黨籍及未經政黨推薦,4408,民主進步黨,4388,中國國民黨,11240,78,11318,0,11318,3656,14974,75.58
臺北市中山區,大佳里,236,無黨籍及未經政黨推薦,570,民主進步黨,262,中國國民黨,1068,8,1076,0,1076,394,1470,73.2
臺北市中山區,新喜里,1582,無黨籍及未經政黨推薦,2684,民主進步黨,1884,中國國民黨,6150,30,6180,0,6180,2216,8396,73.61
臺北市中山區,新庄里,1428,無黨籍及未經政黨推薦,2606,民主進步黨,1990,中國國民黨,6024,34,6058,0,6058,2114,8172,74.13
臺北市中山區,新福里,1406,無黨籍及未經政黨推薦,2878,民主進步黨,1924,中國國民黨,6208,32,6240,0,6240,2106,8346,74.77
臺北市中山區,松江里,1846,無黨籍及未經政黨推薦,3352,民主進步黨,2582,中國國民黨,7780,48,7828,0,7828,2490,10318,75.87
臺北市中山區,新生里,1228,無黨籍及未經政黨推薦,2622,民主進步黨,1982,中國國民黨,5832,32,5864,0,5864,1878,7742,75.74
臺北市中山區,中庄里,1398,無黨籍及未經政黨推薦,2820,民主進步黨,1970,中國國民黨,6188,36,6224,0,6224,2290,8514,73.1
臺北市中山區,行政里,1792,無黨籍及未經政黨推薦,3084,民主進步黨,2692,中國國民黨,7568,32,7600,0,7600,5040,12640,60.13
臺北市中山區,行仁里,2228,無黨籍及未經政黨推薦,4238,民主進步黨,3226,中國國民黨,9692,66,9758,0,9758,3206,12964,75.27
臺北市中山區,行孝里,1448,無黨籍及未經政黨推薦,2310,民主進步黨,1690,中國國民黨,5448,40,5488,0,5488,1944,7432,73.84
臺北市中山區,下埤里,2150,無黨籍及未經政黨推薦,4022,民主進步黨,3272,中國國民黨,9444,50,9494,0,9494,3094,12588,75.42
臺北市中山區,江寧里,1886,無黨籍及未經政黨推薦,3458,民主進步黨,3152,中國國民黨,8496,60,8556,0,8556,2762,11318,75.6
臺北市中山區,江山里,1960,無黨籍及未經政黨推薦,4152,民主進步黨,3166,中國國民黨,9278,46,9324,0,9324,3028,12352,75.49
臺北市中山區,中吉里,1592,無黨籍及未經政黨推薦,3086,民主進步黨,2144,中國國民黨,6822,26,6848,0,6848,2340,9188,74.53
臺北市中山區,中原里,1212,無黨籍及未經政黨推薦,2846,民主進步黨,2128,中國國民黨,6186,46,6232,0,6232,2142,8374,74.42
臺北市中山區,興亞里,1408,無黨籍及未經政黨推薦,3000,民主進步黨,2338,中國國民黨,6746,28,6774,0,6774,2434,9208,73.57
臺北市中山區,中央里,1036,無黨籍及未經政黨推薦,1916,民主進步黨,1580,中國國民黨,4532,24,4556,0,4556,1464,6020,75.68
臺北市中山區,朱馥里,1570,無黨籍及未經政黨推薦,2656,民主進步黨,2544,中國國民黨,6770,44,6814,0,6814,2610,9424,72.3
臺北市中山區,龍洲里,1398,無黨籍及未經政黨推薦,1634,民主進步黨,3318,中國國民黨,6350,36,6386,0,6386,1968,8354,76.44
臺北市中山區,朱園里,1164,無黨籍及未經政黨推薦,2418,民主進步黨,1938,中國國民黨,5520,24,5544,0,5544,1982,7526,73.66
臺北市中山區,埤頭里,816,無黨籍及未經政黨推薦,1580,民主進步黨,1566,中國國民黨,3962,36,3998,0,3998,1550,5548,72.06
臺北市中山區,朱崙里,874,無黨籍及未經政黨推薦,1580,民主進步黨,1366,中國國民黨,3820,14,3834,0,3834,1210,5044,76.01
臺北市中山區,力行里,1516,無黨籍及未經政黨推薦,3278,民主進步黨,2666,中國國民黨,7460,46,7506,0,7506,2904,10410,72.1
臺北市中山區,復華里,1162,無黨籍及未經政黨推薦,2010,民主進步黨,2438,中國國民黨,5610,28,5638,0,5638,2020,7658,73.62
臺北市中山區,金泰里,2398,無黨籍及未經政黨推薦,3436,民主進步黨,3562,中國國民黨,9396,60,9456,0,9456,3256,12712,74.39
臺北市中山區,北安里,646,無黨籍及未經政黨推薦,1094,民主進步黨,1366,中國國民黨,3106,16,3122,0,3122,1010,4132,75.56
臺北市中正區,水源里,776,無黨籍及未經政黨推薦,1440,民主進步黨,1318,中國國民黨,3534,20,3554,0,3554,1350,4904,72.47
臺北市中正區,富水里,778,無黨籍及未經政黨推薦,770,民主進步黨,1224,中國國民黨,2772,18,2790,0,2790,1116,3906,71.43
臺北市中正區,文盛里,708,無黨籍及未經政黨推薦,1268,民主進步黨,1256,中國國民黨,3232,22,3254,0,3254,1110,4364,74.56
臺北市中正區,林興里,1488,無黨籍及未經政黨推薦,1898,民主進步黨,2466,中國國民黨,5852,40,5892,0,5892,2022,7914,74.45
臺北市中正區,河堤里,1248,無黨籍及未經政黨推薦,1918,民主進步黨,2338,中國國民黨,5504,20,5524,0,5524,1880,7404,74.61
臺北市中正區,頂東里,1666,無黨籍及未經政黨推薦,2892,民主進步黨,3028,中國國民黨,7586,50,7636,0,7636,2356,9992,76.42
臺北市中正區,網溪里,1636,無黨籍及未經政黨推薦,2618,民主進步黨,2816,中國國民黨,7070,52,7122,0,7122,2358,9480,75.13
臺北市中正區,板溪里,1016,無黨籍及未經政黨推薦,1514,民主進步黨,1842,中國國民黨,4372,46,4418,0,4418,1342,5760,76.7
臺北市中正區,螢圃里,1678,無黨籍及未經政黨推薦,2424,民主進步黨,2934,中國國民黨,7036,42,7078,0,7078,2252,9330,75.86
臺北市中正區,螢雪里,1328,無黨籍及未經政黨推薦,1796,民主進步黨,2092,中國國民黨,5216,36,5252,0,5252,1684,6936,75.72
臺北市中正區,永功里,1852,無黨籍及未經政黨推薦,2980,民主進步黨,2658,中國國民黨,7490,28,7518,0,7518,2548,10066,74.69
臺北市中正區,永昌里,1332,無黨籍及未經政黨推薦,2114,民主進步黨,2290,中國國民黨,5736,54,5790,0,5790,2008,7798,74.25
臺北市中正區,龍興里,1086,無黨籍及未經政黨推薦,1522,民主進步黨,1410,中國國民黨,4018,20,4038,0,4038,1346,5384,75.0
臺北市中正區,忠勤里,1868,無黨籍及未經政黨推薦,2432,民主進步黨,3080,中國國民黨,7380,86,7466,0,7466,3016,10482,71.23
臺北市中正區,廈安里,1400,無黨籍及未經政黨推薦,1902,民主進步黨,1680,中國國民黨,4982,44,5026,0,5026,1672,6698,75.04
臺北市中正區,愛國里,942,無黨籍及未經政黨推薦,1456,民主進步黨,1414,中國國民黨,3812,14,3826,0,3826,1174,5000,76.52
臺北市中正區,南門里,736,無黨籍及未經政黨推薦,1014,民主進步黨,1348,中國國民黨,3098,26,3124,0,3124,1068,4192,74.52
