行政區別,村里別,1_宋楚瑜/余湘,63_1_黨籍,2_韓國瑜/張善政,63_2_黨籍,3_蔡英文/賴清德,63_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
臺北市信義區,富台里,238,親民黨,2976,中國國民黨,2352,民主進步黨,5566,82,5648,0,5648,1748,7396,76.37
臺北市信義區,國業里,410,親民黨,4164,中國國民黨,4716,民主進步黨,9290,140,9430,0,9430,2970,12400,76.05
臺北市信義區,松隆里,112,親民黨,1188,中國國民黨,1486,民主進步黨,2786,20,2806,0,2806,1066,3872,72.47
臺北市信義區,松友里,374,親民黨,3766,中國國民黨,4278,民主進步黨,8418,90,8508,0,8508,2622,11130,76.44
臺北市信義區,松光里,264,親民黨,2638,中國國民黨,3542,民主進步黨,6444,86,6530,0,6530,2052,8582,76.09
臺北市信義區,中坡里,242,親民黨,2420,中國國民黨,3176,民主進步黨,5838,92,5930,0,5930,1696,7626,77.76
臺北市信義區,中行里,454,親民黨,4080,中國國民黨,5910,民主進步黨,10444,114,10558,0,10558,3044,13602,77.62
臺北市信義區,大道里,352,親民黨,3220,中國國民黨,4508,民主進步黨,8080,134,8214,0,8214,2334,10548,77.87
臺北市信義區,大仁里,232,親民黨,2248,中國國民黨,2828,民主進步黨,5308,60,5368,0,5368,1650,7018,76.49
臺北市信義區,景新里,242,親民黨,3244,中國國民黨,2978,民主進步黨,6464,80,6544,0,6544,2124,8668,75.5
臺北市信義區,惠安里,366,親民黨,4348,中國國民黨,4070,民主進步黨,8784,76,8860,0,8860,2550,11410,77.65
臺北市信義區,三張里,464,親民黨,5606,中國國民黨,5446,民主進步黨,11516,142,11658,0,11658,3628,15286,76.27
臺北市信義區,三犁里,308,親民黨,3260,中國國民黨,3216,民主進步黨,6784,90,6874,0,6874,2186,9060,75.87
臺北市信義區,六合里,338,親民黨,4502,中國國民黨,3934,民主進步黨,8774,98,8872,0,8872,2932,11804,75.16
臺北市信義區,泰和里,420,親民黨,4512,中國國民黨,4970,民主進步黨,9902,146,10048,0,10048,3408,13456,74.67
臺北市信義區,景聯里,346,親民黨,2742,中國國民黨,3126,民主進步黨,6214,92,6306,0,6306,1700,8006,78.77
臺北市信義區,景勤里,182,親民黨,2494,中國國民黨,2432,民主進步黨,5108,64,5172,0,5172,1644,6816,75.88
臺北市信義區,雙和里,434,親民黨,4434,中國國民黨,4490,民主進步黨,9358,114,9472,0,9472,2666,12138,78.04
臺北市信義區,嘉興里,196,親民黨,1828,中國國民黨,2194,民主進步黨,4218,42,4260,0,4260,1306,5566,76.54
臺北市信義區,黎順里,198,親民黨,2418,中國國民黨,2582,民主進步黨,5198,66,5264,0,5264,1856,7120,73.93
臺北市信義區,黎平里,420,親民黨,4242,中國國民黨,4614,民主進步黨,9276,110,9386,0,9386,2668,12054,77.87
臺北市信義區,黎忠里,290,親民黨,2862,中國國民黨,3096,民主進步黨,6248,112,6360,0,6360,1958,8318,76.46
臺北市信義區,黎安里,114,親民黨,1464,中國國民黨,1032,民主進步黨,2610,54,2664,0,2664,946,3610,73.8
臺北市大安區,德安里,256,親民黨,3576,中國國民黨,3080,民主進步黨,6912,74,6986,0,6986,2560,9546,73.18
臺北市大安區,仁慈里,258,親民黨,2792,中國國民黨,3524,民主進步黨,6574,86,6660,0,6660,1990,8650,76.99
臺北市大安區,和安里,382,親民黨,3950,中國國民黨,3942,民主進步黨,8274,130,8404,0,8404,2676,11080,75.85
臺北市大安區,民炤里,392,親民黨,4212,中國國民黨,5122,民主進步黨,9726,146,9872,0,9872,3462,13334,74.04
臺北市大安區,仁愛里,192,親民黨,2874,中國國民黨,2892,民主進步黨,5958,68,6026,0,6026,2698,8724,69.07
臺北市大安區,義村里,316,親民黨,4064,中國國民黨,2944,民主進步黨,7324,90,7414,0,7414,2368,9782,75.79
臺北市大安區,民輝里,292,親民黨,3736,中國國民黨,4408,民主進步黨,8436,136,8572,0,8572,2988,11560,74.15
臺北市大安區,昌隆里,148,親民黨,1746,中國國民黨,2170,民主進步黨,4064,68,4132,0,4132,1446,5578,74.08
臺北市大安區,誠安里,208,親民黨,2242,中國國民黨,2582,民主進步黨,5032,78,5110,0,5110,2034,7144,71.53
臺北市大安區,光武里,358,親民黨,4152,中國國民黨,4460,民主進步黨,8970,164,9134,0,9134,3454,12588,72.56
臺北市大安區,龍坡里,334,親民黨,3316,中國國民黨,3382,民主進步黨,7032,108,7140,0,7140,2258,9398,75.97
臺北市大安區,龍泉里,266,親民黨,2614,中國國民黨,3206,民主進步黨,6086,60,6146,0,6146,1934,8080,76.06
臺北市大安區,古風里,232,親民黨,2356,中國國民黨,2798,民主進步黨,5386,82,5468,0,5468,1658,7126,76.73
臺北市大安區,古莊里,392,親民黨,4016,中國國民黨,4702,民主進步黨,9110,114,9224,0,9224,2964,12188,75.68
臺北市大安區,龍安里,314,親民黨,3578,中國國民黨,4184,民主進步黨,8076,118,8194,0,8194,4996,13190,62.12
臺北市大安區,錦安里,290,親民黨,3300,中國國民黨,3506,民主進步黨,7096,106,7202,0,7202,2344,9546,75.45
臺北市大安區,福住里,334,親民黨,3174,中國國民黨,3950,民主進步黨,7458,142,7600,0,7600,2508,10108,75.19
臺北市大安區,永康里,230,親民黨,2120,中國國民黨,2164,民主進步黨,4514,64,4578,0,4578,1464,6042,75.77
臺北市大安區,光明里,172,親民黨,1878,中國國民黨,2316,民主進步黨,4366,62,4428,0,4428,1404,5832,75.93
臺北市大安區,錦泰里,160,親民黨,2212,中國國民黨,2134,民主進步黨,4506,44,4550,0,4550,1342,5892,77.22
臺北市大安區,錦華里,310,親民黨,3200,中國國民黨,3614,民主進步黨,7124,104,7228,0,7228,1942,9170,78.82
臺北市大安區,龍圖里,330,親民黨,4144,中國國民黨,3986,民主進步黨,8460,116,8576,0,8576,2932,11508,74.52
臺北市大安區,新龍里,388,親民黨,4846,中國國民黨,3382,民主進步黨,8616,126,8742,0,8742,2394,11136,78.5
臺北市大安區,龍陣里,158,親民黨,2138,中國國民黨,2140,民主進步黨,4436,62,4498,0,4498,1470,5968,75.37
臺北市大安區,龍雲里,238,親民黨,2746,中國國民黨,3102,民主進步黨,6086,64,6150,0,6150,2024,8174,75.24
臺北市大安區,龍生里,366,親民黨,3908,中國國民黨,3892,民主進步黨,8166,118,8284,0,8284,2496,10780,76.85
臺北市大安區,住安里,230,親民黨,3058,中國國民黨,2938,民主進步黨,6226,108,6334,0,6334,2464,8798,71.99
臺北市大安區,義安里,290,親民黨,3280,中國國民黨,3094,民主進步黨,6664,74,6738,0,6738,2394,9132,73.78
臺北市大安區,通化里,370,親民黨,3126,中國國民黨,4418,民主進步黨,7914,104,8018,0,8018,2652,10670,75.15
臺北市大安區,通安里,296,親民黨,3170,中國國民黨,3486,民主進步黨,6952,94,7046,0,7046,2232,9278,75.94
臺北市大安區,臨江里,252,親民黨,2398,中國國民黨,2686,民主進步黨,5336,64,5400,0,5400,1726,7126,75.78
臺北市大安區,法治里,218,親民黨,2836,中國國民黨,2570,民主進步黨,5624,90,5714,0,5714,1924,7638,74.81
臺北市大安區,全安里,200,親民黨,2660,中國國民黨,2552,民主進步黨,5412,72,5484,0,5484,1988,7472,73.39
臺北市大安區,群賢里,318,親民黨,3722,中國國民黨,3392,民主進步黨,7432,114,7546,0,7546,2494,10040,75.16
臺北市大安區,群英里,440,親民黨,5538,中國國民黨,3136,民主進步黨,9114,130,9244,0,9244,2616,11860,77.94
臺北市大安區,虎嘯里,244,親民黨,2294,中國國民黨,2316,民主進步黨,4854,86,4940,0,4940,1582,6522,75.74
臺北市大安區,臥龍里,120,親民黨,1280,中國國民黨,1240,民主進步黨,2640,30,2670,0,2670,816,3486,76.59
臺北市大安區,龍淵里,464,親民黨,5100,中國國民黨,5902,民主進步黨,11466,180,11646,0,11646,3312,14958,77.86
臺北市大安區,龍門里,202,親民黨,2452,中國國民黨,2700,民主進步黨,5354,38,5392,0,5392,1702,7094,76.01
臺北市大安區,大學里,472,親民黨,4976,中國國民黨,5376,民主進步黨,10824,146,10970,0,10970,3302,14272,76.86
臺北市大安區,芳和里,280,親民黨,3508,中國國民黨,3592,民主進步黨,7380,88,7468,0,7468,2414,9882,75.57
臺北市大安區,黎元里,278,親民黨,3114,中國國民黨,3688,民主進步黨,7080,88,7168,0,7168,2200,9368,76.52
臺北市大安區,黎孝里,470,親民黨,4614,中國國民黨,5124,民主進步黨,10208,152,10360,0,10360,2880,13240,78.25
臺北市大安區,黎和里,238,親民黨,3150,中國國民黨,2902,民主進步黨,6290,58,6348,0,6348,1912,8260,76.85
臺北市大安區,建安里,248,親民黨,2796,中國國民黨,2820,民主進步黨,5864,64,5928,0,5928,2320,8248,71.87
臺北市大安區,建倫里,264,親民黨,3466,中國國民黨,3570,民主進步黨,7300,96,7396,0,7396,2942,10338,71.54
臺北市大安區,敦安里,292,親民黨,3388,中國國民黨,3884,民主進步黨,7564,72,7636,0,7636,2736,10372,73.62
臺北市大安區,正聲里,250,親民黨,2788,中國國民黨,2660,民主進步黨,5698,96,5794,0,5794,2212,8006,72.37
臺北市大安區,敦煌里,314,親民黨,3258,中國國民黨,3790,民主進步黨,7362,96,7458,0,7458,2512,9970,74.8
臺北市大安區,華聲里,204,親民黨,2480,中國國民黨,2510,民主進步黨,5194,84,5278,0,5278,1888,7166,73.65
臺北市大安區,車層里,280,親民黨,3594,中國國民黨,3888,民主進步黨,7762,78,7840,0,7840,2788,10628,73.77
臺北市大安區,光信里,392,親民黨,4350,中國國民黨,4690,民主進步黨,9432,128,9560,0,9560,3118,12678,75.41
臺北市大安區,學府里,126,親民黨,1694,中國國民黨,1448,民主進步黨,3268,42,3310,0,3310,1182,4492,73.69
臺北市中山區,正守里,216,親民黨,1652,中國國民黨,2328,民主進步黨,4196,90,4286,0,4286,1378,5664,75.67
臺北市中山區,正義里,312,親民黨,2792,中國國民黨,3430,民主進步黨,6534,82,6616,0,6616,2634,9250,71.52
臺北市中山區,正得里,158,親民黨,1994,中國國民黨,2502,民主進步黨,4654,68,4722,0,4722,1776,6498,72.67
臺北市中山區,民安里,240,親民黨,2144,中國國民黨,3470,民主進步黨,5854,80,5934,0,5934,1854,7788,76.19
臺北市中山區,康樂里,134,親民黨,1532,中國國民黨,1648,民主進步黨,3314,36,3350,0,3350,1286,4636,72.26
臺北市中山區,中山里,420,親民黨,3384,中國國民黨,4822,民主進步黨,8626,110,8736,0,8736,3296,12032,72.61
臺北市中山區,聚盛里,250,親民黨,2370,中國國民黨,2654,民主進步黨,5274,82,5356,0,5356,2068,7424,72.14
臺北市中山區,集英里,434,親民黨,3012,中國國民黨,5560,民主進步黨,9006,80,9086,0,9086,2952,12038,75.48
臺北市中山區,聚葉里,232,親民黨,1958,中國國民黨,2896,民主進步黨,5086,70,5156,0,5156,1880,7036,73.28
臺北市中山區,恆安里,256,親民黨,2548,中國國民黨,3294,民主進步黨,6098,76,6174,0,6174,2378,8552,72.19
臺北市中山區,晴光里,288,親民黨,2958,中國國民黨,3652,民主進步黨,6898,94,6992,0,6992,2720,9712,71.99
臺北市中山區,圓山里,298,親民黨,2052,中國國民黨,3098,民主進步黨,5448,68,5516,0,5516,1824,7340,75.15
臺北市中山區,劍潭里,210,親民黨,3222,中國國民黨,1296,民主進步黨,4728,72,4800,0,4800,1468,6268,76.58
臺北市中山區,大直里,522,親民黨,5228,中國國民黨,5920,民主進步黨,11670,156,11826,0,11826,3274,15100,78.32
臺北市中山區,成功里,362,親民黨,3312,中國國民黨,4406,民主進步黨,8080,114,8194,0,8194,2458,10652,76.92
臺北市中山區,永安里,464,親民黨,4856,中國國民黨,6356,民主進步黨,11676,220,11896,0,11896,3614,15510,76.7
臺北市中山區,大佳里,60,親民黨,372,中國國民黨,906,民主進步黨,1338,18,1356,0,1356,428,1784,76.01
臺北市中山區,新喜里,354,親民黨,2310,中國國民黨,4168,民主進步黨,6832,88,6920,0,6920,2090,9010,76.8
臺北市中山區,新庄里,262,親民黨,2448,中國國民黨,3888,民主進步黨,6598,86,6684,0,6684,1936,8620,77.54
臺北市中山區,新福里,268,親民黨,2208,中國國民黨,4246,民主進步黨,6722,84,6806,0,6806,2032,8838,77.01
臺北市中山區,松江里,372,親民黨,3044,中國國民黨,4862,民主進步黨,8278,94,8372,0,8372,2398,10770,77.73
臺北市中山區,新生里,234,親民黨,2386,中國國民黨,3806,民主進步黨,6426,90,6516,0,6516,1968,8484,76.8
臺北市中山區,中庄里,292,親民黨,2282,中國國民黨,3996,民主進步黨,6570,84,6654,0,6654,2232,8886,74.88
臺北市中山區,行政里,366,親民黨,3130,中國國民黨,4510,民主進步黨,8006,100,8106,0,8106,5300,13406,60.47
臺北市中山區,行仁里,452,親民黨,3714,中國國民黨,6506,民主進步黨,10672,142,10814,0,10814,3116,13930,77.63
臺北市中山區,行孝里,258,親民黨,1812,中國國民黨,3306,民主進步黨,5376,50,5426,0,5426,1710,7136,76.04
臺北市中山區,下埤里,504,親民黨,3690,中國國民黨,5874,民主進步黨,10068,122,10190,0,10190,2836,13026,78.23
臺北市中山區,江寧里,444,親民黨,3574,中國國民黨,5106,民主進步黨,9124,138,9262,0,9262,2622,11884,77.94
臺北市中山區,江山里,436,親民黨,3708,中國國民黨,5832,民主進步黨,9976,112,10088,0,10088,2800,12888,78.27
臺北市中山區,中吉里,312,親民黨,2486,中國國民黨,4404,民主進步黨,7202,78,7280,0,7280,2212,9492,76.7
臺北市中山區,中原里,276,親民黨,2478,中國國民黨,4064,民主進步黨,6818,94,6912,0,6912,1946,8858,78.03
臺北市中山區,興亞里,310,親民黨,2560,中國國民黨,4018,民主進步黨,6888,98,6986,0,6986,2230,9216,75.8
臺北市中山區,中央里,174,親民黨,1864,中國國民黨,2668,民主進步黨,4706,80,4786,0,4786,1262,6048,79.13
臺北市中山區,朱馥里,300,親民黨,3026,中國國民黨,4048,民主進步黨,7374,94,7468,0,7468,2454,9922,75.27
臺北市中山區,龍洲里,304,親民黨,3942,中國國民黨,2600,民主進步黨,6846,92,6938,0,6938,1892,8830,78.57
臺北市中山區,朱園里,460,親民黨,2182,中國國民黨,3454,民主進步黨,6096,76,6172,0,6172,1700,7872,78.4
臺北市中山區,埤頭里,166,親民黨,1750,中國國民黨,2362,民主進步黨,4278,60,4338,0,4338,1370,5708,76.0
臺北市中山區,朱崙里,156,親民黨,1462,中國國民黨,2146,民主進步黨,3764,78,3842,0,3842,1168,5010,76.69
臺北市中山區,力行里,306,親民黨,2992,中國國民黨,4580,民主進步黨,7878,114,7992,0,7992,2480,10472,76.32
臺北市中山區,復華里,226,親民黨,2796,中國國民黨,2940,民主進步黨,5962,92,6054,0,6054,1932,7986,75.81
臺北市中山區,金泰里,526,親民黨,4068,中國國民黨,4768,民主進步黨,9362,132,9494,0,9494,2866,12360,76.81
臺北市中山區,北安里,120,親民黨,1684,中國國民黨,1654,民主進步黨,3458,50,3508,0,3508,936,4444,78.94
臺北市中正區,水源里,178,親民黨,1612,中國國民黨,2026,民主進步黨,3816,34,3850,0,3850,1286,5136,74.96
臺北市中正區,富水里,172,親民黨,1608,中國國民黨,1372,民主進步黨,3152,34,3186,0,3186,1100,4286,74.34
臺北市中正區,文盛里,178,親民黨,1418,中國國民黨,1730,民主進步黨,3326,38,3364,0,3364,990,4354,77.26
臺北市中正區,林興里,256,親民黨,2922,中國國民黨,2822,民主進步黨,6000,86,6086,0,6086,1956,8042,75.68
臺北市中正區,河堤里,266,親民黨,2788,中國國民黨,2878,民主進步黨,5932,64,5996,0,5996,2006,8002,74.93
臺北市中正區,頂東里,344,親民黨,3462,中國國民黨,4060,民主進步黨,7866,82,7948,0,7948,2372,10320,77.02
臺北市中正區,網溪里,310,親民黨,3444,中國國民黨,3858,民主進步黨,7612,92,7704,0,7704,2262,9966,77.3
臺北市中正區,板溪里,172,親民黨,1940,中國國民黨,2194,民主進步黨,4306,64,4370,0,4370,1292,5662,77.18
臺北市中正區,螢圃里,342,親民黨,3356,中國國民黨,3572,民主進步黨,7270,100,7370,0,7370,2292,9662,76.28
臺北市中正區,螢雪里,222,親民黨,2740,中國國民黨,2888,民主進步黨,5850,90,5940,0,5940,1714,7654,77.61
臺北市中正區,永功里,346,親民黨,2968,中國國民黨,4324,民主進步黨,7638,110,7748,0,7748,2384,10132,76.47
臺北市中正區,永昌里,292,親民黨,2792,中國國民黨,3550,民主進步黨,6634,86,6720,0,6720,1988,8708,77.17
臺北市中正區,龍興里,230,親民黨,1890,中國國民黨,2540,民主進步黨,4660,46,4706,0,4706,1328,6034,77.99
臺北市中正區,忠勤里,324,親民黨,3752,中國國民黨,4118,民主進步黨,8194,116,8310,0,8310,3014,11324,73.38
臺北市中正區,廈安里,278,親民黨,2072,中國國民黨,3038,民主進步黨,5388,60,5448,0,5448,1530,6978,78.07
臺北市中正區,愛國里,148,親民黨,1552,中國國民黨,2156,民主進步黨,3856,72,3928,0,3928,1222,5150,76.27
臺北市中正區,南門里,188,親民黨,1612,中國國民黨,1554,民主進步黨,3354,48,3402,0,3402,946,4348,78.24
臺北市中正區,龍光里,184,親民黨,1920,中國國民黨,1982,民主進步黨,4086,54,4140,0,4140,1150,5290,78.26
臺北市中正區,南福里,672,親民黨,5782,中國國民黨,6886,民主進步黨,13340,182,13522,0,13522,3702,17224,78.51
臺北市中正區,龍福里,292,親民黨,2842,中國國民黨,3658,民主進步黨,6792,80,6872,0,6872,1914,8786,78.22
臺北市中正區,新營里,504,親民黨,5226,中國國民黨,5004,民主進步黨,10734,164,10898,0,10898,2960,13858,78.64
臺北市中正區,建國里,78,親民黨,818,中國國民黨,904,民主進步黨,1800,22,1822,0,1822,576,2398,75.98
臺北市中正區,光復里,200,親民黨,1922,中國國民黨,2422,民主進步黨,4544,48,4592,0,4592,1612,6204,74.02
臺北市中正區,黎明里,168,親民黨,1708,中國國民黨,1924,民主進步黨,3800,44,3844,0,3844,1442,5286,72.72
臺北市中正區,梅花里,184,親民黨,1706,中國國民黨,2204,民主進步黨,4094,72,4166,0,4166,1204,5370,77.58
臺北市中正區,幸福里,256,親民黨,2710,中國國民黨,3028,民主進步黨,5994,112,6106,0,6106,3564,9670,63.14
臺北市中正區,幸市里,224,親民黨,2412,中國國民黨,3090,民主進步黨,5726,98,5824,0,5824,1888,7712,75.52
臺北市中正區,東門里,196,親民黨,2340,中國國民黨,2260,民主進步黨,4796,78,4874,0,4874,1468,6342,76.85
臺北市中正區,文北里,284,親民黨,2922,中國國民黨,3814,民主進步黨,7020,100,7120,0,7120,2192,9312,76.46
臺北市中正區,文祥里,416,親民黨,4132,中國國民黨,4960,民主進步黨,9508,158,9666,0,9666,2920,12586,76.8
臺北市中正區,三愛里,472,親民黨,4554,中國國民黨,5550,民主進步黨,10576,150,10726,0,10726,3398,14124,75.94
臺北市大同區,玉泉里,136,親民黨,1334,中國國民黨,2396,民主進步黨,3866,44,3910,0,3910,1162,5072,77.09
臺北市大同區,建明里,162,親民黨,1446,中國國民黨,2546,民主進步黨,4154,48,4202,0,4202,1566,5768,72.85
臺北市大同區,建功里,290,親民黨,1938,中國國民黨,3822,民主進步黨,6050,82,6132,0,6132,1988,8120,75.52
臺北市大同區,建泰里,230,親民黨,1460,中國國民黨,3014,民主進步黨,4704,60,4764,0,4764,1406,6170,77.21
臺北市大同區,永樂里,304,親民黨,1998,中國國民黨,4486,民主進步黨,6788,52,6840,0,6840,2140,8980,76.17
臺北市大同區,朝陽里,232,親民黨,1922,中國國民黨,3546,民主進步黨,5700,88,5788,0,5788,1912,7700,75.17
臺北市大同區,星明里,298,親民黨,2636,中國國民黨,4526,民主進步黨,7460,80,7540,0,7540,2416,9956,75.73
臺北市大同區,光能里,318,親民黨,2046,中國國民黨,4186,民主進步黨,6550,74,6624,0,6624,1770,8394,78.91
臺北市大同區,大有里,278,親民黨,1722,中國國民黨,4166,民主進步黨,6166,80,6246,0,6246,1810,8056,77.53
臺北市大同區,延平里,272,親民黨,1872,中國國民黨,3318,民主進步黨,5462,62,5524,0,5524,1760,7284,75.84
臺北市大同區,雙連里,520,親民黨,3672,中國國民黨,7484,民主進步黨,11676,166,11842,0,11842,3620,15462,76.59
臺北市大同區,南芳里,190,親民黨,1650,中國國民黨,3316,民主進步黨,5156,56,5212,0,5212,1590,6802,76.62
臺北市大同區,民權里,370,親民黨,2606,中國國民黨,4916,民主進步黨,7892,112,8004,0,8004,2364,10368,77.2
臺北市大同區,景星里,138,親民黨,992,中國國民黨,2162,民主進步黨,3292,62,3354,0,3354,1250,4604,72.85
臺北市大同區,隆和里,148,親民黨,1130,中國國民黨,2600,民主進步黨,3878,58,3936,0,3936,1230,5166,76.19
臺北市大同區,蓬萊里,286,親民黨,2058,中國國民黨,4124,民主進步黨,6468,84,6552,0,6552,1934,8486,77.21
臺北市大同區,國順里,142,親民黨,964,中國國民黨,2346,民主進步黨,3452,30,3482,0,3482,1120,4602,75.66
臺北市大同區,國慶里,224,親民黨,1872,中國國民黨,3848,民主進步黨,5944,62,6006,0,6006,1680,7686,78.14
臺北市大同區,揚雅里,228,親民黨,1396,中國國民黨,3188,民主進步黨,4812,56,4868,0,4868,3174,8042,60.53
