行政區別,村里別,1_宋楚瑜/余湘,10-004_1_黨籍,2_韓國瑜/張善政,10-004_2_黨籍,3_蔡英文/賴清德,10-004_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
竹北市,斗崙里,628,親民黨,3924,中國國民黨,5188,民主進步黨,9740,134,9874,0,9874,2436,12310,80.21
竹北市,鹿場里,1072,親民黨,5876,中國國民黨,8142,民主進步黨,15090,208,15298,0,15298,3650,18948,80.74
竹北市,東平里,1230,親民黨,5822,中國國民黨,10088,民主進步黨,17140,250,17390,0,17390,4210,21600,80.51
竹北市,中興里,734,親民黨,4286,中國國民黨,6150,民主進步黨,11170,190,11360,0,11360,2748,14108,80.52
竹北市,隘口里,268,親民黨,1658,中國國民黨,2082,民主進步黨,4008,54,4062,0,4062,1028,5090,79.8
竹北市,東海里,190,親民黨,2230,中國國民黨,1858,民主進步黨,4278,42,4320,0,4320,1588,5908,73.12
竹北市,竹北里,642,親民黨,4246,中國國民黨,5038,民主進步黨,9926,124,10050,0,10050,3212,13262,75.78
竹北市,竹仁里,716,親民黨,6110,中國國民黨,6074,民主進步黨,12900,150,13050,0,13050,3878,16928,77.09
竹北市,竹義里,420,親民黨,3584,中國國民黨,3912,民主進步黨,7916,70,7986,0,7986,3316,11302,70.66
竹北市,泰和里,478,親民黨,3770,中國國民黨,3928,民主進步黨,8176,110,8286,0,8286,2810,11096,74.68
竹北市,新社里,620,親民黨,4080,中國國民黨,5022,民主進步黨,9722,122,9844,0,9844,3336,13180,74.69
竹北市,聯興里,390,親民黨,2784,中國國民黨,3378,民主進步黨,6552,76,6628,0,6628,1994,8622,76.87
竹北市,麻園里,172,親民黨,1082,中國國民黨,1582,民主進步黨,2836,44,2880,0,2880,958,3838,75.04
竹北市,溪州里,140,親民黨,1480,中國國民黨,1988,民主進步黨,3608,46,3654,0,3654,1106,4760,76.76
竹北市,白地里,164,親民黨,1040,中國國民黨,1900,民主進步黨,3104,52,3156,0,3156,998,4154,75.97
竹北市,新港里,82,親民黨,456,中國國民黨,1200,民主進步黨,1738,28,1766,0,1766,586,2352,75.09
竹北市,大義里,114,親民黨,668,中國國民黨,1478,民主進步黨,2260,22,2282,0,2282,824,3106,73.47
竹北市,崇義里,134,親民黨,852,中國國民黨,1800,民主進步黨,2786,28,2814,0,2814,894,3708,75.89
竹北市,大眉里,120,親民黨,994,中國國民黨,1364,民主進步黨,2478,32,2510,0,2510,870,3380,74.26
竹北市,尚義里,106,親民黨,698,中國國民黨,1588,民主進步黨,2392,26,2418,0,2418,820,3238,74.68
竹北市,十興里,752,親民黨,3576,中國國民黨,5382,民主進步黨,9710,118,9828,0,9828,2486,12314,79.81
竹北市,新國里,496,親民黨,3240,中國國民黨,4692,民主進步黨,8428,96,8524,0,8524,2672,11196,76.13
竹北市,新庄里,76,親民黨,634,中國國民黨,806,民主進步黨,1516,24,1540,0,1540,506,2046,75.27
竹北市,北崙里,370,親民黨,2484,中國國民黨,2696,民主進步黨,5550,82,5632,0,5632,1630,7262,77.55
