行政區別,村里別,何孟樺,侯漢廷,劉仕傑,劉榮之,劉耀仁,吳世正,吳崢,吳志剛,吳怡萱,吳欣岱,吳沛憶,吳蕚洋,呂增塔,張四維,張幸松,張志豪,張文潔,張斯綱,張榮法,張渝江,徐千淳,徐巧芯,徐弘庭,徐正文,徐立信,應曉薇,戴錫欽,曾獻瑩,曾琳詒,李光輝,李建昌,李彥秀,李明賢,李有宜,李柏毅,李菁琪,林世宗,林亮君,林元敏,林婕麗,林岳龍,林延鳳,林志穎,林杏兒,林柏勛,林泓泰,林珍羽,林瑞圖,林穎孟,柳采葳,梁文傑,楊寶楨,楊植斗,楊靜宇,江志銘,汪志冰,洪健益,洪士奇,洪婉臻,游淑慧,王世堅,王孝維,王欣儀,王郁揚,王閔生,王鴻薇,王麒傑,秦慧珠,簡舒培,耿葳,苗博雅,華珮君,葉林傳,蘇府庭,蘇恆,許家蓓,許淑華,詹晉鑒,詹為元,趙怡翔,連紹傑,邵維倫,郝淑薏,郭昭巖,郭智亭,郭榮先,鄭建炘,鄭淑娟,鄭穎隆,鍾佩玲,鍾小平,鍾沛君,闕枚莎,陳宥丞,陳志明,陳思宇,陳怡君,陳慈慧,陳政忠,陳樹霖,陳炳甫,陳聖文,陳賢蔚,陳重文,陳錦祥,項豪,顏若芳,高世俊,高揚凱,高毓安,黃瀞瑩,黃郁芬
內湖區,瑞光里,426.0,,,12.0,,378.0,,,,216.0,,,,,,,,,,,,,,,,,,,,,168.0,820.0,770.0,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,602.0,,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0,714.0,102.0,,,,,,,,,,,,,,,,,
內湖區,瑞陽里,682.0,,,14.0,,860.0,,,,342.0,,,,,,,,,,,,,,,,,,,,,328.0,1320.0,1386.0,,,,,,,,,,,,,,,,,,,,,,288.0,,,,,1058.0,,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.0,1010.0,166.0,,,,,,,,,,,,,,,,,
內湖區,石潭里,350.0,,,6.0,,130.0,,,,202.0,,,,,,,,,,,,,,,,,,,,,226.0,872.0,392.0,,,,,,,,,,,,,,,,,,,,,,232.0,,,,,518.0,,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,522.0,42.0,,,,,,,,,,,,,,,,,
內湖區,碧山里,550.0,,,4.0,,442.0,,,,286.0,,,,,,,,,,,,,,,,,,,,,730.0,1102.0,912.0,,,,,,,,,,,,,,,,,,,,,,242.0,,,,,1006.0,,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.0,1164.0,112.0,,,,,,,,,,,,,,,,,
內湖區,秀湖里,646.0,,,8.0,,414.0,,,,312.0,,,,,,,,,,,,,,,,,,,,,580.0,1062.0,708.0,,,,,,,,,,,,,,,,,,,,,,242.0,,,,,982.0,,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,1000.0,74.0,,,,,,,,,,,,,,,,,
內湖區,紫星里,744.0,,,8.0,,470.0,,,,448.0,,,,,,,,,,,,,,,,,,,,,804.0,1068.0,1244.0,,,,,,,,,,,,,,,,,,,,,,442.0,,,,,1084.0,,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,1402.0,106.0,,,,,,,,,,,,,,,,,
內湖區,紫陽里,788.0,,,12.0,,576.0,,,,504.0,,,,,,,,,,,,,,,,,,,,,570.0,1346.0,1446.0,,,,,,,,,,,,,,,,,,,,,,320.0,,,,,898.0,,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0,1244.0,130.0,,,,,,,,,,,,,,,,,
內湖區,紫雲里,534.0,,,10.0,,622.0,,,,294.0,,,,,,,,,,,,,,,,,,,,,300.0,900.0,840.0,,,,,,,,,,,,,,,,,,,,,,244.0,,,,,856.0,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,808.0,88.0,,,,,,,,,,,,,,,,,
內湖區,葫洲里,662.0,,,14.0,,804.0,,,,384.0,,,,,,,,,,,,,,,,,,,,,334.0,1130.0,594.0,,,,,,,,,,,,,,,,,,,,,,262.0,,,,,998.0,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,950.0,122.0,,,,,,,,,,,,,,,,,
內湖區,蘆洲里,86.0,,,0.0,,42.0,,,,48.0,,,,,,,,,,,,,,,,,,,,,90.0,306.0,88.0,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,110.0,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,128.0,20.0,,,,,,,,,,,,,,,,,
內湖區,行善里,942.0,,,12.0,,214.0,,,,374.0,,,,,,,,,,,,,,,,,,,,,384.0,1860.0,684.0,,,,,,,,,,,,,,,,,,,,,,430.0,,,,,826.0,,564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.0,954.0,128.0,,,,,,,,,,,,,,,,,
內湖區,西安里,762.0,,,8.0,,238.0,,,,330.0,,,,,,,,,,,,,,,,,,,,,496.0,1676.0,896.0,,,,,,,,,,,,,,,,,,,,,,290.0,,,,,754.0,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,758.0,110.0,,,,,,,,,,,,,,,,,
內湖區,西康里,1112.0,,,14.0,,374.0,,,,580.0,,,,,,,,,,,,,,,,,,,,,634.0,2120.0,1322.0,,,,,,,,,,,,,,,,,,,,,,352.0,,,,,1138.0,,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.0,1280.0,156.0,,,,,,,,,,,,,,,,,
內湖區,西湖里,880.0,,,8.0,,312.0,,,,428.0,,,,,,,,,,,,,,,,,,,,,654.0,1222.0,848.0,,,,,,,,,,,,,,,,,,,,,,358.0,,,,,892.0,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.0,1022.0,134.0,,,,,,,,,,,,,,,,,
內湖區,週美里,1086.0,,,14.0,,212.0,,,,510.0,,,,,,,,,,,,,,,,,,,,,520.0,2264.0,872.0,,,,,,,,,,,,,,,,,,,,,,628.0,,,,,1064.0,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.0,1012.0,144.0,,,,,,,,,,,,,,,,,
內湖區,金湖里,1250.0,,,8.0,,826.0,,,,648.0,,,,,,,,,,,,,,,,,,,,,532.0,1560.0,856.0,,,,,,,,,,,,,,,,,,,,,,342.0,,,,,1480.0,,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.0,1338.0,126.0,,,,,,,,,,,,,,,,,
內湖區,金瑞里,662.0,,,0.0,,520.0,,,,272.0,,,,,,,,,,,,,,,,,,,,,614.0,980.0,846.0,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,848.0,,956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0,904.0,104.0,,,,,,,,,,,,,,,,,
內湖區,金龍里,466.0,,,10.0,,410.0,,,,236.0,,,,,,,,,,,,,,,,,,,,,424.0,778.0,730.0,,,,,,,,,,,,,,,,,,,,,,254.0,,,,,656.0,,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,852.0,76.0,,,,,,,,,,,,,,,,,
內湖區,麗山里,582.0,,,2.0,,294.0,,,,342.0,,,,,,,,,,,,,,,,,,,,,392.0,840.0,844.0,,,,,,,,,,,,,,,,,,,,,,288.0,,,,,536.0,,588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,912.0,106.0,,,,,,,,,,,,,,,,,
北投區,一德里,,346.0,114.0,,,,,,,,,,,,,,,244.0,,2.0,,,,,,,,,,8.0,,,,,,,378.0,,,,,602.0,12.0,384.0,,,,664.0,,,,,,194.0,,432.0,,,,,,,,28.0,,,,,,,,,,228.0,,,,,,,,,8.0,,,,,,2.0,724.0,,,,,,212.0,,434.0,308.0,,,,418.0,520.0,,0.0,,,,,854.0,838.0
北投區,中和里,,366.0,110.0,,,,,,,,,,,,,,,228.0,,6.0,,,,,,,,,,8.0,,,,,,,328.0,,,,,412.0,6.0,328.0,,,,670.0,,,,,,76.0,,398.0,,,,,,,,22.0,,,,,,,,,,126.0,,,,,,,,,6.0,,,,,,0.0,254.0,,,,,,198.0,,176.0,204.0,,,,326.0,320.0,,0.0,,,,,554.0,176.0
北投區,中央里,,428.0,110.0,,,,,,,,,,,,,,,304.0,,22.0,,,,,,,,,,8.0,,,,,,,552.0,,,,,662.0,18.0,498.0,,,,490.0,,,,,,170.0,,410.0,,,,,,,,24.0,,,,,,,,,,184.0,,,,,,,,,8.0,,,,,,0.0,576.0,,,,,,322.0,,554.0,402.0,,,,578.0,892.0,,4.0,,,,,922.0,326.0
北投區,中庸里,,200.0,64.0,,,,,,,,,,,,,,,136.0,,4.0,,,,,,,,,,4.0,,,,,,,256.0,,,,,316.0,10.0,258.0,,,,296.0,,,,,,80.0,,216.0,,,,,,,,2.0,,,,,,,,,,104.0,,,,,,,,,0.0,,,,,,4.0,352.0,,,,,,224.0,,224.0,124.0,,,,282.0,372.0,,0.0,,,,,506.0,192.0
北投區,中心里,,562.0,128.0,,,,,,,,,,,,,,,328.0,,10.0,,,,,,,,,,16.0,,,,,,,398.0,,,,,638.0,18.0,486.0,,,,388.0,,,,,,142.0,,420.0,,,,,,,,20.0,,,,,,,,,,274.0,,,,,,,,,4.0,,,,,,2.0,308.0,,,,,,234.0,,244.0,152.0,,,,426.0,456.0,,2.0,,,,,838.0,230.0
北投區,八仙里,,326.0,68.0,,,,,,,,,,,,,,,216.0,,12.0,,,,,,,,,,4.0,,,,,,,394.0,,,,,446.0,4.0,376.0,,,,320.0,,,,,,112.0,,332.0,,,,,,,,12.0,,,,,,,,,,280.0,,,,,,,,,4.0,,,,,,2.0,244.0,,,,,,184.0,,334.0,252.0,,,,316.0,486.0,,2.0,,,,,632.0,306.0
北投區,吉利里,,452.0,148.0,,,,,,,,,,,,,,,396.0,,6.0,,,,,,,,,,8.0,,,,,,,360.0,,,,,560.0,12.0,490.0,,,,294.0,,,,,,282.0,,614.0,,,,,,,,48.0,,,,,,,,,,118.0,,,,,,,,,2.0,,,,,,0.0,336.0,,,,,,258.0,,170.0,294.0,,,,474.0,790.0,,4.0,,,,,946.0,276.0
北投區,吉慶里,,316.0,86.0,,,,,,,,,,,,,,,318.0,,6.0,,,,,,,,,,0.0,,,,,,,308.0,,,,,388.0,8.0,308.0,,,,218.0,,,,,,124.0,,410.0,,,,,,,,28.0,,,,,,,,,,90.0,,,,,,,,,8.0,,,,,,0.0,220.0,,,,,,184.0,,204.0,232.0,,,,662.0,278.0,,0.0,,,,,662.0,296.0
北投區,大同里,,310.0,96.0,,,,,,,,,,,,,,,244.0,,18.0,,,,,,,,,,6.0,,,,,,,372.0,,,,,564.0,10.0,262.0,,,,400.0,,,,,,102.0,,406.0,,,,,,,,12.0,,,,,,,,,,148.0,,,,,,,,,8.0,,,,,,2.0,358.0,,,,,,146.0,,334.0,284.0,,,,424.0,546.0,,0.0,,,,,606.0,288.0
北投區,大屯里,,60.0,20.0,,,,,,,,,,,,,,,58.0,,0.0,,,,,,,,,,0.0,,,,,,,186.0,,,,,86.0,4.0,66.0,,,,106.0,,,,,,14.0,,60.0,,,,,,,,2.0,,,,,,,,,,34.0,,,,,,,,,2.0,,,,,,2.0,142.0,,,,,,44.0,,134.0,48.0,,,,118.0,80.0,,4.0,,,,,108.0,40.0
北投區,奇岩里,,718.0,272.0,,,,,,,,,,,,,,,460.0,,30.0,,,,,,,,,,10.0,,,,,,,790.0,,,,,1224.0,28.0,874.0,,,,634.0,,,,,,212.0,,848.0,,,,,,,,50.0,,,,,,,,,,288.0,,,,,,,,,10.0,,,,,,0.0,480.0,,,,,,362.0,,488.0,212.0,,,,756.0,1570.0,,2.0,,,,,1376.0,518.0
北投區,尊賢里,,252.0,60.0,,,,,,,,,,,,,,,226.0,,4.0,,,,,,,,,,2.0,,,,,,,336.0,,,,,432.0,20.0,338.0,,,,202.0,,,,,,134.0,,282.0,,,,,,,,26.0,,,,,,,,,,118.0,,,,,,,,,2.0,,,,,,2.0,314.0,,,,,,190.0,,264.0,160.0,,,,514.0,388.0,,0.0,,,,,560.0,258.0
北投區,建民里,,244.0,58.0,,,,,,,,,,,,,,,220.0,,6.0,,,,,,,,,,2.0,,,,,,,356.0,,,,,474.0,16.0,256.0,,,,466.0,,,,,,106.0,,600.0,,,,,,,,18.0,,,,,,,,,,126.0,,,,,,,,,2.0,,,,,,2.0,224.0,,,,,,208.0,,152.0,186.0,,,,372.0,192.0,,0.0,,,,,458.0,282.0
北投區,振華里,,626.0,136.0,,,,,,,,,,,,,,,552.0,,10.0,,,,,,,,,,6.0,,,,,,,370.0,,,,,774.0,6.0,458.0,,,,388.0,,,,,,266.0,,646.0,,,,,,,,22.0,,,,,,,,,,132.0,,,,,,,,,8.0,,,,,,6.0,342.0,,,,,,248.0,,210.0,276.0,,,,554.0,562.0,,2.0,,,,,886.0,288.0
北投區,文化里,,452.0,76.0,,,,,,,,,,,,,,,292.0,,14.0,,,,,,,,,,2.0,,,,,,,136.0,,,,,248.0,4.0,560.0,,,,290.0,,,,,,76.0,,420.0,,,,,,,,6.0,,,,,,,,,,50.0,,,,,,,,,6.0,,,,,,0.0,174.0,,,,,,132.0,,108.0,282.0,,,,160.0,422.0,,0.0,,,,,478.0,130.0
北投區,文林里,,242.0,74.0,,,,,,,,,,,,,,,248.0,,8.0,,,,,,,,,,6.0,,,,,,,588.0,,,,,420.0,2.0,320.0,,,,202.0,,,,,,100.0,,378.0,,,,,,,,10.0,,,,,,,,,,72.0,,,,,,,,,6.0,,,,,,0.0,220.0,,,,,,138.0,,166.0,218.0,,,,344.0,154.0,,0.0,,,,,588.0,218.0
北投區,智仁里,,488.0,82.0,,,,,,,,,,,,,,,326.0,,2.0,,,,,,,,,,4.0,,,,,,,294.0,,,,,466.0,8.0,588.0,,,,424.0,,,,,,92.0,,492.0,,,,,,,,28.0,,,,,,,,,,192.0,,,,,,,,,6.0,,,,,,2.0,406.0,,,,,,246.0,,316.0,340.0,,,,404.0,498.0,,2.0,,,,,754.0,224.0
北投區,東華里,,376.0,76.0,,,,,,,,,,,,,,,256.0,,6.0,,,,,,,,,,2.0,,,,,,,248.0,,,,,352.0,10.0,266.0,,,,212.0,,,,,,152.0,,408.0,,,,,,,,24.0,,,,,,,,,,54.0,,,,,,,,,2.0,,,,,,2.0,244.0,,,,,,164.0,,202.0,110.0,,,,260.0,816.0,,0.0,,,,,502.0,188.0
北投區,林泉里,,258.0,64.0,,,,,,,,,,,,,,,140.0,,6.0,,,,,,,,,,20.0,,,,,,,140.0,,,,,232.0,0.0,274.0,,,,198.0,,,,,,54.0,,188.0,,,,,,,,4.0,,,,,,,,,,48.0,,,,,,,,,8.0,,,,,,2.0,134.0,,,,,,84.0,,118.0,128.0,,,,156.0,212.0,,4.0,,,,,372.0,126.0
北投區,桃源里,,304.0,124.0,,,,,,,,,,,,,,,376.0,,2.0,,,,,,,,,,6.0,,,,,,,346.0,,,,,526.0,18.0,562.0,,,,648.0,,,,,,108.0,,294.0,,,,,,,,18.0,,,,,,,,,,166.0,,,,,,,,,6.0,,,,,,0.0,596.0,,,,,,174.0,,386.0,194.0,,,,398.0,496.0,,2.0,,,,,722.0,328.0
北投區,榮光里,,428.0,116.0,,,,,,,,,,,,,,,330.0,,12.0,,,,,,,,,,2.0,,,,,,,484.0,,,,,518.0,22.0,754.0,,,,374.0,,,,,,218.0,,552.0,,,,,,,,30.0,,,,,,,,,,192.0,,,,,,,,,2.0,,,,,,8.0,302.0,,,,,,230.0,,238.0,420.0,,,,582.0,370.0,,0.0,,,,,904.0,246.0
北投區,榮華里,,582.0,194.0,,,,,,,,,,,,,,,748.0,,12.0,,,,,,,,,,6.0,,,,,,,306.0,,,,,770.0,8.0,472.0,,,,352.0,,,,,,336.0,,728.0,,,,,,,,28.0,,,,,,,,,,168.0,,,,,,,,,6.0,,,,,,0.0,390.0,,,,,,240.0,,268.0,226.0,,,,494.0,204.0,,0.0,,,,,954.0,528.0
北投區,永和里,,822.0,192.0,,,,,,,,,,,,,,,790.0,,30.0,,,,,,,,,,2.0,,,,,,,668.0,,,,,962.0,4.0,478.0,,,,430.0,,,,,,508.0,,730.0,,,,,,,,38.0,,,,,,,,,,74.0,,,,,,,,,6.0,,,,,,2.0,508.0,,,,,,258.0,,600.0,414.0,,,,594.0,230.0,,0.0,,,,,980.0,474.0
北投區,永明里,,368.0,98.0,,,,,,,,,,,,,,,304.0,,6.0,,,,,,,,,,4.0,,,,,,,222.0,,,,,424.0,10.0,396.0,,,,256.0,,,,,,94.0,,444.0,,,,,,,,38.0,,,,,,,,,,106.0,,,,,,,,,2.0,,,,,,2.0,208.0,,,,,,168.0,,200.0,224.0,,,,324.0,284.0,,2.0,,,,,640.0,228.0
北投區,永欣里,,804.0,220.0,,,,,,,,,,,,,,,842.0,,14.0,,,,,,,,,,14.0,,,,,,,346.0,,,,,748.0,4.0,388.0,,,,310.0,,,,,,490.0,,670.0,,,,,,,,26.0,,,,,,,,,,88.0,,,,,,,,,2.0,,,,,,2.0,324.0,,,,,,280.0,,200.0,168.0,,,,592.0,242.0,,14.0,,,,,1054.0,468.0
北投區,泉源里,,102.0,80.0,,,,,,,,,,,,,,,62.0,,2.0,,,,,,,,,,0.0,,,,,,,128.0,,,,,194.0,0.0,118.0,,,,494.0,,,,,,32.0,,100.0,,,,,,,,8.0,,,,,,,,,,50.0,,,,,,,,,2.0,,,,,,2.0,200.0,,,,,,74.0,,144.0,56.0,,,,166.0,132.0,,4.0,,,,,198.0,48.0
北投區,洲美里,,66.0,10.0,,,,,,,,,,,,,,,46.0,,6.0,,,,,,,,,,4.0,,,,,,,356.0,,,,,84.0,52.0,44.0,,,,254.0,,,,,,18.0,,40.0,,,,,,,,4.0,,,,,,,,,,1296.0,,,,,,,,,0.0,,,,,,0.0,90.0,,,,,,76.0,,32.0,34.0,,,,80.0,30.0,,0.0,,,,,144.0,86.0
北投區,清江里,,440.0,158.0,,,,,,,,,,,,,,,212.0,,12.0,,,,,,,,,,8.0,,,,,,,560.0,,,,,790.0,20.0,470.0,,,,592.0,,,,,,106.0,,476.0,,,,,,,,36.0,,,,,,,,,,236.0,,,,,,,,,4.0,,,,,,2.0,478.0,,,,,,268.0,,646.0,196.0,,,,552.0,1934.0,,4.0,,,,,948.0,326.0
北投區,湖山里,,80.0,12.0,,,,,,,,,,,,,,,186.0,,0.0,,,,,,,,,,0.0,,,,,,,120.0,,,,,74.0,4.0,70.0,,,,148.0,,,,,,24.0,,86.0,,,,,,,,4.0,,,,,,,,,,54.0,,,,,,,,,4.0,,,,,,0.0,266.0,,,,,,44.0,,118.0,84.0,,,,72.0,60.0,,0.0,,,,,142.0,40.0
北投區,湖田里,,22.0,10.0,,,,,,,,,,,,,,,46.0,,2.0,,,,,,,,,,0.0,,,,,,,28.0,,,,,56.0,2.0,28.0,,,,152.0,,,,,,30.0,,36.0,,,,,,,,0.0,,,,,,,,,,66.0,,,,,,,,,0.0,,,,,,0.0,118.0,,,,,,78.0,,28.0,76.0,,,,44.0,58.0,,2.0,,,,,60.0,18.0
北投區,溫泉里,,462.0,130.0,,,,,,,,,,,,,,,258.0,,10.0,,,,,,,,,,10.0,,,,,,,486.0,,,,,622.0,22.0,564.0,,,,448.0,,,,,,180.0,,440.0,,,,,,,,22.0,,,,,,,,,,164.0,,,,,,,,,2.0,,,,,,2.0,380.0,,,,,,226.0,,380.0,182.0,,,,498.0,576.0,,6.0,,,,,784.0,294.0
北投區,石牌里,,304.0,74.0,,,,,,,,,,,,,,,294.0,,10.0,,,,,,,,,,0.0,,,,,,,394.0,,,,,516.0,4.0,436.0,,,,232.0,,,,,,192.0,,366.0,,,,,,,,14.0,,,,,,,,,,132.0,,,,,,,,,4.0,,,,,,0.0,342.0,,,,,,168.0,,168.0,266.0,,,,438.0,400.0,,2.0,,,,,622.0,248.0
北投區,福興里,,508.0,158.0,,,,,,,,,,,,,,,420.0,,4.0,,,,,,,,,,8.0,,,,,,,870.0,,,,,530.0,12.0,592.0,,,,456.0,,,,,,292.0,,584.0,,,,,,,,16.0,,,,,,,,,,142.0,,,,,,,,,2.0,,,,,,2.0,368.0,,,,,,198.0,,220.0,440.0,,,,542.0,248.0,,4.0,,,,,886.0,318.0
北投區,秀山里,,240.0,44.0,,,,,,,,,,,,,,,90.0,,2.0,,,,,,,,,,2.0,,,,,,,160.0,,,,,240.0,8.0,244.0,,,,268.0,,,,,,62.0,,168.0,,,,,,,,6.0,,,,,,,,,,146.0,,,,,,,,,2.0,,,,,,4.0,178.0,,,,,,108.0,,166.0,194.0,,,,268.0,502.0,,2.0,,,,,338.0,96.0
北投區,稻香里,,412.0,108.0,,,,,,,,,,,,,,,306.0,,6.0,,,,,,,,,,2.0,,,,,,,232.0,,,,,402.0,8.0,684.0,,,,432.0,,,,,,102.0,,416.0,,,,,,,,16.0,,,,,,,,,,136.0,,,,,,,,,2.0,,,,,,0.0,334.0,,,,,,170.0,,186.0,188.0,,,,370.0,556.0,,4.0,,,,,568.0,240.0
北投區,立賢里,,318.0,108.0,,,,,,,,,,,,,,,264.0,,12.0,,,,,,,,,,4.0,,,,,,,308.0,,,,,420.0,12.0,438.0,,,,272.0,,,,,,210.0,,370.0,,,,,,,,16.0,,,,,,,,,,116.0,,,,,,,,,2.0,,,,,,0.0,310.0,,,,,,244.0,,246.0,286.0,,,,546.0,464.0,,2.0,,,,,716.0,306.0
北投區,立農里,,574.0,164.0,,,,,,,,,,,,,,,494.0,,8.0,,,,,,,,,,6.0,,,,,,,724.0,,,,,790.0,20.0,618.0,,,,372.0,,,,,,300.0,,678.0,,,,,,,,44.0,,,,,,,,,,302.0,,,,,,,,,10.0,,,,,,0.0,520.0,,,,,,330.0,,444.0,284.0,,,,678.0,754.0,,2.0,,,,,1322.0,470.0
北投區,裕民里,,604.0,168.0,,,,,,,,,,,,,,,632.0,,10.0,,,,,,,,,,6.0,,,,,,,482.0,,,,,850.0,12.0,514.0,,,,372.0,,,,,,250.0,,746.0,,,,,,,,34.0,,,,,,,,,,198.0,,,,,,,,,0.0,,,,,,0.0,346.0,,,,,,244.0,,230.0,270.0,,,,678.0,300.0,,2.0,,,,,1036.0,332.0
北投區,豐年里,,216.0,60.0,,,,,,,,,,,,,,,194.0,,8.0,,,,,,,,,,4.0,,,,,,,310.0,,,,,324.0,8.0,346.0,,,,410.0,,,,,,126.0,,252.0,,,,,,,,2.0,,,,,,,,,,162.0,,,,,,,,,2.0,,,,,,2.0,314.0,,,,,,206.0,,176.0,224.0,,,,188.0,412.0,,0.0,,,,,494.0,224.0
北投區,長安里,,384.0,84.0,,,,,,,,,,,,,,,222.0,,4.0,,,,,,,,,,6.0,,,,,,,342.0,,,,,512.0,8.0,418.0,,,,672.0,,,,,,84.0,,494.0,,,,,,,,16.0,,,,,,,,,,292.0,,,,,,,,,4.0,,,,,,0.0,308.0,,,,,,210.0,,324.0,140.0,,,,412.0,372.0,,2.0,,,,,758.0,288.0
北投區,開明里,,558.0,188.0,,,,,,,,,,,,,,,358.0,,16.0,,,,,,,,,,12.0,,,,,,,390.0,,,,,568.0,16.0,476.0,,,,530.0,,,,,,168.0,,574.0,,,,,,,,26.0,,,,,,,,,,190.0,,,,,,,,,0.0,,,,,,2.0,448.0,,,,,,216.0,,320.0,218.0,,,,434.0,554.0,,4.0,,,,,732.0,306.0
北投區,關渡里,,590.0,216.0,,,,,,,,,,,,,,,542.0,,4.0,,,,,,,,,,16.0,,,,,,,576.0,,,,,870.0,34.0,804.0,,,,778.0,,,,,,210.0,,806.0,,,,,,,,38.0,,,,,,,,,,354.0,,,,,,,,,10.0,,,,,,2.0,762.0,,,,,,474.0,,628.0,620.0,,,,668.0,868.0,,4.0,,,,,1212.0,640.0
南港區,三重里,720.0,,,4.0,,220.0,,,,492.0,,,,,,,,,,,,,,,,,,,,,302.0,1354.0,492.0,,,,,,,,,,,,,,,,,,,,,,324.0,,,,,730.0,,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.0,828.0,118.0,,,,,,,,,,,,,,,,,
南港區,中南里,262.0,,,0.0,,66.0,,,,120.0,,,,,,,,,,,,,,,,,,,,,218.0,656.0,150.0,,,,,,,,,,,,,,,,,,,,,,188.0,,,,,200.0,,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.0,296.0,56.0,,,,,,,,,,,,,,,,,
南港區,中研里,926.0,,,6.0,,246.0,,,,436.0,,,,,,,,,,,,,,,,,,,,,720.0,2802.0,578.0,,,,,,,,,,,,,,,,,,,,,,378.0,,,,,748.0,,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.0,972.0,172.0,,,,,,,,,,,,,,,,,
南港區,九如里,404.0,,,4.0,,210.0,,,,224.0,,,,,,,,,,,,,,,,,,,,,256.0,1734.0,460.0,,,,,,,,,,,,,,,,,,,,,,244.0,,,,,764.0,,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.0,616.0,104.0,,,,,,,,,,,,,,,,,
南港區,仁福里,508.0,,,12.0,,212.0,,,,240.0,,,,,,,,,,,,,,,,,,,,,216.0,1334.0,366.0,,,,,,,,,,,,,,,,,,,,,,288.0,,,,,1076.0,,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.0,636.0,84.0,,,,,,,,,,,,,,,,,
南港區,南港里,486.0,,,2.0,,206.0,,,,300.0,,,,,,,,,,,,,,,,,,,,,356.0,1366.0,358.0,,,,,,,,,,,,,,,,,,,,,,352.0,,,,,542.0,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.0,628.0,100.0,,,,,,,,,,,,,,,,,
南港區,合成里,662.0,,,6.0,,122.0,,,,382.0,,,,,,,,,,,,,,,,,,,,,566.0,1700.0,540.0,,,,,,,,,,,,,,,,,,,,,,432.0,,,,,700.0,,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.0,544.0,88.0,,,,,,,,,,,,,,,,,
南港區,成福里,914.0,,,24.0,,364.0,,,,318.0,,,,,,,,,,,,,,,,,,,,,354.0,2326.0,734.0,,,,,,,,,,,,,,,,,,,,,,348.0,,,,,934.0,,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,664.0,128.0,,,,,,,,,,,,,,,,,
南港區,新光里,358.0,,,16.0,,180.0,,,,178.0,,,,,,,,,,,,,,,,,,,,,224.0,1116.0,298.0,,,,,,,,,,,,,,,,,,,,,,196.0,,,,,386.0,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,358.0,58.0,,,,,,,,,,,,,,,,,
南港區,新富里,416.0,,,4.0,,102.0,,,,200.0,,,,,,,,,,,,,,,,,,,,,178.0,1078.0,214.0,,,,,,,,,,,,,,,,,,,,,,186.0,,,,,260.0,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.0,412.0,44.0,,,,,,,,,,,,,,,,,
南港區,東新里,546.0,,,4.0,,128.0,,,,304.0,,,,,,,,,,,,,,,,,,,,,310.0,1536.0,454.0,,,,,,,,,,,,,,,,,,,,,,574.0,,,,,568.0,,534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.0,666.0,112.0,,,,,,,,,,,,,,,,,
南港區,東明里,460.0,,,14.0,,118.0,,,,240.0,,,,,,,,,,,,,,,,,,,,,234.0,1364.0,496.0,,,,,,,,,,,,,,,,,,,,,,316.0,,,,,656.0,,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.0,712.0,98.0,,,,,,,,,,,,,,,,,
