行政區別,村里別,何孟樺,侯漢廷,劉仕傑,劉榮之,劉耀仁,吳世正,吳崢,吳志剛,吳怡萱,吳欣岱,吳沛憶,吳蕚洋,呂增塔,張四維,張幸松,張志豪,張文潔,張斯綱,張榮法,張渝江,徐千淳,徐巧芯,徐弘庭,徐正文,徐立信,應曉薇,戴錫欽,曾獻瑩,曾琳詒,李光輝,李建昌,李彥秀,李明賢,李有宜,李柏毅,李菁琪,林世宗,林亮君,林元敏,林婕麗,林岳龍,林延鳳,林志穎,林杏兒,林柏勛,林泓泰,林珍羽,林瑞圖,林穎孟,柳采葳,梁文傑,楊寶楨,楊植斗,楊靜宇,江志銘,汪志冰,洪健益,洪士奇,洪婉臻,游淑慧,王世堅,王孝維,王欣儀,王郁揚,王閔生,王鴻薇,王麒傑,秦慧珠,簡舒培,耿葳,苗博雅,華珮君,葉林傳,蘇府庭,蘇恆,許家蓓,許淑華,詹晉鑒,詹為元,趙怡翔,連紹傑,邵維倫,郝淑薏,郭昭巖,郭智亭,郭榮先,鄭建炘,鄭淑娟,鄭穎隆,鍾佩玲,鍾小平,鍾沛君,闕枚莎,陳宥丞,陳志明,陳思宇,陳怡君,陳慈慧,陳政忠,陳樹霖,陳炳甫,陳聖文,陳賢蔚,陳重文,陳錦祥,項豪,顏若芳,高世俊,高揚凱,高毓安,黃瀞瑩,黃郁芬
中正區,新營里,,,,,626.0,,,914.0,1036.0,,914.0,,2.0,,,,,,128.0,,,,,,562.0,1022.0,,,52.0,,,,,394.0,,84.0,,,,,,,,,,,,,,,,,,,,,,,578.0,,,,,,,,4.0,,,,,,,,,,,,,,,234.0,,680.0,20.0,,,,,,1008.0,,,,,,,,,8.0,,,,,,,,,,,,
中正區,東門里,,,,,260.0,,,308.0,338.0,,382.0,,2.0,,,,,,74.0,,,,,,238.0,538.0,,,38.0,,,,,146.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,230.0,,,,,,,,32.0,,,,,,,,,,,,,,,122.0,,586.0,4.0,,,,,,300.0,,,,,,,,,0.0,,,,,,,,,,,,
中正區,板溪里,,,,,316.0,,,356.0,282.0,,352.0,,2.0,,,,,,54.0,,,,,,240.0,432.0,,,44.0,,,,,98.0,,48.0,,,,,,,,,,,,,,,,,,,,,,,312.0,,,,,,,,0.0,,,,,,,,,,,,,,,134.0,,326.0,10.0,,,,,,616.0,,,,,,,,,0.0,,,,,,,,,,,,
中正區,林興里,,,,,388.0,,,562.0,504.0,,508.0,,2.0,,,,,,102.0,,,,,,240.0,722.0,,,48.0,,,,,144.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,358.0,,,,,,,,6.0,,,,,,,,,,,,,,,120.0,,394.0,12.0,,,,,,690.0,,,,,,,,,2.0,,,,,,,,,,,,
中正區,梅花里,,,,,242.0,,,350.0,286.0,,392.0,,6.0,,,,,,24.0,,,,,,296.0,308.0,,,30.0,,,,,74.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,6.0,,,,,,,,,,,,,,,200.0,,190.0,4.0,,,,,,472.0,,,,,,,,,2.0,,,,,,,,,,,,
中正區,水源里,,,,,232.0,,,252.0,288.0,,332.0,,6.0,,,,,,44.0,,,,,,202.0,354.0,,,36.0,,,,,70.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,,,,2.0,,,,,,,,,,,,,,,166.0,,506.0,8.0,,,,,,242.0,,,,,,,,,0.0,,,,,,,,,,,,
中正區,永功里,,,,,534.0,,,546.0,442.0,,596.0,,2.0,,,,,,98.0,,,,,,608.0,530.0,,,44.0,,,,,206.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,658.0,,,,,,,,10.0,,,,,,,,,,,,,,,410.0,,1122.0,8.0,,,,,,368.0,,,,,,,,,2.0,,,,,,,,,,,,
中正區,永昌里,,,,,364.0,,,710.0,394.0,,444.0,,6.0,,,,,,136.0,,,,,,590.0,474.0,,,24.0,,,,,206.0,,48.0,,,,,,,,,,,,,,,,,,,,,,,498.0,,,,,,,,10.0,,,,,,,,,,,,,,,346.0,,496.0,6.0,,,,,,438.0,,,,,,,,,2.0,,,,,,,,,,,,
中正區,河堤里,,,,,288.0,,,420.0,360.0,,444.0,,2.0,,,,,,118.0,,,,,,338.0,498.0,,,68.0,,,,,234.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,486.0,,,,,,,,6.0,,,,,,,,,,,,,,,180.0,,824.0,8.0,,,,,,446.0,,,,,,,,,0.0,,,,,,,,,,,,
中正區,網溪里,,,,,496.0,,,508.0,548.0,,674.0,,2.0,,,,,,124.0,,,,,,422.0,802.0,,,60.0,,,,,388.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,10.0,,,,,,,,,,,,,,,190.0,,472.0,8.0,,,,,,806.0,,,,,,,,,2.0,,,,,,,,,,,,
中正區,螢圃里,,,,,430.0,,,534.0,518.0,,602.0,,0.0,,,,,,100.0,,,,,,530.0,1044.0,,,52.0,,,,,222.0,,88.0,,,,,,,,,,,,,,,,,,,,,,,494.0,,,,,,,,12.0,,,,,,,,,,,,,,,270.0,,404.0,10.0,,,,,,624.0,,,,,,,,,0.0,,,,,,,,,,,,
中正區,螢雪里,,,,,378.0,,,434.0,384.0,,400.0,,6.0,,,,,,70.0,,,,,,444.0,732.0,,,54.0,,,,,168.0,,48.0,,,,,,,,,,,,,,,,,,,,,,,396.0,,,,,,,,8.0,,,,,,,,,,,,,,,208.0,,418.0,10.0,,,,,,432.0,,,,,,,,,0.0,,,,,,,,,,,,
中正區,頂東里,,,,,460.0,,,1062.0,574.0,,766.0,,6.0,,,,,,104.0,,,,,,402.0,722.0,,,66.0,,,,,244.0,,84.0,,,,,,,,,,,,,,,,,,,,,,,592.0,,,,,,,,8.0,,,,,,,,,,,,,,,210.0,,432.0,12.0,,,,,,690.0,,,,,,,,,4.0,,,,,,,,,,,,
中正區,黎明里,,,,,198.0,,,302.0,286.0,,338.0,,0.0,,,,,,22.0,,,,,,358.0,440.0,,,38.0,,,,,48.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,8.0,,,,,,,,,,,,,,,66.0,,268.0,10.0,,,,,,302.0,,,,,,,,,2.0,,,,,,,,,,,,
中正區,龍光里,,,,,208.0,,,618.0,278.0,,332.0,,2.0,,,,,,42.0,,,,,,344.0,276.0,,,24.0,,,,,104.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,8.0,,,,,,,,,,,,,,,134.0,,264.0,2.0,,,,,,306.0,,,,,,,,,0.0,,,,,,,,,,,,
中正區,龍福里,,,,,372.0,,,572.0,448.0,,578.0,,4.0,,,,,,60.0,,,,,,426.0,520.0,,,42.0,,,,,206.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,432.0,,,,,,,,2.0,,,,,,,,,,,,,,,196.0,,386.0,8.0,,,,,,600.0,,,,,,,,,2.0,,,,,,,,,,,,
中正區,龍興里,,,,,332.0,,,456.0,306.0,,326.0,,0.0,,,,,,56.0,,,,,,416.0,262.0,,,38.0,,,,,112.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,334.0,,,,,,,,8.0,,,,,,,,,,,,,,,288.0,,350.0,4.0,,,,,,310.0,,,,,,,,,0.0,,,,,,,,,,,,
信義區,三張里,,,,,,,554.0,,,,,60.0,,,,,618.0,,,,,1218.0,,,,,548.0,,,,,,,,,,,,,,,,,,72.0,,,,,,,462.0,,,,,408.0,154.0,,,,,,,,1464.0,,624.0,,,,,,,,742.0,1286.0,,940.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,,
信義區,三犁里,,,,,,,326.0,,,,,30.0,,,,,282.0,,,,,636.0,,,,,474.0,,,,,,,,,,,,,,,,,,40.0,,,,,,,262.0,,,,,336.0,118.0,,,,,,,,654.0,,358.0,,,,,,,,416.0,736.0,,562.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
信義區,中坡里,,,,,,,270.0,,,,,32.0,,,,,754.0,,,,,482.0,,,,,382.0,,,,,,,,,,,,,,,,,,42.0,,,,,,,260.0,,,,,414.0,134.0,,,,,,,,408.0,,334.0,,,,,,,,418.0,352.0,,558.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
信義區,中興里,,,,,,,262.0,,,,,32.0,,,,,258.0,,,,,478.0,,,,,166.0,,,,,,,,,,,,,,,,,,32.0,,,,,,,204.0,,,,,134.0,36.0,,,,,,,,442.0,,340.0,,,,,,,,226.0,404.0,,240.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
信義區,中行里,,,,,,,594.0,,,,,56.0,,,,,1010.0,,,,,950.0,,,,,556.0,,,,,,,,,,,,,,,,,,62.0,,,,,,,480.0,,,,,934.0,258.0,,,,,,,,730.0,,642.0,,,,,,,,846.0,682.0,,456.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
信義區,五全里,,,,,,,388.0,,,,,46.0,,,,,476.0,,,,,544.0,,,,,484.0,,,,,,,,,,,,,,,,,,42.0,,,,,,,324.0,,,,,1062.0,64.0,,,,,,,,442.0,,332.0,,,,,,,,462.0,410.0,,258.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
信義區,五常里,,,,,,,276.0,,,,,6.0,,,,,350.0,,,,,468.0,,,,,244.0,,,,,,,,,,,,,,,,,,22.0,,,,,,,258.0,,,,,504.0,58.0,,,,,,,,368.0,,426.0,,,,,,,,324.0,266.0,,240.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
信義區,六合里,,,,,,,434.0,,,,,32.0,,,,,398.0,,,,,1078.0,,,,,346.0,,,,,,,,,,,,,,,,,,58.0,,,,,,,364.0,,,,,532.0,178.0,,,,,,,,1030.0,,538.0,,,,,,,,446.0,740.0,,800.0,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,
信義區,六藝里,,,,,,,262.0,,,,,40.0,,,,,284.0,,,,,450.0,,,,,240.0,,,,,,,,,,,,,,,,,,30.0,,,,,,,232.0,,,,,488.0,32.0,,,,,,,,308.0,,522.0,,,,,,,,370.0,428.0,,214.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
信義區,嘉興里,,,,,,,248.0,,,,,34.0,,,,,274.0,,,,,506.0,,,,,270.0,,,,,,,,,,,,,,,,,,20.0,,,,,,,202.0,,,,,182.0,42.0,,,,,,,,350.0,,248.0,,,,,,,,358.0,440.0,,274.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,
信義區,四維里,,,,,,,368.0,,,,,40.0,,,,,336.0,,,,,700.0,,,,,648.0,,,,,,,,,,,,,,,,,,50.0,,,,,,,340.0,,,,,632.0,92.0,,,,,,,,486.0,,508.0,,,,,,,,552.0,388.0,,442.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
信義區,四育里,,,,,,,472.0,,,,,28.0,,,,,696.0,,,,,612.0,,,,,416.0,,,,,,,,,,,,,,,,,,48.0,,,,,,,342.0,,,,,846.0,130.0,,,,,,,,594.0,,486.0,,,,,,,,668.0,508.0,,330.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
信義區,國業里,,,,,,,556.0,,,,,40.0,,,,,562.0,,,,,994.0,,,,,866.0,,,,,,,,,,,,,,,,,,62.0,,,,,,,464.0,,,,,790.0,176.0,,,,,,,,796.0,,532.0,,,,,,,,552.0,686.0,,502.0,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
信義區,大仁里,,,,,,,298.0,,,,,26.0,,,,,530.0,,,,,466.0,,,,,260.0,,,,,,,,,,,,,,,,,,48.0,,,,,,,256.0,,,,,398.0,130.0,,,,,,,,744.0,,306.0,,,,,,,,444.0,366.0,,284.0,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
信義區,大道里,,,,,,,464.0,,,,,46.0,,,,,682.0,,,,,778.0,,,,,686.0,,,,,,,,,,,,,,,,,,54.0,,,,,,,334.0,,,,,606.0,226.0,,,,,,,,674.0,,436.0,,,,,,,,570.0,640.0,,406.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
信義區,安康里,,,,,,,710.0,,,,,74.0,,,,,678.0,,,,,1380.0,,,,,1216.0,,,,,,,,,,,,,,,,,,94.0,,,,,,,686.0,,,,,646.0,180.0,,,,,,,,1196.0,,636.0,,,,,,,,830.0,1288.0,,710.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
信義區,富台里,,,,,,,328.0,,,,,18.0,,,,,268.0,,,,,572.0,,,,,1066.0,,,,,,,,,,,,,,,,,,42.0,,,,,,,230.0,,,,,316.0,76.0,,,,,,,,502.0,,334.0,,,,,,,,310.0,398.0,,280.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
信義區,廣居里,,,,,,,570.0,,,,,84.0,,,,,474.0,,,,,984.0,,,,,1612.0,,,,,,,,,,,,,,,,,,56.0,,,,,,,456.0,,,,,488.0,152.0,,,,,,,,684.0,,450.0,,,,,,,,634.0,808.0,,410.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
信義區,惠安里,,,,,,,452.0,,,,,32.0,,,,,418.0,,,,,846.0,,,,,284.0,,,,,,,,,,,,,,,,,,42.0,,,,,,,446.0,,,,,264.0,154.0,,,,,,,,762.0,,536.0,,,,,,,,528.0,804.0,,1208.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,
信義區,敦厚里,,,,,,,366.0,,,,,40.0,,,,,324.0,,,,,532.0,,,,,902.0,,,,,,,,,,,,,,,,,,60.0,,,,,,,314.0,,,,,534.0,72.0,,,,,,,,412.0,,352.0,,,,,,,,420.0,598.0,,316.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
信義區,新仁里,,,,,,,202.0,,,,,18.0,,,,,270.0,,,,,478.0,,,,,512.0,,,,,,,,,,,,,,,,,,38.0,,,,,,,162.0,,,,,104.0,22.0,,,,,,,,460.0,,336.0,,,,,,,,164.0,398.0,,200.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
信義區,景勤里,,,,,,,200.0,,,,,24.0,,,,,332.0,,,,,624.0,,,,,192.0,,,,,,,,,,,,,,,,,,36.0,,,,,,,184.0,,,,,146.0,60.0,,,,,,,,470.0,,320.0,,,,,,,,622.0,328.0,,334.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
信義區,景新里,,,,,,,332.0,,,,,26.0,,,,,346.0,,,,,696.0,,,,,316.0,,,,,,,,,,,,,,,,,,30.0,,,,,,,312.0,,,,,176.0,60.0,,,,,,,,882.0,,368.0,,,,,,,,520.0,630.0,,626.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
信義區,景聯里,,,,,,,350.0,,,,,46.0,,,,,278.0,,,,,580.0,,,,,192.0,,,,,,,,,,,,,,,,,,42.0,,,,,,,276.0,,,,,304.0,50.0,,,,,,,,648.0,,312.0,,,,,,,,644.0,402.0,,530.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
信義區,松光里,,,,,,,322.0,,,,,36.0,,,,,456.0,,,,,664.0,,,,,444.0,,,,,,,,,,,,,,,,,,32.0,,,,,,,268.0,,,,,498.0,110.0,,,,,,,,482.0,,364.0,,,,,,,,560.0,514.0,,374.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
信義區,松友里,,,,,,,490.0,,,,,22.0,,,,,690.0,,,,,744.0,,,,,552.0,,,,,,,,,,,,,,,,,,56.0,,,,,,,374.0,,,,,546.0,126.0,,,,,,,,702.0,,780.0,,,,,,,,472.0,740.0,,496.0,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
信義區,松隆里,,,,,,,118.0,,,,,26.0,,,,,310.0,,,,,204.0,,,,,246.0,,,,,,,,,,,,,,,,,,18.0,,,,,,,106.0,,,,,188.0,68.0,,,,,,,,234.0,,246.0,,,,,,,,190.0,184.0,,138.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
信義區,正和里,,,,,,,316.0,,,,,48.0,,,,,298.0,,,,,648.0,,,,,296.0,,,,,,,,,,,,,,,,,,32.0,,,,,,,308.0,,,,,164.0,86.0,,,,,,,,782.0,,494.0,,,,,,,,324.0,546.0,,488.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,
信義區,永吉里,,,,,,,214.0,,,,,24.0,,,,,276.0,,,,,390.0,,,,,194.0,,,,,,,,,,,,,,,,,,30.0,,,,,,,244.0,,,,,1224.0,64.0,,,,,,,,258.0,,260.0,,,,,,,,360.0,306.0,,166.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
信義區,永春里,,,,,,,398.0,,,,,48.0,,,,,632.0,,,,,740.0,,,,,420.0,,,,,,,,,,,,,,,,,,72.0,,,,,,,264.0,,,,,610.0,138.0,,,,,,,,430.0,,324.0,,,,,,,,524.0,450.0,,204.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
信義區,泰和里,,,,,,,550.0,,,,,50.0,,,,,666.0,,,,,886.0,,,,,378.0,,,,,,,,,,,,,,,,,,66.0,,,,,,,380.0,,,,,424.0,132.0,,,,,,,,716.0,,592.0,,,,,,,,648.0,1006.0,,1230.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
信義區,興隆里,,,,,,,180.0,,,,,18.0,,,,,192.0,,,,,432.0,,,,,182.0,,,,,,,,,,,,,,,,,,18.0,,,,,,,110.0,,,,,96.0,12.0,,,,,,,,418.0,,300.0,,,,,,,,162.0,280.0,,158.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
信義區,興雅里,,,,,,,436.0,,,,,54.0,,,,,380.0,,,,,740.0,,,,,398.0,,,,,,,,,,,,,,,,,,100.0,,,,,,,318.0,,,,,460.0,72.0,,,,,,,,614.0,,528.0,,,,,,,,482.0,538.0,,634.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
信義區,西村里,,,,,,,288.0,,,,,28.0,,,,,200.0,,,,,628.0,,,,,1532.0,,,,,,,,,,,,,,,,,,50.0,,,,,,,254.0,,,,,112.0,44.0,,,,,,,,724.0,,456.0,,,,,,,,188.0,404.0,,272.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
信義區,長春里,,,,,,,326.0,,,,,32.0,,,,,484.0,,,,,476.0,,,,,540.0,,,,,,,,,,,,,,,,,,34.0,,,,,,,204.0,,,,,440.0,110.0,,,,,,,,340.0,,314.0,,,,,,,,462.0,654.0,,234.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
信義區,雅祥里,,,,,,,384.0,,,,,32.0,,,,,554.0,,,,,662.0,,,,,442.0,,,,,,,,,,,,,,,,,,58.0,,,,,,,386.0,,,,,586.0,66.0,,,,,,,,482.0,,444.0,,,,,,,,490.0,582.0,,316.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
信義區,雙和里,,,,,,,498.0,,,,,46.0,,,,,544.0,,,,,936.0,,,,,298.0,,,,,,,,,,,,,,,,,,72.0,,,,,,,400.0,,,,,292.0,134.0,,,,,,,,1242.0,,784.0,,,,,,,,750.0,878.0,,856.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
信義區,黎安里,,,,,,,80.0,,,,,26.0,,,,,298.0,,,,,138.0,,,,,52.0,,,,,,,,,,,,,,,,,,18.0,,,,,,,72.0,,,,,98.0,12.0,,,,,,,,600.0,,230.0,,,,,,,,80.0,154.0,,150.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
信義區,黎平里,,,,,,,458.0,,,,,74.0,,,,,468.0,,,,,1250.0,,,,,304.0,,,,,,,,,,,,,,,,,,46.0,,,,,,,410.0,,,,,560.0,56.0,,,,,,,,992.0,,598.0,,,,,,,,478.0,752.0,,818.0,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,
信義區,黎忠里,,,,,,,248.0,,,,,46.0,,,,,454.0,,,,,772.0,,,,,220.0,,,,,,,,,,,,,,,,,,36.0,,,,,,,308.0,,,,,476.0,100.0,,,,,,,,776.0,,462.0,,,,,,,,388.0,498.0,,474.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
信義區,黎順里,,,,,,,284.0,,,,,20.0,,,,,320.0,,,,,606.0,,,,,258.0,,,,,,,,,,,,,,,,,,32.0,,,,,,,290.0,,,,,244.0,44.0,,,,,,,,498.0,,438.0,,,,,,,,292.0,462.0,,390.0,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
內湖區,五分里,1002.0,,,4.0,,844.0,,,,472.0,,,,,,,,,,,,,,,,,,,,,494.0,1644.0,846.0,,,,,,,,,,,,,,,,,,,,,,558.0,,,,,1040.0,,762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.0,1500.0,286.0,,,,,,,,,,,,,,,,,
內湖區,內湖里,552.0,,,12.0,,344.0,,,,274.0,,,,,,,,,,,,,,,,,,,,,620.0,1052.0,1126.0,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,846.0,,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0,994.0,86.0,,,,,,,,,,,,,,,,,
內湖區,內溝里,462.0,,,2.0,,668.0,,,,224.0,,,,,,,,,,,,,,,,,,,,,278.0,720.0,334.0,,,,,,,,,,,,,,,,,,,,,,244.0,,,,,490.0,,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,920.0,104.0,,,,,,,,,,,,,,,,,
內湖區,南湖里,574.0,,,8.0,,590.0,,,,376.0,,,,,,,,,,,,,,,,,,,,,276.0,1000.0,472.0,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,698.0,,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0,870.0,112.0,,,,,,,,,,,,,,,,,
內湖區,大湖里,574.0,,,4.0,,270.0,,,,352.0,,,,,,,,,,,,,,,,,,,,,706.0,1012.0,662.0,,,,,,,,,,,,,,,,,,,,,,148.0,,,,,594.0,,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,814.0,92.0,,,,,,,,,,,,,,,,,
內湖區,安泰里,484.0,,,2.0,,876.0,,,,228.0,,,,,,,,,,,,,,,,,,,,,226.0,692.0,642.0,,,,,,,,,,,,,,,,,,,,,,264.0,,,,,534.0,,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0,768.0,112.0,,,,,,,,,,,,,,,,,
內湖區,安湖里,724.0,,,10.0,,832.0,,,,414.0,,,,,,,,,,,,,,,,,,,,,412.0,1054.0,648.0,,,,,,,,,,,,,,,,,,,,,,372.0,,,,,876.0,,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.0,1074.0,222.0,,,,,,,,,,,,,,,,,
內湖區,寶湖里,896.0,,,6.0,,418.0,,,,650.0,,,,,,,,,,,,,,,,,,,,,478.0,1602.0,1048.0,,,,,,,,,,,,,,,,,,,,,,480.0,,,,,1586.0,,524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.0,1336.0,180.0,,,,,,,,,,,,,,,,,
內湖區,康寧里,890.0,,,6.0,,850.0,,,,500.0,,,,,,,,,,,,,,,,,,,,,460.0,1336.0,866.0,,,,,,,,,,,,,,,,,,,,,,284.0,,,,,1080.0,,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.0,1166.0,190.0,,,,,,,,,,,,,,,,,
內湖區,明湖里,612.0,,,8.0,,540.0,,,,298.0,,,,,,,,,,,,,,,,,,,,,282.0,822.0,506.0,,,,,,,,,,,,,,,,,,,,,,278.0,,,,,512.0,,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,782.0,140.0,,,,,,,,,,,,,,,,,
內湖區,東湖里,934.0,,,10.0,,1062.0,,,,406.0,,,,,,,,,,,,,,,,,,,,,570.0,1050.0,686.0,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,798.0,,556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0,1208.0,250.0,,,,,,,,,,,,,,,,,
內湖區,樂康里,852.0,,,2.0,,1000.0,,,,366.0,,,,,,,,,,,,,,,,,,,,,430.0,1140.0,644.0,,,,,,,,,,,,,,,,,,,,,,494.0,,,,,692.0,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0,1088.0,230.0,,,,,,,,,,,,,,,,,
內湖區,清白里,880.0,,,8.0,,490.0,,,,516.0,,,,,,,,,,,,,,,,,,,,,518.0,1232.0,832.0,,,,,,,,,,,,,,,,,,,,,,312.0,,,,,1258.0,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.0,1980.0,110.0,,,,,,,,,,,,,,,,,
內湖區,港墘里,664.0,,,8.0,,356.0,,,,400.0,,,,,,,,,,,,,,,,,,,,,408.0,1116.0,736.0,,,,,,,,,,,,,,,,,,,,,,276.0,,,,,774.0,,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0,880.0,178.0,,,,,,,,,,,,,,,,,
內湖區,港富里,1200.0,,,6.0,,578.0,,,,508.0,,,,,,,,,,,,,,,,,,,,,654.0,1536.0,1140.0,,,,,,,,,,,,,,,,,,,,,,518.0,,,,,960.0,,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.0,1380.0,226.0,,,,,,,,,,,,,,,,,
內湖區,港華里,930.0,,,4.0,,434.0,,,,512.0,,,,,,,,,,,,,,,,,,,,,458.0,1584.0,1538.0,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,970.0,,914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.0,1438.0,190.0,,,,,,,,,,,,,,,,,
內湖區,港都里,646.0,,,4.0,,304.0,,,,300.0,,,,,,,,,,,,,,,,,,,,,304.0,936.0,780.0,,,,,,,,,,,,,,,,,,,,,,224.0,,,,,530.0,,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.0,816.0,100.0,,,,,,,,,,,,,,,,,
內湖區,湖元里,514.0,,,16.0,,248.0,,,,352.0,,,,,,,,,,,,,,,,,,,,,340.0,986.0,610.0,,,,,,,,,,,,,,,,,,,,,,670.0,,,,,648.0,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.0,782.0,110.0,,,,,,,,,,,,,,,,,
內湖區,湖濱里,790.0,,,8.0,,658.0,,,,408.0,,,,,,,,,,,,,,,,,,,,,482.0,1486.0,1284.0,,,,,,,,,,,,,,,,,,,,,,332.0,,,,,1272.0,,588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0,1382.0,152.0,,,,,,,,,,,,,,,,,
內湖區,湖興里,600.0,,,16.0,,318.0,,,,458.0,,,,,,,,,,,,,,,,,,,,,438.0,1256.0,880.0,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,816.0,,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,1132.0,132.0,,,,,,,,,,,,,,,,,
