行政區別,村里別,伍大辰,侯漢廷,劉仕傑,劉耀仁,吳世正,吳崢,吳志剛,吳曉東,吳沛憶,周威佑,周柏雅,張凱鈞,張斯綱,張東隆,張榮法,張秀葉,張茂楠,徐世勲,徐巧芯,徐弘庭,徐書慧,徐立信,應曉薇,戴錫欽,曾勁元,李克焜,李建昌,李志恒,李慶元,李慶鋒,李明賢,李柏毅,李美津,李茂榮,杜彩菊,林世宗,林亭君,林亮君,林國成,林婕麗,林明正,林杏兒,林柏勛,林瑞圖,林穎孟,林逸萍,梁文傑,楊仟慧,楊時睿,楊靜宇,歐陽龍,江志銘,汪志冰,洪健益,洪士奇,游淑慧,游藝,潘懷宗,潘翰疆,王世堅,王奕凱,王威中,王孝維,王振鴻,王映心,王欣儀,王正德,王浩,王致雅,王芝安,王閔生,王鴻芸,王鴻薇,秦慧珠,簡舒培,羅智強,耿葳,苗博雅,葉智遠,葉林傳,葉海瑞,蔡宜珊,蕭新晟,蕭瑞麟,蕭筱臻,蕭赫麟,蘇恆,許家蓓,許淑華,許菡芸,謝維洲,趙家蓉,邱威傑,郭昭巖,鄭建炘,鍾佩玲,鍾小平,鍾沛君,闕枚莎,阮昭雄,陳又新,陳婕瑄,陳建銘,陳彥伯,陳怡君,陳慈慧,陳政忠,陳永德,陳炳甫,陳義洲,陳賢蔚,陳重文,陳錦祥,顏聖冠,顏若芳,高嘉瑜,黃德北,黃珊珊,黃郁芬,黃麗香,龔偉綸
內湖區,週美里,,,,,224.0,,,46.0,,,,,,,,,,,,,,,,,,,532.0,,,,1032.0,,,,,,,,,,,,,,,,,,,,,870.0,,,,688.0,,,,,,,554.0,,,,,,,,,,,,,,,,,,,,256.0,,50.0,,,,,,,240.0,,,,,,,880.0,,176.0,,,,,,,,,654.0,,,,,,1674.0,,966.0,,,
內湖區,金湖里,,,,,890.0,,,58.0,,,,,,,,,,,,,,,,,,,548.0,,,,838.0,,,,,,,,,,,,,,,,,,,,,394.0,,,,1184.0,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,392.0,,56.0,,,,,,,310.0,,,,,,,768.0,,182.0,,,,,,,,,608.0,,,,,,1758.0,,1400.0,,,
內湖區,金瑞里,,,,,590.0,,,26.0,,,,,,,,,,,,,,,,,,,530.0,,,,676.0,,,,,,,,,,,,,,,,,,,,,386.0,,,,622.0,,,,,,,710.0,,,,,,,,,,,,,,,,,,,,368.0,,28.0,,,,,,,154.0,,,,,,,370.0,,138.0,,,,,,,,,792.0,,,,,,1096.0,,942.0,,,
內湖區,金龍里,,,,,430.0,,,24.0,,,,,,,,,,,,,,,,,,,482.0,,,,578.0,,,,,,,,,,,,,,,,,,,,,308.0,,,,566.0,,,,,,,514.0,,,,,,,,,,,,,,,,,,,,278.0,,20.0,,,,,,,130.0,,,,,,,342.0,,134.0,,,,,,,,,478.0,,,,,,818.0,,728.0,,,
內湖區,麗山里,,,,,304.0,,,68.0,,,,,,,,,,,,,,,,,,,416.0,,,,536.0,,,,,,,,,,,,,,,,,,,,,416.0,,,,498.0,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,312.0,,50.0,,,,,,,136.0,,,,,,,426.0,,204.0,,,,,,,,,610.0,,,,,,1076.0,,780.0,,,
北投區,一德里,,290.0,106.0,,,,,,,,,,458.0,,,,,,,,96.0,,,,,,,,,,,,128.0,,,422.0,,,,,,338.0,,892.0,,,,,,218.0,,,470.0,,,,,430.0,,,174.0,220.0,,,52.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,264.0,,,,,820.0,,,,,,,252.0,,,416.0,378.0,,,,368.0,450.0,,,,,,,484.0,,
北投區,中和里,,386.0,66.0,,,,,,,,,,326.0,,,,,,,,62.0,,,,,,,,,,,,120.0,,,258.0,,,,,,218.0,,1048.0,,,,,,176.0,,,376.0,,,,,238.0,,,116.0,168.0,,,32.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,178.0,,,,,298.0,,,,,,,158.0,,,180.0,146.0,,,,260.0,290.0,,,,,,,236.0,,
北投區,中央里,,418.0,160.0,,,,,,,,,,462.0,,,,,,,,104.0,,,,,,,,,,,,144.0,,,588.0,,,,,,410.0,,798.0,,,,,,392.0,,,502.0,,,,,450.0,,,204.0,298.0,,,62.0,,,,,26.0,,,,,,,,,,,,,,,,,,,,,306.0,,,,,604.0,,,,,,,318.0,,,528.0,418.0,,,,480.0,966.0,,,,,,,330.0,,
北投區,中庸里,,228.0,76.0,,,,,,,,,,242.0,,,,,,,,50.0,,,,,,,,,,,,148.0,,,282.0,,,,,,166.0,,706.0,,,,,,202.0,,,218.0,,,,,220.0,,,84.0,174.0,,,46.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,158.0,,,,,344.0,,,,,,,308.0,,,212.0,152.0,,,,240.0,360.0,,,,,,,230.0,,
北投區,中心里,,472.0,216.0,,,,,,,,,,464.0,,,,,,,,110.0,,,,,,,,,,,,222.0,,,394.0,,,,,,334.0,,702.0,,,,,,258.0,,,428.0,,,,,372.0,,,208.0,274.0,,,70.0,,,,,26.0,,,,,,,,,,,,,,,,,,,,,274.0,,,,,346.0,,,,,,,186.0,,,248.0,164.0,,,,296.0,500.0,,,,,,,396.0,,
北投區,八仙里,,346.0,66.0,,,,,,,,,,332.0,,,,,,,,78.0,,,,,,,,,,,,80.0,,,390.0,,,,,,262.0,,480.0,,,,,,206.0,,,334.0,,,,,372.0,,,128.0,190.0,,,68.0,,,,,18.0,,,,,,,,,,,,,,,,,,,,,216.0,,,,,318.0,,,,,,,212.0,,,472.0,314.0,,,,280.0,478.0,,,,,,,276.0,,
北投區,吉利里,,444.0,114.0,,,,,,,,,,566.0,,,,,,,,74.0,,,,,,,,,,,,250.0,,,342.0,,,,,,376.0,,388.0,,,,,,396.0,,,632.0,,,,,476.0,,,168.0,288.0,,,58.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,208.0,,,,,336.0,,,,,,,268.0,,,216.0,272.0,,,,360.0,804.0,,,,,,,354.0,,
北投區,吉慶里,,290.0,70.0,,,,,,,,,,362.0,,,,,,,,94.0,,,,,,,,,,,,130.0,,,272.0,,,,,,226.0,,350.0,,,,,,212.0,,,384.0,,,,,278.0,,,152.0,214.0,,,58.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,234.0,,,,,240.0,,,,,,,174.0,,,192.0,244.0,,,,664.0,314.0,,,,,,,324.0,,
北投區,大同里,,282.0,78.0,,,,,,,,,,298.0,,,,,,,,42.0,,,,,,,,,,,,106.0,,,362.0,,,,,,204.0,,806.0,,,,,,182.0,,,362.0,,,,,304.0,,,156.0,266.0,,,50.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,240.0,,,,,394.0,,,,,,,238.0,,,290.0,152.0,,,,332.0,604.0,,,,,,,336.0,,
北投區,大屯里,,40.0,8.0,,,,,,,,,,40.0,,,,,,,,8.0,,,,,,,,,,,,14.0,,,234.0,,,,,,52.0,,150.0,,,,,,34.0,,,46.0,,,,,48.0,,,22.0,28.0,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,68.0,,,,,220.0,,,,,,,60.0,,,138.0,62.0,,,,62.0,68.0,,,,,,,56.0,,
北投區,奇岩里,,610.0,160.0,,,,,,,,,,602.0,,,,,,,,98.0,,,,,,,,,,,,162.0,,,700.0,,,,,,672.0,,816.0,,,,,,372.0,,,870.0,,,,,528.0,,,386.0,438.0,,,72.0,,,,,46.0,,,,,,,,,,,,,,,,,,,,,396.0,,,,,492.0,,,,,,,350.0,,,396.0,226.0,,,,504.0,1426.0,,,,,,,560.0,,
北投區,尊賢里,,218.0,54.0,,,,,,,,,,348.0,,,,,,,,80.0,,,,,,,,,,,,140.0,,,310.0,,,,,,236.0,,318.0,,,,,,198.0,,,314.0,,,,,296.0,,,116.0,208.0,,,70.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,252.0,,,,,246.0,,,,,,,146.0,,,218.0,192.0,,,,380.0,420.0,,,,,,,244.0,,
北投區,建民里,,214.0,40.0,,,,,,,,,,262.0,,,,,,,,90.0,,,,,,,,,,,,64.0,,,278.0,,,,,,194.0,,670.0,,,,,,184.0,,,610.0,,,,,252.0,,,80.0,252.0,,,34.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,256.0,,,,,250.0,,,,,,,228.0,,,176.0,154.0,,,,284.0,158.0,,,,,,,222.0,,
北投區,振華里,,518.0,194.0,,,,,,,,,,736.0,,,,,,,,114.0,,,,,,,,,,,,216.0,,,312.0,,,,,,434.0,,528.0,,,,,,344.0,,,758.0,,,,,598.0,,,190.0,412.0,,,76.0,,,,,32.0,,,,,,,,,,,,,,,,,,,,,430.0,,,,,376.0,,,,,,,254.0,,,218.0,336.0,,,,374.0,342.0,,,,,,,462.0,,
北投區,文化里,,476.0,38.0,,,,,,,,,,396.0,,,,,,,,54.0,,,,,,,,,,,,130.0,,,108.0,,,,,,284.0,,346.0,,,,,,144.0,,,528.0,,,,,334.0,,,74.0,128.0,,,28.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,142.0,,,,,210.0,,,,,,,104.0,,,86.0,228.0,,,,124.0,632.0,,,,,,,190.0,,
北投區,文林里,,244.0,78.0,,,,,,,,,,340.0,,,,,,,,60.0,,,,,,,,,,,,108.0,,,568.0,,,,,,252.0,,364.0,,,,,,134.0,,,406.0,,,,,266.0,,,120.0,162.0,,,34.0,,,,,32.0,,,,,,,,,,,,,,,,,,,,,196.0,,,,,224.0,,,,,,,108.0,,,176.0,224.0,,,,354.0,120.0,,,,,,,294.0,,
北投區,智仁里,,422.0,74.0,,,,,,,,,,412.0,,,,,,,,58.0,,,,,,,,,,,,156.0,,,292.0,,,,,,350.0,,654.0,,,,,,184.0,,,436.0,,,,,318.0,,,144.0,196.0,,,60.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,196.0,,,,,366.0,,,,,,,244.0,,,246.0,344.0,,,,290.0,474.0,,,,,,,270.0,,
北投區,東華里,,312.0,48.0,,,,,,,,,,378.0,,,,,,,,82.0,,,,,,,,,,,,138.0,,,228.0,,,,,,222.0,,338.0,,,,,,206.0,,,436.0,,,,,300.0,,,120.0,178.0,,,62.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,182.0,,,,,188.0,,,,,,,174.0,,,206.0,198.0,,,,190.0,682.0,,,,,,,260.0,,
北投區,林泉里,,240.0,60.0,,,,,,,,,,236.0,,,,,,,,38.0,,,,,,,,,,,,78.0,,,146.0,,,,,,178.0,,288.0,,,,,,94.0,,,206.0,,,,,200.0,,,92.0,104.0,,,40.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,114.0,,,,,146.0,,,,,,,76.0,,,126.0,150.0,,,,150.0,240.0,,,,,,,160.0,,
北投區,桃源里,,280.0,80.0,,,,,,,,,,262.0,,,,,,,,94.0,,,,,,,,,,,,88.0,,,348.0,,,,,,610.0,,808.0,,,,,,196.0,,,306.0,,,,,370.0,,,174.0,222.0,,,54.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,238.0,,,,,676.0,,,,,,,158.0,,,372.0,212.0,,,,278.0,546.0,,,,,,,378.0,,
北投區,榮光里,,360.0,94.0,,,,,,,,,,524.0,,,,,,,,94.0,,,,,,,,,,,,174.0,,,438.0,,,,,,536.0,,544.0,,,,,,310.0,,,624.0,,,,,434.0,,,204.0,300.0,,,76.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,302.0,,,,,386.0,,,,,,,260.0,,,300.0,436.0,,,,464.0,390.0,,,,,,,340.0,,
北投區,榮華里,,546.0,186.0,,,,,,,,,,790.0,,,,,,,,130.0,,,,,,,,,,,,200.0,,,274.0,,,,,,336.0,,450.0,,,,,,544.0,,,730.0,,,,,624.0,,,190.0,406.0,,,72.0,,,,,28.0,,,,,,,,,,,,,,,,,,,,,370.0,,,,,392.0,,,,,,,228.0,,,210.0,232.0,,,,416.0,252.0,,,,,,,500.0,,
北投區,永和里,,712.0,120.0,,,,,,,,,,828.0,,,,,,,,94.0,,,,,,,,,,,,202.0,,,582.0,,,,,,420.0,,498.0,,,,,,778.0,,,706.0,,,,,682.0,,,228.0,462.0,,,94.0,,,,,26.0,,,,,,,,,,,,,,,,,,,,,436.0,,,,,458.0,,,,,,,336.0,,,268.0,460.0,,,,498.0,366.0,,,,,,,544.0,,
北投區,永明里,,354.0,94.0,,,,,,,,,,486.0,,,,,,,,62.0,,,,,,,,,,,,78.0,,,246.0,,,,,,250.0,,386.0,,,,,,206.0,,,448.0,,,,,394.0,,,122.0,228.0,,,52.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,232.0,,,,,202.0,,,,,,,174.0,,,174.0,278.0,,,,302.0,296.0,,,,,,,274.0,,
北投區,永欣里,,758.0,130.0,,,,,,,,,,832.0,,,,,,,,106.0,,,,,,,,,,,,176.0,,,286.0,,,,,,264.0,,298.0,,,,,,694.0,,,774.0,,,,,752.0,,,252.0,344.0,,,76.0,,,,,36.0,,,,,,,,,,,,,,,,,,,,,280.0,,,,,304.0,,,,,,,228.0,,,156.0,202.0,,,,376.0,260.0,,,,,,,488.0,,
北投區,泉源里,,98.0,22.0,,,,,,,,,,86.0,,,,,,,,22.0,,,,,,,,,,,,40.0,,,110.0,,,,,,90.0,,572.0,,,,,,50.0,,,88.0,,,,,98.0,,,46.0,96.0,,,20.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,64.0,,,,,346.0,,,,,,,116.0,,,138.0,88.0,,,,148.0,172.0,,,,,,,112.0,,
北投區,洲美里,,26.0,14.0,,,,,,,,,,40.0,,,,,,,,16.0,,,,,,,,,,,,16.0,,,698.0,,,,,,16.0,,896.0,,,,,,36.0,,,28.0,,,,,46.0,,,28.0,54.0,,,18.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,66.0,,,,,42.0,,,,,,,64.0,,,62.0,100.0,,,,88.0,30.0,,,,,,,42.0,,
北投區,清江里,,382.0,118.0,,,,,,,,,,330.0,,,,,,,,90.0,,,,,,,,,,,,144.0,,,574.0,,,,,,414.0,,854.0,,,,,,314.0,,,452.0,,,,,498.0,,,216.0,336.0,,,62.0,,,,,32.0,,,,,,,,,,,,,,,,,,,,,342.0,,,,,502.0,,,,,,,276.0,,,536.0,256.0,,,,414.0,1836.0,,,,,,,348.0,,
北投區,湖山里,,98.0,12.0,,,,,,,,,,132.0,,,,,,,,26.0,,,,,,,,,,,,56.0,,,102.0,,,,,,48.0,,202.0,,,,,,40.0,,,102.0,,,,,114.0,,,8.0,68.0,,,20.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,68.0,,,,,234.0,,,,,,,40.0,,,140.0,106.0,,,,58.0,108.0,,,,,,,66.0,,
北投區,湖田里,,24.0,8.0,,,,,,,,,,44.0,,,,,,,,8.0,,,,,,,,,,,,4.0,,,40.0,,,,,,30.0,,196.0,,,,,,20.0,,,30.0,,,,,72.0,,,12.0,22.0,,,18.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,42.0,,,,,182.0,,,,,,,74.0,,,38.0,96.0,,,,40.0,74.0,,,,,,,28.0,,
北投區,溫泉里,,418.0,104.0,,,,,,,,,,366.0,,,,,,,,68.0,,,,,,,,,,,,166.0,,,378.0,,,,,,450.0,,634.0,,,,,,238.0,,,414.0,,,,,414.0,,,254.0,290.0,,,62.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,276.0,,,,,424.0,,,,,,,328.0,,,382.0,262.0,,,,386.0,702.0,,,,,,,326.0,,
北投區,石牌里,,258.0,84.0,,,,,,,,,,394.0,,,,,,,,76.0,,,,,,,,,,,,116.0,,,516.0,,,,,,318.0,,436.0,,,,,,302.0,,,390.0,,,,,398.0,,,124.0,246.0,,,42.0,,,,,32.0,,,,,,,,,,,,,,,,,,,,,264.0,,,,,408.0,,,,,,,222.0,,,216.0,248.0,,,,300.0,220.0,,,,,,,324.0,,
北投區,福興里,,360.0,72.0,,,,,,,,,,502.0,,,,,,,,88.0,,,,,,,,,,,,218.0,,,856.0,,,,,,478.0,,570.0,,,,,,326.0,,,596.0,,,,,442.0,,,162.0,262.0,,,64.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,250.0,,,,,332.0,,,,,,,202.0,,,288.0,474.0,,,,366.0,308.0,,,,,,,332.0,,
北投區,秀山里,,216.0,24.0,,,,,,,,,,180.0,,,,,,,,28.0,,,,,,,,,,,,40.0,,,190.0,,,,,,182.0,,510.0,,,,,,74.0,,,236.0,,,,,192.0,,,60.0,106.0,,,34.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,118.0,,,,,164.0,,,,,,,146.0,,,116.0,254.0,,,,188.0,482.0,,,,,,,116.0,,
北投區,稻香里,,374.0,86.0,,,,,,,,,,348.0,,,,,,,,44.0,,,,,,,,,,,,90.0,,,268.0,,,,,,398.0,,614.0,,,,,,152.0,,,572.0,,,,,252.0,,,116.0,204.0,,,38.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,134.0,,,,,306.0,,,,,,,166.0,,,212.0,194.0,,,,250.0,718.0,,,,,,,292.0,,
北投區,立賢里,,284.0,92.0,,,,,,,,,,412.0,,,,,,,,70.0,,,,,,,,,,,,148.0,,,360.0,,,,,,270.0,,306.0,,,,,,272.0,,,326.0,,,,,354.0,,,174.0,194.0,,,42.0,,,,,32.0,,,,,,,,,,,,,,,,,,,,,198.0,,,,,298.0,,,,,,,238.0,,,236.0,266.0,,,,418.0,372.0,,,,,,,300.0,,
北投區,立農里,,546.0,96.0,,,,,,,,,,618.0,,,,,,,,124.0,,,,,,,,,,,,264.0,,,824.0,,,,,,440.0,,538.0,,,,,,328.0,,,594.0,,,,,612.0,,,228.0,360.0,,,80.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,370.0,,,,,510.0,,,,,,,278.0,,,364.0,340.0,,,,500.0,788.0,,,,,,,524.0,,
北投區,裕民里,,432.0,168.0,,,,,,,,,,762.0,,,,,,,,114.0,,,,,,,,,,,,166.0,,,414.0,,,,,,394.0,,528.0,,,,,,446.0,,,730.0,,,,,582.0,,,200.0,332.0,,,50.0,,,,,36.0,,,,,,,,,,,,,,,,,,,,,378.0,,,,,426.0,,,,,,,260.0,,,222.0,292.0,,,,508.0,350.0,,,,,,,442.0,,
北投區,豐年里,,212.0,70.0,,,,,,,,,,234.0,,,,,,,,46.0,,,,,,,,,,,,98.0,,,342.0,,,,,,260.0,,718.0,,,,,,132.0,,,236.0,,,,,258.0,,,80.0,148.0,,,60.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,204.0,,,,,460.0,,,,,,,144.0,,,208.0,278.0,,,,170.0,502.0,,,,,,,240.0,,
北投區,長安里,,284.0,108.0,,,,,,,,,,344.0,,,,,,,,68.0,,,,,,,,,,,,104.0,,,322.0,,,,,,254.0,,1274.0,,,,,,142.0,,,336.0,,,,,304.0,,,224.0,208.0,,,46.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,250.0,,,,,292.0,,,,,,,222.0,,,298.0,162.0,,,,302.0,408.0,,,,,,,274.0,,
北投區,開明里,,542.0,100.0,,,,,,,,,,502.0,,,,,,,,68.0,,,,,,,,,,,,218.0,,,504.0,,,,,,366.0,,796.0,,,,,,306.0,,,486.0,,,,,450.0,,,126.0,172.0,,,56.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,226.0,,,,,414.0,,,,,,,256.0,,,356.0,296.0,,,,262.0,594.0,,,,,,,296.0,,
北投區,關渡里,,668.0,122.0,,,,,,,,,,782.0,,,,,,,,136.0,,,,,,,,,,,,226.0,,,632.0,,,,,,726.0,,1264.0,,,,,,360.0,,,866.0,,,,,744.0,,,182.0,394.0,,,94.0,,,,,58.0,,,,,,,,,,,,,,,,,,,,,446.0,,,,,842.0,,,,,,,398.0,,,822.0,572.0,,,,518.0,694.0,,,,,,,690.0,,
南港區,三重里,,,,,248.0,,,42.0,,,,,,,,,,,,,,,,,,,334.0,,,,614.0,,,,,,,,,,,,,,,,,,,,,380.0,,,,748.0,,,,,,,310.0,,,,,,,,,,,,,,,,,,,,322.0,,44.0,,,,,,,176.0,,,,,,,1970.0,,152.0,,,,,,,,,110.0,,,,,,1244.0,,796.0,,,
南港區,中南里,,,,,112.0,,,18.0,,,,,,,,,,,,,,,,,,,268.0,,,,250.0,,,,,,,,,,,,,,,,,,,,,206.0,,,,190.0,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,112.0,,10.0,,,,,,,54.0,,,,,,,1566.0,,78.0,,,,,,,,,56.0,,,,,,502.0,,308.0,,,
南港區,中研里,,,,,286.0,,,66.0,,,,,,,,,,,,,,,,,,,788.0,,,,862.0,,,,,,,,,,,,,,,,,,,,,490.0,,,,1218.0,,,,,,,536.0,,,,,,,,,,,,,,,,,,,,542.0,,78.0,,,,,,,248.0,,,,,,,2176.0,,282.0,,,,,,,,,198.0,,,,,,1638.0,,1090.0,,,
南港區,九如里,,,,,224.0,,,30.0,,,,,,,,,,,,,,,,,,,288.0,,,,722.0,,,,,,,,,,,,,,,,,,,,,352.0,,,,752.0,,,,,,,428.0,,,,,,,,,,,,,,,,,,,,226.0,,40.0,,,,,,,820.0,,,,,,,1718.0,,176.0,,,,,,,,,186.0,,,,,,844.0,,696.0,,,
南港區,仁福里,,,,,396.0,,,24.0,,,,,,,,,,,,,,,,,,,266.0,,,,576.0,,,,,,,,,,,,,,,,,,,,,418.0,,,,810.0,,,,,,,226.0,,,,,,,,,,,,,,,,,,,,200.0,,36.0,,,,,,,276.0,,,,,,,1472.0,,92.0,,,,,,,,,48.0,,,,,,814.0,,712.0,,,
南港區,南港里,,,,,330.0,,,22.0,,,,,,,,,,,,,,,,,,,342.0,,,,474.0,,,,,,,,,,,,,,,,,,,,,450.0,,,,590.0,,,,,,,366.0,,,,,,,,,,,,,,,,,,,,186.0,,50.0,,,,,,,156.0,,,,,,,1668.0,,146.0,,,,,,,,,188.0,,,,,,1112.0,,716.0,,,
南港區,合成里,,,,,230.0,,,20.0,,,,,,,,,,,,,,,,,,,640.0,,,,1048.0,,,,,,,,,,,,,,,,,,,,,698.0,,,,722.0,,,,,,,456.0,,,,,,,,,,,,,,,,,,,,214.0,,52.0,,,,,,,208.0,,,,,,,1162.0,,226.0,,,,,,,,,138.0,,,,,,1398.0,,804.0,,,
南港區,成福里,,,,,436.0,,,42.0,,,,,,,,,,,,,,,,,,,470.0,,,,1336.0,,,,,,,,,,,,,,,,,,,,,510.0,,,,900.0,,,,,,,474.0,,,,,,,,,,,,,,,,,,,,332.0,,60.0,,,,,,,358.0,,,,,,,1402.0,,172.0,,,,,,,,,94.0,,,,,,1298.0,,974.0,,,
南港區,新光里,,,,,238.0,,,26.0,,,,,,,,,,,,,,,,,,,246.0,,,,486.0,,,,,,,,,,,,,,,,,,,,,312.0,,,,426.0,,,,,,,230.0,,,,,,,,,,,,,,,,,,,,162.0,,28.0,,,,,,,144.0,,,,,,,896.0,,98.0,,,,,,,,,54.0,,,,,,622.0,,450.0,,,
南港區,新富里,,,,,186.0,,,18.0,,,,,,,,,,,,,,,,,,,288.0,,,,316.0,,,,,,,,,,,,,,,,,,,,,294.0,,,,436.0,,,,,,,322.0,,,,,,,,,,,,,,,,,,,,132.0,,34.0,,,,,,,78.0,,,,,,,1154.0,,114.0,,,,,,,,,68.0,,,,,,752.0,,458.0,,,
南港區,東新里,,,,,238.0,,,30.0,,,,,,,,,,,,,,,,,,,402.0,,,,618.0,,,,,,,,,,,,,,,,,,,,,826.0,,,,664.0,,,,,,,522.0,,,,,,,,,,,,,,,,,,,,264.0,,42.0,,,,,,,112.0,,,,,,,2030.0,,132.0,,,,,,,,,134.0,,,,,,1072.0,,774.0,,,
南港區,東明里,,,,,208.0,,,22.0,,,,,,,,,,,,,,,,,,,188.0,,,,552.0,,,,,,,,,,,,,,,,,,,,,330.0,,,,590.0,,,,,,,286.0,,,,,,,,,,,,,,,,,,,,206.0,,26.0,,,,,,,72.0,,,,,,,1244.0,,92.0,,,,,,,,,46.0,,,,,,774.0,,520.0,,,
南港區,玉成里,,,,,142.0,,,20.0,,,,,,,,,,,,,,,,,,,386.0,,,,558.0,,,,,,,,,,,,,,,,,,,,,550.0,,,,474.0,,,,,,,422.0,,,,,,,,,,,,,,,,,,,,186.0,,68.0,,,,,,,132.0,,,,,,,848.0,,140.0,,,,,,,,,126.0,,,,,,934.0,,508.0,,,
南港區,百福里,,,,,128.0,,,28.0,,,,,,,,,,,,,,,,,,,320.0,,,,630.0,,,,,,,,,,,,,,,,,,,,,576.0,,,,816.0,,,,,,,316.0,,,,,,,,,,,,,,,,,,,,208.0,,30.0,,,,,,,154.0,,,,,,,1024.0,,120.0,,,,,,,,,52.0,,,,,,966.0,,516.0,,,
南港區,聯成里,,,,,296.0,,,14.0,,,,,,,,,,,,,,,,,,,334.0,,,,900.0,,,,,,,,,,,,,,,,,,,,,496.0,,,,418.0,,,,,,,296.0,,,,,,,,,,,,,,,,,,,,212.0,,54.0,,,,,,,238.0,,,,,,,1116.0,,110.0,,,,,,,,,56.0,,,,,,784.0,,610.0,,,
南港區,舊莊里,,,,,190.0,,,64.0,,,,,,,,,,,,,,,,,,,572.0,,,,786.0,,,,,,,,,,,,,,,,,,,,,432.0,,,,702.0,,,,,,,1046.0,,,,,,,,,,,,,,,,,,,,254.0,,72.0,,,,,,,348.0,,,,,,,2170.0,,160.0,,,,,,,,,264.0,,,,,,1302.0,,848.0,,,
南港區,萬福里,,,,,160.0,,,18.0,,,,,,,,,,,,,,,,,,,388.0,,,,608.0,,,,,,,,,,,,,,,,,,,,,296.0,,,,732.0,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,180.0,,40.0,,,,,,,142.0,,,,,,,768.0,,116.0,,,,,,,,,36.0,,,,,,718.0,,520.0,,,
南港區,西新里,,,,,110.0,,,14.0,,,,,,,,,,,,,,,,,,,356.0,,,,366.0,,,,,,,,,,,,,,,,,,,,,604.0,,,,404.0,,,,,,,352.0,,,,,,,,,,,,,,,,,,,,172.0,,38.0,,,,,,,78.0,,,,,,,986.0,,84.0,,,,,,,,,58.0,,,,,,1216.0,,464.0,,,
南港區,重陽里,,,,,198.0,,,24.0,,,,,,,,,,,,,,,,,,,270.0,,,,602.0,,,,,,,,,,,,,,,,,,,,,234.0,,,,642.0,,,,,,,290.0,,,,,,,,,,,,,,,,,,,,256.0,,36.0,,,,,,,140.0,,,,,,,982.0,,146.0,,,,,,,,,144.0,,,,,,1016.0,,770.0,,,
南港區,鴻福里,,,,,130.0,,,34.0,,,,,,,,,,,,,,,,,,,380.0,,,,650.0,,,,,,,,,,,,,,,,,,,,,368.0,,,,534.0,,,,,,,294.0,,,,,,,,,,,,,,,,,,,,218.0,,44.0,,,,,,,140.0,,,,,,,930.0,,98.0,,,,,,,,,78.0,,,,,,866.0,,532.0,,,
士林區,三玉里,,504.0,66.0,,,,,,,,,,566.0,,,,,,,,90.0,,,,,,,,,,,,82.0,,,272.0,,,,,,218.0,,302.0,,,,,,396.0,,,382.0,,,,,378.0,,,98.0,392.0,,,40.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,256.0,,,,,268.0,,,,,,,194.0,,,148.0,568.0,,,,254.0,204.0,,,,,,,328.0,,
士林區,仁勇里,,126.0,30.0,,,,,,,,,,238.0,,,,,,,,34.0,,,,,,,,,,,,130.0,,,210.0,,,,,,134.0,,274.0,,,,,,208.0,,,222.0,,,,,298.0,,,78.0,150.0,,,30.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,328.0,,,,,184.0,,,,,,,508.0,,,210.0,354.0,,,,172.0,60.0,,,,,,,210.0,,
