行政區別,村里別,丁增義,何啟聖,何志偉,余筱菁,劉耀仁,厲耿桂芳,吳世正,吳志剛,吳思瑤,吳碧珠,周佳君,周威佑,周柏雅,孫仲康,孫士堅,康明道,張榮法,張茂楠,徐世勲,徐弘庭,徐立信,應曉薇,戴錫欽,李卓翰,李建昌,李彥秀,李慶元,李慶鋒,李新,林世宗,林亭君,林佳諭,林國成,林婕麗,林瑞圖,梁文傑,楊世光,楊實秋,楊鎮雄,楊靜宇,歐陽瑞蓮,歐陽龍,江志銘,汪志冰,洪健益,洪士奇,潘懷宗,潘翰疆,潘翰聲,王世堅,王博玉,王奕凱,王威中,王孝維,王小玉,王欣儀,王正德,王致雅,王英文,王閔生,王鴻薇,王麗珠,秦慧珠,童仲彥,簡聖哲,簡舒培,聶紹雄,葉林傳,許家蓓,許明偉,許淑華,謝啟大,謝建平,謝維洲,賴素如,趙家蓉,郭昭巖,鄭惠齡,鍾君竺,鍾小平,闕枚莎,阮昭雄,陳嘉霖,陳孋輝,陳建銘,陳彥伯,陳慈慧,陳政忠,陳永德,陳炳甫,陳義洲,陳蓋武,陳重文,陳錦祥,青天,顏聖冠,顏若芳,高嘉瑜,黃向羣,黃子哲,黃平洋,黃珊珊,黄文章,丁增義_黨籍,何啟聖_黨籍,何志偉_黨籍,余筱菁_黨籍,劉耀仁_黨籍,厲耿桂芳_黨籍,吳世正_黨籍,吳志剛_黨籍,吳思瑤_黨籍,吳碧珠_黨籍,周佳君_黨籍,周威佑_黨籍,周柏雅_黨籍,孫仲康_黨籍,孫士堅_黨籍,康明道_黨籍,張榮法_黨籍,張茂楠_黨籍,徐世勲_黨籍,徐弘庭_黨籍,徐立信_黨籍,應曉薇_黨籍,戴錫欽_黨籍,李卓翰_黨籍,李建昌_黨籍,李彥秀_黨籍,李慶元_黨籍,李慶鋒_黨籍,李新_黨籍,林世宗_黨籍,林亭君_黨籍,林佳諭_黨籍,林國成_黨籍,林婕麗_黨籍,林瑞圖_黨籍,梁文傑_黨籍,楊世光_黨籍,楊實秋_黨籍,楊鎮雄_黨籍,楊靜宇_黨籍,歐陽瑞蓮_黨籍,歐陽龍_黨籍,江志銘_黨籍,汪志冰_黨籍,洪健益_黨籍,洪士奇_黨籍,潘懷宗_黨籍,潘翰疆_黨籍,潘翰聲_黨籍,王世堅_黨籍,王博玉_黨籍,王奕凱_黨籍,王威中_黨籍,王孝維_黨籍,王小玉_黨籍,王欣儀_黨籍,王正德_黨籍,王致雅_黨籍,王英文_黨籍,王閔生_黨籍,王鴻薇_黨籍,王麗珠_黨籍,秦慧珠_黨籍,童仲彥_黨籍,簡聖哲_黨籍,簡舒培_黨籍,聶紹雄_黨籍,葉林傳_黨籍,許家蓓_黨籍,許明偉_黨籍,許淑華_黨籍,謝啟大_黨籍,謝建平_黨籍,謝維洲_黨籍,賴素如_黨籍,趙家蓉_黨籍,郭昭巖_黨籍,鄭惠齡_黨籍,鍾君竺_黨籍,鍾小平_黨籍,闕枚莎_黨籍,阮昭雄_黨籍,陳嘉霖_黨籍,陳孋輝_黨籍,陳建銘_黨籍,陳彥伯_黨籍,陳慈慧_黨籍,陳政忠_黨籍,陳永德_黨籍,陳炳甫_黨籍,陳義洲_黨籍,陳蓋武_黨籍,陳重文_黨籍,陳錦祥_黨籍,青天_黨籍,顏聖冠_黨籍,顏若芳_黨籍,高嘉瑜_黨籍,黃向羣_黨籍,黃子哲_黨籍,黃平洋_黨籍,黃珊珊_黨籍,黄文章_黨籍
北投區,永明里,,,378.0,,,,,,446.0,320.0,30.0,,,,20.0,,,,,,,,,,,,,,,200.0,,,,,420.0,,,,,228.0,,,,408.0,,,504.0,,,,,204.0,382.0,,52.0,,,,14.0,,,,,,,,,,,,,,,388.0,246.0,,,,,,,,,,298.0,,240.0,232.0,,,,,308.0,,,,,,,,252.0,,,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
北投區,永欣里,,,352.0,,,,,,618.0,598.0,86.0,,,,14.0,,,,,,,,,,,,,,,238.0,,,,,324.0,,,,,614.0,,,,782.0,,,1100.0,,,,,276.0,728.0,,88.0,,,,26.0,,,,,,,,,,,,,,,560.0,262.0,,,,,,,,,,514.0,,280.0,148.0,,,,,236.0,,,,,,,,604.0,,,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
北投區,泉源里,,,416.0,,,,,,198.0,130.0,36.0,,,,14.0,,,,,,,,,,,,,,,104.0,,,,,454.0,,,,,32.0,,,,94.0,,,122.0,,,,,66.0,162.0,,10.0,,,,2.0,,,,,,,,,,,,,,,140.0,46.0,,,,,,,,,,214.0,,194.0,84.0,,,,,174.0,,,,,,,,70.0,,,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
北投區,洲美里,,,100.0,,,,,,120.0,132.0,8.0,,,,0.0,,,,,,,,,,,,,,,836.0,,,,,956.0,,,,,28.0,,,,84.0,,,46.0,,,,,38.0,84.0,,4.0,,,,4.0,,,,,,,,,,,,,,,82.0,28.0,,,,,,,,,,144.0,,66.0,134.0,,,,,16.0,,,,,,,,24.0,,,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
北投區,清江里,,,892.0,,,,,,656.0,474.0,56.0,,,,60.0,,,,,,,,,,,,,,,646.0,,,,,906.0,,,,,168.0,,,,468.0,,,662.0,,,,,316.0,604.0,,70.0,,,,22.0,,,,,,,,,,,,,,,726.0,330.0,,,,,,,,,,488.0,,972.0,316.0,,,,,1208.0,,,,,,,,224.0,,,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
北投區,湖山里,,,200.0,,,,,,136.0,460.0,10.0,,,,4.0,,,,,,,,,,,,,,,108.0,,,,,156.0,,,,,34.0,,,,60.0,,,120.0,,,,,34.0,138.0,,10.0,,,,4.0,,,,,,,,,,,,,,,190.0,38.0,,,,,,,,,,90.0,,152.0,94.0,,,,,96.0,,,,,,,,44.0,,,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
北投區,湖田里,,,252.0,,,,,,148.0,232.0,6.0,,,,6.0,,,,,,,,,,,,,,,22.0,,,,,208.0,,,,,30.0,,,,34.0,,,76.0,,,,,32.0,38.0,,6.0,,,,2.0,,,,,,,,,,,,,,,40.0,26.0,,,,,,,,,,132.0,,84.0,118.0,,,,,50.0,,,,,,,,42.0,,,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
北投區,溫泉里,,,694.0,,,,,,566.0,494.0,46.0,,,,98.0,,,,,,,,,,,,,,,424.0,,,,,664.0,,,,,154.0,,,,416.0,,,554.0,,,,,280.0,522.0,,46.0,,,,22.0,,,,,,,,,,,,,,,550.0,168.0,,,,,,,,,,446.0,,576.0,232.0,,,,,766.0,,,,,,,,222.0,,,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
北投區,石牌里,,,584.0,,,,,,530.0,374.0,28.0,,,,4.0,,,,,,,,,,,,,,,338.0,,,,,446.0,,,,,200.0,,,,564.0,,,574.0,,,,,242.0,472.0,,60.0,,,,18.0,,,,,,,,,,,,,,,502.0,276.0,,,,,,,,,,368.0,,362.0,228.0,,,,,192.0,,,,,,,,266.0,,,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
北投區,福興里,,,570.0,,,,,,632.0,438.0,28.0,,,,16.0,,,,,,,,,,,,,,,656.0,,,,,626.0,,,,,182.0,,,,596.0,,,676.0,,,,,316.0,500.0,,54.0,,,,26.0,,,,,,,,,,,,,,,498.0,616.0,,,,,,,,,,352.0,,408.0,448.0,,,,,294.0,,,,,,,,246.0,,,無黨籍及未經政黨推薦,親民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,親民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,親民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,親民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,民主進步黨,民主進步黨,中國國民黨,中國國民黨,親民黨,無黨籍及未經政黨推薦
