行政區別,村里別,宋楚瑜/余湘,蔡英文/賴清德,韓國瑜/張善政,宋楚瑜/余湘_黨籍,蔡英文/賴清德_黨籍,韓國瑜/張善政_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
士林區,社子里,302,5600,2512,親民黨,民主進步黨,中國國民黨,370,1012,6,1018,1310,0,3,1
士林區,社新里,550,7802,3384,親民黨,民主進步黨,中國國民黨,374,1392,11,1403,1811,0,3,1
士林區,福中里,386,5546,2848,親民黨,民主進步黨,中國國民黨,333,1023,9,1032,1354,0,3,1
士林區,福佳里,428,5876,3718,親民黨,民主進步黨,中國國民黨,322,934,15,949,1237,0,3,1
士林區,福安里,202,4988,1152,親民黨,民主進步黨,中國國民黨,390,998,12,1010,1362,0,3,1
士林區,福德里,266,3276,2534,親民黨,民主進步黨,中國國民黨,309,780,4,784,1008,0,3,1
士林區,福志里,418,5252,4514,親民黨,民主進步黨,中國國民黨,313,937,10,947,1237,0,3,1
士林區,福林里,150,2136,1588,親民黨,民主進步黨,中國國民黨,306,475,8,483,640,0,3,1
士林區,福華里,304,4778,2870,親民黨,民主進步黨,中國國民黨,348,954,7,961,1272,0,3,1
士林區,福順里,286,4750,2158,親民黨,民主進步黨,中國國民黨,355,1209,9,1218,1566,0,3,1
士林區,義信里,130,2340,1584,親民黨,民主進步黨,中國國民黨,304,913,11,924,1240,0,3,1
士林區,翠山里,148,1358,2140,親民黨,民主進步黨,中國國民黨,426,939,8,947,1242,0,3,1
士林區,聖山里,288,3336,3060,親民黨,民主進步黨,中國國民黨,404,1099,13,1112,1456,0,3,1
士林區,臨溪里,170,1956,1648,親民黨,民主進步黨,中國國民黨,428,1010,9,1019,1392,0,3,1
士林區,舊佳里,296,4908,2984,親民黨,民主進步黨,中國國民黨,318,1194,11,1205,1513,0,3,1
士林區,芝山里,424,5440,3934,親民黨,民主進步黨,中國國民黨,407,1014,13,1027,1380,0,3,1
士林區,菁山里,94,1288,712,親民黨,民主進步黨,中國國民黨,422,401,3,404,551,0,3,1
士林區,葫東里,230,3530,1612,親民黨,民主進步黨,中國國民黨,367,796,10,806,1086,0,3,1
士林區,葫蘆里,394,6096,3556,親民黨,民主進步黨,中國國民黨,362,989,10,999,1262,0,3,1
士林區,蘭興里,346,4774,3174,親民黨,民主進步黨,中國國民黨,209,1023,14,1037,1368,0,3,1
士林區,蘭雅里,492,6460,4484,親民黨,民主進步黨,中國國民黨,204,1163,10,1173,1598,0,3,1
士林區,陽明里,170,2104,1546,親民黨,民主進步黨,中國國民黨,419,667,6,673,934,0,3,1
大同區,保安里,280,3486,1628,親民黨,民主進步黨,中國國民黨,298,853,11,864,1110,0,3,1
大同區,光能里,318,4186,2046,親民黨,民主進步黨,中國國民黨,235,794,6,800,1007,0,3,1
大同區,南芳里,190,3316,1650,親民黨,民主進步黨,中國國民黨,252,886,9,895,1157,0,3,1
大同區,國慶里,224,3848,1872,親民黨,民主進步黨,中國國民黨,269,968,15,983,1248,0,3,1
大同區,國順里,142,2346,964,親民黨,民主進步黨,中國國民黨,267,886,7,893,1148,0,3,1
大同區,大有里,278,4166,1722,親民黨,民主進步黨,中國國民黨,239,1027,18,1045,1345,0,3,1
大同區,延平里,272,3318,1872,親民黨,民主進步黨,中國國民黨,242,844,10,854,1091,0,3,1
大同區,建功里,290,3822,1938,親民黨,民主進步黨,中國國民黨,218,1013,10,1023,1335,0,3,1
大同區,建明里,162,2546,1446,親民黨,民主進步黨,中國國民黨,215,735,9,744,1014,0,3,1
大同區,建泰里,230,3014,1460,親民黨,民主進步黨,中國國民黨,221,832,11,843,1066,0,3,1
大同區,揚雅里,228,3188,1396,親民黨,民主進步黨,中國國民黨,272,736,6,742,956,0,3,1
大同區,斯文里,284,3942,1894,親民黨,民主進步黨,中國國民黨,275,761,10,771,1117,0,3,1
大同區,星明里,298,4526,2636,親民黨,民主進步黨,中國國民黨,231,880,8,888,1232,0,3,1
大同區,景星里,138,2162,992,親民黨,民主進步黨,中國國民黨,259,785,16,801,1127,0,3,1
大同區,朝陽里,232,3546,1922,親民黨,民主進步黨,中國國民黨,228,948,12,960,1260,0,3,1
大同區,民權里,370,4916,2606,親民黨,民主進步黨,中國國民黨,255,1055,13,1068,1376,0,3,1
大同區,永樂里,304,4486,1998,親民黨,民主進步黨,中國國民黨,224,849,7,856,1110,0,3,1
大同區,玉泉里,136,2396,1334,親民黨,民主進步黨,中國國民黨,213,901,13,914,1191,0,3,1
大同區,老師里,334,5212,2190,親民黨,民主進步黨,中國國民黨,290,957,6,963,1292,0,3,1
大同區,至聖里,456,6708,3334,親民黨,民主進步黨,中國國民黨,284,974,14,988,1315,0,3,1
大同區,蓬萊里,286,4124,2058,親民黨,民主進步黨,中國國民黨,263,750,10,760,1023,0,3,1
大同區,鄰江里,422,5624,2608,親民黨,民主進步黨,中國國民黨,279,848,18,866,1125,0,3,1
大同區,重慶里,384,5050,2978,親民黨,民主進步黨,中國國民黨,294,974,14,988,1321,0,3,1
大同區,隆和里,148,2600,1130,親民黨,民主進步黨,中國國民黨,261,946,16,962,1263,0,3,1
大同區,雙連里,520,7484,3672,親民黨,民主進步黨,中國國民黨,245,975,14,989,1279,0,3,1
大安區,仁愛里,192,2892,2874,親民黨,民主進步黨,中國國民黨,1131,807,11,818,1139,0,3,1
大安區,仁慈里,258,3524,2792,親民黨,民主進步黨,中國國民黨,1119,1109,16,1125,1455,0,3,1
大安區,住安里,230,2938,3058,親民黨,民主進步黨,中國國民黨,1208,1024,12,1036,1450,0,3,1
大安區,光信里,392,4690,4350,親民黨,民主進步黨,中國國民黨,1301,1047,9,1056,1387,0,3,1
大安區,光明里,172,2316,1878,親民黨,民主進步黨,中國國民黨,1183,1048,19,1067,1415,0,3,1
大安區,光武里,358,4460,4152,親民黨,民主進步黨,中國國民黨,1148,950,16,966,1334,0,3,1
大安區,全安里,200,2552,2660,親民黨,民主進步黨,中國國民黨,1229,898,17,915,1255,0,3,1
大安區,古莊里,392,4702,4016,親民黨,民主進步黨,中國國民黨,1163,911,12,923,1211,0,3,1
大安區,古風里,232,2798,2356,親民黨,民主進步黨,中國國民黨,1160,872,13,885,1150,0,3,1
大安區,和安里,382,3942,3950,親民黨,民主進步黨,中國國民黨,1122,1016,12,1028,1388,0,3,1
大安區,大學里,472,5376,4976,親民黨,民主進步黨,中國國民黨,1255,1177,15,1192,1532,0,3,1
大安區,學府里,126,1448,1694,親民黨,民主進步黨,中國國民黨,1306,630,9,639,864,0,3,1
大安區,建倫里,264,3570,3466,親民黨,民主進步黨,中國國民黨,1279,903,12,915,1251,0,3,1
大安區,建安里,248,2820,2796,親民黨,民主進步黨,中國國民黨,1276,996,12,1008,1363,0,3,1
大安區,德安里,256,3080,3576,親民黨,民主進步黨,中國國民黨,1115,781,11,792,1164,0,3,1
大安區,敦安里,292,3884,3388,親民黨,民主進步黨,中國國民黨,1283,930,9,939,1289,0,3,1
大安區,敦煌里,314,3790,3258,親民黨,民主進步黨,中國國民黨,1290,862,12,874,1239,0,3,1
大安區,新龍里,388,3382,4846,親民黨,民主進步黨,中國國民黨,1195,1011,21,1032,1327,0,3,1
大安區,昌隆里,148,2170,1746,親民黨,民主進步黨,中國國民黨,1143,1104,14,1118,1498,0,3,1
大安區,正聲里,250,2660,2788,親民黨,民主進步黨,中國國民黨,1287,991,18,1009,1387,0,3,1
大安區,民炤里,392,5122,4212,親民黨,民主進步黨,中國國民黨,1126,844,12,856,1168,0,3,1
大安區,民輝里,292,4408,3736,親民黨,民主進步黨,中國國民黨,1139,1174,20,1194,1606,0,3,1
大安區,永康里,230,2164,2120,親民黨,民主進步黨,中國國民黨,1180,768,11,779,1013,0,3,1
大安區,法治里,218,2570,2836,親民黨,民主進步黨,中國國民黨,1226,960,18,978,1276,0,3,1
大安區,福住里,334,3950,3174,親民黨,民主進步黨,中國國民黨,1176,942,18,960,1298,0,3,1
大安區,群英里,440,3136,5538,親民黨,民主進步黨,中國國民黨,1236,894,10,904,1191,0,3,1
大安區,群賢里,318,3392,3722,親民黨,民主進步黨,中國國民黨,1232,991,14,1005,1317,0,3,1
大安區,義安里,290,3094,3280,親民黨,民主進步黨,中國國民黨,1211,908,5,913,1251,0,3,1
大安區,義村里,316,2944,4064,親民黨,民主進步黨,中國國民黨,1135,713,12,725,991,0,3,1
大安區,臥龍里,120,1240,1280,親民黨,民主進步黨,中國國民黨,1244,668,6,674,894,0,3,1
大安區,臨江里,252,2686,2398,親民黨,民主進步黨,中國國民黨,1223,966,15,981,1265,0,3,1
大安區,芳和里,280,3592,3508,親民黨,民主進步黨,中國國民黨,1260,955,18,973,1289,0,3,1
大安區,華聲里,204,2510,2480,親民黨,民主進步黨,中國國民黨,1294,931,16,947,1237,0,3,1
大安區,虎嘯里,244,2316,2294,親民黨,民主進步黨,中國國民黨,1241,1107,16,1123,1481,0,3,1
大安區,誠安里,208,2582,2242,親民黨,民主進步黨,中國國民黨,1145,841,14,855,1198,0,3,1
大安區,車層里,280,3888,3594,親民黨,民主進步黨,中國國民黨,1297,940,10,950,1280,0,3,1
大安區,通化里,370,4418,3126,親民黨,民主進步黨,中國國民黨,1215,845,10,855,1116,0,3,1
大安區,通安里,296,3486,3170,親民黨,民主進步黨,中國國民黨,1219,811,15,826,1077,0,3,1
大安區,錦安里,290,3506,3300,親民黨,民主進步黨,中國國民黨,1172,825,6,831,1093,0,3,1
大安區,錦泰里,160,2134,2212,親民黨,民主進步黨,中國國民黨,1185,1117,9,1126,1451,0,3,1
大安區,錦華里,310,3614,3200,親民黨,民主進步黨,中國國民黨,1187,818,16,834,1071,0,3,1
大安區,黎元里,278,3688,3114,親民黨,民主進步黨,中國國民黨,1264,958,12,970,1238,0,3,1
大安區,黎和里,238,2902,3150,親民黨,民主進步黨,中國國民黨,1273,927,12,939,1255,0,3,1
大安區,黎孝里,470,5124,4614,親民黨,民主進步黨,中國國民黨,1268,1090,12,1102,1424,0,3,1
大安區,龍圖里,330,3986,4144,親民黨,民主進步黨,中國國民黨,1191,989,12,1001,1333,0,3,1
大安區,龍坡里,334,3382,3316,親民黨,民主進步黨,中國國民黨,1153,819,18,837,1103,0,3,1
大安區,龍安里,314,4184,3578,親民黨,民主進步黨,中國國民黨,1168,1012,15,1027,2615,0,3,1
大安區,龍泉里,266,3206,2614,親民黨,民主進步黨,中國國民黨,1157,994,9,1003,1291,0,3,1
大安區,龍淵里,464,5902,5100,親民黨,民主進步黨,中國國民黨,1246,867,11,878,1118,0,3,1
大安區,龍生里,366,3892,3908,親民黨,民主進步黨,中國國民黨,1204,1059,14,1073,1378,0,3,1
大安區,龍門里,202,2700,2452,親民黨,民主進步黨,中國國民黨,1252,885,7,892,1212,0,3,1
大安區,龍陣里,158,2140,2138,親民黨,民主進步黨,中國國民黨,1199,1138,18,1156,1537,0,3,1
大安區,龍雲里,238,3102,2746,親民黨,民主進步黨,中國國民黨,1201,999,12,1011,1312,0,3,1
文山區,博嘉里,370,3592,3498,親民黨,民主進步黨,中國國民黨,1677,735,11,746,1024,0,3,1
文山區,忠順里,236,2200,3008,親民黨,民主進步黨,中國國民黨,1644,794,10,804,1059,0,3,1
文山區,指南里,192,2710,2156,親民黨,民主進步黨,中國國民黨,1691,928,17,945,1262,0,3,1
文山區,政大里,462,4410,4214,親民黨,民主進步黨,中國國民黨,1687,1145,14,1159,1491,0,3,1
文山區,明義里,250,2556,2574,親民黨,民主進步黨,中國國民黨,1620,1175,15,1190,1611,0,3,1
文山區,明興里,414,4026,4426,親民黨,民主進步黨,中國國民黨,1623,1049,17,1066,1423,0,3,1
文山區,景仁里,340,3166,3370,親民黨,民主進步黨,中國國民黨,1540,1094,13,1107,1473,0,3,1
文山區,景慶里,356,4126,3774,親民黨,民主進步黨,中國國民黨,1536,1014,5,1019,1377,0,3,1
文山區,景東里,418,3982,4570,親民黨,民主進步黨,中國國民黨,1529,1145,18,1163,1525,0,3,1
文山區,景美里,274,3214,3078,親民黨,民主進步黨,中國國民黨,1533,1106,18,1124,1454,0,3,1
文山區,景華里,312,3484,3698,親民黨,民主進步黨,中國國民黨,1543,916,9,925,1181,0,3,1
文山區,景行里,456,4960,3924,親民黨,民主進步黨,中國國民黨,1524,984,16,1000,1280,0,3,1
文山區,木新里,458,6034,5274,親民黨,民主進步黨,中國國民黨,1633,1023,16,1039,2336,0,3,1
文山區,木柵里,498,4704,6182,親民黨,民主進步黨,中國國民黨,1627,994,10,1004,1253,0,3,1
文山區,樟文里,292,4032,3666,親民黨,民主進步黨,中國國民黨,1656,1131,13,1144,1424,0,3,1
文山區,樟新里,328,3324,3414,親民黨,民主進步黨,中國國民黨,1652,888,20,908,1184,0,3,1
文山區,樟林里,500,4802,5430,親民黨,民主進步黨,中國國民黨,1647,1092,17,1109,1462,0,3,1
文山區,樟樹里,306,3146,2840,親民黨,民主進步黨,中國國民黨,1664,1007,10,1017,1286,0,3,1
文山區,樟腳里,348,3630,3306,親民黨,民主進步黨,中國國民黨,1660,862,18,880,1087,0,3,1
文山區,老泉里,26,732,356,親民黨,民主進步黨,中國國民黨,1694,557,9,566,753,0,3,1
文山區,興光里,200,1900,2186,親民黨,民主進步黨,中國國民黨,1574,1038,16,1054,1405,0,3,1
文山區,興安里,354,3720,4692,親民黨,民主進步黨,中國國民黨,1589,1185,16,1201,1537,0,3,1
文山區,興家里,452,4522,5020,親民黨,民主進步黨,中國國民黨,1576,1035,6,1041,1320,0,3,1
文山區,興得里,334,3554,3798,親民黨,民主進步黨,中國國民黨,1581,1180,17,1197,1554,0,3,1
文山區,興旺里,518,4482,5558,親民黨,民主進步黨,中國國民黨,1597,1039,12,1051,1393,0,3,1
文山區,興昌里,388,3700,4394,親民黨,民主進步黨,中國國民黨,1605,1049,12,1061,1430,0,3,1
文山區,興業里,304,3050,3966,親民黨,民主進步黨,中國國民黨,1585,930,10,940,1213,0,3,1
文山區,興泰里,230,2464,2550,親民黨,民主進步黨,中國國民黨,1602,835,10,845,1095,0,3,1
文山區,興福里,318,3494,3468,親民黨,民主進步黨,中國國民黨,1593,1007,12,1019,1277,0,3,1
文山區,興豐里,310,2932,3182,親民黨,民主進步黨,中國國民黨,1568,1077,11,1088,1411,0,3,1
文山區,興邦里,282,2708,3560,親民黨,民主進步黨,中國國民黨,1571,1074,17,1091,1395,0,3,1
文山區,華興里,536,5324,5802,親民黨,民主進步黨,中國國民黨,1614,1001,11,1012,1300,0,3,1
文山區,萬和里,168,1650,2538,親民黨,民主進步黨,中國國民黨,1563,1122,9,1131,1448,0,3,1
文山區,萬年里,342,3568,3114,親民黨,民主進步黨,中國國民黨,1559,849,12,861,1167,0,3,1
文山區,萬有里,356,3360,3528,親民黨,民主進步黨,中國國民黨,1547,870,9,879,1138,0,3,1
文山區,萬盛里,266,2940,3104,親民黨,民主進步黨,中國國民黨,1565,970,17,987,1310,0,3,1
文山區,萬祥里,234,3018,2634,親民黨,民主進步黨,中國國民黨,1551,969,20,989,1300,0,3,1
文山區,萬美里,384,4186,4868,親民黨,民主進步黨,中國國民黨,1672,983,12,995,1250,0,3,1
文山區,萬興里,476,5318,4914,親民黨,民主進步黨,中國國民黨,1682,1127,22,1149,1425,0,3,1
文山區,萬芳里,486,4602,5050,親民黨,民主進步黨,中國國民黨,1667,1032,14,1046,1363,0,3,1
文山區,萬隆里,398,4264,4724,親民黨,民主進步黨,中國國民黨,1554,1001,19,1020,1289,0,3,1
文山區,試院里,396,3926,4772,親民黨,民主進步黨,中國國民黨,1609,886,10,896,1116,0,3,1
文山區,順興里,436,4746,4430,親民黨,民主進步黨,中國國民黨,1639,917,17,934,1199,0,3,1
松山區,三民里,384,4350,4020,親民黨,民主進步黨,中國國民黨,582,964,5,969,1215,0,3,1
松山區,中崙里,210,2704,2074,親民黨,民主進步黨,中國國民黨,1501,878,14,892,1191,0,3,1
松山區,中正里,516,6478,4504,親民黨,民主進步黨,中國國民黨,1495,992,16,1008,1305,0,3,1
松山區,中華里,348,3986,3672,親民黨,民主進步黨,中國國民黨,624,1022,15,1037,1327,0,3,1
松山區,介壽里,210,2984,2334,親民黨,民主進步黨,中國國民黨,601,914,14,928,1193,0,3,1
松山區,吉仁里,228,2616,2052,親民黨,民主進步黨,中國國民黨,1506,821,16,837,1095,0,3,1
松山區,吉祥里,470,5578,4866,親民黨,民主進步黨,中國國民黨,1480,999,13,1012,1296,0,3,1
松山區,安平里,474,6284,4374,親民黨,民主進步黨,中國國民黨,641,1116,17,1133,1472,0,3,1
松山區,富泰里,260,2780,2980,親民黨,民主進步黨,中國國民黨,598,990,17,1007,1264,0,3,1
松山區,富錦里,294,3308,3082,親民黨,民主進步黨,中國國民黨,590,908,13,921,1245,0,3,1
松山區,復勢里,374,4528,3122,親民黨,民主進步黨,中國國民黨,1518,1048,7,1055,1340,0,3,1
松山區,復建里,266,2782,2494,親民黨,民主進步黨,中國國民黨,1515,835,14,849,1125,0,3,1
松山區,復源里,148,2046,1860,親民黨,民主進步黨,中國國民黨,1513,1110,15,1125,1427,0,3,1
松山區,復盛里,366,4090,3818,親民黨,民主進步黨,中國國民黨,1491,1032,11,1043,1348,0,3,1
松山區,慈祐里,476,5382,3300,親民黨,民主進步黨,中國國民黨,1475,972,9,981,1270,0,3,1
松山區,敦化里,354,4824,3518,親民黨,民主進步黨,中國國民黨,1509,1100,15,1115,1413,0,3,1
松山區,新東里,276,3412,2862,親民黨,民主進步黨,中國國民黨,594,824,15,839,1073,0,3,1
松山區,新益里,266,3372,2514,親民黨,民主進步黨,中國國民黨,587,1072,14,1086,1350,0,3,1
松山區,新聚里,432,5756,4206,親民黨,民主進步黨,中國國民黨,1486,1014,15,1029,1352,0,3,1
松山區,東光里,404,4660,4312,親民黨,民主進步黨,中國國民黨,607,802,7,809,1052,0,3,1
松山區,東勢里,226,2936,2262,親民黨,民主進步黨,中國國民黨,621,885,9,894,1146,0,3,1
松山區,東昌里,158,1944,1282,親民黨,民主進步黨,中國國民黨,619,866,8,874,1125,0,3,1
松山區,東榮里,348,5320,4346,親民黨,民主進步黨,中國國民黨,577,1014,18,1032,1304,0,3,1
松山區,松基里,194,2594,1924,親民黨,民主進步黨,中國國民黨,638,701,10,711,932,0,3,1
松山區,民有里,446,6386,4532,親民黨,民主進步黨,中國國民黨,628,910,13,923,1155,0,3,1
松山區,民福里,370,3964,4150,親民黨,民主進步黨,中國國民黨,634,1047,21,1068,1367,0,3,1
松山區,福成里,156,1736,1288,親民黨,民主進步黨,中國國民黨,1522,858,18,876,1169,0,3,1
松山區,精忠里,198,2786,2476,親民黨,民主進步黨,中國國民黨,604,895,6,901,1197,0,3,1
松山區,美仁里,174,2562,1764,親民黨,民主進步黨,中國國民黨,1504,1136,11,1147,1403,0,3,1
松山區,自強里,580,4356,7960,親民黨,民主進步黨,中國國民黨,650,1052,13,1065,1395,0,3,1
松山區,莊敬里,346,3436,3110,親民黨,民主進步黨,中國國民黨,573,856,14,870,1100,0,3,1
松山區,鵬程里,304,3276,3646,親民黨,民主進步黨,中國國民黨,646,874,13,887,1157,0,3,1
松山區,龍田里,616,5198,7132,親民黨,民主進步黨,中國國民黨,613,1074,13,1087,1365,0,3,1
萬華區,仁德里,276,3716,2310,親民黨,民主進步黨,中國國民黨,928,904,13,917,1216,0,3,1
萬華區,保德里,162,2568,1588,親民黨,民主進步黨,中國國民黨,992,811,10,821,1045,0,3,1
萬華區,全德里,234,3232,1982,親民黨,民主進步黨,中國國民黨,970,843,8,851,1113,0,3,1
萬華區,凌霄里,236,2216,2444,親民黨,民主進步黨,中國國民黨,1029,819,7,826,1045,0,3,1
萬華區,和平里,364,5946,2724,親民黨,民主進步黨,中國國民黨,960,993,12,1005,1336,0,3,1
萬華區,和德里,342,5258,2680,親民黨,民主進步黨,中國國民黨,965,858,7,865,1121,0,3,1
萬華區,壽德里,234,3874,2434,親民黨,民主進步黨,中國國民黨,985,804,7,811,1082,0,3,1
萬華區,孝德里,192,2872,1314,親民黨,民主進步黨,中國國民黨,983,1021,11,1032,1335,0,3,1
萬華區,富民里,250,3986,2150,親民黨,民主進步黨,中國國民黨,921,845,9,854,1137,0,3,1
萬華區,富福里,234,4022,2118,親民黨,民主進步黨,中國國民黨,932,976,7,983,2555,0,3,1
萬華區,忠德里,252,3596,1886,親民黨,民主進步黨,中國國民黨,976,971,15,986,1273,0,3,1
萬華區,忠貞里,282,2486,3572,親民黨,民主進步黨,中國國民黨,1011,815,9,824,1055,0,3,1
萬華區,新和里,508,4100,6918,親民黨,民主進步黨,中國國民黨,1018,829,10,839,1052,0,3,1
萬華區,新安里,388,3634,3700,親民黨,民主進步黨,中國國民黨,1024,848,13,861,1214,0,3,1
萬華區,新忠里,190,1408,3022,親民黨,民主進步黨,中國國民黨,1015,706,10,716,955,0,3,1
萬華區,新起里,384,4936,3450,親民黨,民主進步黨,中國國民黨,907,890,10,900,1186,0,3,1
萬華區,日善里,214,2938,1660,親民黨,民主進步黨,中國國民黨,973,765,13,778,1017,0,3,1
萬華區,日祥里,372,3430,4010,親民黨,民主進步黨,中國國民黨,1006,747,7,754,1021,0,3,1
萬華區,柳鄉里,276,4158,2166,親民黨,民主進步黨,中國國民黨,935,740,10,750,1035,0,3,1
萬華區,榮德里,208,2942,1706,親民黨,民主進步黨,中國國民黨,995,801,11,812,1032,0,3,1
萬華區,福星里,274,3374,3124,親民黨,民主進步黨,中國國民黨,897,870,8,878,1186,0,3,1
萬華區,福音里,220,3076,1868,親民黨,民主進步黨,中國國民黨,925,915,10,925,1210,0,3,1
萬華區,糖廍里,266,4282,2476,親民黨,民主進步黨,中國國民黨,945,870,13,883,1194,0,3,1
萬華區,綠堤里,216,3116,2138,親民黨,民主進步黨,中國國民黨,949,929,14,943,1227,0,3,1
萬華區,興德里,244,3536,2050,親民黨,民主進步黨,中國國民黨,1003,885,16,901,1229,0,3,1
萬華區,菜園里,364,4808,2896,親民黨,民主進步黨,中國國民黨,912,753,9,762,1042,0,3,1
萬華區,華中里,308,5008,2890,親民黨,民主進步黨,中國國民黨,998,907,7,914,1158,0,3,1
萬華區,華江里,524,6688,3770,親民黨,民主進步黨,中國國民黨,939,882,13,895,1206,0,3,1
萬華區,萬壽里,140,1974,1858,親民黨,民主進步黨,中國國民黨,901,647,6,653,964,0,3,1
萬華區,西門里,200,2386,2114,親民黨,民主進步黨,中國國民黨,904,830,8,838,1140,0,3,1
萬華區,銘德里,242,3806,2110,親民黨,民主進步黨,中國國民黨,989,1019,13,1032,1351,0,3,1
萬華區,錦德里,316,4506,2432,親民黨,民主進步黨,中國國民黨,979,943,5,948,1208,0,3,1
萬華區,雙園里,294,3614,1962,親民黨,民主進步黨,中國國民黨,957,1015,18,1033,1341,0,3,1
萬華區,青山里,280,4352,2786,親民黨,民主進步黨,中國國民黨,917,945,9,954,1309,0,3,1
萬華區,頂碩里,364,5952,3032,親民黨,民主進步黨,中國國民黨,952,748,12,760,1028,0,3,1
萬華區,騰雲里,166,1936,2060,親民黨,民主進步黨,中國國民黨,1032,1024,16,1040,1321,0,3,1
