縣市,行政區別,村里別,民主進步黨,台灣團結聯盟,時代力量,大愛憲改聯盟,綠黨社會民主黨聯盟,台灣獨立黨,無黨團結聯盟,新黨,健保免費連線,樹黨,親民黨,自由台灣黨,和平鴿聯盟黨,軍公教聯盟黨,民國黨,信心希望聯盟,中華統一促進黨,中國國民黨,不分區政黨有效票數A
臺北市,士林區,福德里,2194,124,330,6,150,10,10,336,16,34,308,14,0,54,90,164,12,1574,5426
臺北市,士林區,福志里,3484,214,512,2,346,20,14,934,14,64,392,12,8,40,138,258,58,2616,9126
臺北市,士林區,福林里,1420,70,194,4,120,8,14,266,12,32,218,4,10,18,78,82,28,970,3548
臺北市,士林區,福華里,3428,132,436,2,166,18,24,384,36,64,452,16,14,24,126,192,40,1748,7302
臺北市,士林區,福順里,3366,184,370,8,152,12,14,232,22,44,376,30,6,28,104,86,24,1218,6276
臺北市,士林區,義信里,1484,110,234,6,100,10,14,240,14,16,172,16,8,12,48,94,20,940,3538
臺北市,士林區,翠山里,694,54,172,8,174,2,0,480,2,16,150,8,4,32,34,166,36,1138,3170
臺北市,士林區,聖山里,2194,100,328,6,238,4,12,624,22,36,314,8,4,38,94,176,38,1874,6110
臺北市,士林區,臨溪里,1342,72,184,0,122,4,10,256,6,38,226,2,4,26,82,60,32,1028,3494
臺北市,士林區,舊佳里,3268,150,418,8,240,14,26,412,18,60,356,18,8,46,110,168,18,1938,7276
臺北市,士林區,芝山里,3480,172,596,6,312,16,26,682,20,68,462,22,8,54,122,280,22,2412,8760
臺北市,士林區,菁山里,916,38,98,2,38,2,2,96,2,6,84,12,6,12,30,26,12,468,1850
臺北市,士林區,葫東里,2590,130,318,2,126,12,10,180,8,24,282,10,4,14,44,88,10,1002,4854
臺北市,士林區,葫蘆里,4362,192,588,14,230,16,12,426,36,54,464,16,16,40,122,166,40,2310,9104
臺北市,士林區,蘭興里,3302,152,500,4,316,20,24,496,20,66,418,24,6,42,122,162,18,2062,7754
臺北市,士林區,蘭雅里,4174,242,672,6,384,18,28,688,16,100,546,16,24,56,176,190,28,2884,10248
臺北市,士林區,陽明里,1570,114,150,0,80,8,10,258,10,40,186,6,6,14,54,54,20,928,3508
臺北市,大同區,保安里,2648,110,348,4,136,4,28,168,24,52,234,10,0,16,62,64,30,1104,5042
臺北市,大同區,光能里,3186,134,348,8,144,10,24,246,24,46,370,6,14,34,74,80,10,1380,6138
臺北市,大同區,南芳里,2208,110,342,8,110,2,14,172,6,32,144,6,2,14,58,66,24,1166,4484
臺北市,大同區,國慶里,2640,170,340,4,166,12,36,190,28,42,234,8,6,20,48,78,12,1260,5294
臺北市,大同區,國順里,2014,108,202,2,88,8,14,126,14,6,202,10,2,8,52,30,10,676,3572
臺北市,大同區,大有里,3062,152,412,8,156,18,14,164,18,36,392,12,8,22,50,72,8,1288,5892
臺北市,大同區,延平里,2266,108,316,2,152,12,22,228,14,32,312,12,4,20,74,80,10,1198,4862
臺北市,大同區,建功里,2632,140,314,4,112,8,10,250,12,54,288,8,2,22,76,94,14,1238,5278
臺北市,大同區,建明里,1956,138,236,2,114,6,12,204,8,24,202,6,16,10,42,68,18,936,3998
臺北市,大同區,建泰里,2244,128,290,2,120,8,24,176,10,28,220,12,2,16,62,66,4,970,4382
臺北市,大同區,揚雅里,2292,116,284,4,114,10,4,126,10,26,236,8,4,10,50,46,16,972,4328
臺北市,大同區,斯文里,3270,154,404,8,140,12,24,184,28,42,352,34,18,40,102,82,14,1394,6302
臺北市,大同區,星明里,3176,188,456,6,184,14,22,306,14,56,388,20,14,26,102,138,22,1536,6668
臺北市,大同區,景星里,1642,82,232,2,72,4,10,108,8,20,162,18,8,10,34,40,10,738,3200
臺北市,大同區,朝陽里,2600,166,342,0,140,10,12,238,22,36,308,10,10,14,68,56,26,1156,5214
臺北市,大同區,民權里,3526,206,468,8,204,10,18,344,20,50,382,20,10,54,90,112,20,1790,7332
臺北市,大同區,永樂里,3136,156,470,6,204,14,8,262,20,64,314,14,4,28,72,106,24,1382,6284
臺北市,大同區,玉泉里,1658,100,240,4,104,6,14,172,2,24,180,18,2,10,34,46,8,854,3476
臺北市,大同區,老師里,3906,180,468,10,170,6,24,220,18,44,344,16,4,24,102,92,26,1508,7162
臺北市,大同區,至聖里,4778,246,644,4,272,26,30,444,22,64,508,24,8,28,118,176,54,2192,9638
臺北市,大同區,蓬萊里,2736,168,444,2,180,12,6,226,22,64,332,22,12,16,58,100,12,1348,5760
臺北市,大同區,鄰江里,4276,240,498,6,170,14,28,260,28,40,386,14,18,20,82,124,26,1766,7996
臺北市,大同區,重慶里,3626,164,560,2,244,6,20,462,18,68,426,10,10,70,106,162,28,1890,7872
臺北市,大同區,隆和里,1904,86,256,2,94,10,26,120,14,26,176,6,0,8,42,60,22,752,3604
臺北市,大同區,雙連里,5418,308,772,10,196,22,36,448,38,58,484,36,14,58,120,148,30,2546,10742
臺北市,大安區,仁愛里,1982,100,282,0,156,2,14,624,12,54,282,14,2,16,48,100,46,1750,5484
臺北市,大安區,仁慈里,2212,136,330,4,308,2,12,644,2,46,286,12,2,22,86,130,36,1602,5872
臺北市,大安區,住安里,1950,86,354,14,214,12,20,542,4,66,330,8,4,30,100,132,44,1792,5702
臺北市,大安區,光信里,3072,148,534,12,284,8,22,944,12,78,484,12,4,48,138,238,46,2542,8626
臺北市,大安區,光明里,1424,64,240,2,154,2,14,300,2,38,188,12,6,26,64,78,32,1134,3780
臺北市,大安區,光武里,3054,174,420,4,254,12,30,962,16,58,512,8,12,34,130,166,60,2352,8258
臺北市,大安區,全安里,1668,106,244,4,222,6,6,614,6,18,242,10,0,14,54,110,42,1522,4888
臺北市,大安區,古莊里,2770,180,452,10,298,18,20,728,14,102,374,14,4,82,156,274,50,2210,7756
臺北市,大安區,古風里,1756,92,248,0,194,6,4,438,8,52,282,12,6,46,108,130,22,1424,4828
臺北市,大安區,和安里,2384,152,406,6,286,4,24,810,14,118,382,12,10,30,106,192,42,2312,7290
臺北市,大安區,大學里,3172,236,518,10,458,8,18,974,16,122,448,20,10,84,154,554,50,2788,9640
臺北市,大安區,學府里,930,80,102,4,114,14,4,366,4,42,170,10,0,26,54,86,44,1136,3186
臺北市,大安區,建倫里,2282,140,270,10,242,6,14,808,16,46,410,10,4,22,72,140,48,1994,6534
臺北市,大安區,建安里,1818,110,272,0,184,4,16,782,8,36,294,8,4,38,58,110,40,1542,5324
臺北市,大安區,德安里,2052,114,238,0,190,2,14,852,2,38,326,0,4,36,82,196,44,1812,6002
臺北市,大安區,敦安里,2550,156,358,0,206,10,8,658,12,40,336,22,2,30,110,194,50,1848,6590
臺北市,大安區,敦煌里,2470,144,362,2,224,12,12,738,18,56,318,10,6,44,100,142,38,2038,6734
臺北市,大安區,新龍里,1830,118,418,10,358,8,20,1238,12,82,316,8,2,52,172,270,64,2574,7552
臺北市,大安區,昌隆里,1482,88,220,4,104,10,2,338,2,28,164,6,0,10,30,66,14,982,3550
臺北市,大安區,正聲里,1734,108,322,8,208,4,10,682,4,64,252,8,8,22,56,122,32,1610,5254
臺北市,大安區,民炤里,3424,208,464,10,310,16,14,880,16,84,418,18,4,52,106,240,44,2418,8726
臺北市,大安區,民輝里,2970,140,404,8,332,18,18,692,14,58,446,18,6,36,84,260,46,2174,7724
臺北市,大安區,永康里,1410,88,242,4,142,8,8,420,12,40,264,6,6,16,68,118,18,1122,3992
臺北市,大安區,法治里,1592,80,296,2,194,12,10,638,4,52,276,8,6,22,70,150,28,1590,5030
臺北市,大安區,福住里,2344,152,384,2,330,6,8,702,8,80,394,20,6,50,92,210,32,1830,6650
臺北市,大安區,群英里,1654,112,468,4,330,10,16,1466,14,110,422,14,16,58,120,314,88,3070,8286
臺北市,大安區,群賢里,2116,88,352,4,286,6,14,932,8,56,308,10,8,50,98,202,42,2176,6756
臺北市,大安區,義安里,1830,116,310,6,170,6,10,736,6,62,328,18,4,24,70,122,70,1904,5792
臺北市,大安區,義村里,1730,92,360,0,236,0,26,1106,8,62,374,14,10,34,114,186,84,2378,6814
臺北市,大安區,臥龍里,606,62,114,0,84,0,4,286,4,28,116,4,2,18,52,46,30,720,2176
臺北市,大安區,臨江里,1826,128,272,10,148,2,16,372,8,30,300,28,8,28,92,118,22,1480,4888
臺北市,大安區,芳和里,2220,106,352,8,228,12,30,700,8,62,368,12,8,28,116,138,38,2112,6546
臺北市,大安區,華聲里,1624,122,284,2,180,4,12,552,8,50,232,12,0,18,68,108,52,1398,4726
臺北市,大安區,虎嘯里,1356,56,244,2,182,10,10,452,4,42,254,10,8,22,80,152,20,1380,4284
臺北市,大安區,誠安里,1778,132,228,4,154,8,8,422,2,58,252,6,0,22,62,124,26,1486,4772
臺北市,大安區,車層里,2688,166,308,4,220,6,14,720,6,40,346,14,2,36,80,178,54,2002,6884
臺北市,大安區,通化里,3000,166,400,6,220,6,28,484,16,50,426,12,12,24,136,114,28,1930,7058
臺北市,大安區,通安里,2426,114,382,4,226,14,14,590,12,40,352,12,10,34,114,184,38,1946,6512
臺北市,大安區,錦安里,2110,146,404,6,304,8,16,656,0,80,348,18,0,42,64,248,28,1852,6330
臺北市,大安區,錦泰里,1212,84,192,0,170,6,10,394,4,80,174,6,2,62,48,84,24,1240,3792
臺北市,大安區,錦華里,2048,140,390,16,252,12,16,592,8,66,276,14,10,68,102,168,32,2010,6220
臺北市,大安區,黎元里,2362,130,390,10,202,22,10,506,16,86,400,12,14,40,140,122,34,1792,6288
臺北市,大安區,黎和里,1782,98,350,8,194,4,12,610,12,66,282,6,4,26,70,142,42,1854,5562
臺北市,大安區,黎孝里,3074,190,554,12,352,20,46,962,16,94,484,26,8,56,168,190,58,2872,9182
臺北市,大安區,龍圖里,2442,176,420,8,258,12,22,876,16,96,364,8,2,38,140,180,38,2394,7490
臺北市,大安區,龍坡里,2056,130,342,4,330,6,18,742,2,74,304,14,2,78,98,278,50,1890,6418
臺北市,大安區,龍安里,2440,138,438,8,282,2,8,746,6,82,378,18,4,56,102,250,46,1964,6968
臺北市,大安區,龍泉里,2010,110,286,4,248,6,24,428,10,66,266,10,2,42,84,156,24,1538,5314
臺北市,大安區,龍淵里,3472,228,632,6,536,12,30,1124,8,132,508,16,2,82,158,372,46,2928,10292
臺北市,大安區,龍生里,2372,102,404,6,304,14,36,842,12,94,342,8,4,42,114,296,44,2254,7290
臺北市,大安區,龍門里,1634,110,278,2,270,6,2,514,4,44,178,4,4,16,86,272,40,1318,4782
臺北市,大安區,龍陣里,1430,102,236,0,190,6,18,440,10,60,176,4,6,32,96,132,32,1190,4160
臺北市,大安區,龍雲里,1998,90,256,10,212,2,12,600,12,70,194,10,6,16,84,156,48,1676,5452
臺北市,文山區,博嘉里,2218,76,358,14,208,16,38,536,14,48,372,10,16,36,74,162,80,2084,6360
臺北市,文山區,忠順里,1268,52,266,12,188,6,10,678,0,60,262,8,6,32,74,154,52,1594,4722
臺北市,文山區,指南里,1698,84,218,2,234,8,2,312,10,52,288,20,24,32,42,126,26,1120,4298
臺北市,文山區,政大里,2298,124,554,2,444,10,22,856,8,118,446,10,22,54,110,296,62,2240,7676
臺北市,文山區,明義里,1174,60,170,4,108,12,8,354,16,28,246,14,14,30,70,78,22,1632,4040
臺北市,文山區,明興里,2422,142,458,0,322,10,24,772,16,62,456,16,14,74,82,246,22,2700,7838
臺北市,文山區,景仁里,1698,98,368,2,196,4,22,514,12,92,334,8,8,46,78,146,40,1716,5382
臺北市,文山區,景慶里,2492,124,462,4,310,24,10,634,24,62,414,10,14,52,112,210,58,2326,7342
臺北市,文山區,景東里,2274,132,438,12,266,2,14,856,24,86,464,26,10,58,120,256,46,2732,7816
臺北市,文山區,景美里,1974,116,334,4,226,10,6,586,16,78,344,14,2,94,88,164,30,1816,5902
臺北市,文山區,景華里,2170,142,400,6,280,14,18,696,14,54,386,22,18,60,116,192,46,2084,6718
臺北市,文山區,景行里,3058,154,460,6,272,14,18,562,12,102,438,10,10,42,114,216,42,2124,7654
臺北市,文山區,木新里,3712,208,694,8,358,18,28,804,40,112,560,42,10,56,120,276,62,3134,10242
臺北市,文山區,木柵里,2670,124,536,14,446,14,22,1170,16,118,602,12,18,66,132,310,92,3748,10110
臺北市,文山區,樟文里,2506,126,414,12,230,10,20,682,34,78,406,16,20,40,138,138,34,2190,7094
臺北市,文山區,樟新里,1950,82,386,12,272,6,10,690,26,90,336,8,6,74,76,168,38,1986,6216
臺北市,文山區,樟林里,2814,158,614,10,388,22,24,1030,22,114,558,20,20,38,120,278,84,3290,9604
臺北市,文山區,樟樹里,1928,94,320,2,206,8,14,520,12,48,374,12,14,30,82,122,34,1730,5550
臺北市,文山區,樟腳里,2278,110,408,12,232,8,20,566,16,64,352,18,14,52,60,174,64,2016,6464
臺北市,文山區,老泉里,604,20,48,0,14,2,4,16,8,6,38,4,8,2,18,2,2,216,1012
臺北市,文山區,興光里,1146,84,228,2,158,2,18,410,6,40,268,4,10,32,42,104,24,1280,3858
臺北市,文山區,興安里,1934,96,398,10,326,2,14,1010,10,76,516,22,12,42,94,236,30,2640,7468
臺北市,文山區,興家里,2588,130,462,14,350,14,10,910,20,138,546,26,18,50,110,340,56,2966,8748
臺北市,文山區,興得里,2074,96,428,4,266,12,28,674,12,94,368,32,16,62,108,198,46,2372,6890
臺北市,文山區,興旺里,2430,134,592,2,314,4,24,1054,12,172,612,22,20,80,156,384,60,3100,9172
臺北市,文山區,興昌里,2018,104,432,8,338,14,36,956,18,116,466,12,18,52,98,456,48,2284,7474
臺北市,文山區,興業里,1672,90,372,4,240,0,12,852,10,74,350,10,4,40,64,182,42,2224,6242
臺北市,文山區,興泰里,1452,88,246,0,186,8,16,474,2,56,260,6,6,38,68,198,32,1548,4684
臺北市,文山區,興福里,2226,116,404,2,250,8,20,604,4,78,328,12,4,38,92,212,26,2076,6500
臺北市,文山區,興豐里,1844,68,314,12,212,10,8,650,10,72,292,12,10,44,80,152,50,1928,5768
臺北市,文山區,興邦里,1462,74,358,6,230,4,14,762,10,68,298,10,6,54,48,192,40,1942,5578
臺北市,文山區,華興里,2976,144,610,12,384,18,18,1102,34,108,652,22,22,62,194,332,60,3356,10106
臺北市,文山區,萬和里,828,42,152,6,136,2,8,514,12,42,224,12,10,16,42,116,34,1686,3882
臺北市,文山區,萬年里,2202,156,386,2,298,8,14,574,36,90,326,28,8,36,78,174,34,1938,6388
臺北市,文山區,萬有里,1978,94,394,4,264,12,18,642,22,42,352,26,2,54,78,236,38,2024,6280
臺北市,文山區,萬盛里,1572,110,370,4,236,14,18,632,16,58,324,16,6,42,68,234,34,1842,5596
臺北市,文山區,萬祥里,1864,100,302,2,218,6,4,506,4,76,304,18,2,52,80,158,16,1634,5346
臺北市,文山區,萬美里,2354,144,462,0,388,8,20,886,28,102,512,10,10,56,118,318,90,2496,8002
臺北市,文山區,萬興里,3082,176,584,8,532,10,18,970,18,106,506,22,6,80,114,324,60,2706,9322
臺北市,文山區,萬芳里,2554,142,552,0,382,30,18,1006,14,122,584,18,10,70,118,382,62,2932,8996
臺北市,文山區,萬隆里,2474,112,514,4,368,10,10,926,8,98,490,28,10,64,134,320,64,2714,8348
臺北市,文山區,試院里,2086,142,414,8,318,10,24,1010,26,146,494,24,16,74,138,248,56,2754,7988
臺北市,文山區,順興里,2990,150,548,14,264,12,18,764,26,94,590,24,24,56,102,242,68,2704,8690
臺北市,松山區,三民里,2810,130,450,0,300,6,6,834,6,78,420,20,6,38,94,188,46,2382,7814
臺北市,松山區,中崙里,1796,100,306,4,132,2,14,298,8,38,234,16,10,6,80,62,24,1480,4610
臺北市,松山區,中正里,4294,214,680,8,418,12,32,734,18,106,474,24,8,48,116,292,48,2678,10204
臺北市,松山區,中華里,2550,118,410,4,256,16,16,840,6,56,400,6,6,46,106,194,36,2042,7108
臺北市,松山區,介壽里,2070,84,308,2,240,6,10,454,6,48,250,4,8,26,68,116,26,1312,5038
臺北市,松山區,吉仁里,1662,96,290,0,166,6,28,350,16,36,238,16,4,22,78,94,30,1332,4464
臺北市,松山區,吉祥里,3480,222,598,14,308,16,28,1028,20,90,566,28,6,52,126,242,68,2736,9628
臺北市,松山區,安平里,4178,230,612,14,300,16,32,714,26,100,522,30,20,58,130,198,42,2646,9868
臺北市,松山區,富泰里,1612,86,330,2,222,6,10,708,10,40,310,4,2,18,74,136,34,1614,5218
臺北市,松山區,富錦里,2136,124,324,4,224,6,8,646,2,60,284,6,6,26,88,132,42,1806,5924
臺北市,松山區,復勢里,2900,186,412,4,270,12,26,506,14,62,410,6,16,34,86,160,24,1978,7106
臺北市,松山區,復建里,1730,74,304,2,196,8,10,558,10,68,258,16,4,34,94,136,26,1484,5012
臺北市,松山區,復源里,1322,64,196,4,136,10,12,286,12,28,232,14,2,22,38,134,32,1126,3670
臺北市,松山區,復盛里,2712,124,484,10,260,12,20,664,18,64,472,12,12,58,112,138,54,2448,7674
臺北市,松山區,慈祐里,3388,218,550,10,272,14,20,474,32,70,522,20,6,46,100,120,40,1852,7754
臺北市,松山區,敦化里,3212,214,500,6,330,16,18,584,14,64,420,16,14,52,148,218,56,2230,8112
臺北市,松山區,新東里,2240,98,336,10,216,10,10,528,12,42,318,10,6,24,96,92,50,1636,5734
臺北市,松山區,新益里,2326,94,374,6,276,10,6,440,12,48,274,6,2,6,70,120,26,1592,5688
臺北市,松山區,新聚里,3752,174,600,14,352,12,28,610,18,70,506,12,8,34,104,190,60,2692,9236
臺北市,松山區,東光里,2984,146,400,8,306,70,32,834,14,66,452,16,10,34,134,162,66,2588,8322
臺北市,松山區,東勢里,1928,112,328,4,214,4,2,492,24,46,244,4,6,24,58,114,20,1304,4928
臺北市,松山區,東昌里,1284,64,172,4,114,4,6,258,6,22,174,18,2,12,30,80,22,824,3096
臺北市,松山區,東榮里,3528,204,504,0,340,10,22,1004,8,70,434,18,4,50,70,252,72,2488,9078
臺北市,松山區,松基里,1760,96,256,4,120,4,10,302,8,24,206,16,6,18,50,78,20,1168,4146
臺北市,松山區,民有里,4184,252,520,10,390,10,62,908,22,96,480,16,6,46,98,252,80,2804,10236
臺北市,松山區,民福里,2532,134,468,8,280,10,14,926,14,46,490,20,6,58,88,226,66,2408,7794
臺北市,松山區,福成里,1246,68,176,0,114,6,2,230,14,22,140,8,2,20,42,86,32,832,3040
臺北市,松山區,精忠里,1820,96,216,4,170,2,8,566,8,40,244,8,2,38,44,128,20,1450,4864
臺北市,松山區,美仁里,1690,68,206,4,134,8,16,346,4,54,180,2,6,14,28,92,18,1096,3966
臺北市,松山區,自強里,2040,110,490,8,426,2,10,2040,14,82,680,20,2,56,142,296,108,4740,11266
臺北市,松山區,莊敬里,2170,98,384,6,208,20,18,486,18,34,396,12,10,72,92,180,28,1990,6222
臺北市,松山區,鵬程里,1900,126,368,2,254,4,14,878,12,54,380,8,2,40,112,100,62,2110,6426
臺北市,松山區,龍田里,2800,128,520,18,368,8,18,1866,4,116,630,14,12,80,130,356,100,3820,10988
臺北市,萬華區,仁德里,2464,172,404,12,194,10,14,338,10,60,318,14,12,38,86,94,24,1590,5854
臺北市,萬華區,保德里,1792,108,284,6,132,6,12,188,16,34,184,4,6,14,56,50,10,1184,4086
臺北市,萬華區,全德里,2258,116,410,4,116,12,20,282,12,46,264,12,2,40,68,72,20,1370,5124
臺北市,萬華區,凌霄里,1408,64,262,0,76,10,20,414,10,58,352,8,8,16,84,88,42,1630,4550
臺北市,萬華區,和平里,4338,236,600,4,174,16,44,306,32,66,438,26,10,26,142,130,26,1766,8380
臺北市,萬華區,和德里,3994,214,450,8,138,26,42,252,36,86,414,38,16,38,110,132,26,2036,8056
臺北市,萬華區,壽德里,2816,132,410,4,130,2,16,346,14,74,318,20,4,36,86,96,24,1700,6228
臺北市,萬華區,孝德里,2104,118,320,4,108,10,18,122,14,32,240,14,0,22,32,58,18,916,4150
臺北市,萬華區,富民里,3140,130,350,20,130,16,14,220,18,48,244,16,4,12,98,58,32,1408,5958
臺北市,萬華區,富福里,2942,150,390,0,136,12,24,226,14,62,284,6,2,16,64,76,20,1518,5942
臺北市,萬華區,忠德里,2654,138,314,6,122,14,18,212,20,56,254,10,2,38,54,54,28,1134,5128
臺北市,萬華區,忠貞里,1614,86,244,2,120,4,18,740,20,56,328,10,4,28,92,96,64,2454,5980
臺北市,萬華區,新和里,2362,66,514,10,286,8,16,1722,22,96,598,16,8,60,152,268,80,4192,10476
臺北市,萬華區,新安里,3738,194,424,4,244,12,22,800,26,88,656,20,12,54,140,148,66,2822,9470
臺北市,萬華區,新忠里,786,28,160,0,112,4,12,688,20,38,270,10,0,28,32,118,28,1864,4198
臺北市,萬華區,新起里,3402,196,448,6,170,8,28,434,16,70,472,4,2,50,108,110,62,1964,7550
臺北市,萬華區,日善里,2152,106,306,14,112,16,14,204,18,56,254,8,14,24,36,98,16,1130,4578
臺北市,萬華區,日祥里,2084,118,312,4,146,12,18,638,24,46,448,8,6,28,120,162,78,2546,6798
臺北市,萬華區,柳鄉里,3280,184,370,12,112,16,60,186,38,92,352,24,4,26,80,62,30,1440,6368
臺北市,萬華區,榮德里,2220,90,246,10,74,4,16,164,12,40,226,10,8,16,88,54,18,1142,4438
臺北市,萬華區,福星里,2388,142,310,10,150,14,14,446,10,42,384,12,6,38,98,122,42,1820,6048
臺北市,萬華區,福音里,2006,126,272,6,114,10,16,200,12,40,210,6,0,10,74,46,12,1046,4206
臺北市,萬華區,糖廍里,3164,144,410,6,210,10,34,380,14,68,316,20,4,28,46,88,32,1660,6634
臺北市,萬華區,綠堤里,2264,114,232,14,52,10,18,260,20,38,330,12,8,20,76,64,18,1424,4974
臺北市,萬華區,興德里,2688,114,420,16,172,16,26,212,30,60,314,10,8,30,88,74,34,1420,5732
臺北市,萬華區,菜園里,3486,154,390,2,154,2,20,334,24,78,404,16,10,22,104,132,36,1828,7196
臺北市,萬華區,華中里,3764,222,466,12,190,16,42,340,16,72,370,14,12,24,94,116,18,2008,7796
臺北市,萬華區,華江里,4702,228,698,16,270,10,44,488,20,114,582,30,10,30,122,98,32,2494,9988
臺北市,萬華區,萬壽里,1496,74,184,8,78,8,4,240,8,40,240,2,10,10,42,58,28,1118,3648
臺北市,萬華區,西門里,1592,72,260,8,152,6,8,308,24,40,306,6,4,22,86,62,48,1134,4138
臺北市,萬華區,銘德里,2776,136,376,6,90,18,12,276,18,66,280,8,12,16,62,68,22,1500,5742
臺北市,萬華區,錦德里,3290,152,372,4,178,10,16,314,12,110,378,16,12,38,82,92,22,1616,6714
臺北市,萬華區,雙園里,2656,126,342,10,170,14,14,234,20,34,340,6,2,14,90,86,14,1294,5466
臺北市,萬華區,青山里,3264,178,350,8,126,18,26,304,32,72,424,14,4,26,92,78,44,1696,6756
臺北市,萬華區,頂碩里,4636,228,544,6,230,10,12,322,20,82,438,20,8,46,136,142,46,2098,9024
臺北市,萬華區,騰雲里,1282,60,212,8,116,8,4,438,2,32,202,6,6,18,36,76,26,1280,3812
