行政區別,村里別,侯友宜/趙少康,柯文哲/吳欣盈,賴清德/蕭美琴,侯友宜/趙少康_黨籍,柯文哲/吳欣盈_黨籍,賴清德/蕭美琴_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
士林區,忠誠里,3210,1396,2110,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,212,855,4,859,1154,0,3,0
士林區,承德里,2470,1670,2828,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,357,879,6,885,1183,0,3,0
士林區,新安里,762,432,1180,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,432,592,2,594,817,0,3,0
士林區,明勝里,1968,1450,2582,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,366,989,14,1003,1335,0,3,0
士林區,東山里,2724,1468,2086,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,427,1012,11,1023,1391,0,3,0
士林區,永倫里,2286,2128,4320,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,400,869,8,877,1178,0,3,0
士林區,永福里,476,264,842,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,430,791,6,797,1066,0,3,0
士林區,溪山里,576,386,948,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,440,955,11,966,1301,0,3,0
士林區,百齡里,2522,2120,3660,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,352,828,5,833,1113,0,3,0
士林區,社園里,2248,2236,4272,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,395,907,4,911,1227,0,3,0
士林區,社子里,2178,1922,3800,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,385,976,3,979,1290,0,3,0
士林區,社新里,3072,2664,5244,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,389,1047,3,1050,1377,0,3,0
士林區,福中里,2436,2074,3724,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,345,968,5,973,1321,0,3,0
士林區,福佳里,3248,2214,4068,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,335,800,7,807,1029,0,3,0
士林區,福安里,1018,1290,3860,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,405,984,9,993,1376,0,3,0
士林區,福德里,2136,1268,2180,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,322,664,6,670,895,0,3,0
士林區,福志里,3772,1878,3754,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,326,893,11,904,1228,0,3,0
士林區,福林里,1346,868,1500,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,319,466,2,468,646,0,3,0
士林區,福華里,2396,1936,3164,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,361,845,4,849,1194,0,3,0
士林區,福順里,1828,1610,3178,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,369,814,5,819,1094,0,3,0
士林區,義信里,1434,880,1538,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,317,924,3,927,1280,0,3,0
士林區,翠山里,1820,662,938,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,441,847,5,852,1129,0,3,0
士林區,聖山里,2678,1258,2452,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,419,1084,5,1089,1454,0,3,0
士林區,臨溪里,1370,638,1380,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,443,928,6,934,1328,0,3,0
士林區,舊佳里,2628,1512,3218,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,331,934,6,940,1279,0,3,0
士林區,芝山里,3536,2158,3754,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,422,959,3,962,1304,0,3,0
士林區,菁山里,628,418,860,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,437,600,9,609,846,0,3,0
士林區,葫東里,1418,1314,2314,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,382,782,3,785,1049,0,3,0
士林區,葫蘆里,2936,2240,3970,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,377,838,4,842,1126,0,3,0
士林區,蘭興里,2832,1690,3438,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,222,1022,6,1028,1335,0,3,0
士林區,蘭雅里,3862,2474,4412,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,216,835,6,841,1133,0,3,0
士林區,陽明里,1380,694,1506,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,434,631,5,636,907,0,3,0
大同區,保安里,1570,1570,2620,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,311,940,9,949,1228,0,3,0
大同區,光能里,1764,1706,2842,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,247,782,5,787,1024,0,3,0
大同區,南芳里,1528,1266,2278,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,263,831,7,838,1094,0,3,0
大同區,國慶里,1628,1492,2678,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,281,926,3,929,1216,0,3,0
大同區,國順里,972,878,1830,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,279,836,11,847,1151,0,3,0
大同區,大有里,1428,1386,2778,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,251,921,4,925,1251,0,3,0
大同區,延平里,1496,1148,2228,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,254,707,5,712,962,0,3,0
大同區,建功里,1686,1422,2622,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,230,962,6,968,1308,0,3,0
大同區,建明里,1150,876,1800,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,228,995,6,1001,1351,0,3,0
大同區,建泰里,1212,1070,2050,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,233,688,5,693,933,0,3,0
大同區,揚雅里,1202,1024,2114,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,284,657,9,666,865,0,3,0
大同區,斯文里,1622,1568,2864,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,287,769,3,772,1135,0,3,0
大同區,星明里,2114,1704,2922,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,243,845,2,847,1189,0,3,0
大同區,景星里,832,674,1354,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,270,670,4,674,978,0,3,0
大同區,朝陽里,1492,1324,2538,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,240,879,5,884,1222,0,3,0
大同區,民權里,2426,1944,3522,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,266,1031,8,1039,1366,0,3,0
大同區,永樂里,1646,1558,3058,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,236,816,6,822,1093,0,3,0
大同區,玉泉里,1106,788,1616,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,226,823,3,826,1128,0,3,0
大同區,老師里,1852,1870,3328,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,302,888,2,890,1214,0,3,0
大同區,至聖里,2902,2222,4538,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,296,841,4,845,1162,0,3,0
大同區,蓬萊里,1842,1514,2760,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,275,710,4,714,963,0,3,0
大同區,鄰江里,2136,1996,3692,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,291,775,4,779,1046,0,3,0
大同區,重慶里,2662,2104,3400,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,306,762,4,766,1043,0,3,0
大同區,隆和里,1190,1180,2042,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,272,697,7,704,942,0,3,0
大同區,雙連里,3244,2686,5066,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,257,867,12,879,1202,0,3,0
大安區,仁愛里,2424,812,2232,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1160,739,5,744,1047,0,3,0
大安區,仁慈里,2408,1246,2726,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1148,1121,13,1134,1447,0,3,0
大安區,住安里,2694,1208,1994,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1237,1031,6,1037,1428,0,3,0
大安區,光信里,3696,1688,3236,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1330,875,5,880,1181,0,3,0
大安區,光明里,1560,1198,1618,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1212,1117,6,1123,1460,0,3,0
大安區,光武里,3618,1582,3340,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1177,778,11,789,1175,0,3,0
大安區,全安里,2392,998,1746,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1258,859,7,866,1183,0,3,0
大安區,古莊里,3460,2110,3252,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1192,849,4,853,1178,0,3,0
大安區,古風里,1968,1110,1898,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1189,779,7,786,1088,0,3,0
大安區,和安里,3268,1788,2812,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1151,883,7,890,1208,0,3,0
大安區,大學里,4216,2176,3830,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1284,1091,18,1109,1469,0,3,0
大安區,學府里,1266,582,894,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1335,581,3,584,798,0,3,0
大安區,建倫里,3090,1108,2600,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1308,816,6,822,1159,0,3,0
大安區,建安里,2350,1038,2054,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1305,907,7,914,1264,0,3,0
大安區,德安里,2996,1212,2206,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1144,785,6,791,1134,0,3,0
大安區,敦安里,2910,1324,2724,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1312,858,8,866,1213,0,3,0
大安區,敦煌里,2828,1384,2774,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1319,820,7,827,1147,0,3,0
大安區,新龍里,4150,1924,2274,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1224,1002,5,1007,1319,0,3,0
大安區,昌隆里,1464,614,1594,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1172,998,6,1004,1414,0,3,0
大安區,正聲里,2358,1060,1838,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1316,830,3,833,1159,0,3,0
大安區,民炤里,3570,1826,3902,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1155,848,7,855,1158,0,3,0
大安區,民輝里,3138,1612,3126,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1168,898,6,904,1261,0,3,0
大安區,永康里,1784,976,1468,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1209,690,3,693,947,0,3,0
大安區,法治里,2578,1218,1714,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1255,858,3,861,1133,0,3,0
大安區,福住里,2724,1542,2828,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1205,902,7,909,1239,0,3,0
大安區,群英里,4772,1860,1956,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1265,847,9,856,1159,0,3,0
大安區,群賢里,3254,1330,2188,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1261,958,4,962,1278,0,3,0
大安區,義安里,2910,1136,2222,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1240,802,4,806,1143,0,3,0
大安區,義村里,3458,1248,1990,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1164,655,3,658,893,0,3,0
大安區,臥龍里,1078,584,834,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1273,622,3,625,824,0,3,0
大安區,臨江里,1982,1158,1842,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1252,884,11,895,1229,0,3,0
大安區,芳和里,3036,1408,2460,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1289,896,13,909,1245,0,3,0
大安區,華聲里,2054,950,1742,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1323,872,6,878,1184,0,3,0
大安區,虎嘯里,1980,970,1584,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1270,1041,12,1053,1393,0,3,0
大安區,誠安里,1886,824,1886,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1174,735,1,736,1063,0,3,0
大安區,車層里,3000,1340,2784,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1326,875,3,878,1202,0,3,0
大安區,通化里,2690,1688,2842,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1244,938,9,947,1285,0,3,0
大安區,通安里,2676,1402,2416,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1248,771,7,778,1060,0,3,0
大安區,錦安里,2770,1568,2700,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1201,782,3,785,1051,0,3,0
大安區,錦泰里,1826,1024,1538,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1214,1079,14,1093,1456,0,3,0
大安區,錦華里,2902,1644,2450,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1216,747,8,755,990,0,3,0
大安區,黎元里,2710,1598,2450,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1293,979,7,986,1272,0,3,0
大安區,黎和里,2644,1410,1950,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1302,1042,11,1053,1412,0,3,0
大安區,黎孝里,3966,2226,3394,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1297,1027,6,1033,1351,0,3,0
大安區,龍圖里,3544,1704,2752,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1220,948,6,954,1294,0,3,0
大安區,龍坡里,2682,1396,2528,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1182,741,4,745,1018,0,3,0
大安區,龍安里,2970,1686,2876,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1197,923,7,930,2435,0,3,0
大安區,龍泉里,2284,1306,2308,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1186,940,3,943,1290,0,3,0
大安區,龍淵里,4330,2396,4030,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1275,939,6,945,1252,0,3,0
大安區,龍生里,3366,1792,2772,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1233,997,5,1002,1310,0,3,0
大安區,龍門里,2018,990,1946,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1281,847,7,854,1179,0,3,0
大安區,龍陣里,1808,830,1604,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1228,1115,8,1123,1499,0,3,0
大安區,龍雲里,2402,1014,2038,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1230,903,10,913,1252,0,3,0
文山區,博嘉里,2928,1704,2454,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1712,745,5,750,1013,0,3,0
文山區,忠順里,2720,1240,1510,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1679,890,7,897,1126,0,3,0
文山區,指南里,1862,1304,1846,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1727,949,7,956,1291,0,3,0
文山區,政大里,3930,2290,3142,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1722,768,2,770,985,0,3,0
文山區,明義里,2016,1372,1368,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1655,781,15,796,1152,0,3,0
文山區,明興里,3744,2188,2498,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1658,999,9,1008,1351,0,3,0
文山區,景仁里,3230,1672,2256,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1572,806,5,811,1123,0,3,0
文山區,景慶里,3166,1914,2560,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1568,929,7,936,1285,0,3,0
文山區,景東里,3886,2214,2546,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1561,1115,9,1124,1494,0,3,0
文山區,景美里,2528,1534,2146,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1565,1018,9,1027,1370,0,3,0
文山區,景華里,2956,1690,2206,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1576,853,4,857,1129,0,3,0
文山區,景行里,3486,2442,3388,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1556,937,3,940,1269,0,3,0
文山區,木新里,4560,2704,3830,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1668,1066,11,1077,2493,0,3,0
文山區,木柵里,5882,2892,3336,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1662,959,1,960,1251,0,3,0
文山區,樟文里,3150,1860,2544,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1691,998,9,1007,1305,0,3,0
文山區,樟新里,3002,1738,1976,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1687,834,12,846,1149,0,3,0
文山區,樟林里,4586,2558,3044,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1682,1011,12,1023,1424,0,3,0
文山區,樟樹里,2348,1480,1864,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1699,929,8,937,1229,0,3,0
文山區,樟腳里,2790,1748,2146,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1695,819,6,825,1076,0,3,0
文山區,老泉里,308,246,510,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1730,532,3,535,724,0,3,0
文山區,興光里,2116,1210,1494,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1607,904,9,913,1209,0,3,0
文山區,興安里,3982,2014,2456,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1623,989,6,995,1309,0,3,0
文山區,興家里,4192,2426,2648,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1610,978,7,985,1299,0,3,0
文山區,興得里,3372,1926,2328,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1615,1091,6,1097,1444,0,3,0
文山區,興旺里,4674,2770,2778,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1631,857,8,865,1161,0,3,0
文山區,興昌里,3656,1886,2384,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1640,953,6,959,1326,0,3,0
文山區,興業里,3316,1428,1878,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1619,823,5,828,1093,0,3,0
文山區,興泰里,2286,1336,1704,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1637,815,9,824,1055,0,3,0
文山區,興福里,2824,1656,2294,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1627,820,6,826,1091,0,3,0
文山區,興豐里,2676,1476,2000,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1601,989,14,1003,1371,0,3,0
文山區,興邦里,3148,1592,1640,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1604,1001,7,1008,1350,0,3,0
文山區,華興里,5028,2580,3356,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1649,927,10,937,1227,0,3,0
文山區,萬和里,2278,998,1096,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1596,1091,6,1097,1430,0,3,0
文山區,萬年里,2802,1470,2328,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1592,797,5,802,1103,0,3,0
文山區,萬有里,3030,1674,2226,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1580,822,5,827,1062,0,3,0
文山區,萬盛里,2620,1368,1866,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1598,918,11,929,1278,0,3,0
文山區,萬祥里,2258,1350,1970,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1584,915,6,921,1216,0,3,0
文山區,萬美里,3928,2038,2670,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1707,884,3,887,1182,0,3,0
文山區,萬興里,4276,2460,3410,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1717,1095,6,1101,1413,0,3,0
文山區,萬芳里,4384,2538,2808,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1702,1076,6,1082,1423,0,3,0
文山區,萬隆里,3982,2104,2770,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1587,888,4,892,1205,0,3,0
文山區,試院里,4052,2164,2458,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1644,834,4,838,1092,0,3,0
文山區,順興里,3730,2496,2958,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1674,883,6,889,1123,0,3,0
松山區,三民里,3508,1620,3064,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,606,832,7,839,1049,0,3,0
松山區,中崙里,1878,1186,1828,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1532,747,3,750,1026,0,3,0
松山區,中正里,3888,2450,4550,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1526,968,5,973,1311,0,3,0
松山區,中華里,3168,1622,2782,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,649,981,9,990,1300,0,3,0
松山區,介壽里,1952,1078,2170,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,625,861,4,865,1152,0,3,0
松山區,吉仁里,1716,1080,1828,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1538,760,5,765,1025,0,3,0
松山區,吉祥里,4022,2138,3704,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1511,849,5,854,1182,0,3,0
松山區,安平里,3684,2450,3974,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,666,994,6,1000,1318,0,3,0
松山區,富泰里,2430,1256,1852,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,622,881,8,889,1162,0,3,0
松山區,富錦里,2510,1402,2308,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,614,767,4,771,1004,0,3,0
松山區,復勢里,2676,1868,3122,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1550,999,6,1005,1336,0,3,0
松山區,復建里,2204,1214,1966,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1547,1015,12,1027,1347,0,3,0
松山區,復源里,1628,902,1504,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1545,1048,5,1053,1418,0,3,0
松山區,復盛里,3166,1678,2728,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1522,1033,5,1038,1389,0,3,0
松山區,慈祐里,3034,2308,3700,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1506,1087,4,1091,1470,0,3,0
松山區,敦化里,3110,1836,3338,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1541,998,7,1005,1294,0,3,0
松山區,新東里,2432,1398,2320,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,618,807,3,810,1057,0,3,0
松山區,新益里,2258,1290,2280,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,611,974,5,979,1261,0,3,0
松山區,新聚里,3488,2336,3754,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1517,965,2,967,1335,0,3,0
松山區,東光里,3676,1806,3102,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,631,725,8,733,957,0,3,0
松山區,東勢里,1930,1114,2116,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,646,852,2,854,1119,0,3,0
松山區,東昌里,1096,670,1310,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,644,790,7,797,1025,0,3,0
松山區,東榮里,3622,1980,3976,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,601,977,5,982,1261,0,3,0
松山區,松基里,1612,852,1858,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,663,769,4,773,1028,0,3,0
松山區,民有里,4032,2080,4756,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,653,963,6,969,1290,0,3,0
松山區,民福里,3492,1670,2602,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,659,929,5,934,1285,0,3,0
松山區,福成里,1178,646,1346,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1554,853,5,858,1132,0,3,0
松山區,精忠里,2160,1030,1932,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,628,819,10,829,1141,0,3,0
松山區,美仁里,1526,890,1698,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1535,640,5,645,867,0,3,0
松山區,自強里,6438,2452,2330,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,675,1008,8,1016,1384,0,3,0
松山區,莊敬里,2596,1514,2162,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,597,798,2,800,1045,0,3,0
松山區,鵬程里,2654,1436,1986,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,671,751,5,756,944,0,3,0
松山區,龍田里,6140,2928,3614,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,637,899,4,903,1191,0,3,0
萬華區,仁德里,1988,1452,2472,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,955,885,4,889,1208,0,3,0
萬華區,保德里,1386,986,1624,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1020,757,3,760,987,0,3,0
萬華區,全德里,1736,1332,2146,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,998,790,3,793,1075,0,3,0
萬華區,凌霄里,2064,1140,1256,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1057,758,4,762,1005,0,3,0
萬華區,和平里,2194,1960,3798,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,988,868,3,871,1198,0,3,0
萬華區,和德里,2132,1894,3230,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,993,776,6,782,1079,0,3,0
萬華區,壽德里,2010,1512,2446,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1013,727,7,734,1022,0,3,0
萬華區,孝德里,1130,1050,1898,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1011,1007,7,1014,1343,0,3,0
萬華區,富民里,1926,1322,2738,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,948,713,9,722,1046,0,3,0
萬華區,富福里,1778,1438,2660,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,959,898,7,905,2579,0,3,0
萬華區,忠德里,1666,1488,2382,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1004,941,9,950,1283,0,3,0
萬華區,忠貞里,2972,1222,1602,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1039,729,12,741,1020,0,3,0
萬華區,新和里,5660,2554,2350,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1046,834,11,845,1085,0,3,0
萬華區,新安里,2882,1686,2120,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1052,721,17,738,1109,0,3,0
萬華區,新忠里,2476,910,876,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1043,626,3,629,917,0,3,0
萬華區,新起里,2990,2276,3376,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,935,811,8,819,1135,0,3,0
萬華區,日善里,1340,1200,1886,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1001,677,3,680,941,0,3,0
萬華區,日祥里,3264,1916,2288,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1034,690,7,697,959,0,3,0
萬華區,柳鄉里,1766,1454,2730,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,963,681,7,688,979,0,3,0
萬華區,榮德里,1394,1074,1852,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1023,727,7,734,981,0,3,0
萬華區,福星里,2526,1524,2204,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,925,841,6,847,1123,0,3,0
萬華區,福音里,1542,1266,2016,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,952,931,4,935,1296,0,3,0
萬華區,糖廍里,2158,1526,3010,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,973,895,6,901,1176,0,3,0
萬華區,綠堤里,1772,1334,1900,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,977,893,8,901,1200,0,3,0
萬華區,興德里,1534,1460,2292,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1031,832,2,834,1182,0,3,0
萬華區,菜園里,2400,1918,3222,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,940,871,3,874,1215,0,3,0
萬華區,華中里,2444,1792,3298,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,1026,843,6,849,1094,0,3,0
萬華區,華江里,3174,2728,4218,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,967,853,2,855,1129,0,3,0
