縣市,行政區別,鄰里,區域別代碼,直轄市長候選人1＿候選人名稱,直轄市長候選人1＿黨籍,直轄市長候選人1_得票數,直轄市長候選人2＿候選人名稱,直轄市長候選人2＿黨籍,直轄市長候選人2_得票數,直轄市長候選人3＿候選人名稱,直轄市長候選人3＿黨籍,直轄市長候選人3_得票數,直轄市長候選人4＿候選人名稱,直轄市長候選人4＿黨籍,直轄市長候選人4_得票數,直轄市長候選人5＿候選人名稱,直轄市長候選人5＿黨籍,直轄市長候選人5_得票數,直轄市長候選人6＿候選人名稱,直轄市長候選人6＿黨籍,直轄市長候選人6_得票數,直轄市長候選人7＿候選人名稱,直轄市長候選人7＿黨籍,直轄市長候選人7_得票數,直轄市長候選人8＿候選人名稱,直轄市長候選人8＿黨籍,直轄市長候選人8_得票數,直轄市長候選人9＿候選人名稱,直轄市長候選人9＿黨籍,直轄市長候選人9_得票數,直轄市長候選人10＿候選人名稱,直轄市長候選人10＿黨籍,直轄市長候選人10_得票數,直轄市長候選人11＿候選人名稱,直轄市長候選人11＿黨籍,直轄市長候選人11_得票數,直轄市長候選人12＿候選人名稱,直轄市長候選人12＿黨籍,直轄市長候選人12_得票數,直轄市長有效票數A,直轄市長無效票數B,直轄市長投票數C,直轄市長選舉人數G,區域直轄市議員候選人1＿候選人名稱,區域直轄市議員候選人1＿黨籍,區域直轄市議員候選人1_得票數,區域直轄市議員候選人2＿候選人名稱,區域直轄市議員候選人2＿黨籍,區域直轄市議員候選人2_得票數,區域直轄市議員候選人3＿候選人名稱,區域直轄市議員候選人3＿黨籍,區域直轄市議員候選人3_得票數,區域直轄市議員候選人4＿候選人名稱,區域直轄市議員候選人4＿黨籍,區域直轄市議員候選人4_得票數,區域直轄市議員候選人5＿候選人名稱,區域直轄市議員候選人5＿黨籍,區域直轄市議員候選人5_得票數,區域直轄市議員候選人6＿候選人名稱,區域直轄市議員候選人6＿黨籍,區域直轄市議員候選人6_得票數,區域直轄市議員候選人7＿候選人名稱,區域直轄市議員候選人7＿黨籍,區域直轄市議員候選人7_得票數,區域直轄市議員候選人8＿候選人名稱,區域直轄市議員候選人8＿黨籍,區域直轄市議員候選人8_得票數,區域直轄市議員候選人9＿候選人名稱,區域直轄市議員候選人9＿黨籍,區域直轄市議員候選人9_得票數,區域直轄市議員候選人10＿候選人名稱,區域直轄市議員候選人10＿黨籍,區域直轄市議員候選人10_得票數,區域直轄市議員候選人11＿候選人名稱,區域直轄市議員候選人11＿黨籍,區域直轄市議員候選人11_得票數,區域直轄市議員候選人12＿候選人名稱,區域直轄市議員候選人12＿黨籍,區域直轄市議員候選人12_得票數,區域直轄市議員候選人13＿候選人名稱,區域直轄市議員候選人13＿黨籍,區域直轄市議員候選人13_得票數,區域直轄市議員候選人14＿候選人名稱,區域直轄市議員候選人14＿黨籍,區域直轄市議員候選人14_得票數,區域直轄市議員候選人15＿候選人名稱,區域直轄市議員候選人15＿黨籍,區域直轄市議員候選人15_得票數,區域直轄市議員候選人16＿候選人名稱,區域直轄市議員候選人16＿黨籍,區域直轄市議員候選人16_得票數,區域直轄市議員候選人17＿候選人名稱,區域直轄市議員候選人17＿黨籍,區域直轄市議員候選人17_得票數,區域直轄市議員候選人18＿候選人名稱,區域直轄市議員候選人18＿黨籍,區域直轄市議員候選人18_得票數,區域直轄市議員候選人19＿候選人名稱,區域直轄市議員候選人19＿黨籍,區域直轄市議員候選人19_得票數,區域直轄市議員候選人20＿候選人名稱,區域直轄市議員候選人20＿黨籍,區域直轄市議員候選人20_得票數,區域直轄市議員候選人21＿候選人名稱,區域直轄市議員候選人21＿黨籍,區域直轄市議員候選人21_得票數,區域直轄市議員候選人22＿候選人名稱,區域直轄市議員候選人22＿黨籍,區域直轄市議員候選人22_得票數,區域直轄市議員候選人23＿候選人名稱,區域直轄市議員候選人23＿黨籍,區域直轄市議員候選人23_得票數,區域直轄市議員候選人24＿候選人名稱,區域直轄市議員候選人24＿黨籍,區域直轄市議員候選人24_得票數,區域直轄市議員候選人25＿候選人名稱,區域直轄市議員候選人25＿黨籍,區域直轄市議員候選人25_得票數,區域直轄市議員候選人26＿候選人名稱,區域直轄市議員候選人26＿黨籍,區域直轄市議員候選人26_得票數,區域直轄市議員候選人27＿候選人名稱,區域直轄市議員候選人27＿黨籍,區域直轄市議員候選人27_得票數,區域直轄市議員有效票數A,區域直轄市議員無效票數B,區域直轄市議員投票數C,區域直轄市議員選舉人數G,平原直轄市議員候選人1＿候選人名稱,平原直轄市議員候選人1＿黨籍,平原直轄市議員候選人1_得票數,平原直轄市議員候選人2＿候選人名稱,平原直轄市議員候選人2＿黨籍,平原直轄市議員候選人2_得票數,平原直轄市議員候選人3＿候選人名稱,平原直轄市議員候選人3＿黨籍,平原直轄市議員候選人3_得票數,平原直轄市議員候選人4＿候選人名稱,平原直轄市議員候選人4＿黨籍,平原直轄市議員候選人4_得票數,平原直轄市議員候選人5＿候選人名稱,平原直轄市議員候選人5＿黨籍,平原直轄市議員候選人5_得票數,平原直轄市議員候選人6＿候選人名稱,平原直轄市議員候選人6＿黨籍,平原直轄市議員候選人6_得票數,平原直轄市議員候選人7＿候選人名稱,平原直轄市議員候選人7＿黨籍,平原直轄市議員候選人7_得票數,平原直轄市議員候選人8＿候選人名稱,平原直轄市議員候選人8＿黨籍,平原直轄市議員候選人8_得票數,平原直轄市議員候選人9＿候選人名稱,平原直轄市議員候選人9＿黨籍,平原直轄市議員候選人9_得票數,平原直轄市議員候選人10＿候選人名稱,平原直轄市議員候選人10＿黨籍,平原直轄市議員候選人10_得票數,平原直轄市議員有效票數A,平原直轄市議員無效票數B,平原直轄市議員投票數C,平原直轄市議員選舉人數G,山原直轄市議員候選人1＿候選人名稱,山原直轄市議員候選人1＿黨籍,山原直轄市議員候選人1_得票數,山原直轄市議員候選人2＿候選人名稱,山原直轄市議員候選人2＿黨籍,山原直轄市議員候選人2_得票數,山原直轄市議員候選人3＿候選人名稱,山原直轄市議員候選人3＿黨籍,山原直轄市議員候選人3_得票數,山原直轄市議員候選人4＿候選人名稱,山原直轄市議員候選人4＿黨籍,山原直轄市議員候選人4_得票數,山原直轄市議員候選人5＿候選人名稱,山原直轄市議員候選人5＿黨籍,山原直轄市議員候選人5_得票數,山原直轄市議員候選人6＿候選人名稱,山原直轄市議員候選人6＿黨籍,山原直轄市議員候選人6_得票數,山原直轄市議員候選人7＿候選人名稱,山原直轄市議員候選人7＿黨籍,山原直轄市議員候選人7_得票數,山原直轄市議員候選人8＿候選人名稱,山原直轄市議員候選人8＿黨籍,山原直轄市議員候選人8_得票數,山原直轄市議員候選人9＿候選人名稱,山原直轄市議員候選人9＿黨籍,山原直轄市議員候選人9_得票數,山原直轄市議員候選人10＿候選人名稱,山原直轄市議員候選人10＿黨籍,山原直轄市議員候選人10_得票數,山原直轄市議員有效票數A,山原直轄市議員無效票數B,山原直轄市議員投票數C,山原直轄市議員選舉人數G
臺北市,信義區,中行里,63000020025,張家豪,無黨籍,4,唐新民,無黨籍,0,謝立康,無黨籍,2,陳時中,民主進步黨,1462,王文娟,無黨籍,4,鄭匡宇,無黨籍,0,黃聖峰,無黨籍,1,童文薰,無黨籍,9,蔣萬安,中國國民黨,1683,蘇煥智,無黨籍,4,黃珊珊,無黨籍,1045,施奉先,無黨籍,1,0,4215,25,9,郭榮先,無黨籍,9,高毓安,無黨籍,2,徐巧芯,中國國民黨,475,戴錫欽,中國國民黨,278,許淑華,民主進步黨,341,王鴻薇,中國國民黨,365,吳崢,無黨籍,297,洪健益,民主進步黨,467,張文潔,民主進步黨,505,許家蓓,民主進步黨,423,吳蕚洋,無黨籍,28,林柏勛,無黨籍,31,楊寶楨,無黨籍,240,洪士奇,無黨籍,129,秦慧珠,中國國民黨,321,詹為元,中國國民黨,228,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,4139,75,9,吳郁瑾 Sawmah Kawlo,民主進步黨,5,李芳儒,中國國民黨,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,14,1,1,李傅中武,中國國民黨,6,陳慧君 Mulas．Ismahasan,民主進步黨,1,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,7,0,1
臺北市,信義區,五全里,63000020013,張家豪,無黨籍,5,唐新民,無黨籍,0,謝立康,無黨籍,0,陳時中,民主進步黨,971,王文娟,無黨籍,0,鄭匡宇,無黨籍,2,黃聖峰,無黨籍,1,童文薰,無黨籍,3,蔣萬安,中國國民黨,1037,蘇煥智,無黨籍,2,黃珊珊,無黨籍,685,施奉先,無黨籍,1,0,2707,25,9,郭榮先,無黨籍,2,高毓安,無黨籍,0,徐巧芯,中國國民黨,272,戴錫欽,中國國民黨,242,許淑華,民主進步黨,205,王鴻薇,中國國民黨,221,吳崢,無黨籍,194,洪健益,民主進步黨,531,張文潔,民主進步黨,238,許家蓓,民主進步黨,231,吳蕚洋,無黨籍,23,林柏勛,無黨籍,21,楊寶楨,無黨籍,162,洪士奇,無黨籍,32,秦慧珠,中國國民黨,166,詹為元,中國國民黨,129,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,2669,54,9,吳郁瑾 Sawmah Kawlo,民主進步黨,2,李芳儒,中國國民黨,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,7,0,1,李傅中武,中國國民黨,0,陳慧君 Mulas．Ismahasan,民主進步黨,0,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,1
臺北市,信義區,五常里,63000020012,張家豪,無黨籍,1,唐新民,無黨籍,0,謝立康,無黨籍,0,陳時中,民主進步黨,625,王文娟,無黨籍,1,鄭匡宇,無黨籍,1,黃聖峰,無黨籍,0,童文薰,無黨籍,1,蔣萬安,中國國民黨,859,蘇煥智,無黨籍,2,黃珊珊,無黨籍,453,施奉先,無黨籍,1,0,1944,16,9,郭榮先,無黨籍,9,高毓安,無黨籍,1,徐巧芯,中國國民黨,234,戴錫欽,中國國民黨,122,許淑華,民主進步黨,133,王鴻薇,中國國民黨,184,吳崢,無黨籍,138,洪健益,民主進步黨,252,張文潔,民主進步黨,175,許家蓓,民主進步黨,162,吳蕚洋,無黨籍,3,林柏勛,無黨籍,11,楊寶楨,無黨籍,129,洪士奇,無黨籍,29,秦慧珠,中國國民黨,213,詹為元,中國國民黨,120,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1915,35,9,吳郁瑾 Sawmah Kawlo,民主進步黨,0,李芳儒,中國國民黨,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,2,0,1,李傅中武,中國國民黨,1,陳慧君 Mulas．Ismahasan,民主進步黨,1,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,2,0,1
臺北市,信義區,六合里,63000020032,張家豪,無黨籍,10,唐新民,無黨籍,1,謝立康,無黨籍,1,陳時中,民主進步黨,890,王文娟,無黨籍,2,鄭匡宇,無黨籍,0,黃聖峰,無黨籍,0,童文薰,無黨籍,8,蔣萬安,中國國民黨,1832,蘇煥智,無黨籍,5,黃珊珊,無黨籍,847,施奉先,無黨籍,0,0,3596,21,9,郭榮先,無黨籍,14,高毓安,無黨籍,4,徐巧芯,中國國民黨,539,戴錫欽,中國國民黨,173,許淑華,民主進步黨,370,王鴻薇,中國國民黨,515,吳崢,無黨籍,217,洪健益,民主進步黨,266,張文潔,民主進步黨,199,許家蓓,民主進步黨,223,吳蕚洋,無黨籍,16,林柏勛,無黨籍,29,楊寶楨,無黨籍,182,洪士奇,無黨籍,89,秦慧珠,中國國民黨,269,詹為元,中國國民黨,400,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,3505,78,9,吳郁瑾 Sawmah Kawlo,民主進步黨,3,李芳儒,中國國民黨,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,9,0,1,李傅中武,中國國民黨,23,陳慧君 Mulas．Ismahasan,民主進步黨,1,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,24,0,1
臺北市,信義區,六藝里,63000020010,張家豪,無黨籍,1,唐新民,無黨籍,0,謝立康,無黨籍,0,陳時中,民主進步黨,660,王文娟,無黨籍,1,鄭匡宇,無黨籍,1,黃聖峰,無黨籍,0,童文薰,無黨籍,6,蔣萬安,中國國民黨,825,蘇煥智,無黨籍,3,黃珊珊,無黨籍,478,施奉先,無黨籍,0,0,1975,21,9,郭榮先,無黨籍,7,高毓安,無黨籍,0,徐巧芯,中國國民黨,225,戴錫欽,中國國民黨,120,許淑華,民主進步黨,214,王鴻薇,中國國民黨,154,吳崢,無黨籍,131,洪健益,民主進步黨,244,張文潔,民主進步黨,142,許家蓓,民主進步黨,185,吳蕚洋,無黨籍,20,林柏勛,無黨籍,15,楊寶楨,無黨籍,116,洪士奇,無黨籍,16,秦慧珠,中國國民黨,261,詹為元,中國國民黨,107,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1957,30,9,吳郁瑾 Sawmah Kawlo,民主進步黨,2,李芳儒,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,3,0,1,李傅中武,中國國民黨,2,陳慧君 Mulas．Ismahasan,民主進步黨,1,高為人Sayun Watan,無黨籍,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,5,0,1
臺北市,信義區,嘉興里,63000020037,張家豪,無黨籍,1,唐新民,無黨籍,0,謝立康,無黨籍,0,陳時中,民主進步黨,555,王文娟,無黨籍,0,鄭匡宇,無黨籍,1,黃聖峰,無黨籍,0,童文薰,無黨籍,2,蔣萬安,中國國民黨,780,蘇煥智,無黨籍,2,黃珊珊,無黨籍,422,施奉先,無黨籍,1,0,1764,19,9,郭榮先,無黨籍,6,高毓安,無黨籍,4,徐巧芯,中國國民黨,253,戴錫欽,中國國民黨,135,許淑華,民主進步黨,220,王鴻薇,中國國民黨,175,吳崢,無黨籍,124,洪健益,民主進步黨,91,張文潔,民主進步黨,137,許家蓓,民主進步黨,179,吳蕚洋,無黨籍,17,林柏勛,無黨籍,10,楊寶楨,無黨籍,101,洪士奇,無黨籍,21,秦慧珠,中國國民黨,124,詹為元,中國國民黨,137,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1734,42,9,吳郁瑾 Sawmah Kawlo,民主進步黨,1,李芳儒,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,2,0,1,李傅中武,中國國民黨,0,陳慧君 Mulas．Ismahasan,民主進步黨,0,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,1
臺北市,信義區,四維里,63000020017,張家豪,無黨籍,3,唐新民,無黨籍,0,謝立康,無黨籍,0,陳時中,民主進步黨,838,王文娟,無黨籍,1,鄭匡宇,無黨籍,0,黃聖峰,無黨籍,2,童文薰,無黨籍,3,蔣萬安,中國國民黨,1305,蘇煥智,無黨籍,3,黃珊珊,無黨籍,684,施奉先,無黨籍,2,0,2841,18,9,郭榮先,無黨籍,7,高毓安,無黨籍,2,徐巧芯,中國國民黨,350,戴錫欽,中國國民黨,324,許淑華,民主進步黨,194,王鴻薇,中國國民黨,243,吳崢,無黨籍,184,洪健益,民主進步黨,316,張文潔,民主進步黨,168,許家蓓,民主進步黨,276,吳蕚洋,無黨籍,20,林柏勛,無黨籍,25,楊寶楨,無黨籍,170,洪士奇,無黨籍,46,秦慧珠,中國國民黨,254,詹為元,中國國民黨,221,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,2800,52,9,吳郁瑾 Sawmah Kawlo,民主進步黨,2,李芳儒,中國國民黨,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,4,0,1,李傅中武,中國國民黨,1,陳慧君 Mulas．Ismahasan,民主進步黨,0,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1,0,1
臺北市,信義區,四育里,63000020016,張家豪,無黨籍,4,唐新民,無黨籍,0,謝立康,無黨籍,1,陳時中,民主進步黨,1173,王文娟,無黨籍,1,鄭匡宇,無黨籍,1,黃聖峰,無黨籍,0,童文薰,無黨籍,6,蔣萬安,中國國民黨,1248,蘇煥智,無黨籍,4,黃珊珊,無黨籍,705,施奉先,無黨籍,1,0,3144,24,9,郭榮先,無黨籍,9,高毓安,無黨籍,3,徐巧芯,中國國民黨,306,戴錫欽,中國國民黨,208,許淑華,民主進步黨,254,王鴻薇,中國國民黨,297,吳崢,無黨籍,236,洪健益,民主進步黨,423,張文潔,民主進步黨,348,許家蓓,民主進步黨,334,吳蕚洋,無黨籍,14,林柏勛,無黨籍,24,楊寶楨,無黨籍,171,洪士奇,無黨籍,65,秦慧珠,中國國民黨,243,詹為元,中國國民黨,165,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,3100,49,9,吳郁瑾 Sawmah Kawlo,民主進步黨,3,李芳儒,中國國民黨,8,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,11,0,1,李傅中武,中國國民黨,3,陳慧君 Mulas．Ismahasan,民主進步黨,1,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,4,0,1
臺北市,信義區,國業里,63000020020,張家豪,無黨籍,10,唐新民,無黨籍,1,謝立康,無黨籍,0,陳時中,民主進步黨,1157,王文娟,無黨籍,1,鄭匡宇,無黨籍,0,黃聖峰,無黨籍,1,童文薰,無黨籍,1,蔣萬安,中國國民黨,1703,蘇煥智,無黨籍,2,黃珊珊,無黨籍,1009,施奉先,無黨籍,0,0,3885,16,9,郭榮先,無黨籍,27,高毓安,無黨籍,2,徐巧芯,中國國民黨,497,戴錫欽,中國國民黨,433,許淑華,民主進步黨,343,王鴻薇,中國國民黨,398,吳崢,無黨籍,278,洪健益,民主進步黨,395,張文潔,民主進步黨,281,許家蓓,民主進步黨,276,吳蕚洋,無黨籍,20,林柏勛,無黨籍,31,楊寶楨,無黨籍,232,洪士奇,無黨籍,88,秦慧珠,中國國民黨,266,詹為元,中國國民黨,251,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,3818,72,9,吳郁瑾 Sawmah Kawlo,民主進步黨,0,李芳儒,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,1,0,1,李傅中武,中國國民黨,3,陳慧君 Mulas．Ismahasan,民主進步黨,0,高為人Sayun Watan,無黨籍,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,4,0,1
臺北市,信義區,大仁里,63000020027,張家豪,無黨籍,7,唐新民,無黨籍,0,謝立康,無黨籍,0,陳時中,民主進步黨,787,王文娟,無黨籍,3,鄭匡宇,無黨籍,1,黃聖峰,無黨籍,0,童文薰,無黨籍,3,蔣萬安,中國國民黨,1042,蘇煥智,無黨籍,5,黃珊珊,無黨籍,626,施奉先,無黨籍,0,0,2474,18,9,郭榮先,無黨籍,12,高毓安,無黨籍,0,徐巧芯,中國國民黨,233,戴錫欽,中國國民黨,130,許淑華,民主進步黨,183,王鴻薇,中國國民黨,372,吳崢,無黨籍,149,洪健益,民主進步黨,199,張文潔,民主進步黨,265,許家蓓,民主進步黨,222,吳蕚洋,無黨籍,13,林柏勛,無黨籍,24,楊寶楨,無黨籍,128,洪士奇,無黨籍,65,秦慧珠,中國國民黨,153,詹為元,中國國民黨,142,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,2290,46,9,吳郁瑾 Sawmah Kawlo,民主進步黨,4,李芳儒,中國國民黨,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,11,0,1,李傅中武,中國國民黨,7,陳慧君 Mulas．Ismahasan,民主進步黨,2,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,9,0,1
臺北市,信義區,大道里,63000020026,張家豪,無黨籍,8,唐新民,無黨籍,0,謝立康,無黨籍,0,陳時中,民主進步黨,1114,王文娟,無黨籍,0,鄭匡宇,無黨籍,1,黃聖峰,無黨籍,1,童文薰,無黨籍,6,蔣萬安,中國國民黨,1438,蘇煥智,無黨籍,7,黃珊珊,無黨籍,805,施奉先,無黨籍,0,0,3380,26,9,郭榮先,無黨籍,8,高毓安,無黨籍,1,徐巧芯,中國國民黨,389,戴錫欽,中國國民黨,343,許淑華,民主進步黨,320,王鴻薇,中國國民黨,337,吳崢,無黨籍,232,洪健益,民主進步黨,303,張文潔,民主進步黨,341,許家蓓,民主進步黨,285,吳蕚洋,無黨籍,23,林柏勛,無黨籍,27,楊寶楨,無黨籍,167,洪士奇,無黨籍,113,秦慧珠,中國國民黨,218,詹為元,中國國民黨,203,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,3310,71,9,吳郁瑾 Sawmah Kawlo,民主進步黨,5,李芳儒,中國國民黨,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,14,0,1,李傅中武,中國國民黨,0,陳慧君 Mulas．Ismahasan,民主進步黨,0,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,1
臺北市,信義區,安康里,63000020009,張家豪,無黨籍,5,唐新民,無黨籍,6,謝立康,無黨籍,0,陳時中,民主進步黨,1601,王文娟,無黨籍,2,鄭匡宇,無黨籍,1,黃聖峰,無黨籍,2,童文薰,無黨籍,7,蔣萬安,中國國民黨,2367,蘇煥智,無黨籍,4,黃珊珊,無黨籍,1279,施奉先,無黨籍,1,0,5275,37,9,郭榮先,無黨籍,11,高毓安,無黨籍,2,徐巧芯,中國國民黨,690,戴錫欽,中國國民黨,608,許淑華,民主進步黨,644,王鴻薇,中國國民黨,598,吳崢,無黨籍,355,洪健益,民主進步黨,323,張文潔,民主進步黨,339,許家蓓,民主進步黨,415,吳蕚洋,無黨籍,37,林柏勛,無黨籍,47,楊寶楨,無黨籍,343,洪士奇,無黨籍,90,秦慧珠,中國國民黨,318,詹為元,中國國民黨,355,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,5175,106,9,吳郁瑾 Sawmah Kawlo,民主進步黨,1,李芳儒,中國國民黨,8,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,9,0,1,李傅中武,中國國民黨,4,陳慧君 Mulas．Ismahasan,民主進步黨,1,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,5,0,1
臺北市,信義區,富台里,63000020019,張家豪,無黨籍,2,唐新民,無黨籍,1,謝立康,無黨籍,0,陳時中,民主進步黨,593,王文娟,無黨籍,1,鄭匡宇,無黨籍,0,黃聖峰,無黨籍,0,童文薰,無黨籍,5,蔣萬安,中國國民黨,1256,蘇煥智,無黨籍,3,黃珊珊,無黨籍,569,施奉先,無黨籍,0,0,2430,24,9,郭榮先,無黨籍,8,高毓安,無黨籍,0,徐巧芯,中國國民黨,286,戴錫欽,中國國民黨,533,許淑華,民主進步黨,199,王鴻薇,中國國民黨,251,吳崢,無黨籍,164,洪健益,民主進步黨,158,張文潔,民主進步黨,134,許家蓓,民主進步黨,155,吳蕚洋,無黨籍,9,林柏勛,無黨籍,21,楊寶楨,無黨籍,115,洪士奇,無黨籍,38,秦慧珠,中國國民黨,167,詹為元,中國國民黨,140,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,2378,53,9,吳郁瑾 Sawmah Kawlo,民主進步黨,0,李芳儒,中國國民黨,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,2,0,1,李傅中武,中國國民黨,4,陳慧君 Mulas．Ismahasan,民主進步黨,4,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,8,0,1
臺北市,信義區,廣居里,63000020008,張家豪,無黨籍,6,唐新民,無黨籍,0,謝立康,無黨籍,0,陳時中,民主進步黨,1183,王文娟,無黨籍,1,鄭匡宇,無黨籍,1,黃聖峰,無黨籍,0,童文薰,無黨籍,4,蔣萬安,中國國民黨,1837,蘇煥智,無黨籍,3,黃珊珊,無黨籍,964,施奉先,無黨籍,0,0,3999,32,9,郭榮先,無黨籍,7,高毓安,無黨籍,1,徐巧芯,中國國民黨,492,戴錫欽,中國國民黨,806,許淑華,民主進步黨,404,王鴻薇,中國國民黨,342,吳崢,無黨籍,285,洪健益,民主進步黨,244,張文潔,民主進步黨,237,許家蓓,民主進步黨,317,吳蕚洋,無黨籍,42,林柏勛,無黨籍,28,楊寶楨,無黨籍,228,洪士奇,無黨籍,76,秦慧珠,中國國民黨,225,詹為元,中國國民黨,205,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,3939,68,9,吳郁瑾 Sawmah Kawlo,民主進步黨,3,李芳儒,中國國民黨,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,8,0,1,李傅中武,中國國民黨,10,陳慧君 Mulas．Ismahasan,民主進步黨,0,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,10,0,1
臺北市,信義區,惠安里,63000020029,張家豪,無黨籍,8,唐新民,無黨籍,2,謝立康,無黨籍,1,陳時中,民主進步黨,852,王文娟,無黨籍,1,鄭匡宇,無黨籍,2,黃聖峰,無黨籍,1,童文薰,無黨籍,5,蔣萬安,中國國民黨,1722,蘇煥智,無黨籍,6,黃珊珊,無黨籍,859,施奉先,無黨籍,1,0,3460,22,9,郭榮先,無黨籍,8,高毓安,無黨籍,4,徐巧芯,中國國民黨,423,戴錫欽,中國國民黨,142,許淑華,民主進步黨,402,王鴻薇,中國國民黨,381,吳崢,無黨籍,226,洪健益,民主進步黨,132,張文潔,民主進步黨,209,許家蓓,民主進步黨,264,吳蕚洋,無黨籍,16,林柏勛,無黨籍,21,楊寶楨,無黨籍,223,洪士奇,無黨籍,77,秦慧珠,中國國民黨,268,詹為元,中國國民黨,604,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,3400,45,9,吳郁瑾 Sawmah Kawlo,民主進步黨,0,李芳儒,中國國民黨,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,9,1,1,李傅中武,中國國民黨,12,陳慧君 Mulas．Ismahasan,民主進步黨,2,高為人Sayun Watan,無黨籍,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,14,0,1
