縣市,行政區別,鄰里,區域別代碼,直轄市長候選人1＿候選人名稱,直轄市長候選人1＿黨籍,直轄市長候選人1_得票數,直轄市長候選人2＿候選人名稱,直轄市長候選人2＿黨籍,直轄市長候選人2_得票數,直轄市長候選人3＿候選人名稱,直轄市長候選人3＿黨籍,直轄市長候選人3_得票數,直轄市長候選人4＿候選人名稱,直轄市長候選人4＿黨籍,直轄市長候選人4_得票數,直轄市長候選人5＿候選人名稱,直轄市長候選人5＿黨籍,直轄市長候選人5_得票數,直轄市長候選人6＿候選人名稱,直轄市長候選人6＿黨籍,直轄市長候選人6_得票數,直轄市長候選人7＿候選人名稱,直轄市長候選人7＿黨籍,直轄市長候選人7_得票數,直轄市長候選人8＿候選人名稱,直轄市長候選人8＿黨籍,直轄市長候選人8_得票數,直轄市長候選人9＿候選人名稱,直轄市長候選人9＿黨籍,直轄市長候選人9_得票數,直轄市長候選人10＿候選人名稱,直轄市長候選人10＿黨籍,直轄市長候選人10_得票數,直轄市長有效票數A,直轄市長無效票數B,直轄市長投票數C,直轄市長選舉人數G,區域直轄市議員候選人1＿候選人名稱,區域直轄市議員候選人1＿黨籍,區域直轄市議員候選人1_得票數,區域直轄市議員候選人2＿候選人名稱,區域直轄市議員候選人2＿黨籍,區域直轄市議員候選人2_得票數,區域直轄市議員候選人3＿候選人名稱,區域直轄市議員候選人3＿黨籍,區域直轄市議員候選人3_得票數,區域直轄市議員候選人4＿候選人名稱,區域直轄市議員候選人4＿黨籍,區域直轄市議員候選人4_得票數,區域直轄市議員候選人5＿候選人名稱,區域直轄市議員候選人5＿黨籍,區域直轄市議員候選人5_得票數,區域直轄市議員候選人6＿候選人名稱,區域直轄市議員候選人6＿黨籍,區域直轄市議員候選人6_得票數,區域直轄市議員候選人7＿候選人名稱,區域直轄市議員候選人7＿黨籍,區域直轄市議員候選人7_得票數,區域直轄市議員候選人8＿候選人名稱,區域直轄市議員候選人8＿黨籍,區域直轄市議員候選人8_得票數,區域直轄市議員候選人9＿候選人名稱,區域直轄市議員候選人9＿黨籍,區域直轄市議員候選人9_得票數,區域直轄市議員候選人10＿候選人名稱,區域直轄市議員候選人10＿黨籍,區域直轄市議員候選人10_得票數,區域直轄市議員候選人11＿候選人名稱,區域直轄市議員候選人11＿黨籍,區域直轄市議員候選人11_得票數,區域直轄市議員候選人12＿候選人名稱,區域直轄市議員候選人12＿黨籍,區域直轄市議員候選人12_得票數,區域直轄市議員候選人13＿候選人名稱,區域直轄市議員候選人13＿黨籍,區域直轄市議員候選人13_得票數,區域直轄市議員候選人14＿候選人名稱,區域直轄市議員候選人14＿黨籍,區域直轄市議員候選人14_得票數,區域直轄市議員候選人15＿候選人名稱,區域直轄市議員候選人15＿黨籍,區域直轄市議員候選人15_得票數,區域直轄市議員候選人16＿候選人名稱,區域直轄市議員候選人16＿黨籍,區域直轄市議員候選人16_得票數,區域直轄市議員候選人17＿候選人名稱,區域直轄市議員候選人17＿黨籍,區域直轄市議員候選人17_得票數,區域直轄市議員候選人18＿候選人名稱,區域直轄市議員候選人18＿黨籍,區域直轄市議員候選人18_得票數,區域直轄市議員候選人19＿候選人名稱,區域直轄市議員候選人19＿黨籍,區域直轄市議員候選人19_得票數,區域直轄市議員候選人20＿候選人名稱,區域直轄市議員候選人20＿黨籍,區域直轄市議員候選人20_得票數,區域直轄市議員候選人21＿候選人名稱,區域直轄市議員候選人21＿黨籍,區域直轄市議員候選人21_得票數,區域直轄市議員候選人22＿候選人名稱,區域直轄市議員候選人22＿黨籍,區域直轄市議員候選人22_得票數,區域直轄市議員候選人23＿候選人名稱,區域直轄市議員候選人23＿黨籍,區域直轄市議員候選人23_得票數,區域直轄市議員候選人24＿候選人名稱,區域直轄市議員候選人24＿黨籍,區域直轄市議員候選人24_得票數,區域直轄市議員候選人25＿候選人名稱,區域直轄市議員候選人25＿黨籍,區域直轄市議員候選人25_得票數,區域直轄市議員有效票數A,區域直轄市議員無效票數B,區域直轄市議員投票數C,區域直轄市議員選舉人數G,平原直轄市議員候選人1＿候選人名稱,平原直轄市議員候選人1＿黨籍,平原直轄市議員候選人1_得票數,平原直轄市議員候選人2＿候選人名稱,平原直轄市議員候選人2＿黨籍,平原直轄市議員候選人2_得票數,平原直轄市議員候選人3＿候選人名稱,平原直轄市議員候選人3＿黨籍,平原直轄市議員候選人3_得票數,平原直轄市議員候選人4＿候選人名稱,平原直轄市議員候選人4＿黨籍,平原直轄市議員候選人4_得票數,平原直轄市議員候選人5＿候選人名稱,平原直轄市議員候選人5＿黨籍,平原直轄市議員候選人5_得票數,平原直轄市議員候選人6＿候選人名稱,平原直轄市議員候選人6＿黨籍,平原直轄市議員候選人6_得票數,平原直轄市議員候選人7＿候選人名稱,平原直轄市議員候選人7＿黨籍,平原直轄市議員候選人7_得票數,平原直轄市議員候選人8＿候選人名稱,平原直轄市議員候選人8＿黨籍,平原直轄市議員候選人8_得票數,平原直轄市議員候選人9＿候選人名稱,平原直轄市議員候選人9＿黨籍,平原直轄市議員候選人9_得票數,平原直轄市議員候選人10＿候選人名稱,平原直轄市議員候選人10＿黨籍,平原直轄市議員候選人10_得票數,平原直轄市議員有效票數A,平原直轄市議員無效票數B,平原直轄市議員投票數C,平原直轄市議員選舉人數G,山原直轄市議員候選人1＿候選人名稱,山原直轄市議員候選人1＿黨籍,山原直轄市議員候選人1_得票數,山原直轄市議員候選人2＿候選人名稱,山原直轄市議員候選人2＿黨籍,山原直轄市議員候選人2_得票數,山原直轄市議員候選人3＿候選人名稱,山原直轄市議員候選人3＿黨籍,山原直轄市議員候選人3_得票數,山原直轄市議員候選人4＿候選人名稱,山原直轄市議員候選人4＿黨籍,山原直轄市議員候選人4_得票數,山原直轄市議員候選人5＿候選人名稱,山原直轄市議員候選人5＿黨籍,山原直轄市議員候選人5_得票數,山原直轄市議員候選人6＿候選人名稱,山原直轄市議員候選人6＿黨籍,山原直轄市議員候選人6_得票數,山原直轄市議員候選人7＿候選人名稱,山原直轄市議員候選人7＿黨籍,山原直轄市議員候選人7_得票數,山原直轄市議員候選人8＿候選人名稱,山原直轄市議員候選人8＿黨籍,山原直轄市議員候選人8_得票數,山原直轄市議員候選人9＿候選人名稱,山原直轄市議員候選人9＿黨籍,山原直轄市議員候選人9_得票數,山原直轄市議員候選人10＿候選人名稱,山原直轄市議員候選人10＿黨籍,山原直轄市議員候選人10_得票數,山原直轄市議員有效票數A,山原直轄市議員無效票數B,山原直轄市議員投票數C,山原直轄市議員選舉人數G
臺北市,信義區,國業里,0200020,吳蕚洋,無黨籍,15,丁守中,中國國民黨,1903,姚文智,民主進步黨,637,柯文哲,無黨籍,1680,李錫錕,無黨籍,13,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,159,吳崢,無黨籍,210,徐巧芯,中國國民黨,429,邱威傑,無黨籍,236,蕭赫麟,無黨籍,4,戴錫欽,中國國民黨,680,李茂榮,無黨籍,9,王鴻薇,中國國民黨,338,許家蓓,民主進步黨,225,王正德,中國國民黨,136,林柏勛,無黨籍,26,林明正,無黨籍,86,張茂楠,民主進步黨,220,洪士奇,親民黨,227,游藝,無黨籍,30,陳永德,中國國民黨,183,王振鴻,無黨籍,9,洪健益,民主進步黨,322,許淑華,民主進步黨,295,秦慧珠,中國國民黨,305,葉智遠,無黨籍,27,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,4,高為人,親民黨,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,大仁里,0200027,吳蕚洋,無黨籍,7,丁守中,中國國民黨,1005,姚文智,民主進步黨,458,柯文哲,無黨籍,947,李錫錕,無黨籍,9,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,70,吳崢,無黨籍,129,徐巧芯,中國國民黨,211,邱威傑,無黨籍,123,蕭赫麟,無黨籍,1,戴錫欽,中國國民黨,152,李茂榮,無黨籍,3,王鴻薇,中國國民黨,257,許家蓓,民主進步黨,149,王正德,中國國民黨,105,林柏勛,無黨籍,8,林明正,無黨籍,45,張茂楠,民主進步黨,226,洪士奇,親民黨,138,游藝,無黨籍,27,陳永德,中國國民黨,79,王振鴻,無黨籍,9,洪健益,民主進步黨,210,許淑華,民主進步黨,190,秦慧珠,中國國民黨,235,葉智遠,無黨籍,13,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,3,高為人,親民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,大道里,0200026,吳蕚洋,無黨籍,16,丁守中,中國國民黨,1439,姚文智,民主進步黨,665,柯文哲,無黨籍,1409,李錫錕,無黨籍,10,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,119,吳崢,無黨籍,188,徐巧芯,中國國民黨,352,邱威傑,無黨籍,179,蕭赫麟,無黨籍,4,戴錫欽,中國國民黨,248,李茂榮,無黨籍,7,王鴻薇,中國國民黨,351,許家蓓,民主進步黨,257,王正德,中國國民黨,157,林柏勛,無黨籍,25,林明正,無黨籍,36,張茂楠,民主進步黨,267,洪士奇,親民黨,229,游藝,無黨籍,44,陳永德,中國國民黨,108,王振鴻,無黨籍,7,洪健益,民主進步黨,336,許淑華,民主進步黨,237,秦慧珠,中國國民黨,312,葉智遠,無黨籍,16,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,14,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,0,高為人,親民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,安康里,0200009,吳蕚洋,無黨籍,16,丁守中,中國國民黨,2439,姚文智,民主進步黨,882,柯文哲,無黨籍,2144,李錫錕,無黨籍,22,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,210,吳崢,無黨籍,305,徐巧芯,中國國民黨,613,邱威傑,無黨籍,257,蕭赫麟,無黨籍,5,戴錫欽,中國國民黨,580,李茂榮,無黨籍,13,王鴻薇,中國國民黨,613,許家蓓,民主進步黨,328,王正德,中國國民黨,243,林柏勛,無黨籍,32,林明正,無黨籍,123,張茂楠,民主進步黨,239,洪士奇,親民黨,279,游藝,無黨籍,73,陳永德,中國國民黨,216,王振鴻,無黨籍,8,洪健益,民主進步黨,355,許淑華,民主進步黨,446,秦慧珠,中國國民黨,420,葉智遠,無黨籍,24,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,14,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,6,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,富台里,0200019,吳蕚洋,無黨籍,12,丁守中,中國國民黨,1196,姚文智,民主進步黨,234,柯文哲,無黨籍,884,李錫錕,無黨籍,9,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,116,吳崢,無黨籍,97,徐巧芯,中國國民黨,229,邱威傑,無黨籍,136,蕭赫麟,無黨籍,5,戴錫欽,中國國民黨,482,李茂榮,無黨籍,4,王鴻薇,中國國民黨,225,許家蓓,民主進步黨,86,王正德,中國國民黨,83,林柏勛,無黨籍,12,林明正,無黨籍,75,張茂楠,民主進步黨,87,洪士奇,親民黨,99,游藝,無黨籍,18,陳永德,中國國民黨,64,王振鴻,無黨籍,9,洪健益,民主進步黨,120,許淑華,民主進步黨,119,秦慧珠,中國國民黨,201,葉智遠,無黨籍,9,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,5,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,廣居里,0200008,吳蕚洋,無黨籍,20,丁守中,中國國民黨,1925,姚文智,民主進步黨,638,柯文哲,無黨籍,1708,李錫錕,無黨籍,17,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,146,吳崢,無黨籍,214,徐巧芯,中國國民黨,407,邱威傑,無黨籍,213,蕭赫麟,無黨籍,1,戴錫欽,中國國民黨,750,李茂榮,無黨籍,10,王鴻薇,中國國民黨,384,許家蓓,民主進步黨,235,王正德,中國國民黨,150,林柏勛,無黨籍,22,林明正,無黨籍,100,張茂楠,民主進步黨,175,洪士奇,親民黨,233,游藝,無黨籍,63,陳永德,中國國民黨,171,王振鴻,無黨籍,8,洪健益,民主進步黨,289,許淑華,民主進步黨,299,秦慧珠,中國國民黨,304,葉智遠,無黨籍,29,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,7,高為人,親民黨,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,惠安里,0200029,吳蕚洋,無黨籍,7,丁守中,中國國民黨,1785,姚文智,民主進步黨,485,柯文哲,無黨籍,1454,李錫錕,無黨籍,13,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,120,吳崢,無黨籍,181,徐巧芯,中國國民黨,383,邱威傑,無黨籍,209,蕭赫麟,無黨籍,1,戴錫欽,中國國民黨,153,李茂榮,無黨籍,8,王鴻薇,中國國民黨,404,許家蓓,民主進步黨,192,王正德,中國國民黨,392,林柏勛,無黨籍,24,林明正,無黨籍,91,張茂楠,民主進步黨,142,洪士奇,親民黨,207,游藝,無黨籍,36,陳永德,中國國民黨,423,王振鴻,無黨籍,12,洪健益,民主進步黨,124,許淑華,民主進步黨,280,秦慧珠,中國國民黨,270,葉智遠,無黨籍,8,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,9,高為人,親民黨,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,敦厚里,0200007,吳蕚洋,無黨籍,15,丁守中,中國國民黨,1245,姚文智,民主進步黨,453,柯文哲,無黨籍,1252,李錫錕,無黨籍,14,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,146,吳崢,無黨籍,164,徐巧芯,中國國民黨,275,邱威傑,無黨籍,185,蕭赫麟,無黨籍,0,戴錫欽,中國國民黨,174,李茂榮,無黨籍,9,王鴻薇,中國國民黨,263,許家蓓,民主進步黨,172,王正德,中國國民黨,103,林柏勛,無黨籍,19,林明正,無黨籍,67,張茂楠,民主進步黨,111,洪士奇,親民黨,140,游藝,無黨籍,27,陳永德,中國國民黨,331,王振鴻,無黨籍,3,洪健益,民主進步黨,271,許淑華,民主進步黨,218,秦慧珠,中國國民黨,230,葉智遠,無黨籍,11,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,0,高為人,親民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,新仁里,0200005,吳蕚洋,無黨籍,13,丁守中,中國國民黨,940,姚文智,民主進步黨,251,柯文哲,無黨籍,672,李錫錕,無黨籍,10,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,193,吳崢,無黨籍,85,徐巧芯,中國國民黨,213,邱威傑,無黨籍,102,蕭赫麟,無黨籍,1,戴錫欽,中國國民黨,115,李茂榮,無黨籍,2,王鴻薇,中國國民黨,235,許家蓓,民主進步黨,84,王正德,中國國民黨,86,林柏勛,無黨籍,11,林明正,無黨籍,48,張茂楠,民主進步黨,89,洪士奇,親民黨,96,游藝,無黨籍,66,陳永德,中國國民黨,68,王振鴻,無黨籍,9,洪健益,民主進步黨,77,許淑華,民主進步黨,110,秦慧珠,中國國民黨,151,葉智遠,無黨籍,2,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,1,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,景勤里,0200035,吳蕚洋,無黨籍,10,丁守中,中國國民黨,1119,姚文智,民主進步黨,369,柯文哲,無黨籍,816,李錫錕,無黨籍,10,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,106,吳崢,無黨籍,121,徐巧芯,中國國民黨,222,邱威傑,無黨籍,100,蕭赫麟,無黨籍,5,戴錫欽,中國國民黨,102,李茂榮,無黨籍,10,王鴻薇,中國國民黨,270,許家蓓,民主進步黨,237,王正德,中國國民黨,169,林柏勛,無黨籍,12,林明正,無黨籍,64,張茂楠,民主進步黨,129,洪士奇,親民黨,90,游藝,無黨籍,20,陳永德,中國國民黨,112,王振鴻,無黨籍,6,洪健益,民主進步黨,102,許淑華,民主進步黨,159,秦慧珠,中國國民黨,223,葉智遠,無黨籍,5,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,3,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,景新里,0200028,吳蕚洋,無黨籍,16,丁守中,中國國民黨,1376,姚文智,民主進步黨,390,柯文哲,無黨籍,934,李錫錕,無黨籍,15,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,96,吳崢,無黨籍,124,徐巧芯,中國國民黨,276,邱威傑,無黨籍,148,蕭赫麟,無黨籍,2,戴錫欽,中國國民黨,121,李茂榮,無黨籍,4,王鴻薇,中國國民黨,441,許家蓓,民主進步黨,188,王正德,中國國民黨,221,林柏勛,無黨籍,18,林明正,無黨籍,74,張茂楠,民主進步黨,101,洪士奇,親民黨,123,游藝,無黨籍,27,陳永德,中國國民黨,111,王振鴻,無黨籍,5,洪健益,民主進步黨,110,許淑華,民主進步黨,232,秦慧珠,中國國民黨,234,葉智遠,無黨籍,10,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,2,高為人,親民黨,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,景聯里,0200034,吳蕚洋,無黨籍,10,丁守中,中國國民黨,1156,姚文智,民主進步黨,419,柯文哲,無黨籍,1048,李錫錕,無黨籍,8,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,106,吳崢,無黨籍,147,徐巧芯,中國國民黨,265,邱威傑,無黨籍,152,蕭赫麟,無黨籍,3,戴錫欽,中國國民黨,98,李茂榮,無黨籍,28,王鴻薇,中國國民黨,301,許家蓓,民主進步黨,234,王正德,中國國民黨,173,林柏勛,無黨籍,10,林明正,無黨籍,71,張茂楠,民主進步黨,95,洪士奇,親民黨,98,游藝,無黨籍,28,陳永德,中國國民黨,212,王振鴻,無黨籍,14,洪健益,民主進步黨,123,許淑華,民主進步黨,195,秦慧珠,中國國民黨,213,葉智遠,無黨籍,14,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,1,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,松光里,0200023,吳蕚洋,無黨籍,7,丁守中,中國國民黨,1136,姚文智,民主進步黨,555,柯文哲,無黨籍,1149,李錫錕,無黨籍,13,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,85,吳崢,無黨籍,124,徐巧芯,中國國民黨,270,邱威傑,無黨籍,128,蕭赫麟,無黨籍,0,戴錫欽,中國國民黨,173,李茂榮,無黨籍,7,王鴻薇,中國國民黨,242,許家蓓,民主進步黨,228,王正德,中國國民黨,104,林柏勛,無黨籍,19,林明正,無黨籍,61,張茂楠,民主進步黨,194,洪士奇,親民黨,185,游藝,無黨籍,36,陳永德,中國國民黨,170,王振鴻,無黨籍,3,洪健益,民主進步黨,281,許淑華,民主進步黨,240,秦慧珠,中國國民黨,245,葉智遠,無黨籍,19,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,3,高為人,親民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,松友里,0200022,吳蕚洋,無黨籍,16,丁守中,中國國民黨,1609,姚文智,民主進步黨,603,柯文哲,無黨籍,1527,李錫錕,無黨籍,13,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,145,吳崢,無黨籍,199,徐巧芯,中國國民黨,385,邱威傑,無黨籍,172,蕭赫麟,無黨籍,0,戴錫欽,中國國民黨,264,李茂榮,無黨籍,5,王鴻薇,中國國民黨,316,許家蓓,民主進步黨,229,王正德,中國國民黨,189,林柏勛,無黨籍,19,林明正,無黨籍,113,張茂楠,民主進步黨,259,洪士奇,親民黨,203,游藝,無黨籍,43,陳永德,中國國民黨,131,王振鴻,無黨籍,3,洪健益,民主進步黨,281,許淑華,民主進步黨,282,秦慧珠,中國國民黨,448,葉智遠,無黨籍,8,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,6,高為人,親民黨,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,松隆里,0200021,吳蕚洋,無黨籍,2,丁守中,中國國民黨,533,姚文智,民主進步黨,238,柯文哲,無黨籍,470,李錫錕,無黨籍,8,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,47,吳崢,無黨籍,45,徐巧芯,中國國民黨,100,邱威傑,無黨籍,64,蕭赫麟,無黨籍,1,戴錫欽,中國國民黨,112,李茂榮,無黨籍,5,王鴻薇,中國國民黨,98,許家蓓,民主進步黨,77,王正德,中國國民黨,62,林柏勛,無黨籍,4,林明正,無黨籍,24,張茂楠,民主進步黨,134,洪士奇,親民黨,70,游藝,無黨籍,7,陳永德,中國國民黨,47,王振鴻,無黨籍,4,洪健益,民主進步黨,111,許淑華,民主進步黨,85,秦慧珠,中國國民黨,113,葉智遠,無黨籍,5,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,0,高為人,親民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,正和里,0200002,吳蕚洋,無黨籍,14,丁守中,中國國民黨,1290,姚文智,民主進步黨,408,柯文哲,無黨籍,920,李錫錕,無黨籍,14,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,67,吳崢,無黨籍,138,徐巧芯,中國國民黨,240,邱威傑,無黨籍,116,蕭赫麟,無黨籍,2,戴錫欽,中國國民黨,163,李茂榮,無黨籍,15,王鴻薇,中國國民黨,367,許家蓓,民主進步黨,146,王正德,中國國民黨,92,林柏勛,無黨籍,12,林明正,無黨籍,88,張茂楠,民主進步黨,83,洪士奇,親民黨,104,游藝,無黨籍,84,陳永德,中國國民黨,306,王振鴻,無黨籍,5,洪健益,民主進步黨,107,許淑華,民主進步黨,202,秦慧珠,中國國民黨,241,葉智遠,無黨籍,6,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,0,高為人,親民黨,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,永吉里,0200014,吳蕚洋,無黨籍,6,丁守中,中國國民黨,700,姚文智,民主進步黨,506,柯文哲,無黨籍,1049,李錫錕,無黨籍,5,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,71,吳崢,無黨籍,71,徐巧芯,中國國民黨,110,邱威傑,無黨籍,97,蕭赫麟,無黨籍,1,戴錫欽,中國國民黨,87,李茂榮,無黨籍,5,王鴻薇,中國國民黨,105,許家蓓,民主進步黨,195,王正德,中國國民黨,40,林柏勛,無黨籍,7,林明正,無黨籍,20,張茂楠,民主進步黨,83,洪士奇,親民黨,100,游藝,無黨籍,13,陳永德,中國國民黨,284,王振鴻,無黨籍,3,洪健益,民主進步黨,664,許淑華,民主進步黨,116,秦慧珠,中國國民黨,126,葉智遠,無黨籍,12,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,3,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,信義區,永春里,0200018,吳蕚洋,無黨籍,14,丁守中,中國國民黨,1117,姚文智,民主進步黨,610,柯文哲,無黨籍,1230,李錫錕,無黨籍,16,,,0,,,0,,,0,,,0,,,0,0,0,0,0,徐世勲,無黨籍,133,吳崢,無黨籍,127,徐巧芯,中國國民黨,232,邱威傑,無黨籍,157,蕭赫麟,無黨籍,5,戴錫欽,中國國民黨,205,李茂榮,無黨籍,12,王鴻薇,中國國民黨,268,許家蓓,民主進步黨,216,王正德,中國國民黨,86,林柏勛,無黨籍,21,林明正,無黨籍,46,張茂楠,民主進步黨,319,洪士奇,親民黨,204,游藝,無黨籍,25,陳永德,中國國民黨,109,王振鴻,無黨籍,7,洪健益,民主進步黨,346,許淑華,民主進步黨,169,秦慧珠,中國國民黨,234,葉智遠,無黨籍,11,,,0,,,0,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,9,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
