縣市,行政區別,鄰里,區域別代碼,直轄市長候選人1＿候選人名稱,直轄市長候選人1＿黨籍,直轄市長候選人1_得票數,直轄市長候選人2＿候選人名稱,直轄市長候選人2＿黨籍,直轄市長候選人2_得票數,直轄市長候選人3＿候選人名稱,直轄市長候選人3＿黨籍,直轄市長候選人3_得票數,直轄市長候選人4＿候選人名稱,直轄市長候選人4＿黨籍,直轄市長候選人4_得票數,直轄市長候選人5＿候選人名稱,直轄市長候選人5＿黨籍,直轄市長候選人5_得票數,直轄市長候選人6＿候選人名稱,直轄市長候選人6＿黨籍,直轄市長候選人6_得票數,直轄市長候選人7＿候選人名稱,直轄市長候選人7＿黨籍,直轄市長候選人7_得票數,直轄市長候選人8＿候選人名稱,直轄市長候選人8＿黨籍,直轄市長候選人8_得票數,直轄市長候選人9＿候選人名稱,直轄市長候選人9＿黨籍,直轄市長候選人9_得票數,直轄市長候選人10＿候選人名稱,直轄市長候選人10＿黨籍,直轄市長候選人10_得票數,直轄市長有效票數A,直轄市長無效票數B,直轄市長投票數C,直轄市長選舉人數G,區域直轄市議員候選人1＿候選人名稱,區域直轄市議員候選人1＿黨籍,區域直轄市議員候選人1_得票數,區域直轄市議員候選人2＿候選人名稱,區域直轄市議員候選人2＿黨籍,區域直轄市議員候選人2_得票數,區域直轄市議員候選人3＿候選人名稱,區域直轄市議員候選人3＿黨籍,區域直轄市議員候選人3_得票數,區域直轄市議員候選人4＿候選人名稱,區域直轄市議員候選人4＿黨籍,區域直轄市議員候選人4_得票數,區域直轄市議員候選人5＿候選人名稱,區域直轄市議員候選人5＿黨籍,區域直轄市議員候選人5_得票數,區域直轄市議員候選人6＿候選人名稱,區域直轄市議員候選人6＿黨籍,區域直轄市議員候選人6_得票數,區域直轄市議員候選人7＿候選人名稱,區域直轄市議員候選人7＿黨籍,區域直轄市議員候選人7_得票數,區域直轄市議員候選人8＿候選人名稱,區域直轄市議員候選人8＿黨籍,區域直轄市議員候選人8_得票數,區域直轄市議員候選人9＿候選人名稱,區域直轄市議員候選人9＿黨籍,區域直轄市議員候選人9_得票數,區域直轄市議員候選人10＿候選人名稱,區域直轄市議員候選人10＿黨籍,區域直轄市議員候選人10_得票數,區域直轄市議員候選人11＿候選人名稱,區域直轄市議員候選人11＿黨籍,區域直轄市議員候選人11_得票數,區域直轄市議員候選人12＿候選人名稱,區域直轄市議員候選人12＿黨籍,區域直轄市議員候選人12_得票數,區域直轄市議員候選人13＿候選人名稱,區域直轄市議員候選人13＿黨籍,區域直轄市議員候選人13_得票數,區域直轄市議員候選人14＿候選人名稱,區域直轄市議員候選人14＿黨籍,區域直轄市議員候選人14_得票數,區域直轄市議員候選人15＿候選人名稱,區域直轄市議員候選人15＿黨籍,區域直轄市議員候選人15_得票數,區域直轄市議員候選人16＿候選人名稱,區域直轄市議員候選人16＿黨籍,區域直轄市議員候選人16_得票數,區域直轄市議員候選人17＿候選人名稱,區域直轄市議員候選人17＿黨籍,區域直轄市議員候選人17_得票數,區域直轄市議員候選人18＿候選人名稱,區域直轄市議員候選人18＿黨籍,區域直轄市議員候選人18_得票數,區域直轄市議員候選人19＿候選人名稱,區域直轄市議員候選人19＿黨籍,區域直轄市議員候選人19_得票數,區域直轄市議員候選人20＿候選人名稱,區域直轄市議員候選人20＿黨籍,區域直轄市議員候選人20_得票數,區域直轄市議員候選人21＿候選人名稱,區域直轄市議員候選人21＿黨籍,區域直轄市議員候選人21_得票數,區域直轄市議員候選人22＿候選人名稱,區域直轄市議員候選人22＿黨籍,區域直轄市議員候選人22_得票數,區域直轄市議員候選人23＿候選人名稱,區域直轄市議員候選人23＿黨籍,區域直轄市議員候選人23_得票數,區域直轄市議員候選人24＿候選人名稱,區域直轄市議員候選人24＿黨籍,區域直轄市議員候選人24_得票數,區域直轄市議員候選人25＿候選人名稱,區域直轄市議員候選人25＿黨籍,區域直轄市議員候選人25_得票數,區域直轄市議員有效票數A,區域直轄市議員無效票數B,區域直轄市議員投票數C,區域直轄市議員選舉人數G,平原直轄市議員候選人1＿候選人名稱,平原直轄市議員候選人1＿黨籍,平原直轄市議員候選人1_得票數,平原直轄市議員候選人2＿候選人名稱,平原直轄市議員候選人2＿黨籍,平原直轄市議員候選人2_得票數,平原直轄市議員候選人3＿候選人名稱,平原直轄市議員候選人3＿黨籍,平原直轄市議員候選人3_得票數,平原直轄市議員候選人4＿候選人名稱,平原直轄市議員候選人4＿黨籍,平原直轄市議員候選人4_得票數,平原直轄市議員候選人5＿候選人名稱,平原直轄市議員候選人5＿黨籍,平原直轄市議員候選人5_得票數,平原直轄市議員候選人6＿候選人名稱,平原直轄市議員候選人6＿黨籍,平原直轄市議員候選人6_得票數,平原直轄市議員候選人7＿候選人名稱,平原直轄市議員候選人7＿黨籍,平原直轄市議員候選人7_得票數,平原直轄市議員候選人8＿候選人名稱,平原直轄市議員候選人8＿黨籍,平原直轄市議員候選人8_得票數,平原直轄市議員候選人9＿候選人名稱,平原直轄市議員候選人9＿黨籍,平原直轄市議員候選人9_得票數,平原直轄市議員候選人10＿候選人名稱,平原直轄市議員候選人10＿黨籍,平原直轄市議員候選人10_得票數,平原直轄市議員有效票數A,平原直轄市議員無效票數B,平原直轄市議員投票數C,平原直轄市議員選舉人數G,山原直轄市議員候選人1＿候選人名稱,山原直轄市議員候選人1＿黨籍,山原直轄市議員候選人1_得票數,山原直轄市議員候選人2＿候選人名稱,山原直轄市議員候選人2＿黨籍,山原直轄市議員候選人2_得票數,山原直轄市議員候選人3＿候選人名稱,山原直轄市議員候選人3＿黨籍,山原直轄市議員候選人3_得票數,山原直轄市議員候選人4＿候選人名稱,山原直轄市議員候選人4＿黨籍,山原直轄市議員候選人4_得票數,山原直轄市議員候選人5＿候選人名稱,山原直轄市議員候選人5＿黨籍,山原直轄市議員候選人5_得票數,山原直轄市議員候選人6＿候選人名稱,山原直轄市議員候選人6＿黨籍,山原直轄市議員候選人6_得票數,山原直轄市議員候選人7＿候選人名稱,山原直轄市議員候選人7＿黨籍,山原直轄市議員候選人7_得票數,山原直轄市議員候選人8＿候選人名稱,山原直轄市議員候選人8＿黨籍,山原直轄市議員候選人8_得票數,山原直轄市議員候選人9＿候選人名稱,山原直轄市議員候選人9＿黨籍,山原直轄市議員候選人9_得票數,山原直轄市議員候選人10＿候選人名稱,山原直轄市議員候選人10＿黨籍,山原直轄市議員候選人10_得票數,山原直轄市議員有效票數A,山原直轄市議員無效票數B,山原直轄市議員投票數C,山原直轄市議員選舉人數G
臺北市,士林區,天玉里,1100041,吳蕚洋,無黨籍,10,丁守中,中國國民黨,1982,姚文智,民主進步黨,819,柯文哲,無黨籍,1881,李錫錕,無黨籍,20,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,36,王威中,民主進步黨,226,王奕凱,無黨籍,92,侯漢廷,無黨籍,410,黃郁芬,無黨籍,298,陳政忠,無黨籍,130,潘懷宗,無黨籍,371,王映心,無黨籍,23,張斯綱,中國國民黨,497,陳重文,中國國民黨,156,鍾佩玲,民主進步黨,176,陳建銘,無黨籍,141,林世宗,民主進步黨,133,陳慈慧,民主進步黨,114,林杏兒,中國國民黨,137,楊靜宇,無黨籍,396,李美津,無黨籍,46,徐書慧,無黨籍,47,陳賢蔚,民主進步黨,277,劉仕傑,無黨籍,79,林瑞圖,無黨籍,175,汪志冰,中國國民黨,408,謝維洲,民主進步黨,220,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,14,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,6,高為人,親民黨,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,天祿里,1100037,吳蕚洋,無黨籍,4,丁守中,中國國民黨,991,姚文智,民主進步黨,608,柯文哲,無黨籍,1199,李錫錕,無黨籍,13,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,10,王威中,民主進步黨,151,王奕凱,無黨籍,58,侯漢廷,無黨籍,142,黃郁芬,無黨籍,179,陳政忠,無黨籍,90,潘懷宗,無黨籍,169,王映心,無黨籍,23,張斯綱,中國國民黨,274,陳重文,中國國民黨,82,鍾佩玲,民主進步黨,126,陳建銘,無黨籍,80,林世宗,民主進步黨,104,陳慈慧,民主進步黨,74,林杏兒,中國國民黨,92,楊靜宇,無黨籍,253,李美津,無黨籍,51,徐書慧,無黨籍,37,陳賢蔚,民主進步黨,175,劉仕傑,無黨籍,31,林瑞圖,無黨籍,158,汪志冰,中國國民黨,203,謝維洲,民主進步黨,165,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,11,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,2,高為人,親民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,天福里,1100036,吳蕚洋,無黨籍,11,丁守中,中國國民黨,1443,姚文智,民主進步黨,619,柯文哲,無黨籍,1517,李錫錕,無黨籍,14,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,17,王威中,民主進步黨,133,王奕凱,無黨籍,63,侯漢廷,無黨籍,252,黃郁芬,無黨籍,206,陳政忠,無黨籍,90,潘懷宗,無黨籍,255,王映心,無黨籍,33,張斯綱,中國國民黨,327,陳重文,中國國民黨,112,鍾佩玲,民主進步黨,171,陳建銘,無黨籍,111,林世宗,民主進步黨,135,陳慈慧,民主進步黨,108,林杏兒,中國國民黨,118,楊靜宇,無黨籍,292,李美津,無黨籍,58,徐書慧,無黨籍,37,陳賢蔚,民主進步黨,196,劉仕傑,無黨籍,28,林瑞圖,無黨籍,196,汪志冰,中國國民黨,392,謝維洲,民主進步黨,157,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,5,高為人,親民黨,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,富光里,1100016,吳蕚洋,無黨籍,11,丁守中,中國國民黨,955,姚文智,民主進步黨,848,柯文哲,無黨籍,1432,李錫錕,無黨籍,17,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,10,王威中,民主進步黨,50,王奕凱,無黨籍,50,侯漢廷,無黨籍,91,黃郁芬,無黨籍,110,陳政忠,無黨籍,346,潘懷宗,無黨籍,127,王映心,無黨籍,26,張斯綱,中國國民黨,164,陳重文,中國國民黨,77,鍾佩玲,民主進步黨,618,陳建銘,無黨籍,273,林世宗,民主進步黨,109,陳慈慧,民主進步黨,354,林杏兒,中國國民黨,89,楊靜宇,無黨籍,168,李美津,無黨籍,73,徐書慧,無黨籍,35,陳賢蔚,民主進步黨,60,劉仕傑,無黨籍,25,林瑞圖,無黨籍,154,汪志冰,中國國民黨,82,謝維洲,民主進步黨,96,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,13,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,4,高為人,親民黨,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,富洲里,1100024,吳蕚洋,無黨籍,15,丁守中,中國國民黨,771,姚文智,民主進步黨,1244,柯文哲,無黨籍,1636,李錫錕,無黨籍,24,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,8,王威中,民主進步黨,72,王奕凱,無黨籍,34,侯漢廷,無黨籍,46,黃郁芬,無黨籍,58,陳政忠,無黨籍,679,潘懷宗,無黨籍,66,王映心,無黨籍,44,張斯綱,中國國民黨,60,陳重文,中國國民黨,47,鍾佩玲,民主進步黨,525,陳建銘,無黨籍,255,林世宗,民主進步黨,177,陳慈慧,民主進步黨,1042,林杏兒,中國國民黨,82,楊靜宇,無黨籍,42,李美津,無黨籍,27,徐書慧,無黨籍,16,陳賢蔚,民主進步黨,50,劉仕傑,無黨籍,18,林瑞圖,無黨籍,129,汪志冰,中國國民黨,49,謝維洲,民主進步黨,87,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,17,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,14,高為人,親民黨,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,岩山里,1100025,吳蕚洋,無黨籍,7,丁守中,中國國民黨,823,姚文智,民主進步黨,289,柯文哲,無黨籍,717,李錫錕,無黨籍,8,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,206,王威中,民主進步黨,85,王奕凱,無黨籍,24,侯漢廷,無黨籍,115,黃郁芬,無黨籍,78,陳政忠,無黨籍,97,潘懷宗,無黨籍,147,王映心,無黨籍,8,張斯綱,中國國民黨,154,陳重文,中國國民黨,67,鍾佩玲,民主進步黨,74,陳建銘,無黨籍,50,林世宗,民主進步黨,53,陳慈慧,民主進步黨,67,林杏兒,中國國民黨,67,楊靜宇,無黨籍,84,李美津,無黨籍,26,徐書慧,無黨籍,22,陳賢蔚,民主進步黨,72,劉仕傑,無黨籍,27,林瑞圖,無黨籍,53,汪志冰,中國國民黨,167,謝維洲,民主進步黨,66,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,2,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,平等里,1100048,吳蕚洋,無黨籍,2,丁守中,中國國民黨,273,姚文智,民主進步黨,357,柯文哲,無黨籍,388,李錫錕,無黨籍,4,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,4,王威中,民主進步黨,27,王奕凱,無黨籍,9,侯漢廷,無黨籍,24,黃郁芬,無黨籍,19,陳政忠,無黨籍,31,潘懷宗,無黨籍,33,王映心,無黨籍,7,張斯綱,中國國民黨,25,陳重文,中國國民黨,20,鍾佩玲,民主進步黨,54,陳建銘,無黨籍,82,林世宗,民主進步黨,123,陳慈慧,民主進步黨,88,林杏兒,中國國民黨,17,楊靜宇,無黨籍,15,李美津,無黨籍,20,徐書慧,無黨籍,7,陳賢蔚,民主進步黨,18,劉仕傑,無黨籍,3,林瑞圖,無黨籍,240,汪志冰,中國國民黨,21,謝維洲,民主進步黨,102,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,5,高為人,親民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,後港里,1100008,吳蕚洋,無黨籍,19,丁守中,中國國民黨,1493,姚文智,民主進步黨,1068,柯文哲,無黨籍,2060,李錫錕,無黨籍,22,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,22,王威中,民主進步黨,197,王奕凱,無黨籍,88,侯漢廷,無黨籍,199,黃郁芬,無黨籍,200,陳政忠,無黨籍,385,潘懷宗,無黨籍,256,王映心,無黨籍,65,張斯綱,中國國民黨,311,陳重文,中國國民黨,129,鍾佩玲,民主進步黨,336,陳建銘,無黨籍,388,林世宗,民主進步黨,286,陳慈慧,民主進步黨,266,林杏兒,中國國民黨,164,楊靜宇,無黨籍,218,李美津,無黨籍,114,徐書慧,無黨籍,45,陳賢蔚,民主進步黨,192,劉仕傑,無黨籍,25,林瑞圖,無黨籍,176,汪志冰,中國國民黨,257,謝維洲,民主進步黨,232,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,6,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,德華里,1100028,吳蕚洋,無黨籍,10,丁守中,中國國民黨,1149,姚文智,民主進步黨,684,柯文哲,無黨籍,1265,李錫錕,無黨籍,10,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,21,王威中,民主進步黨,219,王奕凱,無黨籍,66,侯漢廷,無黨籍,163,黃郁芬,無黨籍,178,陳政忠,無黨籍,125,潘懷宗,無黨籍,204,王映心,無黨籍,28,張斯綱,中國國民黨,262,陳重文,中國國民黨,103,鍾佩玲,民主進步黨,155,陳建銘,無黨籍,137,林世宗,民主進步黨,126,陳慈慧,民主進步黨,97,林杏兒,中國國民黨,105,楊靜宇,無黨籍,90,李美津,無黨籍,48,徐書慧,無黨籍,66,陳賢蔚,民主進步黨,130,劉仕傑,無黨籍,40,林瑞圖,無黨籍,135,汪志冰,中國國民黨,270,謝維洲,民主進步黨,256,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,9,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,10,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,德行里,1100027,吳蕚洋,無黨籍,9,丁守中,中國國民黨,959,姚文智,民主進步黨,514,柯文哲,無黨籍,1063,李錫錕,無黨籍,12,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,7,王威中,民主進步黨,139,王奕凱,無黨籍,49,侯漢廷,無黨籍,130,黃郁芬,無黨籍,137,陳政忠,無黨籍,87,潘懷宗,無黨籍,148,王映心,無黨籍,30,張斯綱,中國國民黨,235,陳重文,中國國民黨,103,鍾佩玲,民主進步黨,116,陳建銘,無黨籍,84,林世宗,民主進步黨,81,陳慈慧,民主進步黨,83,林杏兒,中國國民黨,131,楊靜宇,無黨籍,130,李美津,無黨籍,47,徐書慧,無黨籍,35,陳賢蔚,民主進步黨,102,劉仕傑,無黨籍,30,林瑞圖,無黨籍,173,汪志冰,中國國民黨,184,謝維洲,民主進步黨,229,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,2,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,忠誠里,1100030,吳蕚洋,無黨籍,10,丁守中,中國國民黨,1651,姚文智,民主進步黨,373,柯文哲,無黨籍,992,李錫錕,無黨籍,14,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,24,王威中,民主進步黨,134,王奕凱,無黨籍,43,侯漢廷,無黨籍,314,黃郁芬,無黨籍,141,陳政忠,無黨籍,119,潘懷宗,無黨籍,215,王映心,無黨籍,21,張斯綱,中國國民黨,390,陳重文,中國國民黨,142,鍾佩玲,民主進步黨,95,陳建銘,無黨籍,59,林世宗,民主進步黨,69,陳慈慧,民主進步黨,55,林杏兒,中國國民黨,180,楊靜宇,無黨籍,204,李美津,無黨籍,58,徐書慧,無黨籍,28,陳賢蔚,民主進步黨,99,劉仕傑,無黨籍,48,林瑞圖,無黨籍,115,汪志冰,中國國民黨,328,謝維洲,民主進步黨,86,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,1,高為人,親民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,承德里,1100012,吳蕚洋,無黨籍,10,丁守中,中國國民黨,1210,姚文智,民主進步黨,548,柯文哲,無黨籍,1261,李錫錕,無黨籍,10,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,12,王威中,民主進步黨,143,王奕凱,無黨籍,57,侯漢廷,無黨籍,188,黃郁芬,無黨籍,160,陳政忠,無黨籍,168,潘懷宗,無黨籍,226,王映心,無黨籍,22,張斯綱,中國國民黨,251,陳重文,中國國民黨,90,鍾佩玲,民主進步黨,198,陳建銘,無黨籍,138,林世宗,民主進步黨,105,陳慈慧,民主進步黨,98,林杏兒,中國國民黨,109,楊靜宇,無黨籍,180,李美津,無黨籍,55,徐書慧,無黨籍,34,陳賢蔚,民主進步黨,100,劉仕傑,無黨籍,40,林瑞圖,無黨籍,167,汪志冰,中國國民黨,228,謝維洲,民主進步黨,158,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,3,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,新安里,1100045,吳蕚洋,無黨籍,3,丁守中,中國國民黨,402,姚文智,民主進步黨,322,柯文哲,無黨籍,462,李錫錕,無黨籍,6,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,3,王威中,民主進步黨,50,王奕凱,無黨籍,17,侯漢廷,無黨籍,55,黃郁芬,無黨籍,27,陳政忠,無黨籍,251,潘懷宗,無黨籍,96,王映心,無黨籍,12,張斯綱,中國國民黨,47,陳重文,中國國民黨,33,鍾佩玲,民主進步黨,92,陳建銘,無黨籍,82,林世宗,民主進步黨,52,陳慈慧,民主進步黨,59,林杏兒,中國國民黨,13,楊靜宇,無黨籍,34,李美津,無黨籍,12,徐書慧,無黨籍,14,陳賢蔚,民主進步黨,54,劉仕傑,無黨籍,4,林瑞圖,無黨籍,66,汪志冰,中國國民黨,28,謝維洲,民主進步黨,58,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,0,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,明勝里,1100014,吳蕚洋,無黨籍,6,丁守中,中國國民黨,1002,姚文智,民主進步黨,615,柯文哲,無黨籍,1260,李錫錕,無黨籍,9,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,12,王威中,民主進步黨,120,王奕凱,無黨籍,39,侯漢廷,無黨籍,128,黃郁芬,無黨籍,118,陳政忠,無黨籍,139,潘懷宗,無黨籍,140,王映心,無黨籍,29,張斯綱,中國國民黨,184,陳重文,中國國民黨,71,鍾佩玲,民主進步黨,172,陳建銘,無黨籍,108,林世宗,民主進步黨,85,陳慈慧,民主進步黨,80,林杏兒,中國國民黨,75,楊靜宇,無黨籍,659,李美津,無黨籍,53,徐書慧,無黨籍,27,陳賢蔚,民主進步黨,140,劉仕傑,無黨籍,21,林瑞圖,無黨籍,110,汪志冰,中國國民黨,171,謝維洲,民主進步黨,150,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,5,高為人,親民黨,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,東山里,1100032,吳蕚洋,無黨籍,10,丁守中,中國國民黨,1405,姚文智,民主進步黨,462,柯文哲,無黨籍,1054,李錫錕,無黨籍,17,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,21,王威中,民主進步黨,158,王奕凱,無黨籍,38,侯漢廷,無黨籍,230,黃郁芬,無黨籍,124,陳政忠,無黨籍,127,潘懷宗,無黨籍,259,王映心,無黨籍,22,張斯綱,中國國民黨,294,陳重文,中國國民黨,119,鍾佩玲,民主進步黨,112,陳建銘,無黨籍,91,林世宗,民主進步黨,92,陳慈慧,民主進步黨,67,林杏兒,中國國民黨,112,楊靜宇,無黨籍,161,李美津,無黨籍,47,徐書慧,無黨籍,26,陳賢蔚,民主進步黨,113,劉仕傑,無黨籍,46,林瑞圖,無黨籍,128,汪志冰,中國國民黨,376,謝維洲,民主進步黨,117,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,11,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,3,高為人,親民黨,1,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,永倫里,1100022,吳蕚洋,無黨籍,12,丁守中,中國國民黨,1116,姚文智,民主進步黨,1014,柯文哲,無黨籍,1719,李錫錕,無黨籍,15,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,6,王威中,民主進步黨,117,王奕凱,無黨籍,43,侯漢廷,無黨籍,124,黃郁芬,無黨籍,106,陳政忠,無黨籍,793,潘懷宗,無黨籍,127,王映心,無黨籍,38,張斯綱,中國國民黨,109,陳重文,中國國民黨,101,鍾佩玲,民主進步黨,315,陳建銘,無黨籍,381,林世宗,民主進步黨,104,陳慈慧,民主進步黨,565,林杏兒,中國國民黨,171,楊靜宇,無黨籍,82,李美津,無黨籍,63,徐書慧,無黨籍,29,陳賢蔚,民主進步黨,85,劉仕傑,無黨籍,18,林瑞圖,無黨籍,138,汪志冰,中國國民黨,100,謝維洲,民主進步黨,156,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,12,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,4,高為人,親民黨,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,永福里,1100043,吳蕚洋,無黨籍,3,丁守中,中國國民黨,250,姚文智,民主進步黨,208,柯文哲,無黨籍,297,李錫錕,無黨籍,2,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,2,王威中,民主進步黨,37,王奕凱,無黨籍,10,侯漢廷,無黨籍,28,黃郁芬,無黨籍,25,陳政忠,無黨籍,25,潘懷宗,無黨籍,64,王映心,無黨籍,4,張斯綱,中國國民黨,46,陳重文,中國國民黨,21,鍾佩玲,民主進步黨,44,陳建銘,無黨籍,72,林世宗,民主進步黨,53,陳慈慧,民主進步黨,39,林杏兒,中國國民黨,14,楊靜宇,無黨籍,20,李美津,無黨籍,6,徐書慧,無黨籍,13,陳賢蔚,民主進步黨,28,劉仕傑,無黨籍,12,林瑞圖,無黨籍,92,汪志冰,中國國民黨,32,謝維洲,民主進步黨,61,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,0,高為人,親民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
臺北市,士林區,溪山里,1100049,吳蕚洋,無黨籍,4,丁守中,中國國民黨,308,姚文智,民主進步黨,286,柯文哲,無黨籍,380,李錫錕,無黨籍,6,,,0,,,0,,,0,,,0,,,0,0,0,0,0,王芝安,無黨籍,3,王威中,民主進步黨,26,王奕凱,無黨籍,9,侯漢廷,無黨籍,24,黃郁芬,無黨籍,20,陳政忠,無黨籍,86,潘懷宗,無黨籍,38,王映心,無黨籍,5,張斯綱,中國國民黨,26,陳重文,中國國民黨,11,鍾佩玲,民主進步黨,55,陳建銘,無黨籍,129,林世宗,民主進步黨,75,陳慈慧,民主進步黨,65,林杏兒,中國國民黨,21,楊靜宇,無黨籍,12,李美津,無黨籍,15,徐書慧,無黨籍,11,陳賢蔚,民主進步黨,66,劉仕傑,無黨籍,8,林瑞圖,無黨籍,173,汪志冰,中國國民黨,46,謝維洲,民主進步黨,38,,,0,,,0,0,0,0,0,李芳儒,中國國民黨,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,李傅中武,中國國民黨,0,高為人,親民黨,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0
