行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,謝安里,62,144,1010,1216,14,1230,0,1230,484,1714,71.76
,中民里,72,116,1034,1222,18,1240,0,1240,388,1628,76.17
,安正里,84,132,986,1202,14,1216,0,1216,576,1792,67.86
,磚井里,96,174,1332,1602,14,1616,0,1616,696,2312,69.9
,總計,3556,7468,39306,50330,682,51012,0,51012,22600,73612,69.3
下營區,,2132,5110,18680,25922,432,26354,0,26354,15306,41660,63.26
,下營里,106,224,656,986,12,998,0,998,678,1676,59.55
,仁里里,308,748,2248,3304,56,3360,0,3360,2334,5694,59.01
,宅內里,126,388,756,1270,34,1304,0,1304,818,2122,61.45
,後街里,206,506,1152,1864,30,1894,0,1894,1170,3064,61.81
,新興里,260,632,1882,2774,30,2804,0,2804,1794,4598,60.98
,營前里,206,606,1830,2642,36,2678,0,2678,1462,4140,64.69
,大屯里,94,174,754,1022,16,1038,0,1038,630,1668,62.23
,大埤里,56,178,672,906,16,922,0,922,506,1428,64.57
,茅港里,118,254,1198,1570,20,1590,0,1590,764,2354,67.54
,中營里,94,230,1060,1384,32,1416,0,1416,736,2152,65.8
,開化里,162,434,1970,2566,34,2600,0,2600,1238,3838,67.74
,西連里,76,144,1002,1222,12,1234,0,1234,540,1774,69.56
,賀建里,142,208,1152,1502,32,1534,0,1534,1062,2596,59.09
,甲中里,78,192,1136,1406,24,1430,0,1430,770,2200,65.0
,紅厝里,100,192,1212,1504,48,1552,0,1552,804,2356,65.87
,總計,2132,5110,18680,25922,432,26354,0,26354,15306,41660,63.26
六甲區,,2088,4214,17198,23500,350,23850,0,23850,13356,37206,64.1
,六甲里,322,718,2564,3604,52,3656,0,3656,2006,5662,64.57
,甲東里,258,566,2354,3178,74,3252,0,3252,1894,5146,63.19
,甲南里,144,322,1232,1698,12,1710,0,1710,974,2684,63.71
,龍湖里,94,190,968,1252,10,1262,0,1262,778,2040,61.86
,七甲里,72,150,968,1190,32,1222,0,1222,572,1794,68.12
,二甲里,370,708,2946,4024,48,4072,0,4072,2244,6316,64.47
,水林里,296,456,2036,2788,54,2842,0,2842,1366,4208,67.54
,中社里,160,400,1466,2026,28,2054,0,2054,1112,3166,64.88
,龜港里,176,294,1000,1470,6,1476,0,1476,716,2192,67.34
,菁埔里,70,138,562,770,16,786,0,786,422,1208,65.07
,王爺里,66,136,628,830,14,844,0,844,660,1504,56.12
,大丘里,60,136,474,670,4,674,0,674,612,1286,52.41
,總計,2088,4214,17198,23500,350,23850,0,23850,13356,37206,64.1
官田區,,1886,4026,18072,23984,276,24260,0,24260,12096,36356,66.73
,官田里,266,534,1924,2724,34,2758,0,2758,1282,4040,68.27
,二鎮里,250,396,3128,3774,32,3806,0,3806,2014,5820,65.4
,湖山里,78,124,1158,1360,10,1370,0,1370,564,1934,70.84
,嘉南里,34,96,212,342,2,344,0,344,200,544,63.24
,大崎里,40,114,406,560,4,564,0,564,316,880,64.09
,隆田里,236,634,1620,2490,22,2512,0,2512,1228,3740,67.17
,隆本里,408,1106,2526,4040,54,4094,0,4094,2142,6236,65.65
,南廍里,140,200,1110,1450,14,1464,0,1464,812,2276,64.32
,東庄里,62,86,1642,1790,20,1810,0,1810,754,2564,70.59
,西庄里,16,32,810,858,8,866,0,866,392,1258,68.84
,拔林里,60,128,480,668,6,674,0,674,396,1070,62.99
,渡頭里,248,466,2114,2828,50,2878,0,2878,1346,4224,68.13
,社子里,48,110,942,1100,20,1120,0,1120,650,1770,63.28
,總計,1886,4026,18072,23984,276,24260,0,24260,12096,36356,66.73
大內區,,1048,2020,7968,11036,184,11220,0,11220,6040,17260,65.01
,石湖里,108,238,942,1288,24,1312,0,1312,716,2028,64.69
,石林里,82,86,726,894,18,912,0,912,396,1308,69.72
,石城里,148,312,1414,1874,30,1904,0,1904,1000,2904,65.56
,內江里,104,270,804,1178,30,1208,0,1208,664,1872,64.53
,大內里,92,234,736,1062,20,1082,0,1082,514,1596,67.79
,內郭里,56,134,578,768,14,782,0,782,448,1230,63.58
,頭社里,110,206,882,1198,14,1212,0,1212,778,1990,60.9
,環湖里,128,208,546,882,16,898,0,898,592,1490,60.27
,二溪里,122,234,748,1104,12,1116,0,1116,570,1686,66.19
,曲溪里,98,98,592,788,6,794,0,794,362,1156,68.69
,總計,1048,2020,7968,11036,184,11220,0,11220,6040,17260,65.01
佳里區,,5366,11952,44636,61954,806,62760,0,62760,34382,97142,64.61
,東寧里,228,546,1604,2378,26,2404,0,2404,1184,3588,67.0
,忠仁里,308,636,2562,3506,46,3552,0,3552,2000,5552,63.98
,鎮山里,678,1376,5078,7132,54,7186,0,7186,3780,10966,65.53
,建南里,958,1980,7038,9976,166,10142,0,10142,5812,15954,63.57
,安西里,1284,2952,9542,13778,206,13984,0,13984,7678,21662,64.56
,六安里,452,1110,3240,4802,58,4860,0,4860,2866,7726,62.9
,佳化里,184,488,1898,2570,36,2606,0,2606,1500,4106,63.47
,禮化里,84,214,912,1210,16,1226,0,1226,614,1840,66.63
,興化里,120,244,1238,1602,20,1622,0,1622,856,2478,65.46
,營頂里,52,152,614,818,10,828,0,828,486,1314,63.01
,溪州里,32,114,326,472,10,482,0,482,286,768,62.76
,海澄里,174,306,1296,1776,26,1802,0,1802,1062,2864,62.92
,漳洲里,74,130,694,898,18,916,0,916,504,1420,64.51
,頂廍里,128,242,762,1132,16,1148,0,1148,592,1740,65.98
,嘉福里,56,210,908,1174,10,1184,0,1184,630,1814,65.27
,通興里,86,162,998,1246,18,1264,0,1264,718,1982,63.77
,蚶寮里,78,90,854,1022,12,1034,0,1034,626,1660,62.29
,龍安里,90,244,1032,1366,12,1378,0,1378,682,2060,66.89
,民安里,110,296,1474,1880,14,1894,0,1894,914,2808,67.45
,子龍里,110,276,1542,1928,20,1948,0,1948,1000,2948,66.08
,三協里,80,184,1024,1288,12,1300,0,1300,592,1892,68.71
,總計,5366,11952,44636,61954,806,62760,0,62760,34382,97142,64.61
學甲區,,2190,4874,20970,28034,272,28306,0,28306,16392,44698,63.33
,仁得里,416,904,3532,4852,38,4890,0,4890,2680,7570,64.6
,新榮里,254,396,1972,2622,14,2636,0,2636,1478,4114,64.07
,光華里,110,176,1206,1492,18,1510,0,1510,990,2500,60.4
,宅港里,66,142,768,976,8,984,0,984,628,1612,61.04
,慈福里,200,576,1694,2470,28,2498,0,2498,1334,3832,65.19
,秀昌里,240,530,2192,2962,20,2982,0,2982,1652,4634,64.35
,明宜里,170,426,1892,2488,18,2506,0,2506,1362,3868,64.79
,豐和里,122,150,1258,1530,24,1554,0,1554,918,2472,62.86
,平和里,56,128,1208,1392,20,1412,0,1412,744,2156,65.49
,新達里,184,594,1806,2584,16,2600,0,2600,1650,4250,61.18
,大灣里,106,218,904,1228,16,1244,0,1244,754,1998,62.26
,三慶里,130,294,1276,1700,22,1722,0,1722,1120,2842,60.59
,中洲里,136,340,1262,1738,30,1768,0,1768,1082,2850,62.04
,總計,2190,4874,20970,28034,272,28306,0,28306,16392,44698,63.33
西港區,,1994,4376,20694,27064,420,27484,0,27484,14028,41512,66.21
,西港里,326,704,3144,4174,46,4220,0,4220,2042,6262,67.39
,南海里,172,426,2446,3044,62,3106,0,3106,1566,4672,66.48
,港東里,166,338,1432,1936,30,1966,0,1966,1014,2980,65.97
,檨林里,144,290,1520,1954,34,1988,0,1988,1094,3082,64.5
,後營里,104,250,1500,1854,38,1892,0,1892,902,2794,67.72
,營西里,132,220,1238,1590,22,1612,0,1612,1016,2628,61.34
,金砂里,64,154,838,1056,20,1076,0,1076,484,1560,68.97
,劉厝里,98,248,1326,1672,24,1696,0,1696,832,2528,67.09
,竹林里,110,244,1184,1538,22,1560,0,1560,800,2360,66.1
,永樂里,70,188,1002,1260,24,1284,0,1284,730,2014,63.75
,新復里,144,260,950,1354,22,1376,0,1376,738,2114,65.09
,慶安里,464,1054,4114,5632,76,5708,0,5708,2810,8518,67.01
,總計,1994,4376,20694,27064,420,27484,0,27484,14028,41512,66.21
七股區,,1860,3862,18568,24290,354,24644,0,24644,14762,39406,62.54
,後港里,90,116,540,746,10,756,0,756,364,1120,67.5
,大潭里,48,136,624,808,18,826,0,826,514,1340,61.64
,城內里,44,92,528,664,10,674,0,674,270,944,71.4
,篤加里,58,160,748,966,14,980,0,980,610,1590,61.64
,頂山里,74,162,748,984,18,1002,0,1002,670,1672,59.93
,西寮里,50,76,426,552,4,556,0,556,396,952,58.4
,塩埕里,22,114,320,456,6,462,0,462,332,794,58.19
,龍山里,138,286,1658,2082,26,2108,0,2108,1230,3338,63.15
,溪南里,50,138,278,466,6,472,0,472,230,702,67.24
,七股里,76,98,1048,1222,12,1234,0,1234,560,1794,68.78
,玉成里,62,180,706,948,22,970,0,970,548,1518,63.9
,大埕里,174,270,1450,1894,14,1908,0,1908,1302,3210,59.44
,大寮里,92,194,924,1210,12,1222,0,1222,646,1868,65.42
,看坪里,44,100,710,854,20,874,0,874,500,1374,63.61
,樹林里,106,182,1122,1410,22,1432,0,1432,812,2244,63.81
,竹港里,80,130,646,856,6,862,0,862,386,1248,69.07
,中寮里,62,198,588,848,12,860,0,860,606,1466,58.66
,竹橋里,52,132,652,836,10,846,0,846,446,1292,65.48
,義合里,116,264,990,1370,20,1390,0,1390,786,2176,63.88
,槺榔里,74,128,674,876,18,894,0,894,494,1388,64.41
,永吉里,110,178,860,1148,20,1168,0,1168,744,1912,61.09
,三股里,132,246,1216,1594,30,1624,0,1624,1148,2772,58.59
,十份里,106,282,1112,1500,24,1524,0,1524,1168,2692,56.61
,總計,1860,3862,18568,24290,354,24644,0,24644,14762,39406,62.54
將軍區,,1450,3276,16476,21202,286,21488,0,21488,13940,35428,60.65
,長榮里,108,288,1026,1422,26,1448,0,1448,676,2124,68.17
,西華里,120,368,1260,1748,16,1764,0,1764,982,2746,64.24
,西和里,84,220,852,1156,18,1174,0,1174,744,1918,61.21
,忠興里,154,382,1386,1922,20,1942,0,1942,1208,3150,61.65
,嘉昌里,76,140,868,1084,12,1096,0,1096,624,1720,63.72
,保源里,70,192,968,1230,14,1244,0,1244,698,1942,64.06
,苓和里,92,212,992,1296,6,1302,0,1302,812,2114,61.59
,仁和里,56,98,738,892,6,898,0,898,396,1294,69.4
,北埔里,42,92,594,728,6,734,0,734,440,1174,62.52
,將富里,48,88,576,712,12,724,0,724,546,1270,57.01
,將貴里,46,78,562,686,14,700,0,700,474,1174,59.63
,三吉里,50,88,408,546,8,554,0,554,336,890,62.25
,玉山里,44,106,890,1040,16,1056,0,1056,676,1732,60.97
,廣山里,42,120,538,700,18,718,0,718,638,1356,52.95
,長沙里,120,196,1184,1500,18,1518,0,1518,1206,2724,55.73
,平沙里,96,136,1024,1256,14,1270,0,1270,1044,2314,54.88
,鯤鯓里,134,340,1732,2206,48,2254,0,2254,1522,3776,59.69
,鯤溟里,68,132,878,1078,14,1092,0,1092,918,2010,54.33
,總計,1450,3276,16476,21202,286,21488,0,21488,13940,35428,60.65
北門區,,988,2164,8266,11418,124,11542,0,11542,8488,20030,57.62
,保吉里,128,344,1050,1522,16,1538,0,1538,1162,2700,56.96
,雙春里,50,122,362,534,8,542,0,542,428,970,55.88
,東壁里,118,128,568,814,12,826,0,826,698,1524,54.2
,鯤江里,98,116,674,888,10,898,0,898,620,1518,59.16
,北門里,84,250,712,1046,12,1058,0,1058,654,1712,61.8
,錦湖里,76,140,798,1014,8,1022,0,1022,928,1950,52.41
,三光里,110,204,1124,1438,16,1454,0,1454,894,2348,61.93
,仁里里,38,168,552,758,2,760,0,760,504,1264,60.13
,玉港里,72,178,694,944,8,952,0,952,546,1498,63.55
,中樞里,52,92,640,784,8,792,0,792,554,1346,58.84
,慈安里,86,148,564,798,14,812,0,812,634,1446,56.15
,永華里,24,58,304,386,6,392,0,392,344,736,53.26
,永隆里,52,216,224,492,4,496,0,496,522,1018,48.72
,總計,988,2164,8266,11418,124,11542,0,11542,8488,20030,57.62
新化區,,5204,10430,30902,46536,558,47094,0,47094,24454,71548,65.82
,武安里,302,642,1376,2320,22,2342,0,2342,1196,3538,66.2
,東榮里,584,1210,3158,4952,44,4996,0,4996,2672,7668,65.15
,護國里,244,648,1272,2164,16,2180,0,2180,1370,3550,61.41
,太平里,666,1196,3738,5600,72,5672,0,5672,2626,8298,68.35
,中央里,66,124,340,530,4,534,0,534,256,790,67.59
,觀音里,72,194,456,722,12,734,0,734,364,1098,66.85
,竹林里,60,136,386,582,14,596,0,596,242,838,71.12
,清水里,116,308,830,1254,14,1268,0,1268,590,1858,68.25
,協興里,420,990,2648,4058,22,4080,0,4080,2294,6374,64.01
,唪口里,324,464,1908,2696,36,2732,0,2732,1294,4026,67.86
,北勢里,242,358,1228,1828,32,1860,0,1860,876,2736,67.98
,豐榮里,420,888,2482,3790,56,3846,0,3846,1946,5792,66.4
,全興里,388,824,2142,3354,42,3396,0,3396,1762,5158,65.84
,崙頂里,304,406,1818,2528,24,2552,0,2552,1154,3706,68.86
,知義里,258,626,1860,2744,40,2784,0,2784,1538,4322,64.41
,山脚里,222,394,1226,1842,34,1876,0,1876,962,2838,66.1
,大坑里,34,98,512,644,4,648,0,648,288,936,69.23
,𦰡拔里,274,574,1700,2548,32,2580,0,2580,1624,4204,61.37
,羊林里,128,190,740,1058,14,1072,0,1072,736,1808,59.29
,礁坑里,80,160,1082,1322,24,1346,0,1346,664,2010,66.97
,總計,5204,10430,30902,46536,558,47094,0,47094,24454,71548,65.82
善化區,,4312,9338,35186,48836,570,49406,0,49406,24808,74214,66.57
,東關里,128,318,938,1384,12,1396,0,1396,770,2166,64.45
,坐駕里,474,1170,3144,4788,70,4858,0,4858,2354,7212,67.36
,光文里,620,1590,4332,6542,62,6604,0,6604,3414,10018,65.92
,文昌里,346,650,2214,3210,38,3248,0,3248,1884,5132,63.29
,南關里,176,384,1648,2208,20,2228,0,2228,1070,3298,67.56
,西關里,76,218,594,888,6,894,0,894,454,1348,66.32
,北關里,60,144,448,652,10,662,0,662,336,998,66.33
,文正里,186,362,1470,2018,18,2036,0,2036,942,2978,68.37
,胡家里,118,168,1368,1654,28,1682,0,1682,762,2444,68.82
,胡厝里,180,246,1668,2094,26,2120,0,2120,972,3092,68.56
,什乃里,118,226,1264,1608,10,1618,0,1618,722,2340,69.15
,溪美里,218,506,1698,2422,18,2440,0,2440,1208,3648,66.89
,六分里,90,164,754,1008,8,1016,0,1016,400,1416,71.75
,六德里,98,184,1106,1388,12,1400,0,1400,742,2142,65.36
,田寮里,148,342,1714,2204,38,2242,0,2242,1112,3354,66.85
,東隆里,74,208,866,1148,10,1158,0,1158,564,1722,67.25
,東昌里,72,190,1090,1352,24,1376,0,1376,704,2080,66.15
,牛庄里,128,370,1428,1926,24,1950,0,1950,942,2892,67.43
,嘉北里,178,330,1562,2070,34,2104,0,2104,982,3086,68.18
,嘉南里,78,208,1070,1356,16,1372,0,1372,640,2012,68.19
,小新里,746,1360,4810,6916,86,7002,0,7002,3834,10836,64.62
,總計,4312,9338,35186,48836,570,49406,0,49406,24808,74214,66.57
新市區,,3560,7146,27380,38086,434,38520,0,38520,18248,56768,67.86
,新市里,304,742,2340,3386,34,3420,0,3420,1760,5180,66.02
,新和里,748,1704,5388,7840,92,7932,0,7932,3772,11704,67.77
,社內里,268,392,2378,3038,32,3070,0,3070,1308,4378,70.12
,大洲里,70,118,712,900,10,910,0,910,406,1316,69.15
,豐華里,122,194,834,1150,18,1168,0,1168,610,1778,65.69
,三舍里,188,328,1340,1856,22,1878,0,1878,962,2840,66.13
,大營里,426,866,2660,3952,40,3992,0,3992,2096,6088,65.57
,大社里,460,752,4406,5618,58,5676,0,5676,2644,8320,68.22
,潭頂里,164,392,1778,2334,38,2372,0,2372,1030,3402,69.72
,港墘里,358,778,3176,4312,50,4362,0,4362,2040,6402,68.13
,永就里,452,880,2368,3700,40,3740,0,3740,1620,5360,69.78
,總計,3560,7146,27380,38086,434,38520,0,38520,18248,56768,67.86
安定區,,2790,6076,24156,33022,480,33502,0,33502,16220,49722,67.38
,蘇林里,202,632,2080,2914,40,2954,0,2954,1284,4238,69.7
,蘇厝里,256,448,1874,2578,44,2622,0,2622,1304,3926,66.79
,安定里,138,330,1408,1876,36,1912,0,1912,936,2848,67.13
