行政區別,村里別,周可盛,柯文哲,楊秋興,連勝文,陳永昌,陳菊,馮光遠,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,長沙里,1302,0,0,0,0,456,0,1758,40,1798,0,1798,970,2768,64.96
,平沙里,1188,0,0,0,0,264,0,1452,40,1492,0,1492,844,2336,63.87
,鯤鯓里,2008,0,0,0,0,484,0,2492,52,2544,0,2544,1254,3798,66.98
,鯤溟里,876,0,0,0,0,202,0,1078,24,1102,0,1102,934,2036,54.13
,總計,18760,0,0,0,0,5438,0,24198,498,24696,0,24696,10924,35620,69.33
北門區,,10598,0,0,0,0,3124,0,13722,324,14046,0,14046,6072,20118,69.82
,保吉里,1342,0,0,0,0,484,0,1826,54,1880,0,1880,852,2732,68.81
,雙春里,370,0,0,0,0,146,0,516,10,526,0,526,456,982,53.56
,東壁里,666,0,0,0,0,224,0,890,16,906,0,906,596,1502,60.32
,鯤江里,774,0,0,0,0,156,0,930,24,954,0,954,568,1522,62.68
,北門里,956,0,0,0,0,408,0,1364,34,1398,0,1398,364,1762,79.34
,錦湖里,1200,0,0,0,0,294,0,1494,40,1534,0,1534,456,1990,77.09
,三光里,1508,0,0,0,0,302,0,1810,38,1848,0,1848,462,2310,80.0
,仁里里,664,0,0,0,0,178,0,842,30,872,0,872,388,1260,69.21
,玉港里,886,0,0,0,0,218,0,1104,22,1126,0,1126,392,1518,74.18
,中樞里,834,0,0,0,0,138,0,972,20,992,0,992,364,1356,73.16
,慈安里,690,0,0,0,0,178,0,868,16,884,0,884,554,1438,61.47
,永華里,482,0,0,0,0,114,0,596,16,612,0,612,126,738,82.93
,永隆里,226,0,0,0,0,284,0,510,4,514,0,514,494,1008,50.99
,總計,10598,0,0,0,0,3124,0,13722,324,14046,0,14046,6072,20118,69.82
新化區,,34258,0,0,0,0,13420,0,47678,902,48580,0,48580,22388,70968,68.45
,武安里,1446,0,0,0,0,800,0,2246,56,2302,0,2302,1264,3566,64.55
,東榮里,3420,0,0,0,0,1570,0,4990,96,5086,0,5086,2572,7658,66.41
,護國里,1478,0,0,0,0,816,0,2294,34,2328,0,2328,1222,3550,65.58
,太平里,3892,0,0,0,0,1468,0,5360,104,5464,0,5464,2562,8026,68.08
,中央里,346,0,0,0,0,186,0,532,2,534,0,534,246,780,68.46
,觀音里,510,0,0,0,0,240,0,750,14,764,0,764,322,1086,70.35
,竹林里,436,0,0,0,0,198,0,634,22,656,0,656,158,814,80.59
,清水里,1106,0,0,0,0,382,0,1488,20,1508,0,1508,362,1870,80.64
,協興里,2956,0,0,0,0,1228,0,4184,56,4240,0,4240,2118,6358,66.69
,唪口里,2138,0,0,0,0,770,0,2908,52,2960,0,2960,974,3934,75.24
,北勢里,1388,0,0,0,0,518,0,1906,38,1944,0,1944,776,2720,71.47
,豐榮里,2828,0,0,0,0,1028,0,3856,68,3924,0,3924,1794,5718,68.63
,全興里,2584,0,0,0,0,952,0,3536,66,3602,0,3602,1404,5006,71.95
,崙頂里,1926,0,0,0,0,546,0,2472,40,2512,0,2512,1242,3754,66.92
,知義里,1994,0,0,0,0,772,0,2766,66,2832,0,2832,1490,4322,65.53
,山脚里,1350,0,0,0,0,506,0,1856,40,1896,0,1896,910,2806,67.57
,大坑里,634,0,0,0,0,160,0,794,20,814,0,814,140,954,85.32
,拔里,1898,0,0,0,0,776,0,2674,64,2738,0,2738,1506,4244,64.51
,羊林里,818,0,0,0,0,312,0,1130,22,1152,0,1152,628,1780,64.72
,礁坑里,1110,0,0,0,0,192,0,1302,22,1324,0,1324,698,2022,65.48
,總計,34258,0,0,0,0,13420,0,47678,902,48580,0,48580,22388,70968,68.45
善化區,,37340,0,0,0,0,11184,0,48524,1060,49584,0,49584,22484,72068,68.8
,東關里,910,0,0,0,0,360,0,1270,40,1310,0,1310,688,1998,65.57
,坐駕里,3050,0,0,0,0,1306,0,4356,104,4460,0,4460,2414,6874,64.88
,光文里,4786,0,0,0,0,1834,0,6620,122,6742,0,6742,3220,9962,67.68
,文昌里,2232,0,0,0,0,738,0,2970,58,3028,0,3028,1922,4950,61.17
,南關里,1862,0,0,0,0,456,0,2318,42,2360,0,2360,936,3296,71.6
,西關里,624,0,0,0,0,258,0,882,28,910,0,910,382,1292,70.43
,北關里,476,0,0,0,0,170,0,646,10,656,0,656,314,970,67.63
,文正里,1538,0,0,0,0,406,0,1944,62,2006,0,2006,948,2954,67.91
,胡家里,1520,0,0,0,0,190,0,1710,34,1744,0,1744,732,2476,70.44
,胡厝里,1922,0,0,0,0,450,0,2372,30,2402,0,2402,674,3076,78.09
,什乃里,1444,0,0,0,0,310,0,1754,18,1772,0,1772,532,2304,76.91
,溪美里,1702,0,0,0,0,520,0,2222,40,2262,0,2262,1312,3574,63.29
,六分里,810,0,0,0,0,232,0,1042,30,1072,0,1072,320,1392,77.01
,六德里,1176,0,0,0,0,276,0,1452,30,1482,0,1482,670,2152,68.87
,田寮里,2034,0,0,0,0,564,0,2598,60,2658,0,2658,744,3402,78.13
,東隆里,1066,0,0,0,0,298,0,1364,24,1388,0,1388,372,1760,78.86
,東昌里,1284,0,0,0,0,264,0,1548,44,1592,0,1592,468,2060,77.28
,牛庄里,1518,0,0,0,0,476,0,1994,60,2054,0,2054,826,2880,71.32
,嘉北里,1758,0,0,0,0,428,0,2186,44,2230,0,2230,642,2872,77.65
,嘉南里,1112,0,0,0,0,254,0,1366,30,1396,0,1396,634,2030,68.77
,小新里,4516,0,0,0,0,1394,0,5910,150,6060,0,6060,3734,9794,61.87
,總計,37340,0,0,0,0,11184,0,48524,1060,49584,0,49584,22484,72068,68.8
新市區,,29466,0,0,0,0,8202,0,37668,716,38384,0,38384,17342,55726,68.88
,新市里,2596,0,0,0,0,850,0,3446,50,3496,0,3496,1684,5180,67.49
,新和里,5442,0,0,0,0,1860,0,7302,122,7424,0,7424,4086,11510,64.5
,社內里,2468,0,0,0,0,414,0,2882,42,2924,0,2924,1352,4276,68.38
,大洲里,910,0,0,0,0,188,0,1098,30,1128,0,1128,202,1330,84.81
,豐華里,920,0,0,0,0,240,0,1160,16,1176,0,1176,562,1738,67.66
,三舍里,1376,0,0,0,0,364,0,1740,30,1770,0,1770,942,2712,65.27
,大營里,3164,0,0,0,0,1134,0,4298,80,4378,0,4378,1400,5778,75.77
,大社里,4602,0,0,0,0,870,0,5472,102,5574,0,5574,2664,8238,67.66
,潭頂里,1886,0,0,0,0,460,0,2346,70,2416,0,2416,962,3378,71.52
,港墘里,3266,0,0,0,0,926,0,4192,90,4282,0,4282,2088,6370,67.22
,永就里,2836,0,0,0,0,896,0,3732,84,3816,0,3816,1400,5216,73.16
,總計,29466,0,0,0,0,8202,0,37668,716,38384,0,38384,17342,55726,68.88
安定區,,26982,0,0,0,0,8052,0,35034,930,35964,0,35964,13188,49152,73.17
,蘇林里,2430,0,0,0,0,876,0,3306,92,3398,0,3398,816,4214,80.64
,蘇厝里,2276,0,0,0,0,574,0,2850,88,2938,0,2938,1006,3944,74.49
,安定里,1598,0,0,0,0,544,0,2142,66,2208,0,2208,694,2902,76.09
,安加里,1436,0,0,0,0,382,0,1818,70,1888,0,1888,572,2460,76.75
,保西里,682,0,0,0,0,282,0,964,42,1006,0,1006,544,1550,64.9
,港尾里,1752,0,0,0,0,620,0,2372,54,2426,0,2426,572,2998,80.92
,中榮里,1676,0,0,0,0,394,0,2070,50,2120,0,2120,804,2924,72.5
,港口里,2506,0,0,0,0,866,0,3372,70,3442,0,3442,1826,5268,65.34
,港南里,2276,0,0,0,0,730,0,3006,70,3076,0,3076,1694,4770,64.49
,大同里,724,0,0,0,0,250,0,974,22,996,0,996,364,1360,73.24
,六嘉里,1806,0,0,0,0,506,0,2312,60,2372,0,2372,584,2956,80.24
,中沙里,828,0,0,0,0,178,0,1006,22,1028,0,1028,334,1362,75.48
,新吉里,2514,0,0,0,0,550,0,3064,68,3132,0,3132,1420,4552,68.8
,海寮里,2576,0,0,0,0,878,0,3454,76,3530,0,3530,1316,4846,72.84
,管寮里,1260,0,0,0,0,248,0,1508,48,1556,0,1556,298,1854,83.93
,南安里,642,0,0,0,0,174,0,816,32,848,0,848,344,1192,71.14
,總計,26982,0,0,0,0,8052,0,35034,930,35964,0,35964,13188,49152,73.17
山上區,,6496,0,0,0,0,2238,0,8734,218,8952,0,8952,3750,12702,70.48
,明和里,1576,0,0,0,0,558,0,2134,54,2188,0,2188,1202,3390,64.54
,南洲里,1598,0,0,0,0,510,0,2108,60,2168,0,2168,978,3146,68.91
,山上里,822,0,0,0,0,366,0,1188,26,1214,0,1214,568,1782,68.13
,新莊里,1194,0,0,0,0,314,0,1508,40,1548,0,1548,254,1802,85.9
,玉峯里,496,0,0,0,0,194,0,690,12,702,0,702,372,1074,65.36
,平陽里,308,0,0,0,0,180,0,488,14,502,0,502,260,762,65.88
,豐德里,502,0,0,0,0,116,0,618,12,630,0,630,116,746,84.45
,總計,6496,0,0,0,0,2238,0,8734,218,8952,0,8952,3750,12702,70.48
玉井區,,9884,0,0,0,0,6262,0,16146,278,16424,0,16424,8148,24572,66.84
,玉井里,586,0,0,0,0,478,0,1064,14,1078,0,1078,530,1608,67.04
,玉田里,2992,0,0,0,0,2006,0,4998,78,5076,0,5076,2844,7920,64.09
,中正里,1088,0,0,0,0,554,0,1642,22,1664,0,1664,820,2484,66.99
,竹圍里,1158,0,0,0,0,624,0,1782,36,1818,0,1818,1030,2848,63.83
,沙田里,338,0,0,0,0,290,0,628,24,652,0,652,324,976,66.8
,三埔里,500,0,0,0,0,234,0,734,6,740,0,740,276,1016,72.83
,三和里,626,0,0,0,0,380,0,1006,14,1020,0,1020,480,1500,68.0
,望明里,1096,0,0,0,0,726,0,1822,52,1874,0,1874,1094,2968,63.14
,層林里,616,0,0,0,0,378,0,994,12,1006,0,1006,268,1274,78.96
,豐里里,884,0,0,0,0,592,0,1476,20,1496,0,1496,482,1978,75.63
,總計,9884,0,0,0,0,6262,0,16146,278,16424,0,16424,8148,24572,66.84
楠西區,,6388,0,0,0,0,4888,0,11276,284,11560,0,11560,5536,17096,67.62
,楠西里,1178,0,0,0,0,1004,0,2182,52,2234,0,2234,1456,3690,60.54
,灣丘里,1116,0,0,0,0,774,0,1890,38,1928,0,1928,398,2326,82.89
,密枝里,666,0,0,0,0,502,0,1168,30,1198,0,1198,230,1428,83.89
,照興里,708,0,0,0,0,506,0,1214,32,1246,0,1246,746,1992,62.55
,鹿田里,660,0,0,0,0,550,0,1210,36,1246,0,1246,684,1930,64.56
,龜丹里,584,0,0,0,0,348,0,932,14,946,0,946,360,1306,72.43
,東勢里,1476,0,0,0,0,1204,0,2680,82,2762,0,2762,1662,4424,62.43
,總計,6388,0,0,0,0,4888,0,11276,284,11560,0,11560,5536,17096,67.62
南化區,,6840,0,0,0,0,3968,0,10808,252,11060,0,11060,4140,15200,72.76
,南化里,1142,0,0,0,0,696,0,1838,38,1876,0,1876,910,2786,67.34
,小崙里,822,0,0,0,0,412,0,1234,28,1262,0,1262,298,1560,80.9
,中坑里,452,0,0,0,0,322,0,774,14,788,0,788,118,906,86.98
,北平里,516,0,0,0,0,284,0,800,24,824,0,824,312,1136,72.54
,東和里,688,0,0,0,0,300,0,988,12,1000,0,1000,352,1352,73.96
,西埔里,794,0,0,0,0,398,0,1192,26,1218,0,1218,398,1616,75.37
,北寮里,998,0,0,0,0,756,0,1754,46,1800,0,1800,576,2376,75.76
,玉山里,674,0,0,0,0,502,0,1176,48,1224,0,1224,732,1956,62.58
,關山里,754,0,0,0,0,298,0,1052,16,1068,0,1068,444,1512,70.63
,總計,6840,0,0,0,0,3968,0,10808,252,11060,0,11060,4140,15200,72.76
左鎮區,,4602,0,0,0,0,1724,0,6326,128,6454,0,6454,2742,9196,70.18
,光和里,432,0,0,0,0,180,0,612,6,618,0,618,190,808,76.49
,榮和里,600,0,0,0,0,184,0,784,20,804,0,804,498,1302,61.75
,左鎮里,400,0,0,0,0,172,0,572,10,582,0,582,378,960,60.62
,中正里,676,0,0,0,0,318,0,994,28,1022,0,1022,580,1602,63.8
,睦光里,434,0,0,0,0,230,0,664,12,676,0,676,74,750,90.13
,內庄里,278,0,0,0,0,240,0,518,2,520,0,520,314,834,62.35
,澄山里,536,0,0,0,0,98,0,634,18,652,0,652,382,1034,63.06
,岡林里,574,0,0,0,0,130,0,704,12,716,0,716,152,868,82.49
,草山里,418,0,0,0,0,132,0,550,18,568,0,568,72,640,88.75
,二寮里,254,0,0,0,0,40,0,294,2,296,0,296,102,398,74.37
,總計,4602,0,0,0,0,1724,0,6326,128,6454,0,6454,2742,9196,70.18
仁德區,,58974,0,0,0,0,22198,0,81172,1618,82790,0,82790,36800,119590,69.23
,太子里,5506,0,0,0,0,1476,0,6982,124,7106,0,7106,3030,10136,70.11
,土庫里,2862,0,0,0,0,598,0,3460,42,3502,0,3502,1428,4930,71.03
,一甲里,2670,0,0,0,0,932,0,3602,82,3684,0,3684,1424,5108,72.12
,仁德里,5970,0,0,0,0,2178,0,8148,90,8238,0,8238,4838,13076,63.0
,仁義里,8354,0,0,0,0,3198,0,11552,220,11772,0,11772,5414,17186,68.5
,新田里,2934,0,0,0,0,1030,0,3964,92,4056,0,4056,2028,6084,66.67
,後壁里,8130,0,0,0,0,2456,0,10586,222,10808,0,10808,5734,16542,65.34
,上崙里,5208,0,0,0,0,1416,0,6624,152,6776,0,6776,3012,9788,69.23
,田厝里,1626,0,0,0,0,594,0,2220,58,2278,0,2278,412,2690,84.68
,三甲里,1108,0,0,0,0,324,0,1432,26,1458,0,1458,150,1608,90.67
,保安里,2616,0,0,0,0,776,0,3392,44,3436,0,3436,1760,5196,66.13
,成功里,3408,0,0,0,0,2384,0,5792,140,5932,0,5932,2892,8824,67.23
,仁和里,216,0,0,0,0,1152,0,1368,40,1408,0,1408,842,2250,62.58
,仁愛里,856,0,0,0,0,856,0,1712,30,1742,0,1742,978,2720,64.04
,二行里,2146,0,0,0,0,936,0,3082,74,3156,0,3156,832,3988,79.14
,大甲里,2130,0,0,0,0,858,0,2988,94,3082,0,3082,1082,4164,74.02
,中洲里,1620,0,0,0,0,440,0,2060,42,2102,0,2102,486,2588,81.22
,中生里,1614,0,0,0,0,594,0,2208,46,2254,0,2254,458,2712,83.11
,總計,58974,0,0,0,0,22198,0,81172,1618,82790,0,82790,36800,119590,69.23
歸仁區,,56430,0,0,0,0,17082,0,73512,1522,75034,0,75034,31854,106888,70.2
,南保里,5554,0,0,0,0,1632,0,7186,116,7302,0,7302,3878,11180,65.31
,六甲里,3496,0,0,0,0,932,0,4428,112,4540,0,4540,2604,7144,63.55
,歸仁里,2022,0,0,0,0,838,0,2860,56,2916,0,2916,1442,4358,66.91
,後市里,3208,0,0,0,0,1144,0,4352,88,4440,0,4440,1956,6396,69.42
,辜厝里,3062,0,0,0,0,1040,0,4102,80,4182,0,4182,2028,6210,67.34
,許厝里,3376,0,0,0,0,1032,0,4408,84,4492,0,4492,1614,6106,73.57
,看西里,2108,0,0,0,0,564,0,2672,62,2734,0,2734,1144,3878,70.5
,看東里,1668,0,0,0,0,562,0,2230,68,2298,0,2298,1084,3382,67.95
,崙頂里,2696,0,0,0,0,810,0,3506,72,3578,0,3578,1492,5070,70.57
,沙崙里,694,0,0,0,0,248,0,942,14,956,0,956,384,1340,71.34
,大潭里,2060,0,0,0,0,538,0,2598,58,2656,0,2656,700,3356,79.14
,武東里,1640,0,0,0,0,548,0,2188,68,2256,0,2256,1156,3412,66.12
,八甲里,2606,0,0,0,0,822,0,3428,68,3496,0,3496,1350,4846,72.14
,七甲里,3178,0,0,0,0,824,0,4002,86,4088,0,4088,1546,5634,72.56
,媽廟里,2374,0,0,0,0,638,0,3012,46,3058,0,3058,906,3964,77.14
,西埔里,2038,0,0,0,0,522,0,2560,52,2612,0,2612,588,3200,81.62
,大廟里,2866,0,0,0,0,722,0,3588,64,3652,0,3652,1398,5050,72.32
,南興里,4110,0,0,0,0,1316,0,5426,110,5536,0,5536,1976,7512,73.7
,新厝里,2528,0,0,0,0,664,0,3192,84,3276,0,3276,1404,4680,70.0
,歸南里,2184,0,0,0,0,700,0,2884,44,2928,0,2928,1466,4394,66.64
,文化里,2962,0,0,0,0,986,0,3948,90,4038,0,4038,1738,5776,69.91
,總計,56430,0,0,0,0,17082,0,73512,1522,75034,0,75034,31854,106888,70.2
關廟區,,32636,0,0,0,0,10580,0,43216,856,44072,0,44072,13646,57718,76.36
,關廟里,2030,0,0,0,0,824,0,2854,52,2906,0,2906,1102,4008,72.5
,山西里,2306,0,0,0,0,714,0,3020,48,3068,0,3068,888,3956,77.55
,香洋里,3134,0,0,0,0,1336,0,4470,106,4576,0,4576,1966,6542,69.95
,北勢里,2526,0,0,0,0,796,0,3322,96,3418,0,3418,1306,4724,72.35
,新埔里,1250,0,0,0,0,346,0,1596,34,1630,0,1630,304,1934,84.28
,新光里,856,0,0,0,0,182,0,1038,24,1062,0,1062,406,1468,72.34
,五甲里,3192,0,0,0,0,1234,0,4426,70,4496,0,4496,1316,5812,77.36
,東勢里,3564,0,0,0,0,1010,0,4574,98,4672,0,4672,1340,6012,77.71
,松腳里,2086,0,0,0,0,626,0,2712,56,2768,0,2768,878,3646,75.92
,南花里,1680,0,0,0,0,562,0,2242,38,2280,0,2280,570,2850,80.0
,北花里,2214,0,0,0,0,668,0,2882,72,2954,0,2954,1176,4130,71.53
,深坑里,1806,0,0,0,0,634,0,2440,24,2464,0,2464,586,3050,80.79
,布袋里,1494,0,0,0,0,386,0,1880,32,1912,0,1912,500,2412,79.27
,田中里,974,0,0,0,0,244,0,1218,12,1230,0,1230,192,1422,86.5
,龜洞里,966,0,0,0,0,300,0,1266,22,1288,0,1288,316,1604,80.3
,埤頭里,1994,0,0,0,0,544,0,2538,52,2590,0,2590,636,3226,80.29
,下湖里,564,0,0,0,0,174,0,738,20,758,0,758,164,922,82.21
,總計,32636,0,0,0,0,10580,0,43216,856,44072,0,44072,13646,57718,76.36
龍崎區,,4394,0,0,0,0,1788,0,6182,154,6336,0,6336,1290,7626,83.08
,崎頂里,1282,0,0,0,0,488,0,1770,70,1840,0,1840,410,2250,81.78
,土崎里,812,0,0,0,0,268,0,1080,20,1100,0,1100,204,1304,84.36
,中坑里,186,0,0,0,0,46,0,232,2,234,0,234,98,332,70.48
,楠坑里,310,0,0,0,0,182,0,492,12,504,0,504,186,690,73.04
,牛埔里,490,0,0,0,0,146,0,636,0,636,0,636,48,684,92.98
,大坪里,288,0,0,0,0,180,0,468,12,480,0,480,162,642,74.77
,龍船里,522,0,0,0,0,264,0,786,20,806,0,806,88,894,90.16
,石里,504,0,0,0,0,214,0,718,18,736,0,736,94,830,88.67
,總計,4394,0,0,0,0,1788,0,6182,154,6336,0,6336,1290,7626,83.08
永康區,,158494,0,0,0,0,60972,0,219466,3820,223286,0,223286,133952,357238,62.5
,五王里,4536,0,0,0,0,1868,0,6404,88,6492,0,6492,4310,10802,60.1
,網寮里,5478,0,0,0,0,1886,0,7364,132,7496,0,7496,4516,12012,62.4
,永康里,6252,0,0,0,0,2078,0,8330,158,8488,0,8488,7790,16278,52.14
,埔園里,8492,0,0,0,0,2398,0,10890,146,11036,0,11036,7098,18134,60.86
,大橋里,4620,0,0,0,0,1932,0,6552,92,6644,0,6644,4034,10678,62.22
,王行里,2610,0,0,0,0,720,0,3330,56,3386,0,3386,1238,4624,73.23
,烏竹里,2642,0,0,0,0,770,0,3412,50,3462,0,3462,1346,4808,72.0
,蔦松里,1898,0,0,0,0,580,0,2478,56,2534,0,2534,812,3346,75.73
,三民里,1354,0,0,0,0,432,0,1786,42,1828,0,1828,814,2642,69.19
,塩行里,7538,0,0,0,0,2108,0,9646,130,9776,0,9776,6078,15854,61.66
,甲頂里,2260,0,0,0,0,764,0,3024,54,3078,0,3078,1340,4418,69.67
,大灣里,3748,0,0,0,0,940,0,4688,92,4780,0,4780,1894,6674,71.62
,東灣里,3786,0,0,0,0,1046,0,4832,66,4898,0,4898,2122,7020,69.77
,西灣里,6876,0,0,0,0,2102,0,8978,162,9140,0,9140,4510,13650,66.96
,南灣里,4002,0,0,0,0,1020,0,5022,88,5110,0,5110,2210,7320,69.81
,崑山里,5678,0,0,0,0,1810,0,7488,108,7596,0,7596,3952,11548,65.78
,北灣里,7740,0,0,0,0,2140,0,9880,178,10058,0,10058,5688,15746,63.88
,新樹里,1852,0,0,0,0,404,0,2256,40,2296,0,2296,552,2848,80.62
,復興里,840,0,0,0,0,1334,0,2174,50,2224,0,2224,1612,3836,57.98
,復國里,5098,0,0,0,0,3200,0,8298,178,8476,0,8476,6338,14814,57.22
,建國里,760,0,0,0,0,1188,0,1948,54,2002,0,2002,1326,3328,60.16
,神洲里,648,0,0,0,0,670,0,1318,34,1352,0,1352,1020,2372,57.0
,西勢里,6180,0,0,0,0,1748,0,7928,148,8076,0,8076,3574,11650,69.32
,成功里,886,0,0,0,0,1444,0,2330,52,2382,0,2382,1772,4154,57.34
,中興里,2374,0,0,0,0,1678,0,4052,70,4122,0,4122,2278,6400,64.41
,勝利里,4986,0,0,0,0,3008,0,7994,152,8146,0,8146,5830,13976,58.29
,龍潭里,9228,0,0,0,0,2626,0,11854,200,12054,0,12054,6770,18824,64.04
,光復里,262,0,0,0,0,386,0,648,34,682,0,682,356,1038,65.7
,塩洲里,5190,0,0,0,0,1786,0,6976,104,7080,0,7080,3702,10782,65.66
,二王里,5790,0,0,0,0,2606,0,8396,140,8536,0,8536,5972,14508,58.84
,六合里,4020,0,0,0,0,1710,0,5730,124,5854,0,5854,4148,10002,58.53
,三合里,2894,0,0,0,0,1182,0,4076,62,4138,0,4138,2434,6572,62.96
,東橋里,3598,0,0,0,0,1180,0,4778,70,4848,0,4848,3328,8176,59.3
,安康里,3406,0,0,0,0,1304,0,4710,104,4814,0,4814,3996,8810,54.64
,西橋里,2688,0,0,0,0,1040,0,3728,62,3790,0,3790,2244,6034,62.81
,尚頂里,3428,0,0,0,0,986,0,4414,64,4478,0,4478,2736,7214,62.07
,復華里,6010,0,0,0,0,3104,0,9114,166,9280,0,9280,7626,16906,54.89
,正強里,6928,0,0,0,0,2548,0,9476,126,9602,0,9602,4622,14224,67.51
,中華里,1918,0,0,0,0,1246,0,3164,88,3252,0,3252,1964,5216,62.35
,總計,158494,0,0,0,0,60972,0,219466,3820,223286,0,223286,133952,357238,62.5
東區,,114220,0,0,0,0,59534,0,173754,3644,177398,0,177398,115624,293022,60.54
,富裕里,1682,0,0,0,0,754,0,2436,36,2472,0,2472,1794,4266,57.95
,裕農里,2232,0,0,0,0,1076,0,3308,90,3398,0,3398,2312,5710,59.51
,大智里,4792,0,0,0,0,2706,0,7498,154,7652,0,7652,4592,12244,62.5
,崇學里,2344,0,0,0,0,1296,0,3640,62,3702,0,3702,1942,5644,65.59
,泉南里,3446,0,0,0,0,1724,0,5170,124,5294,0,5294,3982,9276,57.07
,仁和里,3338,0,0,0,0,1340,0,4678,76,4754,0,4754,3520,8274,57.46
,後甲里,2474,0,0,0,0,1302,0,3776,72,3848,0,3848,1920,5768,66.71
,東光里,3388,0,0,0,0,2208,0,5596,110,5706,0,5706,3904,9610,59.38
,新東里,1872,0,0,0,0,1098,0,2970,62,3032,0,3032,1706,4738,63.99
,中西里,2424,0,0,0,0,1226,0,3650,78,3728,0,3728,2520,6248,59.67
,東安里,1244,0,0,0,0,532,0,1776,68,1844,0,1844,1082,2926,63.02
,崇明里,2510,0,0,0,0,1570,0,4080,76,4156,0,4156,3512,7668,54.2
,自強里,3484,0,0,0,0,1726,0,5210,84,5294,0,5294,4074,9368,56.51
,和平里,3652,0,0,0,0,1598,0,5250,70,5320,0,5320,3152,8472,62.8
,路東里,986,0,0,0,0,704,0,1690,38,1728,0,1728,1302,3030,57.03
,大德里,1298,0,0,0,0,718,0,2016,44,2060,0,2060,1200,3260,63.19
,關聖里,3070,0,0,0,0,1676,0,4746,120,4866,0,4866,2834,7700,63.19
,衛國里,1246,0,0,0,0,684,0,1930,30,1960,0,1960,1110,3070,63.84
,崇善里,3860,0,0,0,0,1680,0,5540,108,5648,0,5648,3506,9154,61.7
,富強里,3694,0,0,0,0,1534,0,5228,102,5330,0,5330,3286,8616,61.86
,圍下里,1508,0,0,0,0,866,0,2374,58,2432,0,2432,1562,3994,60.89
,小東里,3030,0,0,0,0,1828,0,4858,96,4954,0,4954,3370,8324,59.51
,大學里,882,0,0,0,0,520,0,1402,44,1446,0,1446,964,2410,60.0
,龍山里,3110,0,0,0,0,1556,0,4666,70,4736,0,4736,3444,8180,57.9
,虎尾里,4024,0,0,0,0,1670,0,5694,90,5784,0,5784,3454,9238,62.61
,德高里,2680,0,0,0,0,1042,0,3722,78,3800,0,3800,1698,5498,69.12
,莊敬里,2738,0,0,0,0,1536,0,4274,112,4386,0,4386,2694,7080,61.95
,大福里,1724,0,0,0,0,912,0,2636,56,2692,0,2692,1306,3998,67.33
,忠孝里,2910,0,0,0,0,1978,0,4888,134,5022,0,5022,3462,8484,59.19
,崇誨里,1618,0,0,0,0,1404,0,3022,66,3088,0,3088,1874,4962,62.23
,東明里,2140,0,0,0,0,1186,0,3326,70,3396,0,3396,2756,6152,55.2
,崇德里,3358,0,0,0,0,1858,0,5216,114,5330,0,5330,3368,8698,61.28
,東智里,1652,0,0,0,0,938,0,2590,60,2650,0,2650,1714,4364,60.72
,東聖里,1996,0,0,0,0,904,0,2900,46,2946,0,2946,1538,4484,65.7
,崇成里,2132,0,0,0,0,1154,0,3286,70,3356,0,3356,2122,5478,61.26
,東門里,1370,0,0,0,0,656,0,2026,50,2076,0,2076,1686,3762,55.18
,成大里,1440,0,0,0,0,960,0,2400,58,2458,0,2458,1652,4110,59.81
,大同里,2260,0,0,0,0,1076,0,3336,64,3400,0,3400,2404,5804,58.58
,德光里,2834,0,0,0,0,1616,0,4450,96,4546,0,4546,2870,7416,61.3
,崇信里,2786,0,0,0,0,1212,0,3998,82,4080,0,4080,4478,8558,47.67
,崇文里,4304,0,0,0,0,2318,0,6622,164,6786,0,6786,4414,11200,60.59
,復興里,3052,0,0,0,0,1266,0,4318,94,4412,0,4412,2116,6528,67.59
,裕聖里,2958,0,0,0,0,1530,0,4488,84,4572,0,4572,2908,7480,61.12
,南聖里,1776,0,0,0,0,902,0,2678,66,2744,0,2744,1768,4512,60.82
,文聖里,2902,0,0,0,0,1494,0,4396,118,4514,0,4514,2752,7266,62.12
,總計,114220,0,0,0,0,59534,0,173754,3644,177398,0,177398,115624,293022,60.54
南區,,95992,0,0,0,0,37136,0,133128,2630,135758,0,135758,73216,208974,64.96
,竹溪里,1112,0,0,0,0,676,0,1788,22,1810,0,1810,1376,3186,56.81
,荔宅里,86,0,0,0,0,230,0,316,6,322,0,322,130,452,71.24
,明德里,244,0,0,0,0,332,0,576,16,592,0,592,464,1056,56.06
,大成里,650,0,0,0,0,278,0,928,20,948,0,948,604,1552,61.08
,廣州里,2090,0,0,0,0,766,0,2856,64,2920,0,2920,1584,4504,64.83
,新昌里,1924,0,0,0,0,806,0,2730,40,2770,0,2770,1790,4560,60.75
,新興里,2294,0,0,0,0,1042,0,3336,52,3388,0,3388,1972,5360,63.21
,田寮里,2722,0,0,0,0,1322,0,4044,88,4132,0,4132,2240,6372,64.85
,國宅里,2512,0,0,0,0,984,0,3496,76,3572,0,3572,2276,5848,61.08
,日新里,1982,0,0,0,0,720,0,2702,38,2740,0,2740,1214,3954,69.3
,光明里,4134,0,0,0,0,1262,0,5396,78,5474,0,5474,2740,8214,66.64
,白雪里,1854,0,0,0,0,620,0,2474,66,2540,0,2540,984,3524,72.08
,明亮里,3582,0,0,0,0,1154,0,4736,86,4822,0,4822,2306,7128,67.65
