行政區別,村里別,周可盛,柯文哲,楊秋興,連勝文,陳永昌,陳菊,馮光遠,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,喜東里,2064,0,0,0,0,412,0,2476,64,2540,0,2540,1304,3844,66.08
,喜北里,2538,0,0,0,0,592,0,3130,74,3204,0,3204,1098,4302,74.48
,喜南里,1516,0,0,0,0,254,0,1770,56,1826,0,1826,728,2554,71.5
,省躬里,2896,0,0,0,0,688,0,3584,54,3638,0,3638,1768,5406,67.3
,興農里,2182,0,0,0,0,512,0,2694,56,2750,0,2750,1182,3932,69.94
,同安里,2630,0,0,0,0,672,0,3302,62,3364,0,3364,954,4318,77.91
,佛壇里,2562,0,0,0,0,552,0,3114,86,3200,0,3200,1488,4688,68.26
,大林里,1624,0,0,0,0,1118,0,2742,60,2802,0,2802,1586,4388,63.86
,大忠里,3692,0,0,0,0,1876,0,5568,108,5676,0,5676,3116,8792,64.56
,大恩里,2712,0,0,0,0,1572,0,4284,108,4392,0,4392,2272,6664,65.91
,新生里,1340,0,0,0,0,2576,0,3916,86,4002,0,4002,2430,6432,62.22
,再興里,1988,0,0,0,0,752,0,2740,76,2816,0,2816,1726,4542,62.0
,明興里,3066,0,0,0,0,922,0,3988,74,4062,0,4062,2442,6504,62.45
,文華里,2756,0,0,0,0,1180,0,3936,66,4002,0,4002,2582,6584,60.78
,金華里,4224,0,0,0,0,1432,0,5656,84,5740,0,5740,4128,9868,58.17
,南都里,2136,0,0,0,0,874,0,3010,52,3062,0,3062,2238,5300,57.77
,開南里,4936,0,0,0,0,1864,0,6800,98,6898,0,6898,4322,11220,61.48
,彰南里,1518,0,0,0,0,608,0,2126,46,2172,0,2172,1120,3292,65.98
,建南里,5104,0,0,0,0,1716,0,6820,150,6970,0,6970,2576,9546,73.01
,郡南里,3044,0,0,0,0,1194,0,4238,94,4332,0,4332,2604,6936,62.46
,府南里,4002,0,0,0,0,1556,0,5558,108,5666,0,5666,3364,9030,62.75
,文南里,4120,0,0,0,0,1582,0,5702,106,5808,0,5808,3894,9702,59.86
,鯤鯓里,2010,0,0,0,0,652,0,2662,50,2712,0,2712,848,3560,76.18
,松安里,1868,0,0,0,0,386,0,2254,42,2296,0,2296,1160,3456,66.44
,永寧里,2002,0,0,0,0,506,0,2508,50,2558,0,2558,972,3530,72.46
,南華里,2276,0,0,0,0,896,0,3172,68,3240,0,3240,1634,4874,66.48
,總計,95992,0,0,0,0,37136,0,133128,2630,135758,0,135758,73216,208974,64.96
北區,,87244,0,0,0,0,40868,0,128112,2562,130674,0,130674,80926,211600,61.76
,開元里,1898,0,0,0,0,934,0,2832,60,2892,0,2892,1460,4352,66.45
,新勝里,1246,0,0,0,0,694,0,1940,52,1992,0,1992,1382,3374,59.04
,勝安里,818,0,0,0,0,464,0,1282,24,1306,0,1306,904,2210,59.1
,東興里,1360,0,0,0,0,1080,0,2440,48,2488,0,2488,1564,4052,61.4
,力行里,1796,0,0,0,0,1038,0,2834,52,2886,0,2886,1676,4562,63.26
,華興里,1952,0,0,0,0,976,0,2928,72,3000,0,3000,1082,4082,73.49
,振興里,1460,0,0,0,0,796,0,2256,54,2310,0,2310,1174,3484,66.3
,仁愛里,1432,0,0,0,0,896,0,2328,62,2390,0,2390,1268,3658,65.34
,大仁里,730,0,0,0,0,414,0,1144,30,1174,0,1174,702,1876,62.58
,大山里,350,0,0,0,0,266,0,616,14,630,0,630,436,1066,59.1
,大道里,766,0,0,0,0,1780,0,2546,70,2616,0,2616,1694,4310,60.7
,光武里,816,0,0,0,0,932,0,1748,40,1788,0,1788,962,2750,65.02
,實踐里,1448,0,0,0,0,1136,0,2584,54,2638,0,2638,1314,3952,66.75
,小康里,1848,0,0,0,0,828,0,2676,76,2752,0,2752,1372,4124,66.73
,正風里,1504,0,0,0,0,544,0,2048,30,2078,0,2078,762,2840,73.17
,延平里,1654,0,0,0,0,588,0,2242,52,2294,0,2294,1010,3304,69.43
,興北里,1318,0,0,0,0,566,0,1884,54,1938,0,1938,708,2646,73.24
,大豐里,3730,0,0,0,0,1226,0,4956,70,5026,0,5026,3496,8522,58.98
,重興里,1658,0,0,0,0,944,0,2602,58,2660,0,2660,1444,4104,64.81
,和順里,5116,0,0,0,0,2062,0,7178,100,7278,0,7278,5272,12550,57.99
,國姓里,1328,0,0,0,0,474,0,1802,32,1834,0,1834,1048,2882,63.64
,六甲里,1962,0,0,0,0,870,0,2832,86,2918,0,2918,1898,4816,60.59
,正覺里,3150,0,0,0,0,898,0,4048,70,4118,0,4118,2258,6376,64.59
,成功里,3758,0,0,0,0,1314,0,5072,84,5156,0,5156,2926,8082,63.8
,文元里,4894,0,0,0,0,1598,0,6492,110,6602,0,6602,4834,11436,57.73
,大港里,4316,0,0,0,0,1594,0,5910,86,5996,0,5996,4144,10140,59.13
,國興里,1270,0,0,0,0,604,0,1874,44,1918,0,1918,1118,3036,63.18
,裕民里,1350,0,0,0,0,488,0,1838,32,1870,0,1870,894,2764,67.66
,安民里,1238,0,0,0,0,492,0,1730,22,1752,0,1752,660,2412,72.64
,興南里,1132,0,0,0,0,400,0,1532,26,1558,0,1558,1446,3004,51.86
,長榮里,1010,0,0,0,0,2296,0,3306,104,3410,0,3410,1816,5226,65.25
,中樓里,1392,0,0,0,0,408,0,1800,34,1834,0,1834,1136,2970,61.75
,公園里,1230,0,0,0,0,802,0,2032,58,2090,0,2090,1358,3448,60.61
,玉皇里,1306,0,0,0,0,512,0,1818,26,1844,0,1844,1178,3022,61.02
,長德里,1174,0,0,0,0,464,0,1638,26,1664,0,1664,872,2536,65.62
,三德里,932,0,0,0,0,430,0,1362,20,1382,0,1382,916,2298,60.14
,五福里,868,0,0,0,0,364,0,1232,26,1258,0,1258,1802,3060,41.11
,元寶里,1910,0,0,0,0,932,0,2842,54,2896,0,2896,2638,5534,52.33
,永祥里,2312,0,0,0,0,1300,0,3612,68,3680,0,3680,2068,5748,64.02
,成德里,8556,0,0,0,0,3170,0,11726,220,11946,0,11946,8900,20846,57.31
,文成里,3028,0,0,0,0,1218,0,4246,86,4332,0,4332,2124,6456,67.1
,大和里,3292,0,0,0,0,984,0,4276,88,4364,0,4364,2624,6988,62.45
,賢北里,2936,0,0,0,0,1092,0,4028,88,4116,0,4116,2586,6702,61.41
,總計,87244,0,0,0,0,40868,0,128112,2562,130674,0,130674,80926,211600,61.76
安南區,,152566,0,0,0,0,43948,0,196514,3804,200318,0,200318,93512,293830,68.17
,東和里,1948,0,0,0,0,468,0,2416,30,2446,0,2446,1306,3752,65.19
,安順里,4096,0,0,0,0,1272,0,5368,86,5454,0,5454,2832,8286,65.82
,南里,4848,0,0,0,0,1272,0,6120,128,6248,0,6248,2354,8602,72.63
,州南里,4780,0,0,0,0,1442,0,6222,128,6350,0,6350,2618,8968,70.81
,州北里,4464,0,0,0,0,1352,0,5816,120,5936,0,5936,2330,8266,71.81
,安東里,2942,0,0,0,0,660,0,3602,58,3660,0,3660,1834,5494,66.62
,安西里,3334,0,0,0,0,908,0,4242,72,4314,0,4314,1604,5918,72.9
,頂安里,4308,0,0,0,0,956,0,5264,98,5362,0,5362,2836,8198,65.41
,安慶里,5574,0,0,0,0,1484,0,7058,128,7186,0,7186,3824,11010,65.27
,新順里,5220,0,0,0,0,1544,0,6764,140,6904,0,6904,3898,10802,63.91
,原佃里,1968,0,0,0,0,556,0,2524,82,2606,0,2606,1472,4078,63.9
,總頭里,1914,0,0,0,0,500,0,2414,48,2462,0,2462,1020,3482,70.71
,長安里,4568,0,0,0,0,1150,0,5718,118,5836,0,5836,2310,8146,71.64
,公親里,1246,0,0,0,0,328,0,1574,34,1608,0,1608,582,2190,73.42
,海東里,4820,0,0,0,0,1264,0,6084,76,6160,0,6160,3644,9804,62.83
,海西里,2344,0,0,0,0,814,0,3158,64,3222,0,3222,1590,4812,66.96
,海南里,2044,0,0,0,0,616,0,2660,60,2720,0,2720,1072,3792,71.73
,溪心里,5506,0,0,0,0,1710,0,7216,150,7366,0,7366,5368,12734,57.85
,公里,1110,0,0,0,0,298,0,1408,40,1448,0,1448,298,1746,82.93
,淵東里,3992,0,0,0,0,1018,0,5010,104,5114,0,5114,3004,8118,63.0
,淵西里,2910,0,0,0,0,826,0,3736,104,3840,0,3840,1828,5668,67.75
,佃東里,2764,0,0,0,0,822,0,3586,76,3662,0,3662,2160,5822,62.9
,佃西里,1886,0,0,0,0,584,0,2470,86,2556,0,2556,962,3518,72.65
,塩田里,1026,0,0,0,0,532,0,1558,36,1594,0,1594,996,2590,61.54
,南興里,1964,0,0,0,0,416,0,2380,50,2430,0,2430,688,3118,77.93
,學東里,1822,0,0,0,0,566,0,2388,58,2446,0,2446,1546,3992,61.27
,城東里,1398,0,0,0,0,484,0,1882,42,1924,0,1924,920,2844,67.65
,城北里,1508,0,0,0,0,362,0,1870,24,1894,0,1894,806,2700,70.15
,城中里,1174,0,0,0,0,496,0,1670,44,1714,0,1714,252,1966,87.18
,城南里,3262,0,0,0,0,1042,0,4304,86,4390,0,4390,1240,5630,77.98
,城西里,1676,0,0,0,0,406,0,2082,26,2108,0,2108,408,2516,83.78
,青草里,1668,0,0,0,0,514,0,2182,60,2242,0,2242,522,2764,81.11
,砂崙里,1392,0,0,0,0,320,0,1712,42,1754,0,1754,826,2580,67.98
,顯宮里,1558,0,0,0,0,636,0,2194,30,2224,0,2224,526,2750,80.87
,鹿耳里,982,0,0,0,0,394,0,1376,32,1408,0,1408,230,1638,85.96
,四草里,1792,0,0,0,0,552,0,2344,40,2384,0,2384,1102,3486,68.39
,安和里,2316,0,0,0,0,650,0,2966,56,3022,0,3022,1224,4246,71.17
,溪北里,2812,0,0,0,0,944,0,3756,64,3820,0,3820,1542,5362,71.24
,溪頂里,4240,0,0,0,0,1416,0,5656,90,5746,0,5746,2638,8384,68.54
,溪墘里,3234,0,0,0,0,932,0,4166,78,4244,0,4244,1690,5934,71.52
,海佃里,4402,0,0,0,0,1302,0,5704,106,5810,0,5810,2440,8250,70.42
,幸福里,4192,0,0,0,0,1024,0,5216,76,5292,0,5292,1924,7216,73.34
,鳳凰里,4022,0,0,0,0,1226,0,5248,90,5338,0,5338,3234,8572,62.27
,梅花里,3928,0,0,0,0,1120,0,5048,90,5138,0,5138,2726,7864,65.34
,理想里,4494,0,0,0,0,1246,0,5740,100,5840,0,5840,2956,8796,66.39
,溪東里,3496,0,0,0,0,1144,0,4640,90,4730,0,4730,2290,7020,67.38
,淵中里,3122,0,0,0,0,882,0,4004,82,4086,0,4086,1980,6066,67.36
,布袋里,1430,0,0,0,0,488,0,1918,22,1940,0,1940,1072,3012,64.41
,國安里,2384,0,0,0,0,604,0,2988,54,3042,0,3042,1270,4312,70.55
,安富里,4938,0,0,0,0,1376,0,6314,116,6430,0,6430,3590,10020,64.17
,大安里,3748,0,0,0,0,1030,0,4778,90,4868,0,4868,2128,6996,69.58
,總計,152566,0,0,0,0,43948,0,196514,3804,200318,0,200318,93512,293830,68.17
安平區,,36154,0,0,0,0,15030,0,51184,922,52106,0,52106,47744,99850,52.18
,西門里,1170,0,0,0,0,592,0,1762,32,1794,0,1794,854,2648,67.75
,金城里,1180,0,0,0,0,652,0,1832,30,1862,0,1862,1844,3706,50.24
,石門里,1848,0,0,0,0,718,0,2566,50,2616,0,2616,1622,4238,61.73
,漁光里,408,0,0,0,0,134,0,542,16,558,0,558,342,900,62.0
,建平里,2768,0,0,0,0,1004,0,3772,46,3818,0,3818,4706,8524,44.79
,怡平里,2482,0,0,0,0,994,0,3476,38,3514,0,3514,3934,7448,47.18
,華平里,3068,0,0,0,0,1376,0,4444,54,4498,0,4498,4416,8914,50.46
,平通里,4274,0,0,0,0,1604,0,5878,116,5994,0,5994,6892,12886,46.52
,文平里,3600,0,0,0,0,1500,0,5100,116,5216,0,5216,3642,8858,58.88
,國平里,4116,0,0,0,0,1848,0,5964,122,6086,0,6086,5600,11686,52.08
,育平里,4410,0,0,0,0,1954,0,6364,144,6508,0,6508,6690,13198,49.31
,億載里,2014,0,0,0,0,942,0,2956,48,3004,0,3004,1834,4838,62.09
,海頭里,1110,0,0,0,0,424,0,1534,26,1560,0,1560,1438,2998,52.03
,港仔里,1088,0,0,0,0,374,0,1462,24,1486,0,1486,998,2484,59.82
,平安里,2618,0,0,0,0,914,0,3532,60,3592,0,3592,2932,6524,55.06
,總計,36154,0,0,0,0,15030,0,51184,922,52106,0,52106,47744,99850,52.18
中西區,,51664,0,0,0,0,22418,0,74082,1496,75578,0,75578,51046,126624,59.69
,公正里,1102,0,0,0,0,424,0,1526,30,1556,0,1556,1192,2748,56.62
,銀同里,874,0,0,0,0,412,0,1286,26,1312,0,1312,900,2212,59.31
,小西里,538,0,0,0,0,246,0,784,4,788,0,788,544,1332,59.16
,仙草里,1656,0,0,0,0,804,0,2460,52,2512,0,2512,2248,4760,52.77
,赤嵌里,1080,0,0,0,0,376,0,1456,32,1488,0,1488,1224,2712,54.87
,五妃里,1078,0,0,0,0,676,0,1754,40,1794,0,1794,1208,3002,59.76
,郡王里,1012,0,0,0,0,532,0,1544,26,1570,0,1570,1158,2728,57.55
,福安里,904,0,0,0,0,414,0,1318,26,1344,0,1344,580,1924,69.85
,法華里,1516,0,0,0,0,908,0,2424,44,2468,0,2468,2422,4890,50.47
,大南里,802,0,0,0,0,784,0,1586,32,1618,0,1618,830,2448,66.09
,開山里,1498,0,0,0,0,612,0,2110,44,2154,0,2154,1454,3608,59.7
,進學里,866,0,0,0,0,484,0,1350,32,1382,0,1382,936,2318,59.62
,建國里,828,0,0,0,0,344,0,1172,28,1200,0,1200,1106,2306,52.04
,青年里,986,0,0,0,0,388,0,1374,30,1404,0,1404,1020,2424,57.92
,永福里,958,0,0,0,0,374,0,1332,14,1346,0,1346,974,2320,58.02
,永華里,934,0,0,0,0,414,0,1348,14,1362,0,1362,1050,2412,56.47
,天后里,1006,0,0,0,0,468,0,1474,24,1498,0,1498,1174,2672,56.06
,三民里,1080,0,0,0,0,428,0,1508,42,1550,0,1550,938,2488,62.3
,萬昌里,1590,0,0,0,0,518,0,2108,34,2142,0,2142,1396,3538,60.54
,普濟里,738,0,0,0,0,350,0,1088,22,1110,0,1110,944,2054,54.04
,水仙里,972,0,0,0,0,358,0,1330,30,1360,0,1360,966,2326,58.47
,藥王里,2794,0,0,0,0,1132,0,3926,80,4006,0,4006,2184,6190,64.72
,協和里,1780,0,0,0,0,600,0,2380,64,2444,0,2444,1812,4256,57.42
,文賢里,1296,0,0,0,0,432,0,1728,36,1764,0,1764,766,2530,69.72
,光賢里,3246,0,0,0,0,1056,0,4302,90,4392,0,4392,2386,6778,64.8
,元安里,1162,0,0,0,0,430,0,1592,46,1638,0,1638,830,2468,66.37
,協進里,922,0,0,0,0,398,0,1320,30,1350,0,1350,618,1968,68.6
,安海里,1078,0,0,0,0,478,0,1556,30,1586,0,1586,1206,2792,56.81
,民生里,1554,0,0,0,0,648,0,2202,62,2264,0,2264,1240,3504,64.61
,中正里,1048,0,0,0,0,460,0,1508,36,1544,0,1544,688,2232,69.18
,大涼里,2288,0,0,0,0,1132,0,3420,58,3478,0,3478,2056,5534,62.85
,民主里,808,0,0,0,0,364,0,1172,30,1202,0,1202,672,1874,64.14
,西湖里,3912,0,0,0,0,1844,0,5756,86,5842,0,5842,3664,9506,61.46
,西賢里,3394,0,0,0,0,1440,0,4834,76,4910,0,4910,4174,9084,54.05
,三合里,1538,0,0,0,0,626,0,2164,50,2214,0,2214,1324,3538,62.58
,民權里,1134,0,0,0,0,344,0,1478,30,1508,0,1508,1324,2832,53.25
,保安里,844,0,0,0,0,344,0,1188,28,1216,0,1216,930,2146,56.66
,郡西里,848,0,0,0,0,376,0,1224,38,1262,0,1262,908,2170,58.16
,總計,51664,0,0,0,0,22418,0,74082,1496,75578,0,75578,51046,126624,59.69
