行政區別,村里別,璩美鳳,蘇煥智,蘇盈貴,陳其邁,陳永和,韓國瑜,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,蘇厝里,220,136,192,622,348,1074,2592,100,2692,0,2692,1294,3986,67.54
,安定里,130,88,64,518,176,682,1658,42,1700,0,1700,1108,2808,60.54
,安加里,246,132,146,874,296,1264,2958,114,3072,0,3072,1176,4248,72.32
,港尾里,174,68,92,574,196,664,1768,86,1854,0,1854,1078,2932,63.23
,中榮里,164,100,116,516,312,942,2150,60,2210,0,2210,998,3208,68.89
,港口里,312,114,168,1060,420,1162,3236,106,3342,0,3342,2222,5564,60.06
,港南里,314,98,168,960,394,1094,3028,104,3132,0,3132,1912,5044,62.09
,中沙里,84,42,26,280,108,376,916,18,934,0,934,462,1396,66.91
,新吉里,252,160,122,764,398,1220,2916,66,2982,0,2982,1738,4720,63.18
,海寮里,350,152,172,1016,356,1358,3404,120,3524,0,3524,1406,4930,71.48
,文科里,258,122,124,520,262,986,2272,120,2392,0,2392,664,3056,78.27
,嘉同里,300,100,208,926,390,1180,3104,96,3200,0,3200,1360,4560,70.18
,總計,3152,1410,1798,9504,3994,13286,33144,1140,34284,0,34284,16352,50636,67.71
山上區,,934,396,434,2488,846,3042,8140,274,8414,0,8414,4224,12638,66.58
,明和里,178,64,136,560,164,594,1696,56,1752,0,1752,1526,3278,53.45
,南洲里,148,90,122,620,202,712,1894,48,1942,0,1942,1060,3002,64.69
,山上里,138,58,62,420,162,376,1216,46,1262,0,1262,654,1916,65.87
,新莊里,222,88,60,372,164,598,1504,48,1552,0,1552,314,1866,83.17
,玉峯里,78,42,22,208,50,382,782,36,818,0,818,258,1076,76.02
,平陽里,84,40,24,194,62,180,584,26,610,0,610,136,746,81.77
,豐德里,86,14,8,114,42,200,464,14,478,0,478,276,754,63.4
,總計,934,396,434,2488,846,3042,8140,274,8414,0,8414,4224,12638,66.58
玉井區,,1330,930,604,6884,1264,5312,16324,472,16796,0,16796,7250,24046,69.85
,玉井里,138,70,40,742,146,446,1582,38,1620,0,1620,814,2434,66.56
,玉田里,386,206,216,2098,436,1308,4650,102,4752,0,4752,2326,7078,67.14
,中正里,92,88,64,660,114,600,1618,38,1656,0,1656,690,2346,70.59
,竹圍里,184,84,56,744,162,598,1828,54,1882,0,1882,918,2800,67.21
,沙田里,34,38,32,296,42,170,612,22,634,0,634,360,994,63.78
,三埔里,56,140,20,228,36,244,724,26,750,0,750,214,964,77.8
,三和里,72,50,34,456,74,434,1120,34,1154,0,1154,314,1468,78.61
,望明里,162,114,54,750,100,746,1926,52,1978,0,1978,856,2834,69.8
,層林里,88,44,22,354,64,326,898,38,936,0,936,278,1214,77.1
,豐里里,118,96,66,556,90,440,1366,68,1434,0,1434,480,1914,74.92
,總計,1330,930,604,6884,1264,5312,16324,472,16796,0,16796,7250,24046,69.85
楠西區,,800,598,436,5374,706,3152,11066,328,11394,0,11394,5206,16600,68.64
,楠西里,162,120,42,1234,160,602,2320,46,2366,0,2366,1234,3600,65.72
,灣丘里,102,74,46,660,82,470,1434,66,1500,0,1500,768,2268,66.14
,密枝里,54,60,56,454,52,206,882,38,920,0,920,446,1366,67.35
,照興里,114,80,60,592,66,410,1322,42,1364,0,1364,566,1930,70.67
,鹿田里,88,82,76,604,98,316,1264,36,1300,0,1300,506,1806,71.98
,龜丹里,70,66,48,410,54,248,896,16,912,0,912,374,1286,70.92
,東勢里,210,116,108,1420,194,900,2948,84,3032,0,3032,1312,4344,69.8
,總計,800,598,436,5374,706,3152,11066,328,11394,0,11394,5206,16600,68.64
南化區,,948,664,346,4458,804,3584,10804,242,11046,0,11046,4116,15162,72.85
,南化里,148,118,64,822,180,724,2056,56,2112,0,2112,594,2706,78.05
,小崙里,106,72,22,438,54,290,982,22,1004,0,1004,548,1552,64.69
,中坑里,46,36,24,276,46,260,688,14,702,0,702,130,832,84.38
,北平里,74,40,28,282,52,314,790,12,802,0,802,286,1088,73.71
,東和里,72,34,36,338,56,252,788,16,804,0,804,480,1284,62.62
,西埔里,68,24,38,356,80,346,912,18,930,0,930,596,1526,60.94
,北寮里,164,78,68,720,130,502,1662,42,1704,0,1704,612,2316,73.58
,玉山里,152,194,34,576,122,568,1646,28,1674,0,1674,358,2032,82.38
,關山里,118,68,32,650,84,328,1280,34,1314,0,1314,512,1826,71.96
,總計,948,664,346,4458,804,3584,10804,242,11046,0,11046,4116,15162,72.85
左鎮區,,390,302,422,1878,442,2466,5900,156,6056,0,6056,2604,8660,69.93
,光和里,36,28,42,220,30,198,554,8,562,0,562,208,770,72.99
,榮和里,64,74,62,218,34,426,878,24,902,0,902,350,1252,72.04
,左鎮里,48,34,34,188,46,222,572,12,584,0,584,330,914,63.89
,中正里,46,38,64,340,94,294,876,16,892,0,892,588,1480,60.27
,睦光里,28,20,10,180,26,192,456,10,466,0,466,214,680,68.53
,內庄里,28,28,22,264,52,182,576,32,608,0,608,170,778,78.15
,澄山里,48,30,72,104,30,282,566,10,576,0,576,408,984,58.54
,岡林里,52,20,60,156,44,320,652,24,676,0,676,146,822,82.24
,草山里,28,22,40,158,40,224,512,18,530,0,530,82,612,86.6
,二寮里,12,8,16,50,46,126,258,2,260,0,260,108,368,70.65
,總計,390,302,422,1878,442,2466,5900,156,6056,0,6056,2604,8660,69.93
仁德區,,7044,3692,3074,25766,11822,29434,80832,1916,82748,0,82748,42726,125474,65.95
,太子里,636,282,308,1712,924,2764,6626,130,6756,0,6756,3706,10462,64.58
,土庫里,288,152,192,780,500,1584,3496,64,3560,0,3560,1804,5364,66.37
,一甲里,312,136,192,1080,616,1382,3718,88,3806,0,3806,1432,5238,72.66
,仁德里,660,410,302,2866,1292,2794,8324,134,8458,0,8458,5486,13944,60.66
,仁義里,830,436,398,3612,1778,3956,11010,240,11250,0,11250,6342,17592,63.95
,新田里,316,178,126,1164,658,1482,3924,104,4028,0,4028,2408,6436,62.59
,後壁里,1074,522,466,3098,1726,4146,11032,194,11226,0,11226,6486,17712,63.38
,上崙里,734,422,272,1998,1122,2566,7114,178,7292,0,7292,3950,11242,64.86
,保安里,282,182,146,1056,472,1490,3628,86,3714,0,3714,1652,5366,69.21
,成功里,444,232,174,2636,636,1664,5786,130,5916,0,5916,3224,9140,64.73
,仁和里,112,34,8,1334,146,122,1756,46,1802,0,1802,906,2708,66.54
,仁愛里,118,44,26,796,144,410,1538,38,1576,0,1576,872,2448,64.38
,二行里,184,152,80,828,388,1020,2652,82,2734,0,2734,1336,4070,67.17
,大甲里,292,158,124,750,408,1142,2874,110,2984,0,2984,1074,4058,73.53
,中洲里,350,166,134,1066,538,1608,3862,146,4008,0,4008,1216,5224,76.72
,文賢里,412,186,126,990,474,1304,3492,146,3638,0,3638,832,4470,81.39
,總計,7044,3692,3074,25766,11822,29434,80832,1916,82748,0,82748,42726,125474,65.95
歸仁區,,5884,3176,2584,18528,14404,26826,71402,1538,72940,0,72940,38324,111264,65.56
,南保里,468,286,260,1860,1554,2506,6934,112,7046,0,7046,4450,11496,61.29
,六甲里,438,182,120,958,766,1752,4216,84,4300,0,4300,3002,7302,58.89
,歸仁里,198,82,116,888,606,880,2770,58,2828,0,2828,1584,4412,64.1
,後市里,304,228,170,1092,804,1418,4016,92,4108,0,4108,2290,6398,64.21
,辜厝里,302,128,152,1144,868,1360,3954,82,4036,0,4036,2382,6418,62.89
,許厝里,276,186,190,1050,818,1394,3914,60,3974,0,3974,2402,6376,62.33
,看西里,190,118,94,626,544,1066,2638,60,2698,0,2698,1368,4066,66.36
,看東里,164,96,60,614,514,804,2252,58,2310,0,2310,1142,3452,66.92
,崙頂里,276,130,116,928,978,1470,3898,86,3984,0,3984,1694,5678,70.17
,沙崙里,86,40,12,228,162,332,860,30,890,0,890,446,1336,66.62
,大潭里,280,112,120,626,422,1026,2586,74,2660,0,2660,924,3584,74.22
,武東里,238,148,72,612,356,842,2268,64,2332,0,2332,1374,3706,62.92
,八甲里,272,224,114,858,628,1200,3296,74,3370,0,3370,1610,4980,67.67
,七甲里,400,194,118,1018,782,1720,4232,108,4340,0,4340,1844,6184,70.18
,媽廟里,272,126,134,588,402,1140,2662,70,2732,0,2732,1086,3818,71.56
,西埔里,268,76,94,552,438,1098,2526,56,2582,0,2582,792,3374,76.53
,大廟里,326,188,154,1022,674,1610,3974,88,4062,0,4062,1640,5702,71.24
,南興里,420,228,136,1302,1256,1700,5042,96,5138,0,5138,2884,8022,64.05
,新厝里,222,120,102,744,594,1170,2952,60,3012,0,3012,1746,4758,63.3
,歸南里,210,158,96,766,502,1024,2756,70,2826,0,2826,1620,4446,63.56
,文化里,274,126,154,1052,736,1314,3656,56,3712,0,3712,2044,5756,64.49
,總計,5884,3176,2584,18528,14404,26826,71402,1538,72940,0,72940,38324,111264,65.56
關廟區,,3160,1484,1146,10646,9556,15340,41332,1050,42382,0,42382,15780,58162,72.87
,關廟里,226,108,84,880,678,1076,3052,80,3132,0,3132,1000,4132,75.8
,山西里,244,94,72,682,660,1048,2800,72,2872,0,2872,1130,4002,71.76
,香洋里,288,152,126,1340,1024,1430,4360,98,4458,0,4458,2036,6494,68.65
,北勢里,230,138,114,856,796,1260,3394,80,3474,0,3474,1268,4742,73.26
,新埔里,150,62,44,366,418,510,1550,52,1602,0,1602,364,1966,81.49
,新光里,64,32,18,240,178,404,936,54,990,0,990,458,1448,68.37
,五甲里,382,166,106,1264,1148,1512,4578,92,4670,0,4670,1444,6114,76.38
,東勢里,270,162,112,978,954,1368,3844,92,3936,0,3936,2154,6090,64.63
,松腳里,180,88,62,602,630,1098,2660,52,2712,0,2712,920,3632,74.67
,深坑里,122,82,34,592,480,770,2080,52,2132,0,2132,794,2926,72.86
,布袋里,148,60,38,380,348,818,1792,64,1856,0,1856,490,2346,79.11
,埤頭里,212,66,92,580,432,920,2302,40,2342,0,2342,1276,3618,64.73
,下湖里,88,24,32,188,156,288,776,28,804,0,804,156,960,83.75
,花園里,394,154,132,1154,1322,1854,5010,132,5142,0,5142,1622,6764,76.02
,南雄里,162,96,80,544,332,984,2198,62,2260,0,2260,668,2928,77.19
,總計,3160,1484,1146,10646,9556,15340,41332,1050,42382,0,42382,15780,58162,72.87
龍崎區,,360,230,164,1352,1834,1628,5568,160,5728,0,5728,1562,7290,78.57
,崎頂里,96,64,52,426,400,524,1562,42,1604,0,1604,448,2052,78.17
,土崎里,94,54,36,226,284,342,1036,34,1070,0,1070,170,1240,86.29
,中坑里,2,14,14,26,42,52,150,6,156,0,156,126,282,55.32
,楠坑里,28,22,24,114,132,136,456,12,468,0,468,250,718,65.18
,牛埔里,36,14,12,104,294,102,562,12,574,0,574,88,662,86.71
,大坪里,34,34,16,162,106,154,506,20,526,0,526,96,622,84.57
,龍船里,8,6,6,148,334,104,606,6,612,0,612,226,838,73.03
,石𥕢里,62,22,4,146,242,214,690,28,718,0,718,158,876,81.96
,總計,360,230,164,1352,1834,1628,5568,160,5728,0,5728,1562,7290,78.57
永康區,,19174,9574,9352,77784,30014,77524,223422,4348,227770,0,227770,149246,377016,60.41
,五王里,502,276,234,2206,760,2034,6012,114,6126,0,6126,4860,10986,55.76
,網寮里,606,306,356,2346,976,2508,7098,160,7258,0,7258,5880,13138,55.24
,永康里,952,384,368,2946,1286,3152,9088,176,9264,0,9264,7816,17080,54.24
,埔園里,700,276,342,2240,1158,2894,7610,162,7772,0,7772,5908,13680,56.81
,大橋里,528,290,338,2440,880,2188,6664,114,6778,0,6778,4270,11048,61.35
,王行里,294,150,150,752,440,1360,3146,68,3214,0,3214,1666,4880,65.86
,烏竹里,300,156,118,918,506,1140,3138,82,3220,0,3220,1924,5144,62.6
,蔦松里,298,100,114,726,296,1064,2598,78,2676,0,2676,930,3606,74.21
,三民里,186,80,76,608,252,756,1958,50,2008,0,2008,788,2796,71.82
,塩行里,450,234,236,1700,700,2418,5738,110,5848,0,5848,3680,9528,61.38
,甲頂里,242,116,128,840,330,1128,2784,70,2854,0,2854,1550,4404,64.8
,大灣里,380,200,182,1100,538,1712,4112,88,4200,0,4200,2338,6538,64.24
,東灣里,386,190,182,1184,488,1894,4324,102,4426,0,4426,2502,6928,63.89
,西灣里,790,378,432,2650,1248,3348,8846,188,9034,0,9034,4906,13940,64.81
,南灣里,382,164,256,1152,640,1806,4400,84,4484,0,4484,2938,7422,60.41
,崑山里,580,240,366,2134,970,2700,6990,114,7104,0,7104,4274,11378,62.44
,北灣里,410,184,202,1284,668,2004,4752,106,4858,0,4858,2902,7760,62.6
,新樹里,400,130,92,690,332,1322,2966,88,3054,0,3054,1012,4066,75.11
,復興里,168,82,32,1432,178,360,2252,68,2320,0,2320,1552,3872,59.92
,復國里,750,418,348,4082,1096,2298,8992,192,9184,0,9184,7072,16256,56.5
,建國里,162,52,70,1210,248,410,2152,52,2204,0,2204,1284,3488,63.19
,神洲里,76,66,34,656,154,284,1270,28,1298,0,1298,936,2234,58.1
,西勢里,776,260,274,2156,1076,2592,7134,140,7274,0,7274,4292,11566,62.89
,成功里,266,86,54,1712,278,446,2842,74,2916,0,2916,1166,4082,71.44
,中興里,324,124,162,1800,436,1170,4016,72,4088,0,4088,2528,6616,61.79
,勝利里,654,364,396,3794,938,2418,8564,148,8712,0,8712,6216,14928,58.36
,龍潭里,672,252,288,1752,966,2458,6388,134,6522,0,6522,5206,11728,55.61
,光復里,46,24,10,446,64,120,710,20,730,0,730,280,1010,72.28
,塩洲里,540,320,324,2110,906,2776,6976,102,7078,0,7078,4018,11096,63.79
,二王里,706,368,336,3398,1038,2892,8738,150,8888,0,8888,6116,15004,59.24
,六合里,458,280,210,2370,868,2028,6214,120,6334,0,6334,4198,10532,60.14
,三合里,352,182,140,1430,548,1436,4088,66,4154,0,4154,2508,6662,62.35
,東橋里,466,298,304,2082,1100,2020,6270,112,6382,0,6382,4998,11380,56.08
,安康里,400,264,164,1802,730,1592,4952,78,5030,0,5030,4308,9338,53.87
,西橋里,280,126,204,1220,480,1240,3550,62,3612,0,3612,2438,6050,59.7
,尚頂里,388,220,200,1386,516,1678,4388,60,4448,0,4448,2864,7312,60.83
,復華里,880,412,398,4388,1398,2978,10454,202,10656,0,10656,7172,17828,59.77
,正強里,718,478,396,3120,1154,3490,9356,188,9544,0,9544,5154,14698,64.93
,中華里,254,162,116,1622,432,1064,3650,48,3698,0,3698,1694,5392,68.58
,北興里,436,234,222,1582,890,1898,5262,82,5344,0,5344,3976,9320,57.34
,龍埔里,310,178,178,1132,670,1362,3830,50,3880,0,3880,2724,6604,58.75
,永明里,398,224,178,1790,800,1574,4964,70,5034,0,5034,3586,8620,58.4
,塩興里,308,246,142,1396,582,1512,4186,76,4262,0,4262,2816,7078,60.21
,總計,19174,9574,9352,77784,30014,77524,223422,4348,227770,0,227770,149246,377016,60.41
東區,,10914,6820,7044,72082,23362,57272,177494,3094,180588,0,180588,115684,296272,60.95
,富裕里,170,86,96,896,280,936,2464,50,2514,0,2514,1732,4246,59.21
,裕農里,192,158,160,1306,418,1140,3374,70,3444,0,3444,2244,5688,60.55
,大智里,516,252,272,3186,1018,2124,7368,136,7504,0,7504,5208,12712,59.03
,崇學里,222,130,152,1330,430,1208,3472,52,3524,0,3524,2040,5564,63.34
,泉南里,294,252,212,2064,640,1842,5304,114,5418,0,5418,3780,9198,58.9
,仁和里,380,144,140,1764,680,1500,4608,88,4696,0,4696,3878,8574,54.77
,後甲里,290,96,146,1424,396,1322,3674,56,3730,0,3730,1972,5702,65.42
,東光里,250,224,250,2522,770,1794,5810,70,5880,0,5880,3522,9402,62.54
,新東里,154,104,148,1280,380,1016,3082,42,3124,0,3124,1626,4750,65.77
,中西里,178,178,156,1454,462,1134,3562,62,3624,0,3624,2348,5972,60.68
,東安里,94,78,62,586,196,590,1606,54,1660,0,1660,1054,2714,61.16
,崇明里,262,198,148,2128,556,1402,4694,56,4750,0,4750,3040,7790,60.98
,自強里,326,240,208,2340,854,1678,5646,76,5722,0,5722,4200,9922,57.67
,和平里,350,202,228,2054,770,1824,5428,80,5508,0,5508,3888,9396,58.62
,路東里,108,78,64,888,216,538,1892,26,1918,0,1918,1186,3104,61.79
,大德里,92,50,68,802,158,702,1872,40,1912,0,1912,1146,3058,62.52
,關聖里,318,166,156,2230,680,1378,4928,86,5014,0,5014,3248,8262,60.69
,衛國里,156,76,82,706,160,590,1770,46,1816,0,1816,1114,2930,61.98
,崇善里,372,210,208,2098,820,2028,5736,126,5862,0,5862,3744,9606,61.02
,富強里,334,192,262,1806,608,1878,5080,108,5188,0,5188,3542,8730,59.43
,圍下里,130,106,124,944,220,742,2266,40,2306,0,2306,1530,3836,60.11
,小東里,288,192,170,2150,656,1508,4964,80,5044,0,5044,3180,8224,61.33
,大學里,50,112,96,594,176,438,1466,18,1484,0,1484,724,2208,67.21
,龍山里,278,172,196,2080,796,1730,5252,82,5334,0,5334,3590,8924,59.77
,虎尾里,370,202,274,2192,862,1928,5828,78,5906,0,5906,3516,9422,62.68
,德高里,310,182,114,1318,538,1474,3936,90,4026,0,4026,1752,5778,69.68
,莊敬里,240,158,166,1674,532,1308,4078,74,4152,0,4152,2814,6966,59.6
,大福里,142,86,50,864,258,788,2188,48,2236,0,2236,1124,3360,66.55
,忠孝里,294,168,198,2248,660,1376,4944,88,5032,0,5032,3184,8216,61.25
,崇誨里,218,96,104,1512,306,868,3104,48,3152,0,3152,1636,4788,65.83
,東明里,160,164,160,1446,400,1090,3420,62,3482,0,3482,2318,5800,60.03
,崇德里,348,232,198,2152,710,1648,5288,118,5406,0,5406,3178,8584,62.98
,東智里,174,90,82,1148,314,980,2788,48,2836,0,2836,1608,4444,63.82
,東聖里,150,104,114,934,314,874,2490,32,2522,0,2522,1898,4420,57.06
,崇成里,198,110,126,1360,498,1090,3382,74,3456,0,3456,2194,5650,61.17
,東門里,84,92,148,804,220,802,2150,24,2174,0,2174,1492,3666,59.3
,成大里,128,92,92,1088,278,704,2382,56,2438,0,2438,1454,3892,62.64
,大同里,230,128,146,1260,340,1218,3322,58,3380,0,3380,2298,5678,59.53
,德光里,236,148,180,1950,686,1438,4638,78,4716,0,4716,2946,7662,61.55
,崇信里,250,184,228,1568,548,1500,4278,94,4372,0,4372,4306,8678,50.38
,崇文里,476,250,242,2854,1016,2060,6898,114,7012,0,7012,4370,11382,61.61
,復興里,310,124,166,1422,542,1444,4008,58,4066,0,4066,2316,6382,63.71
,裕聖里,348,222,176,2246,836,1426,5254,56,5310,0,5310,3108,8418,63.08
,南聖里,188,98,106,1276,440,904,3012,46,3058,0,3058,1636,4694,65.15
,文聖里,256,194,170,2134,724,1310,4788,92,4880,0,4880,3000,7880,61.93
,總計,10914,6820,7044,72082,23362,57272,177494,3094,180588,0,180588,115684,296272,60.95
南區,,10860,3850,5170,42072,15322,50136,127410,2594,130004,0,130004,81534,211538,61.46
,竹溪里,78,56,78,738,246,590,1786,8,1794,0,1794,1378,3172,56.56
,明德里,54,24,22,438,132,254,924,20,944,0,944,710,1654,57.07
,大成里,136,66,88,692,254,580,1816,28,1844,0,1844,868,2712,67.99
,廣州里,198,82,122,870,296,1242,2810,52,2862,0,2862,1552,4414,64.84
,新昌里,224,106,132,954,270,1070,2756,46,2802,0,2802,1662,4464,62.77
,新興里,178,90,138,1082,418,1180,3086,60,3146,0,3146,2258,5404,58.22
,田寮里,346,138,150,1558,414,1436,4042,82,4124,0,4124,2140,6264,65.84
,國宅里,286,138,162,1156,392,1580,3714,82,3796,0,3796,2046,5842,64.98
,光明里,410,168,164,1374,506,2102,4724,90,4814,0,4814,3416,8230,58.49
,明亮里,364,134,168,1278,518,1760,4222,66,4288,0,4288,2754,7042,60.89
,喜東里,222,46,96,538,320,1014,2236,64,2300,0,2300,1710,4010,57.36
,喜北里,284,76,188,640,282,1222,2692,76,2768,0,2768,1456,4224,65.53
,喜南里,126,46,90,310,138,828,1538,34,1572,0,1572,850,2422,64.91
,省躬里,436,122,142,926,466,1622,3714,86,3800,0,3800,2848,6648,57.16
,興農里,318,88,126,666,338,1264,2800,94,2894,0,2894,1188,4082,70.9
,同安里,242,58,126,680,350,1092,2548,72,2620,0,2620,1574,4194,62.47
,佛壇里,346,104,112,648,514,1364,3088,82,3170,0,3170,1728,4898,64.72
,大林里,170,80,114,1320,288,812,2784,66,2850,0,2850,1572,4422,64.45
,大忠里,392,144,188,2082,596,1868,5270,110,5380,0,5380,3398,8778,61.29
,大恩里,226,90,112,1650,416,1296,3790,62,3852,0,3852,2752,6604,58.33
,新生里,268,90,80,2628,470,542,4078,68,4146,0,4146,2526,6672,62.14
,再興里,226,94,104,886,330,1090,2730,72,2802,0,2802,1680,4482,62.52
,明興里,352,116,140,1098,472,1902,4080,110,4190,0,4190,2336,6526,64.2
,文華里,334,98,158,1356,450,1514,3910,62,3972,0,3972,2448,6420,61.87
,金華里,468,186,248,1836,696,2268,5702,96,5798,0,5798,3926,9724,59.63
,南都里,322,92,108,862,326,990,2700,46,2746,0,2746,2606,5352,51.31
,開南里,498,236,216,1960,734,2342,5986,108,6094,0,6094,5074,11168,54.57
,彰南里,210,68,88,616,236,770,1988,42,2030,0,2030,1130,3160,64.24
,建南里,568,178,274,1762,848,2450,6080,70,6150,0,6150,3750,9900,62.12
,郡南里,392,96,134,1300,534,1556,4012,80,4092,0,4092,2854,6946,58.91
,府南里,464,150,214,1820,722,2060,5430,98,5528,0,5528,3838,9366,59.02
,文南里,430,198,240,2016,660,2266,5810,106,5916,0,5916,3994,9910,59.7
,鯤鯓里,174,42,172,598,274,866,2126,58,2184,0,2184,1300,3484,62.69
,松安里,228,74,98,520,256,1122,2298,78,2376,0,2376,1060,3436,69.15
,永寧里,252,62,110,646,276,1064,2410,90,2500,0,2500,926,3426,72.97
,南華里,232,90,84,1032,374,1044,2856,50,2906,0,2906,1852,4758,61.08
,鹽埕里,406,124,184,1536,510,2114,4874,80,4954,0,4954,2374,7328,67.6
,總計,10860,3850,5170,42072,15322,50136,127410,2594,130004,0,130004,81534,211538,61.46
北區,,9020,5030,5702,49380,17094,45388,131614,2636,134250,0,134250,81132,215382,62.33
,開元里,282,156,218,1714,414,1542,4326,76,4402,0,4402,2464,6866,64.11
,東興里,192,100,82,1154,242,690,2460,46,2506,0,2506,1448,3954,63.38
,力行里,150,132,120,1272,420,960,3054,50,3104,0,3104,1644,4748,65.37
,振興里,116,122,110,858,252,952,2410,38,2448,0,2448,1402,3850,63.58
,仁愛里,136,138,136,1014,310,916,2650,68,2718,0,2718,1334,4052,67.08
,大豐里,450,174,208,1408,748,1892,4880,102,4982,0,4982,3412,8394,59.35
,重興里,124,118,94,964,280,726,2306,44,2350,0,2350,1246,3596,65.35
,和順里,362,186,326,2124,840,2018,5856,92,5948,0,5948,3380,9328,63.77
,正覺里,296,170,176,1098,430,1526,3696,74,3770,0,3770,2464,6234,60.47
,成功里,366,204,248,1668,754,1760,5000,78,5078,0,5078,3452,8530,59.53
,文元里,294,172,146,1148,606,1364,3730,82,3812,0,3812,2532,6344,60.09
,大港里,524,250,210,2042,788,2230,6044,122,6166,0,6166,4268,10434,59.1
,中樓里,108,70,94,646,174,566,1658,20,1678,0,1678,1194,2872,58.43
,公園里,134,88,110,920,216,682,2150,72,2222,0,2222,1358,3580,62.07
,元寶里,296,150,126,1498,686,1098,3854,76,3930,0,3930,3418,7348,53.48
,永祥里,250,106,102,1494,398,1318,3668,80,3748,0,3748,2250,5998,62.49
,成德里,286,202,226,1868,694,1848,5124,70,5194,0,5194,3108,8302,62.56
,文成里,280,140,234,1204,488,1394,3740,58,3798,0,3798,1960,5758,65.96
,大和里,340,140,212,1262,676,1782,4412,94,4506,0,4506,2614,7120,63.29
,賢北里,256,162,194,1364,644,1430,4050,88,4138,0,4138,2824,6962,59.44
,長勝里,254,122,138,2774,500,996,4784,70,4854,0,4854,3026,7880,61.6
,合興里,306,182,202,1744,570,1748,4752,136,4888,0,4888,2038,6926,70.57
,北門里,554,274,230,2644,782,2300,6784,136,6920,0,6920,3454,10374,66.71
,小北里,376,200,234,1670,612,1838,4930,106,5036,0,5036,2702,7738,65.08
,大光里,336,184,148,3404,606,1230,5908,108,6016,0,6016,3470,9486,63.42
,大興里,248,130,210,1484,410,1464,3946,112,4058,0,4058,1986,6044,67.14
,長興里,194,126,140,1150,400,1280,3290,52,3342,0,3342,2110,5452,61.3
,北華里,372,168,194,1490,560,1764,4548,134,4682,0,4682,3486,8168,57.32
,華德里,264,172,168,1270,610,1176,3660,72,3732,0,3732,2248,5980,62.41
,福德里,270,154,226,1780,788,1650,4868,104,4972,0,4972,3032,8004,62.12
,立人里,188,102,154,1058,416,1058,2976,80,3056,0,3056,2050,5106,59.85
,雙安里,190,126,144,1014,298,944,2716,42,2758,0,2758,1488,4246,64.96
,元美里,226,110,142,1178,482,1246,3384,54,3438,0,3438,2270,5708,60.23
,總計,9020,5030,5702,49380,17094,45388,131614,2636,134250,0,134250,81132,215382,62.33
安南區,,18450,7310,9614,55730,26714,73508,191326,4930,196256,0,196256,113108,309364,63.44
,東和里,238,128,170,814,544,1056,2950,42,2992,0,2992,1960,4952,60.42
,安順里,440,180,198,1652,706,1882,5058,122,5180,0,5180,3696,8876,58.36
,塭南里,526,216,428,1610,844,2176,5800,124,5924,0,5924,2686,8610,68.8
,州南里,558,210,338,1802,782,2192,5882,112,5994,0,5994,3338,9332,64.23
,州北里,436,218,222,1580,898,1946,5300,124,5424,0,5424,3282,8706,62.3
,安東里,302,118,206,910,454,1642,3632,108,3740,0,3740,1722,5462,68.47
,安西里,386,220,240,1224,630,1780,4480,96,4576,0,4576,2198,6774,67.55
,頂安里,384,272,244,1164,800,1840,4704,126,4830,0,4830,3996,8826,54.72
,安慶里,656,288,396,2006,1098,2920,7364,160,7524,0,7524,4058,11582,64.96
,新順里,598,242,292,2136,1088,2428,6784,144,6928,0,6928,4512,11440,60.56
,原佃里,246,90,146,794,360,980,2616,106,2722,0,2722,1526,4248,64.08
,總頭里,210,60,98,668,396,910,2342,52,2394,0,2394,1172,3566,67.13
,長安里,516,184,236,1332,762,1978,5008,160,5168,0,5168,3842,9010,57.36
,公親里,146,86,74,460,270,696,1732,72,1804,0,1804,458,2262,79.75
,海東里,606,206,304,1782,812,2336,6046,126,6172,0,6172,4434,10606,58.19
,海西里,354,150,148,1076,414,1228,3370,96,3466,0,3466,1852,5318,65.17
,海南里,324,86,104,694,348,1140,2696,72,2768,0,2768,1086,3854,71.82
,溪心里,736,352,380,2460,1194,2878,8000,150,8150,0,8150,6300,14450,56.4
,塩田里,244,108,78,730,196,674,2030,52,2082,0,2082,806,2888,72.09
,淵東里,438,206,224,1384,680,1806,4738,112,4850,0,4850,3882,8732,55.54
,淵西里,384,114,106,1096,498,1326,3524,114,3638,0,3638,2558,6196,58.72
,佃東里,488,108,172,1380,572,1464,4184,132,4316,0,4316,2174,6490,66.5
,佃西里,212,114,128,734,334,838,2360,90,2450,0,2450,1352,3802,64.44
,公塭里,186,54,72,382,154,596,1444,56,1500,0,1500,392,1892,79.28
,南興里,314,88,136,580,358,964,2440,88,2528,0,2528,962,3490,72.44
,學東里,334,110,124,748,322,996,2634,108,2742,0,2742,1564,4306,63.68
,城東里,328,110,146,692,262,734,2272,90,2362,0,2362,702,3064,77.09
,城北里,188,50,150,544,320,626,1878,64,1942,0,1942,896,2838,68.43
,城中里,210,26,116,412,216,424,1404,48,1452,0,1452,564,2016,72.02
,城南里,430,136,422,1090,504,1288,3870,146,4016,0,4016,1886,5902,68.04
,城西里,302,76,68,506,268,894,2114,82,2196,0,2196,478,2674,82.12
,青草里,166,60,86,526,202,700,1740,88,1828,0,1828,1028,2856,64.01
,砂崙里,270,96,134,414,294,738,1946,92,2038,0,2038,502,2540,80.24
