行政區別,村里別,1_柯文哲/吳欣盈,10-010_1_黨籍,2_賴清德/蕭美琴,10-010_2_黨籍,3_侯友宜/趙少康,10-010_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
太保市,太保里,904,無黨籍及未經政黨推薦,1316,民主進步黨,1108,中國國民黨,3328,36,3364,0,3364,1344,4708,71.45
太保市,後庄里,146,無黨籍及未經政黨推薦,328,民主進步黨,122,中國國民黨,596,4,600,0,600,272,872,68.81
太保市,前潭里,422,無黨籍及未經政黨推薦,1048,民主進步黨,522,中國國民黨,1992,18,2010,0,2010,746,2756,72.93
太保市,後潭里,654,無黨籍及未經政黨推薦,1146,民主進步黨,690,中國國民黨,2490,14,2504,0,2504,934,3438,72.83
太保市,梅埔里,368,無黨籍及未經政黨推薦,670,民主進步黨,490,中國國民黨,1528,18,1546,0,1546,600,2146,72.04
太保市,春珠里,400,無黨籍及未經政黨推薦,824,民主進步黨,434,中國國民黨,1658,16,1674,0,1674,688,2362,70.87
太保市,崙頂里,268,無黨籍及未經政黨推薦,510,民主進步黨,362,中國國民黨,1140,12,1152,0,1152,428,1580,72.91
太保市,東勢里,734,無黨籍及未經政黨推薦,1216,民主進步黨,798,中國國民黨,2748,12,2760,0,2760,910,3670,75.2
太保市,新埤里,412,無黨籍及未經政黨推薦,912,民主進步黨,390,中國國民黨,1714,6,1720,0,1720,700,2420,71.07
太保市,舊埤里,1066,無黨籍及未經政黨推薦,1564,民主進步黨,924,中國國民黨,3554,32,3586,0,3586,1556,5142,69.74
太保市,田尾里,180,無黨籍及未經政黨推薦,450,民主進步黨,292,中國國民黨,922,8,930,0,930,426,1356,68.58
太保市,港尾里,166,無黨籍及未經政黨推薦,364,民主進步黨,228,中國國民黨,758,6,764,0,764,290,1054,72.49
太保市,過溝里,1408,無黨籍及未經政黨推薦,2340,民主進步黨,1214,中國國民黨,4962,40,5002,0,5002,1956,6958,71.89
太保市,麻寮里,1976,無黨籍及未經政黨推薦,2888,民主進步黨,1634,中國國民黨,6498,56,6554,0,6554,2730,9284,70.59
太保市,南新里,660,無黨籍及未經政黨推薦,1388,民主進步黨,536,中國國民黨,2584,16,2600,0,2600,944,3544,73.36
太保市,北新里,1336,無黨籍及未經政黨推薦,2078,民主進步黨,986,中國國民黨,4400,30,4430,0,4430,1842,6272,70.63
太保市,埤鄉里,228,無黨籍及未經政黨推薦,448,民主進步黨,244,中國國民黨,920,4,924,0,924,358,1282,72.07
太保市,安仁里,1104,無黨籍及未經政黨推薦,1518,民主進步黨,1290,中國國民黨,3912,32,3944,0,3944,1490,5434,72.58
朴子市,安福里,560,無黨籍及未經政黨推薦,1052,民主進步黨,996,中國國民黨,2608,24,2632,0,2632,1000,3632,72.47
朴子市,平和里,750,無黨籍及未經政黨推薦,1336,民主進步黨,1198,中國國民黨,3284,28,3312,0,3312,1224,4536,73.02
朴子市,內厝里,340,無黨籍及未經政黨推薦,778,民主進步黨,438,中國國民黨,1556,8,1564,0,1564,542,2106,74.26
朴子市,開元里,68,無黨籍及未經政黨推薦,254,民主進步黨,198,中國國民黨,520,4,524,0,524,174,698,75.07
朴子市,順天里,156,無黨籍及未經政黨推薦,426,民主進步黨,284,中國國民黨,866,4,870,0,870,316,1186,73.36
朴子市,中正里,168,無黨籍及未經政黨推薦,352,民主進步黨,338,中國國民黨,858,12,870,0,870,278,1148,75.78
朴子市,博厚里,262,無黨籍及未經政黨推薦,578,民主進步黨,414,中國國民黨,1254,8,1262,0,1262,396,1658,76.12
朴子市,文化里,454,無黨籍及未經政黨推薦,1010,民主進步黨,838,中國國民黨,2302,18,2320,0,2320,880,3200,72.5
朴子市,永和里,718,無黨籍及未經政黨推薦,1718,民主進步黨,1004,中國國民黨,3440,16,3456,0,3456,1434,4890,70.67
朴子市,竹圍里,1448,無黨籍及未經政黨推薦,2630,民主進步黨,1986,中國國民黨,6064,46,6110,0,6110,2162,8272,73.86
朴子市,新寮里,178,無黨籍及未經政黨推薦,396,民主進步黨,280,中國國民黨,854,8,862,0,862,408,1270,67.87
朴子市,双溪里,118,無黨籍及未經政黨推薦,368,民主進步黨,276,中國國民黨,762,16,778,0,778,418,1196,65.05
朴子市,溪口里,224,無黨籍及未經政黨推薦,476,民主進步黨,344,中國國民黨,1044,8,1052,0,1052,436,1488,70.7
朴子市,德興里,250,無黨籍及未經政黨推薦,794,民主進步黨,416,中國國民黨,1460,6,1466,0,1466,524,1990,73.67
朴子市,仁和里,820,無黨籍及未經政黨推薦,1130,民主進步黨,746,中國國民黨,2696,20,2716,0,2716,1058,3774,71.97
朴子市,大鄉里,992,無黨籍及未經政黨推薦,1986,民主進步黨,1324,中國國民黨,4302,50,4352,0,4352,1836,6188,70.33
朴子市,大葛里,998,無黨籍及未經政黨推薦,1802,民主進步黨,1402,中國國民黨,4202,26,4228,0,4228,1574,5802,72.87
朴子市,佳禾里,200,無黨籍及未經政黨推薦,452,民主進步黨,290,中國國民黨,942,12,954,0,954,434,1388,68.73
朴子市,竹村里,344,無黨籍及未經政黨推薦,734,民主進步黨,432,中國國民黨,1510,8,1518,0,1518,574,2092,72.56
