行政區別,村里別,1_柯文哲/吳欣盈,10-016_1_黨籍,2_賴清德/蕭美琴,10-016_2_黨籍,3_侯友宜/趙少康,10-016_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
馬公市,復興里,176,無黨籍及未經政黨推薦,160,民主進步黨,152,中國國民黨,488,4,492,0,492,400,892,55.16
馬公市,長安里,154,無黨籍及未經政黨推薦,234,民主進步黨,256,中國國民黨,644,2,646,0,646,382,1028,62.84
馬公市,中央里,92,無黨籍及未經政黨推薦,284,民主進步黨,232,中國國民黨,608,6,614,0,614,430,1044,58.81
馬公市,啟明里,212,無黨籍及未經政黨推薦,490,民主進步黨,342,中國國民黨,1044,22,1066,0,1066,628,1694,62.93
馬公市,重慶里,206,無黨籍及未經政黨推薦,564,民主進步黨,408,中國國民黨,1178,6,1184,0,1184,604,1788,66.22
馬公市,中興里,200,無黨籍及未經政黨推薦,244,民主進步黨,410,中國國民黨,854,4,858,0,858,658,1516,56.6
馬公市,光復里,488,無黨籍及未經政黨推薦,848,民主進步黨,848,中國國民黨,2184,10,2194,0,2194,1552,3746,58.57
馬公市,光榮里,1072,無黨籍及未經政黨推薦,1300,民主進步黨,2410,中國國民黨,4782,38,4820,0,4820,3038,7858,61.34
馬公市,光明里,356,無黨籍及未經政黨推薦,412,民主進步黨,702,中國國民黨,1470,12,1482,0,1482,1042,2524,58.72
馬公市,朝陽里,1464,無黨籍及未經政黨推薦,2144,民主進步黨,2264,中國國民黨,5872,30,5902,0,5902,4234,10136,58.23
馬公市,陽明里,582,無黨籍及未經政黨推薦,1100,民主進步黨,1070,中國國民黨,2752,30,2782,0,2782,2002,4784,58.15
馬公市,重光里,424,無黨籍及未經政黨推薦,628,民主進步黨,650,中國國民黨,1702,16,1718,0,1718,1182,2900,59.24
馬公市,西衛里,2348,無黨籍及未經政黨推薦,2002,民主進步黨,2470,中國國民黨,6820,68,6888,0,6888,4396,11284,61.04
馬公市,西文里,940,無黨籍及未經政黨推薦,1214,民主進步黨,1442,中國國民黨,3596,16,3612,0,3612,2650,6262,57.68
馬公市,東文里,1080,無黨籍及未經政黨推薦,1274,民主進步黨,1566,中國國民黨,3920,38,3958,0,3958,2670,6628,59.72
馬公市,案山里,442,無黨籍及未經政黨推薦,724,民主進步黨,698,中國國民黨,1864,16,1880,0,1880,1700,3580,52.51
馬公市,光華里,544,無黨籍及未經政黨推薦,294,民主進步黨,364,中國國民黨,1202,10,1212,0,1212,944,2156,56.22
馬公市,前寮里,366,無黨籍及未經政黨推薦,474,民主進步黨,380,中國國民黨,1220,10,1230,0,1230,746,1976,62.25
馬公市,石泉里,892,無黨籍及未經政黨推薦,1020,民主進步黨,1344,中國國民黨,3256,26,3282,0,3282,2142,5424,60.51
馬公市,菜園里,106,無黨籍及未經政黨推薦,216,民主進步黨,180,中國國民黨,502,6,508,0,508,410,918,55.34
馬公市,東衛里,662,無黨籍及未經政黨推薦,800,民主進步黨,1106,中國國民黨,2568,26,2594,0,2594,1760,4354,59.58
馬公市,安宅里,196,無黨籍及未經政黨推薦,310,民主進步黨,268,中國國民黨,774,12,786,0,786,504,1290,60.93
馬公市,烏崁里,280,無黨籍及未經政黨推薦,628,民主進步黨,330,中國國民黨,1238,12,1250,0,1250,906,2156,57.98
馬公市,興仁里,462,無黨籍及未經政黨推薦,606,民主進步黨,580,中國國民黨,1648,8,1656,0,1656,1118,2774,59.7
馬公市,鐵線里,274,無黨籍及未經政黨推薦,444,民主進步黨,280,中國國民黨,998,12,1010,0,1010,566,1576,64.09
馬公市,山水里,436,無黨籍及未經政黨推薦,974,民主進步黨,502,中國國民黨,1912,18,1930,0,1930,1516,3446,56.01
馬公市,鎖港里,702,無黨籍及未經政黨推薦,1448,民主進步黨,824,中國國民黨,2974,24,2998,0,2998,2208,5206,57.59
馬公市,五德里,238,無黨籍及未經政黨推薦,144,民主進步黨,142,中國國民黨,524,4,528,0,528,470,998,52.91
馬公市,井垵里,106,無黨籍及未經政黨推薦,180,民主進步黨,146,中國國民黨,432,6,438,0,438,328,766,57.18
