行政區別,村里別,1_柯文哲/吳欣盈,10-004_1_黨籍,2_賴清德/蕭美琴,10-004_2_黨籍,3_侯友宜/趙少康,10-004_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
竹北市,斗崙里,4450,無黨籍及未經政黨推薦,3366,民主進步黨,3382,中國國民黨,11198,48,11246,0,11246,2964,14210,79.14
竹北市,鹿場里,6568,無黨籍及未經政黨推薦,5520,民主進步黨,5264,中國國民黨,17352,104,17456,0,17456,4384,21840,79.93
竹北市,東平里,7584,無黨籍及未經政黨推薦,6794,民主進步黨,5198,中國國民黨,19576,104,19680,0,19680,4818,24498,80.33
竹北市,中興里,4930,無黨籍及未經政黨推薦,4514,民主進步黨,4134,中國國民黨,13578,74,13652,0,13652,3510,17162,79.55
竹北市,隘口里,2232,無黨籍及未經政黨推薦,1780,民主進步黨,1574,中國國民黨,5586,32,5618,0,5618,1480,7098,79.15
竹北市,東海里,1484,無黨籍及未經政黨推薦,1008,民主進步黨,1766,中國國民黨,4258,22,4280,0,4280,1540,5820,73.54
竹北市,竹北里,5470,無黨籍及未經政黨推薦,3462,民主進步黨,3902,中國國民黨,12834,76,12910,0,12910,4146,17056,75.69
竹北市,竹仁里,4620,無黨籍及未經政黨推薦,3444,民主進步黨,4740,中國國民黨,12804,76,12880,0,12880,4200,17080,75.41
竹北市,竹義里,2956,無黨籍及未經政黨推薦,2344,民主進步黨,2802,中國國民黨,8102,44,8146,0,8146,3782,11928,68.29
竹北市,泰和里,3336,無黨籍及未經政黨推薦,2394,民主進步黨,3212,中國國民黨,8942,40,8982,0,8982,3132,12114,74.15
竹北市,新社里,3976,無黨籍及未經政黨推薦,3034,民主進步黨,3484,中國國民黨,10494,90,10584,0,10584,3696,14280,74.12
竹北市,聯興里,2358,無黨籍及未經政黨推薦,2018,民主進步黨,2222,中國國民黨,6598,52,6650,0,6650,2146,8796,75.6
竹北市,麻園里,1004,無黨籍及未經政黨推薦,1042,民主進步黨,892,中國國民黨,2938,16,2954,0,2954,974,3928,75.2
竹北市,溪州里,1260,無黨籍及未經政黨推薦,1270,民主進步黨,1204,中國國民黨,3734,18,3752,0,3752,1184,4936,76.01
