行政區別,村里別,丁勇智,冼義哲,劉建國,劉文忠,劉文雄,劉櫂豪,劉泳君,卓恩宗,古文發,吳威志,吳子維,吳宜臻,吳成典,吳旭智,吳淑敏,吳紹文,周書涵,孫博萮,張中法,張佳偉,張兆陽,張宏陸,張春寶,徐志榮,戴文祥,曾耀澂,李宗華,李志鏞,林于玲,林國春,林國正,林宗彥,林家宇,林為洲,林獻山,林金官,柯建銘,楊悟空,楊曜,楊石城,楊鎮浯,歐崇敬,汪婷萱,洪宗熠,洪志恒,温國銘,王廷升,王榮德,王煒婷,范振揆,莊瑞雄,蔡媽福,蔡煌瑯,蔡適應,蔣乃辛,蕭美琴,蘇柏豪,蘇雯英,許智傑,許淑華,許謹如,賴瑞隆,賴競民,邱錫奎,邱靖雅,邱顯智,郝龍斌,郭儒釗,鄭正鈐,鄭永金,陳仲立,陳建閣,陳德輝,陳明文,陳歐珀,陳滄江,陳雙全,陳雪生,馬凱妮,高丹樺,魏揚,黃昭展,黃源甫,黃漢東,黃秀龍,黄師鵬,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
總計,,0,0,0,0,0,0,0,10884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3040,0,0,0,0,0,0,186990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818,0,0,0,0,0,0,0,3206,0,0,0,0,0,0,127024,0,0,0,0,170340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5552,0,508854,16662,525516,0,525516,267468,792984,66.27
,,0,0,0,0,0,0,0,10884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3040,0,0,0,0,0,0,186990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818,0,0,0,0,0,0,0,3206,0,0,0,0,0,0,127024,0,0,0,0,170340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5552,0,508854,16662,525516,0,525516,267468,792984,66.27
,斗崙里,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,82,0,0,0,0,0,0,4210,0,0,0,0,3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,13216,476,13692,0,13692,6154,19846,68.99
,鹿場里,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,70,0,0,0,0,0,0,3798,0,0,0,0,2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,10310,374,10684,0,10684,4430,15114,70.69
,東平里,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,60,0,0,0,0,0,0,4048,0,0,0,0,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,10916,480,11396,0,11396,5004,16400,69.49
,中興里,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,32,0,0,0,0,0,0,2336,0,0,0,0,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,6934,292,7226,0,7226,3234,10460,69.08
,隘口里,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,956,0,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2738,140,2878,0,2878,1200,4078,70.57
,東海里,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1136,0,0,0,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3596,184,3780,0,3780,2282,6062,62.36
,竹北里,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,34,0,0,0,0,0,0,2188,0,0,0,0,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,6748,238,6986,0,6986,3738,10724,65.14
,竹仁里,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,56,0,0,0,0,0,0,3258,0,0,0,0,2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,10442,372,10814,0,10814,5336,16150,66.96
