行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,重興村,1242,2116,2348,5706,68,5774,0,5774,3752,9526,60.61
,新豐村,428,684,1702,2814,54,2868,0,2868,1346,4214,68.06
,員山村,714,1078,1106,2898,36,2934,0,2934,1516,4450,65.93
,松林村,1306,2026,2146,5478,68,5546,0,5546,2928,8474,65.45
,上坑村,380,618,756,1754,24,1778,0,1778,1018,2796,63.59
,鳳坑村,308,390,602,1300,12,1312,0,1312,746,2058,63.75
,忠孝村,1010,1668,1644,4322,40,4362,0,4362,2268,6630,65.79
,山崎村,1182,1908,2092,5182,94,5276,0,5276,2594,7870,67.04
,松柏村,1462,1770,2266,5498,54,5552,0,5552,3178,8730,63.6
,崎頂村,740,1098,1370,3208,54,3262,0,3262,1962,5224,62.44
,總計,12298,18064,23996,54358,728,55086,0,55086,30096,85182,64.67
芎林鄉,,4846,8320,8996,22162,392,22554,0,22554,10594,33148,68.04
,五龍村,122,336,246,704,18,722,0,722,290,1012,71.34
,華龍村,106,268,226,600,6,606,0,606,276,882,68.71
,秀湖村,320,484,382,1186,24,1210,0,1210,644,1854,65.26
,永興村,126,234,174,534,12,546,0,546,256,802,68.08
,石潭村,768,1236,1300,3304,44,3348,0,3348,1806,5154,64.96
,新鳳村,384,688,972,2044,44,2088,0,2088,1020,3108,67.18
,中坑村,200,374,254,828,16,844,0,844,376,1220,69.18
,水坑村,224,326,404,954,26,980,0,980,512,1492,65.68
,文林村,698,1218,1222,3138,44,3182,0,3182,1504,4686,67.9
,芎林村,440,786,884,2110,44,2154,0,2154,838,2992,71.99
,上山村,1170,1798,2298,5266,92,5358,0,5358,2350,7708,69.51
,下山村,288,572,634,1494,22,1516,0,1516,722,2238,67.74
,總計,4846,8320,8996,22162,392,22554,0,22554,10594,33148,68.04
橫山鄉,,3300,6176,5272,14748,198,14946,0,14946,7600,22546,66.29
,橫山村,906,1792,1508,4206,52,4258,0,4258,2400,6658,63.95
,田寮村,258,392,468,1118,18,1136,0,1136,590,1726,65.82
,南昌村,86,82,116,284,4,288,0,288,156,444,64.86
,豐鄉村,70,88,128,286,4,290,0,290,186,476,60.92
,豐田村,100,200,190,490,4,494,0,494,210,704,70.17
,內灣村,274,540,392,1206,18,1224,0,1224,646,1870,65.45
,福興村,112,252,278,642,10,652,0,652,296,948,68.78
,沙坑村,278,576,620,1474,26,1500,0,1500,518,2018,74.33
,新興村,430,954,622,2006,26,2032,0,2032,1016,3048,66.67
,大肚村,520,810,562,1892,20,1912,0,1912,1070,2982,64.12
,力行村,266,490,388,1144,16,1160,0,1160,512,1672,69.38
,總計,3300,6176,5272,14748,198,14946,0,14946,7600,22546,66.29
北埔鄉,,2456,3784,4008,10248,166,10414,0,10414,5474,15888,65.55
,北埔村,326,540,604,1470,10,1480,0,1480,718,2198,67.33
,南興村,292,726,536,1554,16,1570,0,1570,872,2442,64.29
,埔尾村,764,1174,1216,3154,82,3236,0,3236,1742,4978,65.01
,水磜村,266,274,468,1008,22,1030,0,1030,588,1618,63.66
,南埔村,140,190,192,522,8,530,0,530,242,772,68.65
,大林村,282,392,348,1022,12,1034,0,1034,436,1470,70.34
,大湖村,216,212,270,698,12,710,0,710,420,1130,62.83
,南坑村,106,172,188,466,4,470,0,470,234,704,66.76
,外坪村,64,104,186,354,0,354,0,354,222,576,61.46
,總計,2456,3784,4008,10248,166,10414,0,10414,5474,15888,65.55
寶山鄉,,3082,6152,6532,15766,270,16036,0,16036,7760,23796,67.39
,雙溪村,652,1030,1088,2770,54,2824,0,2824,1534,4358,64.8
,大崎村,404,942,924,2270,60,2330,0,2330,1174,3504,66.5
,三峰村,220,542,568,1330,14,1344,0,1344,674,2018,66.6
,新城村,264,558,664,1486,32,1518,0,1518,698,2216,68.5
,深井村,190,496,460,1146,10,1156,0,1156,434,1590,72.7
,寶斗村,204,334,400,938,14,952,0,952,496,1448,65.75
,山湖村,186,268,300,754,10,764,0,764,300,1064,71.8
,寶山村,214,474,410,1098,12,1110,0,1110,432,1542,71.98
,油田村,128,320,380,828,16,844,0,844,346,1190,70.92
,雙新村,620,1188,1338,3146,48,3194,0,3194,1672,4866,65.64
,總計,3082,6152,6532,15766,270,16036,0,16036,7760,23796,67.39
峨眉鄉,,1140,2374,3128,6642,100,6742,0,6742,3108,9850,68.45
,峨眉村,196,508,480,1184,28,1212,0,1212,502,1714,70.71
,中盛村,172,288,446,906,10,916,0,916,406,1322,69.29
,石井村,156,268,378,802,6,808,0,808,410,1218,66.34
,富興村,312,634,748,1694,32,1726,0,1726,900,2626,65.73
,七星村,124,306,436,866,14,880,0,880,366,1246,70.63
,湖光村,180,370,640,1190,10,1200,0,1200,524,1724,69.61
,總計,1140,2374,3128,6642,100,6742,0,6742,3108,9850,68.45
尖石鄉,,2746,3172,1944,7862,100,7962,0,7962,5482,13444,59.22
,義興村,224,294,182,700,16,716,0,716,472,1188,60.27
,嘉樂村,386,454,292,1132,8,1140,0,1140,494,1634,69.77
,新樂村,576,540,248,1364,14,1378,0,1378,906,2284,60.33
,梅花村,228,298,168,694,8,702,0,702,470,1172,59.9
,錦屏村,550,568,238,1356,12,1368,0,1368,820,2188,62.52
,玉峰村,394,444,348,1186,18,1204,0,1204,1008,2212,54.43
,秀巒村,388,574,468,1430,24,1454,0,1454,1312,2766,52.57
,總計,2746,3172,1944,7862,100,7962,0,7962,5482,13444,59.22
五峰鄉,,1744,1574,1032,4350,50,4400,0,4400,2948,7348,59.88
,大隘村,688,602,230,1520,18,1538,0,1538,1052,2590,59.38
,花園村,276,296,212,784,0,784,0,784,540,1324,59.21
,竹林村,214,116,110,440,10,450,0,450,248,698,64.47
,桃山村,566,560,480,1606,22,1628,0,1628,1108,2736,59.5
,總計,1744,1574,1032,4350,50,4400,0,4400,2948,7348,59.88
