行政區別,村里別,1_宋楚瑜/余湘,65_1_黨籍,2_韓國瑜/張善政,65_2_黨籍,3_蔡英文/賴清德,65_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
新北市板橋區,留侯里,116,親民黨,860,中國國民黨,1114,民主進步黨,2090,48,2138,0,2138,608,2746,77.86
新北市板橋區,流芳里,100,親民黨,690,中國國民黨,1068,民主進步黨,1858,12,1870,0,1870,622,2492,75.04
新北市板橋區,赤松里,48,親民黨,436,中國國民黨,672,民主進步黨,1156,30,1186,0,1186,306,1492,79.49
新北市板橋區,黃石里,70,親民黨,496,中國國民黨,846,民主進步黨,1412,26,1438,0,1438,460,1898,75.76
新北市板橋區,挹秀里,136,親民黨,1132,中國國民黨,1188,民主進步黨,2456,34,2490,0,2490,720,3210,77.57
新北市板橋區,湳興里,306,親民黨,2550,中國國民黨,3870,民主進步黨,6726,108,6834,0,6834,2276,9110,75.02
新北市板橋區,新興里,182,親民黨,1538,中國國民黨,2392,民主進步黨,4112,34,4146,0,4146,1534,5680,72.99
新北市板橋區,社後里,402,親民黨,2962,中國國民黨,4726,民主進步黨,8090,116,8206,0,8206,8602,16808,48.82
新北市板橋區,香社里,220,親民黨,1890,中國國民黨,3518,民主進步黨,5628,68,5696,0,5696,1676,7372,77.27
新北市板橋區,中正里,232,親民黨,1888,中國國民黨,3452,民主進步黨,5572,52,5624,0,5624,1816,7440,75.59
新北市板橋區,自強里,332,親民黨,3284,中國國民黨,3516,民主進步黨,7132,80,7212,0,7212,1706,8918,80.87
新北市板橋區,自立里,162,親民黨,1336,中國國民黨,2282,民主進步黨,3780,42,3822,0,3822,1052,4874,78.42
新北市板橋區,光華里,124,親民黨,1468,中國國民黨,2042,民主進步黨,3634,46,3680,0,3680,1064,4744,77.57
新北市板橋區,國光里,280,親民黨,3040,中國國民黨,1880,民主進步黨,5200,64,5264,0,5264,1314,6578,80.02
新北市板橋區,港尾里,178,親民黨,1448,中國國民黨,2210,民主進步黨,3836,60,3896,0,3896,934,4830,80.66
新北市板橋區,金華里,246,親民黨,1734,中國國民黨,3238,民主進步黨,5218,60,5278,0,5278,1640,6918,76.29
新北市板橋區,港德里,320,親民黨,2046,中國國民黨,3810,民主進步黨,6176,60,6236,0,6236,2036,8272,75.39
新北市板橋區,民權里,138,親民黨,1526,中國國民黨,1980,民主進步黨,3644,50,3694,0,3694,908,4602,80.27
新北市板橋區,建國里,220,親民黨,1670,中國國民黨,2884,民主進步黨,4774,64,4838,0,4838,1306,6144,78.74
新北市板橋區,漢生里,260,親民黨,2204,中國國民黨,3084,民主進步黨,5548,82,5630,0,5630,1474,7104,79.25
新北市板橋區,公舘里,172,親民黨,1678,中國國民黨,3112,民主進步黨,4962,60,5022,0,5022,1374,6396,78.52
新北市板橋區,新民里,230,親民黨,2106,中國國民黨,3216,民主進步黨,5552,52,5604,0,5604,1580,7184,78.01
新北市板橋區,幸福里,256,親民黨,1712,中國國民黨,3052,民主進步黨,5020,62,5082,0,5082,1660,6742,75.38
新北市板橋區,忠誠里,224,親民黨,3346,中國國民黨,2066,民主進步黨,5636,52,5688,0,5688,1350,7038,80.82
新北市板橋區,百壽里,160,親民黨,1338,中國國民黨,2068,民主進步黨,3566,38,3604,0,3604,958,4562,79.0
新北市板橋區,介壽里,148,親民黨,1446,中國國民黨,2340,民主進步黨,3934,50,3984,0,3984,1196,5180,76.91
新北市板橋區,新埔里,128,親民黨,1024,中國國民黨,1760,民主進步黨,2912,28,2940,0,2940,788,3728,78.86
新北市板橋區,華江里,450,親民黨,3592,中國國民黨,5320,民主進步黨,9362,130,9492,0,9492,2668,12160,78.06
新北市板橋區,江翠里,272,親民黨,2092,中國國民黨,4178,民主進步黨,6542,62,6604,0,6604,2022,8626,76.56
新北市板橋區,純翠里,266,親民黨,2184,中國國民黨,4614,民主進步黨,7064,90,7154,0,7154,2184,9338,76.61
新北市板橋區,溪頭里,342,親民黨,2454,中國國民黨,4860,民主進步黨,7656,96,7752,0,7752,2346,10098,76.77
新北市板橋區,聯翠里,226,親民黨,1742,中國國民黨,2764,民主進步黨,4732,48,4780,0,4780,1624,6404,74.64
新北市板橋區,宏翠里,362,親民黨,2360,中國國民黨,3914,民主進步黨,6636,74,6710,0,6710,2066,8776,76.46
