行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
總計,,97576,215558,260922,574056,7304,581360,0,581360,315680,897040,64.81
苗栗市,,15228,41010,36446,92684,1158,93842,0,93842,50310,144152,65.1
,中苗里,232,646,556,1434,24,1458,0,1458,706,2164,67.38
,建功里,860,2488,1980,5328,54,5382,0,5382,2726,8108,66.38
,青苗里,210,494,510,1214,4,1218,0,1218,814,2032,59.94
,玉清里,494,1348,1014,2856,42,2898,0,2898,1438,4336,66.84
,玉華里,780,2160,1826,4766,60,4826,0,4826,2254,7080,68.16
,維新里,766,2222,1842,4830,68,4898,0,4898,2542,7440,65.83
,維祥里,652,1954,1492,4098,54,4152,0,4152,2462,6614,62.78
,綠苗里,160,556,436,1152,6,1158,0,1158,592,1750,66.17
,高苗里,658,1628,1472,3758,52,3810,0,3810,2140,5950,64.03
,玉苗里,176,494,552,1222,12,1234,0,1234,642,1876,65.78
,大同里,102,316,288,706,8,714,0,714,406,1120,63.75
,新苗里,168,502,522,1192,22,1214,0,1214,612,1826,66.48
,勝利里,864,2174,2126,5164,52,5216,0,5216,2482,7698,67.76
,恭敬里,272,704,742,1718,24,1742,0,1742,930,2672,65.19
,上苗里,302,974,920,2196,18,2214,0,2214,1014,3228,68.59
,北苗里,890,3082,2428,6400,92,6492,0,6492,3282,9774,66.42
,清華里,682,1810,1702,4194,54,4248,0,4248,1968,6216,68.34
,嘉盛里,768,1978,1794,4540,74,4614,0,4614,2334,6948,66.41
,福星里,824,2146,2024,4994,64,5058,0,5058,2790,7848,64.45
,新川里,210,618,642,1470,16,1486,0,1486,880,2366,62.81
,文山里,678,1908,1752,4338,48,4386,0,4386,2284,6670,65.76
,福麗里,992,2770,2218,5980,72,6052,0,6052,3820,9872,61.3
,水源里,554,1244,1144,2942,38,2980,0,2980,1764,4744,62.82
,新英里,358,768,778,1904,34,1938,0,1938,1380,3318,58.41
,福安里,730,1688,1586,4004,42,4046,0,4046,2446,6492,62.32
,嘉新里,634,1820,1454,3908,46,3954,0,3954,1830,5784,68.36
,南勢里,412,974,1050,2436,32,2468,0,2468,1402,3870,63.77
,文聖里,800,1544,1596,3940,46,3986,0,3986,2370,6356,62.71
,總計,15228,41010,36446,92684,1158,93842,0,93842,50310,144152,65.1
苑裡鎮,,6010,13038,32114,51162,620,51782,0,51782,24452,76234,67.93
,苑東里,306,794,1548,2648,36,2684,0,2684,1490,4174,64.3
,苑南里,250,604,1250,2104,26,2130,0,2130,1092,3222,66.11
,苑北里,136,306,746,1188,10,1198,0,1198,542,1740,68.85
,西平里,274,450,1388,2112,24,2136,0,2136,864,3000,71.2
,苑港里,144,332,1154,1630,20,1650,0,1650,770,2420,68.18
,西勢里,328,668,1630,2626,18,2644,0,2644,1224,3868,68.36
,海岸里,178,284,924,1386,26,1412,0,1412,726,2138,66.04
,房裡里,298,730,1988,3016,24,3040,0,3040,1412,4452,68.28
,客庄里,610,1520,2966,5096,50,5146,0,5146,2358,7504,68.58
,中正里,314,714,1830,2858,48,2906,0,2906,1206,4112,70.67
,苑坑里,122,224,902,1248,10,1258,0,1258,568,1826,68.89
,水坡里,110,158,620,888,10,898,0,898,414,1312,68.45
,新復里,170,476,1096,1742,18,1760,0,1760,934,2694,65.33
,山脚里,194,518,1190,1902,18,1920,0,1920,930,2850,67.37
,舊社里,322,654,1496,2472,38,2510,0,2510,1080,3590,69.92
,福田里,178,444,1066,1688,24,1712,0,1712,828,2540,67.4
,石鎮里,78,216,466,760,10,770,0,770,378,1148,67.07
,蕉埔里,154,350,662,1166,22,1188,0,1188,436,1624,73.15
,社苓里,330,746,1948,3024,30,3054,0,3054,1346,4400,69.41
,泰田里,232,490,1468,2190,34,2224,0,2224,1006,3230,68.85
,上舘里,316,558,1260,2134,34,2168,0,2168,1144,3312,65.46
,玉田里,274,558,1418,2250,26,2276,0,2276,1170,3446,66.05
,南勢里,108,234,578,920,8,928,0,928,512,1440,64.44
,山柑里,264,464,1074,1802,28,1830,0,1830,900,2730,67.03
,田心里,320,546,1446,2312,28,2340,0,2340,1122,3462,67.59
,總計,6010,13038,32114,51162,620,51782,0,51782,24452,76234,67.93
通霄鎮,,5296,11502,21552,38350,436,38786,0,38786,20672,59458,65.23
,通東里,180,502,888,1570,12,1582,0,1582,736,2318,68.25
,通西里,324,890,1520,2734,22,2756,0,2756,1212,3968,69.46
,平元里,330,704,1534,2568,20,2588,0,2588,1054,3642,71.06
,梅南里,250,548,1186,1984,28,2012,0,2012,1040,3052,65.92
,圳頭里,128,278,548,954,8,962,0,962,486,1448,66.44
,通南里,428,940,1964,3332,48,3380,0,3380,2032,5412,62.45
,城北里,194,252,544,990,10,1000,0,1000,452,1452,68.87
