行政區別,村里別,1_宋楚瑜/余湘,10-010_1_黨籍,2_韓國瑜/張善政,10-010_2_黨籍,3_蔡英文/賴清德,10-010_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
太保市,太保里,172,親民黨,1180,中國國民黨,1818,民主進步黨,3170,38,3208,0,3208,1230,4438,72.28
太保市,後庄里,16,親民黨,160,中國國民黨,528,民主進步黨,704,6,710,0,710,224,934,76.02
太保市,前潭里,72,親民黨,566,中國國民黨,1472,民主進步黨,2110,28,2138,0,2138,716,2854,74.91
太保市,後潭里,80,親民黨,780,中國國民黨,1586,民主進步黨,2446,32,2478,0,2478,782,3260,76.01
太保市,梅埔里,66,親民黨,550,中國國民黨,972,民主進步黨,1588,20,1608,0,1608,600,2208,72.83
太保市,春珠里,34,親民黨,494,中國國民黨,1072,民主進步黨,1600,32,1632,0,1632,516,2148,75.98
太保市,崙頂里,50,親民黨,480,中國國民黨,720,民主進步黨,1250,24,1274,0,1274,374,1648,77.31
太保市,東勢里,124,親民黨,800,中國國民黨,1552,民主進步黨,2476,36,2512,0,2512,740,3252,77.24
太保市,新埤里,54,親民黨,456,中國國民黨,1290,民主進步黨,1800,20,1820,0,1820,642,2462,73.92
太保市,舊埤里,134,親民黨,1084,中國國民黨,2142,民主進步黨,3360,48,3408,0,3408,1276,4684,72.76
太保市,田尾里,32,親民黨,324,中國國民黨,680,民主進步黨,1036,8,1044,0,1044,374,1418,73.62
太保市,港尾里,36,親民黨,270,中國國民黨,506,民主進步黨,812,8,820,0,820,304,1124,72.95
太保市,過溝里,210,親民黨,1320,中國國民黨,3480,民主進步黨,5010,46,5056,0,5056,1514,6570,76.96
太保市,麻寮里,304,親民黨,1844,中國國民黨,4296,民主進步黨,6444,62,6506,0,6506,2146,8652,75.2
太保市,南新里,80,親民黨,672,中國國民黨,1946,民主進步黨,2698,34,2732,0,2732,830,3562,76.7
太保市,北新里,168,親民黨,1256,中國國民黨,3006,民主進步黨,4430,48,4478,0,4478,1432,5910,75.77
太保市,埤鄉里,38,親民黨,304,中國國民黨,672,民主進步黨,1014,16,1030,0,1030,306,1336,77.1
太保市,安仁里,140,親民黨,1328,中國國民黨,2198,民主進步黨,3666,60,3726,0,3726,1194,4920,75.73
朴子市,安福里,100,親民黨,1006,中國國民黨,1548,民主進步黨,2654,18,2672,0,2672,1002,3674,72.73
朴子市,平和里,132,親民黨,1268,中國國民黨,1966,民主進步黨,3366,46,3412,0,3412,1024,4436,76.92
朴子市,內厝里,64,親民黨,446,中國國民黨,1120,民主進步黨,1630,20,1650,0,1650,502,2152,76.67
朴子市,開元里,10,親民黨,174,中國國民黨,414,民主進步黨,598,4,602,0,602,166,768,78.39
朴子市,順天里,34,親民黨,308,中國國民黨,552,民主進步黨,894,12,906,0,906,330,1236,73.3
朴子市,中正里,32,親民黨,330,中國國民黨,570,民主進步黨,932,20,952,0,952,302,1254,75.92
朴子市,博厚里,50,親民黨,362,中國國民黨,812,民主進步黨,1224,8,1232,0,1232,336,1568,78.57
朴子市,文化里,96,親民黨,828,中國國民黨,1582,民主進步黨,2506,28,2534,0,2534,812,3346,75.73
朴子市,永和里,112,親民黨,1066,中國國民黨,2332,民主進步黨,3510,32,3542,0,3542,1296,4838,73.21
朴子市,竹圍里,226,親民黨,2088,中國國民黨,3796,民主進步黨,6110,54,6164,0,6164,1902,8066,76.42
朴子市,新寮里,16,親民黨,312,中國國民黨,618,民主進步黨,946,18,964,0,964,344,1308,73.7
朴子市,双溪里,16,親民黨,244,中國國民黨,536,民主進步黨,796,8,804,0,804,396,1200,67.0
朴子市,溪口里,38,親民黨,320,中國國民黨,738,民主進步黨,1096,12,1108,0,1108,438,1546,71.67
朴子市,德興里,30,親民黨,316,中國國民黨,1140,民主進步黨,1486,14,1500,0,1500,482,1982,75.68
